gene,chr,start,end,splice_type,novel,aorta_ENCFF745HHL_in_cov,aorta_ENCFF745HHL_total_cov
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,16,121
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,90,115
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,29,116
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,20,104
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,205,286
ENSG00000197321.14,chr10,29652987,29658068,PAS,True,127,142
ENSG00000197321.14,chr10,29532739,29533458,PAS,True,50,186
ENSG00000197321.14,chr10,29735754,29736936,TSS,True,245,288
ENSG00000197321.14,chr10,29736684,29737076,TSS,False,207,288
ENSG00000197321.14,chr10,29634419,29634973,TSS,False,223,259
ENSG00000107672.14,chr10,121959410,121959500,IR,False,112,128
ENSG00000107672.14,chr10,121959595,121960357,IR,True,113,130
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,14,135
ENSG00000107872.12,chr10,102421507,102421786,IR,True,69,118
ENSG00000107872.12,chr10,102420835,102421182,TSS,True,89,118
ENSG00000107872.12,chr10,102421205,102421507,TSS,True,77,118
ENSG00000107872.12,chr10,102421449,102422292,TSS,True,84,118
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,38,148
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,19,169
ENSG00000119917.13,chr10,89327997,89328078,TSS,False,122,150
ENSG00000119917.13,chr10,89332527,89332627,TSS,False,37,150
ENSG00000156113.22,chr10,77011968,77012043,PAS,True,21,101
ENSG00000156113.22,chr10,77637264,77638482,TSS,True,28,106
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,78,140
ENSG00000096746.17,chr10,68337333,68338502,ES,False,17,145
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,48,147
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,98,160
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,82,160
ENSG00000026025.15,chr10,17233682,17233778,IR,True,34,202
ENSG00000026025.15,chr10,17233686,17233778,3AS,True,25,190
ENSG00000138119.16,chr10,93306422,93307001,PAS,True,79,137
ENSG00000138119.16,chr10,93482106,93482599,TSS,True,89,137
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,42,233
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,61,220
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,181,223
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,70,120
ENSG00000100938.17,chr14,24232977,24233218,IR,False,59,105
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,165,239
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,189,239
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,191,239
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,178,239
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,227,467
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,182,214
ENSG00000197102.11,chr14,102040631,102041734,TSS,False,188,214
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,254,463
ENSG00000020577.13,chr14,54567601,54568112,TSS,True,130,150
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,259,538
ENSG00000197324.8,chr14,22875163,22875245,TSS,False,467,538
ENSG00000197324.8,chr14,22875496,22876372,TSS,True,471,538
ENSG00000258289.8,chr14,64914433,64914534,TSS,True,12,112
ENSG00000258289.8,chr14,64932137,64934347,PAS,True,41,108
ENSG00000258289.8,chr14,64923990,64925694,PAS,True,66,100
ENSG00000119699.7,chr14,75980541,75981995,TSS,True,80,293
ENSG00000140092.14,chr14,91936946,91937186,TSS,True,268,578
ENSG00000140092.14,chr14,91947212,91947944,TSS,True,425,579
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,36,301
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,239,355
ENSG00000092199.17,chr14,21234229,21269297,ES,False,57,339
ENSG00000205659.10,chr14,74084660,74084993,TSS,True,31,134
ENSG00000205659.10,chr14,74198921,74201238,PAS,True,19,128
PB_novel_488799,chr14,91838165,91840516,PAS,True,66,102
PB_novel_488799,chr14,91841159,91841237,TSS,True,66,102
ENSG00000119630.13,chr14,74942733,74946378,ES,False,179,274
ENSG00000100897.17,chr14,24115726,24116916,5AS,False,22,128
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,93,152
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,99,152
ENSG00000211896.7,chr14,105668108,105668565,PAS,True,158,259
ENSG00000211896.7,chr14,105624339,105624798,PAS,True,127,259
ENSG00000211896.7,chr14,105742776,105743084,TSS,False,201,259
ENSG00000211896.7,chr14,106268611,106269141,TSS,True,226,259
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,140,180
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,114,146
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,74,146
ENSG00000092201.9,chr14,21363695,21365143,PAS,True,130,146
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,44,181
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,16,100
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,28,105
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,79,102
ENSG00000166166.12,chr14,103529184,103529261,TSS,True,26,116
ENSG00000166166.12,chr14,103529946,103530309,TSS,True,100,116
ENSG00000165795.23,chr14,21022497,21023240,ES,False,155,386
ENSG00000165795.23,chr14,21023321,21025028,ES,False,118,202
ENSG00000165795.23,chr14,21023321,21025676,ES,False,72,148
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,232,435
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,287,435
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,105,164
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,126,164
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,108,164
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,233,338
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,213,315
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,122,240
ENSG00000080824.18,chr14,102085757,102086118,TSS,True,292,338
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,170,220
ENSG00000080824.18,chr14,102082110,102082212,TSS,True,93,109
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,220,338
ENSG00000140105.17,chr14,100361921,100376259,ES,False,36,210
ENSG00000140105.17,chr14,100369258,100375282,ES,False,94,136
ENSG00000140105.17,chr14,100369258,100376259,ES,False,142,172
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,209,419
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,291,419
ENSG00000092036.18,chr14,22950410,22952327,ES,False,18,139
ENSG00000092036.18,chr14,22955176,22956915,5AS,False,75,105
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,36,141
ENSG00000092036.18,chr14,22946226,22946708,PAS,True,17,150
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,75,150
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,114,150
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,120,150
ENSG00000054654.16,chr14,63853080,63909097,5AS,True,21,204
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,119,291
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,189,241
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,104,240
ENSG00000142208.16,chr14,104773454,104774871,TSS,True,89,122
ENSG00000142208.16,chr14,104775651,104776137,TSS,True,108,122
ENSG00000053254.15,chr14,89180806,89280949,ES,False,95,143
ENSG00000053254.15,chr14,89411933,89412394,TSS,True,132,233
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,194,233
ENSG00000211897.9,chr14,105769098,105769559,PAS,True,26,248
ENSG00000211897.9,chr14,105986973,105987082,TSS,True,182,248
ENSG00000211897.9,chr14,106012310,106012429,TSS,True,195,248
ENSG00000211897.9,chr14,106185289,106185392,TSS,True,209,248
ENSG00000211895.5,chr14,105708358,105708667,TSS,False,217,251
ENSG00000211895.5,chr14,106335080,106335613,TSS,True,180,251
ENSG00000154001.13,chr14,63371364,63376108,PAS,True,46,102
ENSG00000154001.13,chr14,63379826,63382157,PAS,True,57,101
ENSG00000100600.14,chr14,92748488,92748703,TSS,True,19,152
ENSG00000165943.4,chr14,93184713,93184809,IR,True,105,124
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,27,132
ENSG00000165943.4,chr14,93184558,93184864,TSS,True,113,132
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,27,219
ENSG00000119725.18,chr14,73921105,73923394,ES,False,65,269
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,32,283
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,70,208
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,111,138
ENSG00000100650.15,chr14,69769251,69770466,IR,False,120,202
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,110,221
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,151,221
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,195,221
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,63,220
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,180,220
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,80,520
ENSG00000196136.17,chr14,94612443,94614433,5AS,False,147,599
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,247,703
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,556,703
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,613,703
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,1656,3847
ENSG00000170345.9,chr14,75279659,75280128,TSS,True,3315,3847
ENSG00000170345.9,chr14,75280557,75280667,TSS,True,3041,3847
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,42,112
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,88,111
ENSG00000119688.20,chr14,74294049,74295198,PAS,True,89,100
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,26,115
ENSG00000165929.12,chr14,91779750,91783210,PAS,True,13,105
ENSG00000165929.12,chr14,91841159,91841246,TSS,True,16,106
ENSG00000100823.11,chr14,20455328,20455577,5AS,False,17,168
ENSG00000100823.11,chr14,20455394,20455577,IR,False,130,151
ENSG00000100823.11,chr14,20455703,20455913,IR,False,186,210
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,82,212
ENSG00000165819.11,chr14,21499137,21499305,IR,False,64,109
ENSG00000165819.11,chr14,21499371,21499491,IR,False,62,108
ENSG00000165819.11,chr14,21498127,21498369,PAS,True,15,122
ENSG00000155463.12,chr14,22770278,22770460,IR,False,354,405
ENSG00000203485.12,chr14,104689607,104689739,TSS,True,73,108
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,46,419
ENSG00000100439.10,chr14,22598248,22598329,TSS,True,45,156
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,85,152
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,33,177
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,119,204
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,136,204
ENSG00000100445.17,chr14,24441795,24442177,5AS,False,115,139
ENSG00000100445.17,chr14,24441795,24442177,IR,False,115,146
ENSG00000100445.17,chr14,24442260,24442345,IR,False,82,180
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,152,200
ENSG00000100445.17,chr14,24441673,24442689,TSS,True,173,200
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,151,200
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,167,200
ENSG00000100926.14,chr14,24192356,24192647,IR,True,179,244
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,82,252
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,186,249
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,33,256
ENSG00000100628.11,chr14,93954483,93964333,ES,False,28,220
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,45,264
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,73,113
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,56,113
ENSG00000119681.11,chr14,74502652,74502881,TSS,True,179,213
ENSG00000119681.11,chr14,74504982,74505176,TSS,True,171,213
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,28,112
ENSG00000089737.16,chr14,94048289,94051462,PAS,True,20,144
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,36,145
ENSG00000089737.16,chr14,94079024,94079748,TSS,True,121,137
ENSG00000032219.18,chr14,58347646,58351107,PAS,True,86,119
ENSG00000032219.18,chr14,58351072,58351303,PAS,True,39,119
ENSG00000129538.13,chr14,20802093,20802796,ES,False,169,196
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,35,231
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,20,100
ENSG00000072110.13,chr14,68877240,68879961,ME,False,372,2625
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,740,3037
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,43,125
ENSG00000183576.12,chr14,99465702,99465816,TSS,True,99,125
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,17,153
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,23,153
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,27,102
ENSG00000100889.11,chr14,24103509,24104132,PAS,True,11,102
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,11,102
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,64,146
ENSG00000126214.21,chr14,103699580,103700727,TSS,True,99,121
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,91,106
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,25,134
ENSG00000119723.16,chr14,73950221,73950495,TSS,False,11,104
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,14,120
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,149,487
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,405,487
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,11,102
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,41,102
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,70,102
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,105,312
ENSG00000058668.14,chr1,203700797,203703016,PAS,True,25,222
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,41,183
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,142,183
ENSG00000074964.16,chr1,17655897,17656102,TSS,True,134,162
ENSG00000074964.16,chr1,17664492,17664595,TSS,True,144,162
ENSG00000074964.16,chr1,17654633,17654722,TSS,True,143,162
ENSG00000074964.16,chr1,17696847,17697876,PAS,True,20,176
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,19,101
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,60,165
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,120,152
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,135,173
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,134,173
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,118,173
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,72,168
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,146,168
ENSG00000162599.15,chr1,61406727,61455302,ES,False,38,125
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,90,177
ENSG00000162599.15,chr1,61406561,61406727,TSS,False,146,166
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,108,125
ENSG00000158828.7,chr1,20637838,20638129,TSS,False,105,125
ENSG00000158828.7,chr1,20638107,20639992,TSS,True,108,125
ENSG00000158828.7,chr1,20643340,20644672,TSS,True,96,125
ENSG00000158828.7,chr1,20650433,20651510,PAS,True,13,105
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,72,532
ENSG00000169418.9,chr1,153685880,153686645,ES,True,22,213
ENSG00000169418.9,chr1,153678441,153679829,TSS,False,177,314
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,56,275
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,51,278
ENSG00000004455.16,chr1,33024567,33036735,ES,False,101,113
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,53,124
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,70,115
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,14,129
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,137,395
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,56,115
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,11,104
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,143,452
ENSG00000160691.18,chr1,154970199,154974247,ES,False,115,132
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,368,496
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,361,496
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,328,496
ENSG00000116260.16,chr1,180196599,180197332,IR,False,83,112
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,96,163
ENSG00000116260.16,chr1,180182171,180182319,TSS,True,137,161
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,100,129
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,59,158
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,50,479
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,266,685
ENSG00000007923.15,chr1,6634158,6635700,PAS,True,14,132
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,23,135
ENSG00000173846.12,chr1,44803153,44803267,IR,False,129,146
ENSG00000173846.12,chr1,44804246,44804338,IR,True,140,156
ENSG00000173846.12,chr1,44804501,44804649,IR,False,117,135
ENSG00000173846.12,chr1,44804501,44805265,ES,False,23,123
ENSG00000173846.12,chr1,44799899,44800673,TSS,True,26,160
ENSG00000173846.12,chr1,44805486,44805994,PAS,True,32,158
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,49,424
ENSG00000265491.4,chr1,145823771,145824412,TSS,False,75,128
ENSG00000265491.4,chr1,145784538,145784653,TSS,True,67,128
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,124,251
ENSG00000143641.9,chr1,230279302,230282129,PAS,True,21,147
ENSG00000265107.2,chr1,147773251,147773646,TSS,True,44,175
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,59,150
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,53,293
ENSG00000116521.10,chr1,155260659,155262085,ES,False,24,122
ENSG00000203747.10,chr1,161549696,161549917,TSS,True,99,393
ENSG00000203747.10,chr1,161548420,161549451,TSS,True,352,393
ENSG00000143801.16,chr1,226891361,226891745,3AS,False,45,118
ENSG00000143801.16,chr1,226870509,226870649,TSS,True,32,120
ENSG00000117228.9,chr1,89051521,89053468,PAS,True,35,133
ENSG00000117228.9,chr1,89055133,89055215,PAS,True,109,132
ENSG00000117228.9,chr1,89065159,89065359,TSS,True,20,134
ENSG00000234741.7,chr1,173864075,173864256,IR,False,88,114
ENSG00000234741.7,chr1,173864304,173864483,IR,False,55,119
ENSG00000234741.7,chr1,173864506,173864674,IR,False,57,119
ENSG00000234741.7,chr1,173864704,173865228,IR,False,60,117
ENSG00000234741.7,chr1,173865547,173865856,IR,True,110,123
ENSG00000234741.7,chr1,173865894,173866176,IR,False,102,122
ENSG00000234741.7,chr1,173866567,173866760,IR,False,83,123
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,39,127
ENSG00000234741.7,chr1,173867959,173867996,TSS,True,14,127
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,223,268
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,57,265
ENSG00000174059.16,chr1,207886537,207887923,PAS,False,14,109
ENSG00000174059.16,chr1,207911001,207911254,TSS,False,26,130
ENSG00000197956.9,chr1,153535948,153536235,TSS,False,19,161
ENSG00000188976.10,chr1,944800,945056,5AS,False,211,289
ENSG00000188976.10,chr1,959214,960041,TSS,True,41,293
ENSG00000174348.13,chr1,53061729,53062308,TSS,True,58,115
ENSG00000174348.13,chr1,53067092,53070167,TSS,True,97,110
ENSG00000186283.13,chr1,179083053,179087910,ES,False,14,125
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,17,145
ENSG00000090686.15,chr1,21721163,21721649,3AS,False,29,168
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,27,184
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,69,207
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,178,207
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,183,204
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,48,166
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,119,165
ENSG00000116809.11,chr1,15942420,15942528,3AS,False,107,119
ENSG00000116809.11,chr1,15943715,15943807,IR,False,101,115
ENSG00000116809.11,chr1,15975982,15976135,TSS,True,48,124
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,27,157
ENSG00000143753.12,chr1,224189609,224190319,TSS,False,141,157
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,89,141
ENSG00000162433.14,chr1,65147658,65148057,TSS,True,100,141
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,106,141
ENSG00000116489.12,chr1,112619160,112619883,TSS,True,19,114
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,48,123
ENSG00000153187.19,chr1,244853660,244856158,PAS,True,96,122
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,60,128
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,572,811
ENSG00000162735.18,chr1,160283109,160285054,ES,False,40,101
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,21,122
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,82,626
ENSG00000117280.12,chr1,205775086,205775373,IR,False,35,119
ENSG00000117280.12,chr1,205775086,205775401,IR,True,19,116
ENSG00000117280.12,chr1,205774832,205775478,TSS,True,113,188
ENSG00000117280.12,chr1,205775272,205775474,TSS,True,159,188
ENSG00000117280.12,chr1,205775373,205775482,TSS,True,135,188
ENSG00000117280.12,chr1,205775401,205775479,TSS,True,160,188
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,182,345
ENSG00000162458.12,chr1,15765233,15770408,ES,False,62,486
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,276,625
ENSG00000162458.12,chr1,15784547,15786594,PAS,True,61,561
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,71,464
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,408,464
ENSG00000047410.13,chr1,186311657,186314026,PAS,False,153,171
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,53,146
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,48,171
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,18,126
ENSG00000224870.6,chr1,1399685,1400157,IR,False,34,103
ENSG00000224870.6,chr1,1400303,1400604,IR,False,74,123
ENSG00000224870.6,chr1,1399522,1399685,TSS,True,96,130
ENSG00000224870.6,chr1,1399521,1399689,TSS,True,101,130
ENSG00000224870.6,chr1,1399519,1400303,TSS,True,114,130
ENSG00000224870.6,chr1,1400604,1402040,PAS,False,49,130
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,33,261
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,63,128
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,23,153
ENSG00000173372.16,chr1,22636477,22636702,TSS,False,12,106
ENSG00000066136.20,chr1,40769415,40770708,3AS,False,155,180
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,37,195
ENSG00000066136.20,chr1,40770396,40771603,PAS,True,171,195
ENSG00000077157.21,chr1,202539880,202540014,IR,True,116,455
ENSG00000077157.21,chr1,202539880,202562777,ES,True,26,110
ENSG00000077157.21,chr1,202539880,202562777,5AS,True,26,117
ENSG00000077157.21,chr1,202540241,202562777,ES,True,93,172
ENSG00000077157.21,chr1,202540241,202562777,3AS,True,93,372
ENSG00000077157.21,chr1,202564547,202567780,3AS,True,89,486
ENSG00000077157.21,chr1,202539470,202540241,TSS,False,424,762
ENSG00000077157.21,chr1,202539459,202539880,TSS,True,613,762
ENSG00000158859.9,chr1,161195635,161196170,IR,True,65,131
ENSG00000158859.9,chr1,161196303,161196556,IR,False,83,128
ENSG00000158859.9,chr1,161189730,161191564,PAS,False,108,214
ENSG00000158859.9,chr1,161194405,161196880,PAS,True,102,127
ENSG00000158859.9,chr1,161194405,161196303,PAS,True,108,130
ENSG00000158859.9,chr1,161194404,161195635,PAS,True,108,134
ENSG00000158859.9,chr1,161197994,161199592,TSS,True,143,250
ENSG00000158859.9,chr1,161193934,161194301,TSS,True,106,150
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,78,118
ENSG00000133048.12,chr1,203186598,203186760,TSS,False,11,101
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,156,224
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,100,213
ENSG00000178028.13,chr1,44213527,44213748,3AS,False,16,110
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,38,148
ENSG00000178028.13,chr1,44213464,44213858,TSS,True,126,148
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,103,206
ENSG00000126709.14,chr1,27668535,27669244,5AS,False,141,167
ENSG00000162614.18,chr1,77916133,77917959,ES,False,84,106
ENSG00000162614.18,chr1,77918273,77926413,ES,False,72,201
ENSG00000162614.18,chr1,77888144,77888759,TSS,True,153,269
ENSG00000162614.18,chr1,77918135,77918273,TSS,False,163,256
ENSG00000162614.18,chr1,77923870,77926611,TSS,False,190,212
ENSG00000162614.18,chr1,77926413,77926538,PAS,True,191,230
ENSG00000162614.18,chr1,77935822,77937718,PAS,True,230,263
ENSG00000162614.18,chr1,77929315,77931412,PAS,True,167,253
ENSG00000162614.18,chr1,77942022,77942208,PAS,True,237,264
ENSG00000162614.18,chr1,77933281,77933465,PAS,False,220,257
ENSG00000117298.15,chr1,21217246,21220131,PAS,True,46,179
ENSG00000117298.15,chr1,21232673,21233661,PAS,True,127,142
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,235,297
ENSG00000117298.15,chr1,21279190,21279641,TSS,True,256,285
ENSG00000178104.19,chr1,148951996,148953905,TSS,True,87,157
ENSG00000178104.19,chr1,148844420,148844794,TSS,True,102,187
ENSG00000178104.19,chr1,148981269,148986471,PAS,True,151,172
ENSG00000178104.19,chr1,148974513,148974594,PAS,True,129,172
ENSG00000178104.19,chr1,148966542,148966656,PAS,True,152,170
ENSG00000178104.19,chr1,148966838,148966884,PAS,True,150,170
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,311,2653
ENSG00000117385.15,chr1,42754990,42755164,IR,False,96,116
ENSG00000117385.15,chr1,42746354,42746852,PAS,True,15,130
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,80,109
ENSG00000126088.13,chr1,45013791,45013908,IR,False,97,114
ENSG00000126088.13,chr1,45014070,45014438,IR,False,96,116
ENSG00000171161.12,chr1,248838218,248838551,TSS,True,35,105
ENSG00000188643.10,chr1,153612951,153613170,TSS,True,87,185
ENSG00000188643.10,chr1,153608898,153609036,TSS,True,110,185
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,95,689
ENSG00000143612.20,chr1,154212624,154214456,ES,False,60,583
ENSG00000143612.20,chr1,154214574,154220341,ES,False,135,578
ENSG00000117143.13,chr1,162590511,162592734,3AS,False,37,238
ENSG00000066056.13,chr1,43300958,43301129,TSS,True,67,127
ENSG00000066056.13,chr1,43312098,43312601,TSS,True,107,126
ENSG00000066056.13,chr1,43322650,43323109,PAS,False,32,127
ENSG00000066056.13,chr1,43314382,43315297,PAS,True,97,121
ENSG00000142798.19,chr1,21827919,21828254,ES,True,11,107
ENSG00000142798.19,chr1,21819798,21823488,PAS,True,73,210
ENSG00000142798.19,chr1,21832494,21832569,TSS,True,203,229
ENSG00000131778.18,chr1,147242617,147242830,TSS,True,29,177
