gene,chr,start,end,splice_type,novel,WTC11_ENCFF041RNG_in_cov,WTC11_ENCFF041RNG_total_cov
ENSG00000147996.16,chr9,65698561,65702969,ES,False,39,164
ENSG00000147996.16,chr9,65703014,65708901,ES,False,117,140
ENSG00000147996.16,chr9,65703014,65720040,ES,False,21,160
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,76,251
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,162,228
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,37,153
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,55,176
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,136,176
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,19,173
ENSG00000136908.17,chr9,127936655,127937817,ES,True,26,173
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,37,217
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,184,217
PB_novel_214572,chr9,97215113,97219583,ES,True,87,141
PB_novel_214572,chr9,97214704,97215113,TSS,True,24,168
ENSG00000137074.18,chr9,32987731,32988082,IR,False,67,163
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,17,116
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,78,164
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,103,129
ENSG00000137074.18,chr9,33001515,33001612,TSS,True,174,198
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,93,198
ENSG00000137074.18,chr9,32989758,32991319,TSS,True,175,198
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,179,201
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,86,366
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,104,470
ENSG00000186298.11,chr12,110742652,110742937,TSS,True,61,107
ENSG00000186298.11,chr12,110722134,110722269,TSS,True,73,107
ENSG00000167272.10,chr12,120579597,120581114,ES,False,21,136
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,63,200
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,667,2806
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,2425,2802
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,96,454
ENSG00000139644.12,chr12,49752974,49753081,TSS,True,399,454
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,265,1977
ENSG00000120837.7,chr12,104138140,104138313,TSS,True,17,166
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,41,103
ENSG00000134291.11,chr12,47963586,47963704,TSS,True,78,103
ENSG00000134291.11,chr12,47963587,47964423,TSS,True,91,103
ENSG00000139233.6,chr12,66130704,66130750,TSS,False,29,176
ENSG00000139233.6,chr12,66128895,66129117,TSS,True,156,176
ENSG00000136045.11,chr12,107685765,107685971,TSS,True,50,148
ENSG00000136045.11,chr12,107688614,107688802,TSS,True,108,146
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,401,639
ENSG00000063046.17,chr12,53033475,53034034,TSS,True,415,631
ENSG00000184752.12,chr12,94971513,95003594,3AS,True,68,350
ENSG00000184752.12,chr12,94971329,94971620,PAS,True,79,365
ENSG00000184752.12,chr12,94971332,94971513,PAS,True,297,365
ENSG00000133773.11,chr12,82358222,82358798,TSS,True,24,214
ENSG00000089157.15,chr12,120197462,120198853,5AS,True,101,155
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,1682,12348
ENSG00000089157.15,chr12,120200729,120201114,TSS,True,10792,12348
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,45,112
ENSG00000182196.13,chr12,122980230,122980385,TSS,True,90,112
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,531,3190
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,364,2056
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,1790,2056
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,41,384
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,1647,1846
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,506,2213
ENSG00000178449.8,chr12,50112301,50120035,5AS,True,164,191
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,31,195
ENSG00000178449.8,chr12,50112191,50112497,TSS,True,169,195
ENSG00000139546.10,chr12,53500905,53501461,TSS,True,23,101
ENSG00000139546.10,chr12,53501575,53501708,TSS,True,79,101
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,731,5913
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,89,119
ENSG00000135506.15,chr12,57718376,57718992,5AS,False,18,132
ENSG00000135506.15,chr12,57719182,57720405,ES,False,67,136
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,21,142
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,41,382
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,51,167
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,133,167
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,108,133
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,64,176
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,152,176
ENSG00000127314.17,chr12,68648696,68648781,TSS,True,152,176
ENSG00000184047.17,chr12,122218397,122225964,ME,False,20,118
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,49,275
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,257,306
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,83,306
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,135,1332
ENSG00000183283.15,chr12,51242329,51243931,PAS,True,27,151
ENSG00000183283.15,chr12,51246060,51247481,PAS,False,136,152
ENSG00000139131.12,chr12,32755095,32755971,TSS,True,13,128
ENSG00000170473.16,chr12,55927724,55927927,TSS,True,50,153
ENSG00000170473.16,chr12,55927075,55927127,TSS,True,113,153
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,85,623
ENSG00000087502.17,chr12,29381114,29381227,TSS,False,41,162
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,72,174
ENSG00000003056.7,chr12,8945417,8945586,TSS,True,127,174
ENSG00000134283.17,chr12,42326229,42335882,ES,False,191,257
ENSG00000134283.17,chr12,42335974,42355160,ES,False,93,260
ENSG00000134283.17,chr12,42375074,42387455,ES,False,198,247
ENSG00000136003.15,chr12,108562736,108564278,ES,False,115,132
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,36,136
ENSG00000111653.19,chr12,6652309,6652661,3AS,False,11,100
ENSG00000111653.19,chr12,6653050,6656726,ES,False,18,104
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,12,111
ENSG00000135441.7,chr12,55716044,55716196,TSS,True,101,310
ENSG00000135441.7,chr12,55716469,55716717,TSS,True,218,310
ENSG00000050426.15,chr12,51048478,51056349,ES,False,35,104
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,38,142
ENSG00000050426.15,chr12,51048273,51048371,TSS,True,123,142
ENSG00000111639.7,chr12,6492972,6493716,5AS,False,72,146
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,167,573
ENSG00000111639.7,chr12,6493458,6493799,TSS,False,502,573
ENSG00000111639.7,chr12,6493716,6493800,TSS,False,501,573
ENSG00000111596.12,chr12,70319364,70335437,ES,False,15,120
ENSG00000111596.12,chr12,70242806,70243480,TSS,True,14,133
ENSG00000187109.13,chr12,76047718,76048392,IR,False,318,389
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,140,449
ENSG00000187109.13,chr12,76047718,76048420,IR,False,140,211
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,605,676
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,229,688
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,543,664
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,89,693
ENSG00000229117.8,chr12,56116659,56116774,IR,False,316,435
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,299,436
ENSG00000229117.8,chr12,56116863,56117188,5AS,True,116,129
ENSG00000229117.8,chr12,56116863,56117188,IR,True,116,130
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,158,476
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,364,476
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,455,522
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,79,522
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,246,1695
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,238,1688
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,1305,1488
ENSG00000170633.16,chr12,121400077,121400218,TSS,True,24,161
ENSG00000170633.16,chr12,121420575,121420778,TSS,True,143,160
ENSG00000185664.14,chr12,55957059,55957185,IR,False,45,148
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,439,2275
ENSG00000196465.10,chr12,56152573,56152631,TSS,True,70,275
ENSG00000094914.12,chr12,53320692,53321470,5AS,False,33,178
ENSG00000094914.12,chr12,53321342,53321624,TSS,True,52,191
ENSG00000094914.12,chr12,53321470,53321635,TSS,True,158,191
ENSG00000004478.7,chr12,2798728,2798826,TSS,False,55,249
ENSG00000004478.7,chr12,2797726,2799244,TSS,True,209,249
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,388,451
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,396,459
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,70,459
ENSG00000175183.9,chr12,76866261,76878962,5AS,False,55,501
ENSG00000175183.9,chr12,76878937,76879019,TSS,True,142,588
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,252,356
ENSG00000197111.15,chr12,53462567,53465931,ES,False,155,322
ENSG00000197111.15,chr12,53467293,53468776,ES,False,154,318
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,34,199
ENSG00000197111.15,chr12,53455882,53456001,TSS,True,226,434
ENSG00000197111.15,chr12,53455458,53455493,TSS,True,366,434
ENSG00000123297.17,chr12,57782746,57782858,TSS,False,35,201
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,174,325
ENSG00000111011.17,chr12,122519029,122521384,ES,False,211,235
ENSG00000111011.17,chr12,122526847,122527009,TSS,True,105,346
ENSG00000111011.17,chr12,122517226,122517432,TSS,True,306,344
ENSG00000111011.17,chr12,122518838,122520411,TSS,True,308,344
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,52,101
ENSG00000111652.9,chr12,6724046,6724818,TSS,True,78,101
ENSG00000213782.7,chr12,12813342,12813454,TSS,True,19,124
ENSG00000198056.13,chr12,56730356,56731734,PAS,True,26,133
ENSG00000075415.12,chr12,98593740,98593978,IR,False,97,172
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,1144,6284
ENSG00000135486.17,chr12,54282874,54283811,ES,False,10948,12465
ENSG00000135486.17,chr12,54280692,54280822,TSS,True,4563,13084
ENSG00000135486.17,chr12,54282571,54282665,TSS,True,11757,13079
ENSG00000135486.17,chr12,54282798,54282874,TSS,True,10720,13079
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,90,279
ENSG00000059804.15,chr12,7925843,7925881,TSS,True,236,272
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,195,272
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,46,189
ENSG00000094916.15,chr12,54271849,54274341,PAS,False,133,149
ENSG00000094916.15,chr12,54271858,54274309,PAS,True,132,149
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,52,199
ENSG00000094916.15,chr12,54259508,54259611,TSS,False,129,158
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,116,1035
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,12,115
ENSG00000174456.13,chr12,110027597,110028589,PAS,False,109,138
ENSG00000174456.13,chr12,110041176,110042459,PAS,False,31,136
ENSG00000234608.7,chr12,111840003,111841326,3AS,True,42,105
ENSG00000234608.7,chr12,111841470,111841683,IR,False,19,130
ENSG00000234608.7,chr12,111839767,111840003,PAS,False,69,143
ENSG00000234608.7,chr12,111839767,111840477,PAS,True,78,143
ENSG00000234608.7,chr12,111841326,111841964,TSS,True,31,142
ENSG00000234608.7,chr12,111841683,111841948,TSS,True,115,143
ENSG00000139146.13,chr12,31298224,31326023,ES,True,166,195
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,28,224
ENSG00000111144.9,chr12,96003064,96006313,ES,False,88,558
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,33,177
ENSG00000139168.7,chr12,42312765,42313198,PAS,True,23,121
ENSG00000139168.7,chr12,42313896,42313986,PAS,True,98,121
ENSG00000176485.11,chr11,63614068,63614384,IR,True,135,279
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,156,305
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,167,305
ENSG00000173933.20,chr11,66640123,66646026,ES,False,173,466
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,143,576
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,58,529
ENSG00000110200.8,chr11,72111281,72111411,3AS,False,78,195
ENSG00000110200.8,chr11,72111286,72111441,5AS,False,23,140
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,38,356
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,127,519
ENSG00000162191.13,chr11,62677926,62678113,TSS,True,455,518
ENSG00000133316.15,chr11,62839506,62840399,TSS,True,33,225
ENSG00000149179.13,chr11,47161463,47162247,PAS,True,27,101
ENSG00000149179.13,chr11,47161445,47162247,PAS,True,85,101
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,200,1582
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,230,259
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,65,182
ENSG00000150779.11,chr11,112085462,112086639,ES,False,289,375
ENSG00000173992.8,chr11,66599253,66599458,IR,False,107,149
ENSG00000173992.8,chr11,66600549,66605338,3AS,False,132,152
ENSG00000255717.6,chr11,62855466,62855864,3AS,True,268,319
ENSG00000255717.6,chr11,62851978,62852681,PAS,True,37,364
ENSG00000255717.6,chr11,62855864,62855922,TSS,False,56,377
ENSG00000137500.9,chr11,83274740,83280140,ES,False,58,229
ENSG00000137500.9,chr11,83280260,83285872,5AS,False,141,205
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,197,248
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,89,248
ENSG00000110619.17,chr11,3001248,3001969,5AS,False,78,109
ENSG00000110619.17,chr11,3042256,3057342,ES,False,93,105
ENSG00000149257.14,chr11,75562085,75562319,TSS,False,240,419
ENSG00000162174.12,chr11,62337437,62337574,TSS,True,13,110
ENSG00000162174.12,chr11,62392078,62393415,PAS,True,47,109
ENSG00000162174.12,chr11,62356986,62357204,PAS,True,64,106
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,95,157
ENSG00000168000.14,chr11,62707108,62709676,TSS,True,93,157
ENSG00000109929.9,chr11,121292726,121292816,TSS,True,21,164
ENSG00000168002.11,chr11,62761904,62765181,ME,False,326,384
ENSG00000197345.12,chr11,68898012,68900547,5AS,False,193,226
ENSG00000167985.6,chr11,61430182,61445940,ES,False,39,206
ENSG00000085063.15,chr11,33722463,33736381,ES,False,96,113
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,36,149
ENSG00000085063.15,chr11,33722378,33722467,TSS,True,127,149
ENSG00000110492.15,chr11,46381653,46381758,TSS,True,161,763
ENSG00000168496.3,chr11,61792650,61793028,TSS,False,18,137
ENSG00000172922.9,chr11,65720241,65720797,TSS,True,145,165
ENSG00000172922.9,chr11,65720586,65720851,TSS,True,20,165
ENSG00000166788.9,chr11,18105906,18106125,TSS,True,25,121
ENSG00000166788.9,chr11,18103232,18103348,TSS,True,107,121
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,67,283
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,232,271
ENSG00000109881.16,chr11,27337119,27339035,PAS,True,50,121
ENSG00000109881.16,chr11,27348471,27350439,PAS,True,85,120
ENSG00000167770.11,chr11,63996648,63996856,IR,False,504,611
ENSG00000109919.9,chr11,47634734,47638698,ES,False,73,502
ENSG00000165526.8,chr11,126211449,126211667,TSS,True,27,123
ENSG00000087884.14,chr11,77821241,77842478,ES,False,85,126
ENSG00000087884.14,chr11,77821091,77821241,TSS,True,32,161
ENSG00000110367.12,chr11,118791097,118791184,TSS,True,32,111
ENSG00000087365.15,chr11,66055315,66055537,3AS,False,16,110
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,35,147
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,22,146
ENSG00000087365.15,chr11,66058829,66058869,PAS,True,115,128
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,111,191
ENSG00000165916.8,chr11,47426204,47426475,TSS,False,77,694
ENSG00000174547.13,chr11,66438259,66438709,5AS,False,27,198
ENSG00000174547.13,chr11,66438631,66438848,TSS,True,48,222
ENSG00000174547.13,chr11,66438709,66438846,TSS,True,195,222
ENSG00000137513.9,chr11,78436814,78443660,ES,False,19,169
ENSG00000137513.9,chr11,78574347,78574864,TSS,True,77,175
ENSG00000137513.9,chr11,78574828,78574874,TSS,False,131,175
ENSG00000137513.9,chr11,78571334,78574864,TSS,True,144,175
ENSG00000134333.13,chr11,18394559,18394636,TSS,False,139,726
ENSG00000175334.7,chr11,66002513,66003234,5AS,False,97,797
ENSG00000175334.7,chr11,66001802,66002513,TSS,True,750,847
ENSG00000175334.7,chr11,66002483,66002570,TSS,True,139,847
ENSG00000166012.16,chr11,93729979,93730447,PAS,True,33,136
ENSG00000166012.16,chr11,93735924,93736304,PAS,True,105,125
ENSG00000166012.16,chr11,93741321,93741536,TSS,True,17,138
ENSG00000171204.12,chr11,85628688,85631686,ES,False,158,264
ENSG00000213593.9,chr11,57737668,57738353,ES,False,37,139
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,237,1352
ENSG00000084207.16,chr11,67583815,67584169,TSS,False,1200,1352
ENSG00000172893.15,chr11,71448289,71448424,TSS,True,18,107
ENSG00000168003.16,chr11,62855997,62856381,TSS,True,92,153
ENSG00000168003.16,chr11,62879988,62881447,TSS,True,73,150
ENSG00000151500.14,chr11,134248484,134249166,ES,False,70,226
ENSG00000151500.14,chr11,134252916,134253226,IR,False,167,199
ENSG00000151500.14,chr11,134252916,134253298,5AS,False,33,200
ENSG00000151500.14,chr11,134252839,134253395,TSS,True,205,234
ENSG00000151500.14,chr11,134253226,134253364,TSS,True,67,234
ENSG00000151500.14,chr11,134253298,134253412,TSS,True,201,234
ENSG00000110536.13,chr11,47565796,47565905,IR,False,102,122
ENSG00000110536.13,chr11,47565986,47571470,ES,False,18,124
ENSG00000110536.13,chr11,47565587,47565796,TSS,True,26,129
ENSG00000110536.13,chr11,47565593,47565986,TSS,True,108,129
ENSG00000173465.7,chr11,65570510,65570603,IR,False,110,129
ENSG00000173465.7,chr11,65570458,65570510,TSS,True,19,134
ENSG00000173465.7,chr11,65570462,65570755,TSS,True,116,134
ENSG00000175575.12,chr11,73878819,73887353,ES,False,123,161
ENSG00000173486.12,chr11,64240954,64241132,TSS,True,64,330
ENSG00000254934.5,chr11,27618018,27618111,IR,True,13,125
ENSG00000254934.5,chr11,27618023,27618111,3AS,True,96,119
ENSG00000254934.5,chr11,27618023,27618111,IR,True,96,208
ENSG00000254934.5,chr11,27618023,27623949,ES,True,229,357
ENSG00000254934.5,chr11,27618023,27623949,3AS,False,229,363
ENSG00000254934.5,chr11,27618037,27618111,IR,True,23,135
ENSG00000254934.5,chr11,27618178,27623949,3AS,True,86,231
ENSG00000254934.5,chr11,27618182,27623949,ES,True,104,145
ENSG00000254934.5,chr11,27616478,27618023,PAS,False,277,645
ENSG00000254934.5,chr11,27623846,27624145,PAS,True,573,643
ENSG00000197798.8,chr11,126211830,126234994,ES,False,11,105
ENSG00000197798.8,chr11,126256852,126261427,3AS,False,41,102
ENSG00000177697.18,chr11,832731,833026,TSS,True,44,120
ENSG00000177697.18,chr11,832949,833022,TSS,True,104,120
ENSG00000109861.15,chr11,88287034,88294508,PAS,True,78,631
ENSG00000109854.13,chr11,20363749,20364236,5AS,False,132,157
ENSG00000109854.13,chr11,20363696,20363749,TSS,False,62,194
ENSG00000109854.13,chr11,20363703,20363798,TSS,False,168,194
ENSG00000109854.13,chr11,20363747,20364432,TSS,True,164,194
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,937,4858
ENSG00000172757.12,chr11,65855934,65856244,TSS,True,4005,4858
ENSG00000185627.17,chr11,236519,237144,TSS,True,65,509
ENSG00000134574.11,chr11,47215263,47216335,IR,False,100,114
ENSG00000134574.11,chr11,47214931,47215263,TSS,True,30,131
ENSG00000134574.11,chr11,47238799,47239236,PAS,True,13,126
ENSG00000137692.11,chr11,103066567,103083255,ES,False,26,252
ENSG00000177830.17,chr11,884169,899339,ES,False,57,207
ENSG00000177830.17,chr11,904859,910774,ES,False,135,182
ENSG00000177830.17,chr11,910774,910894,TSS,True,35,217
ENSG00000149136.8,chr11,57327425,57327512,TSS,True,69,104
ENSG00000129824.15,chrY,2841567,2841627,TSS,False,128,540
ENSG00000214046.8,chr19,16647261,16659394,ES,False,19,109
ENSG00000214046.8,chr19,16630729,16631724,PAS,True,103,115
ENSG00000214046.8,chr19,16644142,16647261,PAS,True,30,110
ENSG00000214046.8,chr19,16645664,16646800,PAS,True,93,110
ENSG00000214046.8,chr19,16660084,16661050,TSS,False,12,116
ENSG00000257103.8,chr19,34221738,34227364,ES,False,57,101
ENSG00000257103.8,chr19,34172417,34172763,TSS,True,68,117
ENSG00000257103.8,chr19,34221629,34221738,TSS,True,89,114
ENSG00000257103.8,chr19,34219412,34219573,TSS,True,85,114
ENSG00000231205.11,chr19,20409024,20424785,3AS,False,13,128
ENSG00000231205.11,chr19,20409045,20424785,ES,True,97,108
ENSG00000231205.11,chr19,20404962,20406132,PAS,True,38,143
ENSG00000231205.11,chr19,20338143,20341101,PAS,True,122,145
ENSG00000064545.14,chr19,19138425,19138493,TSS,True,17,123
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,118,557
ENSG00000170906.15,chr19,54102871,54103188,TSS,True,458,557
ENSG00000130811.11,chr19,10119839,10120916,TSS,False,100,287
ENSG00000130811.11,chr19,10118867,10119659,TSS,True,205,287
ENSG00000105254.11,chr19,36114962,36115674,TSS,True,27,258
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,71,108
ENSG00000179262.9,chr19,12945837,12946020,TSS,True,28,139
ENSG00000179262.9,chr19,12952769,12952853,TSS,True,114,139
ENSG00000123136.14,chr19,14410334,14410988,ES,False,284,318
ENSG00000099622.13,chr19,1272051,1274306,ES,False,203,226
ENSG00000099622.13,chr19,1274440,1274648,IR,False,222,248
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,94,476
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,244,447
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,252,475
ENSG00000130312.6,chr19,17292548,17292854,TSS,True,248,276
ENSG00000130312.6,chr19,17305825,17305957,TSS,True,52,267
ENSG00000130332.14,chr19,2324192,2328386,3AS,False,115,1100
ENSG00000130332.14,chr19,2328560,2328595,TSS,False,121,1111
ENSG00000130332.14,chr19,2328386,2328567,TSS,True,997,1111
ENSG00000130175.9,chr19,11435706,11436040,5AS,False,169,194
ENSG00000130175.9,chr19,11447597,11447692,5AS,False,148,205
ENSG00000130175.9,chr19,11435604,11435706,TSS,True,87,256
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,179,435
ENSG00000105220.15,chr19,34378931,34379005,TSS,False,293,434
ENSG00000105700.10,chr19,18557761,18557914,TSS,True,62,317
ENSG00000105700.10,chr19,18562019,18562157,TSS,True,283,317
ENSG00000142546.13,chr19,49580514,49580578,TSS,True,61,356
ENSG00000142546.13,chr19,49556874,49557011,TSS,True,315,356
ENSG00000063241.7,chr19,55455330,55456348,ES,False,48,116
ENSG00000130255.12,chr19,5690266,5690327,TSS,False,364,3262
ENSG00000183207.13,chr19,48993533,48993923,TSS,True,140,563
ENSG00000105402.7,chr19,47495596,47514842,ES,False,14,108
ENSG00000105402.7,chr19,47487634,47488389,PAS,True,14,120
ENSG00000087088.19,chr19,48954855,48954962,TSS,False,62,207
ENSG00000087088.19,chr19,48961531,48961799,PAS,True,18,176
ENSG00000126453.9,chr19,49666799,49668850,ES,False,34,103
ENSG00000126453.9,chr19,49669115,49673697,ES,False,25,103
ENSG00000126453.9,chr19,49665918,49666067,TSS,True,13,118
ENSG00000130159.13,chr19,11514221,11529061,ES,False,13,107
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,1458,6411
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,5503,6411
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,142,359
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,70,408
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,468,592
ENSG00000167658.15,chr19,3977214,3977333,TSS,True,242,577
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,74,426
ENSG00000105341.18,chr19,41433673,41438217,ES,False,44,239
ENSG00000105341.18,chr19,41431316,41432408,PAS,True,29,247
ENSG00000105341.18,chr19,41439881,41439939,TSS,True,85,301
ENSG00000105518.13,chr19,11345628,11346126,3AS,False,146,209
ENSG00000105518.13,chr19,11346126,11346295,TSS,True,46,257
ENSG00000104979.8,chr19,13774454,13774574,TSS,True,49,327
ENSG00000104979.8,chr19,13774459,13774707,TSS,True,286,327
ENSG00000125652.7,chr19,6372762,6373024,TSS,False,20,188
ENSG00000095059.15,chr19,12681559,12681898,TSS,True,40,223
ENSG00000125656.9,chr19,6361434,6361772,TSS,True,28,111
ENSG00000125656.9,chr19,6361767,6361940,TSS,True,84,111
ENSG00000160014.16,chr19,46600992,46601437,TSS,True,37,177
ENSG00000105048.16,chr19,55141920,55145543,3AS,False,125,154
ENSG00000105048.16,chr19,55145565,55146680,5AS,False,28,128
ENSG00000105048.16,chr19,55146680,55146986,TSS,True,174,238
ENSG00000105048.16,chr19,55146659,55146976,TSS,True,138,238
ENSG00000105048.16,chr19,55141185,55141765,TSS,True,203,238
ENSG00000141934.9,chr19,291284,291410,TSS,True,19,185
ENSG00000172270.19,chr19,572512,572701,TSS,True,353,1999
ENSG00000172270.19,chr19,576314,579656,TSS,True,1676,1999
ENSG00000129991.12,chr19,55156200,55156982,TSS,True,87,139
ENSG00000129991.12,chr19,55156602,55157014,TSS,True,55,139
ENSG00000142230.11,chr19,47130795,47131028,TSS,True,91,580
ENSG00000130810.19,chr19,10106412,10106500,IR,True,91,104
ENSG00000130810.19,chr19,10106303,10106412,TSS,False,19,110
ENSG00000130810.19,chr19,10106361,10106671,TSS,True,97,110
ENSG00000105669.13,chr19,18919222,18919459,TSS,True,100,787
ENSG00000105669.13,chr19,18912983,18913492,TSS,False,692,787
ENSG00000128626.11,chr19,38930998,38931275,5AS,True,191,297
ENSG00000128626.11,chr19,38931171,38931275,IR,False,101,114
ENSG00000128626.11,chr19,38930940,38930998,TSS,False,122,313
ENSG00000128626.11,chr19,38930968,38931171,TSS,False,212,313
ENSG00000105393.15,chr19,17267527,17268793,3AS,False,187,267
ENSG00000105393.15,chr19,17267397,17267527,TSS,True,50,322
ENSG00000119559.15,chr19,1478905,1479162,5AS,False,105,125
ENSG00000119559.15,chr19,1479162,1479556,TSS,False,40,147
ENSG00000042753.11,chr19,46850763,46850855,TSS,True,124,785
ENSG00000042753.11,chr19,46850133,46850295,TSS,False,691,785
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,54,306
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,87,110
ENSG00000129351.17,chr19,10654781,10655123,TSS,False,96,110
ENSG00000105655.18,chr19,18438092,18438179,TSS,True,15,102
ENSG00000221923.8,chr19,52369091,52369977,TSS,True,21,131
ENSG00000221923.8,chr19,52383848,52386991,PAS,True,95,131
ENSG00000221923.8,chr19,52379420,52381389,PAS,True,59,127
