gene,chr,start,end,splice_type,novel,HCT116_ENCFF400LRT_in_cov,HCT116_ENCFF400LRT_total_cov
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,82,136
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,63,136
ENSG00000138326.19,chr10,78033751,78033904,TSS,False,1041,1243
ENSG00000138326.19,chr10,78037198,78037304,TSS,True,245,1237
ENSG00000176986.15,chr10,73770471,73770708,IR,False,233,262
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,239,276
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,98,276
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,13,119
ENSG00000148498.15,chr10,34814875,34815591,TSS,True,33,101
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,43,285
ENSG00000023041.11,chr10,112446704,112446956,TSS,True,26,178
ENSG00000187164.19,chr10,116883089,116886566,PAS,True,20,110
ENSG00000187164.19,chr10,117005021,117005614,TSS,True,16,119
ENSG00000077150.18,chr10,102402159,102402254,3AS,True,84,143
ENSG00000077150.18,chr10,102394141,102394600,TSS,False,134,153
ENSG00000077150.18,chr10,102395664,102395980,TSS,True,137,153
ENSG00000077150.18,chr10,102395636,102395796,TSS,False,130,153
ENSG00000077150.18,chr10,102397486,102397685,TSS,True,128,153
ENSG00000077150.18,chr10,102398556,102399497,TSS,True,128,152
ENSG00000077150.18,chr10,102402254,102402529,PAS,False,62,146
ENSG00000077150.18,chr10,102402251,102402529,PAS,True,88,146
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,123,309
ENSG00000151465.13,chr10,12195956,12196319,TSS,True,51,266
ENSG00000019995.6,chr10,124916851,124917272,TSS,True,17,113
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,52,283
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,381,924
ENSG00000171862.10,chr10,87863538,87864548,TSS,True,22,198
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,68,104
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,40,106
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,263,694
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,530,621
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,493,564
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,199,712
ENSG00000108039.17,chr10,109923401,109923563,TSS,True,28,131
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,272,1504
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,14,111
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,100,130
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,53,155
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,125,155
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,39,211
ENSG00000122952.16,chr10,56358687,56358908,IR,False,27,190
ENSG00000122952.16,chr10,56359853,56360017,IR,False,179,203
ENSG00000122952.16,chr10,56360141,56360292,IR,False,175,201
ENSG00000107651.12,chr10,119932318,119933007,3AS,True,14,121
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,44,161
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,38,159
ENSG00000107651.12,chr10,119904083,119905267,PAS,True,125,145
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,28,271
ENSG00000198728.10,chr10,102109920,102110032,TSS,True,104,124
ENSG00000198728.10,chr10,102120085,102121398,TSS,True,106,124
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,79,217
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,158,217
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,23,101
ENSG00000055950.16,chr10,100987312,100987511,TSS,True,39,132
ENSG00000122861.15,chr10,73911102,73911218,TSS,True,33,111
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,81,110
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,58,115
ENSG00000107984.9,chr10,52314280,52314677,TSS,False,81,333
ENSG00000107984.9,chr10,52314284,52315085,TSS,True,260,333
ENSG00000173915.15,chr10,103396408,103396490,TSS,True,64,266
ENSG00000173915.15,chr10,103392190,103392273,TSS,True,234,266
ENSG00000173915.15,chr10,103392370,103392468,TSS,True,236,266
ENSG00000014919.12,chr10,99709894,99714718,PAS,True,16,151
ENSG00000014919.12,chr10,99731959,99732136,TSS,False,20,165
ENSG00000089876.11,chr10,125881071,125896217,ES,True,78,118
ENSG00000089876.11,chr10,125836330,125836855,PAS,True,14,133
ENSG00000089876.11,chr10,125896217,125896514,TSS,False,18,136
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,53,245
ENSG00000065613.13,chr10,104025573,104029231,PAS,False,215,257
ENSG00000173848.18,chr10,5412528,5412820,TSS,False,55,126
ENSG00000173848.18,chr10,5446562,5446858,TSS,True,99,126
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,28,187
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,40,212
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,34,130
ENSG00000052749.13,chr10,97385894,97385993,TSS,True,184,249
ENSG00000052749.13,chr10,97401092,97401379,TSS,True,199,251
ENSG00000052749.13,chr10,97381714,97381828,TSS,True,181,248
ENSG00000067064.11,chr10,1043393,1048863,ES,False,19,119
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,19,138
ENSG00000108061.11,chr10,110919569,110919657,TSS,True,31,111
ENSG00000108061.11,chr10,110964123,110965061,TSS,True,88,111
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,49,100
ENSG00000060339.13,chr10,68721163,68721288,TSS,True,88,100
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,25,128
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,98,118
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,82,122
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,90,107
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,90,112
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,106,623
ENSG00000198060.9,chr10,92351090,92354079,PAS,False,14,133
ENSG00000150054.18,chr10,28050992,28054244,PAS,True,27,158
ENSG00000150054.18,chr10,28302860,28303090,TSS,True,64,173
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,41,176
ENSG00000148671.13,chr10,86968605,86970475,ES,False,56,323
ENSG00000148671.13,chr10,86968478,86968605,TSS,True,78,401
ENSG00000148671.13,chr10,86970475,86970736,PAS,True,71,401
ENSG00000107937.18,chr10,987862,988527,TSS,True,49,292
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,226,271
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,79,288
ENSG00000138111.14,chr10,102461345,102461450,TSS,True,41,112
ENSG00000138111.14,chr10,102475721,102477046,PAS,False,32,111
ENSG00000122359.17,chr10,80172869,80205342,ES,False,49,182
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,134,319
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,267,316
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,284,316
ENSG00000095787.21,chr10,28533081,28533620,TSS,True,52,123
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,48,121
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,91,121
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,78,562
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,39,175
ENSG00000165733.7,chr10,42830865,42834331,PAS,False,75,169
ENSG00000165733.7,chr10,42796473,42797218,PAS,True,115,161
ENSG00000107949.16,chr10,125823532,125823722,TSS,True,47,305
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,122,272
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,231,304
ENSG00000151923.17,chr10,119596433,119597030,TSS,True,117,181
ENSG00000151923.17,chr10,119576610,119576642,TSS,True,113,180
ENSG00000107874.10,chr10,102432525,102432675,TSS,True,26,149
ENSG00000122884.12,chr10,73030370,73046924,ME,False,50,138
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,21,123
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,724,1029
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,263,1235
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,87,240
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,211,240
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,121,143
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,25,144
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,147,225
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,52,115
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,86,115
ENSG00000138180.15,chr10,93496781,93500039,5AS,True,27,161
ENSG00000138180.15,chr10,93496596,93496923,TSS,False,38,172
ENSG00000138180.15,chr10,93496596,93496781,TSS,True,144,172
ENSG00000107960.10,chr10,103880124,103882841,PAS,True,25,152
ENSG00000107960.10,chr10,103918099,103918256,TSS,True,49,159
ENSG00000107960.10,chr10,103917461,103918218,TSS,True,124,159
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,533,908
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,797,908
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,691,908
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,71,207
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,205,365
ENSG00000197771.12,chr10,119829439,119831600,PAS,True,88,383
ENSG00000197771.12,chr10,119836769,119840960,PAS,True,288,371
ENSG00000107672.14,chr10,121959595,121960357,IR,True,115,135
ENSG00000107672.14,chr10,121974081,121974873,IR,False,91,129
ENSG00000107672.14,chr10,121974003,121975271,TSS,True,122,160
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,69,160
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,286,343
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,63,327
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,386,477
ENSG00000197142.10,chr10,112394789,112395102,TSS,True,389,474
ENSG00000197142.10,chr10,112375093,112375542,TSS,True,426,477
ENSG00000197142.10,chr10,112374028,112374269,TSS,False,354,477
ENSG00000150867.13,chr10,22609619,22609718,TSS,False,66,102
ENSG00000150867.13,chr10,22714182,22714607,TSS,False,49,103
ENSG00000198408.13,chr10,101784442,101786587,PAS,True,25,143
ENSG00000198408.13,chr10,101797028,101798154,PAS,True,124,139
ENSG00000198408.13,chr10,101817823,101818718,TSS,True,26,145
ENSG00000168283.13,chr10,22321077,22321696,TSS,True,45,175
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,53,190
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,73,231
ENSG00000165732.12,chr10,68982542,68985153,PAS,True,34,201
ENSG00000165732.12,chr10,68959805,68960117,PAS,True,150,172
ENSG00000134452.19,chr10,5924508,5925366,ES,False,108,121
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,49,127
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,93,125
ENSG00000148737.16,chr10,112950021,112950945,TSS,True,122,150
ENSG00000148737.16,chr10,113141201,113141316,TSS,True,132,149
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,94,158
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,50,163
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,126,190
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,93,190
ENSG00000100519.11,chr14,52707167,52707304,TSS,True,21,114
ENSG00000100811.12,chr14,100239134,100239923,TSS,True,19,113
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,81,485
ENSG00000100664.10,chr14,103334236,103334597,TSS,True,434,485
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,352,474
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,144,478
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,58,103
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,69,103
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,132,198
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,90,120
ENSG00000197102.11,chr14,102040595,102040673,TSS,True,107,120
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,78,175
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,244,405
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,15,118
ENSG00000100911.15,chr14,24144468,24145057,IR,False,140,156
ENSG00000100911.15,chr14,24145772,24146207,IR,False,130,150
ENSG00000100911.15,chr14,24143584,24143622,TSS,True,164,208
ENSG00000100911.15,chr14,24146533,24147264,TSS,True,62,208
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,48,163
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,25,173
ENSG00000131981.15,chr14,55129179,55129300,TSS,True,17,121
ENSG00000100558.8,chr14,67412017,67412244,TSS,True,17,149
ENSG00000100722.19,chr14,88578140,88607242,ES,False,14,117
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,39,124
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,93,162
ENSG00000100796.17,chr14,91456980,91458869,PAS,True,23,168
ENSG00000100796.17,chr14,91460657,91462239,PAS,True,148,168
ENSG00000100796.17,chr14,91509505,91510554,TSS,True,27,181
ENSG00000129484.13,chr14,20357520,20357637,IR,False,85,112
ENSG00000129484.13,chr14,20357637,20357912,PAS,True,30,115
ENSG00000129484.13,chr14,20357395,20357909,PAS,False,89,115
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,675,987
ENSG00000092199.17,chr14,21234229,21269297,ES,False,467,964
ENSG00000184887.13,chr14,105249085,105249156,IR,False,117,142
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,45,155
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,133,155
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,48,112
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,100,140
ENSG00000119707.13,chr14,73099721,73103478,TSS,True,110,126
ENSG00000119707.13,chr14,73105856,73106081,TSS,True,52,114
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,89,133
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,106,139
ENSG00000119707.13,chr14,73119712,73122136,PAS,True,104,139
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,90,493
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,65,510
ENSG00000100804.18,chr14,23034683,23035145,TSS,True,37,287
ENSG00000196792.11,chr14,30913657,30935162,ES,False,75,105
ENSG00000184990.12,chr14,104753129,104753319,TSS,True,20,122
ENSG00000184990.12,chr14,104759427,104759657,PAS,True,15,122
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,40,191
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,148,267
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,151,266
ENSG00000126787.12,chr14,55148473,55150798,ES,False,159,185
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,22,206
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,90,121
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,50,119
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,51,106
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,61,103
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,69,100
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,48,100
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,837,1341
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,384,1006
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,531,785
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,1019,1416
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,965,1414
ENSG00000140105.17,chr14,100361921,100376259,ES,False,34,260
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,96,357
ENSG00000126777.17,chr14,55580354,55612018,ES,False,102,119
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,47,130
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,107,121
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,184,643
ENSG00000142208.16,chr14,104792722,104795483,ME,True,20,166
ENSG00000142208.16,chr14,104792722,104795483,ME,True,20,166
ENSG00000142208.16,chr14,104792722,104795483,ME,True,20,166
ENSG00000142208.16,chr14,104792722,104795483,ES,False,626,815
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,52,155
ENSG00000142208.16,chr14,104793304,104795483,IR,True,95,124
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,146,977
ENSG00000184916.8,chr14,105148936,105149100,TSS,True,163,226
ENSG00000184916.8,chr14,105168354,105169389,TSS,False,185,227
ENSG00000100749.7,chr14,96797328,96797447,TSS,True,19,137
ENSG00000129562.10,chr14,22588946,22589243,TSS,True,31,134
ENSG00000154001.13,chr14,63376108,63382070,5AS,False,19,158
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,37,168
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,52,295
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,258,295
ENSG00000196497.16,chr14,24183161,24183249,3AS,False,15,111
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,85,127
ENSG00000196497.16,chr14,24186286,24186385,TSS,True,100,127
ENSG00000119725.18,chr14,73892107,73893796,5AS,False,12,101
ENSG00000119725.18,chr14,73921105,73923394,ES,False,22,123
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,24,125
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,17,109
ENSG00000100603.13,chr14,77731063,77731129,PAS,True,97,109
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,28,137
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,95,109
ENSG00000100650.15,chr14,69769251,69770466,IR,False,67,142
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,70,165
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,137,165
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,34,156
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,55,357
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,26,197
ENSG00000100823.11,chr14,20455394,20455577,IR,False,164,183
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,94,258
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,232,258
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,52,180
ENSG00000100567.12,chr14,58267638,58270485,TSS,True,140,179
ENSG00000165819.11,chr14,21499137,21499305,IR,False,83,134
ENSG00000165819.11,chr14,21499371,21499491,IR,False,83,134
ENSG00000165819.11,chr14,21499491,21499601,TSS,True,121,135
ENSG00000165819.11,chr14,21511123,21511371,TSS,True,24,139
ENSG00000182979.17,chr14,105419433,105420063,TSS,True,84,112
ENSG00000182979.17,chr14,105460801,105460953,TSS,True,96,107
ENSG00000182979.17,chr14,105469908,105469992,TSS,True,89,107
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,23,192
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,42,174
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,32,209
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,95,128
ENSG00000092148.12,chr14,31114295,31114340,PAS,True,94,125
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,85,128
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,98,128
ENSG00000213145.9,chr14,105487194,105487299,TSS,True,84,153
ENSG00000213145.9,chr14,105487197,105488388,TSS,True,76,153
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,238,911
ENSG00000198668.10,chr14,90404688,90408264,PAS,True,181,886
ENSG00000090060.17,chr14,96556413,96562818,ES,False,74,205
ENSG00000090060.17,chr14,96556413,96564954,ES,False,67,271
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,106,381
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,306,363
ENSG00000185347.17,chr14,105491217,105491522,TSS,True,43,106
ENSG00000100926.14,chr14,24192356,24192647,IR,True,93,108
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,29,116
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,93,106
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,32,127
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,83,147
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,89,147
ENSG00000156411.9,chr14,103921469,103921573,TSS,True,43,150
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,27,111
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,24,164
ENSG00000125378.15,chr14,53952176,53953275,3AS,False,25,207
ENSG00000125378.15,chr14,53953400,53956758,5AS,True,39,197
ENSG00000125378.15,chr14,53956549,53956874,TSS,True,67,230
ENSG00000125378.15,chr14,53956758,53956841,TSS,False,191,230
ENSG00000100836.10,chr14,23324289,23325246,IR,False,146,163
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,71,203
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,17,163
ENSG00000100836.10,chr14,23324137,23326163,PAS,True,143,159
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,87,294
ENSG00000170779.10,chr14,105020998,105021276,TSS,True,22,182
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,21,118
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,54,333
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,288,333
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,68,348
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,69,179
ENSG00000100889.11,chr14,24094308,24097137,TSS,True,157,179
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,169,748
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,595,748
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,633,962
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,571,962
ENSG00000121957.13,chr1,108877228,108885274,ES,False,133,156
ENSG00000121957.13,chr1,108929700,108931643,PAS,True,28,178
ENSG00000121957.13,chr1,108923999,108924361,PAS,True,158,178
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,37,347
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,270,346
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,102,347
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,54,272
ENSG00000078618.21,chr1,51815174,51816389,PAS,True,211,250
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,28,273
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,1170,6442
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,5437,6436
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,54,106
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,77,106
ENSG00000107404.19,chr1,1338653,1339361,5AS,False,40,234
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,157,345
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,149,678
ENSG00000117450.13,chr1,45522777,45522878,TSS,False,580,678
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,29,103
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,35,123
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,26,121
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,103,117
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,94,132
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,78,132
ENSG00000116750.13,chr1,193016395,193021096,ES,False,186,207
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,126,217
ENSG00000116750.13,chr1,193023946,193028084,ES,False,188,217
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,116,732
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,27,150
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,44,163
ENSG00000196154.11,chr1,153545752,153545807,TSS,True,23,129
ENSG00000142875.19,chr1,84078000,84078371,TSS,True,123,189
ENSG00000142875.19,chr1,84144267,84144548,TSS,True,163,187
ENSG00000142875.19,chr1,84174505,84174725,TSS,True,161,186
ENSG00000142875.19,chr1,84160086,84160132,TSS,True,158,186
ENSG00000142875.19,chr1,84235179,84239615,PAS,True,18,178
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,32,164
ENSG00000158828.7,chr1,20643340,20644672,TSS,True,147,164
ENSG00000036549.12,chr1,77581888,77581978,3AS,False,41,126
ENSG00000036549.12,chr1,77639602,77641521,ES,False,19,109
ENSG00000036549.12,chr1,77683261,77683840,TSS,True,62,128
ENSG00000036549.12,chr1,77682584,77682675,TSS,True,73,128
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,311,391
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,147,391
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,60,390
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,49,415
ENSG00000188290.10,chr1,999613,999691,IR,False,104,176
ENSG00000188290.10,chr1,999787,999865,IR,False,95,180
ENSG00000188290.10,chr1,999525,1000094,TSS,True,148,200
ENSG00000188290.10,chr1,999865,1000097,TSS,True,96,200
ENSG00000188290.10,chr1,999691,1000097,TSS,True,168,200
ENSG00000142634.12,chr1,15409879,15410279,TSS,True,49,205
ENSG00000160679.12,chr1,153636653,153638294,IR,False,159,177
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,79,178
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,27,207
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,47,185
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,75,228
ENSG00000117676.13,chr1,26529732,26529983,TSS,True,16,150
ENSG00000117410.13,chr1,43975107,43976089,ES,False,16,115
ENSG00000117410.13,chr1,43974897,43975107,TSS,False,14,131
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,81,187
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,173,219
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,173,220
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,141,220
ENSG00000065183.15,chr1,117929782,117933287,5AS,False,117,164
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,74,191
ENSG00000065183.15,chr1,117929757,117929924,TSS,True,149,191
ENSG00000065183.15,chr1,117959291,117960886,PAS,False,31,187
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,64,144
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,89,144
ENSG00000127483.17,chr1,20779911,20787194,ES,False,85,155
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,27,247
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,167,327
ENSG00000127483.17,chr1,20786513,20786669,TSS,False,294,327
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,81,320
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,142,421
ENSG00000116251.10,chr1,6197651,6199556,TSS,True,355,421
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,23,189
ENSG00000130762.14,chr1,3454811,3463065,5AS,True,60,100
ENSG00000130762.14,chr1,3478026,3478423,IR,False,110,139
ENSG00000130762.14,chr1,3454458,3454844,TSS,True,117,147
ENSG00000130762.14,chr1,3454458,3454811,TSS,False,86,147
ENSG00000173207.12,chr1,154974662,154974804,TSS,True,131,302
ENSG00000173207.12,chr1,154978083,154978114,TSS,True,201,302
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,63,113
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,140,190
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,127,190
ENSG00000175756.13,chr1,1374704,1375182,TSS,True,170,190
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,147,190
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,72,688
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,30,297
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,32,278
ENSG00000143179.15,chr1,165827460,165827932,TSS,True,85,152
ENSG00000143179.15,chr1,165890201,165890363,TSS,True,134,152
