gene,chr,start,end,splice_type,novel,WTC11_ENCFF985LGZ_in_cov,WTC11_ENCFF985LGZ_total_cov
ENSG00000126261.12,chr19,34428570,34430575,ES,False,209,243
ENSG00000126261.12,chr19,34428343,34428570,TSS,True,47,300
ENSG00000105486.13,chr19,48151336,48153871,3AS,False,35,161
ENSG00000105486.13,chr19,48170240,48170649,TSS,True,34,190
ENSG00000063245.14,chr19,55692796,55692953,3AS,False,85,217
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,39,229
ENSG00000124299.13,chr19,33521743,33521839,TSS,True,26,224
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,1020,4033
ENSG00000179134.15,chr19,39342576,39354005,ES,False,92,105
ENSG00000179134.15,chr19,39342576,39356688,ES,False,43,149
ENSG00000179134.15,chr19,39383291,39383498,IR,True,122,159
ENSG00000179134.15,chr19,39342359,39342576,TSS,True,36,187
ENSG00000179134.15,chr19,39383498,39385704,PAS,False,50,172
ENSG00000179134.15,chr19,39383207,39385703,PAS,True,133,170
ENSG00000105088.8,chr19,9936303,9936558,TSS,True,33,239
ENSG00000105063.18,chr19,55258434,55259063,TSS,False,47,164
ENSG00000213023.10,chr19,50639789,50639856,TSS,True,12,107
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,175,975
ENSG00000130204.12,chr19,44891314,44891406,IR,False,469,536
ENSG00000130204.12,chr19,44891314,44891409,3AS,False,100,569
ENSG00000130204.12,chr19,44891314,44891409,IR,False,100,167
ENSG00000130204.12,chr19,44891224,44891689,TSS,True,599,666
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,97,666
ENSG00000099821.13,chr19,633424,633565,TSS,False,51,248
ENSG00000105732.12,chr19,42076122,42076286,TSS,False,16,122
ENSG00000181029.8,chr19,7680878,7682241,5AS,False,85,105
ENSG00000181029.8,chr19,7680841,7680878,TSS,False,43,128
ENSG00000181029.8,chr19,7682241,7682857,PAS,True,24,128
ENSG00000105341.18,chr19,41432408,41433271,IR,False,79,107
ENSG00000105341.18,chr19,41433673,41438217,ES,False,17,104
ENSG00000105341.18,chr19,41431316,41432408,PAS,True,30,108
ENSG00000105341.18,chr19,41431317,41433434,PAS,True,82,107
ENSG00000105341.18,chr19,41439881,41439939,TSS,True,33,117
ENSG00000105341.18,chr19,41439473,41439540,TSS,True,104,117
ENSG00000198858.9,chr19,913086,913221,TSS,True,19,159
ENSG00000160410.14,chr19,40576841,40576985,TSS,True,51,196
ENSG00000160410.14,chr19,40577089,40577284,TSS,True,169,196
ENSG00000105438.8,chr19,48391267,48391570,TSS,True,27,235
ENSG00000051128.18,chr19,18939049,18941192,5AS,True,27,100
ENSG00000051128.18,chr19,18941050,18941274,TSS,True,33,105
ENSG00000051128.18,chr19,18941192,18941283,TSS,False,78,105
ENSG00000125656.9,chr19,6361434,6361772,TSS,True,16,103
ENSG00000130479.10,chr19,17719462,17719620,TSS,True,25,204
ENSG00000196961.12,chr19,49766954,49767200,TSS,True,73,191
ENSG00000031823.14,chr19,5928087,5931418,5AS,False,62,159
ENSG00000031823.14,chr19,5978060,5978305,TSS,True,26,177
ENSG00000130816.15,chr19,10136287,10137084,5AS,True,142,163
ENSG00000130816.15,chr19,10177367,10180349,ES,False,75,101
ENSG00000130816.15,chr19,10194819,10195110,TSS,True,79,174
ENSG00000105048.16,chr19,55141920,55145543,3AS,False,114,142
ENSG00000105048.16,chr19,55145565,55146680,5AS,False,29,109
ENSG00000105048.16,chr19,55146680,55146986,TSS,True,112,177
ENSG00000105048.16,chr19,55146659,55146976,TSS,True,99,177
ENSG00000105705.15,chr19,19320462,19321167,TSS,True,18,113
ENSG00000141934.9,chr19,291284,291410,TSS,True,32,190
ENSG00000071626.16,chr19,1418731,1421150,3AS,False,76,385
ENSG00000071626.16,chr19,1432690,1434739,3AS,False,104,403
ENSG00000071626.16,chr19,1407459,1407802,TSS,True,69,442
ENSG00000071626.16,chr19,1434736,1435687,PAS,True,112,416
ENSG00000071626.16,chr19,1434739,1435686,PAS,True,304,416
ENSG00000011243.17,chr19,15397855,15398629,IR,True,84,113
ENSG00000011243.17,chr19,15397855,15399301,ES,False,234,307
ENSG00000011243.17,chr19,15403555,15403657,IR,False,154,304
ENSG00000011243.17,chr19,15418910,15419049,TSS,True,47,366
ENSG00000105176.17,chr19,29942664,29985222,ES,False,27,129
ENSG00000105176.17,chr19,30012531,30015535,3AS,False,23,128
ENSG00000105176.17,chr19,29942204,29942664,TSS,True,18,147
ENSG00000105176.17,chr19,30014886,30016609,PAS,True,35,142
ENSG00000105176.17,chr19,30015535,30016607,PAS,False,123,147
ENSG00000130810.19,chr19,10106303,10106412,TSS,False,33,260
ENSG00000105135.15,chr19,15125655,15125819,TSS,False,70,177
ENSG00000105135.15,chr19,15124924,15125709,TSS,True,138,177
ENSG00000005206.16,chr19,2328613,2328775,TSS,True,40,100
ENSG00000105193.8,chr19,39435847,39435986,TSS,True,75,645
ENSG00000232677.6,chr19,36313056,36313322,PAS,False,102,135
ENSG00000232677.6,chr19,36324909,36327225,PAS,False,71,118
ENSG00000232677.6,chr19,36331446,36332318,TSS,True,24,135
ENSG00000105647.16,chr19,18153119,18153294,TSS,False,36,184
ENSG00000076928.17,chr19,41883116,41883289,TSS,True,72,110
ENSG00000076928.17,chr19,41883233,41884493,TSS,True,78,110
ENSG00000167674.14,chr19,4491835,4493705,3AS,True,17,168
ENSG00000167674.14,chr19,4501317,4501910,IR,False,123,145
ENSG00000167674.14,chr19,4501317,4501913,3AS,False,42,165
ENSG00000167674.14,chr19,4472220,4472422,TSS,True,89,242
ENSG00000167674.14,chr19,4501910,4502218,PAS,True,64,188
ENSG00000167674.14,chr19,4501913,4502219,PAS,True,146,188
ENSG00000167674.14,chr19,4501190,4502211,PAS,True,166,188
ENSG00000130309.10,chr19,17555590,17555973,TSS,False,49,136
ENSG00000167657.13,chr19,3971021,3971121,TSS,False,15,102
ENSG00000105373.18,chr19,47745517,47745783,TSS,True,79,396
ENSG00000167600.13,chr19,41192961,41193441,TSS,True,57,509
ENSG00000104824.17,chr19,38849699,38849991,TSS,True,56,534
ENSG00000105393.15,chr19,17267527,17268793,3AS,False,109,163
ENSG00000105393.15,chr19,17267397,17267527,TSS,True,57,228
ENSG00000105393.15,chr19,17267404,17267516,TSS,True,200,228
ENSG00000119559.15,chr19,1478905,1479162,5AS,False,89,103
ENSG00000119559.15,chr19,1473201,1475258,PAS,True,13,126
ENSG00000119559.15,chr19,1479162,1479556,TSS,False,48,137
ENSG00000119559.15,chr19,1478773,1479176,TSS,True,115,137
ENSG00000105676.13,chr19,19033565,19033930,TSS,True,21,123
ENSG00000042753.11,chr19,46850763,46850855,TSS,True,66,249
ENSG00000042753.11,chr19,46850133,46850295,TSS,False,201,249
ENSG00000129351.17,chr19,10682704,10683136,3AS,False,325,490
ENSG00000129351.17,chr19,10683970,10688549,ES,False,21,186
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,365,631
ENSG00000129351.17,chr19,10654781,10655123,TSS,False,549,631
ENSG00000129351.17,chr19,10684415,10685772,PAS,True,206,542
ENSG00000129351.17,chr19,10689178,10692419,PAS,True,366,572
ENSG00000105655.18,chr19,18438092,18438179,TSS,True,71,429
ENSG00000129951.18,chr19,821914,822202,TSS,True,65,168
ENSG00000129951.18,chr19,821484,821943,TSS,True,123,168
ENSG00000130669.17,chr19,39125919,39169531,ES,False,42,116
ENSG00000130669.17,chr19,39125776,39125919,TSS,True,25,141
ENSG00000161249.20,chr19,35500029,35500532,ES,False,107,134
ENSG00000161249.20,chr19,35505986,35509910,ES,False,77,122
ENSG00000161249.20,chr19,35505986,35510183,ES,False,72,193
ENSG00000161249.20,chr19,35510252,35510370,IR,False,81,112
ENSG00000161249.20,chr19,35510252,35510378,5AS,False,83,164
ENSG00000161249.20,chr19,35510252,35510378,IR,False,83,114
ENSG00000161249.20,chr19,35497216,35497538,PAS,True,83,221
ENSG00000161249.20,chr19,35503302,35503447,PAS,True,142,207
ENSG00000161249.20,chr19,35510378,35510543,TSS,True,138,221
ENSG00000161249.20,chr19,35510183,35510522,TSS,True,188,221
ENSG00000161249.20,chr19,35510370,35510544,TSS,True,140,221
ENSG00000079999.13,chr19,10503240,10503596,TSS,True,158,176
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,55,176
ENSG00000079999.13,chr19,10499394,10500081,TSS,True,149,176
ENSG00000130734.9,chr19,10544325,10544782,3AS,False,82,101
ENSG00000074842.7,chr19,4670160,4670409,TSS,True,32,145
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,75,247
ENSG00000123144.10,chr19,12731343,12731414,TSS,True,174,247
ENSG00000085872.14,chr19,16542353,16542457,TSS,True,44,165
ENSG00000104980.7,chr19,7943606,7943771,TSS,True,19,138
ENSG00000105699.16,chr19,35259064,35262545,ES,False,216,314
ENSG00000105699.16,chr19,35259064,35266358,ES,False,51,365
ENSG00000105699.16,chr19,35266738,35266838,3AS,False,57,376
ENSG00000099624.7,chr19,1244440,1244736,IR,False,149,204
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,146,201
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,55,204
ENSG00000196365.11,chr19,5719703,5720479,TSS,True,74,357
ENSG00000123143.12,chr19,14433174,14433542,TSS,True,44,355
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,165,269
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,205,373
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,270,373
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,299,373
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,45,248
ENSG00000104946.12,chr19,49876283,49877744,TSS,True,32,115
ENSG00000104946.12,chr19,49877696,49878241,TSS,True,89,115
ENSG00000178982.9,chr19,38632496,38634992,ES,False,26,259
ENSG00000178982.9,chr19,38619078,38619327,TSS,True,36,282
ENSG00000133265.10,chr19,55279702,55280034,5AS,True,97,113
ENSG00000133265.10,chr19,55280034,55280365,TSS,False,35,136
ENSG00000133265.10,chr19,55279929,55280136,TSS,True,120,136
ENSG00000129354.11,chr19,10579858,10581265,3AS,False,327,367
ENSG00000070423.17,chr19,650296,651691,5AS,False,40,239
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,274,705
ENSG00000142534.6,chr19,49496398,49497325,TSS,True,503,705
ENSG00000099875.14,chr19,2037829,2040133,3AS,False,57,181
ENSG00000099875.14,chr19,2046468,2046603,IR,True,106,160
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,153,211
ENSG00000099875.14,chr19,2037470,2039856,PAS,True,63,187
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,52,211
ENSG00000105607.12,chr19,12891144,12891202,TSS,True,32,154
ENSG00000105607.12,chr19,12891161,12891395,TSS,True,132,154
ENSG00000011304.19,chr19,805187,806407,ES,False,168,522
ENSG00000011304.19,chr19,797388,797505,TSS,True,173,622
ENSG00000125912.10,chr19,3206190,3206264,3AS,False,97,178
ENSG00000125912.10,chr19,3185867,3186214,TSS,True,45,200
ENSG00000174886.12,chr19,5903611,5903957,TSS,True,27,238
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,95,309
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,257,309
ENSG00000125651.13,chr19,6392983,6393444,TSS,True,15,116
ENSG00000127616.18,chr19,10961174,10984123,3AS,False,76,159
ENSG00000127616.18,chr19,11035132,11041306,3AS,False,240,303
ENSG00000127616.18,chr19,11041560,11058257,3AS,False,134,325
ENSG00000127616.18,chr19,10960725,10961174,TSS,True,178,341
ENSG00000167645.16,chr19,38309643,38315868,5AS,False,146,175
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,245,274
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,128,274
ENSG00000167645.16,chr19,38315716,38315855,TSS,True,230,274
ENSG00000130881.13,chr19,33194163,33194858,TSS,False,14,133
ENSG00000062822.13,chr19,50384390,50398850,ES,False,153,171
ENSG00000062822.13,chr19,50384273,50384390,TSS,True,48,236
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,340,624
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,304,634
ENSG00000095066.11,chr19,12764914,12764998,3AS,True,18,174
ENSG00000095066.11,chr19,12765724,12765926,5AS,True,132,168
ENSG00000095066.11,chr19,12773044,12774668,5AS,False,117,136
ENSG00000095066.11,chr19,12762797,12763431,PAS,True,37,218
ENSG00000095066.11,chr19,12773223,12774741,PAS,True,159,186
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,49,220
ENSG00000076924.11,chr19,7629476,7629552,TSS,False,20,170
ENSG00000167670.15,chr19,4409759,4422565,ES,False,44,204
ENSG00000167670.15,chr19,4402581,4402814,TSS,True,64,246
ENSG00000167670.15,chr19,4408968,4409759,TSS,False,221,246
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,61,349
ENSG00000064961.18,chr19,3572968,3573347,TSS,True,311,349
ENSG00000090372.14,chr19,46727546,46727893,3AS,False,263,354
ENSG00000090372.14,chr19,46746148,46747040,TSS,True,64,388
ENSG00000153879.8,chr19,33373697,33373895,TSS,False,16,150
ENSG00000077312.8,chr19,40750839,40751481,TSS,True,32,292
ENSG00000176619.12,chr19,2456669,2456993,TSS,False,142,452
ENSG00000079462.7,chr19,42302231,42302666,TSS,True,77,113
ENSG00000079462.7,chr19,42302436,42302792,TSS,True,53,113
ENSG00000005007.12,chr19,18831904,18832440,TSS,True,54,146
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,35,312
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,233,260
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,44,277
ENSG00000142541.16,chr19,49487604,49487644,TSS,True,150,839
ENSG00000213339.8,chr19,10712299,10712552,IR,False,74,102
ENSG00000213339.8,chr19,10701399,10701703,TSS,True,20,116
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,88,149
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,91,149
ENSG00000130724.8,chr19,58554044,58554984,TSS,True,133,149
ENSG00000142453.11,chr19,10921127,10921614,ES,False,62,527
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,80,495
ENSG00000105186.15,chr19,32675070,32675208,TSS,True,18,134
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,43,382
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,70,438
ENSG00000130165.10,chr19,11559190,11559260,TSS,True,16,105
ENSG00000130165.10,chr19,11554231,11554367,TSS,True,91,105
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,125,401
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,297,401
ENSG00000130203.9,chr19,44905408,44905841,TSS,False,171,1182
ENSG00000104960.15,chr19,49860336,49860613,3AS,False,323,363
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,86,365
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,41,365
ENSG00000104960.15,chr19,49860565,49860744,PAS,True,325,365
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,30,267
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,28,214
ENSG00000125648.14,chr19,6444301,6453980,ES,False,21,113
ENSG00000125648.14,chr19,6440061,6442159,PAS,True,31,126
ENSG00000125648.14,chr19,6459472,6459837,TSS,True,24,137
ENSG00000104915.14,chr19,13144486,13144576,IR,False,88,102
ENSG00000104915.14,chr19,13149897,13150138,IR,False,66,101
ENSG00000104915.14,chr19,13144057,13144486,PAS,True,17,106
ENSG00000104915.14,chr19,13144057,13144671,PAS,True,91,105
ENSG00000104915.14,chr19,13150138,13150374,TSS,True,40,107
ENSG00000104915.14,chr19,13149727,13150371,TSS,True,72,107
ENSG00000213988.10,chr19,20077948,20078135,TSS,True,45,124
ENSG00000213988.10,chr19,20126751,20127849,PAS,True,55,124
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,57,472
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,86,103
ENSG00000032444.16,chr19,7534139,7534239,TSS,True,90,103
ENSG00000032444.16,chr19,7534716,7534902,TSS,True,79,103
ENSG00000167635.11,chr19,36215155,36218121,5AS,True,36,166
ENSG00000167635.11,chr19,36215155,36228747,5AS,False,47,265
ENSG00000167635.11,chr19,36215196,36228747,ES,False,81,206
ENSG00000167635.11,chr19,36214748,36215155,TSS,True,301,386
ENSG00000167635.11,chr19,36215101,36215196,TSS,True,178,386
ENSG00000133275.15,chr19,1979093,1979162,IR,False,224,254
ENSG00000133275.15,chr19,1941094,1941418,TSS,False,30,272
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,56,311
ENSG00000105726.16,chr19,19654074,19654542,3AS,False,21,128
ENSG00000105726.16,chr19,19663270,19664048,TSS,True,27,145
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,81,103
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,20,114
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,103,986
ENSG00000105323.16,chr19,41264692,41268222,5AS,False,21,173
ENSG00000105323.16,chr19,41304261,41305675,3AS,False,306,398
ENSG00000105323.16,chr19,41262495,41262582,TSS,True,298,426
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,264,415
ENSG00000126456.15,chr19,49660828,49661947,3AS,False,99,111
ENSG00000126456.15,chr19,49664673,49665838,TSS,False,102,119
ENSG00000126456.15,chr19,49665634,49665859,TSS,True,100,119
ENSG00000126456.15,chr19,49665630,49665861,TSS,True,57,119
ENSG00000074219.13,chr19,49342590,49343269,5AS,True,13,117
ENSG00000074219.13,chr19,49355206,49355311,5AS,False,75,107
ENSG00000074219.13,chr19,49355419,49357251,ES,False,69,106
ENSG00000074219.13,chr19,49362372,49362455,TSS,False,75,126
ENSG00000074219.13,chr19,49359843,49361917,TSS,True,96,126
ENSG00000074219.13,chr19,49362332,49362409,TSS,True,112,126
ENSG00000105401.8,chr19,10395343,10395434,IR,False,221,316
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,43,337
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,81,424
ENSG00000167468.16,chr19,1104057,1104929,TSS,True,367,424
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,20,156
ENSG00000126457.21,chr19,49677316,49680486,ES,False,895,997
ENSG00000126457.21,chr19,49679925,49680486,5AS,False,89,110
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,101,678
ENSG00000099783.11,chr19,8465362,8465479,IR,False,521,974
ENSG00000099783.11,chr19,8474244,8485602,ES,False,192,1029
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,159,1099
ENSG00000062650.18,chr10,86521364,86521908,TSS,True,52,151
ENSG00000154473.17,chr10,123162828,123163819,IR,True,364,422
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,245,607
ENSG00000154473.17,chr10,123162828,123165046,IR,True,245,303
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,306,668
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,429,676
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,44,161
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,164,188
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,88,188
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,67,138
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,90,138
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,118,245
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,142,245
ENSG00000138160.5,chr10,92593064,92593452,TSS,False,31,106
ENSG00000156521.13,chr10,70145420,70146678,TSS,True,34,100
ENSG00000156521.13,chr10,70146532,70146689,TSS,True,87,100
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,158,309
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,267,325
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,61,372
ENSG00000175029.16,chr10,125039155,125160318,ES,False,54,135
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,178,296
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,224,296
ENSG00000182180.13,chr10,73248844,73250991,PAS,True,20,196
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,22,213
ENSG00000155229.20,chr10,97466156,97466503,3AS,False,25,153
ENSG00000155229.20,chr10,97478389,97480941,ES,False,113,127
ENSG00000155229.20,chr10,97481042,97498272,ES,False,22,125
ENSG00000155229.20,chr10,97498272,97498639,TSS,True,49,172
ENSG00000138326.19,chr10,78033751,78033904,TSS,False,140,440
ENSG00000138326.19,chr10,78035350,78035417,TSS,True,355,440
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,34,156
ENSG00000170312.15,chr10,60778448,60778570,TSS,True,39,276
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,121,733
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,75,108
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,16,125
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,72,620
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,339,1025
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,38,101
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,240,391
ENSG00000107581.12,chr10,119041993,119042695,TSS,True,321,390
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,87,116
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,47,135
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,106,135
ENSG00000122952.16,chr10,56358687,56358908,IR,False,21,180
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,33,206
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,25,211
ENSG00000174721.9,chr10,91909397,91909501,TSS,False,24,187
ENSG00000156026.14,chr10,72692100,72692301,TSS,True,14,121
ENSG00000136754.17,chr10,26751783,26759061,ES,False,37,104
ENSG00000136754.17,chr10,26759235,26765217,3AS,False,40,103
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,26,111
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,19,108
ENSG00000096717.11,chr10,67884607,67885151,TSS,False,45,157
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,29,132
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,42,284
ENSG00000066468.22,chr10,121503941,121515122,5AS,False,59,164
ENSG00000066468.22,chr10,121515319,121519978,ME,False,22,146
ENSG00000066468.22,chr10,121564579,121593708,ES,False,33,163
ENSG00000066468.22,chr10,121478331,121480021,PAS,True,28,193
ENSG00000066468.22,chr10,121597961,121598496,TSS,True,30,202
ENSG00000198728.10,chr10,102108323,102109034,5AS,True,40,101
ENSG00000198728.10,chr10,102106483,102109177,PAS,True,99,125
ENSG00000198728.10,chr10,102106485,102108323,PAS,True,26,127
ENSG00000198728.10,chr10,102114405,102115002,TSS,False,115,128
ENSG00000198728.10,chr10,102120085,102121398,TSS,True,28,128
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,61,146
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,108,146
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,80,113
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,84,110
ENSG00000107521.18,chr10,98441903,98442957,PAS,False,56,104
ENSG00000107521.18,chr10,98446886,98446970,TSS,True,96,113
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,31,113
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,42,313
ENSG00000173915.15,chr10,103392466,103396408,ES,False,299,335
ENSG00000076685.18,chr10,103193235,103194278,TSS,True,43,108
ENSG00000181192.11,chr10,12068918,12069187,TSS,True,39,102
ENSG00000173848.18,chr10,5412528,5412820,TSS,False,91,192
ENSG00000173848.18,chr10,5446562,5446858,TSS,True,131,192
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,32,256
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,42,289
ENSG00000067064.11,chr10,1043393,1048863,ES,False,53,154
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,30,184
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,62,119
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,40,217
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,56,216
ENSG00000165678.20,chr10,84139485,84139593,TSS,False,43,379
ENSG00000266412.5,chr10,46015266,46030525,ES,False,17,108
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,65,173
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,136,173
ENSG00000108064.10,chr10,58385400,58385648,TSS,True,33,118
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,57,357
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,314,363
ENSG00000119969.14,chr10,94545907,94546376,5AS,False,42,125
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,216,258
ENSG00000119969.14,chr10,94545763,94545952,TSS,True,175,258
ENSG00000119969.14,chr10,94601527,94603026,PAS,True,19,153
ENSG00000107937.18,chr10,987862,988527,TSS,True,25,248
ENSG00000227345.8,chr10,49941508,49942026,TSS,True,30,119
ENSG00000122359.17,chr10,80172869,80205342,ES,False,49,111
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,19,130
ENSG00000095787.21,chr10,28614685,28616175,3AS,False,30,110
ENSG00000095787.21,chr10,28532742,28533007,TSS,True,118,132
ENSG00000095787.21,chr10,28533081,28533620,TSS,True,58,132
ENSG00000065154.11,chr10,124418872,124418926,TSS,True,26,217
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,190,1341
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,182,654
ENSG00000165733.7,chr10,42782830,42784361,5AS,True,141,160
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,70,211
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,165,286
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,180,291
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,236,286
ENSG00000122884.12,chr10,73030370,73046924,ME,False,25,172
ENSG00000122884.12,chr10,73096765,73097369,TSS,True,36,189
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,225,1969
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,15,103
ENSG00000148672.8,chr10,87094324,87095174,TSS,False,43,264
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,94,423
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,144,327
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,31,133
ENSG00000166295.8,chr10,72216138,72223887,ES,False,59,102
ENSG00000166295.8,chr10,72216138,72230365,ES,True,20,117
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,52,181
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,135,181
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,18,177
PB_novel_214707,chr10,52034214,52038964,3AS,True,31,109
PB_novel_214707,chr10,52033792,52034214,PAS,True,83,124
PB_novel_214707,chr10,52033792,52034217,PAS,True,95,124
PB_novel_214707,chr10,52033795,52037848,PAS,True,96,120
PB_novel_214707,chr10,52033796,52037234,PAS,True,110,123
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,266,307
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,467,735
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,515,734
ENSG00000107779.13,chr10,86756495,86756919,TSS,True,37,174
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,41,166
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,110,162
ENSG00000197771.12,chr10,119872526,119872998,TSS,True,21,174
ENSG00000165997.4,chr10,18659350,18659683,TSS,False,44,101
ENSG00000107672.14,chr10,121974081,121974873,IR,False,165,185
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,40,205
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,69,189
ENSG00000185009.12,chr10,74150754,74151085,TSS,False,33,105
