gene,chr,start,end,splice_type,novel,neural_crest_cell_ENCFF901XCR_in_cov,neural_crest_cell_ENCFF901XCR_total_cov
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,52,115
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,68,115
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,43,120
ENSG00000010292.12,chr12,6531326,6531968,PAS,True,40,120
ENSG00000010292.12,chr12,6530920,6531955,PAS,True,98,120
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,90,119
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,46,119
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,168,276
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,30,149
ENSG00000075856.11,chr12,108544478,108545138,3AS,False,124,139
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,91,158
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,71,153
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,17,160
ENSG00000161800.12,chr12,50016719,50025397,5AS,False,118,162
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,166,204
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,74,204
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,157,1476
ENSG00000151491.13,chr12,15620133,15621430,PAS,True,46,119
ENSG00000151491.13,chr12,15660635,15660740,PAS,True,90,116
ENSG00000151491.13,chr12,15650835,15651006,PAS,True,106,119
ENSG00000110871.14,chr12,120522363,120528939,ES,False,153,173
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,57,117
ENSG00000111530.12,chr12,67305244,67306597,TSS,True,83,102
ENSG00000111530.12,chr12,67312605,67316286,PAS,True,23,113
ENSG00000087470.17,chr12,32737161,32738263,ES,False,64,154
ENSG00000087470.17,chr12,32737161,32740063,ES,False,26,202
ENSG00000087470.17,chr12,32737942,32740063,ES,False,26,110
ENSG00000087470.17,chr12,32743353,32745552,PAS,True,38,229
ENSG00000134291.11,chr12,47963633,47964208,5AS,False,307,358
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,173,400
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,108,416
ENSG00000134291.11,chr12,47963586,47963704,TSS,True,363,416
ENSG00000134291.11,chr12,47963587,47964423,TSS,True,372,416
ENSG00000120802.13,chr12,98515552,98516146,TSS,True,28,134
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,54,111
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,99,124
ENSG00000120802.13,chr12,98549415,98550351,PAS,True,109,127
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,47,346
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,303,345
ENSG00000184613.10,chr12,44875814,44876359,TSS,True,149,344
ENSG00000184613.10,chr12,44876293,44876375,TSS,True,280,344
ENSG00000122970.15,chr12,110124443,110127359,5AS,False,40,126
ENSG00000122970.15,chr12,110124306,110124443,TSS,True,91,132
ENSG00000122970.15,chr12,110124322,110124861,TSS,True,46,132
ENSG00000122970.15,chr12,110218043,110218795,PAS,True,109,132
ENSG00000122970.15,chr12,110143381,110143546,PAS,True,106,131
ENSG00000122970.15,chr12,110205594,110205671,PAS,True,111,132
ENSG00000122970.15,chr12,110146952,110147048,PAS,True,117,131
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,141,1300
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,522,1812
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,1357,1810
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,185,289
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,169,280
ENSG00000111642.15,chr12,6581333,6581388,PAS,True,236,273
ENSG00000111642.15,chr12,6593415,6593614,TSS,True,161,284
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,409,2005
ENSG00000089157.15,chr12,120199309,120199489,TSS,True,1799,2000
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,26,103
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,86,103
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,82,795
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,63,101
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,205,776
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,39,146
ENSG00000167553.15,chr12,49269118,49269687,TSS,True,115,146
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,95,127
ENSG00000135506.15,chr12,57719182,57720405,ES,False,74,121
ENSG00000111790.13,chr12,26964595,26966648,PAS,True,23,105
ENSG00000111790.13,chr12,26960514,26962302,PAS,True,88,105
ENSG00000090612.20,chr12,133181627,133181945,5AS,False,17,156
ENSG00000090612.20,chr12,133192003,133202143,ES,False,65,156
ENSG00000090612.20,chr12,133181496,133181686,TSS,True,25,164
ENSG00000090612.20,chr12,133181492,133181627,TSS,True,147,164
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,66,265
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,200,285
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,96,305
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,225,305
ENSG00000184047.17,chr12,122218397,122225964,ME,False,37,260
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,73,147
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,66,170
ENSG00000139697.13,chr12,123323675,123323831,PAS,True,127,170
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,53,130
ENSG00000073614.12,chr12,309872,309964,PAS,True,16,120
ENSG00000073614.12,chr12,388926,389635,TSS,True,15,126
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,429,3912
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,41,101
ENSG00000058272.18,chr12,79808493,79808577,PAS,True,80,100
ENSG00000003056.7,chr12,8946387,8949487,3AS,False,51,509
ENSG00000151239.13,chr12,43806220,43806611,TSS,True,20,131
ENSG00000111371.15,chr12,46183054,46189071,PAS,True,12,100
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,102,142
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,97,142
ENSG00000139350.11,chr12,96907856,96917620,ES,False,32,116
ENSG00000139350.11,chr12,96907086,96907300,TSS,True,39,195
ENSG00000139350.11,chr12,96951948,96958078,PAS,True,25,193
ENSG00000134283.17,chr12,42335974,42355160,ES,False,59,115
ENSG00000134283.17,chr12,42375074,42387455,ES,False,81,112
ENSG00000110911.15,chr12,50979085,50981803,PAS,True,89,127
ENSG00000110911.15,chr12,50985989,50988435,PAS,True,45,122
ENSG00000110911.15,chr12,51026314,51026417,TSS,True,60,127
ENSG00000110911.15,chr12,51026309,51026457,TSS,True,98,127
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,103,131
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,21,143
ENSG00000051825.14,chr12,123203084,123210055,ES,False,50,130
ENSG00000051825.14,chr12,123227572,123230260,3AS,False,20,126
ENSG00000051825.14,chr12,123152319,123156908,PAS,True,116,144
ENSG00000051825.14,chr12,123163214,123164090,PAS,True,129,144
ENSG00000051825.14,chr12,123193839,123194601,PAS,False,83,142
ENSG00000064102.14,chr12,26904264,26905536,PAS,True,65,106
ENSG00000064102.14,chr12,26913456,26913687,PAS,True,66,106
ENSG00000064102.14,chr12,26914026,26914128,PAS,True,92,105
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,15,107
ENSG00000111596.12,chr12,70353828,70357456,PAS,True,28,275
ENSG00000187109.13,chr12,76047718,76048392,IR,False,86,278
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,34,120
ENSG00000187109.13,chr12,76047718,76048420,IR,False,34,227
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,261,452
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,334,454
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,382,451
ENSG00000185480.11,chr12,102195950,102201497,PAS,True,28,125
ENSG00000185480.11,chr12,102151569,102152931,PAS,True,103,121
ENSG00000123349.13,chr12,53295941,53296243,IR,False,90,104
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,76,241
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,193,241
ENSG00000111602.11,chr12,56432521,56433025,3AS,False,39,227
ENSG00000111602.11,chr12,56416355,56417786,PAS,True,77,272
ENSG00000111602.11,chr12,56428235,56428405,PAS,True,211,243
ENSG00000111602.11,chr12,56449309,56449457,TSS,True,57,272
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,159,954
ENSG00000166598.14,chr12,103941422,103941547,TSS,True,583,660
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,572,953
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,542,813
ENSG00000166598.14,chr12,103947310,103949346,PAS,True,856,952
ENSG00000185664.14,chr12,55955361,55955463,3AS,False,114,131
ENSG00000075089.9,chr12,100200784,100200919,TSS,True,13,103
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,35,240
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,47,228
ENSG00000070961.15,chr12,89630503,89630645,PAS,True,36,139
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,37,152
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,129,152
ENSG00000135148.11,chr12,112125520,112125618,TSS,True,14,104
ENSG00000136051.14,chr12,105164640,105169134,PAS,True,89,112
ENSG00000136051.14,chr12,105162748,105162809,PAS,True,40,112
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,498,557
ENSG00000075415.12,chr12,98593740,98593978,IR,False,199,372
ENSG00000028203.17,chr12,95252071,95257149,ES,False,101,154
ENSG00000028203.17,chr12,95266632,95270050,3AS,False,91,174
ENSG00000028203.17,chr12,95217424,95217886,TSS,True,38,209
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,179,406
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,295,406
ENSG00000135486.17,chr12,54281499,54281794,IR,True,115,128
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,295,441
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,24,168
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,82,209
ENSG00000094916.15,chr12,54259508,54259611,TSS,False,179,202
ENSG00000004700.15,chr12,21499615,21501412,5AS,False,17,106
ENSG00000004700.15,chr12,21499615,21501462,5AS,False,21,154
ENSG00000004700.15,chr12,21501215,21501412,IR,False,27,115
ENSG00000004700.15,chr12,21501215,21501462,IR,False,17,105
ENSG00000004700.15,chr12,21501372,21501462,IR,False,12,100
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,112,200
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,156,200
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,148,200
ENSG00000139620.12,chr12,48655060,48660467,5AS,False,38,200
ENSG00000139620.12,chr12,48660619,48667692,ES,False,171,198
ENSG00000139620.12,chr12,48671962,48679654,ES,False,31,201
ENSG00000060982.14,chr12,24948926,24949484,TSS,True,80,276
ENSG00000136044.11,chr12,105173294,105174448,PAS,True,22,133
ENSG00000136044.11,chr12,105235958,105236249,TSS,True,23,133
ENSG00000171681.12,chr12,14425473,14434339,3AS,False,21,106
ENSG00000171681.12,chr12,14365492,14365827,TSS,True,84,161
ENSG00000171681.12,chr12,14384627,14385400,TSS,True,141,161
ENSG00000171681.12,chr12,14423919,14425473,TSS,True,105,118
ENSG00000171681.12,chr12,14416840,14416948,TSS,False,141,161
ENSG00000171681.12,chr12,14423908,14425153,PAS,True,96,137
ENSG00000171681.12,chr12,14457206,14458824,PAS,True,134,152
ENSG00000171681.12,chr12,14460494,14461133,PAS,True,122,152
ENSG00000171681.12,chr12,14475889,14476435,PAS,True,116,152
ENSG00000174243.9,chr12,48852083,48852182,TSS,True,36,112
ENSG00000166986.14,chr12,57516434,57516660,PAS,True,62,515
ENSG00000139146.13,chr12,31298224,31326023,ES,True,263,324
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,37,363
ENSG00000111144.9,chr12,96003064,96006313,ES,False,113,347
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,21,181
ENSG00000151498.11,chr11,134256648,134258514,ES,False,30,142
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,281,336
ENSG00000173933.20,chr11,66640123,66646026,ES,False,50,292
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,69,349
ENSG00000173933.20,chr11,66638683,66638893,TSS,True,296,349
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,54,346
ENSG00000110756.17,chr11,18278671,18279942,PAS,True,82,118
ENSG00000110756.17,chr11,18288664,18292019,PAS,True,43,113
ENSG00000110756.17,chr11,18322132,18322527,TSS,False,91,118
ENSG00000110756.17,chr11,18321945,18322501,TSS,True,42,118
ENSG00000152558.14,chr11,102452523,102453013,TSS,True,29,211
ENSG00000149179.13,chr11,46936851,47052387,ES,False,21,171
ENSG00000149179.13,chr11,47161190,47161463,IR,False,119,141
ENSG00000149179.13,chr11,47161463,47162247,PAS,True,54,173
ENSG00000149179.13,chr11,47161126,47162248,PAS,True,151,173
ENSG00000150687.11,chr11,86800450,86800651,TSS,True,13,115
ENSG00000150687.11,chr11,86807630,86811229,PAS,True,12,102
ENSG00000150687.11,chr11,86951215,86954152,PAS,True,102,115
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,94,107
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,53,142
ENSG00000166037.10,chr11,95817903,95818826,5AS,True,111,134
ENSG00000166037.10,chr11,95818826,95820595,PAS,False,124,140
ENSG00000166037.10,chr11,95831025,95832698,PAS,True,62,142
ENSG00000166037.10,chr11,95821870,95824096,PAS,True,106,140
ENSG00000005801.17,chr11,3360565,3370974,ES,False,125,180
ENSG00000005801.17,chr11,3371703,3379037,ES,False,113,183
ENSG00000110429.13,chr11,33739848,33742084,PAS,True,21,195
ENSG00000178105.10,chr11,108841314,108843406,PAS,False,149,188
ENSG00000178105.10,chr11,108722996,108728059,PAS,True,119,188
ENSG00000178105.10,chr11,108838445,108838526,PAS,True,123,188
ENSG00000137500.9,chr11,83274740,83280140,ES,False,27,142
ENSG00000137500.9,chr11,83280260,83285872,5AS,False,50,130
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,95,146
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,93,146
ENSG00000137500.9,chr11,83285126,83286367,TSS,True,120,146
ENSG00000110619.17,chr11,3001248,3001969,5AS,False,134,188
ENSG00000110619.17,chr11,3040984,3042164,3AS,False,291,328
ENSG00000110619.17,chr11,3042256,3057342,ES,False,292,328
ENSG00000110619.17,chr11,3000919,3001248,PAS,True,153,341
ENSG00000110619.17,chr11,3005361,3005433,PAS,True,212,341
ENSG00000052841.14,chr11,43414776,43443324,ES,False,11,107
ENSG00000052841.14,chr11,43358871,43359113,TSS,True,20,125
ENSG00000052841.14,chr11,43493772,43494931,PAS,True,27,124
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,164,218
ENSG00000168000.14,chr11,62707108,62709676,TSS,True,84,218
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,560,658
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,120,680
ENSG00000173914.11,chr11,66664997,66665578,PAS,True,90,159
ENSG00000173914.11,chr11,66664997,66669291,PAS,False,136,156
ENSG00000173914.11,chr11,66675208,66677091,PAS,True,103,155
ENSG00000110768.11,chr11,18365782,18367881,PAS,True,22,145
ENSG00000085063.15,chr11,33722463,33736381,ES,False,139,167
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,39,206
ENSG00000205339.9,chr11,9445096,9448136,PAS,False,142,184
ENSG00000205339.9,chr11,9429030,9429187,PAS,True,154,183
ENSG00000205339.9,chr11,9425145,9425896,PAS,True,135,182
ENSG00000205339.9,chr11,9442080,9442197,PAS,True,148,184
ENSG00000146670.9,chr11,65083932,65084180,TSS,True,27,178
ENSG00000166478.9,chr11,9474024,9474552,3AS,False,32,103
ENSG00000166788.9,chr11,18083728,18086865,3AS,False,47,187
ENSG00000151348.13,chr11,44095654,44095852,TSS,True,28,247
ENSG00000084234.17,chr11,130122513,130126699,ES,False,102,160
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,43,188
ENSG00000149485.18,chr11,61816554,61817199,TSS,True,55,191
ENSG00000109919.9,chr11,47634734,47638698,ES,False,42,335
ENSG00000109919.9,chr11,47642378,47642697,TSS,True,36,353
ENSG00000121621.6,chr11,28020615,28021282,PAS,False,87,108
ENSG00000121621.6,chr11,28058997,28059161,PAS,True,77,108
ENSG00000121621.6,chr11,28083168,28083243,PAS,True,95,108
ENSG00000121621.6,chr11,28074207,28077169,PAS,True,95,108
ENSG00000121621.6,chr11,28023758,28023850,PAS,True,92,108
ENSG00000151366.12,chr11,78069691,78070036,PAS,True,32,105
ENSG00000151366.12,chr11,78068297,78068639,PAS,True,76,105
ENSG00000166181.12,chr11,43335994,43342432,3AS,False,195,375
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,289,466
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,269,466
ENSG00000166181.12,chr11,43339240,43344523,PAS,False,418,466
ENSG00000087053.18,chr11,95865676,95888155,ES,False,118,166
ENSG00000087053.18,chr11,95888261,95923874,ES,False,73,161
ENSG00000166266.13,chr11,108104189,108107781,PAS,True,159,205
ENSG00000166266.13,chr11,108098405,108098530,PAS,True,143,205
ENSG00000166266.13,chr11,108054646,108054793,PAS,False,165,204
ENSG00000175216.14,chr11,46743528,46744265,PAS,False,67,122
ENSG00000175216.14,chr11,46846219,46846312,TSS,True,72,122
ENSG00000137513.9,chr11,78574347,78574864,TSS,True,31,134
ENSG00000137513.9,chr11,78574828,78574874,TSS,False,112,134
ENSG00000135372.8,chr11,34105572,34105792,TSS,True,16,147
ENSG00000198730.8,chr11,10773126,10773882,PAS,True,165,231
ENSG00000198730.8,chr11,10774011,10774169,PAS,True,161,231
ENSG00000198730.8,chr11,10772519,10772656,PAS,True,201,231
ENSG00000198730.8,chr11,10775206,10775291,PAS,True,199,232
ENSG00000110092.3,chr11,69641087,69641511,TSS,True,120,163
ENSG00000213593.9,chr11,57737668,57738353,ES,False,35,277
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,292,384
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,148,384
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,100,373
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,315,373
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,50,112
ENSG00000167986.13,chr11,61303864,61304037,TSS,True,93,105
ENSG00000172893.15,chr11,71448289,71448424,TSS,True,34,182
ENSG00000168003.16,chr11,62855997,62856381,TSS,True,121,164
ENSG00000168003.16,chr11,62879988,62881447,TSS,True,59,164
ENSG00000129083.12,chr11,14498985,14499706,5AS,False,277,369
ENSG00000129083.12,chr11,14498985,14499741,5AS,False,82,453
ENSG00000129083.12,chr11,14457501,14457883,PAS,True,262,482
ENSG00000129083.12,chr11,14469335,14469563,PAS,True,310,471
ENSG00000129083.12,chr11,14499706,14499866,TSS,True,205,482
ENSG00000129083.12,chr11,14499741,14499878,TSS,True,400,482
ENSG00000129083.12,chr11,14499602,14499855,TSS,True,418,482
ENSG00000182985.17,chr11,115178775,115214607,ME,True,94,106
ENSG00000182985.17,chr11,115178775,115209573,ES,False,95,235
ENSG00000182985.17,chr11,115504269,115504419,TSS,True,45,272
ENSG00000134910.13,chr11,125592789,125592918,TSS,True,97,161
ENSG00000134910.13,chr11,125602302,125602424,TSS,True,123,161
ENSG00000134910.13,chr11,125602799,125602948,TSS,True,119,161
ENSG00000197798.8,chr11,126211830,126234994,ES,False,23,120
ENSG00000197798.8,chr11,126256852,126261427,3AS,False,46,126
ENSG00000205531.12,chr11,2945646,2951258,ES,False,329,483
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,87,507
ENSG00000148925.10,chr11,13421838,13463091,ES,False,52,105
ENSG00000148925.10,chr11,13387995,13389141,PAS,True,14,121
ENSG00000148925.10,chr11,13403164,13403278,PAS,True,107,120
ENSG00000148925.10,chr11,13463091,13463297,TSS,True,14,121
ENSG00000177054.13,chr11,19117276,19146180,ES,False,20,101
ENSG00000162231.13,chr11,62805328,62805507,TSS,True,21,174
ENSG00000175348.10,chr11,8956298,8964208,ES,False,13,121
ENSG00000175348.10,chr11,8964208,8964948,TSS,True,23,144
ENSG00000175348.10,chr11,8964889,8964966,TSS,False,123,144
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,343,502
ENSG00000110321.16,chr11,10802293,10803296,TSS,False,417,501
ENSG00000110321.16,chr11,10800089,10800238,TSS,True,416,467
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,40,102
ENSG00000166441.12,chr11,8682731,8682816,TSS,False,53,520
ENSG00000110330.8,chr11,102377989,102378777,PAS,True,48,146
ENSG00000110330.8,chr11,102368305,102369643,PAS,True,131,146
ENSG00000110330.8,chr11,102377495,102377711,PAS,True,125,146
ENSG00000110435.11,chr11,34994913,34999052,PAS,True,18,136
ENSG00000077514.8,chr11,74592555,74592718,TSS,False,21,100
ENSG00000137509.10,chr11,82900234,82900506,TSS,True,56,214
ENSG00000137509.10,chr11,82901592,82901673,TSS,False,176,214
ENSG00000170242.17,chr11,11842224,11884466,ES,False,73,257
ENSG00000170242.17,chr11,11956000,11959323,PAS,True,214,277
ENSG00000170242.17,chr11,11942334,11943323,PAS,True,195,272
ENSG00000170242.17,chr11,11933003,11933552,PAS,True,195,267
ENSG00000176102.12,chr11,33084487,33085289,PAS,True,32,148
ENSG00000176102.12,chr11,33096911,33096978,PAS,True,125,144
ENSG00000149084.12,chr11,43680603,43680987,TSS,True,17,151
ENSG00000149554.12,chr11,125626833,125629231,ES,False,31,152
ENSG00000149554.12,chr11,125625680,125626012,TSS,True,32,167
ENSG00000149554.12,chr11,125655224,125657152,PAS,True,46,166
ENSG00000149554.12,chr11,125675927,125676257,PAS,False,138,167
ENSG00000149136.8,chr11,57325982,57326478,PAS,True,113,287
ENSG00000149136.8,chr11,57325987,57326889,PAS,False,250,286
ENSG00000149136.8,chr11,57325990,57327514,PAS,True,214,286
ENSG00000149136.8,chr11,57335729,57335892,TSS,False,161,287
ENSG00000149136.8,chr11,57335067,57335885,TSS,True,197,287
ENSG00000020922.12,chr11,94492906,94493790,5AS,False,76,153
ENSG00000020922.12,chr11,94416980,94420181,PAS,True,79,165
ENSG00000020922.12,chr11,94456306,94456338,PAS,True,126,165
ENSG00000020922.12,chr11,94464127,94464239,PAS,True,134,163
ENSG00000020922.12,chr11,94493790,94493889,TSS,True,85,165
ENSG00000020922.12,chr11,94493683,94493874,TSS,True,86,165
ENSG00000123444.13,chr11,47578932,47578997,TSS,True,45,118
ENSG00000123444.13,chr11,47578827,47578949,TSS,True,105,118
ENSG00000123444.13,chr11,47577410,47578921,TSS,True,104,118
ENSG00000214046.8,chr19,16647261,16659394,ES,False,24,215
ENSG00000214046.8,chr19,16630729,16631724,PAS,True,196,220
ENSG00000214046.8,chr19,16644142,16647261,PAS,True,37,219
ENSG00000257103.8,chr19,34221738,34227364,ES,False,82,105
ENSG00000257103.8,chr19,34227364,34229515,PAS,True,23,128
ENSG00000257103.8,chr19,34219390,34219569,PAS,True,109,125
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,149,290
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,94,292
ENSG00000160633.12,chr19,5668161,5668478,PAS,True,62,353
ENSG00000183207.13,chr19,48993533,48993923,TSS,True,23,198
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,69,364
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,323,364
ENSG00000105486.13,chr19,48151336,48153871,3AS,False,27,100
ENSG00000105486.13,chr19,48170240,48170649,TSS,True,20,114
ENSG00000179218.13,chr19,12943712,12944491,PAS,True,13,108
ENSG00000142230.11,chr19,47130795,47131028,TSS,True,111,811
ENSG00000198551.9,chr19,11597416,11597630,TSS,True,13,125
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,34,197
ENSG00000105568.17,chr19,52212685,52212833,TSS,False,175,196
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,194,327
ENSG00000129351.17,chr19,10681218,10681457,PAS,True,65,173
ENSG00000129351.17,chr19,10684415,10685772,PAS,True,160,184
ENSG00000129351.17,chr19,10681018,10681301,PAS,False,134,171
ENSG00000142396.10,chr19,58314747,58315652,PAS,True,13,107
ENSG00000089335.20,chr19,34677833,34678736,5AS,False,36,116
ENSG00000089335.20,chr19,34682897,34683154,3AS,False,96,116
ENSG00000089335.20,chr19,34677675,34678103,TSS,True,115,129
ENSG00000089335.20,chr19,34677653,34677856,TSS,True,63,129
ENSG00000089335.20,chr19,34677676,34677833,TSS,True,93,129
ENSG00000276043.4,chr19,4909349,4909655,TSS,True,109,317
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,188,242
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,96,287
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,235,287
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,250,287
ENSG00000198429.9,chr19,11887986,11903614,3AS,False,37,111
ENSG00000130254.11,chr19,5611630,5612539,IR,True,87,104
ENSG00000130254.11,chr19,5600184,5600260,PAS,True,83,109
ENSG00000130254.11,chr19,5604569,5604695,PAS,True,56,109
ENSG00000130254.11,chr19,5611119,5611630,PAS,True,92,109
ENSG00000105618.13,chr19,54115797,54118270,3AS,False,152,181
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,32,214
ENSG00000105618.13,chr19,54117239,54118455,TSS,True,187,214
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,23,153
ENSG00000167747.14,chr19,50804571,50804922,TSS,True,27,155
ENSG00000167747.14,chr19,50802216,50802258,TSS,True,138,155
ENSG00000167635.11,chr19,36215196,36228747,ES,False,109,273
ENSG00000167635.11,chr19,36218195,36228747,ES,True,170,189
ENSG00000167635.11,chr19,36215101,36215196,TSS,True,90,363
ENSG00000022556.15,chr19,54966349,54966467,TSS,True,19,102
ENSG00000105401.8,chr19,10395343,10395434,IR,False,112,136
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,47,450
ENSG00000099783.11,chr19,8465362,8465479,IR,False,134,456
ENSG00000099783.11,chr19,8474244,8485602,ES,False,65,455
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,59,516
ENSG00000165629.19,chr10,7802854,7807658,ES,False,48,440
ENSG00000154473.17,chr10,123162828,123163819,IR,True,288,331
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,171,459
ENSG00000154473.17,chr10,123162828,123165046,IR,True,171,213
ENSG00000154473.17,chr10,123154277,123154485,TSS,True,75,509
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,217,505
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,335,508
ENSG00000138279.15,chr10,73398385,73414011,ES,True,33,320
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,45,368
ENSG00000107798.17,chr10,89251736,89251918,TSS,True,27,170
ENSG00000138182.14,chr10,89723963,89724023,PAS,True,69,155
ENSG00000138182.14,chr10,89726412,89726510,PAS,True,133,155
ENSG00000138182.14,chr10,89719418,89720669,PAS,True,129,155
ENSG00000138160.5,chr10,92593064,92593452,TSS,False,22,163
ENSG00000138160.5,chr10,92653664,92655395,PAS,False,100,158
ENSG00000138160.5,chr10,92630175,92631136,PAS,True,111,151
ENSG00000138160.5,chr10,92650400,92650517,PAS,True,138,158
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,50,144
ENSG00000166197.16,chr10,102159342,102159568,TSS,True,109,134
ENSG00000166197.16,chr10,102162110,102163871,PAS,True,53,142
ENSG00000166197.16,chr10,102161555,102163870,PAS,True,110,137
