gene,chr,start,end,splice_type,novel,upper_lobe_of_right_lung_ENCFF449MVA_in_cov,upper_lobe_of_right_lung_ENCFF449MVA_total_cov
ENSG00000165949.12,chr14,94109372,94110797,TSS,True,13,113
ENSG00000197119.12,chr14,100293377,100298841,ES,False,43,124
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,121,253
ENSG00000197119.12,chr14,100293293,100294740,TSS,True,186,236
ENSG00000211896.7,chr14,105741892,105742202,TSS,True,104,117
ENSG00000211896.7,chr14,105742776,105743084,TSS,False,92,117
ENSG00000211896.7,chr14,105986585,106185390,TSS,True,98,117
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,23,149
ENSG00000054983.16,chr14,87992969,87993284,TSS,True,16,122
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,116,142
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,147,322
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,198,322
ENSG00000100568.10,chr14,67674374,67674899,TSS,True,14,113
ENSG00000165795.23,chr14,21022497,21023240,ES,False,73,150
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,88,188
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,150,188
ENSG00000229415.9,chr14,36473881,36476970,ES,False,18,117
ENSG00000229415.9,chr14,36473881,36491200,ES,True,40,177
ENSG00000229415.9,chr14,36474873,36491200,ES,False,20,118
ENSG00000229415.9,chr14,36477098,36491200,3AS,False,51,106
ENSG00000229415.9,chr14,36513111,36513932,TSS,True,28,189
ENSG00000100441.9,chr14,24429929,24430119,TSS,True,55,100
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,52,130
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,90,123
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,55,125
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,94,125
ENSG00000078304.19,chr14,101836168,101838469,PAS,True,103,119
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,59,119
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,86,119
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,72,226
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,127,186
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,79,231
ENSG00000140105.17,chr14,100361921,100376259,ES,False,18,139
ENSG00000140105.17,chr14,100369258,100375282,ES,False,176,244
ENSG00000140105.17,chr14,100369258,100376259,ES,False,84,119
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,334,473
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,221,473
ENSG00000165782.10,chr14,20459440,20459627,IR,False,97,110
ENSG00000165782.10,chr14,20460298,20460654,IR,False,84,107
ENSG00000165782.10,chr14,20461162,20461441,TSS,True,81,114
ENSG00000165782.10,chr14,20461183,20461465,TSS,False,66,114
ENSG00000165782.10,chr14,20460191,20461438,TSS,True,100,114
ENSG00000126777.17,chr14,55580354,55612018,ES,False,196,273
ENSG00000126777.17,chr14,55661612,55667240,ES,False,115,250
ENSG00000126777.17,chr14,55673012,55675834,ES,False,131,257
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,45,301
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,248,283
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,90,510
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,81,469
ENSG00000142208.16,chr14,104792722,104795483,ME,True,17,148
ENSG00000142208.16,chr14,104792722,104795483,ME,True,17,148
ENSG00000142208.16,chr14,104792722,104795483,ME,True,17,148
ENSG00000142208.16,chr14,104792722,104795483,ES,False,754,921
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,35,140
ENSG00000142208.16,chr14,104793304,104795483,IR,True,96,122
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,112,241
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,164,241
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,47,158
ENSG00000184916.8,chr14,105168354,105169389,TSS,False,49,103
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,20,106
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,55,232
ENSG00000100906.10,chr14,35403689,35403997,TSS,True,204,232
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,103,153
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,121,153
ENSG00000211895.5,chr14,106012310,106012413,TSS,True,143,161
ENSG00000211895.5,chr14,105708358,105708667,TSS,False,141,161
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,23,120
ENSG00000100600.14,chr14,92748488,92748703,TSS,True,17,130
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,25,143
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,87,145
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,131,156
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,37,156
ENSG00000119725.18,chr14,73921105,73923394,ES,False,26,109
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,42,185
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,118,143
ENSG00000100650.15,chr14,69769251,69770466,IR,False,129,188
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,91,208
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,166,208
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,183,208
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,28,114
ENSG00000185650.9,chr14,68792881,68793067,TSS,True,45,108
ENSG00000179364.13,chr14,105368515,105369840,5AS,False,16,152
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,68,216
ENSG00000100823.11,chr14,20455703,20455913,IR,False,97,115
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,52,118
ENSG00000100823.11,chr14,20455194,20456101,TSS,True,101,118
ENSG00000151327.12,chr14,35046628,35053277,5AS,False,97,110
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,92,139
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,61,139
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,115,135
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,24,137
ENSG00000155463.12,chr14,22770278,22770460,IR,False,138,162
ENSG00000203485.12,chr14,104714856,104718794,ES,False,13,112
ENSG00000203485.12,chr14,104707587,104708002,TSS,False,84,142
ENSG00000203485.12,chr14,104714295,104714856,TSS,True,114,142
ENSG00000203485.12,chr14,104718794,104722540,PAS,True,22,132
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,16,140
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,45,173
ENSG00000075413.17,chr14,103492034,103502881,ES,False,81,188
ENSG00000075413.17,chr14,103502881,103503836,PAS,True,25,215
ENSG00000027075.14,chr14,61321147,61322464,TSS,True,30,149
ENSG00000100445.17,chr14,24442260,24442345,IR,False,49,107
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,106,134
ENSG00000100445.17,chr14,24441673,24442689,TSS,True,115,134
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,100,134
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,115,134
ENSG00000090060.17,chr14,96556413,96564954,ES,False,23,211
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,60,271
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,225,270
ENSG00000100926.14,chr14,24192356,24192647,IR,True,142,162
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,45,179
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,140,160
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,40,182
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,21,102
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,87,101
ENSG00000119681.11,chr14,74502652,74502881,TSS,True,136,158
ENSG00000119681.11,chr14,74504982,74505176,TSS,True,128,159
ENSG00000119681.11,chr14,74516821,74516977,TSS,True,136,159
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,16,146
ENSG00000196405.12,chr14,100065245,100065511,TSS,True,104,162
ENSG00000196405.12,chr14,100129345,100129684,TSS,True,138,154
ENSG00000196405.12,chr14,100138050,100141246,TSS,True,103,135
ENSG00000196405.12,chr14,100143700,100144237,PAS,True,36,157
ENSG00000129538.13,chr14,20802093,20802796,ES,False,828,960
ENSG00000129538.13,chr14,20802319,20802796,3AS,True,72,133
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,327,1288
ENSG00000100836.10,chr14,23324289,23325246,IR,False,90,126
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,57,153
ENSG00000100836.10,chr14,23323036,23323066,TSS,True,126,153
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,37,128
ENSG00000100836.10,chr14,23324137,23326163,PAS,True,92,128
ENSG00000136352.17,chr14,36518984,36519495,TSS,True,208,473
ENSG00000072110.13,chr14,68877240,68879961,ME,False,271,325
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,74,376
ENSG00000165516.10,chr14,49779675,49779747,IR,False,89,115
ENSG00000165516.10,chr14,49782829,49783186,PAS,True,13,115
ENSG00000133961.20,chr14,73297285,73323129,ES,False,109,158
ENSG00000133961.20,chr14,73355766,73409936,ES,False,41,157
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,58,189
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,26,165
ENSG00000213928.8,chr14,24164134,24164613,IR,False,97,140
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,21,164
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,63,109
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,95,109
ENSG00000197249.13,chr14,94383241,94390456,ES,False,171,261
ENSG00000197249.13,chr14,94390456,94390790,TSS,True,1196,1457
ENSG00000197249.13,chr14,94388559,94388818,TSS,True,372,1457
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,181,326
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,222,326
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,275,312
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,44,312
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,24,120
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,302,1429
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,1211,1428
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,55,116
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,81,116
ENSG00000107404.19,chr1,1338653,1339361,5AS,False,158,203
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,67,238
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,26,114
ENSG00000169291.9,chr1,154469636,154470362,PAS,False,150,171
ENSG00000169291.9,chr1,154481555,154484335,PAS,False,32,153
ENSG00000169291.9,chr1,154501435,154502466,TSS,False,40,171
ENSG00000169291.9,chr1,154489050,154492426,TSS,False,142,161
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,15,111
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,126,191
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,149,191
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,150,191
ENSG00000179178.10,chr1,43270085,43270680,3AS,False,229,265
ENSG00000179178.10,chr1,43269914,43270085,TSS,True,53,319
ENSG00000188157.14,chr1,1048010,1048365,TSS,True,165,206
ENSG00000188157.14,chr1,1051251,1051369,TSS,True,151,203
ENSG00000188157.14,chr1,1054823,1056133,PAS,True,45,214
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,49,290
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,18,144
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,36,315
ENSG00000133063.15,chr1,203217133,203217301,IR,True,88,123
ENSG00000133063.15,chr1,203217865,203217934,IR,True,151,320
ENSG00000133063.15,chr1,203218091,203219215,IR,True,41,325
ENSG00000078808.16,chr1,1228946,1231891,5AS,True,222,254
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,308,391
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,169,391
ENSG00000169418.9,chr1,153678441,153679829,TSS,False,46,204
ENSG00000169418.9,chr1,153693351,153694088,PAS,False,22,195
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,20,102
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,25,106
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,65,145
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,82,136
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,16,150
ENSG00000188290.10,chr1,999525,1000094,TSS,True,59,100
ENSG00000188290.10,chr1,999865,1000097,TSS,True,70,100
ENSG00000188290.10,chr1,999691,1000097,TSS,True,76,100
ENSG00000142634.12,chr1,15409879,15410279,TSS,True,31,273
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,126,524
ENSG00000143554.13,chr1,153777220,153777760,IR,False,196,220
ENSG00000143554.13,chr1,153777885,153778160,IR,False,198,222
ENSG00000143554.13,chr1,153778355,153778462,IR,False,199,224
ENSG00000143554.13,chr1,153778553,153778686,IR,False,185,214
ENSG00000143554.13,chr1,153775244,153776164,TSS,True,41,246
ENSG00000143554.13,chr1,153779825,153780160,PAS,True,26,235
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,100,283
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,57,327
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,46,197
ENSG00000117676.13,chr1,26529732,26529983,TSS,True,264,494
ENSG00000117676.13,chr1,26545817,26546035,TSS,True,305,494
ENSG00000117410.13,chr1,43974897,43975107,TSS,False,25,228
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,78,217
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,202,232
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,147,233
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,140,233
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,73,129
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,68,129
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,78,130
ENSG00000116260.16,chr1,180196599,180197332,IR,False,78,270
ENSG00000116260.16,chr1,180196890,180197332,IR,False,51,243
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,192,413
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,127,318
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,267,397
ENSG00000127483.17,chr1,20749882,20757165,3AS,True,234,261
ENSG00000127483.17,chr1,20779911,20787194,ES,False,72,209
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,30,286
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,97,315
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,46,278
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,19,100
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,87,100
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,24,231
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,12,118
ENSG00000158864.12,chr1,161214155,161214399,PAS,True,13,117
ENSG00000143819.12,chr1,225810044,225810169,TSS,False,23,120
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,103,134
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,70,134
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,106,134
ENSG00000158716.8,chr1,159780961,159780993,TSS,False,78,109
ENSG00000158716.8,chr1,159780998,159781367,TSS,True,54,109
ENSG00000158716.8,chr1,159782152,159782543,PAS,False,21,109
ENSG00000142973.13,chr1,46813606,46813911,3AS,False,115,478
ENSG00000142973.13,chr1,46813606,46813911,IR,True,115,135
ENSG00000142973.13,chr1,46798965,46799261,TSS,True,79,584
ENSG00000142973.13,chr1,46818630,46819350,PAS,True,61,584
ENSG00000265107.2,chr1,147773251,147773646,TSS,True,30,156
ENSG00000163875.15,chr1,37495918,37501803,ES,False,88,110
ENSG00000143862.7,chr1,202144449,202144760,TSS,True,18,146
ENSG00000117480.15,chr1,46410497,46410813,IR,True,71,107
ENSG00000117480.15,chr1,46410854,46411611,IR,True,97,112
ENSG00000117480.15,chr1,46394263,46394543,TSS,True,21,116
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,165,190
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,47,190
ENSG00000116521.10,chr1,155258912,155260329,3AS,True,13,111
ENSG00000116521.10,chr1,155260659,155262085,ES,False,16,110
ENSG00000203747.10,chr1,161549696,161549917,TSS,True,24,214
ENSG00000234741.7,chr1,173864304,173864483,IR,False,86,102
ENSG00000234741.7,chr1,173864506,173864674,IR,False,84,102
ENSG00000234741.7,chr1,173864704,173865228,IR,False,92,104
ENSG00000234741.7,chr1,173866567,173866760,IR,False,89,103
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,22,106
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,151,257
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,106,253
ENSG00000174059.16,chr1,207911001,207911254,TSS,False,22,110
ENSG00000069424.14,chr1,6026226,6026445,TSS,True,76,150
ENSG00000117525.13,chr1,94541536,94541851,TSS,True,14,105
ENSG00000188976.10,chr1,944800,945056,5AS,False,155,266
ENSG00000188976.10,chr1,959214,960041,TSS,True,41,290
ENSG00000174348.13,chr1,53082188,53084512,IR,True,94,109
ENSG00000174348.13,chr1,53061729,53062308,TSS,True,48,130
ENSG00000174348.13,chr1,53067092,53070167,TSS,True,112,129
ENSG00000174348.13,chr1,53084512,53085501,PAS,True,22,117
ENSG00000174348.13,chr1,53081980,53085501,PAS,True,100,115
ENSG00000159166.13,chr1,201399268,201399915,TSS,True,22,112
ENSG00000159166.13,chr1,201386334,201387180,TSS,True,99,112
ENSG00000184371.13,chr1,109921994,109924059,3AS,False,17,126
ENSG00000184371.13,chr1,109910618,109911062,TSS,True,60,183
ENSG00000184371.13,chr1,109923549,109924190,TSS,True,154,177
ENSG00000184371.13,chr1,109928851,109930996,PAS,True,24,158
ENSG00000184371.13,chr1,109926062,109926941,PAS,False,140,158
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,16,102
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,73,117
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,46,112
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,17,123
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,317,549
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,265,586
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,358,586
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,312,466
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,29,257
ENSG00000185499.16,chr1,155188162,155188889,TSS,True,156,293
ENSG00000185499.16,chr1,155192785,155193356,TSS,True,247,294
ENSG00000126107.14,chr1,45010888,45011371,TSS,False,35,104
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,32,125
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,111,125
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,27,127
ENSG00000058085.14,chr1,183185935,183186431,TSS,True,38,107
ENSG00000058085.14,chr1,183226798,183226916,TSS,True,92,106
ENSG00000058085.14,chr1,183243146,183244904,PAS,True,28,107
ENSG00000058085.14,chr1,183258721,183258971,PAS,True,92,107
ENSG00000084070.11,chr1,40373663,40374223,TSS,False,20,159
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,37,213
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,78,156
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,49,209
ENSG00000173372.16,chr1,22636477,22636702,TSS,False,89,482
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,16,104
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,35,103
ENSG00000066136.20,chr1,40770396,40771603,PAS,True,76,103
ENSG00000004487.16,chr1,23030634,23050386,ES,False,84,183
ENSG00000004487.16,chr1,23082366,23083178,3AS,True,166,185
ENSG00000004487.16,chr1,23083178,23083692,PAS,True,23,189
ENSG00000004487.16,chr1,23082449,23083689,PAS,True,170,189
ENSG00000158062.20,chr1,26306591,26306786,TSS,True,14,102
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,62,615
ENSG00000133048.12,chr1,203179877,203180469,IR,True,114,189
ENSG00000133048.12,chr1,203180652,203181161,IR,True,137,185
ENSG00000133048.12,chr1,203178928,203179585,PAS,True,24,199
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,63,257
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,17,111
ENSG00000126709.14,chr1,27668535,27669244,5AS,False,285,338
ENSG00000066322.14,chr1,43367914,43368075,TSS,True,24,160
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,162,248
ENSG00000117298.15,chr1,21290363,21290473,TSS,True,221,248
ENSG00000178104.19,chr1,148951996,148953905,TSS,True,39,125
ENSG00000178104.19,chr1,148844420,148844794,TSS,True,106,127
ENSG00000178104.19,chr1,148981269,148986471,PAS,True,13,119
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,125,1000
ENSG00000121644.18,chr1,244686669,244691878,ES,True,11,109
ENSG00000121644.18,chr1,244652943,244653355,TSS,False,31,151
ENSG00000196878.14,chr1,209652368,209653115,TSS,False,65,212
ENSG00000008130.15,chr1,1778288,1778524,TSS,True,77,182
ENSG00000008130.15,chr1,1779904,1780163,TSS,True,146,182
ENSG00000173369.15,chr1,22653119,22653303,TSS,True,109,687
ENSG00000162520.14,chr1,32702607,32703144,TSS,True,77,151
ENSG00000067606.16,chr1,2050401,2050701,TSS,True,85,285
ENSG00000067606.16,chr1,2050750,2051012,TSS,False,256,285
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,29,205
ENSG00000171735.18,chr1,6785410,6785575,TSS,True,19,106
ENSG00000171735.18,chr1,7766458,7769706,PAS,True,90,107
ENSG00000143612.20,chr1,154212624,154214456,ES,False,26,246
ENSG00000143612.20,chr1,154214574,154220341,ES,False,36,237
ENSG00000066056.13,chr1,43307572,43308985,ES,False,19,122
ENSG00000066056.13,chr1,43300958,43301129,TSS,True,66,180
ENSG00000066056.13,chr1,43312098,43312601,TSS,True,159,178
ENSG00000066056.13,chr1,43322650,43323109,PAS,False,19,179
ENSG00000142798.19,chr1,21819798,21823488,PAS,True,103,314
ENSG00000142798.19,chr1,21832494,21832569,TSS,True,237,305
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,57,133
ENSG00000134644.15,chr1,30953981,30965981,ES,False,23,137
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,20,136
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,67,127
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,28,146
ENSG00000157916.19,chr1,2391958,2395783,ES,False,172,207
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,172,221
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,81,289
ENSG00000159363.17,chr1,17011728,17012004,TSS,True,41,112
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,28,100
ENSG00000117335.19,chr1,207767195,207767778,IR,False,358,398
ENSG00000117335.19,chr1,207767195,207770320,ES,False,147,508
ENSG00000117335.19,chr1,207767195,207770320,5AS,True,147,178
ENSG00000117335.19,chr1,207785682,207793518,ES,False,421,568
ENSG00000143742.12,chr1,225783368,225789239,ES,False,185,208
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,81,767
ENSG00000143621.16,chr1,153670917,153671012,TSS,True,13,110
ENSG00000131584.18,chr1,1292357,1293708,PAS,True,17,116
ENSG00000131584.18,chr1,1294401,1294791,TSS,True,82,109
ENSG00000131584.18,chr1,1307768,1308082,TSS,True,96,126
ENSG00000131584.18,chr1,1298566,1300429,TSS,True,97,114
ENSG00000143226.13,chr1,161505341,161505552,TSS,True,23,111
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,250,331
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,142,330
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,71,152
ENSG00000279457.4,chr1,185350,185490,IR,True,87,105
ENSG00000279457.4,chr1,185559,186316,IR,True,85,105
ENSG00000279457.4,chr1,187287,187379,5AS,True,34,100
ENSG00000279457.4,chr1,184871,185350,PAS,False,18,105
ENSG00000279457.4,chr1,184874,186469,PAS,True,91,103
ENSG00000279457.4,chr1,199836,200549,TSS,True,28,105
ENSG00000279457.4,chr1,195262,195419,TSS,False,89,105
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,46,133
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,106,133
ENSG00000157978.11,chr1,25543572,25543786,TSS,False,68,142
ENSG00000142687.17,chr1,35554349,35554521,TSS,True,99,111
ENSG00000142687.17,chr1,35557206,35557434,TSS,True,61,112
ENSG00000142687.17,chr1,35557361,35557457,TSS,True,98,112
ENSG00000116871.15,chr1,36173478,36176198,ES,False,52,117
ENSG00000116871.15,chr1,36176321,36176417,IR,False,55,117
ENSG00000116871.15,chr1,36178201,36178445,3AS,False,17,125
ENSG00000116871.15,chr1,36179315,36179514,3AS,False,118,134
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,54,151
ENSG00000116871.15,chr1,36170967,36171315,TSS,True,134,150
ENSG00000142748.12,chr1,27370488,27370595,IR,True,21,102
ENSG00000142748.12,chr1,27373263,27373964,ES,False,151,1411
ENSG00000142748.12,chr1,27373263,27373964,IR,True,151,216
ENSG00000142748.12,chr1,27374727,27374830,TSS,True,210,1647
ENSG00000000938.12,chr1,27623144,27623690,IR,True,164,203
ENSG00000000938.12,chr1,27626045,27626279,TSS,True,204,245
ENSG00000000938.12,chr1,27635064,27635284,TSS,True,115,245
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,96,126
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,55,126
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,87,126
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,70,126
ENSG00000143569.18,chr1,154220848,154220975,TSS,True,59,118
ENSG00000143569.18,chr1,154220857,154221040,TSS,True,87,118
ENSG00000143569.18,chr1,154263102,154263505,PAS,True,65,113
ENSG00000143569.18,chr1,154270199,154271499,PAS,True,67,115
ENSG00000143569.18,chr1,154270880,154271510,PAS,True,104,118
ENSG00000142733.15,chr1,27356749,27357008,IR,False,129,170
ENSG00000142733.15,chr1,27357114,27357399,IR,True,152,170
ENSG00000142733.15,chr1,27363021,27363441,IR,True,109,130
ENSG00000142733.15,chr1,27354782,27355469,PAS,True,30,201
ENSG00000142733.15,chr1,27366257,27367133,TSS,True,104,204
ENSG00000196187.11,chr1,225845518,225846932,PAS,True,16,107
ENSG00000196187.11,chr1,225877394,225882383,TSS,True,91,114
ENSG00000196187.11,chr1,225882303,225883295,TSS,False,66,114
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,18,177
ENSG00000266094.7,chr1,206557132,206557693,TSS,True,27,102
ENSG00000266094.7,chr1,206507527,206508059,TSS,True,89,102
ENSG00000094963.13,chr1,171210799,171212410,PAS,True,94,493
ENSG00000094963.13,chr1,171208793,171210088,PAS,True,420,478
ENSG00000117308.14,chr1,23796586,23796696,IR,False,112,125
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,34,134
ENSG00000117308.14,chr1,23799365,23800756,TSS,True,113,134
ENSG00000130775.15,chr1,27872499,27872665,TSS,True,45,182
ENSG00000130775.15,chr1,27882024,27883043,TSS,True,161,182
ENSG00000077254.14,chr1,77721901,77722023,3AS,False,53,129
ENSG00000077254.14,chr1,77741748,77759642,ES,False,109,141
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,25,145
ENSG00000142910.15,chr1,31576595,31579203,ES,False,33,251
ENSG00000142910.15,chr1,31585876,31586709,IR,False,279,316
ENSG00000142910.15,chr1,31576507,31576595,TSS,True,104,363
ENSG00000142910.15,chr1,31576514,31577458,TSS,True,318,363
