gene,chr,start,end,splice_type,novel,ovary_ENCFF583MSU_in_cov,ovary_ENCFF583MSU_total_cov
ENSG00000129460.15,chr14,23475778,23476028,IR,False,115,145
ENSG00000129460.15,chr14,23477356,23477502,IR,False,133,149
ENSG00000129460.15,chr14,23477560,23478006,IR,False,118,144
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,20,155
ENSG00000129460.15,chr14,23478006,23478197,PAS,True,37,155
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,23,173
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,38,226
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,197,226
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,13,112
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,71,113
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,110,123
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,23,123
ENSG00000165533.18,chr14,88841196,88843805,ES,False,66,206
ENSG00000119725.18,chr14,73921105,73923394,ES,False,113,522
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,72,536
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,35,114
ENSG00000100603.13,chr14,77731063,77731129,PAS,True,85,110
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,16,114
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,110,386
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,187,276
ENSG00000100650.15,chr14,69769251,69770466,IR,False,221,388
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,229,416
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,306,416
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,327,416
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,165,411
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,278,411
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,168,815
ENSG00000196136.17,chr14,94612443,94614433,5AS,False,215,1042
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,381,1218
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,1001,1218
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,1086,1218
ENSG00000185650.9,chr14,68787661,68788809,PAS,False,149,171
ENSG00000185650.9,chr14,68792881,68793067,TSS,True,125,171
ENSG00000119688.20,chr14,74286529,74286700,IR,False,100,151
ENSG00000119688.20,chr14,74289519,74290290,ES,False,32,147
ENSG00000119688.20,chr14,74292869,74295147,ES,False,29,136
ENSG00000119688.20,chr14,74298069,74302874,ES,True,16,130
ENSG00000119688.20,chr14,74299675,74302874,ES,False,39,101
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,93,192
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,141,192
ENSG00000119688.20,chr14,74294049,74295198,PAS,True,153,181
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,39,195
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,93,547
ENSG00000100823.11,chr14,20455338,20455577,IR,False,93,114
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,239,677
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,583,677
ENSG00000165819.11,chr14,21499137,21499305,IR,False,62,160
ENSG00000165819.11,chr14,21499371,21499491,IR,False,60,160
ENSG00000165819.11,chr14,21501824,21503172,3AS,False,18,147
ENSG00000092330.16,chr14,24240155,24240262,IR,False,49,434
ENSG00000092330.16,chr14,24240330,24240418,IR,False,55,432
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,64,432
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,269,317
ENSG00000092148.12,chr14,31154720,31157010,PAS,True,305,347
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,73,347
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,100,370
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,321,370
ENSG00000100445.17,chr14,24441795,24442177,5AS,False,230,269
ENSG00000100445.17,chr14,24441795,24442177,IR,False,230,257
ENSG00000100445.17,chr14,24442260,24442345,IR,False,169,308
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,264,337
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,255,337
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,230,337
ENSG00000100504.16,chr14,50905216,50905556,PAS,True,17,127
ENSG00000090060.17,chr14,96556174,96558612,PAS,True,186,210
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,174,209
ENSG00000090060.17,chr14,96547796,96547917,PAS,True,157,210
ENSG00000100926.14,chr14,24192356,24192647,IR,True,276,379
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,128,410
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,303,406
ENSG00000100968.13,chr14,24376878,24377637,IR,False,51,144
ENSG00000100968.13,chr14,24369496,24370594,TSS,True,114,158
ENSG00000100968.13,chr14,24377637,24379601,PAS,True,94,151
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,89,130
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,49,130
ENSG00000092020.10,chr14,35110629,35121901,ES,False,53,107
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,14,109
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,97,109
ENSG00000050130.17,chr14,59484593,59486712,5AS,False,101,113
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,26,132
ENSG00000050130.17,chr14,59484184,59484593,TSS,True,16,155
ENSG00000089737.16,chr14,94048289,94051462,PAS,True,36,285
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,55,285
ENSG00000032219.18,chr14,58347646,58351107,PAS,True,107,168
ENSG00000032219.18,chr14,58351072,58351303,PAS,True,75,168
ENSG00000165525.17,chr14,49852694,49853081,TSS,True,15,100
ENSG00000072110.13,chr14,68877240,68879961,ME,False,120,213
ENSG00000072110.13,chr14,68874119,68875017,PAS,False,45,286
ENSG00000072110.13,chr14,68901188,68902562,PAS,False,216,245
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,70,287
ENSG00000165516.10,chr14,49779675,49779747,IR,False,223,252
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,56,152
ENSG00000183576.12,chr14,99465702,99465816,TSS,True,118,152
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,54,289
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,21,104
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,22,106
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,85,106
ENSG00000165792.17,chr14,20990077,20990229,IR,False,123,147
ENSG00000165792.17,chr14,20990383,20990463,IR,False,135,152
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,86,152
ENSG00000165792.17,chr14,20994901,20995164,IR,False,113,150
ENSG00000165792.17,chr14,20996711,20996784,IR,False,76,144
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,30,153
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,77,153
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,85,153
ENSG00000119723.16,chr14,73953569,73955804,ES,False,21,120
ENSG00000119723.16,chr14,73958277,73958970,IR,False,74,101
ENSG00000119723.16,chr14,73950221,73950495,TSS,False,21,135
ENSG00000213741.10,chr14,49577320,49577853,PAS,False,110,128
ENSG00000213741.10,chr14,49583571,49583675,PAS,True,28,128
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,182,567
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,481,567
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,26,120
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,50,120
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,91,120
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,68,107
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,24,108
ENSG00000134201.11,chr1,109711734,109711827,TSS,False,205,229
ENSG00000134201.11,chr1,109711745,109712348,TSS,True,37,229
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,26,226
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,61,270
ENSG00000143845.14,chr1,204146764,204151594,ES,True,30,293
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,113,485
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,372,482
ENSG00000213366.12,chr1,109669571,109671286,5AS,False,46,127
ENSG00000213366.12,chr1,109668019,109668151,TSS,True,23,140
ENSG00000132716.18,chr1,160240370,160261284,ES,False,18,125
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,16,134
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,126,197
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,90,186
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,139,203
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,173,203
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,141,203
ENSG00000130766.4,chr1,28259474,28259937,TSS,False,44,341
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,80,204
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,170,204
ENSG00000177000.12,chr1,11800322,11801160,IR,False,43,104
ENSG00000177000.12,chr1,11785722,11790898,PAS,True,72,110
ENSG00000177000.12,chr1,11799633,11801399,PAS,True,55,107
ENSG00000177000.12,chr1,11802880,11805907,TSS,True,91,137
ENSG00000177000.12,chr1,11803404,11803586,TSS,True,91,137
ENSG00000116212.14,chr1,53946549,53951985,ES,False,73,136
ENSG00000162599.15,chr1,61406727,61455302,ES,False,48,112
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,84,137
ENSG00000162599.15,chr1,61406561,61406727,TSS,False,108,134
ENSG00000204859.12,chr1,6580049,6580540,5AS,False,49,154
ENSG00000204859.12,chr1,6580070,6580540,5AS,False,44,105
ENSG00000204859.12,chr1,6586030,6586694,3AS,True,122,139
ENSG00000204859.12,chr1,6579993,6580136,TSS,True,109,173
ENSG00000204859.12,chr1,6579942,6580049,TSS,False,123,173
ENSG00000204859.12,chr1,6579964,6580070,TSS,True,128,173
ENSG00000169418.9,chr1,153678441,153679829,TSS,False,55,129
ENSG00000169418.9,chr1,153693351,153694088,PAS,False,15,128
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,108,549
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,94,562
ENSG00000004455.16,chr1,33024567,33036735,ES,False,118,140
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,33,149
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,121,145
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,18,159
ENSG00000223745.7,chr1,93338107,93339274,PAS,True,39,111
ENSG00000223745.7,chr1,93261894,93264772,PAS,True,90,112
ENSG00000223745.7,chr1,93345723,93346330,TSS,False,16,112
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,400,1413
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,113,242
ENSG00000137959.15,chr1,78620159,78620571,TSS,True,15,106
ENSG00000117410.13,chr1,43975107,43976089,ES,False,12,108
ENSG00000160688.18,chr1,154983397,154983841,IR,False,85,106
ENSG00000160688.18,chr1,154988849,154990158,ES,False,45,105
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,32,121
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,97,121
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,23,118
ENSG00000134245.17,chr1,112508756,112509444,TSS,False,24,146
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,80,232
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,208,255
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,162,255
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,174,255
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,234,296
ENSG00000116260.16,chr1,180196599,180197332,IR,False,234,295
ENSG00000116260.16,chr1,180196890,180197332,IR,False,56,117
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,232,407
ENSG00000116260.16,chr1,180182171,180182319,TSS,True,309,404
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,294,355
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,105,401
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,50,111
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,78,135
ENSG00000158864.12,chr1,161213921,161214155,IR,False,742,860
ENSG00000158864.12,chr1,161214155,161214399,PAS,True,126,863
ENSG00000158864.12,chr1,161213863,161214403,PAS,True,753,863
ENSG00000162419.12,chr1,28668839,28683585,3AS,False,17,101
ENSG00000162419.12,chr1,28683740,28690103,3AS,False,49,119
ENSG00000162419.12,chr1,28668708,28668839,TSS,True,25,126
ENSG00000162419.12,chr1,28683581,28683740,TSS,True,109,126
ENSG00000007923.15,chr1,6634158,6635700,PAS,True,26,237
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,26,240
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,67,635
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,93,170
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,458,519
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,97,519
ENSG00000116521.10,chr1,155260659,155262085,ES,False,38,155
ENSG00000116521.10,chr1,155255977,155256419,PAS,True,23,187
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,21,183
ENSG00000143801.16,chr1,226870649,226875364,ES,False,60,255
ENSG00000143801.16,chr1,226891361,226891745,3AS,False,109,338
ENSG00000143801.16,chr1,226870509,226870649,TSS,True,89,347
ENSG00000143801.16,chr1,226870639,226871404,TSS,True,300,347
ENSG00000143125.5,chr1,110451145,110451288,TSS,False,33,306
ENSG00000117228.9,chr1,89051521,89053468,PAS,True,46,115
ENSG00000117228.9,chr1,89055133,89055215,PAS,True,92,115
ENSG00000117228.9,chr1,89054680,89054875,PAS,True,102,115
ENSG00000117228.9,chr1,89065159,89065359,TSS,True,12,115
ENSG00000234741.7,chr1,173864075,173864256,IR,False,427,480
ENSG00000234741.7,chr1,173864304,173864483,IR,False,364,491
ENSG00000234741.7,chr1,173864304,173864674,IR,False,20,140
ENSG00000234741.7,chr1,173864506,173864674,IR,False,361,491
ENSG00000234741.7,chr1,173864704,173865228,IR,False,393,508
ENSG00000234741.7,chr1,173865282,173865470,IR,False,188,288
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,221,409
ENSG00000234741.7,chr1,173865282,173865509,IR,False,221,321
ENSG00000234741.7,chr1,173866567,173866760,IR,False,431,510
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,91,518
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,266,483
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,244,472
ENSG00000215790.7,chr1,1719315,1719455,PAS,True,71,105
ENSG00000215790.7,chr1,1745723,1746373,TSS,True,30,105
ENSG00000117525.13,chr1,94530596,94533089,ES,False,99,848
ENSG00000117525.13,chr1,94540368,94541536,ES,False,678,771
ENSG00000117525.13,chr1,94541066,94541536,IR,True,83,149
ENSG00000117525.13,chr1,94541536,94541851,TSS,True,115,886
ENSG00000188976.10,chr1,944800,945056,5AS,False,157,268
ENSG00000188976.10,chr1,959214,960041,TSS,True,43,278
ENSG00000174348.13,chr1,53061729,53062308,TSS,True,143,305
ENSG00000174348.13,chr1,53082089,53082188,TSS,True,200,227
ENSG00000174348.13,chr1,53084512,53085501,PAS,True,92,276
ENSG00000174348.13,chr1,53072932,53073756,PAS,False,167,208
ENSG00000090686.15,chr1,21721163,21721649,3AS,False,53,181
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,32,185
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,91,220
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,167,220
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,53,323
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,278,322
ENSG00000117122.13,chr1,16975342,16975642,IR,True,196,228
ENSG00000117122.13,chr1,16975730,16976500,IR,True,123,221
ENSG00000117122.13,chr1,16976545,16976707,IR,True,188,223
ENSG00000117122.13,chr1,16976794,16976896,IR,False,139,219
ENSG00000117122.13,chr1,16976923,16978236,ES,True,37,211
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,19,176
ENSG00000117122.13,chr1,16978314,16980622,5AS,True,52,164
ENSG00000117122.13,chr1,16980586,16980812,TSS,True,72,233
ENSG00000117122.13,chr1,16980622,16980659,TSS,True,181,233
ENSG00000116809.11,chr1,15975982,15976135,TSS,True,26,113
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,16,116
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,101,115
ENSG00000116489.12,chr1,112619160,112619883,TSS,True,21,117
ENSG00000116489.12,chr1,112669991,112672750,PAS,True,12,113
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,44,111
ENSG00000153187.19,chr1,244853660,244856158,PAS,True,87,105
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,84,117
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,611,839
ENSG00000162735.18,chr1,160283109,160285054,ES,False,79,164
ENSG00000142632.16,chr1,16205176,16205350,IR,True,94,105
ENSG00000142632.16,chr1,16206947,16207450,TSS,True,61,106
ENSG00000142632.16,chr1,16206179,16206558,TSS,True,48,106
ENSG00000077549.17,chr1,19338774,19339617,PAS,True,95,886
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,163,886
ENSG00000117280.12,chr1,205771653,205774832,ES,False,25,115
ENSG00000117280.12,chr1,205774832,205775478,TSS,True,101,154
ENSG00000117280.12,chr1,205775272,205775474,TSS,True,111,154
ENSG00000117280.12,chr1,205775373,205775482,TSS,True,120,154
ENSG00000117280.12,chr1,205775401,205775479,TSS,True,137,154
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,88,155
ENSG00000162458.12,chr1,15765233,15770408,ES,False,30,176
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,65,220
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,92,871
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,78,112
ENSG00000116353.15,chr1,29192767,29194179,PAS,True,34,145
ENSG00000116353.15,chr1,29199214,29200589,PAS,True,121,144
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,55,144
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,37,166
ENSG00000186501.14,chr1,27330804,27332069,ES,False,216,242
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,14,105
ENSG00000224870.6,chr1,1399685,1400157,IR,False,43,176
ENSG00000224870.6,chr1,1399689,1400157,IR,False,35,167
ENSG00000224870.6,chr1,1400249,1400604,5AS,True,16,154
ENSG00000224870.6,chr1,1400303,1400604,IR,False,138,194
ENSG00000224870.6,chr1,1399522,1399685,TSS,True,173,216
ENSG00000224870.6,chr1,1399521,1399689,TSS,True,179,216
ENSG00000224870.6,chr1,1399519,1400303,TSS,True,152,216
ENSG00000224870.6,chr1,1400604,1402040,PAS,False,57,212
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,46,397
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,68,140
ENSG00000160752.14,chr1,155318291,155318664,IR,True,139,157
ENSG00000160752.14,chr1,155318753,155318855,IR,False,139,156
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,19,161
ENSG00000066136.20,chr1,40769415,40770708,3AS,False,180,208
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,45,230
ENSG00000066136.20,chr1,40770396,40771603,PAS,True,202,230
ENSG00000081692.12,chr1,227733027,227733413,IR,False,137,153
ENSG00000081692.12,chr1,227735011,227735313,TSS,True,44,194
ENSG00000158859.9,chr1,161189730,161191564,PAS,False,26,102
ENSG00000158859.9,chr1,161197994,161199592,TSS,True,59,111
ENSG00000158062.20,chr1,26284482,26285463,IR,False,100,239
ENSG00000158062.20,chr1,26294331,26306591,ES,True,21,209
ENSG00000158062.20,chr1,26298062,26301693,ES,False,100,121
ENSG00000158062.20,chr1,26298062,26306591,ES,False,82,202
ENSG00000158062.20,chr1,26301722,26306591,ES,False,45,121
ENSG00000163374.19,chr1,155659443,155660913,PAS,True,25,103
ENSG00000163374.19,chr1,155688658,155688777,TSS,False,45,113
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,253,316
ENSG00000067334.13,chr1,93873119,93873214,PAS,True,269,315
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,128,307
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,211,313
ENSG00000116729.13,chr1,68124864,68126335,PAS,True,109,313
ENSG00000178028.13,chr1,44213527,44213708,IR,False,159,227
ENSG00000178028.13,chr1,44213527,44213748,3AS,False,20,195
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,88,283
ENSG00000178028.13,chr1,44213464,44213858,TSS,True,215,283
ENSG00000126709.14,chr1,27668535,27669244,5AS,False,90,105
ENSG00000127472.10,chr1,20028709,20068872,ES,True,29,152
ENSG00000127472.10,chr1,20069032,20084820,ES,False,82,152
ENSG00000127472.10,chr1,20086227,20089788,ES,False,91,104
ENSG00000127472.10,chr1,20086227,20090567,ES,True,58,163
ENSG00000127472.10,chr1,20028204,20028709,TSS,True,32,201
ENSG00000127472.10,chr1,20090567,20091909,PAS,True,19,182
ENSG00000117298.15,chr1,21217246,21220131,PAS,True,24,140
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,158,222
ENSG00000171163.15,chr1,248855635,248855724,IR,False,97,129
ENSG00000171163.15,chr1,248855946,248856372,5AS,False,16,115
ENSG00000171163.15,chr1,248857497,248857827,IR,False,71,118
ENSG00000171163.15,chr1,248857859,248858130,IR,False,88,125
ENSG00000171163.15,chr1,248858917,248859144,TSS,True,17,147
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,350,2604
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,169,211
ENSG00000126088.13,chr1,45013215,45013291,IR,False,192,225
ENSG00000126088.13,chr1,45013791,45013908,IR,False,191,230
ENSG00000126088.13,chr1,45014070,45014438,IR,False,201,231
ENSG00000126088.13,chr1,45014576,45014735,IR,False,203,231
ENSG00000116667.13,chr1,184386965,184387368,TSS,True,17,126
ENSG00000188643.10,chr1,153612951,153613170,TSS,True,29,203
ENSG00000188643.10,chr1,153608898,153609036,TSS,True,180,203
ENSG00000069702.10,chr1,91680342,91683857,PAS,True,16,115
ENSG00000069702.10,chr1,91729804,91729975,TSS,True,101,129
ENSG00000069702.10,chr1,91713529,91713594,TSS,True,106,122
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,45,410
ENSG00000143612.20,chr1,154212624,154214456,ES,False,75,588
ENSG00000143612.20,chr1,154214574,154220341,ES,False,135,578
ENSG00000117143.13,chr1,162561477,162561777,TSS,True,11,103
ENSG00000162576.16,chr1,1354232,1354353,IR,False,107,121
ENSG00000162576.16,chr1,1354681,1355147,TSS,True,72,139
ENSG00000162576.16,chr1,1355243,1355557,TSS,True,119,139
ENSG00000162576.16,chr1,1355449,1355904,TSS,False,115,139
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,59,105
ENSG00000134644.15,chr1,30953981,30965981,ES,False,24,101
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,53,121
ENSG00000157916.19,chr1,2391958,2395783,ES,False,191,216
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,71,288
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,103,507
ENSG00000171793.14,chr1,41008714,41008793,IR,False,111,126
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,22,151
ENSG00000171793.14,chr1,41011657,41013641,PAS,True,30,150
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,32,152
ENSG00000143742.12,chr1,225783368,225789239,ES,False,531,642
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,100,954
ENSG00000121310.16,chr1,52896597,52899173,ES,False,40,283
ENSG00000121310.16,chr1,52905090,52907867,ES,False,156,223
ENSG00000121310.16,chr1,52907762,52907867,IR,True,27,110
ENSG00000121310.16,chr1,52911790,52913894,3AS,False,76,198
ENSG00000121310.16,chr1,52911790,52921552,ES,False,128,195
ENSG00000121310.16,chr1,52911790,52921552,3AS,True,128,249
ENSG00000121310.16,chr1,52912021,52921552,ES,True,12,119
ENSG00000121310.16,chr1,52914095,52921552,ES,False,178,200
ENSG00000121310.16,chr1,52894955,52896597,PAS,True,175,463
ENSG00000121310.16,chr1,52906782,52907954,PAS,True,338,421
ENSG00000121310.16,chr1,52921552,52921860,TSS,False,124,463
ENSG00000037637.10,chr1,16246839,16251785,PAS,True,22,158
ENSG00000116539.12,chr1,155521618,155562778,ES,True,140,172
ENSG00000116539.12,chr1,155562778,155562855,TSS,False,118,291
ENSG00000116539.12,chr1,155562152,155562788,TSS,True,240,291
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,23,225
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,335,474
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,207,479
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,117,131
ENSG00000279457.4,chr1,187287,187379,5AS,True,53,330
ENSG00000279457.4,chr1,199836,200549,TSS,True,109,332
ENSG00000279457.4,chr1,195262,195419,TSS,False,248,332
ENSG00000055070.16,chr1,16367308,16393230,3AS,False,78,139
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,48,199
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,173,199
ENSG00000157978.11,chr1,25543572,25543786,TSS,False,79,126
ENSG00000116754.13,chr1,70228555,70232267,ES,False,117,190
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,221,255
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,95,255
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,138,239
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,211,251
ENSG00000116754.13,chr1,70237424,70237556,PAS,True,210,237
ENSG00000131779.10,chr1,145918632,145918838,TSS,False,21,204
ENSG00000058799.14,chr1,53852270,53860055,ES,False,60,147
ENSG00000058799.14,chr1,53888986,53889712,ES,False,89,136
ENSG00000159479.16,chr1,43363201,43364137,PAS,True,190,213
ENSG00000159479.16,chr1,43383906,43385106,PAS,True,40,212
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,49,464
ENSG00000220785.7,chr1,32235113,32239868,ES,False,30,107
ENSG00000220785.7,chr1,32241136,32241710,TSS,True,99,129
ENSG00000220785.7,chr1,32239868,32241846,TSS,True,82,129
ENSG00000220785.7,chr1,32241406,32242522,TSS,True,91,129
ENSG00000116194.12,chr1,178849709,178851316,PAS,True,18,115
ENSG00000116194.12,chr1,178869113,178869316,TSS,True,75,115
ENSG00000116194.12,chr1,178870740,178871105,TSS,True,47,115
ENSG00000077254.14,chr1,77741748,77759642,ES,False,95,110
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,89,132
ENSG00000077254.14,chr1,77722216,77723443,PAS,True,98,130
ENSG00000077254.14,chr1,77725621,77725762,PAS,True,111,130
ENSG00000077254.14,chr1,77759642,77759902,TSS,True,24,134
ENSG00000117748.9,chr1,27914433,27914762,TSS,False,67,492
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,50,282
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,149,743
ENSG00000132781.17,chr1,45332310,45332390,IR,True,110,127
ENSG00000132781.17,chr1,45332488,45332573,IR,True,114,127
ENSG00000132781.17,chr1,45332687,45332762,IR,False,108,125
ENSG00000132781.17,chr1,45332834,45332917,IR,False,92,114
ENSG00000132781.17,chr1,45332959,45333096,IR,False,85,111
ENSG00000132781.17,chr1,45333170,45333284,IR,False,94,114
ENSG00000132781.17,chr1,45333497,45334390,3AS,False,27,120
ENSG00000132781.17,chr1,45339975,45340414,TSS,True,103,131
ENSG00000132781.17,chr1,45340218,45340477,TSS,True,68,131
ENSG00000132781.17,chr1,45339898,45339980,TSS,True,109,131
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,171,240
