gene,chr,start,end,splice_type,novel,IMR-90_ENCFF545PJV_in_cov,IMR-90_ENCFF545PJV_total_cov
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,21,143
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,30,144
ENSG00000032444.16,chr19,7541450,7541684,TSS,True,101,113
ENSG00000032444.16,chr19,7541980,7542670,TSS,True,87,113
ENSG00000032444.16,chr19,7549903,7550112,TSS,True,97,113
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,78,152
ENSG00000133243.8,chr19,1997343,1998286,TSS,True,117,152
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,499,2026
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,46,247
ENSG00000099817.11,chr19,1089883,1089958,TSS,True,221,247
ENSG00000105401.8,chr19,10395343,10395434,IR,False,177,209
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,119,316
ENSG00000197256.10,chr19,11197484,11197587,TSS,True,80,118
ENSG00000197256.10,chr19,11174472,11174896,TSS,True,98,110
ENSG00000197256.10,chr19,11192830,11194039,TSS,True,100,115
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,145,492
ENSG00000167468.16,chr19,1105744,1105809,TSS,True,436,489
ENSG00000105058.11,chr19,16185516,16185623,IR,False,118,142
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,29,147
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,123,147
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,37,194
ENSG00000126457.21,chr19,49677316,49680486,ES,False,167,189
ENSG00000126457.21,chr19,49677169,49677316,TSS,False,23,215
ENSG00000099783.11,chr19,8465362,8465479,IR,False,50,161
ENSG00000099783.11,chr19,8474244,8485602,ES,False,45,162
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,24,184
ENSG00000165629.19,chr10,7796155,7798989,ES,True,17,160
ENSG00000165629.19,chr10,7802854,7807658,ES,False,84,179
ENSG00000099290.16,chr10,50067890,50068008,TSS,True,17,102
ENSG00000099290.16,chr10,50132805,50133510,PAS,True,36,101
ENSG00000099290.16,chr10,50130900,50131074,PAS,True,89,101
ENSG00000015171.19,chr10,210048,236837,ES,False,13,110
ENSG00000015171.19,chr10,134876,135302,TSS,False,104,118
ENSG00000015171.19,chr10,135381,135559,TSS,True,37,118
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,26,153
ENSG00000154473.17,chr10,123154277,123154485,TSS,True,23,166
ENSG00000154473.17,chr10,123154278,123155112,TSS,True,148,166
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,34,163
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,140,166
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,62,225
ENSG00000148700.14,chr10,110005757,110006151,TSS,False,195,225
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,76,230
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,40,158
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,132,158
ENSG00000123240.16,chr10,13100302,13109111,ES,False,94,111
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,26,118
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,26,138
ENSG00000123240.16,chr10,13136744,13138308,PAS,True,14,131
ENSG00000198873.11,chr10,119207616,119207969,TSS,False,34,104
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,55,106
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,88,106
ENSG00000107796.13,chr10,88948953,88991021,5AS,False,32,132
ENSG00000107796.13,chr10,88990938,88991345,TSS,True,608,708
ENSG00000107796.13,chr10,88952730,88952817,TSS,True,212,705
ENSG00000138326.19,chr10,78033751,78033904,TSS,False,90,129
ENSG00000138326.19,chr10,78037198,78037304,TSS,True,47,127
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,85,250
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,25,154
ENSG00000150593.17,chr10,110871754,110872018,TSS,True,17,169
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,60,316
ENSG00000172661.18,chr10,45757139,45763387,ES,True,40,117
ENSG00000172661.18,chr10,45790355,45790499,PAS,True,105,121
ENSG00000172661.18,chr10,45792260,45792968,PAS,True,26,121
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,30,120
ENSG00000166033.12,chr10,122461426,122462124,TSS,False,58,307
ENSG00000151465.13,chr10,12195956,12196319,TSS,True,13,102
ENSG00000171307.18,chr10,97446053,97446353,TSS,True,16,112
ENSG00000019995.6,chr10,124916851,124917272,TSS,True,11,108
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,54,344
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,44,112
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,145,305
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,251,282
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,215,271
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,54,308
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,41,390
ENSG00000148484.17,chr10,16782084,16817314,ES,False,49,197
ENSG00000148484.17,chr10,16817084,16817314,IR,True,149,175
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,37,235
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,209,235
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,112,636
ENSG00000188690.13,chr10,125823028,125823288,TSS,True,17,105
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,77,383
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,41,305
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,24,117
ENSG00000122861.15,chr10,73911102,73911218,TSS,True,311,1450
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,61,106
ENSG00000148634.15,chr10,68075143,68075408,TSS,True,38,160
ENSG00000173915.15,chr10,103396408,103396490,TSS,True,22,125
ENSG00000173915.15,chr10,103392190,103392273,TSS,True,110,125
ENSG00000076685.18,chr10,103101326,103105705,ES,False,86,105
ENSG00000076685.18,chr10,103193235,103194278,TSS,True,63,121
ENSG00000076685.18,chr10,103174857,103174983,TSS,False,100,121
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,56,188
ENSG00000067082.14,chr10,3779590,3780105,IR,True,97,110
ENSG00000067082.14,chr10,3780229,3781640,IR,True,96,109
ENSG00000067082.14,chr10,3776552,3779590,PAS,True,13,112
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,37,141
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,105,500
ENSG00000169826.7,chr10,43137842,43138567,TSS,False,18,108
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,52,202
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,181,202
ENSG00000119938.8,chr10,91632955,91633070,TSS,False,17,131
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,25,127
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,107,130
ENSG00000122359.17,chr10,80172869,80205342,ES,False,37,137
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,135,272
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,214,271
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,222,271
ENSG00000198682.12,chr10,87659620,87660008,TSS,True,48,247
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,235,2065
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,325,2130
ENSG00000122884.12,chr10,73030370,73046924,ME,False,257,577
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,615,1604
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,356,1882
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,235,300
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,68,301
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,458,662
ENSG00000150347.15,chr10,62048884,62049483,TSS,False,83,251
ENSG00000150347.15,chr10,62085701,62085902,PAS,True,137,204
ENSG00000150347.15,chr10,62072675,62074958,PAS,True,159,204
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,134,149
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,171,306
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,248,306
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,243,306
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,29,171
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,220,258
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,55,250
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,58,120
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,30,128
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,107,128
ENSG00000065809.13,chr10,14604239,14604450,TSS,True,14,112
ENSG00000087303.17,chr14,52015053,52015262,TSS,True,279,315
ENSG00000087303.17,chr14,52019060,52019243,TSS,True,259,315
ENSG00000087303.17,chr14,52038746,52038825,TSS,False,260,320
ENSG00000087303.17,chr14,52029546,52029744,TSS,True,278,320
ENSG00000087303.17,chr14,52068766,52069103,TSS,True,281,329
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,101,373
ENSG00000100664.10,chr14,103334236,103334597,TSS,True,313,373
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,262,364
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,142,367
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,161,244
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,116,151
ENSG00000197102.11,chr14,102040631,102041734,TSS,False,125,151
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,96,231
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,131,233
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,129,229
ENSG00000100911.15,chr14,24146533,24147264,TSS,True,18,110
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,31,114
ENSG00000139926.15,chr14,51701135,51702511,5AS,False,87,200
ENSG00000139926.15,chr14,51651855,51651996,TSS,False,68,239
ENSG00000131981.15,chr14,55129179,55129300,TSS,True,34,270
ENSG00000140092.14,chr14,91936946,91937186,TSS,True,217,315
ENSG00000140092.14,chr14,91947212,91947944,TSS,True,174,315
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,11,108
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,223,321
ENSG00000092199.17,chr14,21234229,21269297,ES,False,117,314
ENSG00000184887.13,chr14,105249085,105249156,IR,False,112,138
ENSG00000184887.13,chr14,105249247,105249359,IR,False,124,144
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,45,146
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,122,146
ENSG00000073712.14,chr14,52856948,52858550,PAS,True,32,148
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,88,149
ENSG00000073712.14,chr14,52893292,52893325,TSS,False,59,122
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,77,133
ENSG00000197119.12,chr14,100293293,100294740,TSS,True,113,126
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,19,123
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,18,128
ENSG00000100528.11,chr14,54441246,54441429,TSS,True,13,114
ENSG00000100804.18,chr14,23034683,23035145,TSS,True,25,212
ENSG00000100711.13,chr14,103715760,103715979,TSS,True,13,128
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,85,113
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,18,131
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,15,127
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,98,179
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,89,176
ENSG00000100568.10,chr14,67674374,67674899,TSS,True,15,106
ENSG00000214548.16,chr14,100829749,100832511,ES,False,106,125
ENSG00000214548.16,chr14,100829749,100832511,5AS,True,106,118
ENSG00000214548.16,chr14,100829749,100836166,ME,False,105,397
ENSG00000214548.16,chr14,100829749,100836166,ES,False,94,528
ENSG00000214548.16,chr14,100829749,100836166,5AS,False,94,155
ENSG00000214548.16,chr14,100835879,100836166,5AS,False,116,162
ENSG00000214548.16,chr14,100835879,100836166,IR,False,116,146
ENSG00000214548.16,chr14,100826114,100826217,TSS,True,352,970
ENSG00000214548.16,chr14,100831574,100835879,TSS,True,781,888
ENSG00000214548.16,chr14,100829033,100832098,PAS,True,561,629
ENSG00000214548.16,chr14,100860690,100861026,PAS,True,175,877
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,176,286
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,236,276
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,85,200
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,109,174
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,185,293
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,234,291
ENSG00000140105.17,chr14,100361921,100375282,ES,False,79,580
ENSG00000140105.17,chr14,100361921,100376259,ES,False,30,224
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,775,999
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,434,999
ENSG00000126777.17,chr14,55580354,55612018,ES,False,142,164
ENSG00000126777.17,chr14,55661612,55667240,ES,False,64,113
ENSG00000126777.17,chr14,55673012,55675834,ES,False,85,108
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,22,188
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,81,188
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,147,173
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,86,278
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,17,105
ENSG00000140044.12,chr14,75427983,75428252,TSS,True,30,135
ENSG00000154001.13,chr14,63376108,63382070,5AS,False,13,107
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,25,120
ENSG00000154001.13,chr14,63371364,63376108,PAS,True,13,120
ENSG00000154001.13,chr14,63379826,63382157,PAS,True,107,120
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,48,278
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,236,278
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,53,102
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,93,113
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,39,113
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,44,323
ENSG00000179933.5,chr14,23095502,23095619,TSS,True,17,112
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,16,101
ENSG00000168398.6,chr14,96204959,96237073,3AS,False,38,210
ENSG00000168398.6,chr14,96204727,96204959,TSS,True,106,316
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,57,147
ENSG00000075413.17,chr14,103498528,103502881,ES,False,61,133
ENSG00000075413.17,chr14,103502881,103503836,PAS,True,26,172
ENSG00000168282.5,chr14,49621048,49621245,IR,True,15,116
ENSG00000168282.5,chr14,49620776,49621048,TSS,True,101,118
ENSG00000168282.5,chr14,49621245,49623319,PAS,True,103,118
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,134,639
ENSG00000198668.10,chr14,90404688,90408264,PAS,True,91,608
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,35,120
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,94,112
ENSG00000100926.14,chr14,24192356,24192647,IR,True,113,139
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,32,150
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,110,136
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,37,156
ENSG00000119681.11,chr14,74502652,74502881,TSS,True,76,131
ENSG00000156411.9,chr14,103921469,103921573,TSS,True,26,106
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,15,115
ENSG00000125378.15,chr14,53956549,53956874,TSS,True,84,127
ENSG00000125378.15,chr14,53953275,53953458,TSS,True,84,127
ENSG00000125378.15,chr14,53956758,53956841,TSS,False,112,127
ENSG00000072110.13,chr14,68877240,68879961,ME,False,426,981
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,332,1195
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,42,110
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,95,110
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,43,100
ENSG00000066629.17,chr14,99737687,99737860,TSS,True,90,138
ENSG00000066629.17,chr14,99793097,99793543,TSS,True,56,138
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,107,447
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,352,446
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,23,178
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,133,178
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,60,178
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,24,132
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,21,132
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,325,2253
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,1992,2250
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,78,123
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,33,217
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,183,213
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,21,137
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,20,128
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,16,102
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,27,151
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,123,144
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,103,160
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,127,160
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,124,160
ENSG00000188157.14,chr1,1048010,1048365,TSS,True,111,141
ENSG00000188157.14,chr1,1051251,1051369,TSS,True,97,141
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,58,240
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,211,239
ENSG00000084636.17,chr1,31668855,31671614,ES,False,59,138
ENSG00000084636.17,chr1,31679685,31680041,ES,False,39,126
ENSG00000084636.17,chr1,31703836,31704526,TSS,True,113,165
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,44,227
ENSG00000143164.15,chr1,168004793,168038370,ES,False,77,104
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,17,109
ENSG00000143164.15,chr1,167993223,167993440,TSS,True,97,109
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,18,106
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,90,106
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,679,826
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,273,826
ENSG00000004455.16,chr1,33024567,33036735,ES,False,91,105
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,38,117
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,82,105
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,17,122
ENSG00000142634.12,chr1,15409879,15410279,TSS,True,22,106
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,49,131
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,108,127
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,39,111
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,28,130
ENSG00000117410.13,chr1,43975107,43976089,ES,False,23,104
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,98,303
ENSG00000160691.18,chr1,154962283,154963931,PAS,False,34,331
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,298,389
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,227,389
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,45,120
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,79,120
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,3412,4292
ENSG00000116260.16,chr1,180196599,180197332,IR,False,3412,4555
ENSG00000116260.16,chr1,180196890,180197332,IR,False,803,1946
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,4070,7091
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,3848,4989
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,2649,6939
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,18,108
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,93,170
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,102,361
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,54,229
ENSG00000116251.10,chr1,6197651,6199556,TSS,True,204,229
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,93,122
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,76,122
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,96,122
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,43,306
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,19,171
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,12,114
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,180,298
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,19,138
ENSG00000126698.10,chr1,28200280,28201370,PAS,True,19,163
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,183,208
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,62,208
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,16,111
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,14,111
ENSG00000234741.7,chr1,173864075,173864256,IR,False,145,167
ENSG00000234741.7,chr1,173864304,173864483,IR,False,137,161
ENSG00000234741.7,chr1,173864506,173864674,IR,False,138,161
ENSG00000234741.7,chr1,173864704,173865228,IR,False,147,165
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,75,148
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,28,173
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,156,271
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,126,270
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,260,474
ENSG00000135862.5,chr1,183142533,183145592,PAS,False,62,321
ENSG00000135862.5,chr1,183137668,183140265,PAS,True,284,318
ENSG00000117525.13,chr1,94540368,94541536,5AS,True,454,587
ENSG00000117525.13,chr1,94541536,94541851,TSS,True,171,631
ENSG00000117525.13,chr1,94540571,94541757,TSS,True,497,631
ENSG00000188976.10,chr1,944800,945056,5AS,False,183,271
ENSG00000188976.10,chr1,959214,960041,TSS,True,43,295
ENSG00000174348.13,chr1,53061729,53062308,TSS,True,81,125
ENSG00000174348.13,chr1,53067092,53070167,TSS,True,95,123
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,17,107
ENSG00000090686.15,chr1,21678592,21679439,PAS,True,103,116
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,45,113
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,100,113
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,95,113
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,38,178
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,234,409
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,206,440
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,264,435
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,278,372
ENSG00000163479.13,chr1,156020887,156020951,TSS,False,46,229
ENSG00000163479.13,chr1,156020012,156020876,TSS,True,194,229
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,52,240
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,66,113
ENSG00000162458.12,chr1,15774636,15774796,TSS,True,85,113
ENSG00000253368.3,chr1,26994612,26999846,5AS,True,137,160
ENSG00000253368.3,chr1,26993691,26994612,TSS,False,57,192
ENSG00000253368.3,chr1,26993690,26994630,TSS,True,171,192
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,36,183
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,158,183
ENSG00000047410.13,chr1,186336400,186336694,PAS,True,89,103
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,40,102
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,28,108
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,89,108
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,50,119
ENSG00000157191.19,chr1,16451857,16452015,TSS,True,88,116
ENSG00000004487.16,chr1,23030634,23050386,ES,False,123,229
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,24,145
ENSG00000001461.16,chr1,24415379,24415904,TSS,True,32,147
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,98,120
ENSG00000116729.13,chr1,68124864,68126335,PAS,True,27,119
ENSG00000116729.13,chr1,68232193,68232566,TSS,True,20,118
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,123,250
ENSG00000162614.18,chr1,77888144,77888759,TSS,True,82,140
ENSG00000162614.18,chr1,77918135,77918273,TSS,False,92,136
ENSG00000162614.18,chr1,77926413,77926538,PAS,True,62,114
ENSG00000162614.18,chr1,77935822,77937718,PAS,True,116,133
ENSG00000162614.18,chr1,77929315,77931412,PAS,True,91,123
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,165,212
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,131,810
ENSG00000121644.18,chr1,244652943,244653355,TSS,False,57,111
ENSG00000121644.18,chr1,244691905,244692020,TSS,True,76,110
ENSG00000117385.15,chr1,42746852,42747271,5AS,False,329,387
ENSG00000162520.14,chr1,32681860,32684257,ES,False,91,226
ENSG00000188643.10,chr1,153612951,153613170,TSS,True,16,108
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,57,342
ENSG00000143612.20,chr1,154214574,154220341,ES,False,21,109
ENSG00000117143.13,chr1,162590511,162597791,ES,False,26,123
ENSG00000162576.16,chr1,1353629,1353847,IR,False,88,102
ENSG00000162576.16,chr1,1352683,1353629,PAS,True,24,112
ENSG00000162576.16,chr1,1352689,1353928,PAS,True,94,107
ENSG00000162576.16,chr1,1354681,1355147,TSS,True,472,525
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,26,195
ENSG00000157916.19,chr1,2391958,2395783,ES,False,254,293
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,254,293
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,92,385
ENSG00000117335.19,chr1,207767195,207770320,ES,False,64,185
ENSG00000117335.19,chr1,207785682,207793518,ES,False,85,195
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,16,133
ENSG00000143742.12,chr1,225783368,225789239,ES,False,168,210
ENSG00000009307.15,chr1,114736855,114737962,ES,False,692,808
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,176,878
ENSG00000009307.15,chr1,114749820,114750283,TSS,True,776,878
ENSG00000116774.11,chr1,113979442,113979630,TSS,True,82,104
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,18,177
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,151,233
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,105,232
ENSG00000116649.9,chr1,11059776,11060069,TSS,True,36,239
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,80,143
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,108,137
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,52,173
ENSG00000117411.16,chr1,43979242,43981473,TSS,True,152,173
ENSG00000176393.10,chr1,201982590,201983113,TSS,True,26,125
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,104,144
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,87,144
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,118,138
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,100,128
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,94,138
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,122,138
ENSG00000184007.20,chr1,31937986,31938382,TSS,True,39,312
ENSG00000142669.14,chr1,26280064,26280203,TSS,True,47,437
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,64,134
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,118,182
