gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_total_cov
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,94,202
ENSG00000126787.12,chr14,55151733,55151941,PAS,True,143,202
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,59,117
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,17,121
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,44,131
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,108,131
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,24,148
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,95,140
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,78,139
ENSG00000078304.19,chr14,101909588,101910397,PAS,True,105,138
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,104,204
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,180,204
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,130,203
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,577,756
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,637,722
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,178,650
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,239,278
ENSG00000080824.18,chr14,102082110,102082212,TSS,True,156,184
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,231,761
ENSG00000126804.13,chr14,64503720,64504946,TSS,True,12,103
ENSG00000140105.17,chr14,100361921,100376259,ES,False,25,160
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,73,233
ENSG00000140105.17,chr14,100346745,100346847,TSS,True,208,233
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,97,351
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,234,308
ENSG00000054654.16,chr14,63986455,63986481,PAS,True,265,307
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,176,307
ENSG00000054654.16,chr14,63980985,63981151,PAS,True,275,307
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,33,101
ENSG00000042088.13,chr14,89955997,89956800,TSS,True,89,101
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,87,101
ENSG00000100600.14,chr14,92704361,92709671,ES,False,36,322
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,33,317
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,19,163
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,99,167
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,169,188
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,44,188
ENSG00000165533.18,chr14,88841196,88843805,ES,False,34,107
ENSG00000119725.18,chr14,73921105,73923394,ES,False,63,455
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,19,146
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,122,479
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,289,357
ENSG00000100650.15,chr14,69769251,69770466,IR,False,395,490
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,211,502
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,379,502
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,434,502
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,109,499
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,438,499
ENSG00000140153.17,chr14,102140172,102208602,ES,False,18,129
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,39,148
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,117,150
ENSG00000119688.20,chr14,74286529,74286700,IR,False,120,161
ENSG00000119688.20,chr14,74289519,74290290,ES,False,17,156
ENSG00000119688.20,chr14,74292869,74295147,ES,False,25,145
ENSG00000119688.20,chr14,74298069,74300149,ES,False,50,105
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,54,174
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,133,174
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,64,504
ENSG00000100823.11,chr14,20455338,20455577,IR,False,64,106
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,174,602
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,537,602
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,31,193
ENSG00000100567.12,chr14,58271850,58272012,PAS,True,34,193
ENSG00000165819.11,chr14,21499137,21499305,IR,False,171,312
ENSG00000165819.11,chr14,21499371,21499491,IR,False,167,313
ENSG00000165819.11,chr14,21498127,21498369,PAS,True,37,360
ENSG00000092108.20,chr14,30622399,30630476,ES,False,32,173
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,37,183
ENSG00000092330.16,chr14,24240330,24240418,IR,False,15,109
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,15,109
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,96,108
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,28,108
ENSG00000100557.9,chr14,57471590,57480594,ES,False,113,134
ENSG00000100557.9,chr14,57481657,57483064,3AS,False,77,146
ENSG00000100557.9,chr14,57483151,57490988,5AS,False,49,107
ENSG00000100557.9,chr14,57469307,57471590,PAS,True,60,193
ENSG00000100557.9,chr14,57489968,57491071,PAS,True,141,183
ENSG00000100557.9,chr14,57493492,57493870,TSS,True,22,197
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,51,408
ENSG00000100926.14,chr14,24192356,24192647,IR,True,79,106
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,35,112
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,79,108
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,22,112
ENSG00000070367.15,chr14,57218034,57218068,PAS,True,28,196
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,23,211
ENSG00000092020.10,chr14,35110629,35121901,ES,False,54,162
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,34,163
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,130,163
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,55,215
ENSG00000050130.17,chr14,59484184,59484593,TSS,True,31,257
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,44,104
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,35,260
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,230,260
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,47,261
ENSG00000042317.16,chr14,88385837,88391380,5AS,False,113,127
ENSG00000042317.16,chr14,88391455,88396155,ES,False,21,129
ENSG00000042317.16,chr14,88396203,88416710,ES,False,109,127
ENSG00000042317.16,chr14,88385648,88385837,TSS,True,18,132
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,121,155
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,42,159
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,100,172
ENSG00000165792.17,chr14,20994901,20995164,IR,False,142,173
ENSG00000165792.17,chr14,20996711,20996784,IR,False,73,170
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,21,177
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,104,177
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,79,176
ENSG00000197249.13,chr14,94388559,94388818,TSS,True,64,634
ENSG00000078618.21,chr1,51836212,51840225,ES,False,251,280
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,67,336
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,64,336
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,14,116
ENSG00000185630.18,chr1,164807545,164807677,TSS,True,101,116
ENSG00000116212.14,chr1,53946549,53951985,ME,False,30,115
ENSG00000116212.14,chr1,53946549,53951985,ES,False,97,212
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,25,237
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,28,228
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,57,234
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,208,234
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,19,155
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,138,155
ENSG00000137942.16,chr1,93522135,93523343,IR,True,134,163
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,37,233
ENSG00000137942.16,chr1,93550946,93554661,PAS,True,171,208
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,165,208
ENSG00000137942.16,chr1,93544106,93544216,PAS,True,133,204
ENSG00000137942.16,chr1,93499467,93501223,PAS,True,171,198
ENSG00000043514.16,chr1,39848097,39850122,5AS,False,15,126
ENSG00000043514.16,chr1,39850261,39853969,ES,False,15,119
ENSG00000162694.13,chr1,100888828,100894632,3AS,False,86,107
ENSG00000160679.12,chr1,153636653,153638294,IR,False,109,130
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,54,124
ENSG00000117461.14,chr1,46040139,46043871,PAS,True,75,103
ENSG00000117461.14,chr1,46055852,46055971,PAS,True,42,102
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,23,116
ENSG00000117262.18,chr1,145623160,145623612,3AS,False,113,126
ENSG00000163875.15,chr1,37495918,37501803,ES,False,256,296
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,32,246
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,112,125
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,31,125
ENSG00000234741.7,chr1,173864075,173864256,IR,False,124,169
ENSG00000234741.7,chr1,173864304,173864483,IR,False,83,164
ENSG00000234741.7,chr1,173864506,173864674,IR,False,80,163
ENSG00000234741.7,chr1,173864704,173865228,IR,False,102,167
ENSG00000234741.7,chr1,173865282,173865470,IR,False,86,135
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,33,119
ENSG00000234741.7,chr1,173865894,173866176,IR,False,147,173
ENSG00000234741.7,chr1,173866567,173866760,IR,False,148,176
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,55,179
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,223,257
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,38,257
ENSG00000069248.11,chr1,229440257,229442040,PAS,True,97,154
ENSG00000069248.11,chr1,229456846,229458296,PAS,True,108,152
ENSG00000069248.11,chr1,229465441,229465519,PAS,True,124,150
ENSG00000069248.11,chr1,229508067,229508361,TSS,True,30,154
ENSG00000284770.1,chr1,235380149,235414432,ES,False,14,102
ENSG00000117650.12,chr1,211663628,211667105,3AS,False,25,108
ENSG00000117650.12,chr1,211662771,211663652,PAS,True,29,112
ENSG00000117650.12,chr1,211662770,211663628,PAS,True,87,112
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,55,112
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,61,112
ENSG00000157181.15,chr1,186419008,186421375,PAS,True,12,101
ENSG00000143033.17,chr1,93110626,93114687,5AS,False,180,202
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,157,210
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,93,210
ENSG00000116489.12,chr1,112669991,112672750,PAS,True,57,380
ENSG00000116489.12,chr1,112649417,112652479,PAS,True,330,376
ENSG00000153187.19,chr1,244856456,244856627,TSS,True,92,104
ENSG00000153187.19,chr1,244862618,244864513,TSS,True,77,107
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,402,566
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,91,518
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,430,518
ENSG00000047410.13,chr1,186356449,186357396,IR,True,115,131
ENSG00000047410.13,chr1,186311657,186314026,PAS,False,208,238
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,101,194
ENSG00000047410.13,chr1,186355534,186357623,PAS,True,169,189
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,86,240
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,215,240
ENSG00000122417.15,chr1,86358387,86358891,PAS,True,58,121
ENSG00000122417.15,chr1,86370144,86371153,PAS,True,107,121
ENSG00000117475.13,chr1,169386996,169389292,PAS,True,19,105
ENSG00000117475.13,chr1,169380480,169381761,PAS,False,91,105
ENSG00000162627.16,chr1,98661911,98684884,ES,False,131,156
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,109,195
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,109,147
ENSG00000160752.14,chr1,155308965,155310063,IR,False,109,129
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,64,262
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,204,262
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,239,276
ENSG00000067334.13,chr1,93873119,93873214,PAS,True,241,276
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,99,274
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,77,121
ENSG00000116729.13,chr1,68124864,68126335,PAS,True,55,118
ENSG00000116729.13,chr1,68232193,68232566,TSS,True,13,120
ENSG00000134240.11,chr1,119748376,119748841,PAS,True,91,526
ENSG00000196505.10,chr1,117863486,117870616,PAS,True,32,118
ENSG00000196505.10,chr1,117876711,117878152,PAS,True,104,118
ENSG00000143612.20,chr1,154212624,154214456,ES,False,65,332
ENSG00000143612.20,chr1,154214574,154220341,ES,False,105,317
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,16,106
ENSG00000131778.18,chr1,147242617,147242830,TSS,True,25,246
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,71,246
ENSG00000131778.18,chr1,147285323,147288352,PAS,True,214,246
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,83,204
ENSG00000134644.15,chr1,30953981,30965981,ES,False,33,197
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,25,186
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,86,175
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,51,228
ENSG00000117335.19,chr1,207767195,207770320,ES,False,47,333
ENSG00000143742.12,chr1,225783368,225789239,ES,False,1507,1687
ENSG00000009307.15,chr1,114736855,114737962,ES,False,2198,2546
ENSG00000055732.12,chr1,85026088,85026171,IR,False,91,102
ENSG00000055732.12,chr1,85017800,85019257,PAS,True,46,108
ENSG00000055732.12,chr1,85023065,85026088,PAS,True,70,105
ENSG00000055732.12,chr1,85048395,85048932,TSS,True,16,108
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,170,234
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,122,233
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,42,273
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,74,112
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,80,112
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,94,106
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,74,102
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,85,106
ENSG00000116754.13,chr1,70249951,70250048,PAS,True,93,104
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,73,102
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,27,105
ENSG00000116922.14,chr1,37692029,37692290,TSS,True,90,105
ENSG00000058799.14,chr1,53852270,53860055,ES,False,38,142
ENSG00000058799.14,chr1,53888986,53889712,ES,False,116,139
ENSG00000000460.16,chr1,169794698,169794905,TSS,False,94,105
ENSG00000000460.16,chr1,169794732,169795213,TSS,True,23,105
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,77,519
ENSG00000135829.16,chr1,182887082,182887982,PAS,True,299,517
ENSG00000135829.16,chr1,182874853,182874928,PAS,True,224,501
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,82,415
ENSG00000143036.16,chr1,94827547,94828492,5AS,False,26,113
ENSG00000143036.16,chr1,94864899,94867333,3AS,False,44,117
ENSG00000143036.16,chr1,94820324,94820478,TSS,True,37,119
ENSG00000143036.16,chr1,94820322,94820723,TSS,True,97,119
ENSG00000143815.14,chr1,225406832,225411336,ES,True,19,168
ENSG00000143815.14,chr1,225401500,225403463,PAS,True,53,260
ENSG00000143815.14,chr1,225411386,225412645,PAS,True,184,216
ENSG00000143815.14,chr1,225427953,225428114,TSS,False,57,264
ENSG00000143815.14,chr1,225404403,225404468,TSS,True,185,214
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,105,127
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,108,127
ENSG00000077254.14,chr1,77722216,77723443,PAS,True,64,108
ENSG00000077254.14,chr1,77725621,77725762,PAS,True,97,108
ENSG00000077254.14,chr1,77728341,77728712,PAS,True,96,107
ENSG00000077254.14,chr1,77759642,77759902,TSS,True,30,127
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,20,137
ENSG00000213625.8,chr1,65420714,65425378,TSS,True,122,137
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,157,222
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,80,236
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,174,236
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,19,120
ENSG00000070831.15,chr1,22078426,22078583,TSS,True,103,120
ENSG00000137955.15,chr1,75789356,75789951,IR,False,118,138
ENSG00000137955.15,chr1,75790057,75791284,ES,False,98,109
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,98,126
ENSG00000137955.15,chr1,75791571,75792196,3AS,True,19,140
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,35,149
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,133,149
ENSG00000117054.13,chr1,75724817,75732643,ES,False,41,267
ENSG00000117616.17,chr1,25242247,25242705,PAS,True,35,108
ENSG00000117616.17,chr1,25243549,25245301,PAS,True,86,105
ENSG00000154305.16,chr1,222618033,222618243,TSS,True,40,103
ENSG00000154305.16,chr1,222665308,222668006,PAS,True,87,100
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,69,597
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,33,288
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,81,290
ENSG00000116560.10,chr1,35176379,35176474,PAS,True,91,109
ENSG00000116560.10,chr1,35190693,35193141,TSS,True,85,109
ENSG00000116560.10,chr1,35191340,35193144,TSS,True,73,109
ENSG00000117569.18,chr1,96785254,96804799,3AS,False,163,187
ENSG00000117569.18,chr1,96804939,96806865,ES,False,36,187
ENSG00000117569.18,chr1,96813106,96813275,3AS,False,107,193
ENSG00000117569.18,chr1,96721283,96721872,TSS,True,32,211
ENSG00000117569.18,chr1,96813275,96815040,PAS,True,103,211
ENSG00000117569.18,chr1,96813272,96815664,PAS,True,123,211
ENSG00000066135.12,chr1,43650053,43650252,TSS,False,25,113
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,89,746
ENSG00000156171.14,chr1,111119959,111120531,5AS,True,15,137
ENSG00000156171.14,chr1,111120693,111126226,ES,False,16,135
ENSG00000156171.14,chr1,111137586,111140037,ES,False,59,131
ENSG00000117448.13,chr1,45551155,45561788,ES,False,88,104
ENSG00000117448.13,chr1,45568177,45568926,ES,False,13,104
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,29,115
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,94,115
ENSG00000117448.13,chr1,45569890,45570051,PAS,True,12,114
ENSG00000117139.17,chr1,202727398,202729173,PAS,True,190,247
ENSG00000117139.17,chr1,202727403,202730027,PAS,True,212,245
ENSG00000117139.17,chr1,202732620,202735587,PAS,True,99,226
ENSG00000117139.17,chr1,202733400,202733815,TSS,True,88,102
ENSG00000117139.17,chr1,202808101,202808523,TSS,True,99,257
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,29,254
ENSG00000186141.8,chr1,145826492,145826605,IR,False,23,159
ENSG00000186141.8,chr1,145842338,145845654,PAS,True,37,168
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,106,913
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,22,190
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,103,125
ENSG00000078369.17,chr1,1789052,1789188,TSS,True,112,125
ENSG00000078369.17,chr1,1790394,1790699,TSS,True,109,125
ENSG00000054267.21,chr1,235327768,235328786,TSS,True,13,108
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,214,292
ENSG00000122218.15,chr1,160297342,160299207,TSS,False,150,276
ENSG00000122218.15,chr1,160297555,160298775,TSS,True,234,276
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,34,154
ENSG00000134709.10,chr1,59872794,59876376,PAS,True,89,160
ENSG00000134709.10,chr1,59848314,59848467,PAS,True,125,157
ENSG00000116455.13,chr1,111449054,111449292,TSS,False,33,254
ENSG00000136631.14,chr1,150067279,150067950,TSS,True,17,122
ENSG00000132780.16,chr1,45606591,45613168,ES,False,155,270
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,41,345
ENSG00000132780.16,chr1,45618060,45618895,PAS,True,82,343
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,83,128
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,48,131
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,86,131
ENSG00000117360.12,chr1,150325881,150328319,ES,False,142,162
ENSG00000117360.12,chr1,150352832,150353232,PAS,False,31,174
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,16,117
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,22,121
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,105,121
ENSG00000084072.16,chr1,39753286,39756765,PAS,True,12,119
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,33,240
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,24,112
ENSG00000127463.14,chr1,19251414,19251743,TSS,True,23,131
ENSG00000135775.13,chr1,230642459,230642678,TSS,True,23,225
ENSG00000135775.13,chr1,230693291,230693986,PAS,True,23,225
ENSG00000185420.18,chr1,246327199,246507319,TSS,True,13,127
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,37,123
ENSG00000122482.20,chr1,90915293,90916990,PAS,True,101,126
ENSG00000122482.20,chr1,90939167,90941309,PAS,False,25,113
ENSG00000122482.20,chr1,91021989,91022347,TSS,True,33,126
ENSG00000122482.20,chr1,91021272,91021568,TSS,True,112,126
ENSG00000117859.18,chr1,51652041,51714002,ES,False,27,155
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,75,338
ENSG00000117859.18,chr1,51750195,51760689,ES,False,249,490
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,380,541
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,270,534
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,458,534
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,138,457
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,330,456
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,23,105
ENSG00000142945.12,chr1,44750564,44753732,ES,False,17,119
ENSG00000116791.13,chr1,74724834,74732955,ES,False,112,134
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,141,179
ENSG00000171824.13,chr1,11080549,11080763,IR,True,113,131
ENSG00000171824.13,chr1,11066612,11066748,PAS,True,68,156
ENSG00000171824.13,chr1,11084485,11087591,PAS,True,133,149
ENSG00000171824.13,chr1,11073941,11074008,PAS,True,135,156
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,230,651
ENSG00000136628.17,chr1,220007203,220007338,PAS,True,553,648
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,35,136
ENSG00000169213.6,chr1,51990551,51990756,TSS,False,83,142
ENSG00000134697.12,chr1,37566781,37567007,PAS,True,125,326
ENSG00000134697.12,chr1,37568301,37568357,PAS,True,223,326
ENSG00000143702.15,chr1,243172846,243186258,ES,False,48,130
ENSG00000143702.15,chr1,243186072,243186258,IR,False,88,124
ENSG00000143702.15,chr1,243225321,243255046,5AS,False,20,179
ENSG00000143702.15,chr1,243164296,243166116,PAS,True,59,186
ENSG00000143702.15,chr1,243255039,243255834,TSS,True,39,198
ENSG00000143702.15,chr1,243255046,243255754,TSS,True,178,198
ENSG00000162613.16,chr1,77967098,77967626,3AS,False,261,350
ENSG00000162613.16,chr1,77944050,77948774,PAS,False,51,371
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,167,1186
ENSG00000122406.13,chr1,92837516,92837633,TSS,True,1020,1152
ENSG00000122406.13,chr1,92841765,92841924,PAS,True,316,1185
ENSG00000122406.13,chr1,92840550,92841919,PAS,True,936,1183
ENSG00000125944.19,chr1,23318688,23321527,3AS,False,392,454
ENSG00000125944.19,chr1,23338608,23344210,ES,False,235,463
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,119,228
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,180,472
ENSG00000125944.19,chr1,23309785,23311322,PAS,True,332,471
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,43,108
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,83,108
ENSG00000198700.9,chr1,201829114,201829372,TSS,True,41,130
ENSG00000198700.9,chr1,201875943,201882458,PAS,True,13,123
ENSG00000174827.13,chr1,145670848,145671489,PAS,True,24,215
ENSG00000132485.13,chr1,71069362,71070826,IR,True,94,153
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,60,158
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,108,155
ENSG00000137944.17,chr1,88969467,88992584,ES,False,156,224
ENSG00000137947.11,chr1,88891482,88891585,TSS,True,15,123
ENSG00000137947.11,chr1,88891606,88891923,TSS,True,110,123
ENSG00000058673.16,chr1,203795775,203801574,5AS,True,19,100
ENSG00000058673.16,chr1,203795557,203795794,TSS,True,56,144
ENSG00000058673.16,chr1,203795541,203795775,TSS,True,110,144
ENSG00000058673.16,chr1,203852140,203855548,PAS,True,110,144
ENSG00000058673.16,chr1,203847183,203847688,PAS,False,77,135
ENSG00000058673.16,chr1,203830122,203830182,PAS,True,105,133
ENSG00000143748.17,chr1,224300663,224303722,ES,False,120,136
ENSG00000143748.17,chr1,224311857,224317693,ES,False,106,121
ENSG00000143748.17,chr1,224317930,224330070,ES,False,26,133
ENSG00000132849.20,chr1,61914586,61914664,PAS,True,242,405
ENSG00000132849.20,chr1,61801622,61801760,PAS,True,346,393
ENSG00000132849.20,chr1,61927729,61928938,PAS,True,336,405
ENSG00000155508.13,chr5,154858768,154863206,5AS,False,121,195
ENSG00000155508.13,chr5,154858202,154858525,TSS,False,193,230
ENSG00000155508.13,chr5,154858528,154858768,TSS,True,125,230
ENSG00000155508.13,chr5,154858597,154858816,TSS,True,184,230
ENSG00000145495.15,chr5,10353258,10353917,TSS,True,30,159
ENSG00000164329.13,chr5,79612434,79612735,TSS,True,84,104
ENSG00000164329.13,chr5,79612416,79613075,TSS,True,39,104
ENSG00000164329.13,chr5,79685198,79688244,PAS,True,19,104
ENSG00000113013.13,chr5,138553751,138556114,PAS,True,212,1326
ENSG00000083312.17,chr5,72848247,72848384,5AS,True,42,270
ENSG00000083312.17,chr5,72816594,72816752,TSS,True,312,638
ENSG00000083312.17,chr5,72848097,72848251,TSS,True,409,637
ENSG00000013561.17,chr5,141973742,141978302,ES,False,30,170
ENSG00000013561.17,chr5,141969030,141969167,TSS,False,28,183
ENSG00000113407.13,chr5,33467559,33469530,PAS,True,55,512
ENSG00000112855.15,chr5,140695845,140696102,IR,False,183,210
ENSG00000112855.15,chr5,140695845,140696520,ES,False,24,207
ENSG00000112855.15,chr5,140691436,140691756,TSS,True,30,239
ENSG00000039560.13,chr5,34656162,34656475,TSS,False,31,101
ENSG00000038427.15,chr5,83471142,83472023,TSS,True,170,580
ENSG00000038427.15,chr5,83537006,83539563,PAS,True,125,457
ENSG00000038427.15,chr5,83519348,83522253,PAS,True,355,446
ENSG00000038274.16,chr5,163505565,163505749,TSS,True,155,360
ENSG00000038274.16,chr5,163503225,163503424,TSS,True,222,360
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,174,1128
ENSG00000120705.12,chr5,138543096,138543256,TSS,True,53,193
ENSG00000120705.12,chr5,138542832,138543102,TSS,True,149,193
