gene,chr,start,end,splice_type,novel,mesenteric_fat_pad_ENCFF971JDY_in_cov,mesenteric_fat_pad_ENCFF971JDY_total_cov
ENSG00000107581.12,chr10,119041993,119042695,TSS,True,61,123
ENSG00000108039.17,chr10,109923401,109923563,TSS,True,24,171
ENSG00000148484.17,chr10,16782084,16817314,ES,False,118,389
ENSG00000148484.17,chr10,16782084,16817314,5AS,True,118,318
ENSG00000148484.17,chr10,16817084,16817314,IR,True,277,478
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,210,605
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,404,605
ENSG00000188690.13,chr10,125796188,125807412,ES,False,23,225
ENSG00000188690.13,chr10,125788574,125789005,PAS,True,46,235
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,47,117
ENSG00000134463.14,chr10,11749499,11749592,TSS,True,100,115
ENSG00000134463.14,chr10,11763223,11764127,PAS,True,33,113
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,53,179
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,42,140
ENSG00000122861.15,chr10,73911102,73911218,TSS,True,57,263
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,49,130
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,98,113
ENSG00000107521.18,chr10,98441903,98442957,PAS,False,87,100
ENSG00000107521.18,chr10,98446886,98446970,TSS,True,117,131
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,54,131
ENSG00000138172.10,chr10,103447568,103449399,5AS,True,18,138
ENSG00000138172.10,chr10,103451082,103452376,TSS,True,106,140
ENSG00000138172.10,chr10,103452155,103452498,TSS,True,66,140
ENSG00000138172.10,chr10,103449386,103450076,TSS,True,110,140
ENSG00000067082.14,chr10,3779590,3781640,5AS,True,118,193
ENSG00000067082.14,chr10,3779590,3781640,3AS,True,118,138
ENSG00000067082.14,chr10,3779590,3781640,IR,True,118,171
ENSG00000067082.14,chr10,3780229,3781766,IR,True,17,126
ENSG00000067064.11,chr10,1043393,1048863,ES,False,35,190
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,29,229
ENSG00000095637.22,chr10,95311770,95315126,PAS,True,60,113
ENSG00000095637.22,chr10,95389721,95390030,TSS,True,172,217
ENSG00000148719.14,chr10,72334617,72335779,IR,False,122,174
ENSG00000148719.14,chr10,72334617,72335785,5AS,True,18,141
ENSG00000148719.14,chr10,72334617,72335833,5AS,False,47,188
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,59,247
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,189,241
ENSG00000266412.5,chr10,46005087,46006597,PAS,True,36,127
ENSG00000266412.5,chr10,46007610,46011206,PAS,True,72,104
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,55,138
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,120,138
ENSG00000266412.5,chr10,46010222,46011168,TSS,True,85,104
ENSG00000170525.20,chr10,6224213,6232894,ES,False,20,135
ENSG00000170525.20,chr10,6226365,6232894,ES,False,115,129
ENSG00000170525.20,chr10,6202885,6203336,TSS,True,226,285
ENSG00000170525.20,chr10,6222493,6222984,TSS,True,239,279
ENSG00000170525.20,chr10,6232894,6235535,PAS,True,25,175
ENSG00000099282.9,chr10,69506828,69507676,PAS,True,33,328
ENSG00000148671.13,chr10,86970475,86970736,PAS,True,17,106
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,80,243
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,171,244
ENSG00000148516.21,chr10,31319132,31319292,TSS,True,59,130
ENSG00000148516.21,chr10,31526671,31529804,PAS,True,91,126
ENSG00000148516.21,chr10,31520125,31521653,PAS,True,26,106
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,114,265
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,195,268
ENSG00000107937.18,chr10,1012464,1012622,PAS,True,233,266
ENSG00000122359.17,chr10,80172869,80205342,ES,False,500,1527
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,642,2171
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,1772,2166
ENSG00000260314.2,chr10,17809013,17809526,TSS,False,45,184
ENSG00000260314.2,chr10,17881066,17881107,PAS,True,42,162
ENSG00000260314.2,chr10,17910214,17911298,PAS,False,160,184
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,65,173
ENSG00000150093.18,chr10,32906312,32908534,PAS,True,119,165
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,65,181
ENSG00000148660.20,chr10,73817554,73821681,ES,False,86,122
ENSG00000148660.20,chr10,73824084,73837467,ES,False,15,127
ENSG00000148660.20,chr10,73812498,73814505,PAS,True,19,133
ENSG00000148660.20,chr10,73874396,73874623,TSS,True,19,140
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,23,169
ENSG00000165733.7,chr10,42797421,42800686,PAS,True,138,164
ENSG00000165733.7,chr10,42796473,42797218,PAS,True,47,164
ENSG00000107562.16,chr10,44384944,44385097,TSS,True,267,930
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,87,164
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,111,165
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,139,164
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,2667,5134
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,56,281
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,243,281
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,500,559
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,70,560
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,52,145
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,23,138
ENSG00000166295.8,chr10,72216138,72223887,ES,False,94,114
ENSG00000166295.8,chr10,72216138,72230365,ES,True,16,133
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,40,177
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,146,177
ENSG00000165806.19,chr10,113679161,113679349,TSS,True,98,124
ENSG00000165806.19,chr10,113679630,113679978,TSS,True,39,124
ENSG00000150347.15,chr10,62048884,62049483,TSS,False,35,124
ENSG00000150347.15,chr10,62085701,62085902,PAS,True,42,103
ENSG00000150347.15,chr10,62072675,62074958,PAS,True,82,103
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,536,602
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,487,1028
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,885,1028
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,847,1028
ENSG00000107551.20,chr10,44970264,44971772,IR,False,414,513
ENSG00000107551.20,chr10,44971848,44984021,3AS,True,19,138
ENSG00000107551.20,chr10,44982663,44983990,3AS,True,22,114
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,366,480
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,78,597
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,435,577
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,213,577
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,39,182
ENSG00000107672.14,chr10,121974389,121974816,TSS,False,162,182
ENSG00000107872.12,chr10,102421507,102421786,IR,True,87,133
ENSG00000107872.12,chr10,102420835,102421182,TSS,True,83,133
ENSG00000107872.12,chr10,102421205,102421507,TSS,True,95,133
ENSG00000107872.12,chr10,102421449,102422292,TSS,True,105,133
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,38,128
ENSG00000197142.10,chr10,112394789,112395102,TSS,True,108,127
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,255,737
ENSG00000122378.13,chr10,80413876,80420482,3AS,True,107,614
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,746,1490
ENSG00000122378.13,chr10,80413707,80413876,TSS,False,878,1490
ENSG00000173267.13,chr10,86959674,86960000,IR,True,93,107
ENSG00000173267.13,chr10,86958576,86958818,TSS,True,25,119
ENSG00000119917.13,chr10,89327997,89328078,TSS,False,150,231
ENSG00000119917.13,chr10,89332527,89332627,TSS,False,87,231
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,85,151
ENSG00000096746.17,chr10,68337333,68338502,ES,False,25,151
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,59,151
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,92,158
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,73,158
ENSG00000151474.22,chr10,13643705,13647035,PAS,True,102,117
ENSG00000151474.22,chr10,13664498,13666325,PAS,False,65,101
ENSG00000151474.22,chr10,13891623,13892010,TSS,False,82,129
ENSG00000151474.22,chr10,13890478,13890809,TSS,False,98,129
ENSG00000148824.18,chr10,133401590,133402148,IR,False,92,104
ENSG00000148824.18,chr10,133394086,133394332,TSS,False,16,137
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,31,135
ENSG00000148824.18,chr10,133399528,133400207,PAS,True,111,133
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,49,239
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,56,226
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,193,230
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,74,109
ENSG00000100938.17,chr14,24232977,24233218,IR,False,51,107
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,151,226
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,190,226
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,170,226
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,175,226
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,183,518
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,141,170
ENSG00000197102.11,chr14,102040595,102040673,TSS,True,151,170
ENSG00000197102.11,chr14,102040631,102041734,TSS,False,146,170
ENSG00000197102.11,chr14,102044558,102044698,TSS,True,150,168
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,352,517
ENSG00000092098.16,chr14,24148248,24148413,TSS,True,55,100
ENSG00000092098.16,chr14,24149401,24149583,TSS,True,81,100
ENSG00000166170.9,chr14,103556539,103561192,PAS,True,20,197
ENSG00000166170.9,chr14,103562615,103562886,TSS,True,57,206
ENSG00000166170.9,chr14,103562099,103562443,TSS,False,181,206
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,104,176
ENSG00000197324.8,chr14,22875496,22876372,TSS,True,150,176
ENSG00000140092.14,chr14,91936946,91937186,TSS,True,110,205
ENSG00000140092.14,chr14,91947212,91947944,TSS,True,145,205
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,383,544
ENSG00000092199.17,chr14,21234229,21269297,ES,False,130,518
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,40,118
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,94,113
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,105,118
ENSG00000119707.13,chr14,73119712,73122136,PAS,True,96,118
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,67,123
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,77,123
ENSG00000100596.6,chr14,77616447,77616782,TSS,False,21,143
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,147,168
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,112,153
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,67,153
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,24,174
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,38,318
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,14,109
ENSG00000166166.12,chr14,103529261,103530149,3AS,True,15,119
ENSG00000166166.12,chr14,103529184,103529261,TSS,True,17,138
ENSG00000166166.12,chr14,103529946,103530309,TSS,True,124,138
ENSG00000165795.23,chr14,21022497,21023240,ES,False,218,450
ENSG00000165795.23,chr14,21023321,21025028,ES,False,110,317
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,203,520
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,443,520
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,95,158
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,124,158
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,107,158
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,279,373
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,202,357
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,121,228
ENSG00000080824.18,chr14,102085757,102086118,TSS,True,305,371
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,148,263
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,293,371
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,327,370
ENSG00000140105.17,chr14,100361921,100375282,ES,False,49,403
ENSG00000140105.17,chr14,100361921,100376259,ES,False,30,187
ENSG00000140105.17,chr14,100369258,100375282,ES,False,269,336
ENSG00000140105.17,chr14,100369258,100376259,ES,False,127,156
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,457,645
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,255,645
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,47,133
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,70,138
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,91,138
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,120,138
ENSG00000054654.16,chr14,63853080,63909097,5AS,True,22,202
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,149,322
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,211,260
ENSG00000054654.16,chr14,63986455,63986481,PAS,True,219,257
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,120,257
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,86,198
ENSG00000165804.15,chr14,21090052,21091140,PAS,True,39,268
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,47,272
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,51,371
ENSG00000053254.15,chr14,89411933,89412394,TSS,True,68,109
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,80,109
ENSG00000129460.15,chr14,23477356,23477502,IR,False,92,103
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,17,111
ENSG00000129460.15,chr14,23478006,23478197,PAS,True,14,111
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,42,332
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,96,107
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,28,107
ENSG00000119725.18,chr14,73921105,73923394,ES,False,75,257
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,54,277
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,61,205
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,113,144
ENSG00000100650.15,chr14,69769251,69770466,IR,False,130,209
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,101,214
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,153,214
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,184,214
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,67,213
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,156,212
ENSG00000196136.17,chr14,94612443,94614433,5AS,False,63,261
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,119,315
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,252,315
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,268,315
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,1011,2232
ENSG00000170345.9,chr14,75279659,75280128,TSS,True,1894,2232
ENSG00000170345.9,chr14,75280557,75280667,TSS,True,1757,2232
ENSG00000119688.20,chr14,74286529,74286700,IR,False,88,125
ENSG00000119688.20,chr14,74289519,74290290,ES,False,15,117
ENSG00000119688.20,chr14,74295974,74296332,3AS,True,18,116
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,49,137
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,100,137
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,25,139
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,31,232
ENSG00000100823.11,chr14,20455394,20455577,IR,False,194,221
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,146,343
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,298,343
ENSG00000179933.5,chr14,23095619,23097657,5AS,True,102,117
ENSG00000179933.5,chr14,23095502,23095619,TSS,True,27,132
ENSG00000165819.11,chr14,21499137,21499305,IR,False,84,149
ENSG00000165819.11,chr14,21499371,21499491,IR,False,82,149
ENSG00000155463.12,chr14,22770278,22770460,IR,False,427,475
ENSG00000203485.12,chr14,104689607,104689739,TSS,True,120,195
ENSG00000203485.12,chr14,104707587,104708002,TSS,False,98,113
ENSG00000203485.12,chr14,104713398,104713606,TSS,True,101,113
ENSG00000203485.12,chr14,104714295,104714856,TSS,True,88,113
ENSG00000203485.12,chr14,104718794,104722540,PAS,True,85,168
ENSG00000092330.16,chr14,24240155,24240262,IR,False,49,275
ENSG00000092330.16,chr14,24240330,24240418,IR,False,51,275
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,56,275
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,122,216
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,33,240
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,134,256
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,161,256
ENSG00000100445.17,chr14,24442260,24442345,IR,False,68,143
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,102,155
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,118,155
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,119,155
ENSG00000100504.16,chr14,50944160,50944580,TSS,True,34,260
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,62,109
ENSG00000090060.17,chr14,96547796,96547917,PAS,True,88,110
ENSG00000100926.14,chr14,24192356,24192647,IR,True,204,279
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,109,300
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,211,291
ENSG00000092020.10,chr14,35085167,35085778,PAS,True,11,101
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,40,182
ENSG00000089737.16,chr14,94048289,94051462,PAS,True,21,147
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,33,149
ENSG00000129538.13,chr14,20802093,20802796,ES,False,249,288
ENSG00000165525.17,chr14,49828787,49829053,3AS,False,15,109
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,26,115
ENSG00000165525.17,chr14,49828695,49828787,PAS,True,102,115
ENSG00000165525.17,chr14,49852694,49853081,TSS,True,16,126
ENSG00000072110.13,chr14,68877240,68879961,ME,False,151,238
ENSG00000072110.13,chr14,68874119,68875017,PAS,False,34,286
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,72,291
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,41,134
ENSG00000183576.12,chr14,99465702,99465816,TSS,True,112,134
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,29,177
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,151,177
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,27,177
ENSG00000100889.11,chr14,24102890,24103509,ES,False,23,158
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,49,173
ENSG00000100889.11,chr14,24094308,24097137,TSS,True,153,173
ENSG00000213928.8,chr14,24164134,24164613,IR,False,219,263
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,30,295
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,47,119
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,34,104
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,63,113
ENSG00000165792.17,chr14,20994901,20995164,IR,False,86,115
ENSG00000165792.17,chr14,20996711,20996784,IR,False,53,112
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,62,115
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,56,115
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,99,285
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,226,285
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,67,264
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,38,147
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,107,144
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,57,139
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,88,127
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,111,144
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,103,144
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,110,144
ENSG00000130766.4,chr1,28259474,28259937,TSS,False,17,122
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,55,107
ENSG00000116750.13,chr1,193023946,193028084,ES,False,94,108
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,14,110
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,16,111
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,69,134
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,106,134
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,21,193
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,65,118
ENSG00000162599.15,chr1,61406561,61406727,TSS,False,90,108
ENSG00000099260.10,chr1,99645928,99646362,TSS,True,26,168
ENSG00000099260.10,chr1,99689192,99689872,TSS,True,107,119
ENSG00000099260.10,chr1,99687075,99689246,PAS,True,126,153
ENSG00000099260.10,chr1,99694018,99694494,PAS,True,50,167
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,237,267
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,54,267
ENSG00000169418.9,chr1,153678441,153679829,TSS,False,85,195
ENSG00000169418.9,chr1,153693351,153694088,PAS,False,24,195
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,46,227
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,36,229
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,45,224
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,179,219
ENSG00000116741.7,chr1,192809038,192809181,TSS,True,14,134
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,227,744
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,38,123
ENSG00000143554.13,chr1,153775244,153776164,TSS,True,30,200
PB_novel_00469,chr1,12579334,12580666,TSS,True,54,162
PB_novel_00469,chr1,12578866,12578956,TSS,True,120,162
ENSG00000117461.14,chr1,46040139,46043871,PAS,True,160,203
ENSG00000117461.14,chr1,46055852,46055971,PAS,True,104,201
ENSG00000117461.14,chr1,46076030,46077613,PAS,True,160,196
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,22,216
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,20,114
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,100,114
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,19,114
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,97,112
ENSG00000160691.18,chr1,154962594,154963518,IR,True,50,462
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,157,454
ENSG00000160691.18,chr1,154970199,154974247,ES,False,81,100
ENSG00000160691.18,chr1,154962283,154963931,PAS,False,52,477
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,409,516
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,415,516
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,289,516
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,65,118
ENSG00000116260.16,chr1,180182171,180182319,TSS,True,91,117
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,37,115
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,296,1423
ENSG00000142657.20,chr1,10399382,10399704,TSS,True,1263,1423
ENSG00000143198.12,chr1,165649964,165651013,IR,False,98,111
ENSG00000143198.12,chr1,165655367,165656132,PAS,True,12,113
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,48,310
ENSG00000048707.15,chr1,12496740,12497208,TSS,False,60,201
ENSG00000048707.15,chr1,12508892,12512047,PAS,True,57,204
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,21,199
ENSG00000163565.18,chr1,159009864,159010161,TSS,True,35,108
ENSG00000163565.18,chr1,158999946,159000395,TSS,False,94,110
ENSG00000163565.18,chr1,159054820,159055156,PAS,True,47,110
ENSG00000163565.18,chr1,159020340,159020529,PAS,False,81,101
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,63,497
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,96,243
ENSG00000143641.9,chr1,230279302,230282129,PAS,True,22,165
ENSG00000117682.16,chr1,26432296,26432376,TSS,False,81,116
ENSG00000142973.13,chr1,46813606,46813911,3AS,False,99,391
ENSG00000142973.13,chr1,46798965,46799261,TSS,True,105,433
ENSG00000142973.13,chr1,46810985,46811184,TSS,True,368,433
ENSG00000142973.13,chr1,46818630,46819350,PAS,True,50,433
ENSG00000163875.15,chr1,37495918,37501803,ES,False,166,191
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,246,277
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,54,277
ENSG00000116521.10,chr1,155260659,155262085,ES,False,55,218
ENSG00000203747.10,chr1,161549696,161549917,TSS,True,77,334
ENSG00000203747.10,chr1,161548420,161549451,TSS,True,298,334
ENSG00000143801.16,chr1,226870649,226875364,ES,False,47,127
ENSG00000143801.16,chr1,226891361,226891745,3AS,False,57,164
ENSG00000143801.16,chr1,226870509,226870649,TSS,True,43,170
ENSG00000143801.16,chr1,226870639,226871404,TSS,True,148,170
ENSG00000234741.7,chr1,173864075,173864256,IR,False,97,153
ENSG00000234741.7,chr1,173864304,173864483,IR,False,45,151
ENSG00000234741.7,chr1,173864506,173864674,IR,False,58,150
ENSG00000234741.7,chr1,173864704,173865228,IR,False,83,155
ENSG00000234741.7,chr1,173865282,173865470,IR,False,47,118
ENSG00000234741.7,chr1,173865282,173865509,IR,False,38,109
ENSG00000234741.7,chr1,173865547,173865856,IR,True,125,160
ENSG00000234741.7,chr1,173865894,173866176,IR,False,105,160
ENSG00000234741.7,chr1,173866567,173866760,IR,False,77,157
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,65,162
ENSG00000234741.7,chr1,173863900,173865547,PAS,True,141,160
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,405,496
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,112,496
ENSG00000135862.5,chr1,183110484,183110654,TSS,True,122,136
ENSG00000117525.13,chr1,94540368,94541536,5AS,True,681,815
ENSG00000117525.13,chr1,94541536,94541851,TSS,True,174,870
ENSG00000117525.13,chr1,94540571,94541757,TSS,True,736,870
ENSG00000188976.10,chr1,944800,945056,5AS,False,174,273
ENSG00000188976.10,chr1,959214,960041,TSS,True,37,289
ENSG00000184371.13,chr1,109923549,109924190,TSS,True,103,166
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,20,191
ENSG00000090686.15,chr1,21721163,21721649,3AS,False,33,162
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,22,172
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,58,187
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,154,187
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,167,186
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,81,221
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,144,221
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,32,232
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,90,164
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,104,164
ENSG00000116489.12,chr1,112619160,112619883,TSS,True,25,185
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,86,180
ENSG00000153187.19,chr1,244853660,244856158,PAS,True,133,178
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,60,185
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,734,1017
ENSG00000162735.18,chr1,160283109,160285054,ES,False,37,186
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,66,254
