gene,chr,start,end,splice_type,novel,type_B_pancreatic_cell_ENCFF973OML_in_cov,type_B_pancreatic_cell_ENCFF973OML_total_cov
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,1758,2387
ENSG00000151632.17,chr10,5003751,5003891,TSS,True,33,154
ENSG00000151632.17,chr10,5017899,5018172,TSS,True,127,155
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,29,131
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,109,131
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,120,169
ENSG00000148730.6,chr10,70419911,70420099,TSS,True,148,169
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,55,124
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,36,103
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,69,103
ENSG00000107960.10,chr10,103918099,103918256,TSS,True,81,144
ENSG00000107960.10,chr10,103917461,103918218,TSS,True,73,144
ENSG00000165806.19,chr10,113679161,113679349,TSS,True,177,240
ENSG00000165806.19,chr10,113679630,113679978,TSS,True,75,240
ENSG00000150347.15,chr10,61901295,61901730,TSS,True,14,112
ENSG00000150347.15,chr10,62085701,62085902,PAS,True,30,106
ENSG00000150347.15,chr10,62057116,62057266,PAS,False,94,106
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,1144,1860
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,1461,1860
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,1549,1860
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,58,112
ENSG00000166135.13,chr10,100540631,100540782,TSS,True,85,112
ENSG00000107862.4,chr10,102245386,102245781,TSS,False,14,109
ENSG00000138303.17,chr10,72097450,72128081,ES,False,113,132
ENSG00000138303.17,chr10,72215781,72216234,TSS,True,115,140
ENSG00000138303.17,chr10,72216206,72216306,TSS,False,28,140
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,31,202
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,23,223
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,162,193
ENSG00000197142.10,chr10,112374028,112374269,TSS,False,48,193
ENSG00000185009.12,chr10,74150754,74151085,TSS,False,11,104
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,68,178
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,487,915
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,199,948
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,540,965
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,475,965
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,23,195
ENSG00000165934.12,chr14,92121950,92122128,TSS,True,21,158
ENSG00000165934.12,chr14,92161651,92164198,PAS,False,93,156
ENSG00000165934.12,chr14,92154357,92154411,PAS,True,78,153
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,58,380
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,239,350
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,137,361
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,98,148
ENSG00000100938.17,chr14,24232977,24233218,IR,False,141,269
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,326,424
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,372,424
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,295,424
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,283,424
ENSG00000100938.17,chr14,24238588,24239244,PAS,True,44,424
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,137,503
ENSG00000197102.11,chr14,102040631,102041734,TSS,False,113,128
ENSG00000197102.11,chr14,101983381,101983510,PAS,True,46,369
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,375,503
ENSG00000198554.11,chr14,54938945,54941690,PAS,True,140,181
ENSG00000198554.11,chr14,54955559,54955694,PAS,True,135,181
ENSG00000198554.11,chr14,54962976,54963172,PAS,True,139,180
ENSG00000198554.11,chr14,54983858,54984860,PAS,True,153,179
ENSG00000198554.11,chr14,55027027,55027446,TSS,False,24,182
ENSG00000198718.12,chr14,45028175,45028311,PAS,False,63,104
ENSG00000185246.17,chr14,45096228,45096886,ES,False,90,123
ENSG00000185246.17,chr14,45096228,45096886,IR,False,90,118
ENSG00000185246.17,chr14,45109780,45110093,ES,False,106,135
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,78,173
ENSG00000185246.17,chr14,45112317,45112503,PAS,True,143,172
ENSG00000100911.15,chr14,24143671,24143974,IR,True,96,109
ENSG00000100911.15,chr14,24144468,24145057,IR,False,85,109
ENSG00000100911.15,chr14,24145155,24145242,IR,False,91,109
ENSG00000100911.15,chr14,24145465,24145709,IR,False,97,110
ENSG00000100911.15,chr14,24145772,24146207,IR,False,75,103
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,37,151
ENSG00000100852.12,chr14,32076917,32077053,TSS,True,76,104
ENSG00000100852.12,chr14,32077255,32077435,TSS,True,76,104
ENSG00000100722.19,chr14,88578140,88601923,ES,False,19,127
ENSG00000100722.19,chr14,88578140,88607242,ES,False,36,200
ENSG00000100722.19,chr14,88596808,88607242,ES,False,38,151
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,94,207
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1444,1774
ENSG00000092199.17,chr14,21234229,21269297,ES,False,327,1736
ENSG00000205659.10,chr14,74084660,74084993,TSS,True,27,163
ENSG00000205659.10,chr14,74198921,74201238,PAS,True,36,161
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,63,125
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,95,125
ENSG00000100596.6,chr14,77616447,77616782,TSS,False,14,101
ENSG00000100461.17,chr14,22906368,22909482,ES,False,323,442
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,346,525
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,356,473
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,339,469
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,83,534
ENSG00000100711.13,chr14,103729182,103732619,ES,False,84,112
ENSG00000066455.12,chr14,92839365,92839959,PAS,True,21,176
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,279,361
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,43,406
ENSG00000100644.16,chr14,61738085,61738373,TSS,True,98,114
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,312,404
ENSG00000100644.16,chr14,61738086,61738276,PAS,True,91,374
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,22,101
ENSG00000257365.7,chr14,64986862,64987097,TSS,True,21,151
ENSG00000126787.12,chr14,55148473,55150798,ES,False,169,205
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,144,349
ENSG00000126787.12,chr14,55151733,55151941,PAS,True,257,349
ENSG00000165795.23,chr14,21022497,21023240,ES,False,247,380
ENSG00000165795.23,chr14,21023321,21025028,ES,False,70,348
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,80,429
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,26,254
ENSG00000012963.14,chr14,93207206,93207441,TSS,True,13,129
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,77,140
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,93,152
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,82,152
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,17,137
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,86,128
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,77,128
ENSG00000078304.19,chr14,101909588,101910397,PAS,True,98,128
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,123,234
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,196,234
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,159,234
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,418,564
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,466,541
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,158,482
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,201,239
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,192,566
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,498,563
ENSG00000140105.17,chr14,100361921,100376259,ES,False,28,159
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,143,302
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,249,302
ENSG00000140105.17,chr14,100346745,100346847,TSS,True,263,302
ENSG00000092036.18,chr14,22955176,22956915,5AS,False,68,105
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,22,127
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,89,157
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,135,157
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,119,157
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,73,232
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,130,183
ENSG00000054654.16,chr14,63986455,63986481,PAS,True,162,183
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,125,183
ENSG00000054654.16,chr14,64225318,64226434,PAS,True,207,231
ENSG00000054654.16,chr14,63980985,63981151,PAS,True,157,183
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,35,109
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,89,109
ENSG00000100749.7,chr14,96881176,96881614,PAS,True,18,136
ENSG00000100600.14,chr14,92704361,92709671,ES,False,63,530
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,12,107
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,26,226
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,139,234
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,233,260
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,59,260
ENSG00000165533.18,chr14,88841196,88843805,ES,False,32,151
ENSG00000119725.18,chr14,73921105,73923394,ES,False,73,505
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,23,188
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,133,505
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,300,372
ENSG00000100650.15,chr14,69769251,69770466,IR,False,336,509
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,226,526
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,393,526
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,454,526
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,144,525
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,440,525
ENSG00000140153.17,chr14,102140172,102208602,ES,False,17,132
ENSG00000140153.17,chr14,102139878,102140172,TSS,True,18,164
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,43,162
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,126,164
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,25,112
ENSG00000119688.20,chr14,74286529,74286700,IR,False,240,302
ENSG00000119688.20,chr14,74292869,74295147,ES,False,55,283
ENSG00000119688.20,chr14,74298069,74300149,ES,False,112,226
ENSG00000119688.20,chr14,74298069,74302874,ME,False,110,148
ENSG00000119688.20,chr14,74299675,74302874,ES,False,46,163
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,83,323
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,261,323
ENSG00000100823.11,chr14,20455328,20455577,IR,False,30,108
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,100,818
ENSG00000100823.11,chr14,20455338,20455577,IR,False,100,178
ENSG00000100823.11,chr14,20455394,20455577,IR,False,692,772
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,305,1001
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,898,1001
ENSG00000165819.11,chr14,21499137,21499305,IR,False,273,413
ENSG00000165819.11,chr14,21499371,21499491,IR,False,266,413
ENSG00000092108.20,chr14,30622399,30630476,ES,False,43,167
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,34,182
ENSG00000092330.16,chr14,24240155,24240262,IR,False,26,189
ENSG00000092330.16,chr14,24240330,24240418,IR,False,29,189
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,32,189
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,110,123
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,24,101
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,27,123
ENSG00000100557.9,chr14,57469307,57471590,PAS,True,36,109
ENSG00000100557.9,chr14,57489968,57491071,PAS,True,87,107
ENSG00000100557.9,chr14,57493492,57493870,TSS,True,14,109
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,58,491
ENSG00000100926.14,chr14,24192356,24192647,IR,True,186,220
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,49,228
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,188,222
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,23,229
ENSG00000070367.15,chr14,57200503,57208797,PAS,True,114,133
ENSG00000070367.15,chr14,57218034,57218068,PAS,True,24,129
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,18,143
ENSG00000092020.10,chr14,35110629,35121901,ES,False,49,149
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,33,151
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,119,151
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,39,154
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,35,339
ENSG00000125378.15,chr14,53956549,53956874,TSS,True,84,144
ENSG00000125378.15,chr14,53953275,53953458,TSS,True,105,144
ENSG00000125378.15,chr14,53956758,53956841,TSS,False,106,144
ENSG00000129538.13,chr14,20802093,20802796,ES,False,110,139
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,42,125
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,49,193
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,54,435
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,59,435
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,17,122
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,27,131
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,114,131
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,165,199
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,45,204
ENSG00000165792.17,chr14,20990077,20990229,IR,False,194,222
ENSG00000165792.17,chr14,20990383,20990463,IR,False,199,225
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,132,222
ENSG00000165792.17,chr14,20994901,20995164,IR,False,171,225
ENSG00000165792.17,chr14,20996711,20996784,IR,False,118,211
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,36,230
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,112,230
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,136,228
ENSG00000119723.16,chr14,73953569,73955804,ES,False,14,129
ENSG00000119723.16,chr14,73958277,73958970,IR,False,98,125
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,62,338
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,53,338
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,17,156
ENSG00000185630.18,chr1,164792491,164792738,TSS,True,127,146
ENSG00000185630.18,chr1,164807545,164807677,TSS,True,126,146
ENSG00000116212.14,chr1,53946549,53951985,ES,False,58,132
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,25,156
ENSG00000052723.11,chr1,114780436,114780691,TSS,True,109,123
ENSG00000052723.11,chr1,114780448,114780685,TSS,False,33,123
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,32,318
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,60,322
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,287,322
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,35,303
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,24,143
ENSG00000137942.16,chr1,93550946,93554661,PAS,True,102,124
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,81,125
ENSG00000137942.16,chr1,93544106,93544216,PAS,True,85,120
ENSG00000043514.16,chr1,39848097,39850122,5AS,False,13,126
ENSG00000043514.16,chr1,39850261,39853969,ES,False,13,117
ENSG00000162694.13,chr1,100894632,100895955,TSS,True,18,107
ENSG00000160679.12,chr1,153636653,153638294,IR,False,156,180
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,83,185
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,22,112
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,45,124
ENSG00000065183.15,chr1,117929757,117929924,TSS,True,103,124
ENSG00000065183.15,chr1,117959291,117960886,PAS,False,21,124
ENSG00000118298.11,chr1,150257237,150258207,TSS,True,27,109
ENSG00000118298.11,chr1,150257177,150258183,TSS,True,92,109
ENSG00000118298.11,chr1,150264560,150265085,PAS,True,83,108
ENSG00000118298.11,chr1,150264592,150265083,PAS,True,37,108
ENSG00000118298.11,chr1,150264576,150265078,PAS,True,97,108
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,94,106
ENSG00000127483.17,chr1,20786185,20786668,TSS,True,85,106
ENSG00000127483.17,chr1,20786648,20786822,TSS,False,84,106
ENSG00000132773.11,chr1,45339720,45340304,TSS,False,26,113
ENSG00000117262.18,chr1,145623160,145623612,3AS,False,115,131
ENSG00000142973.13,chr1,46813606,46813911,3AS,False,87,274
ENSG00000163875.15,chr1,37495918,37501803,ES,False,274,307
ENSG00000117153.15,chr1,202927088,202927269,TSS,False,21,184
ENSG00000117593.10,chr1,173857517,173858873,PAS,True,17,138
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,44,383
ENSG00000117228.9,chr1,89051521,89053468,PAS,True,44,125
ENSG00000117228.9,chr1,89055133,89055215,PAS,True,109,125
ENSG00000117228.9,chr1,89054680,89054875,PAS,True,101,125
ENSG00000234741.7,chr1,173864075,173864256,IR,False,158,223
ENSG00000234741.7,chr1,173864304,173864483,IR,False,112,227
ENSG00000234741.7,chr1,173864506,173864674,IR,False,113,227
ENSG00000234741.7,chr1,173864704,173865228,IR,False,130,235
ENSG00000234741.7,chr1,173865282,173865470,IR,False,93,175
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,58,152
ENSG00000234741.7,chr1,173865282,173865509,IR,False,58,140
ENSG00000234741.7,chr1,173865894,173866176,IR,False,189,240
ENSG00000234741.7,chr1,173866567,173866760,IR,False,189,247
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,91,249
ENSG00000234741.7,chr1,173863900,173865547,PAS,True,222,249
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,311,514
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,207,508
ENSG00000069248.11,chr1,229440257,229442040,PAS,True,107,182
ENSG00000069248.11,chr1,229456846,229458296,PAS,True,128,182
ENSG00000069248.11,chr1,229465441,229465519,PAS,True,154,179
ENSG00000069248.11,chr1,229508067,229508361,TSS,True,27,182
ENSG00000284770.1,chr1,235380149,235414432,ES,False,13,125
ENSG00000284770.1,chr1,235448669,235448971,PAS,True,13,128
ENSG00000117650.12,chr1,211663628,211667105,3AS,False,31,178
ENSG00000117650.12,chr1,211662771,211663652,PAS,True,34,181
ENSG00000117650.12,chr1,211662770,211663628,PAS,True,150,181
ENSG00000188976.10,chr1,944800,945056,5AS,False,94,132
ENSG00000092969.11,chr1,218347047,218405168,ES,False,110,125
ENSG00000092969.11,chr1,218345333,218347047,TSS,True,38,163
ENSG00000092969.11,chr1,218441203,218443996,PAS,True,18,148
ENSG00000116237.15,chr1,6232119,6234885,ES,False,18,102
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,16,120
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,66,151
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,90,151
ENSG00000157181.15,chr1,186399043,186406082,5AS,True,19,107
ENSG00000157181.15,chr1,186419008,186421375,PAS,True,13,113
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,167,204
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,83,204
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,96,121
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,31,115
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,21,119
ENSG00000143420.18,chr1,150629060,150629153,TSS,True,107,119
ENSG00000153187.19,chr1,244858010,244861781,TSS,True,106,118
ENSG00000153187.19,chr1,244856456,244856627,TSS,True,106,118
ENSG00000153187.19,chr1,244862618,244864513,TSS,True,90,118
ENSG00000153187.19,chr1,244860334,244863207,TSS,True,104,118
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,619,880
ENSG00000162735.18,chr1,160283109,160285054,ES,False,30,202
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,139,903
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,772,903
ENSG00000116353.15,chr1,29216685,29230730,ES,False,93,105
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,93,125
ENSG00000116353.15,chr1,29192767,29194179,PAS,True,23,139
ENSG00000116353.15,chr1,29199214,29200589,PAS,True,125,139
ENSG00000047410.13,chr1,186311657,186314026,PAS,False,215,241
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,104,213
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,60,241
ENSG00000122417.15,chr1,86358387,86358891,PAS,True,49,111
ENSG00000122417.15,chr1,86370144,86371153,PAS,True,96,111
ENSG00000122417.15,chr1,86396032,86396352,TSS,True,13,114
ENSG00000224870.6,chr1,1399522,1399685,TSS,True,66,104
ENSG00000224870.6,chr1,1399521,1399689,TSS,True,66,104
ENSG00000224870.6,chr1,1399519,1400303,TSS,True,89,104
ENSG00000224870.6,chr1,1400604,1402040,PAS,False,13,104
ENSG00000160752.14,chr1,155308965,155310042,ES,False,96,132
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,96,120
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,139,272
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,139,167
ENSG00000160752.14,chr1,155308965,155310063,IR,False,139,164
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,64,337
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,282,337
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,38,164
ENSG00000066136.20,chr1,40709263,40709616,TSS,True,138,164
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,25,163
ENSG00000134255.13,chr1,111140196,111140307,TSS,False,22,138
ENSG00000134255.13,chr1,111184190,111185179,PAS,True,17,137
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,299,361
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,132,352
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,176,282
ENSG00000116729.13,chr1,68124864,68126335,PAS,True,131,274
ENSG00000134240.11,chr1,119748376,119748841,PAS,True,16,135
ENSG00000198860.12,chr1,184054863,184072826,ES,False,23,116
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,149,174
ENSG00000126088.13,chr1,45013215,45013291,IR,False,153,175
ENSG00000126088.13,chr1,45013791,45013908,IR,False,148,181
ENSG00000126088.13,chr1,45014070,45014438,IR,False,152,183
ENSG00000126088.13,chr1,45014576,45014735,IR,False,163,183
ENSG00000196505.10,chr1,117863486,117870616,PAS,True,18,104
ENSG00000143612.20,chr1,154212624,154214456,ES,False,82,457
ENSG00000143612.20,chr1,154214574,154220341,ES,False,88,439
ENSG00000162607.12,chr1,62436379,62437400,TSS,False,20,104
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,22,137
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,18,146
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,61,299
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,139,286
ENSG00000134644.15,chr1,30953981,30965981,ES,False,42,272
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,41,270
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,156,252
ENSG00000134644.15,chr1,31007099,31028795,3AS,True,26,228
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,52,302
ENSG00000122484.8,chr1,92387010,92389839,PAS,True,33,111
ENSG00000122484.8,chr1,92323444,92324698,PAS,False,95,110
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,15,141
ENSG00000117335.19,chr1,207767195,207770320,ES,False,76,364
ENSG00000117335.19,chr1,207785682,207793518,ES,False,339,381
ENSG00000097033.14,chr1,86704971,86719506,ES,False,16,144
ENSG00000097033.14,chr1,86724405,86734601,ES,False,129,144
ENSG00000143742.12,chr1,225783368,225789239,ES,False,1225,1395
ENSG00000118217.5,chr1,161766221,161766442,TSS,False,25,248
ENSG00000009307.15,chr1,114736855,114737962,ES,False,1933,2252
ENSG00000134717.17,chr1,52056379,52064824,ES,False,30,271
ENSG00000116539.12,chr1,155562778,155562855,TSS,False,55,105
ENSG00000116539.12,chr1,155562152,155562788,TSS,True,91,105
ENSG00000116539.12,chr1,155563072,155563169,TSS,True,84,105
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,261,394
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,183,392
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,55,438
ENSG00000219481.10,chr1,16613337,16613610,TSS,True,17,100
ENSG00000117152.13,chr1,163069359,163069528,TSS,True,13,123
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,58,100
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,71,100
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,29,275
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,122,149
ENSG00000116922.14,chr1,37689883,37690215,3AS,False,72,103
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,58,154
ENSG00000116922.14,chr1,37692029,37692290,TSS,True,121,154
ENSG00000058799.14,chr1,53852270,53860055,ES,False,36,126
ENSG00000058799.14,chr1,53888986,53889712,ES,False,97,120
ENSG00000159479.16,chr1,43388428,43389758,3AS,True,161,180
ENSG00000159479.16,chr1,43383906,43385106,PAS,True,27,206
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,103,506
ENSG00000135829.16,chr1,182887082,182887982,PAS,True,197,505
ENSG00000135829.16,chr1,182874853,182874928,PAS,True,293,472
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,79,455
ENSG00000085491.16,chr1,108199955,108200374,TSS,True,13,125
ENSG00000143815.14,chr1,225427953,225428114,TSS,False,65,283
ENSG00000143815.14,chr1,225404403,225404468,TSS,True,228,265
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,100,123
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,80,123
ENSG00000077254.14,chr1,77722216,77723443,PAS,True,71,104
ENSG00000077254.14,chr1,77725621,77725762,PAS,True,89,103
ENSG00000077254.14,chr1,77759642,77759902,TSS,True,26,125
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,22,168
ENSG00000213625.8,chr1,65431802,65436005,PAS,True,21,164
ENSG00000213625.8,chr1,65425302,65426834,PAS,True,145,163
ENSG00000132781.17,chr1,45331849,45332022,IR,False,91,105
ENSG00000132781.17,chr1,45339975,45340414,TSS,True,69,109
ENSG00000132781.17,chr1,45340218,45340477,TSS,True,75,109
ENSG00000132781.17,chr1,45339898,45339980,TSS,True,82,109
ENSG00000196188.10,chr1,206012406,206013771,ES,False,30,123
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,177,260
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,93,270
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,187,270
ENSG00000143486.15,chr1,206599092,206599732,ES,True,29,230
ENSG00000143486.15,chr1,206591637,206591845,PAS,False,34,251
ENSG00000137955.15,chr1,75789356,75789951,IR,False,133,150
ENSG00000137955.15,chr1,75790057,75791284,ES,False,113,135
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,28,156
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,138,156
ENSG00000117054.13,chr1,75724817,75732643,ES,False,48,330
