gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF211JEP_in_cov,endodermal_cell_ENCFF211JEP_total_cov
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,73,346
ENSG00000136758.18,chr10,27110166,27112120,PAS,True,20,156
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,36,168
ENSG00000265354.3,chr10,45971801,45972730,TSS,False,65,572
ENSG00000165512.4,chr10,45000910,45000978,TSS,False,80,296
ENSG00000067064.11,chr10,1043393,1048863,ES,False,88,297
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,44,341
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,43,174
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,107,142
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,135,173
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,106,142
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,110,142
PB_novel_233527,chr10,107437795,107438878,PAS,True,131,147
PB_novel_233527,chr10,107380600,107381371,PAS,True,82,146
ENSG00000108064.10,chr10,58385400,58385648,TSS,True,123,276
ENSG00000108064.10,chr10,58388688,58388819,TSS,True,217,242
ENSG00000108064.10,chr10,58394354,58394414,TSS,True,172,241
ENSG00000108064.10,chr10,58394927,58399220,PAS,True,35,260
ENSG00000108064.10,chr10,58388669,58388819,PAS,True,121,153
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,98,659
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,572,662
ENSG00000119969.14,chr10,94545907,94546376,5AS,False,28,111
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,106,134
ENSG00000119969.14,chr10,94545763,94545952,TSS,True,51,134
ENSG00000119969.14,chr10,94562690,94562727,PAS,True,57,112
ENSG00000119969.14,chr10,94601527,94603026,PAS,True,88,120
ENSG00000119969.14,chr10,94554125,94554249,PAS,True,97,112
ENSG00000107937.18,chr10,987862,988527,TSS,True,21,151
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,24,143
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,64,135
ENSG00000086475.14,chr10,13344757,13347698,TSS,True,113,135
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,31,226
ENSG00000148688.13,chr10,90905301,90908556,PAS,True,197,226
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,167,409
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,310,416
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,361,409
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,94,504
ENSG00000166228.8,chr10,70885797,70885930,TSS,False,427,504
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,228,488
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,348,478
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,31,179
ENSG00000213551.4,chr10,73246687,73248156,TSS,True,153,179
ENSG00000134453.15,chr10,6104072,6105097,TSS,True,114,158
ENSG00000134453.15,chr10,6112208,6112361,TSS,True,137,158
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,45,121
ENSG00000166295.8,chr10,72216072,72230365,5AS,False,21,109
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,107,212
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,131,212
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,30,205
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,257,423
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,380,423
ENSG00000148803.11,chr10,133355436,133355737,3AS,False,233,280
ENSG00000148803.11,chr10,133354006,133355436,PAS,True,68,302
ENSG00000148803.11,chr10,133355153,133355505,PAS,True,260,302
ENSG00000148803.11,chr10,133357922,133358035,TSS,True,81,302
ENSG00000148803.11,chr10,133357656,133357750,TSS,False,224,302
ENSG00000165637.13,chr10,75210627,75210938,TSS,True,129,949
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,114,397
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,64,466
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,91,158
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,549,999
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,480,1033
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,926,1375
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,824,1375
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,20,144
ENSG00000148824.18,chr10,133399528,133400207,PAS,True,121,138
ENSG00000157326.18,chr14,23960003,23967210,ES,False,25,159
ENSG00000157326.18,chr14,23953582,23953916,TSS,True,40,177
ENSG00000157326.18,chr14,23955033,23955212,TSS,True,142,177
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,46,254
ENSG00000100664.10,chr14,103339688,103339803,TSS,True,100,116
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,98,226
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,138,246
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,16,123
ENSG00000020426.10,chr14,60968228,60969960,PAS,True,25,146
ENSG00000020426.10,chr14,60968558,60968680,PAS,True,131,148
ENSG00000165506.14,chr14,49626048,49633286,ES,True,34,105
ENSG00000165506.14,chr14,49623698,49626048,PAS,False,17,121
ENSG00000165506.14,chr14,49633286,49634357,TSS,False,14,124
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,302,348
ENSG00000100722.19,chr14,88562936,88563169,TSS,True,37,106
ENSG00000100883.11,chr14,34982657,34983215,TSS,True,138,296
ENSG00000100883.11,chr14,35022916,35023080,TSS,True,165,288
ENSG00000133997.11,chr14,70581252,70584943,PAS,True,17,166
ENSG00000129484.13,chr14,20357149,20357637,ES,False,15,139
ENSG00000129484.13,chr14,20343565,20343687,TSS,True,20,155
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1568,1876
ENSG00000092199.17,chr14,21234229,21269297,ES,False,776,1867
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,339,2212
ENSG00000092199.17,chr14,21212959,21213046,TSS,True,1966,2206
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,309,379
ENSG00000172590.18,chr14,22829940,22830049,IR,False,309,346
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,201,510
ENSG00000172590.18,chr14,22829940,22830052,IR,False,201,308
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,132,646
ENSG00000100591.7,chr14,77458025,77458269,TSS,True,34,243
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,45,227
ENSG00000119707.13,chr14,73099721,73103478,TSS,True,89,105
ENSG00000119707.13,chr14,73099666,73103328,PAS,True,167,186
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,187,212
ENSG00000119707.13,chr14,73105858,73106082,PAS,True,185,206
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,185,214
ENSG00000119707.13,chr14,73103191,73103334,PAS,True,103,190
ENSG00000100908.13,chr14,24139614,24140888,3AS,False,134,178
ENSG00000100908.13,chr14,24141316,24141437,IR,False,89,166
ENSG00000100908.13,chr14,24141106,24141620,TSS,True,114,179
ENSG00000100908.13,chr14,24141437,24141608,TSS,True,90,179
ENSG00000165588.16,chr14,56802355,56805359,ES,False,51,488
ENSG00000165588.16,chr14,56804339,56805359,3AS,False,361,437
ENSG00000165588.16,chr14,56805359,56805667,TSS,True,192,517
ENSG00000165588.16,chr14,56810375,56810479,TSS,False,362,520
ENSG00000165501.16,chr14,49602468,49614255,ES,False,53,129
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,157,175
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,75,169
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,143,169
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,27,186
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,119,171
ENSG00000100714.15,chr14,64417883,64418024,TSS,True,127,171
ENSG00000100714.15,chr14,64440149,64440266,TSS,False,99,166
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,45,203
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,177,491
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,183,512
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,343,511
ENSG00000100473.16,chr14,30874591,30874915,IR,False,76,133
ENSG00000100473.16,chr14,30874205,30874972,TSS,True,110,166
ENSG00000100473.16,chr14,30874247,30874591,TSS,True,90,166
ENSG00000100473.16,chr14,30885463,30885620,TSS,True,143,163
ENSG00000100568.10,chr14,67674374,67674899,TSS,True,16,133
ENSG00000126787.12,chr14,55148473,55150798,ES,False,107,124
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,25,149
ENSG00000126787.12,chr14,55151733,55151941,PAS,True,129,145
ENSG00000126787.12,chr14,55191462,55191620,TSS,True,15,149
ENSG00000165948.10,chr14,94081449,94096886,3AS,False,87,111
ENSG00000165948.10,chr14,94096965,94100738,ES,False,61,107
ENSG00000165948.10,chr14,94101975,94102476,5AS,False,91,106
ENSG00000165795.23,chr14,21022497,21023240,ES,False,45,100
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,48,122
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,108,122
ENSG00000165389.6,chr14,34462095,34462264,TSS,False,19,184
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,184,953
ENSG00000119632.3,chr14,94129557,94129676,TSS,True,29,122
ENSG00000119632.3,chr14,94129261,94129509,TSS,True,106,122
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,1325,1717
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,537,1649
ENSG00000140025.15,chr14,89954585,89954749,TSS,True,15,142
ENSG00000140105.17,chr14,100361921,100376259,ES,False,29,150
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,23,173
ENSG00000092140.15,chr14,30559272,30586717,ES,False,14,103
ENSG00000092140.15,chr14,30558730,30559272,TSS,True,52,156
ENSG00000092140.15,chr14,30605504,30606520,PAS,False,57,112
ENSG00000092140.15,chr14,30616277,30620174,PAS,True,64,113
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,52,236
ENSG00000100600.14,chr14,92748488,92748703,TSS,True,33,106
ENSG00000100600.14,chr14,92706482,92706597,TSS,True,82,106
ENSG00000119650.12,chr14,75985752,75985840,TSS,False,19,163
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,31,189
ENSG00000256053.7,chr14,103563124,103587273,ES,False,24,124
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,23,161
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,20,165
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,419,1699
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,755,1917
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,1498,1917
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,208,1762
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,84,374
ENSG00000119688.20,chr14,74286529,74286700,IR,False,107,124
ENSG00000119688.20,chr14,74289519,74290290,ES,False,20,117
ENSG00000119688.20,chr14,74292869,74295147,ES,False,16,106
ENSG00000119688.20,chr14,74295974,74296332,3AS,True,18,112
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,27,134
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,116,133
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,28,140
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,127,583
ENSG00000100823.11,chr14,20455338,20455577,IR,False,127,167
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,337,782
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,685,782
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,652,782
ENSG00000165819.11,chr14,21511123,21511371,TSS,True,18,104
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,145,246
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,116,246
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,180,237
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,69,240
ENSG00000092108.20,chr14,30622399,30630476,ES,False,19,124
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,37,165
ENSG00000155463.12,chr14,22770278,22770460,IR,False,385,453
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,89,537
ENSG00000155463.12,chr14,22771311,22771348,TSS,True,464,531
ENSG00000165898.13,chr14,74493733,74493845,TSS,True,42,330
ENSG00000092208.17,chr14,39114395,39114828,5AS,False,20,129
ENSG00000092208.17,chr14,39132068,39136439,ES,False,13,128
ENSG00000092208.17,chr14,39114268,39114475,TSS,True,25,133
ENSG00000092208.17,chr14,39114299,39114395,TSS,False,113,133
ENSG00000100445.17,chr14,24440926,24442177,ES,False,19,184
ENSG00000100445.17,chr14,24442260,24442345,IR,False,164,189
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,203,233
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,92,233
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,30,146
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,13,126
ENSG00000092094.10,chr14,20454568,20455093,TSS,True,21,203
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,32,157
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,43,177
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,33,164
ENSG00000165525.17,chr14,49852694,49853081,TSS,True,19,178
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,90,131
ENSG00000100836.10,chr14,23321906,23322295,TSS,True,101,131
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,93,121
ENSG00000183576.12,chr14,99405204,99405356,TSS,True,37,121
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,15,115
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,19,119
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,104,119
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,153,201
ENSG00000165792.17,chr14,20994901,20995164,IR,False,183,210
ENSG00000165792.17,chr14,20996711,20996784,IR,False,153,202
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,25,222
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,69,222
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,165,214
ENSG00000166165.12,chr14,103522022,103522833,TSS,True,111,132
ENSG00000166165.12,chr14,103521817,103521986,TSS,True,108,132
ENSG00000166165.12,chr14,103520468,103521403,TSS,True,104,132
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,39,104
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,30,107
ENSG00000116478.11,chr1,32292072,32292218,TSS,True,49,303
ENSG00000179085.7,chr1,155140245,155140490,3AS,False,79,123
ENSG00000179085.7,chr1,155139890,155140245,PAS,False,53,132
ENSG00000179085.7,chr1,155139890,155140271,PAS,True,79,124
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,20,165
ENSG00000176261.15,chr1,32627544,32633644,ES,False,88,232
ENSG00000176261.15,chr1,32634072,32634767,5AS,False,120,136
ENSG00000176261.15,chr1,32634072,32634767,3AS,False,120,157
ENSG00000176261.15,chr1,32634072,32650432,ES,True,14,135
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,159,185
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,55,266
ENSG00000176261.15,chr1,32650428,32650999,TSS,True,239,266
ENSG00000116750.13,chr1,193016395,193021096,ES,False,96,108
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,71,121
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,19,127
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,14,130
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,110,352
ENSG00000134375.10,chr1,201957279,201957380,TSS,True,268,352
ENSG00000116212.14,chr1,53946549,53951985,ES,False,51,111
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,20,128
ENSG00000081870.11,chr1,53945554,53945821,TSS,True,30,101
ENSG00000081870.11,chr1,53946236,53946316,TSS,True,76,101
ENSG00000131238.17,chr1,40097114,40097257,TSS,False,127,407
ENSG00000131238.17,chr1,40078559,40078658,TSS,True,287,406
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,78,302
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,226,299
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,74,370
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,50,118
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,23,141
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,23,125
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,54,123
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,68,114
ENSG00000118298.11,chr1,150258207,150261577,3AS,True,18,114
ENSG00000118298.11,chr1,150264560,150265085,PAS,True,93,121
ENSG00000118298.11,chr1,150264592,150265083,PAS,True,43,121
ENSG00000118298.11,chr1,150264576,150265078,PAS,True,107,121
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,346,409
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,80,409
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,52,432
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,1018,3486
ENSG00000116251.10,chr1,6192929,6193003,TSS,True,2701,3486
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,110,649
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,26,242
ENSG00000067533.5,chr1,218285289,218285455,TSS,True,26,178
ENSG00000067533.5,chr1,218307429,218307632,TSS,True,145,162
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,104,123
ENSG00000158716.8,chr1,159780961,159780993,TSS,False,61,133
ENSG00000158716.8,chr1,159780998,159781367,TSS,True,87,133
ENSG00000143228.12,chr1,163322066,163326031,5AS,False,57,118
ENSG00000143228.12,chr1,163328304,163328845,IR,True,108,123
ENSG00000143228.12,chr1,163321888,163322066,TSS,True,75,138
ENSG00000143228.12,chr1,163321868,163322212,TSS,True,77,138
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,42,249
ENSG00000143183.16,chr1,165768269,165768758,5AS,False,29,227
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,77,272
ENSG00000143183.16,chr1,165768758,165768892,TSS,False,243,272
ENSG00000163879.10,chr1,37556931,37557075,TSS,True,38,107
ENSG00000163879.10,chr1,37562174,37562245,TSS,True,86,106
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,236,378
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,320,378
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,267,378
ENSG00000116670.14,chr1,11676847,11677436,TSS,True,323,378
ENSG00000234741.7,chr1,173864304,173864674,IR,False,93,153
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,376,960
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,31,288
ENSG00000117650.12,chr1,211663628,211667105,3AS,False,39,288
ENSG00000117650.12,chr1,211662771,211663652,PAS,True,68,318
ENSG00000117650.12,chr1,211662770,211663628,PAS,True,279,318
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,117,196
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,79,188
ENSG00000160049.11,chr1,10472322,10472582,TSS,True,62,207
ENSG00000160049.11,chr1,10467189,10467283,TSS,True,163,205
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,41,350
ENSG00000143033.17,chr1,93079531,93110314,3AS,True,16,128
ENSG00000143033.17,chr1,93110626,93114687,5AS,False,116,129
ENSG00000143033.17,chr1,93127299,93133702,ES,False,34,179
ENSG00000143033.17,chr1,93079194,93079531,TSS,True,92,224
ENSG00000143033.17,chr1,93115463,93115618,TSS,True,142,221
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,80,216
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,165,216
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,87,654
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,411,931
ENSG00000143420.18,chr1,150629060,150629153,TSS,True,820,931
ENSG00000153187.19,chr1,244855423,244855574,TSS,True,48,103
ENSG00000153187.19,chr1,244855903,244856459,TSS,False,92,103
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,164,236
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,54,236
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,189,236
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,110,467
ENSG00000180098.9,chr1,28553004,28553137,TSS,True,17,161
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,172,541
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,469,541
ENSG00000084623.11,chr1,32226463,32226530,TSS,True,464,541
ENSG00000116353.15,chr1,29230730,29230958,TSS,True,19,126
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,48,257
ENSG00000162627.16,chr1,98661911,98684884,ES,False,86,104
ENSG00000162627.16,chr1,98661552,98661911,TSS,True,55,159
ENSG00000162627.16,chr1,98698760,98698905,TSS,True,110,158
ENSG00000143252.14,chr1,161314378,161314425,TSS,True,61,438
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,35,137
ENSG00000157191.19,chr1,16458841,16460090,PAS,True,11,109
ENSG00000160752.14,chr1,155308965,155310042,ES,False,255,284
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,255,326
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,299,584
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,299,388
ENSG00000160752.14,chr1,155308965,155310063,IR,False,299,373
ENSG00000160752.14,chr1,155309076,155310063,3AS,False,86,155
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,269,868
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,710,868
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,54,189
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,116,148
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,41,189
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,125,161
ENSG00000116729.13,chr1,68232193,68232566,TSS,True,101,161
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,23,104
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,89,852
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,46,142
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,158,253
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,211,253
ENSG00000117419.15,chr1,44319627,44319746,TSS,False,203,253
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,206,253
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,230,276
ENSG00000171735.18,chr1,6785575,6825091,ES,False,62,344
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,37,353
ENSG00000143612.20,chr1,154214574,154220341,ES,False,142,204
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,76,285
ENSG00000240563.1,chr1,62194704,62194921,TSS,False,29,141
ENSG00000240563.1,chr1,62206518,62207583,PAS,True,80,116
ENSG00000240563.1,chr1,62209782,62212328,PAS,False,64,120
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,18,127
ENSG00000230623.5,chr1,200411648,200411962,TSS,True,17,151
ENSG00000230623.5,chr1,200473908,200475184,PAS,True,38,136
ENSG00000230623.5,chr1,200415364,200415550,PAS,False,109,136
ENSG00000132698.14,chr1,156061443,156068269,ES,False,22,121
ENSG00000131778.18,chr1,147242830,147254869,ES,True,11,104
ENSG00000131778.18,chr1,147242617,147242830,TSS,True,32,147
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,25,146
ENSG00000157916.19,chr1,2391958,2395783,ES,False,132,155
ENSG00000266472.5,chr1,150293898,150294334,IR,True,607,750
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,169,780
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,637,780
ENSG00000049089.14,chr1,40300486,40301381,PAS,True,27,132
ENSG00000049089.14,chr1,40312211,40312479,PAS,True,92,112
ENSG00000049089.14,chr1,40317122,40317379,TSS,True,86,188
ENSG00000117335.19,chr1,207752036,207752309,TSS,True,21,113
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,65,150
ENSG00000171793.14,chr1,41008673,41008714,TSS,True,97,143
ENSG00000171793.14,chr1,41011657,41013641,PAS,True,15,145
ENSG00000143742.12,chr1,225783368,225789239,ES,False,1814,2086
ENSG00000009307.15,chr1,114736855,114737962,ES,False,189,214
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,109,323
ENSG00000163156.11,chr1,151166203,151166470,5AS,False,97,113
ENSG00000163156.11,chr1,151165650,151166203,TSS,False,19,116
ENSG00000163156.11,chr1,151166045,151166252,TSS,True,100,116
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,135,1022
ENSG00000159377.10,chr1,151399546,151399727,TSS,True,69,301
ENSG00000159377.10,chr1,151399996,151400187,TSS,True,253,301
ENSG00000069275.12,chr1,205719673,205720500,3AS,True,64,445
ENSG00000069275.12,chr1,205713349,205718479,PAS,True,215,455
ENSG00000069275.12,chr1,205719553,205719676,PAS,True,285,454
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,271,746
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,373,512
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,248,512
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,237,617
ENSG00000142864.14,chr1,67425082,67425906,TSS,False,483,617
ENSG00000077152.10,chr1,202341894,202341965,TSS,True,70,523
ENSG00000143353.11,chr1,219179246,219193129,3AS,False,22,110
ENSG00000116754.13,chr1,70228555,70232267,ES,False,208,235
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,35,101
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,172,271
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,145,269
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,220,255
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,182,249
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,189,255
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,210,255
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,106,141
ENSG00000067704.9,chr1,220134440,220134510,TSS,True,64,134
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,684,1695
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,1042,1727
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,717,1727
ENSG00000058799.14,chr1,53852270,53860055,ES,False,39,121
ENSG00000058799.14,chr1,53888986,53889712,ES,False,87,119
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,109,793
ENSG00000135829.16,chr1,182884783,182884813,TSS,True,102,206
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,37,130
ENSG00000162521.18,chr1,32679639,32683118,PAS,True,25,107
ENSG00000117362.12,chr1,150266194,150266532,IR,False,79,133
ENSG00000117362.12,chr1,150265049,150266194,PAS,False,54,134
ENSG00000117362.12,chr1,150265036,150266656,PAS,True,80,134
ENSG00000117362.12,chr1,150268697,150269266,TSS,True,29,156
ENSG00000242125.3,chr1,28506042,28506084,TSS,True,22,174
ENSG00000117308.14,chr1,23798730,23799365,ES,False,30,233
ENSG00000162910.18,chr1,228108318,228108954,ES,False,115,149
ENSG00000162910.18,chr1,228108318,228108954,5AS,False,115,141
ENSG00000162910.18,chr1,228108318,228108954,3AS,False,115,148
ENSG00000162910.18,chr1,228108318,228109148,ES,False,22,129
ENSG00000162910.18,chr1,228109021,228109148,IR,True,129,145
ENSG00000162910.18,chr1,228109021,228109260,5AS,False,75,203
ENSG00000162910.18,chr1,228109148,228109305,TSS,False,108,266
ENSG00000162910.18,chr1,228109260,228109347,TSS,True,176,266
ENSG00000117748.9,chr1,27914433,27914762,TSS,False,34,309
ENSG00000186063.12,chr1,222712207,222712517,TSS,True,11,103
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,130,152
