gene,chr,start,end,splice_type,novel,chondrocyte_ENCFF469ATL_in_cov,chondrocyte_ENCFF469ATL_total_cov
ENSG00000139624.12,chr12,50130694,50134545,ES,False,97,113
ENSG00000135486.17,chr12,54282874,54283811,ES,False,308,343
ENSG00000004700.15,chr12,21499615,21501462,5AS,False,14,126
ENSG00000004700.15,chr12,21501215,21501412,IR,False,28,104
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,88,166
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,129,166
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,121,166
ENSG00000110906.12,chr12,109458078,109460635,3AS,False,88,113
ENSG00000110906.12,chr12,109477259,109477352,TSS,True,13,126
ENSG00000139211.6,chr12,47079065,47079141,IR,True,129,155
ENSG00000139211.6,chr12,47079065,47079146,5AS,False,24,153
ENSG00000139211.6,chr12,47079065,47079461,ES,False,234,385
ENSG00000111144.9,chr12,96003064,96006313,ES,False,13,100
ENSG00000175582.19,chr11,73716362,73720845,ME,False,100,150
ENSG00000175582.19,chr11,73760565,73761232,TSS,True,21,173
ENSG00000137504.13,chr11,85662457,85663523,IR,False,87,106
ENSG00000137504.13,chr11,85663601,85663814,IR,False,48,109
ENSG00000137504.13,chr11,85659711,85662457,PAS,True,37,112
ENSG00000137504.13,chr11,85657993,85660597,PAS,False,98,112
ENSG00000137504.13,chr11,85663814,85665149,TSS,False,64,112
ENSG00000137504.13,chr11,85663523,85665129,TSS,True,72,112
ENSG00000149115.13,chr11,57308394,57310321,TSS,True,69,100
ENSG00000149115.13,chr11,57324839,57325158,TSS,True,61,100
ENSG00000197702.12,chr11,12377495,12377783,TSS,True,51,137
ENSG00000014216.15,chr11,65181225,65181410,TSS,False,319,371
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,101,371
ENSG00000085733.15,chr11,70420510,70422939,ES,False,22,156
ENSG00000085733.15,chr11,70398392,70398614,TSS,True,34,193
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,31,116
ENSG00000214530.9,chr11,72757766,72757812,TSS,True,99,116
ENSG00000165915.13,chr11,47415159,47415287,IR,False,382,428
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,93,440
ENSG00000165915.13,chr11,47410083,47410395,TSS,True,384,440
ENSG00000165915.13,chr11,47415287,47416590,PAS,False,56,430
ENSG00000126391.13,chr11,65389528,65394040,ES,False,45,149
ENSG00000149557.13,chr11,125445742,125446111,PAS,True,20,145
ENSG00000157613.10,chr11,46320709,46322890,PAS,True,20,161
ENSG00000110619.17,chr11,3001248,3001969,5AS,False,245,341
ENSG00000110619.17,chr11,3040984,3042164,3AS,False,262,337
ENSG00000052841.14,chr11,43493772,43494931,PAS,True,26,100
ENSG00000052841.14,chr11,43445930,43447227,PAS,True,82,100
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,113,130
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,19,132
ENSG00000026508.18,chr11,35139014,35139370,TSS,True,17,163
ENSG00000099849.14,chr11,560963,561033,TSS,True,23,103
ENSG00000099849.14,chr11,561023,561477,TSS,True,90,103
ENSG00000099849.14,chr11,563557,564055,PAS,True,76,100
ENSG00000099849.14,chr11,563188,564025,PAS,True,24,100
ENSG00000085063.15,chr11,33722463,33736381,ES,False,322,453
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,64,517
ENSG00000172638.12,chr11,65866712,65866844,5AS,False,96,113
ENSG00000172638.12,chr11,65866712,65866844,IR,False,96,603
ENSG00000172638.12,chr11,65866299,65867079,PAS,True,142,653
ENSG00000172638.12,chr11,65866305,65866712,PAS,True,536,659
ENSG00000019144.18,chr11,118644174,118645355,ES,False,100,116
ENSG00000019144.18,chr11,118650193,118655604,ES,True,15,127
ENSG00000019144.18,chr11,118607582,118607699,TSS,True,113,139
ENSG00000019144.18,chr11,118620830,118621538,TSS,False,83,139
ENSG00000019144.18,chr11,118627360,118628650,TSS,True,120,139
ENSG00000167792.12,chr11,67607076,67608395,IR,True,106,123
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,39,146
ENSG00000167792.12,chr11,67606916,67608478,TSS,True,130,146
ENSG00000084234.17,chr11,130122513,130126699,ES,False,789,887
ENSG00000110719.9,chr11,68043031,68043370,IR,False,91,153
ENSG00000110719.9,chr11,68038474,68039119,TSS,True,27,175
ENSG00000176973.7,chr11,65572960,65573362,3AS,False,148,216
ENSG00000176973.7,chr11,65572960,65573401,3AS,False,25,241
ENSG00000176973.7,chr11,65573362,65574190,PAS,True,93,241
ENSG00000176973.7,chr11,65573352,65574190,PAS,True,175,241
ENSG00000176973.7,chr11,65573401,65574190,PAS,False,216,241
ENSG00000109919.9,chr11,47634734,47638698,ES,False,16,138
ENSG00000166181.12,chr11,43335994,43342432,3AS,False,115,249
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,123,257
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,142,257
ENSG00000087053.18,chr11,95865676,95888155,ES,False,88,144
ENSG00000087053.18,chr11,95888261,95923874,ES,False,84,140
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,260,367
ENSG00000166333.13,chr11,6603724,6603822,TSS,False,46,415
ENSG00000110108.9,chr11,60914006,60914268,TSS,False,20,177
ENSG00000110092.3,chr11,69641087,69641511,TSS,True,25,101
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,79,233
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,163,233
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,35,229
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,195,228
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,29,289
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,57,371
ENSG00000149823.8,chr11,65096140,65096478,TSS,False,14,125
ENSG00000129083.12,chr11,14498985,14499706,5AS,False,253,319
ENSG00000129083.12,chr11,14498985,14499741,5AS,False,72,392
ENSG00000129083.12,chr11,14499706,14499866,TSS,True,158,411
ENSG00000129083.12,chr11,14499741,14499878,TSS,True,339,411
ENSG00000186318.16,chr11,117315534,117316280,TSS,True,53,117
ENSG00000186318.16,chr11,117296872,117296962,TSS,True,104,117
ENSG00000130600.18,chr11,1996517,1997824,TSS,True,29,117
ENSG00000137478.14,chr11,73141856,73142728,TSS,True,14,107
ENSG00000023191.16,chr11,502181,507112,3AS,False,128,382
ENSG00000023191.16,chr11,507112,507279,TSS,True,127,520
ENSG00000023191.16,chr11,506608,506871,TSS,True,415,520
ENSG00000134910.13,chr11,125592789,125592918,TSS,True,19,133
ENSG00000181830.8,chr11,45804339,45804517,TSS,True,76,111
ENSG00000181830.8,chr11,45805117,45806336,TSS,True,48,111
ENSG00000205531.12,chr11,2945646,2951258,ES,False,128,180
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,65,184
ENSG00000205531.12,chr11,2991793,2992260,TSS,False,140,184
ENSG00000177697.18,chr11,833026,836062,ES,False,216,464
ENSG00000177697.18,chr11,832731,833026,TSS,True,169,635
ENSG00000221968.8,chr11,61876455,61876865,IR,False,489,726
ENSG00000006118.14,chr11,60930659,60931688,3AS,False,84,147
ENSG00000006118.14,chr11,60935443,60935863,IR,False,133,158
ENSG00000006118.14,chr11,60924431,60924733,TSS,True,32,170
ENSG00000006118.14,chr11,60935863,60937159,PAS,True,26,161
ENSG00000006118.14,chr11,60935251,60937159,PAS,True,135,159
ENSG00000050165.17,chr11,12009171,12009385,TSS,False,1065,1867
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,985,1867
ENSG00000070081.16,chr11,17282943,17295323,ES,False,147,171
ENSG00000070081.16,chr11,17276685,17276828,TSS,True,78,204
ENSG00000070081.16,chr11,17276963,17277095,TSS,True,169,204
ENSG00000070081.16,chr11,17311192,17311283,TSS,True,182,204
ENSG00000070081.16,chr11,17331411,17334053,PAS,True,35,204
ENSG00000175274.18,chr11,44950676,44950902,TSS,True,73,118
ENSG00000076706.16,chr11,119317034,119317444,TSS,True,110,702
ENSG00000110075.14,chr11,68460702,68460827,TSS,True,12,103
ENSG00000110321.16,chr11,10801087,10802048,ES,False,255,2144
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,122,1072
ENSG00000172732.11,chr11,65860398,65860888,TSS,True,25,105
ENSG00000166441.12,chr11,8682731,8682816,TSS,False,18,102
ENSG00000263465.4,chr11,95068183,95068654,IR,False,21,120
ENSG00000263465.4,chr11,95067502,95068183,TSS,False,102,123
ENSG00000263465.4,chr11,95068654,95070368,PAS,False,99,123
ENSG00000137507.11,chr11,76658034,76659582,IR,False,31,208
ENSG00000137507.11,chr11,76657523,76658034,PAS,True,253,303
ENSG00000137507.11,chr11,76657523,76661508,PAS,True,47,224
ENSG00000137507.11,chr11,76670613,76670920,TSS,False,160,303
ENSG00000137507.11,chr11,76669761,76670021,TSS,False,228,303
ENSG00000137497.17,chr11,72010854,72012894,ES,False,27,107
ENSG00000137497.17,chr11,72012894,72016085,TSS,True,87,119
ENSG00000137497.17,chr11,72040958,72041216,TSS,True,70,119
ENSG00000142186.16,chr11,65536750,65537036,3AS,False,49,179
ENSG00000142186.16,chr11,65538182,65538441,ES,False,21,159
ENSG00000142186.16,chr11,65538324,65538441,IR,False,139,156
ENSG00000142186.16,chr11,65525031,65525264,TSS,True,26,189
ENSG00000142186.16,chr11,65538441,65538711,PAS,True,25,187
ENSG00000174996.11,chr11,66257871,66258583,3AS,False,91,143
ENSG00000174996.11,chr11,66266490,66267170,3AS,True,23,148
ENSG00000174996.11,chr11,66257650,66257871,TSS,True,20,163
ENSG00000174996.11,chr11,66266872,66267860,PAS,True,38,163
ENSG00000174996.11,chr11,66267170,66267860,PAS,True,140,163
ENSG00000165458.13,chr11,72223854,72223960,TSS,False,84,106
ENSG00000165458.13,chr11,72237118,72237796,TSS,True,89,106
ENSG00000170242.17,chr11,11842224,11884466,ES,False,19,134
ENSG00000173153.13,chr11,64305280,64305736,TSS,True,50,102
ENSG00000223953.5,chr11,119340694,119340902,TSS,True,37,134
ENSG00000223953.5,chr11,119340183,119340550,TSS,True,98,134
ENSG00000177030.16,chr11,694758,696635,TSS,False,24,174
ENSG00000177830.17,chr11,904859,910774,ES,False,143,165
ENSG00000177830.17,chr11,868194,869956,PAS,True,39,183
ENSG00000177830.17,chr11,880866,882515,PAS,False,143,180
ENSG00000173511.9,chr11,64234487,64234893,TSS,True,16,117
ENSG00000175220.11,chr11,46700550,46700665,TSS,True,73,191
ENSG00000182087.13,chr19,1011612,1011740,3AS,False,103,456
ENSG00000182087.13,chr19,1011612,1011740,IR,False,103,127
ENSG00000182087.13,chr19,1012188,1012462,IR,False,381,475
ENSG00000182087.13,chr19,1013340,1014191,3AS,False,410,472
ENSG00000142227.10,chr19,48325356,48325610,TSS,True,100,264
ENSG00000142227.10,chr19,48327599,48327623,TSS,True,173,264
ENSG00000129353.14,chr19,10602416,10602561,TSS,True,107,335
ENSG00000129353.14,chr19,10625460,10625670,TSS,True,271,335
ENSG00000105281.12,chr19,46787399,46788597,TSS,False,121,720
ENSG00000126254.11,chr19,35631405,35633097,3AS,False,73,150
ENSG00000167815.11,chr19,12796819,12797166,PAS,True,29,216
ENSG00000167815.11,chr19,12801739,12802015,TSS,True,25,216
ENSG00000105223.19,chr19,40348724,40365552,5AS,False,23,142
ENSG00000105223.19,chr19,40348724,40365717,IR,False,15,133
ENSG00000105223.19,chr19,40348768,40365661,3AS,False,30,117
ENSG00000105223.19,chr19,40348768,40366418,ME,False,174,202
ENSG00000105223.19,chr19,40348768,40365717,3AS,False,135,253
ENSG00000105223.19,chr19,40348768,40366418,ES,False,97,380
ENSG00000105223.19,chr19,40348768,40366418,3AS,False,97,120
ENSG00000105223.19,chr19,40365585,40366418,5AS,False,31,127
ENSG00000105223.19,chr19,40348542,40348768,TSS,True,885,1288
ENSG00000105223.19,chr19,40364079,40365930,TSS,False,675,1288
ENSG00000160953.15,chr19,1354922,1355020,TSS,False,60,116
ENSG00000160953.15,chr19,1354944,1355135,TSS,True,72,116
ENSG00000125505.16,chr19,54178941,54180772,IR,True,135,166
ENSG00000125505.16,chr19,54189337,54189735,TSS,False,23,183
ENSG00000104852.14,chr19,49107712,49107821,3AS,False,52,166
ENSG00000104852.14,chr19,49085154,49085636,TSS,True,95,191
ENSG00000104852.14,chr19,49102417,49104735,TSS,True,129,191
ENSG00000104852.14,chr19,49107794,49108613,PAS,True,52,166
ENSG00000104852.14,chr19,49107821,49108613,PAS,True,114,166
ENSG00000074181.8,chr19,15181801,15184905,ES,False,52,162
ENSG00000074181.8,chr19,15200787,15201001,TSS,True,319,448
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,62,117
ENSG00000099860.8,chr19,2476125,2476402,TSS,False,13,101
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,130,229
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,52,230
ENSG00000099622.13,chr19,1272051,1272426,IR,False,179,276
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,33,303
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,120,292
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,216,302
ENSG00000131943.17,chr19,29715124,29715535,TSS,True,18,105
ENSG00000131943.17,chr19,29714906,29715119,TSS,True,92,105
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,39,278
ENSG00000130255.12,chr19,5690266,5690327,TSS,False,24,166
ENSG00000179271.2,chr19,12956862,12957224,TSS,False,39,133
ENSG00000183207.13,chr19,48993533,48993923,TSS,True,23,106
ENSG00000183207.13,chr19,48993450,48993902,TSS,True,92,106
ENSG00000178980.14,chr19,47778284,47778814,TSS,True,63,140
ENSG00000130726.11,chr19,58544064,58545097,TSS,True,38,227
ENSG00000024422.11,chr19,47713404,47713538,TSS,True,298,545
ENSG00000125753.13,chr19,45522581,45522720,3AS,True,19,153
ENSG00000125753.13,chr19,45523695,45523843,3AS,True,25,155
ENSG00000123159.15,chr19,14491743,14496036,ES,False,102,263
ENSG00000141985.9,chr19,4400323,4400567,TSS,True,34,202
ENSG00000185236.11,chr19,8402565,8403412,IR,True,188,213
ENSG00000185236.11,chr19,8403412,8404442,PAS,False,26,214
ENSG00000185236.11,chr19,8402484,8404434,PAS,True,189,214
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,134,424
ENSG00000063245.14,chr19,55692796,55692953,3AS,False,33,105
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,12,112
ENSG00000104936.17,chr19,45770640,45771567,ES,False,64,270
ENSG00000104936.17,chr19,45771056,45771349,3AS,False,84,194
ENSG00000104936.17,chr19,45775034,45777341,5AS,False,70,265
ENSG00000104936.17,chr19,45782192,45784134,TSS,True,46,275
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,163,1269
ENSG00000105088.8,chr19,9936303,9936558,TSS,True,18,123
ENSG00000105088.8,chr19,9913482,9913846,TSS,False,109,123
ENSG00000105063.18,chr19,55258434,55259063,TSS,False,20,100
ENSG00000130204.12,chr19,44891314,44891406,IR,False,85,109
ENSG00000130204.12,chr19,44891224,44891689,TSS,True,102,126
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,28,126
ENSG00000105137.12,chr19,15107521,15109256,3AS,False,22,162
ENSG00000105137.12,chr19,15107333,15107521,TSS,True,34,202
ENSG00000070404.9,chr19,676373,676526,TSS,False,64,544
ENSG00000073008.14,chr19,44657910,44661291,ES,False,29,178
ENSG00000073008.14,chr19,44658765,44661291,5AS,False,33,149
ENSG00000073008.14,chr19,44643677,44644175,TSS,True,73,281
ENSG00000104774.12,chr19,12658510,12661259,3AS,True,151,176
ENSG00000130479.10,chr19,17719462,17719620,TSS,True,15,133
ENSG00000196961.12,chr19,49766954,49767200,TSS,True,53,185
ENSG00000011243.17,chr19,15397855,15399301,IR,True,89,110
ENSG00000166289.5,chr19,29665505,29673823,5AS,False,83,101
ENSG00000166289.5,chr19,29665421,29665505,TSS,False,19,102
ENSG00000166289.5,chr19,29665456,29665795,TSS,True,85,102
ENSG00000105135.15,chr19,15125655,15125819,TSS,False,131,294
ENSG00000105135.15,chr19,15124924,15125709,TSS,True,263,294
ENSG00000105135.15,chr19,15125379,15125701,TSS,True,204,294
ENSG00000090006.17,chr19,40613340,40614038,TSS,True,89,105
ENSG00000090006.17,chr19,40601173,40601637,TSS,False,63,113
ENSG00000068903.19,chr19,38893867,38899505,ES,False,88,106
ENSG00000130176.7,chr19,11538810,11538990,TSS,True,68,341
ENSG00000130176.7,chr19,11539918,11540021,TSS,False,287,341
ENSG00000179820.15,chr19,53867875,53867943,TSS,False,55,105
ENSG00000105647.16,chr19,18153119,18153294,TSS,False,27,249
ENSG00000076928.17,chr19,41883116,41883289,TSS,True,68,131
ENSG00000076928.17,chr19,41883233,41884493,TSS,True,80,131
ENSG00000167674.14,chr19,4472220,4472422,TSS,True,24,119
ENSG00000167674.14,chr19,4501910,4502218,PAS,True,30,108
ENSG00000167674.14,chr19,4501913,4502219,PAS,True,87,108
ENSG00000130309.10,chr19,17555590,17555973,TSS,False,27,232
ENSG00000105373.18,chr19,47745517,47745783,TSS,True,28,128
ENSG00000105373.18,chr19,47756707,47756744,TSS,True,108,127
ENSG00000088256.8,chr19,3094361,3094787,TSS,True,55,201
ENSG00000104824.17,chr19,38849699,38849991,TSS,True,34,109
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,61,412
ENSG00000105655.18,chr19,18438092,18438179,TSS,True,35,288
ENSG00000185800.11,chr19,45784290,45785593,ES,False,35,105
ENSG00000115268.9,chr19,1438368,1438428,TSS,True,29,272
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,33,101
ENSG00000079999.13,chr19,10499394,10500081,TSS,True,87,101
ENSG00000079805.16,chr19,10795439,10798485,ME,False,32,255
ENSG00000079805.16,chr19,10830378,10830980,3AS,False,49,263
ENSG00000079805.16,chr19,10830977,10831906,PAS,True,62,276
ENSG00000079805.16,chr19,10830980,10831905,PAS,False,227,276
ENSG00000074842.7,chr19,4670160,4670409,TSS,True,80,269
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,19,113
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,35,100
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,80,100
ENSG00000130164.13,chr19,11089422,11089615,TSS,True,34,157
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,118,140
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,51,169
ENSG00000071655.17,chr19,1592521,1592894,TSS,True,147,169
ENSG00000099875.14,chr19,2037829,2040133,3AS,False,53,103
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,137,190
ENSG00000099875.14,chr19,2037470,2039856,PAS,True,56,104
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,93,190
ENSG00000105290.11,chr19,35877825,35878084,3AS,False,127,173
ENSG00000105290.11,chr19,35877825,35878583,ES,False,40,204
ENSG00000198816.6,chr19,7515941,7516249,TSS,False,20,122
ENSG00000011304.19,chr19,805187,806407,ES,False,46,285
ENSG00000011304.19,chr19,797388,797505,TSS,True,87,317
ENSG00000105419.17,chr19,47414815,47415050,3AS,False,31,156
ENSG00000105419.17,chr19,47419069,47419530,TSS,True,19,173
ENSG00000104870.12,chr19,49512261,49512750,TSS,True,65,147
ENSG00000104870.12,chr19,49513020,49513473,TSS,True,95,147
ENSG00000125912.10,chr19,3206190,3206264,3AS,False,80,182
ENSG00000125912.10,chr19,3185867,3186214,TSS,True,38,207
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,51,448
ENSG00000105520.10,chr19,11363819,11364160,5AS,False,61,104
ENSG00000105520.10,chr19,11354929,11355572,TSS,True,17,113
ENSG00000167772.11,chr19,8366319,8371055,ES,False,45,398
ENSG00000127616.18,chr19,11035132,11041306,3AS,False,88,126
ENSG00000127616.18,chr19,11041560,11058257,3AS,False,36,130
ENSG00000127616.18,chr19,10960725,10961174,TSS,True,52,150
ENSG00000127616.18,chr19,11061783,11062296,PAS,True,16,149
ENSG00000127616.18,chr19,10996212,10996376,PAS,True,116,132
ENSG00000167645.16,chr19,38309643,38315868,5AS,False,81,108
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,123,150
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,68,150
ENSG00000130881.13,chr19,33206362,33206600,3AS,True,110,129
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,38,163
ENSG00000104823.8,chr19,38817064,38817274,TSS,True,133,163
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,110,392
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,301,395
ENSG00000172081.13,chr19,2096225,2096335,TSS,True,24,124
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,42,156
ENSG00000064961.18,chr19,3572968,3573347,TSS,True,128,156
ENSG00000090372.14,chr19,46727546,46727893,3AS,False,114,138
ENSG00000064666.14,chr19,1026557,1026724,TSS,True,52,161
ENSG00000125733.17,chr19,6744994,6746451,ES,False,108,134
ENSG00000142453.11,chr19,10921127,10921614,ES,False,172,194
ENSG00000104960.15,chr19,49860336,49860613,3AS,False,115,142
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,18,146
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,31,146
ENSG00000104960.15,chr19,49860565,49860744,PAS,True,119,146
ENSG00000105397.13,chr19,10353646,10354041,IR,True,99,123
ENSG00000105397.13,chr19,10380379,10380645,TSS,True,14,128
ENSG00000170892.10,chr19,54190220,54190450,TSS,True,83,108
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,38,108
ENSG00000032444.16,chr19,7551437,7553874,3AS,False,63,103
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,70,108
ENSG00000032444.16,chr19,7534139,7534239,TSS,True,94,108
ENSG00000032444.16,chr19,7534716,7534902,TSS,True,90,108
ENSG00000105726.16,chr19,19654074,19654542,3AS,False,17,142
ENSG00000105726.16,chr19,19656766,19656846,IR,False,116,138
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,11,105
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,303,2065
ENSG00000105401.8,chr19,10395343,10395434,IR,False,161,202
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,29,227
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,17,164
ENSG00000105058.11,chr19,16185516,16185623,IR,False,101,124
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,24,125
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,102,125
ENSG00000126457.21,chr19,49677316,49680486,ES,False,130,149
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,22,169
ENSG00000099783.11,chr19,8465362,8465479,IR,False,112,301
ENSG00000099783.11,chr19,8474244,8485602,ES,False,60,313
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,45,339
ENSG00000165629.19,chr10,7802854,7807658,ES,False,95,124
ENSG00000148848.14,chr10,126388057,126388693,TSS,False,26,103
ENSG00000015171.19,chr10,210048,236837,ES,False,16,107
ENSG00000015171.19,chr10,134876,135302,TSS,False,94,114
ENSG00000015171.19,chr10,135381,135559,TSS,True,42,114
ENSG00000154473.17,chr10,123162828,123163819,IR,True,96,113
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,38,134
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,55,151
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,113,151
ENSG00000154473.17,chr10,123162611,123165365,PAS,True,134,151
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,43,115
ENSG00000148700.14,chr10,110005757,110006151,TSS,False,92,115
ENSG00000148700.14,chr10,110005805,110006147,TSS,True,102,115
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,233,259
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,50,259
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,70,109
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,46,109
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,47,240
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,201,240
ENSG00000123240.16,chr10,13100302,13109111,ES,False,252,332
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,76,345
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,84,418
ENSG00000123240.16,chr10,13133532,13133581,TSS,True,346,415
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,68,129
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,99,129
ENSG00000107679.14,chr10,122374806,122393180,ES,True,61,169
ENSG00000176986.15,chr10,73770471,73770708,IR,False,122,141
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,79,143
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,87,143
ENSG00000099250.17,chr10,33197709,33202911,5AS,False,20,103
ENSG00000099250.17,chr10,33177489,33180365,PAS,True,26,117
ENSG00000099250.17,chr10,33196177,33197709,PAS,True,95,112
ENSG00000099250.17,chr10,33334309,33334866,TSS,True,22,123
ENSG00000166136.15,chr10,100523739,100523929,PAS,True,11,109
ENSG00000166136.15,chr10,100523740,100526554,PAS,True,98,109
ENSG00000171307.18,chr10,97446353,97451670,ES,False,124,141
ENSG00000171307.18,chr10,97453663,97454713,ES,False,55,120
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,16,148
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,46,226
ENSG00000148484.17,chr10,16782084,16817314,ES,False,54,295
ENSG00000148484.17,chr10,16817084,16817314,IR,True,243,273
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,43,341
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,47,337
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,19,103
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,17,108
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,19,103
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,84,103
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,29,151
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,38,156
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,128,156
ENSG00000107984.9,chr10,52314280,52314677,TSS,False,13,121
ENSG00000076685.18,chr10,103193235,103194278,TSS,True,48,102
ENSG00000076685.18,chr10,103174857,103174983,TSS,False,89,102
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,41,320
ENSG00000067064.11,chr10,1043393,1048863,ES,False,38,142
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,51,459
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,20,105
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,85,105
ENSG00000122359.17,chr10,80172869,80205342,ES,False,48,172
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,22,194
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,45,105
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,63,105
ENSG00000166272.17,chr10,102743922,102744143,TSS,True,59,137
ENSG00000166272.17,chr10,102776132,102776417,TSS,False,106,137
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,372,3401
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,118,164
ENSG00000122884.12,chr10,73030370,73046924,ME,False,164,328
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,319,613
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,104,602
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,105,234
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,193,234
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,60,110
ENSG00000197771.12,chr10,119872526,119872998,TSS,True,12,117
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,37,182
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,137,173
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,37,192
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,17,103
