gene,chr,start,end,splice_type,novel,neural_crest_cell_ENCFF319JFG_in_cov,neural_crest_cell_ENCFF319JFG_total_cov
ENSG00000129083.12,chr11,14499741,14499878,TSS,True,348,426
ENSG00000129083.12,chr11,14499602,14499855,TSS,True,367,426
ENSG00000182985.17,chr11,115178775,115209573,ES,False,50,133
ENSG00000182985.17,chr11,115504269,115504419,TSS,True,28,157
ENSG00000134910.13,chr11,125592789,125592918,TSS,True,91,154
ENSG00000134910.13,chr11,125602302,125602424,TSS,True,116,154
ENSG00000134910.13,chr11,125602799,125602948,TSS,True,121,154
ENSG00000197798.8,chr11,126256852,126261427,3AS,False,46,103
ENSG00000205531.12,chr11,2945646,2951258,ES,False,223,356
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,50,385
ENSG00000166086.12,chr11,134069013,134069159,TSS,True,35,346
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,289,391
ENSG00000110321.16,chr11,10802293,10803296,TSS,False,324,389
ENSG00000014138.8,chr11,65297119,65297629,PAS,True,19,166
ENSG00000137509.10,chr11,82900234,82900506,TSS,True,36,172
ENSG00000137509.10,chr11,82901592,82901673,TSS,False,146,172
ENSG00000170242.17,chr11,11842224,11884466,ES,False,68,203
ENSG00000170242.17,chr11,11956000,11959323,PAS,True,180,216
ENSG00000170242.17,chr11,11942334,11943323,PAS,True,162,212
ENSG00000170242.17,chr11,11933003,11933552,PAS,True,133,209
ENSG00000170242.17,chr11,11933830,11933873,PAS,True,188,209
ENSG00000176102.12,chr11,33084487,33085289,PAS,True,21,116
ENSG00000176102.12,chr11,33096911,33096978,PAS,True,101,113
ENSG00000149554.12,chr11,125626833,125629231,ES,False,15,107
ENSG00000149554.12,chr11,125625680,125626012,TSS,True,20,116
ENSG00000149554.12,chr11,125655224,125657152,PAS,True,30,115
ENSG00000149554.12,chr11,125675927,125676257,PAS,False,93,115
ENSG00000149136.8,chr11,57325982,57326478,PAS,True,81,195
ENSG00000149136.8,chr11,57325987,57326889,PAS,False,161,195
ENSG00000149136.8,chr11,57325990,57327514,PAS,True,152,194
ENSG00000149136.8,chr11,57335729,57335892,TSS,False,110,195
ENSG00000149136.8,chr11,57335067,57335885,TSS,True,137,195
ENSG00000020922.12,chr11,94492906,94493790,5AS,False,54,110
ENSG00000020922.12,chr11,94416980,94420181,PAS,True,44,117
ENSG00000020922.12,chr11,94456306,94456338,PAS,True,96,117
ENSG00000020922.12,chr11,94493790,94493889,TSS,True,59,117
ENSG00000020922.12,chr11,94493683,94493874,TSS,True,60,117
ENSG00000214046.8,chr19,16647261,16659394,ES,False,21,154
ENSG00000214046.8,chr19,16644142,16647261,PAS,True,24,158
ENSG00000257103.8,chr19,34172417,34172763,TSS,True,19,117
ENSG00000257103.8,chr19,34227364,34229515,PAS,True,19,114
ENSG00000257103.8,chr19,34219390,34219569,PAS,True,94,105
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,101,187
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,43,185
ENSG00000160633.12,chr19,5668161,5668478,PAS,True,54,240
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,57,243
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,210,243
ENSG00000142230.11,chr19,47130795,47131028,TSS,True,94,633
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,33,122
ENSG00000105568.17,chr19,52212685,52212833,TSS,False,93,121
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,133,215
ENSG00000129351.17,chr19,10681218,10681457,PAS,True,41,110
ENSG00000129351.17,chr19,10684415,10685772,PAS,True,98,124
ENSG00000129351.17,chr19,10681018,10681301,PAS,False,86,110
ENSG00000089335.20,chr19,34677653,34677856,TSS,True,54,103
ENSG00000089335.20,chr19,34677676,34677833,TSS,True,71,103
ENSG00000276043.4,chr19,4909349,4909655,TSS,True,65,165
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,168,217
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,83,251
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,206,251
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,222,251
ENSG00000198429.9,chr19,11887986,11903614,3AS,False,37,104
ENSG00000105618.13,chr19,54115797,54118270,3AS,False,123,142
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,22,164
ENSG00000105618.13,chr19,54117239,54118455,TSS,True,144,164
ENSG00000167635.11,chr19,36215155,36228747,5AS,False,28,254
ENSG00000167635.11,chr19,36215196,36228747,ES,False,75,212
ENSG00000167635.11,chr19,36214748,36215155,TSS,True,257,299
ENSG00000167635.11,chr19,36215101,36215196,TSS,True,86,299
ENSG00000105058.11,chr19,16185516,16185623,IR,False,220,245
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,25,246
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,220,245
ENSG00000099783.11,chr19,8465362,8465479,IR,False,127,354
ENSG00000099783.11,chr19,8474244,8485602,ES,False,73,353
ENSG00000165629.19,chr10,7802854,7807658,ES,False,24,223
ENSG00000154473.17,chr10,123162828,123163819,IR,True,254,288
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,114,366
ENSG00000154473.17,chr10,123162828,123165046,IR,True,114,148
ENSG00000154473.17,chr10,123154277,123154485,TSS,True,67,411
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,152,406
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,297,411
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,49,324
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,287,324
ENSG00000108179.13,chr10,79347429,79347743,TSS,True,13,102
ENSG00000138182.14,chr10,89723963,89724023,PAS,True,70,144
ENSG00000138182.14,chr10,89726412,89726510,PAS,True,123,144
ENSG00000138182.14,chr10,89719418,89720669,PAS,True,119,144
ENSG00000138160.5,chr10,92653664,92655395,PAS,False,103,161
ENSG00000138160.5,chr10,92630175,92631136,PAS,True,117,157
ENSG00000065328.16,chr10,13172480,13172627,3AS,False,202,285
ENSG00000065328.16,chr10,13161502,13161606,TSS,True,61,301
ENSG00000065328.16,chr10,13164126,13164209,TSS,False,257,301
ENSG00000065328.16,chr10,13209226,13211110,PAS,True,215,297
ENSG00000065328.16,chr10,13201420,13202192,PAS,True,199,293
ENSG00000065328.16,chr10,13197622,13197767,PAS,True,216,293
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,97,113
ENSG00000176986.15,chr10,73758942,73760386,TSS,False,100,113
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,65,113
ENSG00000023041.11,chr10,112446704,112446956,TSS,True,24,182
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,53,120
ENSG00000152455.15,chr10,14878919,14896845,ES,False,145,187
ENSG00000048740.18,chr10,11164964,11165317,TSS,True,99,125
ENSG00000048740.18,chr10,11017526,11018163,TSS,True,107,125
ENSG00000048740.18,chr10,11005287,11005440,TSS,True,76,125
ENSG00000048740.18,chr10,11330455,11334358,PAS,True,21,114
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,476,585
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,338,462
ENSG00000107581.12,chr10,119056747,119057040,PAS,True,360,460
ENSG00000107581.12,chr10,119058029,119058303,PAS,True,336,458
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,73,477
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,28,238
ENSG00000122952.16,chr10,56358148,56358376,IR,True,12,114
ENSG00000122952.16,chr10,56358185,56358376,IR,False,406,507
ENSG00000122952.16,chr10,56359853,56360017,IR,False,438,512
ENSG00000122952.16,chr10,56360141,56360292,IR,False,426,509
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,113,520
ENSG00000122952.16,chr10,56356735,56358459,PAS,True,419,520
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,12,109
ENSG00000107651.12,chr10,119932132,119936564,PAS,True,78,109
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,56,109
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,14,116
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,53,169
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,135,169
ENSG00000187522.15,chr10,14871527,14871850,PAS,False,26,108
ENSG00000187522.15,chr10,14870596,14870661,PAS,True,88,108
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,55,433
ENSG00000067064.11,chr10,1043393,1048863,ES,False,180,966
ENSG00000060339.13,chr10,68721282,68722454,5AS,False,107,146
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,79,189
ENSG00000060339.13,chr10,68721163,68721288,TSS,True,167,189
ENSG00000060339.13,chr10,68771205,68771444,PAS,True,111,188
ENSG00000060339.13,chr10,68761006,68761193,PAS,True,112,187
ENSG00000266412.5,chr10,46005087,46006597,PAS,True,23,203
ENSG00000266412.5,chr10,46007610,46011206,PAS,True,169,191
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,23,207
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,48,182
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,144,182
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,134,229
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,159,230
ENSG00000107937.18,chr10,1012464,1012622,PAS,True,179,230
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,26,231
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,68,233
ENSG00000150093.18,chr10,32910222,32910422,TSS,True,195,218
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,43,278
ENSG00000165733.7,chr10,42796473,42797218,PAS,True,63,270
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,100,119
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,84,120
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,70,119
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,661,1184
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,936,1184
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,973,1184
ENSG00000138303.17,chr10,72215781,72216234,TSS,True,88,101
ENSG00000138303.17,chr10,72216206,72216306,TSS,False,16,101
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,40,104
ENSG00000185009.12,chr10,74138382,74150754,ES,False,62,110
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,43,117
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,271,495
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,165,509
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,306,530
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,259,530
ENSG00000165934.12,chr14,92121950,92122128,TSS,True,13,119
ENSG00000165934.12,chr14,92161651,92164198,PAS,False,81,118
ENSG00000165934.12,chr14,92154357,92154411,PAS,True,45,115
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,46,324
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,185,301
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,139,311
ENSG00000100938.17,chr14,24232977,24233218,IR,False,50,111
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,131,197
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,136,197
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,147,197
ENSG00000100938.17,chr14,24238588,24239244,PAS,True,22,196
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,88,314
ENSG00000197102.11,chr14,101983381,101983510,PAS,True,37,229
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,233,314
ENSG00000186469.8,chr14,51860611,51860790,TSS,True,48,138
ENSG00000198554.11,chr14,54938945,54941690,PAS,True,163,225
ENSG00000198554.11,chr14,54955559,54955694,PAS,True,172,224
ENSG00000198554.11,chr14,54962976,54963172,PAS,True,180,224
ENSG00000198554.11,chr14,54983858,54984860,PAS,True,199,224
ENSG00000198554.11,chr14,55027027,55027446,TSS,False,30,226
ENSG00000185246.17,chr14,45096228,45096886,ES,False,72,108
ENSG00000185246.17,chr14,45096228,45096886,IR,False,72,102
ENSG00000185246.17,chr14,45109780,45110093,ES,False,96,115
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,91,150
ENSG00000185246.17,chr14,45112317,45112503,PAS,True,119,148
ENSG00000185246.17,chr14,45114182,45115594,PAS,True,131,148
ENSG00000185246.17,chr14,45110548,45112456,PAS,True,126,148
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,17,154
ENSG00000100722.19,chr14,88578140,88607242,ES,False,27,130
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,51,136
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,944,1224
ENSG00000092199.17,chr14,21234229,21269297,ES,False,234,1195
ENSG00000100461.17,chr14,22906368,22909482,ES,False,87,137
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,339,487
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,347,458
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,342,456
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,60,493
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,12,109
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,195,271
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,243,296
ENSG00000100644.16,chr14,61738086,61738276,PAS,True,64,279
ENSG00000126787.12,chr14,55148473,55150798,ES,False,91,108
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,139,247
ENSG00000126787.12,chr14,55151733,55151941,PAS,True,175,247
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,95,134
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,76,134
ENSG00000078304.19,chr14,101909588,101910397,PAS,True,98,134
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,386,468
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,81,412
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,115,134
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,117,470
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,62,109
ENSG00000140105.17,chr14,100343274,100344340,TSS,True,91,109
ENSG00000140105.17,chr14,100346745,100346847,TSS,True,77,109
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,61,221
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,153,193
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,136,191
ENSG00000054654.16,chr14,63980985,63981151,PAS,True,159,190
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,34,114
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,94,113
ENSG00000100749.7,chr14,96881176,96881614,PAS,True,21,139
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,26,112
ENSG00000119725.18,chr14,73921105,73923394,ES,False,106,401
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,23,149
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,87,332
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,216,245
ENSG00000100650.15,chr14,69769251,69770466,IR,False,156,338
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,133,349
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,262,349
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,114,349
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,263,349
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,13,120
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,30,105
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,81,105
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,12,106
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,39,375
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,146,465
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,19,137
ENSG00000100567.12,chr14,58271850,58272012,PAS,True,25,137
ENSG00000165819.11,chr14,21499137,21499305,IR,False,209,291
ENSG00000165819.11,chr14,21499371,21499491,IR,False,207,292
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,89,102
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,35,102
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,50,229
ENSG00000070367.15,chr14,57200503,57208797,PAS,True,235,265
ENSG00000070367.15,chr14,57218034,57218068,PAS,True,41,263
ENSG00000092020.10,chr14,35110629,35121901,ES,False,61,160
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,51,164
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,113,164
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,49,154
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,20,195
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,34,259
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,233,259
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,44,259
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,93,105
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,14,107
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,89,120
ENSG00000165792.17,chr14,20994901,20995164,IR,False,101,120
ENSG00000165792.17,chr14,20996711,20996784,IR,False,57,111
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,66,123
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,68,122
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,31,225
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,40,227
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,13,102
ENSG00000117543.20,chr1,100989625,100990628,PAS,True,91,102
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,28,149
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,19,152
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,16,111
ENSG00000162694.13,chr1,100894632,100895955,TSS,True,21,109
ENSG00000162694.13,chr1,100895333,100896008,TSS,True,98,109
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,59,136
ENSG00000117461.14,chr1,46040139,46043871,PAS,True,97,135
ENSG00000117461.14,chr1,46055852,46055971,PAS,True,49,130
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,24,147
ENSG00000215717.5,chr1,109090882,109094416,ES,True,14,116
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,37,106
ENSG00000065183.15,chr1,117929757,117929924,TSS,True,86,106
ENSG00000065183.15,chr1,117933285,117933490,TSS,True,94,106
ENSG00000065183.15,chr1,117959291,117960886,PAS,False,23,106
ENSG00000163875.15,chr1,37495918,37501803,ES,False,160,201
ENSG00000117153.15,chr1,202927088,202927269,TSS,False,13,119
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,89,101
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,26,101
ENSG00000234741.7,chr1,173864075,173864256,IR,False,112,159
ENSG00000234741.7,chr1,173864304,173864483,IR,False,69,154
ENSG00000234741.7,chr1,173864506,173864674,IR,False,66,154
ENSG00000234741.7,chr1,173864704,173865228,IR,False,72,156
ENSG00000234741.7,chr1,173865282,173865470,IR,False,58,116
ENSG00000234741.7,chr1,173865894,173866176,IR,False,129,156
ENSG00000234741.7,chr1,173866567,173866760,IR,False,112,155
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,52,164
ENSG00000234741.7,chr1,173863900,173865547,PAS,True,135,157
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,176,225
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,51,224
ENSG00000069248.11,chr1,229440257,229442040,PAS,True,95,162
ENSG00000069248.11,chr1,229456846,229458296,PAS,True,121,161
ENSG00000069248.11,chr1,229465441,229465519,PAS,True,127,160
ENSG00000117650.12,chr1,211663628,211667105,3AS,False,35,134
ENSG00000117650.12,chr1,211662771,211663652,PAS,True,43,142
ENSG00000117650.12,chr1,211662770,211663628,PAS,True,107,142
ENSG00000143033.17,chr1,93127299,93133702,ES,False,15,103
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,98,142
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,73,141
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,17,109
ENSG00000153187.19,chr1,244862618,244864513,TSS,True,95,121
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,113,156
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,38,161
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,133,161
ENSG00000162735.18,chr1,160283109,160285054,ES,False,17,140
ENSG00000163479.13,chr1,156020887,156020951,TSS,False,22,170
ENSG00000163479.13,chr1,156020012,156020876,TSS,True,152,170
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,82,437
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,360,437
ENSG00000047410.13,chr1,186311657,186314026,PAS,False,145,162
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,101,139
ENSG00000047410.13,chr1,186357231,186358650,PAS,True,121,139
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,47,162
ENSG00000160752.14,chr1,155308965,155310042,ES,False,145,171
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,145,168
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,209,380
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,209,247
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,84,467
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,408,467
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,23,101
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,71,249
ENSG00000198860.12,chr1,184054863,184072826,ES,False,16,102
ENSG00000143612.20,chr1,154212624,154214456,ES,False,52,240
ENSG00000143612.20,chr1,154214574,154220341,ES,False,87,233
ENSG00000143401.14,chr1,150220758,150223185,3AS,False,16,142
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,32,162
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,19,177
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,60,246
ENSG00000131778.18,chr1,147285323,147288352,PAS,True,220,245
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,35,104
ENSG00000134644.15,chr1,30953981,30965981,ES,False,14,101
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,23,119
ENSG00000117335.19,chr1,207767195,207770320,ES,False,17,111
ENSG00000117335.19,chr1,207785682,207793518,ES,False,89,122
ENSG00000134717.17,chr1,52056379,52064824,ES,False,29,275
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,202,271
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,126,271
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,45,316
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,14,138
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,88,103
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,38,107
ENSG00000116922.14,chr1,37692029,37692290,TSS,True,87,107
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,114,738
ENSG00000135829.16,chr1,182887082,182887982,PAS,True,302,738
ENSG00000135829.16,chr1,182874853,182874928,PAS,True,439,713
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,66,325
ENSG00000085491.16,chr1,108199955,108200374,TSS,True,11,105
ENSG00000143815.14,chr1,225427953,225428114,TSS,False,83,450
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,102,161
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,61,167
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,109,167
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,16,103
ENSG00000117054.13,chr1,75724817,75732643,ES,False,34,188
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,87,440
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,110,441
ENSG00000116560.10,chr1,35190693,35193141,TSS,True,78,114
ENSG00000116560.10,chr1,35191340,35193144,TSS,True,66,114
ENSG00000117569.18,chr1,96785254,96804799,3AS,False,99,135
ENSG00000117569.18,chr1,96813106,96813275,3AS,False,55,136
ENSG00000117569.18,chr1,96721283,96721872,TSS,True,21,153
ENSG00000117569.18,chr1,96813275,96815040,PAS,True,93,148
ENSG00000117569.18,chr1,96813272,96815664,PAS,True,66,148
ENSG00000121481.10,chr1,185045314,185045649,TSS,True,12,104
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,91,401
ENSG00000117632.22,chr1,25904663,25904741,TSS,True,339,401
ENSG00000213190.3,chr1,151060378,151060553,TSS,False,16,135
ENSG00000117139.17,chr1,202727398,202729173,PAS,True,95,126
ENSG00000117139.17,chr1,202727403,202730027,PAS,True,98,123
ENSG00000117139.17,chr1,202732620,202735587,PAS,True,62,120
ENSG00000117139.17,chr1,202808101,202808523,TSS,True,61,139
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,26,103
ENSG00000186141.8,chr1,145826492,145826605,IR,False,29,127
ENSG00000186141.8,chr1,145823781,145824369,TSS,True,17,136
ENSG00000186141.8,chr1,145842338,145845654,PAS,True,27,136
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,99,753
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,23,218
ENSG00000078369.17,chr1,1789052,1789188,TSS,True,91,120
ENSG00000078369.17,chr1,1804418,1804551,TSS,True,100,120
ENSG00000078369.17,chr1,1790394,1790699,TSS,True,103,120
ENSG00000134690.10,chr1,37692460,37692578,TSS,False,85,110
ENSG00000134690.10,chr1,37692480,37692784,TSS,True,36,110
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,149,196
ENSG00000122218.15,chr1,160297342,160299207,TSS,False,102,186
ENSG00000122218.15,chr1,160297555,160298775,TSS,True,161,186
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,51,162
ENSG00000134684.10,chr1,32810910,32811861,TSS,True,128,162
ENSG00000085840.12,chr1,52402225,52404245,3AS,False,15,109
ENSG00000085840.12,chr1,52370988,52373375,PAS,True,13,120
ENSG00000116455.13,chr1,111449054,111449292,TSS,False,14,125
ENSG00000136631.14,chr1,150067279,150067950,TSS,True,15,103
ENSG00000132780.16,chr1,45606591,45613168,ES,False,251,346
ENSG00000132780.16,chr1,45618060,45618895,PAS,True,115,454
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,161,200
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,50,211
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,172,211
ENSG00000117360.12,chr1,150321454,150321592,TSS,True,23,175
ENSG00000117360.12,chr1,150352832,150353232,PAS,False,27,175
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,50,323
ENSG00000155380.11,chr1,112917177,112918014,TSS,True,290,323
ENSG00000064703.11,chr1,111760848,111760986,IR,False,91,103
ENSG00000127463.14,chr1,19251414,19251743,TSS,True,12,100
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,37,159
ENSG00000097046.12,chr1,91513307,91514818,ES,False,15,124
ENSG00000097046.12,chr1,91500807,91500948,TSS,False,27,134
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,34,109
ENSG00000117859.18,chr1,51750195,51760689,ES,False,115,186
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,133,211
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,136,211
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,176,211
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,169,337
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,172,336
ENSG00000142945.12,chr1,44750564,44753732,ES,False,47,312
ENSG00000171824.13,chr1,11080549,11080763,IR,True,102,114
ENSG00000171824.13,chr1,11066612,11066748,PAS,True,71,136
ENSG00000171824.13,chr1,11084485,11087591,PAS,True,108,123
ENSG00000171824.13,chr1,11073941,11074008,PAS,True,120,136
ENSG00000171824.13,chr1,11099720,11099919,TSS,True,15,136
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,187,410
ENSG00000136628.17,chr1,220007203,220007338,PAS,True,323,407
