gene,chr,start,end,splice_type,novel,left_colon_ENCFF886FZQ_in_cov,left_colon_ENCFF886FZQ_total_cov
ENSG00000104870.12,chr19,49513020,49513473,TSS,True,289,778
ENSG00000125912.10,chr19,3185867,3186214,TSS,True,79,150
ENSG00000174886.12,chr19,5903611,5903957,TSS,True,32,116
ENSG00000174886.12,chr19,5896904,5897005,TSS,True,101,116
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,55,170
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,134,170
ENSG00000123146.19,chr19,14381137,14381545,TSS,True,117,135
ENSG00000123146.19,chr19,14402609,14402862,TSS,True,115,135
ENSG00000123146.19,chr19,14404163,14404562,TSS,True,121,135
ENSG00000123146.19,chr19,14405037,14405939,TSS,True,109,135
ENSG00000126934.13,chr19,4123783,4124170,TSS,True,169,652
ENSG00000125651.13,chr19,6392983,6393444,TSS,True,35,153
ENSG00000127616.18,chr19,10960725,10961174,TSS,True,130,155
ENSG00000127616.18,chr19,11030743,11030893,TSS,False,57,104
ENSG00000127616.18,chr19,11061783,11062296,PAS,True,58,155
ENSG00000204936.9,chr19,43353672,43353766,TSS,True,392,1036
ENSG00000087074.7,chr19,48872406,48872651,TSS,False,52,232
ENSG00000087074.7,chr19,48873911,48874898,TSS,True,174,220
ENSG00000076944.15,chr19,7637101,7637186,TSS,True,48,195
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,84,785
ENSG00000130202.9,chr19,44846265,44846613,TSS,True,39,179
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,30,168
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,154,176
ENSG00000095066.11,chr19,12764914,12764998,3AS,True,30,100
ENSG00000095066.11,chr19,12762797,12763431,PAS,True,32,137
ENSG00000095066.11,chr19,12773223,12774741,PAS,True,94,114
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,62,165
ENSG00000118046.14,chr19,1205705,1207203,TSS,True,42,171
ENSG00000099341.11,chr19,38374638,38374961,TSS,True,26,246
ENSG00000125734.15,chr19,6731054,6731198,3AS,False,37,286
ENSG00000125734.15,chr19,6737456,6737625,TSS,True,38,298
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,35,231
ENSG00000066044.14,chr19,8005494,8005684,TSS,True,15,117
ENSG00000005007.12,chr19,18831904,18832440,TSS,True,89,107
ENSG00000005007.12,chr19,18863395,18863612,TSS,True,92,105
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,243,407
ENSG00000269858.5,chr19,40800218,40801415,TSS,True,172,407
ENSG00000007306.14,chr19,41674739,41677375,3AS,False,5191,6412
ENSG00000007306.14,chr19,41673287,41674759,PAS,True,5292,6478
ENSG00000007306.14,chr19,41673297,41674739,PAS,False,1253,6478
ENSG00000007306.14,chr19,41688101,41688271,TSS,True,1176,6654
ENSG00000007306.14,chr19,41686858,41687223,TSS,True,5770,6645
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,29,158
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,23,172
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,118,248
ENSG00000108107.14,chr19,55385914,55386438,TSS,True,199,248
ENSG00000108107.14,chr19,55386573,55386693,TSS,True,193,248
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,33,109
ENSG00000104960.15,chr19,49854400,49854543,TSS,False,97,108
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,12,109
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,58,139
ENSG00000080031.9,chr19,55181855,55182015,3AS,True,12,117
ENSG00000080031.9,chr19,55181229,55181903,PAS,False,18,123
ENSG00000080031.9,chr19,55202055,55202217,TSS,True,100,124
ENSG00000080031.9,chr19,55200235,55200505,TSS,True,109,124
ENSG00000080031.9,chr19,55198642,55198835,TSS,True,110,124
ENSG00000080031.9,chr19,55197116,55197349,TSS,True,109,124
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,31,116
ENSG00000170892.10,chr19,54190220,54190450,TSS,True,108,147
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,65,147
ENSG00000167747.14,chr19,50804571,50804922,TSS,True,25,114
ENSG00000186204.14,chr19,15696225,15696429,IR,False,131,148
ENSG00000186204.14,chr19,15673020,15673135,TSS,False,37,159
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,99,464
ENSG00000104886.11,chr19,2233148,2233905,PAS,True,48,463
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,61,244
ENSG00000099817.11,chr19,1089883,1089958,TSS,True,208,243
ENSG00000105401.8,chr19,10395343,10395434,IR,False,150,170
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,54,218
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,41,157
ENSG00000167468.16,chr19,1105744,1105809,TSS,True,132,157
ENSG00000105058.11,chr19,16185516,16185623,IR,False,202,254
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,56,258
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,206,258
ENSG00000086548.8,chr19,41755514,41755702,TSS,True,341,989
ENSG00000086548.8,chr19,41756680,41756959,TSS,True,825,988
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,41,268
ENSG00000105523.3,chr19,48612907,48614847,TSS,True,67,113
ENSG00000099783.11,chr19,8465362,8465479,IR,False,66,189
ENSG00000099783.11,chr19,8474244,8485602,ES,False,47,203
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,55,249
ENSG00000099783.11,chr19,8485600,8486405,TSS,True,207,233
ENSG00000186188.10,chr10,93566686,93567287,TSS,True,29,102
ENSG00000042286.14,chr10,70124097,70132733,3AS,True,81,108
ENSG00000042286.14,chr10,70132733,70132892,TSS,False,29,143
ENSG00000188373.4,chr10,84176569,84184850,3AS,False,29,182
ENSG00000188373.4,chr10,84173799,84173921,TSS,False,56,199
ENSG00000188373.4,chr10,84176478,84176569,TSS,False,161,199
ENSG00000188373.4,chr10,84184680,84185288,PAS,True,30,183
ENSG00000188373.4,chr10,84184850,84185290,PAS,False,154,183
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,31,110
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,40,119
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,88,119
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,70,282
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,45,342
ENSG00000108179.13,chr10,79347429,79347743,TSS,True,40,188
ENSG00000123240.16,chr10,13100302,13109111,ES,False,126,165
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,46,201
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,49,224
ENSG00000123240.16,chr10,13109076,13109288,TSS,True,201,224
ENSG00000123240.16,chr10,13136744,13138308,PAS,True,27,222
ENSG00000127884.4,chr10,133373245,133373402,TSS,False,132,1066
ENSG00000119950.20,chr10,110225977,110226283,TSS,True,129,160
ENSG00000119950.20,chr10,110207575,110208082,TSS,True,68,160
ENSG00000065618.19,chr10,104030753,104032290,PAS,True,13,114
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,27,147
ENSG00000176986.15,chr10,73758942,73760386,TSS,False,172,192
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,62,192
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,49,360
ENSG00000150593.17,chr10,110871754,110872018,TSS,True,45,395
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,78,250
ENSG00000172661.18,chr10,45757139,45763387,ES,True,43,101
ENSG00000172661.18,chr10,45727189,45727320,TSS,True,32,121
ENSG00000172661.18,chr10,45790355,45790499,PAS,True,101,119
ENSG00000172661.18,chr10,45792260,45792968,PAS,True,30,120
ENSG00000196372.12,chr10,5666508,5666614,TSS,True,43,104
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,42,256
ENSG00000155256.17,chr10,97737089,97737321,TSS,True,29,108
ENSG00000171307.18,chr10,97446353,97451670,ES,False,91,107
ENSG00000171307.18,chr10,97453663,97454713,ES,False,18,114
ENSG00000171307.18,chr10,97446053,97446353,TSS,True,18,127
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,163,301
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,180,228
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,167,208
ENSG00000107581.12,chr10,119056747,119057040,PAS,True,182,206
ENSG00000107581.12,chr10,119058029,119058303,PAS,True,179,200
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,115,305
ENSG00000107581.12,chr10,119041993,119042695,TSS,True,120,161
ENSG00000107581.12,chr10,119049800,119051555,TSS,True,141,161
ENSG00000108039.17,chr10,109923401,109923563,TSS,True,32,168
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,77,658
ENSG00000148484.17,chr10,16782084,16817314,ES,False,23,110
ENSG00000148484.17,chr10,16817084,16817314,IR,True,88,125
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,54,166
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,129,166
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,44,419
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,106,128
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,60,167
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,145,167
ENSG00000156026.14,chr10,72692100,72692301,TSS,True,22,118
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,33,141
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,41,103
ENSG00000107521.18,chr10,98429642,98430570,ES,False,27,110
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,32,162
ENSG00000107521.18,chr10,98431130,98433929,TSS,False,140,156
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,114,168
ENSG00000107521.18,chr10,98435271,98435774,TSS,True,135,156
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,23,199
ENSG00000089876.11,chr10,125881071,125896217,ES,True,106,196
ENSG00000089876.11,chr10,125836330,125836855,PAS,True,21,209
ENSG00000148468.16,chr10,15370955,15371334,TSS,True,112,163
ENSG00000148468.16,chr10,15283877,15284107,TSS,True,131,163
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,21,153
ENSG00000173848.18,chr10,5446562,5446858,TSS,True,99,239
ENSG00000173848.18,chr10,5454962,5455118,TSS,True,207,238
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,160,186
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,74,225
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,353,995
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,33,276
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,79,291
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,38,235
ENSG00000099282.9,chr10,69451464,69451690,TSS,True,25,196
ENSG00000122359.17,chr10,80172869,80205342,ES,False,57,259
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,814,1073
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,639,1069
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,798,1069
ENSG00000198682.12,chr10,87659620,87660008,TSS,True,80,133
ENSG00000198682.12,chr10,87725075,87727489,TSS,True,96,127
ENSG00000198682.12,chr10,87745063,87745231,TSS,True,110,127
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,31,274
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,43,284
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,1142,1347
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,239,1499
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,53,134
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,97,134
ENSG00000134453.15,chr10,6115452,6117443,PAS,True,20,129
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,70,156
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,108,156
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,22,149
ENSG00000165806.19,chr10,113679161,113679349,TSS,True,300,336
ENSG00000165806.19,chr10,113679630,113679978,TSS,True,86,336
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,456,803
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,577,803
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,700,803
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,22,101
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,308,346
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,47,326
ENSG00000107872.12,chr10,102421507,102421786,IR,True,67,125
ENSG00000107872.12,chr10,102420835,102421182,TSS,True,77,127
ENSG00000107872.12,chr10,102421205,102421507,TSS,True,112,127
ENSG00000107872.12,chr10,102421449,102422292,TSS,True,77,127
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,475,655
ENSG00000197142.10,chr10,112394789,112395102,TSS,True,527,654
ENSG00000197142.10,chr10,112374028,112374269,TSS,False,410,655
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,60,140
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,27,168
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,32,118
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,41,337
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,193,318
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,145,327
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,81,100
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,32,114
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,95,114
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,149,183
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,123,143
ENSG00000197102.11,chr14,102040595,102040673,TSS,True,119,143
ENSG00000197102.11,chr14,102040631,102041734,TSS,False,126,143
ENSG00000197102.11,chr14,102044558,102044698,TSS,True,123,143
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,41,182
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,30,211
ENSG00000166126.10,chr14,102928975,102929120,IR,False,338,399
ENSG00000166126.10,chr14,102922640,102922731,TSS,False,242,459
ENSG00000166126.10,chr14,102928638,102928975,TSS,True,385,459
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,362,474
ENSG00000197324.8,chr14,22875496,22876372,TSS,True,416,473
ENSG00000131981.15,chr14,55129179,55129300,TSS,True,438,2003
ENSG00000131981.15,chr14,55137687,55138368,TSS,True,1749,2003
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,144,205
ENSG00000092199.17,chr14,21234229,21269297,ES,False,54,191
ENSG00000092199.17,chr14,21263336,21269297,3AS,False,117,132
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,30,223
ENSG00000184887.13,chr14,105249085,105249156,IR,False,162,191
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,57,206
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,180,206
ENSG00000187097.12,chr14,73956877,73959553,PAS,False,147,175
ENSG00000187097.12,chr14,73963229,73967014,PAS,False,42,102
ENSG00000187097.12,chr14,73996107,73996313,TSS,False,95,172
ENSG00000213983.11,chr14,23563856,23564045,IR,False,162,207
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,161,211
ENSG00000213983.11,chr14,23565892,23566063,IR,False,173,193
ENSG00000213983.11,chr14,23567315,23567738,3AS,False,24,191
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,44,235
ENSG00000178974.9,chr14,55271361,55271537,TSS,True,22,146
ENSG00000165949.12,chr14,94110797,94111658,3AS,False,224,440
ENSG00000165949.12,chr14,94110797,94114850,ES,False,57,495
ENSG00000165949.12,chr14,94114880,94115789,3AS,False,257,503
ENSG00000165949.12,chr14,94109372,94110797,TSS,True,68,569
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,112,126
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,79,126
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,101,126
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,62,336
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,19,101
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,117,330
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,231,326
ENSG00000100568.10,chr14,67674374,67674899,TSS,True,14,121
ENSG00000165795.23,chr14,21022497,21023240,ES,False,184,229
ENSG00000165795.23,chr14,21023321,21025028,ES,False,46,179
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,93,272
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,155,241
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,163,241
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,68,105
ENSG00000080824.18,chr14,102085757,102086118,TSS,True,89,106
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,68,106
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,90,106
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,55,138
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,103,138
ENSG00000126777.17,chr14,55580354,55612018,ES,False,146,188
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,155,216
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,148,195
ENSG00000126777.17,chr14,55646972,55647007,PAS,True,192,214
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,302,842
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,60,531
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,43,328
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,37,106
ENSG00000100906.10,chr14,35403149,35403420,TSS,True,86,106
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,28,229
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,174,247
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,245,273
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,72,273
ENSG00000100614.17,chr14,60249677,60282683,ES,False,129,188
ENSG00000119725.18,chr14,73921105,73923394,ES,False,21,106
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,13,107
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,316,780
ENSG00000119688.20,chr14,74286529,74286700,IR,False,96,128
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,36,132
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,99,131
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,20,133
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,176,228
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,72,228
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,186,220
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,70,222
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,20,147
ENSG00000203485.12,chr14,104707587,104708002,TSS,False,197,223
ENSG00000203485.12,chr14,104713398,104713606,TSS,True,189,223
ENSG00000203485.12,chr14,104714295,104714856,TSS,True,172,222
ENSG00000203485.12,chr14,104718794,104722540,PAS,True,37,195
ENSG00000100926.14,chr14,24192356,24192647,IR,True,110,123
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,18,142
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,109,122
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,37,147
ENSG00000100926.14,chr14,24192170,24192307,TSS,True,131,147
ENSG00000100604.12,chr14,92923109,92923405,TSS,True,81,340
ENSG00000176153.11,chr14,64942504,64942746,TSS,True,76,420
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,20,118
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,56,100
ENSG00000165516.10,chr14,49782829,49783186,PAS,True,26,242
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,40,135
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,17,116
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,101,116
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,23,118
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,159,449
ENSG00000100889.11,chr14,24098234,24098678,TSS,True,392,449
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,22,100
ENSG00000053770.11,chr14,57268450,57269388,TSS,True,14,107
ENSG00000197249.13,chr14,94383241,94390456,ES,False,117,195
ENSG00000197249.13,chr14,94390456,94390790,TSS,True,25,221
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,1749,4876
ENSG00000166165.12,chr14,103522022,103522833,TSS,True,4150,4878
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,261,534
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,306,534
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,29,173
ENSG00000074964.16,chr1,17648553,17648675,TSS,True,133,153
ENSG00000074964.16,chr1,17655897,17656102,TSS,True,94,152
ENSG00000074964.16,chr1,17654633,17654722,TSS,True,135,152
ENSG00000179178.10,chr1,43270584,43270793,TSS,True,46,180
ENSG00000179178.10,chr1,43269914,43270085,TSS,True,153,180
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,122,298
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,253,298
ENSG00000153898.12,chr1,84996795,84997170,TSS,True,33,187
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,67,418
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,209,491
ENSG00000158828.7,chr1,20643340,20644672,TSS,True,326,491
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,502,750
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,348,750
ENSG00000157184.6,chr1,53196777,53197095,TSS,True,45,197
ENSG00000157184.6,chr1,53210454,53211319,TSS,True,162,197
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,16,102
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,43,108
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,91,108
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,60,310
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,250,302
ENSG00000162517.12,chr1,31644840,31644889,TSS,True,18,111
ENSG00000142634.12,chr1,15409879,15410279,TSS,True,91,287
ENSG00000177628.15,chr1,155238133,155238247,TSS,True,76,138
ENSG00000177628.15,chr1,155237340,155238110,TSS,True,120,138
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,147,247
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,213,245
ENSG00000265972.5,chr1,145995143,145996579,TSS,False,182,245
ENSG00000117676.13,chr1,26529732,26529983,TSS,True,105,630
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,82,119
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,40,119
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,126,147
ENSG00000116260.16,chr1,180182171,180182319,TSS,True,118,147
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,65,131
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,17,129
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,53,153
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,59,229
ENSG00000142959.4,chr1,44783583,44784483,PAS,False,122,189
ENSG00000142959.4,chr1,44781831,44782229,PAS,True,81,195
ENSG00000142959.4,chr1,44787553,44788170,TSS,False,172,195
ENSG00000142959.4,chr1,44786073,44786231,TSS,True,161,187
ENSG00000142959.4,chr1,44788135,44788170,TSS,True,89,195
ENSG00000143198.12,chr1,165631186,165631293,TSS,True,30,231
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,38,148
ENSG00000130762.14,chr1,3454811,3463065,5AS,True,117,223
ENSG00000130762.14,chr1,3454828,3463065,5AS,True,29,106
ENSG00000130762.14,chr1,3478026,3478423,IR,False,316,373
ENSG00000130762.14,chr1,3454458,3454844,TSS,True,319,396
ENSG00000130762.14,chr1,3454458,3454811,TSS,False,279,396
ENSG00000130762.14,chr1,3463062,3463672,TSS,True,323,396
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,179,229
ENSG00000175756.13,chr1,1374790,1375153,IR,False,179,230
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,289,364
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,185,364
ENSG00000175756.13,chr1,1374704,1375182,TSS,True,311,364
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,318,364
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,45,335
ENSG00000116863.10,chr1,36088875,36089115,TSS,False,18,119
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,15,144
ENSG00000117682.16,chr1,26432296,26432376,TSS,False,77,104
ENSG00000117682.16,chr1,26432362,26432518,TSS,True,92,104
ENSG00000117480.15,chr1,46405794,46406037,ES,True,252,298
ENSG00000117480.15,chr1,46405794,46406037,IR,False,252,289
ENSG00000117480.15,chr1,46410497,46410813,IR,True,262,341
ENSG00000117480.15,chr1,46412251,46413122,3AS,False,39,368
ENSG00000117480.15,chr1,46394263,46394543,TSS,True,42,371
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,121,147
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,50,147
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,339,520
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,211,518
ENSG00000259823.5,chr1,248739414,248739849,PAS,False,18,172
ENSG00000259823.5,chr1,248755704,248755758,TSS,False,18,172
ENSG00000197956.9,chr1,153535948,153536235,TSS,False,119,679
ENSG00000188976.10,chr1,944800,945056,5AS,False,169,247
ENSG00000188976.10,chr1,959214,960041,TSS,True,47,265
ENSG00000159166.13,chr1,201399268,201399915,TSS,True,94,311
ENSG00000159166.13,chr1,201386334,201387180,TSS,True,267,311
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,34,188
ENSG00000186283.13,chr1,179085637,179085893,TSS,True,167,188
ENSG00000162777.16,chr1,111204295,111204589,TSS,True,25,102
ENSG00000158006.13,chr1,25998024,25998184,TSS,True,26,122
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,218,295
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,100,318
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,238,314
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,823,1174
ENSG00000163479.13,chr1,156020887,156020951,TSS,False,31,155
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,63,177
ENSG00000185499.16,chr1,155188162,155188889,TSS,True,117,538
ENSG00000162458.12,chr1,15774636,15774796,TSS,True,104,133
ENSG00000162458.12,chr1,15756553,15756732,TSS,True,114,133
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,34,117
ENSG00000084623.11,chr1,32225470,32226320,TSS,True,104,117
ENSG00000085831.15,chr1,51309325,51311253,3AS,False,117,139
ENSG00000085831.15,chr1,51330436,51330865,TSS,True,56,175
ENSG00000130770.17,chr1,28236099,28236270,TSS,True,39,157
ENSG00000130770.17,chr1,28236381,28236452,TSS,True,132,157
ENSG00000135773.12,chr1,230747265,230747709,TSS,True,12,105
ENSG00000162627.16,chr1,98701903,98760053,ES,False,29,257
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,37,124
ENSG00000157191.19,chr1,16451857,16452015,TSS,True,108,123
ENSG00000160752.14,chr1,155308965,155310042,ES,False,116,130
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,166,298
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,46,351
ENSG00000066136.20,chr1,40769415,40770708,3AS,False,102,116
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,26,128
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,17,120
ENSG00000066136.20,chr1,40770396,40771603,PAS,True,106,120
ENSG00000004487.16,chr1,23030634,23050386,ES,False,99,211
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,52,363
ENSG00000197273.3,chr1,42164637,42164749,TSS,False,139,489
ENSG00000197273.3,chr1,42163402,42163613,TSS,True,440,489
ENSG00000117472.9,chr1,46180382,46180658,TSS,True,191,1510
