gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF362CPC_in_cov,endodermal_cell_ENCFF362CPC_total_cov
ENSG00000099804.8,chr19,541338,542092,PAS,True,42,359
PB_novel_235436,chr19,6658944,6661008,3AS,True,52,109
PB_novel_235436,chr19,6656178,6658944,PAS,True,60,112
PB_novel_235436,chr19,6657305,6659028,PAS,True,56,112
ENSG00000183207.13,chr19,48993533,48993923,TSS,True,56,291
ENSG00000130726.11,chr19,58544064,58545097,TSS,True,122,632
ENSG00000126247.10,chr19,36140157,36140999,3AS,False,59,203
ENSG00000126247.10,chr19,36140035,36140157,TSS,False,67,270
ENSG00000126247.10,chr19,36140093,36141220,TSS,True,234,269
ENSG00000087088.19,chr19,48960914,48961531,IR,False,148,182
ENSG00000087088.19,chr19,48954855,48954962,TSS,False,24,199
ENSG00000087088.19,chr19,48961531,48961799,PAS,True,48,198
ENSG00000087088.19,chr19,48960809,48961798,PAS,True,163,197
ENSG00000126453.9,chr19,49666799,49668850,ES,False,21,101
ENSG00000125753.13,chr19,45522581,45522720,3AS,True,51,272
ENSG00000064607.16,chr19,18991149,18994365,ES,False,135,161
ENSG00000064607.16,chr19,18990886,18991149,PAS,True,65,233
ENSG00000064607.16,chr19,19033436,19033580,TSS,True,70,233
ENSG00000123159.15,chr19,14491743,14496036,ES,False,88,182
ENSG00000071564.14,chr19,1611369,1611703,IR,False,99,327
ENSG00000071564.14,chr19,1611849,1615685,ME,False,316,361
ENSG00000071564.14,chr19,1609291,1611369,PAS,True,272,371
ENSG00000071564.14,chr19,1609290,1611849,PAS,True,144,371
ENSG00000071564.14,chr19,1652299,1652646,TSS,True,74,388
ENSG00000141985.9,chr19,4400323,4400567,TSS,True,25,239
ENSG00000213024.11,chr19,49909884,49929325,ES,False,86,123
ENSG00000213024.11,chr19,49909884,49929349,5AS,True,28,151
ENSG00000213024.11,chr19,49929325,49929539,TSS,True,73,197
ENSG00000213024.11,chr19,49929349,49929504,TSS,True,161,197
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,125,487
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,424,487
ENSG00000121413.12,chr19,58085376,58086173,3AS,False,17,105
ENSG00000121413.12,chr19,58083835,58085379,PAS,True,20,108
ENSG00000121413.12,chr19,58083822,58085376,PAS,True,91,108
ENSG00000121413.12,chr19,58098173,58098251,TSS,True,56,114
ENSG00000121413.12,chr19,58098114,58098254,TSS,True,79,114
ENSG00000167491.17,chr19,19385620,19386138,TSS,True,108,144
ENSG00000167491.17,chr19,19405666,19406019,TSS,True,69,144
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,292,865
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,94,880
ENSG00000126261.12,chr19,34428570,34430575,ES,False,120,134
ENSG00000126261.12,chr19,34428343,34428570,TSS,True,31,176
ENSG00000105486.13,chr19,48151336,48153871,3AS,False,30,123
ENSG00000105486.13,chr19,48170240,48170649,TSS,True,33,155
ENSG00000063245.14,chr19,55692796,55692953,3AS,False,60,165
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,29,171
ENSG00000039650.11,chr19,49867053,49867469,TSS,True,82,109
ENSG00000039650.11,chr19,49867468,49867874,TSS,True,48,109
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,467,2544
ENSG00000179134.15,chr19,39342576,39356688,ES,False,46,225
ENSG00000179134.15,chr19,39383291,39383498,IR,True,194,247
ENSG00000179134.15,chr19,39342359,39342576,TSS,True,63,289
ENSG00000179134.15,chr19,39383498,39385704,PAS,False,72,269
ENSG00000179134.15,chr19,39383207,39385703,PAS,True,216,269
ENSG00000105088.8,chr19,9936303,9936558,TSS,True,35,134
ENSG00000105088.8,chr19,9913482,9913846,TSS,False,109,134
ENSG00000105063.18,chr19,55258434,55259063,TSS,False,26,149
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,107,729
ENSG00000065717.14,chr19,3008945,3009577,5AS,True,47,222
ENSG00000065717.14,chr19,3019463,3019698,3AS,False,62,146
ENSG00000065717.14,chr19,3019463,3019698,IR,False,62,118
ENSG00000065717.14,chr19,3019466,3019698,IR,False,84,140
ENSG00000065717.14,chr19,2997637,2997955,PAS,True,31,260
ENSG00000065717.14,chr19,3028880,3029363,TSS,True,73,260
ENSG00000130204.12,chr19,44891314,44891406,IR,False,198,227
ENSG00000130204.12,chr19,44891314,44891409,3AS,False,48,246
ENSG00000130204.12,chr19,44891224,44891689,TSS,True,259,288
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,42,288
ENSG00000099821.13,chr19,633424,633565,TSS,False,45,205
ENSG00000104872.10,chr19,49447908,49448000,IR,True,89,106
ENSG00000104872.10,chr19,49448062,49449474,IR,True,87,105
ENSG00000104872.10,chr19,49450848,49451484,3AS,False,91,105
ENSG00000181029.8,chr19,7680841,7680878,TSS,False,44,101
ENSG00000181029.8,chr19,7682241,7682857,PAS,True,29,100
ENSG00000116017.10,chr19,925731,925920,TSS,False,89,100
ENSG00000116017.10,chr19,926025,926197,TSS,True,74,100
ENSG00000198858.9,chr19,913086,913221,TSS,True,12,109
ENSG00000104812.14,chr19,48992994,48993352,TSS,True,30,133
ENSG00000240225.10,chr19,56368936,56373156,ES,False,89,107
ENSG00000240225.10,chr19,56373623,56376866,ES,False,87,106
ENSG00000240225.10,chr19,56368106,56368460,TSS,False,34,119
ENSG00000160410.14,chr19,40576841,40576985,TSS,True,30,288
ENSG00000104774.12,chr19,12666542,12666762,TSS,True,30,157
ENSG00000105438.8,chr19,48391267,48391570,TSS,True,31,254
ENSG00000063176.15,chr19,48624380,48625076,TSS,True,60,107
ENSG00000051128.18,chr19,18939049,18941192,5AS,True,44,103
ENSG00000051128.18,chr19,18941050,18941274,TSS,True,50,109
ENSG00000051128.18,chr19,18941192,18941283,TSS,False,65,109
ENSG00000130479.10,chr19,17719462,17719620,TSS,True,22,213
ENSG00000196961.12,chr19,49766954,49767200,TSS,True,57,201
ENSG00000031823.14,chr19,5928087,5931418,5AS,False,52,140
ENSG00000130816.15,chr19,10136287,10137084,5AS,True,89,107
ENSG00000130816.15,chr19,10194819,10195110,TSS,True,48,109
ENSG00000105048.16,chr19,55146680,55146986,TSS,True,32,114
ENSG00000105048.16,chr19,55149160,55151594,TSS,True,96,114
ENSG00000105705.15,chr19,19320462,19321167,TSS,True,14,111
ENSG00000160336.14,chr19,53432028,53446226,ES,True,33,100
ENSG00000160336.14,chr19,53432028,53447195,ES,True,16,118
ENSG00000160336.14,chr19,53449638,53454649,ES,True,91,118
ENSG00000160336.14,chr19,53431937,53432028,TSS,False,28,148
ENSG00000160336.14,chr19,53454649,53459197,PAS,True,15,136
ENSG00000071626.16,chr19,1418731,1421150,3AS,False,29,116
ENSG00000071626.16,chr19,1432690,1434739,3AS,False,27,121
ENSG00000071626.16,chr19,1407459,1407802,TSS,True,29,140
ENSG00000071626.16,chr19,1434736,1435687,PAS,True,31,127
ENSG00000071626.16,chr19,1434739,1435686,PAS,True,98,127
ENSG00000105258.8,chr19,36114797,36115211,TSS,True,17,131
ENSG00000011243.17,chr19,15397855,15398629,IR,True,55,106
ENSG00000011243.17,chr19,15397855,15399301,ES,False,223,256
ENSG00000011243.17,chr19,15397855,15399301,IR,True,223,266
ENSG00000011243.17,chr19,15403555,15403657,5AS,False,99,117
ENSG00000011243.17,chr19,15403555,15403657,IR,False,99,284
ENSG00000011243.17,chr19,15418910,15419049,TSS,True,51,343
ENSG00000105176.17,chr19,29942664,29985222,ES,False,41,116
ENSG00000105176.17,chr19,30012531,30015535,3AS,False,42,102
ENSG00000105176.17,chr19,30014886,30016609,PAS,True,63,123
ENSG00000105176.17,chr19,30015535,30016607,PAS,False,82,128
ENSG00000142230.11,chr19,47130795,47131028,TSS,True,88,771
ENSG00000130810.19,chr19,10110402,10110484,IR,True,101,114
ENSG00000105135.15,chr19,15125655,15125819,TSS,False,39,102
ENSG00000105135.15,chr19,15124924,15125709,TSS,True,87,102
ENSG00000105135.15,chr19,15125379,15125701,TSS,True,89,102
ENSG00000090006.17,chr19,40614446,40619346,ES,False,54,123
ENSG00000090006.17,chr19,40619493,40623603,ES,False,45,126
ENSG00000090006.17,chr19,40613340,40614038,TSS,True,76,136
ENSG00000090006.17,chr19,40613367,40613529,TSS,True,110,136
ENSG00000005206.16,chr19,2351594,2352945,5AS,False,94,112
ENSG00000005206.16,chr19,2328613,2328775,TSS,True,52,130
ENSG00000005206.16,chr19,2340989,2343292,TSS,True,113,129
ENSG00000232677.6,chr19,36322030,36330252,ES,False,87,117
ENSG00000232677.6,chr19,36313056,36313322,PAS,False,166,227
ENSG00000232677.6,chr19,36313067,36316070,PAS,True,195,221
ENSG00000232677.6,chr19,36324909,36327225,PAS,False,151,212
ENSG00000232677.6,chr19,36313060,36313912,PAS,True,201,227
ENSG00000232677.6,chr19,36331446,36332318,TSS,True,36,227
ENSG00000179820.15,chr19,53867875,53867943,TSS,False,85,217
ENSG00000179820.15,chr19,53869450,53869838,TSS,True,181,217
ENSG00000105647.16,chr19,18153119,18153294,TSS,False,29,260
ENSG00000076928.17,chr19,41883116,41883289,TSS,True,68,127
ENSG00000076928.17,chr19,41883233,41884493,TSS,True,93,127
ENSG00000167674.14,chr19,4501317,4501910,IR,False,118,133
ENSG00000167674.14,chr19,4501317,4501913,3AS,False,49,167
ENSG00000167674.14,chr19,4472220,4472422,TSS,True,102,257
ENSG00000167674.14,chr19,4501910,4502218,PAS,True,65,183
ENSG00000167674.14,chr19,4501913,4502219,PAS,True,134,183
ENSG00000130309.10,chr19,17555590,17555973,TSS,False,36,155
ENSG00000105373.18,chr19,47745517,47745783,TSS,True,36,198
ENSG00000104824.17,chr19,38849699,38849991,TSS,True,42,316
ENSG00000142556.18,chr19,52017359,52018007,ES,False,93,119
ENSG00000142556.18,chr19,52028241,52028410,TSS,True,28,140
ENSG00000105393.15,chr19,17267527,17268793,3AS,False,123,172
ENSG00000105393.15,chr19,17267397,17267527,TSS,True,30,211
ENSG00000130005.12,chr19,1397085,1397499,PAS,True,15,112
ENSG00000129351.17,chr19,10681329,10681992,IR,False,390,470
ENSG00000129351.17,chr19,10682704,10683136,3AS,False,284,483
ENSG00000129351.17,chr19,10683970,10688549,ES,False,23,135
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,292,608
ENSG00000129351.17,chr19,10654781,10655123,TSS,False,546,608
ENSG00000129351.17,chr19,10684415,10685772,PAS,True,157,520
ENSG00000129351.17,chr19,10689178,10692419,PAS,True,392,548
ENSG00000105655.18,chr19,18438092,18438179,TSS,True,39,232
ENSG00000129951.18,chr19,821914,822202,TSS,True,123,333
ENSG00000129951.18,chr19,821484,821943,TSS,True,244,333
ENSG00000130669.17,chr19,39125919,39169531,ES,False,34,146
ENSG00000130669.17,chr19,39168302,39169531,5AS,False,62,112
ENSG00000130669.17,chr19,39125776,39125919,TSS,True,18,164
ENSG00000161249.20,chr19,35497538,35498715,ES,False,126,169
ENSG00000161249.20,chr19,35497538,35498715,5AS,False,126,179
ENSG00000161249.20,chr19,35500029,35500532,ES,False,170,220
ENSG00000161249.20,chr19,35505986,35509910,ES,False,113,154
ENSG00000161249.20,chr19,35505986,35510183,ME,True,105,119
ENSG00000161249.20,chr19,35505986,35510183,ES,False,122,285
ENSG00000161249.20,chr19,35510252,35510370,IR,False,96,144
ENSG00000161249.20,chr19,35510252,35510378,5AS,False,119,215
ENSG00000161249.20,chr19,35510252,35510378,IR,False,119,167
ENSG00000161249.20,chr19,35497216,35497538,PAS,True,110,339
ENSG00000161249.20,chr19,35503302,35503447,PAS,True,235,326
ENSG00000161249.20,chr19,35510378,35510543,TSS,True,220,339
ENSG00000161249.20,chr19,35510183,35510522,TSS,True,285,339
ENSG00000161249.20,chr19,35510370,35510544,TSS,True,243,339
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,32,163
ENSG00000074842.7,chr19,4670160,4670409,TSS,True,30,158
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,61,153
ENSG00000123144.10,chr19,12731343,12731414,TSS,True,97,153
ENSG00000085872.14,chr19,16542353,16542457,TSS,True,24,148
ENSG00000276043.4,chr19,4909349,4909655,TSS,True,52,121
ENSG00000276043.4,chr19,4910083,4910246,TSS,False,89,121
ENSG00000105699.16,chr19,35259064,35262545,ES,False,178,265
ENSG00000105699.16,chr19,35259064,35266358,ES,False,56,322
ENSG00000105699.16,chr19,35266738,35266838,3AS,False,38,332
ENSG00000099624.7,chr19,1244440,1244736,IR,False,113,148
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,111,146
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,37,150
ENSG00000196365.11,chr19,5719703,5720479,TSS,True,27,178
ENSG00000129968.15,chr19,1885351,1885489,TSS,True,23,155
ENSG00000129968.15,chr19,1881234,1885465,TSS,True,139,155
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,139,239
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,150,289
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,190,289
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,253,289
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,169,195
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,101,271
ENSG00000071655.17,chr19,1584539,1586815,TSS,True,228,271
ENSG00000142279.12,chr19,34481156,34482641,TSS,True,14,136
ENSG00000104946.12,chr19,49876283,49877744,TSS,True,48,103
ENSG00000104946.12,chr19,49877696,49878241,TSS,True,66,103
ENSG00000178982.9,chr19,38619078,38619327,TSS,True,21,165
ENSG00000167615.16,chr19,54448602,54449306,TSS,True,80,117
ENSG00000167615.16,chr19,54449180,54449310,TSS,True,101,117
ENSG00000129354.11,chr19,10579858,10581265,3AS,False,269,314
ENSG00000070423.17,chr19,650296,651691,5AS,False,34,179
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,87,357
ENSG00000142534.6,chr19,49496398,49497325,TSS,True,303,357
ENSG00000099875.14,chr19,2046468,2046603,IR,True,182,290
ENSG00000099875.14,chr19,2037470,2039856,PAS,True,35,343
ENSG00000099875.14,chr19,2041839,2042123,TSS,True,330,369
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,87,369
ENSG00000105677.11,chr19,35545599,35545816,TSS,True,19,159
ENSG00000105607.12,chr19,12891144,12891202,TSS,True,19,119
ENSG00000105607.12,chr19,12891161,12891395,TSS,True,104,119
ENSG00000011304.19,chr19,805187,806407,ES,False,178,502
ENSG00000011304.19,chr19,797388,797505,TSS,True,158,582
ENSG00000125912.10,chr19,3206190,3206264,3AS,False,95,194
ENSG00000125912.10,chr19,3185867,3186214,TSS,True,33,210
ENSG00000174886.12,chr19,5903611,5903957,TSS,True,27,215
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,122,447
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,357,447
ENSG00000125651.13,chr19,6392983,6393444,TSS,True,18,118
ENSG00000127616.18,chr19,10961174,10984123,3AS,False,105,263
ENSG00000127616.18,chr19,11035132,11041306,3AS,False,278,364
ENSG00000127616.18,chr19,11041560,11058257,3AS,False,131,384
ENSG00000127616.18,chr19,10960725,10961174,TSS,True,132,402
ENSG00000167645.16,chr19,38309643,38315868,5AS,False,99,133
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,163,197
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,98,197
ENSG00000167645.16,chr19,38315716,38315855,TSS,True,173,197
ENSG00000130881.13,chr19,33194163,33194858,TSS,False,13,105
ENSG00000011485.14,chr19,46347010,46347217,TSS,True,27,238
ENSG00000062822.13,chr19,50384273,50384390,TSS,True,29,206
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,347,872
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,551,881
ENSG00000095066.11,chr19,12764914,12764998,3AS,True,31,136
ENSG00000095066.11,chr19,12765724,12765926,5AS,True,89,122
ENSG00000095066.11,chr19,12773044,12774668,5AS,False,94,107
ENSG00000095066.11,chr19,12773044,12774668,IR,True,94,110
ENSG00000095066.11,chr19,12762797,12763431,PAS,True,48,185
ENSG00000095066.11,chr19,12773223,12774741,PAS,True,128,167
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,30,186
ENSG00000105443.14,chr19,48469218,48469526,TSS,True,35,125
ENSG00000105443.14,chr19,48479122,48482315,PAS,True,11,104
ENSG00000087076.8,chr19,48836323,48836875,TSS,True,13,102
ENSG00000167670.15,chr19,4402581,4402814,TSS,True,20,109
ENSG00000125734.15,chr19,6733062,6733167,IR,True,86,100
ENSG00000125734.15,chr19,6733913,6734004,IR,True,90,102
ENSG00000125734.15,chr19,6737456,6737625,TSS,True,63,111
ENSG00000125734.15,chr19,6736989,6737305,TSS,True,79,111
ENSG00000064961.18,chr19,3573800,3574382,IR,False,231,268
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,52,289
ENSG00000064961.18,chr19,3572968,3573347,TSS,True,256,289
ENSG00000090372.14,chr19,46727546,46727893,3AS,False,222,304
ENSG00000090372.14,chr19,46746148,46747040,TSS,True,45,328
ENSG00000176619.12,chr19,2456669,2456993,TSS,False,114,453
ENSG00000007255.10,chr19,45178092,45178243,TSS,True,61,115
ENSG00000007255.10,chr19,45178134,45178251,TSS,True,61,115
ENSG00000005007.12,chr19,18831904,18832440,TSS,True,37,127
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,36,278
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,242,272
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,51,291
ENSG00000198258.10,chr19,9827900,9828064,TSS,True,261,291
ENSG00000142541.16,chr19,49487604,49487644,TSS,True,30,272
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,87,137
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,82,137
ENSG00000130724.8,chr19,58554044,58554984,TSS,True,120,137
ENSG00000105723.11,chr19,42230391,42230678,IR,False,12,101
ENSG00000105723.11,chr19,42230185,42230867,PAS,True,13,101
ENSG00000105723.11,chr19,42230184,42230391,PAS,False,90,102
ENSG00000105723.11,chr19,42242182,42242611,TSS,True,11,102
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,19,163
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,28,187
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,90,338
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,256,338
ENSG00000104960.15,chr19,49860336,49860613,3AS,False,261,311
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,37,319
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,58,319
ENSG00000104960.15,chr19,49860565,49860744,PAS,True,269,319
ENSG00000125755.18,chr19,45863057,45863288,TSS,True,44,117
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,25,183
ENSG00000213988.10,chr19,20077948,20078135,TSS,True,34,102
ENSG00000213988.10,chr19,20126751,20127849,PAS,True,57,102
ENSG00000167747.14,chr19,50798958,50799293,IR,False,285,322
ENSG00000167747.14,chr19,50797702,50799357,PAS,True,318,355
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,45,355
ENSG00000130208.9,chr19,44914669,44914733,TSS,True,86,414
ENSG00000130208.9,chr19,44914188,44914489,TSS,True,368,414
ENSG00000167635.11,chr19,36215155,36218121,5AS,True,21,109
ENSG00000167635.11,chr19,36215155,36228747,5AS,False,47,194
ENSG00000167635.11,chr19,36215196,36228747,ES,False,53,141
ENSG00000167635.11,chr19,36214748,36215155,TSS,True,207,278
ENSG00000167635.11,chr19,36215101,36215196,TSS,True,134,278
ENSG00000133275.15,chr19,1978511,1978601,IR,False,248,281
ENSG00000133275.15,chr19,1979093,1979162,IR,False,256,288
ENSG00000133275.15,chr19,1941094,1941418,TSS,False,39,313
ENSG00000105726.16,chr19,19654074,19654542,3AS,False,23,174
ENSG00000105726.16,chr19,19663270,19664048,TSS,True,30,193
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,80,110
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,41,115
ENSG00000130511.15,chr19,18433300,18433613,TSS,True,92,115
ENSG00000105323.16,chr19,41304261,41305675,3AS,False,254,338
ENSG00000105323.16,chr19,41262495,41262582,TSS,True,260,355
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,213,353
ENSG00000126456.15,chr19,49664673,49665838,TSS,False,83,100
ENSG00000126456.15,chr19,49665634,49665859,TSS,True,84,100
ENSG00000126456.15,chr19,49665630,49665861,TSS,True,48,100
ENSG00000074219.13,chr19,49355206,49355311,5AS,False,120,173
ENSG00000074219.13,chr19,49355419,49357251,ES,False,133,173
ENSG00000074219.13,chr19,49360081,49362372,5AS,False,81,105
ENSG00000074219.13,chr19,49362372,49362455,TSS,False,107,196
ENSG00000074219.13,chr19,49359843,49361917,TSS,True,167,196
ENSG00000074219.13,chr19,49362332,49362409,TSS,True,171,196
ENSG00000105401.8,chr19,10395343,10395434,IR,False,197,301
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,120,463
ENSG00000167468.16,chr19,1104057,1104929,TSS,True,369,463
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,15,149
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,31,279
ENSG00000099783.11,chr19,8465362,8465479,IR,False,281,581
ENSG00000099783.11,chr19,8474244,8485602,ES,False,89,603
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,87,649
ENSG00000062650.18,chr10,86521364,86521908,TSS,True,24,155
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,39,217
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,57,236
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,203,242
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,63,322
ENSG00000107816.17,chr10,101004166,101005457,IR,True,159,181
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,175,212
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,87,212
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,75,130
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,68,130
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,159,305
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,172,305
ENSG00000120008.15,chr10,120851250,120851506,TSS,False,61,141
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,126,235
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,209,245
ENSG00000095596.11,chr10,93074532,93074798,IR,True,64,285
ENSG00000095596.11,chr10,93075069,93075825,IR,True,13,102
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,56,106
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,83,106
ENSG00000107679.14,chr10,122374562,122374806,TSS,False,21,105
ENSG00000155229.20,chr10,97466156,97466503,3AS,False,18,109
ENSG00000155229.20,chr10,97498272,97498639,TSS,True,25,120
ENSG00000176986.15,chr10,73744437,73746804,ES,False,166,186
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,40,229
ENSG00000170312.15,chr10,60778448,60778570,TSS,True,22,172
ENSG00000148498.15,chr10,34341816,34347964,5AS,False,90,110
ENSG00000148498.15,chr10,34360259,34374873,ES,False,60,110
ENSG00000148498.15,chr10,34401917,34470084,ES,False,24,113
ENSG00000148498.15,chr10,34109559,34111562,PAS,True,61,132
ENSG00000148498.15,chr10,34312255,34312382,PAS,True,84,130
ENSG00000148498.15,chr10,34814875,34815591,TSS,True,32,134
ENSG00000187164.19,chr10,117005021,117005614,TSS,True,25,143
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,52,112
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,16,128
ENSG00000172661.18,chr10,45727189,45727320,TSS,True,26,108
ENSG00000166136.15,chr10,100523739,100523929,PAS,True,34,227
ENSG00000166136.15,chr10,100523740,100526554,PAS,True,195,222
ENSG00000175470.19,chr10,131955683,131956555,PAS,True,11,104
ENSG00000048740.18,chr10,11017526,11018163,TSS,True,47,125
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,285,1247
ENSG00000138175.8,chr10,102714272,102714341,TSS,False,19,147
ENSG00000148690.11,chr10,93702374,93702602,TSS,False,24,109
ENSG00000108219.14,chr10,80454371,80489216,ES,False,103,158
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,36,199
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,113,253
ENSG00000107581.12,chr10,119041993,119042695,TSS,True,220,253
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,16,115
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,23,163
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,125,167
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,60,189
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,147,189
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,30,220
ENSG00000122952.16,chr10,56358185,56358376,IR,False,107,124
ENSG00000122952.16,chr10,56358687,56358908,IR,False,21,105
ENSG00000122952.16,chr10,56359853,56360017,IR,False,99,115
ENSG00000122952.16,chr10,56360141,56360292,IR,False,93,114
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,19,126
ENSG00000122952.16,chr10,56356735,56358459,PAS,True,109,126
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,16,131
ENSG00000136754.17,chr10,26860746,26861028,TSS,True,14,107
ENSG00000107651.12,chr10,119932318,119933007,3AS,True,14,123
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,19,143
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,18,140
ENSG00000152804.10,chr10,92689844,92690347,TSS,True,44,259
ENSG00000152804.10,chr10,92690627,92692546,TSS,True,233,259
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,23,169
ENSG00000066468.22,chr10,121480021,121483697,3AS,False,99,113
ENSG00000066468.22,chr10,121503941,121515122,5AS,False,43,106
ENSG00000066468.22,chr10,121478331,121480021,PAS,True,21,120
ENSG00000066468.22,chr10,121478331,121480113,PAS,True,106,120
ENSG00000066468.22,chr10,121597961,121598496,TSS,True,24,124
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,44,131
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,100,131
ENSG00000076685.18,chr10,103100019,103101044,ES,False,133,152
ENSG00000076685.18,chr10,103101326,103105705,ES,False,120,152
ENSG00000076685.18,chr10,103106706,103139405,ES,False,102,122
ENSG00000076685.18,chr10,103106706,103174857,ES,True,19,143
ENSG00000076685.18,chr10,103174982,103193235,ES,True,73,119
ENSG00000076685.18,chr10,103193235,103194278,TSS,True,54,174
ENSG00000122882.10,chr10,73160551,73167865,ES,False,13,109
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,42,334
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,23,152
ENSG00000067064.11,chr10,1043393,1048863,ES,False,31,121
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,23,144
ENSG00000060339.13,chr10,68721282,68722454,5AS,False,78,101
ENSG00000060339.13,chr10,68755536,68757293,ES,False,12,114
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,63,143
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,28,211
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,28,102
ENSG00000067057.16,chr10,3125719,3129983,TSS,True,87,100
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,114,375
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,303,375
ENSG00000108018.15,chr10,106573904,106574181,PAS,True,97,108
ENSG00000108018.15,chr10,107163965,107165255,TSS,True,50,108
ENSG00000213390.10,chr10,97292571,97292668,TSS,True,23,101
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,53,195
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,158,197
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,115,139
