gene,chr,start,end,splice_type,novel,cardiac_septum_ENCFF626QRV_in_cov,cardiac_septum_ENCFF626QRV_total_cov
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,57,433
ENSG00000166033.12,chr10,122461426,122462124,TSS,False,31,155
ENSG00000166033.12,chr10,122502530,122506885,TSS,False,134,152
ENSG00000175470.19,chr10,131900657,131901155,TSS,True,35,112
ENSG00000048740.18,chr10,11017526,11018163,TSS,True,48,107
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,19,159
ENSG00000148690.11,chr10,93667882,93669868,PAS,True,34,102
ENSG00000148690.11,chr10,93681567,93681598,PAS,True,89,102
ENSG00000148690.11,chr10,93684054,93684098,PAS,True,89,102
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,34,101
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,161,360
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,265,307
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,223,286
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,107,362
ENSG00000107581.12,chr10,119041993,119042695,TSS,True,192,221
ENSG00000108039.17,chr10,109923401,109923563,TSS,True,20,109
ENSG00000148484.17,chr10,16782084,16817314,ES,False,12,102
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,13,117
ENSG00000107738.19,chr10,71773357,71773569,TSS,False,28,101
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,65,632
ENSG00000188690.13,chr10,125823028,125823288,TSS,True,15,131
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,28,150
ENSG00000134463.14,chr10,11763223,11764127,PAS,True,20,146
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,30,105
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,65,362
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,74,393
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,68,369
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,305,369
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,40,233
ENSG00000148834.12,chr10,104254840,104255271,TSS,True,200,233
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,43,330
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,79,265
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,42,115
ENSG00000130640.13,chr10,133293038,133294831,TSS,True,101,114
ENSG00000122873.11,chr10,58269123,58269304,TSS,True,21,197
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,68,197
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,142,197
ENSG00000122367.19,chr10,86668408,86668570,TSS,False,1135,1283
ENSG00000122367.19,chr10,86716356,86716771,TSS,True,596,701
ENSG00000122367.19,chr10,86732886,86736149,PAS,True,587,902
ENSG00000122367.19,chr10,86699277,86700059,PAS,True,69,379
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,25,166
ENSG00000065613.13,chr10,103967069,103967895,TSS,False,26,172
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,50,149
ENSG00000065613.13,chr10,104025573,104029231,PAS,False,117,162
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,38,149
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,150,445
ENSG00000095637.22,chr10,95322021,95322745,3AS,True,100,171
ENSG00000095637.22,chr10,95322021,95336520,ES,False,42,132
ENSG00000095637.22,chr10,95322021,95336520,3AS,False,42,111
ENSG00000095637.22,chr10,95311770,95315126,PAS,True,54,298
ENSG00000095637.22,chr10,95336520,95337240,TSS,True,344,465
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,90,407
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,355,407
ENSG00000119938.8,chr10,91632955,91633070,TSS,False,61,265
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,30,141
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,117,142
ENSG00000148516.21,chr10,31319132,31319292,TSS,True,36,101
ENSG00000122359.17,chr10,80172869,80205342,ES,False,221,519
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,396,915
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,765,912
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,811,912
ENSG00000165424.6,chr10,79445194,79445639,TSS,False,75,108
ENSG00000150093.18,chr10,32901635,32908367,ES,False,170,435
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,75,518
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,84,528
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,769,1948
ENSG00000148677.6,chr10,90919181,90919268,PAS,True,1010,1468
ENSG00000148677.6,chr10,90920168,90920348,PAS,True,1136,1278
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,3274,4479
ENSG00000148677.6,chr10,90915781,90915882,TSS,True,3396,3786
ENSG00000107897.18,chr10,27219857,27223337,ES,False,120,137
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,130,158
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,73,158
ENSG00000107897.18,chr10,27242058,27242116,TSS,True,130,158
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,647,2407
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,2032,2396
PB_novel_24981,chr10,29627914,29629595,TSS,True,93,132
ENSG00000107771.16,chr10,84328541,84328808,TSS,True,83,166
ENSG00000107771.16,chr10,84424843,84425048,TSS,True,98,165
ENSG00000107771.16,chr10,84470371,84470425,PAS,True,53,156
ENSG00000107771.16,chr10,84513448,84518520,PAS,True,107,157
ENSG00000148672.8,chr10,87094324,87095174,TSS,False,30,292
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,29,130
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,451,595
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,157,596
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,329,419
ENSG00000166295.8,chr10,72216072,72220053,5AS,True,39,203
ENSG00000166295.8,chr10,72216072,72223887,ES,True,73,100
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,73,310
ENSG00000166295.8,chr10,72216072,72230365,ES,True,12,110
ENSG00000166295.8,chr10,72216138,72223887,ES,False,126,236
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,154,470
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,345,470
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,90,456
ENSG00000166295.8,chr10,72220053,72220325,PAS,True,375,442
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,117,268
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,241,268
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,240,268
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,30,112
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,48,184
ENSG00000197321.14,chr10,29569312,29634526,5AS,True,17,157
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,241,501
ENSG00000197321.14,chr10,29555051,29555108,PAS,False,102,189
ENSG00000197321.14,chr10,29506111,29508389,PAS,True,257,290
ENSG00000197321.14,chr10,29532739,29533458,PAS,True,122,205
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,194,275
ENSG00000197321.14,chr10,29634419,29634973,TSS,False,363,507
ENSG00000165887.11,chr10,97572515,97572875,TSS,True,26,134
ENSG00000197893.13,chr10,113589079,113589665,3AS,False,450,602
ENSG00000197893.13,chr10,113588705,113589079,PAS,True,330,780
ENSG00000197893.13,chr10,113588714,113589082,PAS,True,627,780
ENSG00000197893.13,chr10,113631856,113631964,PAS,True,148,267
ENSG00000197893.13,chr10,113604608,113604885,TSS,True,745,932
ENSG00000197893.13,chr10,113663810,113664121,TSS,True,894,1098
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,427,501
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,75,482
ENSG00000138162.18,chr10,122210526,122211708,TSS,True,93,141
ENSG00000138162.18,chr10,122229356,122229486,TSS,True,98,140
ENSG00000138162.18,chr10,122253990,122254543,PAS,True,21,157
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,13,106
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,71,172
ENSG00000171206.14,chr10,102656746,102658318,PAS,True,12,119
ENSG00000134452.19,chr10,5890346,5906036,ES,False,13,101
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,56,163
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,136,160
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,47,104
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,21,109
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,60,117
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,70,117
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,42,373
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,196,362
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,177,367
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,219,314
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,144,202
ENSG00000197102.11,chr14,101983381,101983510,PAS,True,16,100
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,115,305
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,24,148
ENSG00000020577.13,chr14,54784356,54784447,TSS,True,118,151
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,56,148
ENSG00000092054.12,chr14,23413890,23414006,IR,True,113,172
ENSG00000092054.12,chr14,23414994,23415046,TSS,True,18220,30255
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,15,141
ENSG00000184601.10,chr14,104579736,104580003,TSS,True,71,132
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,124,144
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,16,130
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,188,759
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,128,178
ENSG00000092199.17,chr14,21234229,21269297,ES,False,56,167
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,31,198
ENSG00000184887.13,chr14,105249085,105249156,IR,False,122,144
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,133,152
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,44,152
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,135,152
ENSG00000100591.7,chr14,77458025,77458269,TSS,True,12,110
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,134,214
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,90,213
ENSG00000165795.23,chr14,21022497,21023240,ES,False,100,485
ENSG00000165795.23,chr14,21023321,21025028,ES,False,200,349
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,257,607
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,532,607
ENSG00000139998.15,chr14,64950942,64951010,TSS,True,79,113
ENSG00000129521.13,chr14,33950395,33951079,TSS,True,85,708
ENSG00000133943.20,chr14,91114283,91157638,ES,False,144,198
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,128,234
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,39,236
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,77,277
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,69,145
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,100,140
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,87,130
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,80,127
ENSG00000078304.19,chr14,101836168,101838469,PAS,True,98,119
ENSG00000156381.8,chr14,102508549,102509528,ES,True,253,339
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,163,504
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,431,504
ENSG00000119632.3,chr14,94129557,94129676,TSS,True,28,116
ENSG00000119632.3,chr14,94129261,94129509,TSS,True,102,116
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,281,489
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,400,471
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,219,405
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,271,318
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,180,505
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,136,201
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,115,201
ENSG00000126777.17,chr14,55580354,55612018,ES,False,233,281
ENSG00000126777.17,chr14,55580354,55616516,ES,True,59,250
ENSG00000126777.17,chr14,55661612,55667240,ES,False,130,221
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,46,398
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,174,398
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,260,363
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,577,2634
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,38,203
ENSG00000142208.16,chr14,104792722,104795483,ES,False,550,700
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,29,137
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,99,807
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,47,130
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,110,130
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,46,261
ENSG00000119673.14,chr14,73569149,73569883,TSS,True,26,234
ENSG00000119650.12,chr14,75985752,75985840,TSS,False,24,107
ENSG00000119650.12,chr14,76083457,76083750,PAS,True,13,100
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,19,105
ENSG00000129515.18,chr14,34603471,34605595,ES,False,151,171
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,43,175
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,136,175
ENSG00000256053.7,chr14,103563124,103587273,ES,False,21,115
ENSG00000100614.17,chr14,60249197,60249677,TSS,True,17,147
ENSG00000100614.17,chr14,60292452,60299085,PAS,True,20,138
ENSG00000100614.17,chr14,60285623,60288555,PAS,True,115,133
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,35,103
ENSG00000100650.15,chr14,69769251,69770466,IR,False,49,109
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,75,132
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,97,132
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,16,118
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,43,423
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,54,125
ENSG00000179364.13,chr14,105394553,105398148,PAS,True,12,103
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,36,103
ENSG00000182979.17,chr14,105469908,105469992,TSS,True,115,186
ENSG00000182979.17,chr14,105468814,105469160,TSS,False,158,186
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,152,228
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,107,228
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,56,214
ENSG00000151327.12,chr14,35078926,35079020,PAS,False,191,213
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,23,172
ENSG00000197616.11,chr14,23384441,23384543,TSS,True,371,526
ENSG00000197616.11,chr14,23382427,23382487,TSS,True,336,525
ENSG00000165898.13,chr14,74493733,74493845,TSS,True,19,125
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,31,136
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,27,168
ENSG00000075413.17,chr14,103502881,103503836,PAS,True,21,167
ENSG00000100445.17,chr14,24440782,24442711,TSS,True,83,106
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,95,106
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,75,106
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,161,1245
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,21,194
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,113,188
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,86,179
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,107,335
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,48,119
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,80,119
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,65,227
ENSG00000089737.16,chr14,94054995,94055119,TSS,True,175,209
ENSG00000129538.13,chr14,20802093,20802796,ES,False,127,149
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,75,224
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,69,177
ENSG00000100836.10,chr14,23323036,23323066,TSS,True,157,177
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,31,162
ENSG00000072110.13,chr14,68877240,68879961,ME,False,45,319
ENSG00000072110.13,chr14,68874119,68875017,PAS,False,56,419
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,207,485
ENSG00000100764.13,chr14,90272272,90272625,PAS,True,17,101
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,58,263
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,31,204
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,119,280
ENSG00000126214.21,chr14,103685809,103687211,TSS,True,152,181
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,129,214
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,114,264
ENSG00000119723.16,chr14,73950221,73950495,TSS,False,72,177
ENSG00000119723.16,chr14,73957352,73959078,TSS,True,113,177
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,29,219
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,194,219
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,19,154
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,514,831
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,503,829
ENSG00000070182.20,chr14,64746283,64749473,PAS,True,19,134
ENSG00000070182.20,chr14,64770884,64771067,TSS,True,135,165
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,44,257
ENSG00000116685.15,chr1,11922207,11923489,PAS,True,145,163
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,184,256
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,95,257
ENSG00000078618.21,chr1,51836212,51840225,ES,False,97,115
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,29,142
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,25,142
ENSG00000074800.15,chr1,8868057,8871890,ME,False,69,268
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,134,423
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,323,420
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,111,173
ENSG00000107404.19,chr1,1338653,1339361,5AS,False,167,189
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,87,243
ENSG00000074964.16,chr1,17539426,17539950,TSS,False,104,130
ENSG00000074964.16,chr1,17655897,17656102,TSS,True,94,109
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,97,130
ENSG00000074964.16,chr1,17696847,17697876,PAS,True,24,122
ENSG00000187642.9,chr1,978880,980936,TSS,True,71,111
ENSG00000187642.9,chr1,982064,982346,TSS,False,86,112
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,16,112
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,28,220
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,140,242
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,203,242
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,199,242
ENSG00000157881.13,chr1,2526463,2526624,TSS,True,24,116
ENSG00000160678.11,chr1,153630662,153631697,3AS,True,119,158
ENSG00000160678.11,chr1,153628412,153628496,TSS,True,116,257
ENSG00000160678.11,chr1,153631511,153632037,PAS,True,119,158
ENSG00000160678.11,chr1,153631697,153632037,PAS,False,39,158
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,81,297
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,39,174
ENSG00000134375.10,chr1,201957509,201957574,TSS,True,149,174
ENSG00000162599.15,chr1,61406727,61455302,ES,False,38,108
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,64,144
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,143,1069
ENSG00000143164.15,chr1,168004793,168022987,ES,False,107,282
ENSG00000143164.15,chr1,168004793,168038370,ES,False,46,329
ENSG00000143164.15,chr1,168045227,168063620,ES,False,260,336
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,59,361
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,91,359
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,282,356
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,333,396
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,153,396
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,58,412
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,146,431
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,359,431
ENSG00000004455.16,chr1,33024567,33036735,ES,False,85,101
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,124,138
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,20,107
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,40,142
ENSG00000143653.9,chr1,246724058,246724612,TSS,False,14,124
ENSG00000188290.10,chr1,999613,999691,IR,False,119,170
ENSG00000188290.10,chr1,999787,999865,IR,False,58,172
ENSG00000188290.10,chr1,999525,1000094,TSS,True,143,188
ENSG00000188290.10,chr1,999865,1000097,TSS,True,120,188
ENSG00000188290.10,chr1,999691,1000097,TSS,True,121,188
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,169,328
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,292,325
ENSG00000265972.5,chr1,145995143,145996579,TSS,False,291,327
ENSG00000160679.12,chr1,153636653,153638294,IR,False,98,120
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,60,123
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,30,151
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,35,124
ENSG00000134686.18,chr1,33334292,33349596,ES,True,80,108
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,46,155
ENSG00000117410.13,chr1,43975107,43976089,ES,False,32,127
ENSG00000117266.15,chr1,205524735,205527917,TSS,True,234,269
ENSG00000117266.15,chr1,205531343,205535890,PAS,True,24,137
ENSG00000142599.17,chr1,8358195,8358905,TSS,True,79,100
ENSG00000142599.17,chr1,8360111,8361534,TSS,True,86,101
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,74,163
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,96,163
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,80,152
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,62,107
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,82,146
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,21,109
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,56,153
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,22,108
ENSG00000116251.10,chr1,6197651,6199556,TSS,True,97,108
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,261,441
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,188,275
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,297,359
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,170,359
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,281,359
ENSG00000143549.19,chr1,154170711,154172907,ME,False,42,349
ENSG00000143549.19,chr1,154156355,154157721,PAS,True,306,379
ENSG00000143549.19,chr1,154167465,154167940,PAS,False,90,374
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,269,386
ENSG00000143549.19,chr1,154191901,154192135,TSS,True,157,387
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,25,175
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,29,191
ENSG00000265491.4,chr1,145823771,145824412,TSS,False,90,153
ENSG00000265491.4,chr1,145784538,145784653,TSS,True,102,152
ENSG00000121769.7,chr1,31364015,31365939,PAS,True,373,3108
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,38,324
ENSG00000054523.17,chr1,10210476,10210878,TSS,False,32,117
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,39,149
ENSG00000116521.10,chr1,155260659,155262085,ES,False,26,103
ENSG00000143632.14,chr1,229434003,229434100,TSS,True,6399,23037
ENSG00000143632.14,chr1,229431720,229431884,TSS,True,19192,22999
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,23,157
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,179,265
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,91,253
ENSG00000020129.15,chr1,35557160,35557883,TSS,True,88,112
ENSG00000020129.15,chr1,35557774,35558223,TSS,True,98,112
ENSG00000020129.15,chr1,35560368,35561294,TSS,True,83,112
ENSG00000188976.10,chr1,944800,945056,5AS,False,129,225
ENSG00000188976.10,chr1,959214,960041,TSS,True,50,258
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,26,199
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,191,243
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,130,243
ENSG00000162433.14,chr1,65148140,65149140,TSS,False,216,243
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,136,255
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,37,295
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,166,303
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,180,298
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,229,312
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,38,318
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,13,101
ENSG00000077549.17,chr1,19339617,19344357,ES,False,40,209
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,31,233
ENSG00000198626.15,chr1,237783826,237784972,TSS,True,187,256
ENSG00000198626.15,chr1,237659984,237660076,PAS,True,94,151
ENSG00000198626.15,chr1,237783674,237784973,PAS,True,224,266
ENSG00000198626.15,chr1,237785968,237786037,PAS,False,287,347
ENSG00000198626.15,chr1,237832551,237833988,PAS,True,286,374
ENSG00000253368.3,chr1,26994612,26999846,5AS,True,182,209
ENSG00000253368.3,chr1,26993691,26994612,TSS,False,46,227
ENSG00000253368.3,chr1,26993690,26994630,TSS,True,199,227
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,26,117
ENSG00000047410.13,chr1,186311657,186314026,PAS,False,122,145
ENSG00000047410.13,chr1,186336400,186336694,PAS,True,117,132
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,30,118
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,58,146
ENSG00000130770.17,chr1,28236099,28236270,TSS,True,40,359
ENSG00000075945.12,chr1,169921781,169954010,ES,True,84,116
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,35,145
ENSG00000066136.20,chr1,40709263,40709616,TSS,True,129,145
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,21,137
ENSG00000077157.21,chr1,202348692,202349142,TSS,True,178,201
ENSG00000077157.21,chr1,202462713,202463097,TSS,False,141,189
ENSG00000077157.21,chr1,202580473,202588569,PAS,True,33,106
ENSG00000004487.16,chr1,23030634,23050386,ES,False,38,100
ENSG00000198892.6,chr1,201888488,201889067,TSS,False,98,154
ENSG00000198892.6,chr1,201888511,201889616,TSS,True,124,154
ENSG00000198892.6,chr1,201888629,201888781,TSS,False,131,154
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,48,172
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,161,428
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,57,288
ENSG00000127472.10,chr1,20070161,20070465,TSS,True,77,147
ENSG00000162614.18,chr1,77918273,77926413,ES,False,143,1021
ENSG00000162614.18,chr1,77942818,77942899,IR,False,47,111
ENSG00000162614.18,chr1,77888144,77888759,TSS,True,375,1314
ENSG00000162614.18,chr1,77918135,77918273,TSS,False,984,1170
ENSG00000162614.18,chr1,77926413,77926538,PAS,True,941,1198
ENSG00000162614.18,chr1,77935822,77937718,PAS,True,1124,1272
