gene,chr,start,end,splice_type,novel,H9_ENCFF292UIE_in_cov,H9_ENCFF292UIE_total_cov
ENSG00000134222.16,chr1,109281046,109281136,IR,False,262,316
ENSG00000134222.16,chr1,109282731,109283062,3AS,False,75,309
ENSG00000134222.16,chr1,109282731,109283062,IR,False,75,162
ENSG00000134222.16,chr1,109282731,109283073,5AS,False,20,102
ENSG00000134222.16,chr1,109282736,109283062,3AS,True,191,234
ENSG00000134222.16,chr1,109282736,109283062,IR,False,191,260
ENSG00000134222.16,chr1,109282736,109283073,5AS,True,46,254
ENSG00000134222.16,chr1,109282736,109283073,IR,True,46,156
ENSG00000134222.16,chr1,109282789,109283062,IR,True,39,103
ENSG00000134222.16,chr1,109283062,109283192,TSS,True,187,496
ENSG00000134222.16,chr1,109282679,109283187,TSS,True,437,496
ENSG00000134222.16,chr1,109283073,109283175,TSS,True,413,496
ENSG00000162775.14,chr1,110342268,110346307,ES,False,68,110
ENSG00000162775.14,chr1,110339424,110342268,TSS,True,23,133
ENSG00000162775.14,chr1,110346307,110352920,PAS,True,23,134
ENSG00000143494.15,chr1,212950511,212950740,TSS,True,15,118
ENSG00000160752.14,chr1,155308965,155310042,ES,False,262,322
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,262,303
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,286,609
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,286,329
ENSG00000160752.14,chr1,155308965,155310063,IR,False,286,329
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,112,725
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,641,725
ENSG00000130695.15,chr1,26234157,26234310,TSS,True,24,123
ENSG00000130695.15,chr1,26277132,26278810,PAS,True,95,116
ENSG00000130695.15,chr1,26277135,26278810,PAS,True,63,116
ENSG00000130695.15,chr1,26268482,26268515,PAS,True,91,113
ENSG00000120370.12,chr1,170532284,170539209,ES,False,90,102
ENSG00000120370.12,chr1,170539567,170542490,5AS,False,81,102
ENSG00000066136.20,chr1,40769415,40770708,3AS,False,158,229
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,27,245
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,84,243
ENSG00000066136.20,chr1,40770396,40771603,PAS,True,172,243
ENSG00000081692.12,chr1,227733027,227733413,5AS,True,132,150
ENSG00000143337.18,chr1,179884769,179889312,3AS,False,83,141
ENSG00000134255.13,chr1,111140196,111140307,TSS,False,27,154
ENSG00000134255.13,chr1,111184190,111185179,PAS,True,20,154
ENSG00000158062.20,chr1,26284482,26285463,IR,False,49,101
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,42,381
ENSG00000163374.19,chr1,155668717,155670319,3AS,False,80,177
ENSG00000163374.19,chr1,155659443,155660913,PAS,True,20,189
ENSG00000163374.19,chr1,155688658,155688777,TSS,False,90,196
ENSG00000163374.19,chr1,155688929,155689435,TSS,True,148,196
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,659,883
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,377,876
ENSG00000178028.13,chr1,44213527,44213662,IR,False,21,142
ENSG00000178028.13,chr1,44213527,44213708,5AS,True,216,247
ENSG00000178028.13,chr1,44213527,44213708,IR,False,216,337
ENSG00000178028.13,chr1,44213527,44213748,3AS,False,37,274
ENSG00000178028.13,chr1,44213527,44213748,IR,False,37,189
ENSG00000178028.13,chr1,44213549,44213708,IR,True,21,142
ENSG00000178028.13,chr1,44213662,44213748,IR,False,25,146
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,187,461
ENSG00000178028.13,chr1,44213464,44213858,TSS,True,337,461
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,18,126
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,61,130
ENSG00000117298.15,chr1,21290363,21290473,TSS,True,100,130
ENSG00000121775.17,chr1,32072791,32073051,TSS,False,13,105
ENSG00000171163.15,chr1,248858917,248859144,TSS,True,29,103
ENSG00000178104.19,chr1,148951973,148952154,TSS,False,121,150
ENSG00000178104.19,chr1,148951996,148953905,TSS,True,39,150
ENSG00000178104.19,chr1,148981269,148986471,PAS,True,91,150
ENSG00000178104.19,chr1,148974513,148974594,PAS,True,111,150
ENSG00000117625.13,chr1,211259726,211260107,5AS,True,75,109
ENSG00000117625.13,chr1,211259224,211259726,TSS,True,42,117
ENSG00000117625.13,chr1,211258449,211259729,TSS,True,83,117
ENSG00000117625.13,chr1,211313423,211317839,PAS,True,93,116
ENSG00000117625.13,chr1,211312719,211313312,PAS,True,29,116
ENSG00000198860.12,chr1,184054863,184072826,ES,False,30,165
ENSG00000198860.12,chr1,184072194,184072826,5AS,False,27,135
ENSG00000157911.10,chr1,2412390,2412611,TSS,True,47,325
ENSG00000157911.10,chr1,2413596,2413859,TSS,False,290,325
ENSG00000117385.15,chr1,42746852,42747271,5AS,False,395,487
ENSG00000117385.15,chr1,42754990,42755164,IR,False,449,503
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,82,128
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,106,128
ENSG00000117419.15,chr1,44319627,44319746,TSS,False,115,128
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,85,128
ENSG00000126088.13,chr1,45013791,45013908,IR,False,357,410
ENSG00000126088.13,chr1,45014070,45014438,IR,False,363,411
ENSG00000159164.9,chr1,149917738,149917877,TSS,True,26,100
ENSG00000008130.15,chr1,1753649,1754283,ES,False,54,186
ENSG00000008130.15,chr1,1755476,1756257,IR,True,165,184
ENSG00000008130.15,chr1,1778745,1778870,TSS,False,178,213
ENSG00000008130.15,chr1,1779904,1780163,TSS,True,74,213
ENSG00000158156.7,chr1,27963693,27966502,ES,True,146,163
ENSG00000171161.12,chr1,248847051,248849516,PAS,True,30,274
ENSG00000143612.20,chr1,154212624,154214456,ES,False,101,738
ENSG00000143612.20,chr1,154214574,154220341,ES,False,443,704
ENSG00000240563.1,chr1,62206518,62207583,PAS,True,549,1343
ENSG00000240563.1,chr1,62209782,62212328,PAS,False,832,1375
ENSG00000117143.13,chr1,162590511,162597791,ES,False,41,119
ENSG00000162607.12,chr1,62444737,62445083,PAS,True,173,374
ENSG00000162607.12,chr1,62450245,62451804,PAS,True,222,379
ENSG00000143401.14,chr1,150220758,150223185,3AS,False,46,401
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,79,436
ENSG00000143401.14,chr1,150218417,150220758,PAS,True,390,436
ENSG00000159423.16,chr1,18871790,18872803,IR,False,43,152
ENSG00000159423.16,chr1,18871427,18872957,PAS,True,51,159
ENSG00000159423.16,chr1,18871428,18871790,PAS,False,122,165
ENSG00000116761.11,chr1,70411583,70415955,5AS,True,96,110
ENSG00000116761.11,chr1,70411219,70411656,TSS,True,104,117
ENSG00000116761.11,chr1,70411191,70411583,TSS,True,19,117
ENSG00000175707.8,chr1,26952412,26960349,ES,True,171,198
ENSG00000132698.14,chr1,156061443,156068269,ES,False,18,120
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,115,693
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,191,443
ENSG00000134644.15,chr1,30953981,30965981,ES,False,102,442
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,149,441
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,221,393
ENSG00000134644.15,chr1,30980166,30981311,3AS,False,148,172
ENSG00000157916.19,chr1,2391958,2393269,3AS,True,74,106
ENSG00000157916.19,chr1,2391958,2395783,ES,False,354,470
ENSG00000120334.15,chr1,173797298,173800519,PAS,True,44,104
ENSG00000120334.15,chr1,173821812,173824019,PAS,True,76,103
ENSG00000120334.15,chr1,173824137,173824882,TSS,False,83,104
ENSG00000120334.15,chr1,173824211,173825084,TSS,True,44,104
ENSG00000266472.5,chr1,150293898,150294334,IR,True,37,146
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,111,149
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,42,149
ENSG00000117335.19,chr1,207767195,207770320,ES,False,53,334
ENSG00000117335.19,chr1,207785682,207793518,ES,False,272,370
ENSG00000143742.12,chr1,225783368,225789239,ES,False,2235,2512
ENSG00000009307.15,chr1,114736855,114737962,ES,False,2601,3175
ENSG00000009307.15,chr1,114738072,114757924,ME,False,32,133
ENSG00000143493.12,chr1,211940310,211942111,PAS,True,34,207
ENSG00000037637.10,chr1,16315435,16352254,ES,True,113,137
ENSG00000134207.16,chr1,114093803,114097747,5AS,True,86,477
ENSG00000134207.16,chr1,114089291,114092082,PAS,True,169,657
ENSG00000134207.16,chr1,114099199,114099265,PAS,True,568,654
ENSG00000134207.16,chr1,114152765,114152966,TSS,True,137,658
ENSG00000134207.16,chr1,114153609,114153868,TSS,True,536,658
ENSG00000159377.10,chr1,151400588,151400763,IR,False,128,145
ENSG00000159377.10,chr1,151400845,151401238,IR,False,129,145
ENSG00000154370.15,chr1,228397165,228402065,ES,False,13,114
ENSG00000154370.15,chr1,228393672,228395252,PAS,True,27,125
ENSG00000154370.15,chr1,228393674,228397047,PAS,True,98,123
ENSG00000143514.16,chr1,223779893,223780894,PAS,True,15,102
ENSG00000143514.16,chr1,223845653,223846001,TSS,True,24,103
ENSG00000174606.13,chr1,213015612,213015889,TSS,False,37,103
ENSG00000174606.13,chr1,213015225,213015551,TSS,False,81,103
ENSG00000162664.16,chr1,90005244,90007344,IR,True,96,113
ENSG00000162664.16,chr1,90017316,90017360,PAS,True,109,129
ENSG00000162664.16,chr1,90013125,90013210,PAS,True,96,129
ENSG00000162664.16,chr1,90027353,90033588,PAS,True,91,129
ENSG00000162664.16,chr1,90010087,90010286,PAS,True,98,129
ENSG00000116539.12,chr1,155562778,155562855,TSS,False,71,149
ENSG00000116539.12,chr1,155562152,155562788,TSS,True,118,149
ENSG00000116539.12,chr1,155563072,155563169,TSS,True,128,149
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,1566,2102
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,1035,2103
ENSG00000116688.16,chr1,11980484,11981973,3AS,True,57,383
ENSG00000116688.16,chr1,11980484,11989164,ES,False,82,455
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,54,520
ENSG00000279457.4,chr1,187287,187379,5AS,True,21,175
ENSG00000279457.4,chr1,199836,200549,TSS,True,56,176
ENSG00000279457.4,chr1,195262,195419,TSS,False,154,176
ENSG00000279457.4,chr1,188129,188587,TSS,True,155,176
ENSG00000055070.16,chr1,16367308,16393227,ES,False,80,128
ENSG00000055070.16,chr1,16367308,16393230,3AS,False,68,196
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,29,253
ENSG00000142687.17,chr1,35554519,35557361,5AS,False,43,177
ENSG00000142687.17,chr1,35433489,35435081,PAS,True,108,218
ENSG00000142687.17,chr1,35451631,35451776,PAS,False,140,217
ENSG00000142687.17,chr1,35557206,35557434,TSS,True,89,220
ENSG00000142687.17,chr1,35557361,35557457,TSS,True,176,220
ENSG00000142687.17,chr1,35557549,35557680,TSS,True,195,220
ENSG00000116754.13,chr1,70205780,70221614,3AS,False,112,144
ENSG00000116754.13,chr1,70228555,70232267,ES,False,437,529
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,455,600
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,221,599
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,345,596
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,506,596
ENSG00000116754.13,chr1,70249951,70250048,PAS,True,476,596
ENSG00000143569.18,chr1,154220975,154225083,5AS,False,110,195
ENSG00000143569.18,chr1,154234759,154235195,5AS,False,210,253
ENSG00000143569.18,chr1,154220848,154220975,TSS,True,175,287
ENSG00000143569.18,chr1,154220857,154221040,TSS,True,199,287
ENSG00000143569.18,chr1,154263102,154263505,PAS,True,72,285
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,246,307
ENSG00000116922.14,chr1,37689883,37690215,3AS,False,190,254
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,71,316
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,89,124
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,38,127
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,92,127
ENSG00000162642.13,chr1,85258722,85259357,ES,False,200,315
ENSG00000058799.14,chr1,53852270,53860055,ES,False,119,241
ENSG00000058799.14,chr1,53888986,53889712,ES,False,182,245
ENSG00000196187.11,chr1,225845518,225846932,PAS,True,44,135
ENSG00000196187.11,chr1,225858344,225860997,PAS,True,100,118
ENSG00000196187.11,chr1,225882303,225883295,TSS,False,35,137
ENSG00000242125.3,chr1,28508829,28510890,PAS,True,16,149
ENSG00000117308.14,chr1,23796265,23796696,ES,False,70,286
ENSG00000117308.14,chr1,23796586,23796696,IR,False,217,245
ENSG00000117308.14,chr1,23798730,23799365,ES,False,87,293
ENSG00000130775.15,chr1,27876728,27885294,ES,False,19,100
ENSG00000077254.14,chr1,77721901,77722023,3AS,False,92,158
ENSG00000077254.14,chr1,77721901,77722023,IR,True,92,104
ENSG00000077254.14,chr1,77741748,77759642,ES,False,130,220
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,177,238
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,129,236
ENSG00000077254.14,chr1,77722216,77723443,PAS,True,193,229
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,15,144
ENSG00000132781.17,chr1,45331849,45332022,IR,False,262,312
ENSG00000132781.17,chr1,45332834,45332917,IR,False,238,272
ENSG00000132781.17,chr1,45332834,45333096,ES,True,31,258
ENSG00000132781.17,chr1,45332959,45333096,IR,False,232,271
ENSG00000132781.17,chr1,45333497,45334390,3AS,False,38,296
ENSG00000132781.17,chr1,45333561,45334390,3AS,False,184,258
ENSG00000132781.17,chr1,45339975,45340414,TSS,True,165,315
ENSG00000132781.17,chr1,45340218,45340477,TSS,True,215,315
ENSG00000132781.17,chr1,45339898,45339980,TSS,True,262,315
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,291,348
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,81,368
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,313,368
ENSG00000169174.10,chr1,55039404,55040044,TSS,False,68,522
ENSG00000143486.15,chr1,206599092,206599732,ES,True,31,270
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,33,184
ENSG00000070831.15,chr1,22078426,22078583,TSS,True,159,184
ENSG00000137955.15,chr1,75789356,75789951,IR,False,346,428
ENSG00000137955.15,chr1,75790057,75790151,IR,False,38,131
ENSG00000137955.15,chr1,75790057,75791284,ES,False,310,348
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,310,397
ENSG00000137955.15,chr1,75791571,75792196,3AS,True,73,428
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,77,448
ENSG00000117054.13,chr1,75724817,75732643,ES,False,53,424
ENSG00000143537.13,chr1,155062459,155062796,PAS,True,15,105
ENSG00000198952.8,chr1,156248628,156250670,PAS,True,30,236
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,67,251
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,101,704
ENSG00000158793.13,chr1,161118072,161118178,TSS,True,24,192
ENSG00000154305.16,chr1,222618033,222618243,TSS,True,28,101
ENSG00000154305.16,chr1,222665308,222668006,PAS,True,79,100
ENSG00000118454.12,chr1,70258995,70262847,PAS,True,49,140
ENSG00000118454.12,chr1,70273998,70274818,PAS,True,123,140
ENSG00000117318.8,chr1,23558415,23558934,IR,True,263,361
ENSG00000117318.8,chr1,23559019,23559126,IR,True,278,360
ENSG00000117318.8,chr1,23557922,23558415,PAS,True,101,364
ENSG00000117318.8,chr1,23559126,23559503,TSS,True,84,364
ENSG00000116497.17,chr1,32817508,32817689,TSS,True,42,106
ENSG00000116497.17,chr1,32855923,32858877,PAS,True,21,100
ENSG00000143416.20,chr1,151369189,151369441,IR,False,111,136
ENSG00000024526.16,chr1,68481612,68483949,ES,False,28,238
ENSG00000024526.16,chr1,68474153,68477972,PAS,True,32,254
ENSG00000116691.10,chr1,12019552,12022094,ES,False,153,510
ENSG00000116691.10,chr1,12029281,12029764,IR,False,451,584
ENSG00000116691.10,chr1,12029894,12030027,IR,False,510,575
ENSG00000116691.10,chr1,12019441,12019552,TSS,False,68,589
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,219,1183
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,125,1186
ENSG00000040487.12,chr1,19312256,19312358,TSS,True,30,101
ENSG00000040487.12,chr1,19312285,19312889,TSS,True,77,101
ENSG00000040487.12,chr1,19328571,19329299,PAS,True,31,100
ENSG00000040487.12,chr1,19327570,19329295,PAS,False,72,100
ENSG00000155366.16,chr1,112703806,112707077,ES,False,114,172
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,57,229
ENSG00000155366.16,chr1,112705099,112705170,TSS,True,189,229
ENSG00000116698.21,chr1,183471265,183472649,TSS,True,33,134
ENSG00000116698.21,chr1,183545007,183545312,TSS,True,112,129
ENSG00000116698.21,chr1,183545965,183546140,PAS,False,41,123
ENSG00000116698.21,chr1,183551817,183554473,PAS,True,89,129
ENSG00000025800.13,chr1,32108134,32154587,ES,True,181,211
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,96,314
ENSG00000142867.13,chr1,85265780,85267982,PAS,True,37,190
ENSG00000117569.18,chr1,96785254,96804799,3AS,False,214,273
ENSG00000117569.18,chr1,96804939,96806865,ES,False,41,274
ENSG00000117569.18,chr1,96813106,96813275,3AS,False,138,267
ENSG00000117569.18,chr1,96813275,96815040,PAS,True,160,301
ENSG00000117569.18,chr1,96813272,96815664,PAS,True,166,301
ENSG00000160753.15,chr1,155324544,155324844,5AS,False,80,219
ENSG00000160753.15,chr1,155324809,155325101,5AS,False,86,109
ENSG00000160753.15,chr1,155325178,155325315,IR,False,299,353
ENSG00000160753.15,chr1,155325910,155326897,3AS,False,62,364
ENSG00000160753.15,chr1,155324429,155324544,TSS,True,298,378
ENSG00000160753.15,chr1,155324314,155324809,TSS,True,293,378
ENSG00000160753.15,chr1,155324314,155324587,TSS,False,235,378
ENSG00000125459.15,chr1,155610332,155610424,IR,False,114,135
ENSG00000125459.15,chr1,155611291,155611548,IR,False,103,126
ENSG00000125459.15,chr1,155611827,155611982,IR,True,110,132
ENSG00000125459.15,chr1,155612316,155612843,ES,True,15,127
ENSG00000125459.15,chr1,155612570,155612843,IR,True,114,131
ENSG00000125459.15,chr1,155613766,155614061,3AS,False,19,129
ENSG00000125459.15,chr1,155610175,155610332,TSS,True,33,152
ENSG00000125459.15,chr1,155609812,155610560,TSS,True,136,152
ENSG00000125459.15,chr1,155614058,155616794,PAS,True,41,152
ENSG00000125459.15,chr1,155614061,155616703,PAS,True,132,152
ENSG00000160062.14,chr1,32595223,32600267,3AS,False,33,125
ENSG00000160062.14,chr1,32600267,32601472,PAS,False,98,132
ENSG00000160062.14,chr1,32600086,32602328,PAS,True,35,132
ENSG00000066135.12,chr1,43650053,43650252,TSS,False,52,218
ENSG00000162493.16,chr1,13614405,13615904,5AS,False,263,579
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,109,612
ENSG00000156171.14,chr1,111137586,111139587,5AS,False,25,127
ENSG00000156171.14,chr1,111137586,111140037,ES,False,68,176
ENSG00000156171.14,chr1,111139666,111140037,3AS,False,61,108
ENSG00000156171.14,chr1,111140037,111140451,TSS,False,25,201
ENSG00000152061.23,chr1,174874506,174877391,IR,True,84,105
ENSG00000152061.23,chr1,174874506,174957456,ES,True,33,120
ENSG00000152061.23,chr1,174877605,174957456,IR,True,154,175
ENSG00000152061.23,chr1,174982905,174989848,ES,True,33,169
ENSG00000152061.23,chr1,174874391,174874506,TSS,True,130,253
ENSG00000152061.23,chr1,174875509,174875713,TSS,False,182,253
ENSG00000152061.23,chr1,174957890,174959900,PAS,True,218,243
ENSG00000152061.23,chr1,174989848,174995308,PAS,True,75,244
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,356,2445
ENSG00000117399.13,chr1,43358981,43359396,TSS,True,2134,2445
ENSG00000081721.11,chr1,161750145,161751667,3AS,False,98,165
ENSG00000143768.12,chr1,225937804,225939360,3AS,True,179,253
ENSG00000143768.12,chr1,225936412,225937804,PAS,True,85,258
ENSG00000143768.12,chr1,225936596,225937960,PAS,True,186,258
ENSG00000132879.13,chr1,11654952,11655805,ES,False,104,126
ENSG00000132879.13,chr1,11658364,11658735,5AS,False,83,167
ENSG00000132879.13,chr1,11654838,11654952,TSS,True,42,172
ENSG00000132879.13,chr1,11654297,11654581,TSS,False,150,172
ENSG00000188529.14,chr1,23964789,23967723,PAS,True,77,112
ENSG00000188529.14,chr1,23966444,23971439,PAS,False,76,107
ENSG00000188529.14,chr1,23980190,23980485,TSS,True,27,119
ENSG00000117448.13,chr1,45550876,45550965,IR,False,257,290
ENSG00000117448.13,chr1,45551155,45561788,ES,False,740,974
ENSG00000117448.13,chr1,45568177,45568926,ES,False,98,947
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,293,1041
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,783,1041
ENSG00000157870.15,chr1,2588625,2588953,3AS,False,121,225
ENSG00000157870.15,chr1,2586765,2586948,TSS,True,94,267
ENSG00000157870.15,chr1,2586798,2587295,TSS,True,200,267
ENSG00000117139.17,chr1,202727398,202729173,PAS,True,648,820
ENSG00000117139.17,chr1,202727403,202730027,PAS,True,690,818
ENSG00000117139.17,chr1,202732620,202735587,PAS,True,408,812
ENSG00000186141.8,chr1,145826492,145826605,IR,False,69,346
ENSG00000186141.8,chr1,145842338,145845654,PAS,True,50,349
ENSG00000116213.15,chr1,3631117,3631465,IR,False,145,273
ENSG00000116213.15,chr1,3635074,3635943,ES,False,81,263
ENSG00000116213.15,chr1,3635294,3635943,IR,False,182,203
ENSG00000116213.15,chr1,3630767,3631117,PAS,False,144,289
ENSG00000116213.15,chr1,3630766,3631657,PAS,True,164,289
ENSG00000159596.6,chr1,45688192,45688275,TSS,True,20,105
ENSG00000134744.13,chr1,52471034,52475535,PAS,True,66,105
ENSG00000134744.13,chr1,52477736,52477882,PAS,False,80,104
ENSG00000134744.13,chr1,52507828,52509712,PAS,True,87,104
ENSG00000134744.13,chr1,52552930,52553446,TSS,True,17,112
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,95,721
ENSG00000142676.14,chr1,23691829,23692611,IR,False,95,127
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,110,831
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,49,338
ENSG00000143224.17,chr1,161166611,161166839,5AS,False,31,228
ENSG00000143224.17,chr1,161167234,161167370,3AS,False,161,188
ENSG00000143224.17,chr1,161167234,161167370,IR,False,161,180
ENSG00000143224.17,chr1,161166393,161166611,TSS,True,210,241
ENSG00000143224.17,chr1,161166382,161166672,TSS,True,44,241
ENSG00000078369.17,chr1,1825499,1890819,ES,False,27,177
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,115,288
ENSG00000117305.14,chr1,23808323,23816674,ES,False,13,123
ENSG00000143190.22,chr1,167220870,167220958,TSS,True,45,123
ENSG00000143190.22,chr1,167415499,167416135,PAS,True,32,116
ENSG00000143190.22,chr1,167399185,167399291,PAS,True,85,109
ENSG00000054267.21,chr1,235220317,235220545,PAS,True,99,206
ENSG00000054267.21,chr1,235221891,235229385,PAS,True,152,206
ENSG00000160710.16,chr1,154579867,154585043,PAS,True,89,170
ENSG00000160710.16,chr1,154582063,154588673,PAS,True,137,153
ENSG00000160710.16,chr1,154589796,154589928,PAS,False,125,141
ENSG00000160710.16,chr1,154597122,154597252,TSS,True,119,148
ENSG00000160710.16,chr1,154627854,154627976,TSS,True,125,202
ENSG00000134690.10,chr1,37692578,37692675,IR,False,114,385
ENSG00000134690.10,chr1,37692460,37692578,TSS,False,285,399
ENSG00000134690.10,chr1,37692480,37692784,TSS,True,128,399
ENSG00000058804.11,chr1,53838204,53838570,TSS,True,25,240
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,239,647
ENSG00000122218.15,chr1,160297342,160299207,TSS,False,518,635
ENSG00000085840.12,chr1,52383569,52384549,ES,True,41,403
ENSG00000085840.12,chr1,52402225,52404245,3AS,False,47,404
ENSG00000175130.6,chr1,32335097,32336171,5AS,True,18,146
ENSG00000175130.6,chr1,32335946,32336233,TSS,False,48,177
ENSG00000175130.6,chr1,32336171,32336233,TSS,True,159,177
ENSG00000088280.18,chr1,23484004,23484402,TSS,True,16,141
ENSG00000133226.16,chr1,24646789,24648858,3AS,True,105,117
ENSG00000133226.16,chr1,24646789,24648858,IR,False,105,120
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,44,179
ENSG00000133226.16,chr1,24672181,24673281,PAS,True,145,178
ENSG00000133226.16,chr1,24649970,24650049,PAS,True,101,140
ENSG00000133226.16,chr1,24671385,24671458,PAS,True,144,177
ENSG00000133226.16,chr1,24669122,24669594,PAS,True,111,151
ENSG00000134709.10,chr1,59872794,59876376,PAS,True,131,234
ENSG00000134709.10,chr1,59848314,59848467,PAS,True,153,232
ENSG00000136631.14,chr1,150144708,150145328,PAS,True,18,139
ENSG00000132780.16,chr1,45606591,45613168,ES,False,175,825
ENSG00000132780.16,chr1,45618060,45618895,PAS,True,299,1079
ENSG00000132780.16,chr1,45607320,45608337,PAS,True,866,1029
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,347,474
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,144,492
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,367,492
ENSG00000159658.10,chr1,46686870,46689586,ES,False,71,224
ENSG00000159658.10,chr1,46675158,46678636,PAS,True,68,256
ENSG00000159658.10,chr1,46685419,46686870,PAS,True,219,255
ENSG00000118193.11,chr1,200590124,200590272,PAS,True,71,100
ENSG00000118193.11,chr1,200620410,200620811,TSS,False,32,101
ENSG00000118193.11,chr1,200620711,200620922,TSS,True,82,101
ENSG00000197622.12,chr1,151055126,151055676,IR,False,148,165
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,42,264
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,49,271
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,229,271
ENSG00000174842.16,chr1,92266492,92267912,ES,False,17,156
ENSG00000173673.7,chr1,6244129,6244241,TSS,False,15,141
ENSG00000221978.11,chr1,1390865,1392678,IR,False,12,105
ENSG00000221978.11,chr1,1390865,1393395,ES,False,151,169
ENSG00000221978.11,chr1,1390865,1393395,3AS,False,151,255
ENSG00000221978.11,chr1,1391575,1392678,IR,False,26,122
ENSG00000221978.11,chr1,1385709,1387582,PAS,True,45,317
ENSG00000221978.11,chr1,1399018,1399786,TSS,True,38,318
ENSG00000143771.11,chr1,224356823,224356993,TSS,False,20,113
ENSG00000143811.18,chr1,225924043,225924319,TSS,True,40,371
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,189,906
ENSG00000155380.11,chr1,112917177,112918014,TSS,True,787,905
ENSG00000158195.10,chr1,27489985,27490169,TSS,True,62,102
ENSG00000196352.15,chr1,207359545,207360966,PAS,True,15,113
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,60,417
ENSG00000162714.12,chr1,247310456,247323153,ES,False,165,187
ENSG00000162714.12,chr1,247329568,247329965,3AS,False,22,182
ENSG00000162714.12,chr1,247297414,247301276,PAS,True,40,196
ENSG00000162714.12,chr1,247331431,247332301,TSS,True,216,247
ENSG00000162714.12,chr1,247331789,247332005,TSS,True,94,247
ENSG00000197472.14,chr1,246999440,246999947,5AS,False,47,106
ENSG00000197472.14,chr1,246985325,246988255,PAS,True,11,108
ENSG00000121486.11,chr1,185118084,185120271,PAS,True,20,145
ENSG00000097046.12,chr1,91500877,91501653,5AS,True,33,166
ENSG00000097046.12,chr1,91513307,91514818,ES,False,29,183
