gene,chr,start,end,splice_type,novel,H1_ENCFF250BDM_in_cov,H1_ENCFF250BDM_total_cov
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,35,169
ENSG00000198408.13,chr10,101817823,101818718,TSS,True,45,201
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,61,219
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,126,218
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,118,239
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,177,269
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,143,269
ENSG00000148824.18,chr10,133399619,133401528,IR,True,80,114
ENSG00000148824.18,chr10,133401590,133402148,IR,False,71,113
ENSG00000026025.15,chr10,17229230,17229985,TSS,True,22,153
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,74,683
ENSG00000198554.11,chr14,55027027,55027446,TSS,False,33,148
ENSG00000165506.14,chr14,49626048,49633286,ES,True,33,147
ENSG00000100722.19,chr14,88578140,88601923,ES,False,19,120
ENSG00000100722.19,chr14,88578140,88607242,ES,False,26,186
ENSG00000100722.19,chr14,88596808,88607242,ES,False,36,144
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,91,193
ENSG00000100722.19,chr14,88562936,88563169,TSS,True,24,208
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,106,167
ENSG00000100796.17,chr14,91509505,91510554,TSS,True,34,180
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,813,1029
ENSG00000092199.17,chr14,21234229,21269297,ES,False,287,981
ENSG00000119707.13,chr14,73111155,73111527,IR,False,119,138
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,53,157
ENSG00000119707.13,chr14,73099721,73103478,TSS,True,131,153
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,22,107
ENSG00000165588.16,chr14,56802355,56805359,ES,False,34,152
ENSG00000197119.12,chr14,100293377,100298841,ES,False,71,115
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,54,184
ENSG00000197119.12,chr14,100293293,100294740,TSS,True,152,178
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,79,612
ENSG00000250366.2,chr14,95876251,95876601,TSS,True,67,100
ENSG00000250366.2,chr14,95876662,95877177,TSS,True,45,100
ENSG00000100711.13,chr14,103729182,103732619,ES,False,58,117
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,187,236
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,31,269
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,49,222
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,177,249
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,82,249
ENSG00000126787.12,chr14,55148473,55150798,ES,False,282,331
PB_novel_215440,chr14,48234226,48235430,IR,True,113,129
PB_novel_215440,chr14,48235618,48260392,ES,True,45,111
PB_novel_215440,chr14,48231586,48234226,PAS,True,29,142
PB_novel_215440,chr14,48233526,48235618,PAS,True,126,142
PB_novel_215440,chr14,48260392,48260687,TSS,True,21,142
ENSG00000198252.11,chr14,52730137,52730531,TSS,True,25,123
ENSG00000139998.15,chr14,64971952,64972368,TSS,True,20,131
ENSG00000129534.13,chr14,45247377,45253034,ES,True,96,112
ENSG00000129534.13,chr14,45253034,45253542,TSS,True,31,147
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,22,194
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,206,932
ENSG00000140105.17,chr14,100361921,100376259,ES,False,70,220
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,118,339
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,253,339
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,66,117
ENSG00000042088.13,chr14,89955953,89956278,TSS,True,92,117
ENSG00000042088.13,chr14,89955997,89956800,TSS,True,104,117
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,102,117
ENSG00000126777.17,chr14,55580354,55612018,ES,False,178,203
ENSG00000126777.17,chr14,55661612,55667240,ES,False,101,235
ENSG00000126777.17,chr14,55673012,55675834,ES,False,180,250
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,50,256
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,34,244
ENSG00000142208.16,chr14,104792722,104795483,ES,False,178,236
ENSG00000100605.16,chr14,93016801,93115068,ES,False,13,120
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,104,156
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,79,156
ENSG00000165821.11,chr14,21526060,21526304,TSS,True,295,370
ENSG00000165821.11,chr14,21536848,21537210,TSS,True,182,370
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,68,118
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,94,118
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,38,182
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,151,182
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,20,119
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,15,125
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,56,257
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,177,201
ENSG00000100650.15,chr14,69769251,69770466,IR,False,188,274
ENSG00000100650.15,chr14,69771105,69771196,3AS,False,31,279
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,117,294
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,238,294
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,39,281
ENSG00000100650.15,chr14,69771196,69772005,PAS,True,250,281
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,42,289
ENSG00000100823.11,chr14,20455394,20455577,IR,False,231,261
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,138,372
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,329,372
ENSG00000179933.5,chr14,23095502,23095619,TSS,True,17,116
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,28,237
ENSG00000165819.11,chr14,21499137,21499305,IR,False,83,134
ENSG00000165819.11,chr14,21499371,21499491,IR,False,82,134
ENSG00000165819.11,chr14,21511123,21511371,TSS,True,15,141
ENSG00000182979.17,chr14,105445511,105450057,ES,False,64,115
ENSG00000182979.17,chr14,105466578,105469466,ES,False,104,125
ENSG00000182979.17,chr14,105419433,105420063,TSS,True,41,161
ENSG00000092051.16,chr14,23578179,23579110,TSS,True,43,122
ENSG00000092051.16,chr14,23577074,23577636,TSS,True,98,122
ENSG00000100813.14,chr14,23064221,23064354,3AS,False,33,122
ENSG00000100813.14,chr14,23064485,23065965,3AS,False,22,121
ENSG00000100813.14,chr14,23071426,23071585,TSS,True,114,148
ENSG00000100813.14,chr14,23094974,23095442,TSS,True,103,148
ENSG00000100813.14,chr14,23071124,23071585,TSS,True,125,148
ENSG00000133980.4,chr14,74348455,74348652,TSS,False,74,390
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,37,165
ENSG00000075413.17,chr14,103492034,103502881,ES,False,140,165
ENSG00000197045.12,chr14,54488924,54489057,TSS,True,41,163
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,93,490
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,400,476
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,26,118
ENSG00000151748.14,chr14,50632478,50635384,PAS,True,19,156
ENSG00000151748.14,chr14,50662510,50665619,PAS,False,135,151
ENSG00000092068.19,chr14,23182763,23183662,TSS,True,50,159
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,22,160
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,71,449
ENSG00000072110.13,chr14,68877240,68879961,ES,False,47,455
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,68,474
ENSG00000165516.10,chr14,49782829,49783186,PAS,True,13,127
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,25,172
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,17,138
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,84,109
ENSG00000165792.17,chr14,20993191,20993968,IR,False,94,108
ENSG00000165792.17,chr14,20994901,20995164,IR,False,98,112
ENSG00000165792.17,chr14,20996711,20996784,IR,False,70,108
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,44,114
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,74,112
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,71,632
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,32,268
ENSG00000153904.19,chr1,85464742,85465453,TSS,False,15,107
ENSG00000187147.17,chr1,44635588,44636029,5AS,False,77,128
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,81,140
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,114,140
ENSG00000187147.17,chr1,44405136,44412728,TSS,True,113,147
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,70,652
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,20,108
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,91,141
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,98,141
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,64,103
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,25,103
ENSG00000116750.13,chr1,193017723,193018820,PAS,True,80,103
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,12,105
ENSG00000158246.7,chr1,27012406,27012849,TSS,False,41,382
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,62,448
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,14,113
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,32,314
ENSG00000117114.19,chr1,81952142,81955876,ES,False,107,123
ENSG00000117114.19,chr1,81985355,81990390,ES,False,124,138
ENSG00000117114.19,chr1,81800878,81801068,TSS,True,97,147
ENSG00000117114.19,chr1,81801323,81802229,TSS,True,117,147
ENSG00000143842.14,chr1,204117190,204117595,3AS,True,54,119
ENSG00000143842.14,chr1,204073104,204073711,TSS,True,38,143
ENSG00000162585.16,chr1,2189547,2189781,PAS,True,19,110
ENSG00000162585.16,chr1,2194687,2194783,TSS,True,13,110
ENSG00000230798.5,chr1,63322315,63322495,TSS,True,194,221
ENSG00000230798.5,chr1,63321664,63321942,TSS,True,186,221
ENSG00000230798.5,chr1,63321624,63321664,TSS,True,169,221
ENSG00000230798.5,chr1,63321583,63321642,TSS,True,151,221
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,64,187
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,126,187
ENSG00000137942.16,chr1,93551105,93552408,IR,False,104,165
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,40,186
ENSG00000137942.16,chr1,93550946,93554661,PAS,True,107,168
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,62,168
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,14,108
ENSG00000119285.10,chr1,236604421,236604548,TSS,True,57,149
ENSG00000160688.18,chr1,154983397,154983841,IR,False,111,128
ENSG00000160688.18,chr1,154988849,154990158,ES,False,20,110
ENSG00000160688.18,chr1,154990257,154990338,IR,False,89,111
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,38,153
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,126,153
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,29,150
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,121,146
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,127,327
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,280,352
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,120,352
ENSG00000065183.15,chr1,117929782,117933287,5AS,False,58,113
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,77,135
ENSG00000065183.15,chr1,117929757,117929924,TSS,True,85,135
ENSG00000116260.16,chr1,180196599,180197332,IR,False,45,178
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,21,192
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,54,187
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,138,192
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,68,103
ENSG00000127483.17,chr1,20786185,20786668,TSS,True,70,103
ENSG00000127483.17,chr1,20786648,20786822,TSS,False,90,103
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,38,364
ENSG00000159592.10,chr1,45661225,45686411,ES,False,76,155
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,67,222
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,183,222
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,97,397
ENSG00000116251.10,chr1,6197651,6199556,TSS,True,351,397
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,189,265
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,111,303
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,241,303
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,23,176
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,55,198
ENSG00000154380.17,chr1,225501070,225507950,ES,False,19,156
ENSG00000154380.17,chr1,225514663,225517195,3AS,True,25,126
ENSG00000154380.17,chr1,225652685,225653366,TSS,True,102,214
ENSG00000117480.15,chr1,46412251,46413122,3AS,False,13,107
ENSG00000117480.15,chr1,46394263,46394543,TSS,True,45,107
ENSG00000117480.15,chr1,46393753,46393861,TSS,True,75,107
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,13,107
ENSG00000158966.14,chr1,64470083,64470942,TSS,False,20,116
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,246,366
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,244,366
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,262,366
ENSG00000234741.7,chr1,173864075,173864256,IR,False,201,233
ENSG00000234741.7,chr1,173864304,173864483,IR,False,162,215
ENSG00000234741.7,chr1,173864506,173864674,IR,False,159,205
ENSG00000234741.7,chr1,173864704,173865228,IR,False,177,212
ENSG00000234741.7,chr1,173865282,173865470,IR,False,132,159
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,53,183
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,41,242
ENSG00000234741.7,chr1,173867959,173867996,TSS,True,47,242
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,58,157
ENSG00000188976.10,chr1,944800,945056,5AS,False,312,525
ENSG00000116237.15,chr1,6232119,6234885,ES,False,13,108
ENSG00000116237.15,chr1,6221192,6225262,PAS,True,13,109
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,92,593
ENSG00000143033.17,chr1,93127299,93133702,ES,False,30,154
ENSG00000143033.17,chr1,93079194,93079531,TSS,True,35,179
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,94,208
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,126,203
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,41,219
ENSG00000143420.18,chr1,150629060,150629153,TSS,True,197,219
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,192,242
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,140,242
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,825,1128
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,465,1289
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,988,1289
ENSG00000085999.11,chr1,46247710,46248408,TSS,True,17,107
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,72,111
ENSG00000162458.12,chr1,15764547,15764963,5AS,False,40,122
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,24,135
ENSG00000253368.3,chr1,26994612,26999846,5AS,True,103,124
ENSG00000253368.3,chr1,26993691,26994612,TSS,False,33,139
ENSG00000253368.3,chr1,26993690,26994630,TSS,True,118,139
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,90,227
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,152,227
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,66,111
ENSG00000177674.15,chr1,11745837,11747439,ES,False,71,100
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,24,107
ENSG00000130770.17,chr1,28237836,28238105,PAS,False,19,173
ENSG00000143494.15,chr1,212950740,212951338,3AS,False,254,326
ENSG00000143494.15,chr1,212951347,212951588,5AS,True,32,119
ENSG00000143494.15,chr1,212951347,212951588,IR,True,32,238
ENSG00000143494.15,chr1,212951392,212951588,IR,False,87,292
ENSG00000143494.15,chr1,212961254,212972579,ES,False,29,224
ENSG00000143494.15,chr1,212950511,212950740,TSS,True,41,383
ENSG00000143494.15,chr1,212988511,212991585,PAS,True,68,358
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,119,135
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,98,230
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,98,112
ENSG00000160752.14,chr1,155308965,155310063,IR,False,98,114
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,50,281
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,251,281
ENSG00000004487.16,chr1,23030634,23050386,ES,False,608,1104
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,54,244
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,74,494
ENSG00000121644.18,chr1,244652943,244653355,TSS,False,30,276
ENSG00000117385.15,chr1,42754990,42755164,IR,False,118,141
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,142,182
ENSG00000117419.15,chr1,44354891,44355269,TSS,True,105,182
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,154,182
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,93,106
ENSG00000008130.15,chr1,1778288,1778524,TSS,True,68,164
ENSG00000008130.15,chr1,1779904,1780163,TSS,True,128,164
ENSG00000143320.8,chr1,156705376,156705584,TSS,True,14,122
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,12,104
ENSG00000171735.18,chr1,6785575,6825091,ES,False,50,336
ENSG00000171735.18,chr1,6887653,6888201,PAS,True,305,341
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,42,339
ENSG00000143612.20,chr1,154214574,154220341,ES,False,83,130
ENSG00000143612.20,chr1,154206701,154207648,PAS,True,18,146
ENSG00000143612.20,chr1,154211324,154212378,PAS,True,129,146
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,16,148
ENSG00000240563.1,chr1,62194704,62194921,TSS,False,162,542
ENSG00000240563.1,chr1,62206986,62207636,TSS,True,476,542
ENSG00000143401.14,chr1,150220758,150223185,3AS,False,37,336
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,41,343
ENSG00000143401.14,chr1,150218417,150220758,PAS,True,306,343
ENSG00000157193.16,chr1,53247056,53250689,ES,False,69,125
ENSG00000157193.16,chr1,53255185,53258318,ES,False,16,124
ENSG00000157193.16,chr1,53275753,53280586,ES,False,84,102
ENSG00000157193.16,chr1,53327788,53328195,TSS,True,28,139
ENSG00000131778.18,chr1,147242617,147242830,TSS,True,14,115
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,89,165
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,60,155
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,93,154
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,49,184
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,30,229
ENSG00000157916.19,chr1,2391958,2395783,ES,False,95,121
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,95,118
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,38,159
ENSG00000159363.17,chr1,17000507,17002033,3AS,False,18,151
ENSG00000159363.17,chr1,17004411,17004706,5AS,False,64,120
ENSG00000159363.17,chr1,17011728,17012004,TSS,True,39,184
ENSG00000266472.5,chr1,150293898,150294334,IR,True,122,228
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,111,234
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,128,234
ENSG00000117335.19,chr1,207785682,207793518,ES,False,89,102
ENSG00000117335.19,chr1,207752036,207752309,TSS,True,43,122
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,48,158
ENSG00000171793.14,chr1,40979997,40980561,TSS,False,132,158
ENSG00000009307.15,chr1,114736855,114737962,ES,False,699,838
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,127,929
ENSG00000134207.16,chr1,114093803,114097747,5AS,True,16,140
ENSG00000134207.16,chr1,114089291,114092082,PAS,True,16,159
ENSG00000134207.16,chr1,114152765,114152966,TSS,True,55,167
ENSG00000134207.16,chr1,114153609,114153868,TSS,True,130,167
ENSG00000134717.17,chr1,52056379,52064824,ES,False,19,141
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,32,213
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,45,220
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,686,942
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,450,937
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,121,1038
ENSG00000055070.16,chr1,16367308,16393230,3AS,False,59,137
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,25,188
ENSG00000142687.17,chr1,35557206,35557434,TSS,True,53,101
ENSG00000142687.17,chr1,35557361,35557457,TSS,True,89,101
ENSG00000142687.17,chr1,35557549,35557680,TSS,True,90,101
ENSG00000117411.16,chr1,43979511,43981113,3AS,True,16,146
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,18,164
ENSG00000121774.17,chr1,32013701,32014377,TSS,True,61,559
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,120,309
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,238,322
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,131,322
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,191,311
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,123,311
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,14,129
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,15,148
ENSG00000143569.18,chr1,154220975,154225083,5AS,False,179,276
ENSG00000143569.18,chr1,154234759,154235195,5AS,False,342,385
ENSG00000143569.18,chr1,154266568,154268759,3AS,False,65,233
ENSG00000143569.18,chr1,154268954,154270199,ES,True,102,172
ENSG00000143569.18,chr1,154220848,154220975,TSS,True,283,465
ENSG00000143569.18,chr1,154220857,154221040,TSS,True,365,465
ENSG00000143569.18,chr1,154220954,154225213,TSS,True,392,465
ENSG00000143569.18,chr1,154263102,154263505,PAS,True,236,462
ENSG00000143569.18,chr1,154270199,154271499,PAS,True,291,463
ENSG00000143569.18,chr1,154270880,154271510,PAS,True,410,465
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,155,359
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,224,379
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,175,379
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,71,302
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,61,384
ENSG00000186063.12,chr1,222712207,222712517,TSS,True,14,121
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,17,148
ENSG00000136636.12,chr1,215567171,215567768,TSS,False,15,144
ENSG00000090621.13,chr1,39563922,39564470,5AS,False,60,149
ENSG00000090621.13,chr1,39575758,39577282,TSS,True,36,173
ENSG00000197785.13,chr1,1512098,1512473,TSS,True,23,142
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,35,181
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,59,519
ENSG00000160075.11,chr1,1541672,1542167,PAS,True,46,271
ENSG00000160075.11,chr1,1562346,1564916,PAS,True,225,265
ENSG00000182004.12,chr1,203861594,203861713,TSS,False,82,314
ENSG00000182004.12,chr1,203861826,203861955,TSS,False,282,314
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,33,215
ENSG00000116691.10,chr1,12019552,12022094,ES,False,39,128
ENSG00000116691.10,chr1,12029281,12029764,IR,False,108,139
ENSG00000116691.10,chr1,12029894,12030027,IR,False,120,139
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,113,1026
ENSG00000179403.11,chr1,1435689,1435821,TSS,True,14,110
ENSG00000163041.9,chr1,226062708,226062811,TSS,True,19,141
ENSG00000116560.10,chr1,35192221,35193147,TSS,False,88,563
ENSG00000162493.16,chr1,13614405,13615904,5AS,False,101,190
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,62,349
ENSG00000152061.23,chr1,174874391,174874506,TSS,True,74,151
ENSG00000152061.23,chr1,174875509,174875713,TSS,False,122,151
ENSG00000152061.23,chr1,174957890,174959900,PAS,True,100,114
ENSG00000152061.23,chr1,174989848,174995308,PAS,True,17,122
ENSG00000135823.13,chr1,181022638,181023156,TSS,True,11,102
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,83,386
ENSG00000117399.13,chr1,43358981,43359396,TSS,True,329,386
ENSG00000117448.13,chr1,45551155,45561788,ES,False,140,181
ENSG00000117448.13,chr1,45567020,45567981,IR,True,173,196
ENSG00000117448.13,chr1,45568177,45568926,ES,False,25,199
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,58,207
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,164,207
ENSG00000197965.11,chr1,167721942,167722242,TSS,True,25,227
ENSG00000203667.9,chr1,244835756,244842194,ES,False,18,109
ENSG00000157870.15,chr1,2586765,2586948,TSS,True,25,108
ENSG00000157870.15,chr1,2586798,2587295,TSS,True,95,108
ENSG00000117139.17,chr1,202808101,202808523,TSS,True,61,283
ENSG00000134243.11,chr1,109345878,109347482,3AS,False,42,110
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,33,139
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,73,518
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,107,625
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,26,198
ENSG00000265241.6,chr1,145927359,145929701,TSS,True,23,224
ENSG00000078369.17,chr1,1825499,1890819,ES,False,100,601
ENSG00000160710.16,chr1,154589928,154590261,5AS,False,39,215
ENSG00000160710.16,chr1,154602248,154602384,IR,False,18,171
ENSG00000160710.16,chr1,154627854,154627976,TSS,True,169,283
ENSG00000160710.16,chr1,154607991,154608797,TSS,True,233,283
ENSG00000162729.13,chr1,160092695,160092923,IR,True,91,105
ENSG00000162729.13,chr1,160098408,160098653,TSS,True,21,112
ENSG00000134690.10,chr1,37692578,37692675,IR,False,39,107
ENSG00000134690.10,chr1,37692460,37692578,TSS,False,75,114
ENSG00000134690.10,chr1,37692480,37692784,TSS,True,46,114
ENSG00000058804.11,chr1,53838204,53838570,TSS,True,23,175
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,41,290
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,37,323
ENSG00000088280.18,chr1,23484004,23484402,TSS,True,17,106
ENSG00000133226.16,chr1,24655123,24660718,5AS,False,105,514
ENSG00000133226.16,chr1,24660799,24661312,3AS,False,110,518
ENSG00000133226.16,chr1,24662804,24666814,ES,False,350,521
ENSG00000116455.13,chr1,111449054,111449292,TSS,False,21,204
ENSG00000132780.16,chr1,45606591,45613168,ES,False,36,357
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,109,447
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,245,321
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,92,337
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,262,337
ENSG00000160803.7,chr1,156053593,156053833,TSS,True,12,118
ENSG00000130939.18,chr1,10032849,10033694,TSS,True,24,113
ENSG00000221978.11,chr1,1390865,1392678,IR,False,22,167
ENSG00000221978.11,chr1,1390865,1393395,ES,False,77,106
ENSG00000221978.11,chr1,1390865,1393395,3AS,False,77,219
ENSG00000221978.11,chr1,1391575,1392678,IR,False,19,169
ENSG00000221978.11,chr1,1392803,1393395,IR,True,181,204
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,149,549
ENSG00000155380.11,chr1,112917177,112918014,TSS,True,493,549
ENSG00000158195.10,chr1,27489985,27490169,TSS,True,43,128
ENSG00000179051.13,chr1,17438229,17439318,TSS,True,456,584
