gene,chr,start,end,splice_type,novel,HL-60_ENCFF810FRP_in_cov,HL-60_ENCFF810FRP_total_cov
ENSG00000173145.11,chr10,94333224,94334305,PAS,False,78,139
ENSG00000173145.11,chr10,94346448,94346556,PAS,False,72,139
ENSG00000095564.13,chr10,91951566,91953736,5AS,True,122,153
ENSG00000095564.13,chr10,91959154,91959784,5AS,False,29,125
ENSG00000095564.13,chr10,91989153,91990152,PAS,False,39,162
ENSG00000095564.13,chr10,91953736,91955486,PAS,True,141,161
ENSG00000155229.20,chr10,97466156,97466503,3AS,False,66,493
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,386,441
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,66,441
ENSG00000138326.19,chr10,78040614,78040703,PAS,True,87,487
ENSG00000165669.13,chr10,118336423,118342269,ES,False,53,204
ENSG00000165669.13,chr10,118342269,118342324,TSS,True,26,237
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,59,381
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,93,508
ENSG00000023041.11,chr10,112433281,112434296,ES,True,90,104
ENSG00000023041.11,chr10,112438389,112442191,ES,True,18,118
ENSG00000023041.11,chr10,112446704,112446956,TSS,True,13,124
ENSG00000183605.16,chr10,119165536,119165748,TSS,True,79,315
ENSG00000183605.16,chr10,119165201,119165700,TSS,True,243,315
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,81,116
ENSG00000172661.18,chr10,45727539,45728905,3AS,True,42,131
ENSG00000172661.18,chr10,45740246,45743389,ES,True,117,138
ENSG00000172661.18,chr10,45790355,45790499,PAS,True,111,149
ENSG00000172661.18,chr10,45792260,45792968,PAS,True,113,149
ENSG00000172661.18,chr10,45773255,45773915,PAS,True,121,144
ENSG00000172661.18,chr10,45788870,45792957,PAS,True,104,148
ENSG00000148606.12,chr10,77973248,77977626,PAS,False,27,101
ENSG00000148606.12,chr10,78029363,78029547,TSS,False,16,104
ENSG00000148444.15,chr10,22318306,22318652,IR,False,45,152
ENSG00000148444.15,chr10,22318713,22318805,IR,False,53,152
ENSG00000148444.15,chr10,22318862,22318958,IR,False,61,152
ENSG00000148444.15,chr10,22319018,22319938,IR,False,125,147
ENSG00000148444.15,chr10,22319938,22320314,PAS,True,28,153
ENSG00000148444.15,chr10,22318271,22320302,PAS,True,135,153
ENSG00000155256.17,chr10,97737321,97738476,5AS,False,220,263
ENSG00000155256.17,chr10,97750470,97751390,3AS,False,184,269
ENSG00000155256.17,chr10,97737089,97737321,TSS,True,70,294
ENSG00000155256.17,chr10,97737117,97737325,TSS,True,251,294
ENSG00000152455.15,chr10,14878821,14878919,TSS,False,20,111
ENSG00000152455.15,chr10,14878853,14878960,TSS,True,93,111
ENSG00000165731.18,chr10,43077020,43077331,TSS,True,13,102
ENSG00000165731.18,chr10,43126574,43130351,PAS,True,14,100
ENSG00000048740.18,chr10,11165682,11249152,ES,False,38,329
ENSG00000048740.18,chr10,11257872,11270665,ES,False,102,331
ENSG00000048740.18,chr10,11314258,11321206,5AS,False,276,321
ENSG00000048740.18,chr10,11164964,11165317,TSS,True,245,369
ENSG00000048740.18,chr10,11165057,11165682,TSS,True,148,369
ENSG00000048740.18,chr10,11330455,11334358,PAS,True,109,363
ENSG00000048740.18,chr10,11328925,11336632,PAS,True,283,362
ENSG00000226688.6,chr10,95869241,95875666,PAS,True,15,116
ENSG00000226688.6,chr10,95907777,95908186,TSS,False,52,105
ENSG00000226688.6,chr10,95907662,95908172,TSS,True,61,105
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,100,294
ENSG00000108219.14,chr10,80454371,80489216,ES,False,140,225
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,48,299
ENSG00000107959.15,chr10,3147737,3149620,ES,False,173,323
ENSG00000166169.16,chr10,101583681,101584877,5AS,False,43,272
ENSG00000166169.16,chr10,101584919,101587245,ES,True,33,270
ENSG00000166169.16,chr10,101588203,101588274,TSS,True,106,305
ENSG00000166169.16,chr10,101587245,101588251,TSS,True,213,305
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,732,1013
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,713,985
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,848,983
ENSG00000107581.12,chr10,119056747,119057040,PAS,True,872,982
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,114,1016
ENSG00000108039.17,chr10,109907815,109923401,ES,False,124,974
ENSG00000148484.17,chr10,16782084,16817314,ES,False,20,187
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,315,824
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,644,961
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,433,961
ENSG00000188690.13,chr10,125788574,125789005,PAS,True,21,203
ENSG00000122952.16,chr10,56358687,56358908,3AS,True,379,441
ENSG00000122952.16,chr10,56358687,56358908,IR,False,379,798
ENSG00000122952.16,chr10,56358705,56358908,IR,True,61,480
ENSG00000122952.16,chr10,56359853,56360017,IR,False,658,883
ENSG00000122952.16,chr10,56360141,56360292,IR,False,644,880
ENSG00000119977.20,chr10,95683180,95683521,3AS,True,25,235
ENSG00000136754.17,chr10,26751783,26765217,ES,False,175,339
ENSG00000136754.17,chr10,26759235,26765217,3AS,False,56,160
ENSG00000136754.17,chr10,26770345,26777064,ES,False,236,324
ENSG00000107651.12,chr10,119932132,119936564,PAS,True,78,156
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,126,156
ENSG00000107651.12,chr10,119904083,119905267,PAS,True,139,156
ENSG00000107651.12,chr10,119941111,119942146,PAS,True,141,157
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,94,553
ENSG00000130640.13,chr10,133302791,133303016,TSS,True,488,553
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,269,764
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,572,764
ENSG00000187522.15,chr10,14871527,14871850,PAS,False,67,253
ENSG00000187522.15,chr10,14870596,14870661,PAS,True,191,253
ENSG00000122861.15,chr10,73911102,73911218,TSS,True,43,272
ENSG00000122861.15,chr10,73909152,73909294,TSS,False,236,272
ENSG00000107521.18,chr10,98429642,98430570,ES,False,173,363
ENSG00000107521.18,chr10,98445413,98446886,5AS,True,72,362
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,45,403
ENSG00000107521.18,chr10,98446886,98446970,TSS,True,332,406
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,102,406
ENSG00000148634.15,chr10,67956976,67966682,ES,False,87,101
ENSG00000148634.15,chr10,67921897,67923139,PAS,True,44,141
ENSG00000148634.15,chr10,67964091,67966802,PAS,True,109,140
ENSG00000136758.18,chr10,27134981,27148905,ES,False,24,134
ENSG00000136758.18,chr10,27136385,27148905,ES,True,20,110
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,30,172
ENSG00000076685.18,chr10,103100019,103101044,ES,False,116,143
ENSG00000076685.18,chr10,103101326,103105705,ES,False,115,141
ENSG00000076685.18,chr10,103106706,103174857,ES,True,29,130
ENSG00000076685.18,chr10,103174982,103193235,ES,True,74,128
ENSG00000076685.18,chr10,103193235,103194278,TSS,True,22,155
ENSG00000264204.2,chr10,46106730,46108660,TSS,True,126,150
ENSG00000264204.2,chr10,46109258,46109843,TSS,False,42,150
ENSG00000171988.18,chr10,63217331,63264650,ES,False,50,100
ENSG00000171988.18,chr10,63212455,63215151,PAS,True,14,105
ENSG00000171988.18,chr10,63465494,63466027,TSS,False,87,107
ENSG00000171988.18,chr10,63521737,63522117,TSS,False,87,107
ENSG00000171988.18,chr10,63268662,63269366,TSS,True,44,105
ENSG00000181192.11,chr10,12108015,12117672,ES,True,15,109
ENSG00000181192.11,chr10,12120786,12123228,PAS,False,14,126
ENSG00000173848.18,chr10,5412528,5412820,TSS,False,33,123
ENSG00000173848.18,chr10,5446562,5446858,TSS,True,108,123
ENSG00000052749.13,chr10,97401092,97401379,TSS,True,44,179
ENSG00000067064.11,chr10,1043393,1048863,ES,False,379,1099
ENSG00000108061.11,chr10,110919657,110985627,ES,True,29,102
ENSG00000060339.13,chr10,68755536,68757293,ES,False,26,208
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,25,236
ENSG00000060339.13,chr10,68771205,68771444,PAS,True,118,236
ENSG00000060339.13,chr10,68761006,68761193,PAS,True,172,236
ENSG00000060339.13,chr10,68765887,68766056,PAS,False,203,236
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,202,228
ENSG00000108055.9,chr10,110583383,110583540,PAS,True,184,228
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,152,228
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,176,228
ENSG00000107625.12,chr10,68901471,68906710,ES,False,222,258
ENSG00000198060.9,chr10,92349787,92351090,5AS,True,19,179
ENSG00000198060.9,chr10,92349837,92351090,IR,True,160,200
ENSG00000198060.9,chr10,92351090,92354079,PAS,False,42,221
ENSG00000198060.9,chr10,92349670,92352080,PAS,True,181,221
ENSG00000075407.18,chr10,38095629,38095743,5AS,False,69,103
ENSG00000075407.18,chr10,38117389,38124625,PAS,True,34,112
ENSG00000075407.18,chr10,38115194,38121195,PAS,True,100,112
ENSG00000148719.14,chr10,72334617,72335779,IR,False,60,111
ENSG00000148719.14,chr10,72334617,72335833,5AS,False,41,110
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,54,164
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,112,163
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,21,166
ENSG00000119929.12,chr10,99747390,99754528,ES,False,43,187
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,82,472
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,420,472
ENSG00000177853.14,chr10,96130752,96132585,IR,True,78,113
ENSG00000177853.14,chr10,96132670,96133582,3AS,False,79,104
ENSG00000177853.14,chr10,96130278,96130752,TSS,True,65,142
ENSG00000177853.14,chr10,96156196,96162807,PAS,True,41,139
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,471,688
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,303,688
ENSG00000107937.18,chr10,1012464,1012622,PAS,True,619,688
ENSG00000198546.14,chr10,133311816,133312787,5AS,True,13,117
ENSG00000198546.14,chr10,133311841,133312787,IR,False,101,221
ENSG00000198546.14,chr10,133308887,133309096,TSS,True,110,239
ENSG00000198546.14,chr10,133308918,133309463,TSS,False,132,239
ENSG00000198546.14,chr10,133312787,133313162,PAS,True,120,237
ENSG00000198546.14,chr10,133311715,133313162,PAS,True,130,237
ENSG00000227345.8,chr10,49934163,49941508,ES,False,34,129
ENSG00000227345.8,chr10,49935142,49941934,5AS,True,13,111
ENSG00000227345.8,chr10,49816602,49819494,PAS,True,24,166
ENSG00000227345.8,chr10,49941508,49942026,TSS,True,29,166
ENSG00000203791.14,chr10,124760503,124765391,ES,False,126,271
ENSG00000203791.14,chr10,124774782,124789042,5AS,False,148,256
ENSG00000122359.17,chr10,80169156,80169311,IR,True,113,1063
ENSG00000122359.17,chr10,80169156,80169320,5AS,True,39,152
ENSG00000122359.17,chr10,80172869,80205342,ES,False,571,1043
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,153,1219
ENSG00000148660.20,chr10,73817554,73821681,ES,False,592,729
ENSG00000148660.20,chr10,73824084,73825320,5AS,False,119,567
ENSG00000148660.20,chr10,73824084,73837467,ES,False,171,739
ENSG00000095485.17,chr10,100235764,100238021,ES,True,18,112
ENSG00000095485.17,chr10,100267570,100267696,TSS,True,16,117
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,62,506
ENSG00000165733.7,chr10,42830865,42834331,PAS,False,389,506
ENSG00000165733.7,chr10,42796473,42797218,PAS,True,237,500
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,131,220
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,163,221
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,156,220
ENSG00000122884.12,chr10,73030370,73046924,ME,False,50,194
ENSG00000107897.18,chr10,27195213,27197442,PAS,True,20,120
ENSG00000107897.18,chr10,27202679,27204549,PAS,False,106,120
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,69,121
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,70,121
ENSG00000148672.8,chr10,87094324,87095174,TSS,False,32,242
ENSG00000132334.16,chr10,128049666,128060938,ES,True,42,126
ENSG00000132334.16,chr10,128082831,128085921,PAS,False,21,131
ENSG00000119953.12,chr10,110304747,110304971,TSS,True,16,114
ENSG00000119953.12,chr10,110295227,110295272,TSS,True,99,111
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,55,189
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,28,166
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,115,208
ENSG00000166295.8,chr10,72216072,72230365,ES,True,14,136
ENSG00000166295.8,chr10,72216072,72230365,5AS,False,14,117
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,143,247
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,107,247
ENSG00000107960.10,chr10,103897719,103898876,ES,False,162,181
ENSG00000107960.10,chr10,103918099,103918256,TSS,True,23,184
ENSG00000107960.10,chr10,103917461,103918218,TSS,True,162,184
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,1601,1814
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,1363,2971
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,2614,2970
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,2429,2971
ENSG00000107551.20,chr10,44970264,44971772,IR,False,436,539
ENSG00000107551.20,chr10,44982663,44983990,3AS,True,64,115
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,434,549
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,447,564
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,152,564
ENSG00000166135.13,chr10,100536050,100536410,5AS,False,15,112
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,36,130
ENSG00000166135.13,chr10,100535935,100536050,TSS,False,115,130
ENSG00000138303.17,chr10,72215781,72216234,TSS,True,147,204
ENSG00000138303.17,chr10,72216206,72216306,TSS,False,64,204
ENSG00000107872.12,chr10,102421507,102421786,IR,True,87,159
ENSG00000107872.12,chr10,102420835,102421182,TSS,True,143,159
ENSG00000107872.12,chr10,102421205,102421507,TSS,True,88,159
ENSG00000107872.12,chr10,102421449,102422292,TSS,True,98,159
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,43,146
ENSG00000197142.10,chr10,112375093,112375542,TSS,True,107,146
ENSG00000185009.12,chr10,74138382,74150754,ES,False,106,203
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,37,175
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,136,231
ENSG00000096746.17,chr10,68337333,68338502,ES,False,46,238
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,94,237
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,152,246
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,108,246
ENSG00000165934.12,chr14,92161651,92164198,PAS,False,43,202
ENSG00000165934.12,chr14,92154357,92154411,PAS,True,166,197
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,18,158
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,96,152
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,83,156
ENSG00000100664.10,chr14,103339171,103345022,PAS,True,136,153
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,106,176
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,254,1219
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,55,189
ENSG00000197102.11,chr14,101983381,101983510,PAS,True,42,134
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,145,189
ENSG00000197102.11,chr14,101985686,101986772,PAS,True,116,134
ENSG00000166170.9,chr14,103562615,103562886,TSS,True,25,214
ENSG00000198554.11,chr14,55013596,55027027,ES,False,109,278
ENSG00000198554.11,chr14,54938945,54941690,PAS,True,236,292
ENSG00000198554.11,chr14,54955559,54955694,PAS,True,156,292
ENSG00000198554.11,chr14,54962976,54963172,PAS,True,239,292
ENSG00000185246.17,chr14,45095305,45095405,IR,True,17,134
ENSG00000185246.17,chr14,45095419,45096102,5AS,True,16,137
ENSG00000185246.17,chr14,45096228,45096423,IR,False,29,108
ENSG00000185246.17,chr14,45096492,45096595,IR,False,13,108
ENSG00000185246.17,chr14,45096758,45096886,IR,False,41,115
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,58,138
ENSG00000185246.17,chr14,45114182,45115594,PAS,True,111,138
ENSG00000187790.10,chr14,45137241,45148836,ES,False,32,105
ENSG00000187790.10,chr14,45175070,45176810,PAS,True,27,120
ENSG00000100722.19,chr14,88578140,88601923,ES,False,30,118
ENSG00000100722.19,chr14,88578140,88607242,ES,False,61,207
ENSG00000100722.19,chr14,88596808,88607242,ES,False,28,117
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,75,203
ENSG00000129484.13,chr14,20357520,20357637,IR,False,291,398
ENSG00000129484.13,chr14,20357637,20357912,PAS,True,113,411
ENSG00000129484.13,chr14,20357395,20357909,PAS,False,312,411
ENSG00000092199.17,chr14,21234229,21269297,ES,False,754,1486
ENSG00000100949.14,chr14,24266517,24266775,IR,False,222,249
ENSG00000100949.14,chr14,24271486,24271659,TSS,True,51,262
ENSG00000100949.14,chr14,24271112,24271597,TSS,True,220,262
ENSG00000213983.11,chr14,23562593,23563379,ES,True,99,124
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,113,140
ENSG00000213983.11,chr14,23564660,23565118,IR,True,123,140
ENSG00000213983.11,chr14,23565199,23565605,IR,False,103,130
ENSG00000213983.11,chr14,23565892,23566063,IR,False,69,126
ENSG00000213983.11,chr14,23566419,23567110,ES,False,31,123
ENSG00000213983.11,chr14,23567315,23567738,3AS,False,27,113
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,35,148
ENSG00000182400.14,chr14,39151839,39158284,ES,False,18,125
ENSG00000182400.14,chr14,39158402,39159482,5AS,False,106,122
ENSG00000182400.14,chr14,39170014,39170800,TSS,True,16,135
ENSG00000100897.17,chr14,24115726,24116916,5AS,False,83,277
ENSG00000100897.17,chr14,24115726,24116971,3AS,False,86,170
ENSG00000100897.17,chr14,24115726,24116971,IR,False,86,288
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,182,397
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,262,397
ENSG00000100461.17,chr14,22906368,22909482,ES,False,199,229
ENSG00000100461.17,chr14,22906368,22911327,ES,False,29,259
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,203,924
ENSG00000100528.11,chr14,54430404,54436368,ES,False,71,697
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,16,111
ENSG00000100744.14,chr14,96379683,96379788,TSS,True,99,111
ENSG00000150527.17,chr14,39350097,39350694,PAS,True,30,127
ENSG00000150527.17,chr14,39308448,39308592,PAS,True,105,124
ENSG00000126787.12,chr14,55148473,55150798,ES,False,160,249
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,65,313
ENSG00000125952.18,chr14,65093815,65102303,ES,False,101,124
ENSG00000125952.18,chr14,65075126,65076663,PAS,True,42,131
ENSG00000125952.18,chr14,65075128,65078036,PAS,True,107,131
ENSG00000125952.18,chr14,65102303,65102547,TSS,True,14,133
ENSG00000151445.15,chr14,77454102,77457494,ES,False,119,135
ENSG00000129534.13,chr14,45247377,45253034,ES,True,160,187
ENSG00000129534.13,chr14,45222465,45224746,PAS,True,141,198
ENSG00000129534.13,chr14,45224257,45226836,PAS,False,172,198
ENSG00000129534.13,chr14,45227661,45227814,PAS,True,126,198
ENSG00000179454.13,chr14,44926687,44929191,PAS,True,23,128
ENSG00000012963.14,chr14,93210708,93214928,ES,False,37,350
ENSG00000133943.20,chr14,91114528,91157638,ES,False,86,100
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,57,183
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,94,194
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,124,194
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,121,170
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,83,170
ENSG00000078304.19,chr14,101909588,101910397,PAS,True,140,170
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,98,157
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,111,157
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,109,157
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,123,163
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,139,157
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,46,143
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,49,159
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,2096,3510
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,1864,3510
ENSG00000092036.18,chr14,22955176,22956915,5AS,False,880,1090
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,236,1326
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,471,1349
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,1112,1349
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,1141,1349
ENSG00000042088.13,chr14,89955970,89963107,ES,False,116,156
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,145,310
ENSG00000042088.13,chr14,89955997,89956800,TSS,True,270,310
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,237,310
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,36,107
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,80,107
ENSG00000183484.11,chr14,105052102,105057166,ES,False,76,111
ENSG00000100749.7,chr14,96881176,96881614,PAS,True,129,384
ENSG00000100749.7,chr14,96860556,96860922,PAS,True,276,384
ENSG00000071537.13,chr14,81471548,81477181,PAS,False,19,181
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,32,196
ENSG00000256053.7,chr14,103571820,103587273,ES,False,16,100
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,54,308
ENSG00000165533.18,chr14,88841196,88843805,ES,False,89,114
ENSG00000165533.18,chr14,88872452,88877293,ES,False,37,111
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,40,201
ENSG00000100603.13,chr14,77731063,77731129,PAS,True,165,198
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,50,250
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,142,200
ENSG00000100650.15,chr14,69769251,69770466,IR,False,70,248
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,115,257
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,207,257
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,198,257
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,61,257
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,221,257
ENSG00000140153.17,chr14,102140172,102208602,ES,False,24,115
ENSG00000140153.17,chr14,102139878,102140172,TSS,True,26,147
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,56,135
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,101,147
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,55,108
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,69,108
ENSG00000100823.11,chr14,20455328,20455577,IR,False,274,326
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,439,3494
ENSG00000100823.11,chr14,20455338,20455577,IR,False,439,491
ENSG00000100823.11,chr14,20455389,20455577,IR,False,63,148
ENSG00000100823.11,chr14,20455394,20455734,IR,True,22,102
ENSG00000100823.11,chr14,20455428,20455577,IR,False,21,106
ENSG00000100823.11,chr14,20455703,20455801,IR,False,12,102
ENSG00000100823.11,chr14,20455773,20455913,IR,False,57,147
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,1108,4097
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,3651,4097
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,18,145
ENSG00000100567.12,chr14,58271850,58272012,PAS,True,21,145
ENSG00000165819.11,chr14,21499137,21499305,IR,False,104,386
ENSG00000165819.11,chr14,21499371,21499491,IR,False,101,387
ENSG00000165819.11,chr14,21501824,21503172,3AS,False,42,381
ENSG00000166428.13,chr14,104927230,104930741,ES,True,16,132
ENSG00000166428.13,chr14,104932764,104933242,PAS,True,79,138
ENSG00000166428.13,chr14,104937165,104937791,PAS,False,72,139
ENSG00000157379.13,chr14,24292330,24292651,IR,False,193,248
ENSG00000092108.20,chr14,30622399,30630476,ES,False,36,148
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,17,160
ENSG00000092208.17,chr14,39122543,39128279,ES,False,11,104
ENSG00000092208.17,chr14,39114268,39114475,TSS,True,17,110
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,59,103
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,58,103
ENSG00000100445.17,chr14,24440926,24442177,ES,False,30,126
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,114,147
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,49,147
ENSG00000090060.17,chr14,96556413,96564954,ES,False,14,121
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,179,301
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,183,294
ENSG00000100926.14,chr14,24192356,24192647,IR,True,241,295
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,68,301
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,243,299
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,36,303
ENSG00000070367.15,chr14,57200503,57208797,PAS,True,29,237
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,31,173
ENSG00000187630.16,chr14,23995133,24004336,ES,False,30,169
ENSG00000165516.10,chr14,49779675,49779747,IR,False,221,246
ENSG00000165516.10,chr14,49782829,49783186,PAS,True,35,251
ENSG00000100890.15,chr14,35122348,35122635,TSS,True,115,177
ENSG00000100890.15,chr14,35122542,35122910,TSS,True,90,177
ENSG00000100462.15,chr14,22927614,22928496,3AS,False,70,593
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,83,641
ENSG00000100889.11,chr14,24099720,24102752,ES,True,117,932
ENSG00000100889.11,chr14,24102890,24103509,ES,False,116,891
ENSG00000247092.6,chr14,95533061,95533692,IR,True,58,103
ENSG00000247092.6,chr14,95532839,95533061,PAS,True,46,106
ENSG00000247092.6,chr14,95533692,95534816,TSS,True,47,106
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,27,185
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,28,186
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,159,186
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,326,630
ENSG00000165792.17,chr14,20993172,20993968,IR,True,34,136
ENSG00000165792.17,chr14,20993191,20993968,IR,False,480,582
ENSG00000165792.17,chr14,20994901,20995164,IR,False,464,617
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,107,636
ENSG00000078618.21,chr1,51836212,51840225,ES,False,645,734
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,97,784
ENSG00000126091.20,chr1,43814933,43838218,ES,False,153,176
ENSG00000126091.20,chr1,43838311,43894382,ES,False,151,180
ENSG00000126091.20,chr1,43899727,43930131,ES,False,16,157
ENSG00000117450.13,chr1,45519054,45521828,5AS,False,184,207
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,25,209
ENSG00000143543.14,chr1,153976775,153976975,IR,False,104,139
ENSG00000143543.14,chr1,153977013,153977169,IR,True,120,139
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,23,139
ENSG00000143543.14,chr1,153976692,153977692,TSS,True,121,139
ENSG00000132716.18,chr1,160240370,160261284,ES,False,32,160
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,24,135
ENSG00000132716.18,chr1,160261358,160262116,IR,True,76,113
