gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF305AFY_in_cov,heart_right_ventricle_ENCFF305AFY_total_cov
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,183,224
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,151,224
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,76,126
ENSG00000170345.9,chr14,75279659,75280128,TSS,True,104,126
ENSG00000170345.9,chr14,75280557,75280667,TSS,True,87,126
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,71,133
ENSG00000179364.13,chr14,105382803,105382913,TSS,True,106,133
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,23,174
ENSG00000100823.11,chr14,20455394,20455577,IR,False,146,170
ENSG00000100823.11,chr14,20455703,20455913,IR,False,204,227
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,85,233
ENSG00000151320.10,chr14,32203526,32203723,TSS,True,93,105
ENSG00000151320.10,chr14,32495033,32495404,TSS,False,82,104
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,80,125
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,59,125
ENSG00000197616.11,chr14,23383316,23384441,IR,True,45,108
ENSG00000197616.11,chr14,23387651,23387757,IR,True,37,104
ENSG00000197616.11,chr14,23379692,23382063,PAS,True,3277,12434
ENSG00000197616.11,chr14,23392930,23393518,PAS,True,6983,8007
ENSG00000197616.11,chr14,23390056,23390450,TSS,True,8920,10101
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,10728,12434
ENSG00000197616.11,chr14,23394067,23396021,TSS,True,10583,11969
ENSG00000197616.11,chr14,23382427,23382487,TSS,True,8206,9160
ENSG00000092330.16,chr14,24240155,24240262,IR,False,23,195
ENSG00000092330.16,chr14,24240330,24240418,IR,False,24,192
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,25,191
ENSG00000092330.16,chr14,24242140,24242656,TSS,True,20,195
ENSG00000185100.10,chr14,104724172,104724462,TSS,False,16,157
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,43,292
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,97,225
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,300,364
ENSG00000092148.12,chr14,31154720,31157010,PAS,True,263,306
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,134,306
ENSG00000092148.12,chr14,31119709,31119865,TSS,True,104,116
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,266,364
ENSG00000092148.12,chr14,31205796,31208419,TSS,True,311,364
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,236,364
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,801,1785
ENSG00000100626.16,chr14,69352170,69353331,IR,True,179,292
ENSG00000100626.16,chr14,69259592,69260467,TSS,True,128,358
ENSG00000100626.16,chr14,69352030,69354473,PAS,True,199,316
ENSG00000100626.16,chr14,69353331,69354473,PAS,True,137,316
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,18,158
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,47,157
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,119,143
ENSG00000100926.14,chr14,24192356,24192647,IR,True,127,143
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,28,150
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,132,149
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,27,120
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,155,578
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,198,234
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,102,233
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,30,108
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,27,172
ENSG00000140043.11,chr14,73851943,73858815,5AS,False,88,121
ENSG00000140043.11,chr14,73851820,73851943,TSS,True,52,140
ENSG00000140043.11,chr14,73851791,73852004,TSS,False,107,140
ENSG00000072110.13,chr14,68877240,68879961,ME,False,55,217
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,72,266
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,225,635
ENSG00000183576.12,chr14,99465702,99465816,TSS,True,489,635
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,18,144
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,27,145
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,57,162
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,138,162
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,96,146
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,59,154
ENSG00000066629.17,chr14,99891227,99894628,ES,True,29,114
ENSG00000066629.17,chr14,99737687,99737860,TSS,True,14,123
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,30,143
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,855,1531
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,959,1531
ENSG00000166165.12,chr14,103522022,103522833,TSS,True,1360,1531
ENSG00000070182.20,chr14,64746283,64749473,PAS,True,13,127
ENSG00000070182.20,chr14,64786403,64787164,TSS,True,130,159
ENSG00000070182.20,chr14,64770884,64771067,TSS,True,133,159
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,21,122
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,31,122
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,102,122
ENSG00000078618.21,chr1,51836212,51840225,ES,False,187,217
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,42,255
ENSG00000074800.15,chr1,8868057,8871890,ME,False,331,904
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,11,102
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,140,177
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,17,130
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,111,127
ENSG00000187642.9,chr1,976269,976498,IR,True,327,438
ENSG00000187642.9,chr1,975194,976269,PAS,True,112,444
ENSG00000187642.9,chr1,975197,976624,PAS,True,333,441
ENSG00000187642.9,chr1,978880,980936,TSS,True,132,452
ENSG00000187642.9,chr1,982064,982346,TSS,False,338,452
ENSG00000132716.18,chr1,160240370,160261284,ES,False,21,133
ENSG00000132716.18,chr1,160244034,160262275,5AS,False,14,102
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,30,165
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,19,116
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,32,274
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,184,280
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,217,280
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,225,280
ENSG00000157881.13,chr1,2526463,2526624,TSS,True,49,175
ENSG00000157881.13,chr1,2521100,2523002,TSS,True,148,175
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,116,188
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,90,160
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,98,160
ENSG00000116991.10,chr1,232403571,232415493,ES,False,143,159
ENSG00000116991.10,chr1,232460886,232461201,TSS,True,113,162
ENSG00000116991.10,chr1,232445528,232445732,TSS,True,144,162
ENSG00000116991.10,chr1,232479626,232479720,TSS,True,141,162
ENSG00000162599.15,chr1,61406727,61455302,ES,False,55,148
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,144,241
ENSG00000116783.14,chr1,74235351,74235491,TSS,False,30,156
ENSG00000116783.14,chr1,74543905,74544428,PAS,True,47,156
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,249,295
ENSG00000158828.7,chr1,20643340,20644672,TSS,True,154,295
ENSG00000143164.15,chr1,168004793,168022987,ES,False,155,368
ENSG00000143164.15,chr1,168045227,168063620,ES,False,254,396
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,82,420
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,142,418
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,291,416
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,330,375
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,66,375
ENSG00000157184.6,chr1,53196777,53197095,TSS,True,30,171
ENSG00000157184.6,chr1,53210454,53211319,TSS,True,148,171
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,204,649
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,567,649
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,16,101
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,20,101
ENSG00000162517.12,chr1,31644840,31644889,TSS,True,12,111
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,652,915
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,734,914
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,693,914
ENSG00000265972.5,chr1,145995143,145996579,TSS,False,778,914
ENSG00000160679.12,chr1,153636653,153638294,IR,False,120,147
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,64,149
ENSG00000117461.14,chr1,46040139,46043871,PAS,True,87,203
ENSG00000117461.14,chr1,46055852,46055971,PAS,True,126,202
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,41,237
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,51,140
ENSG00000160691.18,chr1,154968031,154968494,ES,False,21,106
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,119,151
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,80,151
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,123,151
ENSG00000142599.17,chr1,8355418,8355722,TSS,True,99,126
ENSG00000142599.17,chr1,8358195,8358905,TSS,True,95,126
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,118,164
ENSG00000116260.16,chr1,180196599,180197332,IR,False,118,180
ENSG00000116260.16,chr1,180196890,180197332,IR,False,42,104
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,145,249
ENSG00000116260.16,chr1,180182171,180182319,TSS,True,190,249
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,162,224
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,84,247
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,20,122
ENSG00000127483.17,chr1,20754046,20755404,PAS,True,105,117
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,54,137
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,35,233
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,720,1284
ENSG00000048707.15,chr1,12230021,12230120,TSS,True,91,111
ENSG00000143549.19,chr1,154170711,154172907,ME,False,184,249
ENSG00000143549.19,chr1,154156355,154157721,PAS,True,39,254
ENSG00000143549.19,chr1,154167465,154167940,PAS,False,218,254
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,34,258
ENSG00000265491.4,chr1,145823771,145824412,TSS,False,63,125
ENSG00000265491.4,chr1,145784538,145784653,TSS,True,85,125
ENSG00000121769.7,chr1,31360830,31367392,3AS,True,122,137
ENSG00000121769.7,chr1,31364015,31365939,PAS,True,208,1600
ENSG00000054523.17,chr1,10278128,10282321,ES,False,76,120
ENSG00000054523.17,chr1,10278128,10282399,3AS,False,29,149
ENSG00000054523.17,chr1,10210476,10210878,TSS,False,33,187
ENSG00000054523.17,chr1,10296896,10297078,PAS,True,135,170
ENSG00000054523.17,chr1,10303162,10308595,PAS,True,49,175
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,153,175
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,39,175
ENSG00000116521.10,chr1,155260659,155262085,ES,False,14,115
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,18,136
ENSG00000168509.19,chr1,146019734,146021586,ES,False,73,147
ENSG00000143801.16,chr1,226891361,226891745,3AS,False,29,110
ENSG00000143801.16,chr1,226870509,226870649,TSS,True,28,110
ENSG00000143801.16,chr1,226870639,226871404,TSS,True,92,110
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,291,512
ENSG00000116171.17,chr1,52950771,52950886,TSS,True,457,512
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,280,485
ENSG00000174059.16,chr1,207911001,207911254,TSS,False,38,101
ENSG00000135862.5,chr1,183103416,183103632,TSS,True,121,136
ENSG00000188976.10,chr1,944800,945056,5AS,False,231,383
ENSG00000188976.10,chr1,959214,960041,TSS,True,40,389
ENSG00000116237.15,chr1,6233643,6234885,ES,False,95,110
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,26,140
ENSG00000162688.16,chr1,99850059,99850415,TSS,False,76,118
ENSG00000162688.16,chr1,99850397,99850618,TSS,False,101,118
ENSG00000162688.16,chr1,99921533,99924024,PAS,True,54,113
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,20,153
ENSG00000090686.15,chr1,21721163,21721649,3AS,False,64,224
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,44,262
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,124,278
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,221,278
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,229,271
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,17,131
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,25,193
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,185,235
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,143,235
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,11,103
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,57,109
ENSG00000153187.19,chr1,244856727,244856852,TSS,True,89,106
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,283,380
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,21,204
ENSG00000077549.17,chr1,19339617,19344357,ES,False,125,459
ENSG00000198626.15,chr1,237593636,237595497,ES,True,473,536
ENSG00000198626.15,chr1,237742349,237756287,ES,False,171,195
ENSG00000198626.15,chr1,237496560,237496752,TSS,True,1022,1272
ENSG00000198626.15,chr1,237590072,237590992,TSS,True,890,1198
ENSG00000198626.15,chr1,237700257,237700467,TSS,True,346,396
ENSG00000198626.15,chr1,237783826,237784972,TSS,True,299,340
ENSG00000198626.15,chr1,237659984,237660076,PAS,True,444,912
ENSG00000198626.15,chr1,237590639,237590961,PAS,True,290,337
ENSG00000198626.15,chr1,237654273,237654410,PAS,True,742,903
ENSG00000198626.15,chr1,237783674,237784973,PAS,True,989,1171
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,32,179
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,154,179
ENSG00000163349.21,chr1,113968482,113968648,TSS,True,118,148
ENSG00000130695.15,chr1,26234157,26234310,TSS,True,61,108
ENSG00000130695.15,chr1,26254578,26255865,TSS,True,81,108
ENSG00000130695.15,chr1,26277132,26278810,PAS,True,84,106
ENSG00000130695.15,chr1,26277135,26278810,PAS,True,42,106
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,43,179
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,20,173
ENSG00000077157.21,chr1,202564547,202567780,3AS,True,109,393
ENSG00000077157.21,chr1,202569197,202580473,ES,False,322,392
ENSG00000077157.21,chr1,202462713,202463097,TSS,False,552,797
ENSG00000077157.21,chr1,202580473,202588569,PAS,True,62,455
ENSG00000158859.9,chr1,161195635,161196170,IR,True,109,128
ENSG00000158859.9,chr1,161196303,161196556,IR,False,105,121
ENSG00000158859.9,chr1,161189730,161191564,PAS,False,32,194
ENSG00000158859.9,chr1,161197994,161199592,TSS,True,91,205
ENSG00000158859.9,chr1,161193934,161194301,TSS,True,133,179
ENSG00000163374.19,chr1,155659443,155660913,PAS,True,46,118
ENSG00000163374.19,chr1,155659445,155661423,PAS,True,96,118
ENSG00000163374.19,chr1,155688658,155688777,TSS,False,72,130
ENSG00000163374.19,chr1,155668626,155668742,TSS,True,81,109
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,65,109
ENSG00000067334.13,chr1,93873119,93873214,PAS,True,97,109
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,11,109
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,104,137
ENSG00000116729.13,chr1,68124864,68126335,PAS,True,38,137
ENSG00000116729.13,chr1,68232193,68232566,TSS,True,23,137
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,80,293
ENSG00000134240.11,chr1,119768740,119768968,TSS,True,39,209
ENSG00000066322.14,chr1,43367914,43368075,TSS,True,11,100
ENSG00000127472.10,chr1,20086227,20090567,ES,True,37,104
ENSG00000127472.10,chr1,20028204,20028709,TSS,True,54,129
ENSG00000127472.10,chr1,20070161,20070465,TSS,True,93,123
ENSG00000162614.18,chr1,77888144,77888759,TSS,True,96,136
ENSG00000162614.18,chr1,77917563,77917757,TSS,True,112,132
ENSG00000162614.18,chr1,77918135,77918273,TSS,False,83,126
ENSG00000162614.18,chr1,77926413,77926538,PAS,True,91,111
ENSG00000162614.18,chr1,77935822,77937718,PAS,True,112,130
ENSG00000162614.18,chr1,77929315,77931412,PAS,True,91,121
ENSG00000162614.18,chr1,77942022,77942208,PAS,True,116,130
ENSG00000162614.18,chr1,77933281,77933465,PAS,False,106,126
ENSG00000065135.10,chr1,109548579,109548838,TSS,False,11,109
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,112,148
ENSG00000117298.15,chr1,21290363,21290473,TSS,True,115,148
ENSG00000178104.19,chr1,149021153,149026714,ES,False,84,437
ENSG00000178104.19,chr1,149021153,149027400,ME,True,84,107
ENSG00000178104.19,chr1,148889404,148889894,TSS,True,774,1461
ENSG00000178104.19,chr1,149024442,149024684,TSS,True,587,701
ENSG00000178104.19,chr1,149009900,149010595,TSS,True,579,706
ENSG00000178104.19,chr1,148974513,148974594,PAS,True,476,792
ENSG00000178104.19,chr1,149031999,149033019,PAS,True,832,1449
ENSG00000178104.19,chr1,148966838,148966884,PAS,True,699,782
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,189,1713
ENSG00000117625.13,chr1,211259224,211259726,TSS,True,42,104
ENSG00000117625.13,chr1,211258449,211259729,TSS,True,91,104
ENSG00000116604.17,chr1,156467992,156468120,TSS,True,138,175
ENSG00000116604.17,chr1,156479289,156479347,TSS,True,148,176
ENSG00000116604.17,chr1,156477011,156477088,TSS,True,128,176
ENSG00000162409.10,chr1,56645314,56645481,TSS,True,207,315
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,43,123
ENSG00000143612.20,chr1,154214574,154220341,ES,False,84,749
ENSG00000123836.14,chr1,207065160,207067498,5AS,True,167,191
ENSG00000123836.14,chr1,207071573,207078953,ES,True,161,191
ENSG00000123836.14,chr1,207053231,207053366,TSS,True,551,650
ENSG00000123836.14,chr1,207078953,207081032,PAS,True,73,266
ENSG00000159423.16,chr1,18902461,18902787,TSS,True,68,102
ENSG00000142798.19,chr1,21819798,21823488,PAS,True,34,117
ENSG00000142798.19,chr1,21832494,21832569,TSS,True,83,119
ENSG00000133065.10,chr1,205812807,205813196,TSS,False,229,433
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,40,112
ENSG00000134644.15,chr1,30953981,30965981,ES,False,12,112
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,28,105
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,41,123
ENSG00000157916.19,chr1,2391958,2395783,ES,False,175,199
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,63,263
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,538,1781
ENSG00000163050.16,chr1,226964994,226965410,TSS,True,1506,1781
PB_novel_89583,chr1,231814291,231822724,5AS,True,184,216
PB_novel_89583,chr1,231814291,231847518,ES,True,50,267
ENSG00000117335.19,chr1,207767195,207770320,ES,False,190,245
ENSG00000117335.19,chr1,207785682,207793518,ES,False,146,260
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,127,459
ENSG00000009307.15,chr1,114739890,114749820,ES,False,243,1405
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,320,1637
ENSG00000121310.16,chr1,52894955,52896597,PAS,True,11,108
ENSG00000121310.16,chr1,52921552,52921860,TSS,False,28,108
ENSG00000037637.10,chr1,16352254,16352498,TSS,False,11,101
ENSG00000118194.18,chr1,201362022,201363295,5AS,True,30,102
ENSG00000118194.18,chr1,201359007,201359255,PAS,True,98,764
ENSG00000118194.18,chr1,201364297,201364375,TSS,True,614,797
ENSG00000118194.18,chr1,201372026,201375128,TSS,True,636,828
ENSG00000198842.9,chr1,167094063,167094194,TSS,False,65,176
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,183,311
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,143,311
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,41,339
ENSG00000116688.16,chr1,11980484,11981973,3AS,True,61,408
ENSG00000116688.16,chr1,11982114,11989164,ES,False,299,443
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,1510,1947
ENSG00000279457.4,chr1,199836,200549,TSS,True,51,145
ENSG00000279457.4,chr1,195262,195419,TSS,False,99,145
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,89,182
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,117,181
ENSG00000157978.11,chr1,25543572,25543786,TSS,False,70,106
ENSG00000142687.17,chr1,35433489,35435081,PAS,True,43,170
ENSG00000142687.17,chr1,35451631,35451776,PAS,False,124,158
ENSG00000142687.17,chr1,35554349,35554521,TSS,True,105,175
ENSG00000142687.17,chr1,35557206,35557434,TSS,True,120,175
ENSG00000184007.20,chr1,31937986,31938382,TSS,True,96,121
ENSG00000137936.17,chr1,93561745,93562419,PAS,True,17,119
ENSG00000137936.17,chr1,93582300,93582918,TSS,True,89,112
ENSG00000137936.17,chr1,93584971,93585162,TSS,True,71,112
ENSG00000137936.17,chr1,93613846,93614508,TSS,False,92,112
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,31,107
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,92,106
ENSG00000168118.11,chr1,229295910,229297519,3AS,False,23,196
ENSG00000168118.11,chr1,229271109,229271370,TSS,True,38,199
ENSG00000168118.11,chr1,229295854,229295910,TSS,True,167,199
ENSG00000018625.14,chr1,160115717,160115873,TSS,True,157,229
ENSG00000018625.14,chr1,160130420,160130597,TSS,True,176,224
ENSG00000018625.14,chr1,160135836,160135993,TSS,True,184,224
ENSG00000117748.9,chr1,27914062,27914742,TSS,True,171,195
ENSG00000117748.9,chr1,27914433,27914762,TSS,False,33,195
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,33,133
ENSG00000213625.8,chr1,65420714,65425378,TSS,True,114,133
ENSG00000127054.20,chr1,1321093,1324580,ES,False,118,162
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,62,231
ENSG00000117479.13,chr1,169477154,169477756,TSS,True,64,101
ENSG00000117479.13,chr1,169485562,169485950,TSS,True,49,102
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,173,204
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,50,232
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,201,232
ENSG00000135744.7,chr1,230714085,230714144,TSS,False,16,127
ENSG00000159176.13,chr1,201507069,201507373,TSS,True,19,110
ENSG00000090621.13,chr1,39575758,39577282,TSS,True,33,102
ENSG00000137955.15,chr1,75787604,75789158,ES,True,207,248
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,60,282
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,235,282
ENSG00000203705.10,chr1,212807848,212812250,3AS,False,57,128
ENSG00000143537.13,chr1,155060343,155062244,ES,False,179,394
ENSG00000143537.13,chr1,155060832,155062244,ES,False,187,215
ENSG00000143537.13,chr1,155051251,155051465,TSS,True,143,413
ENSG00000143537.13,chr1,155057178,155057362,TSS,True,364,406
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,86,124
ENSG00000198952.8,chr1,156265780,156266301,TSS,True,104,120
ENSG00000198952.8,chr1,156260450,156260627,TSS,True,97,120
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,449,620
ENSG00000135821.18,chr1,182385356,182385553,TSS,True,529,620
ENSG00000122477.12,chr1,100173370,100178134,5AS,True,155,206
ENSG00000122477.12,chr1,100178134,100178260,TSS,False,63,232
ENSG00000122477.12,chr1,100178117,100178261,TSS,True,180,232
ENSG00000116691.10,chr1,12019441,12019552,TSS,False,12,103
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,70,222
ENSG00000143799.12,chr1,226390409,226390626,TSS,True,195,220
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,28,262
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,26,105
ENSG00000155366.16,chr1,112705099,112705170,TSS,True,89,105
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,157,197
ENSG00000162378.12,chr1,52726409,52726683,TSS,True,48,105
ENSG00000162378.12,chr1,52771201,52771774,TSS,True,84,105
ENSG00000117528.12,chr1,94468007,94475142,ME,False,64,122
ENSG00000117528.12,chr1,94418038,94418588,TSS,True,19,138
ENSG00000156171.14,chr1,111120693,111126226,ES,False,15,109
ENSG00000156171.14,chr1,111137586,111140037,ES,False,36,107
ENSG00000152061.23,chr1,174159252,174159657,TSS,True,31,211
ENSG00000152061.23,chr1,174637373,174990400,PAS,True,29,209
ENSG00000118729.11,chr1,115768307,115768887,TSS,False,528,2273
ENSG00000197965.11,chr1,167721942,167722242,TSS,True,19,108
ENSG00000203667.9,chr1,244835756,244842194,ES,False,46,141
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,28,208
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,116,134
ENSG00000134243.11,chr1,109393026,109393209,TSS,False,110,133
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,25,102
ENSG00000117305.14,chr1,23808323,23816674,ES,False,39,136
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,160,188
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,162,188
ENSG00000143158.10,chr1,167935732,167936039,TSS,True,43,293
ENSG00000142661.18,chr1,24112030,24112217,TSS,False,324,376
ENSG00000142661.18,chr1,24075318,24075441,TSS,True,331,368
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,59,248
ENSG00000154358.20,chr1,228371085,228373081,TSS,True,74,626
ENSG00000154358.20,chr1,228378617,228378882,PAS,True,226,852
ENSG00000162407.8,chr1,56578877,56579658,TSS,True,33,121
ENSG00000088280.18,chr1,23484004,23484402,TSS,True,89,138
ENSG00000088280.18,chr1,23441386,23441473,TSS,True,118,137
ENSG00000265808.3,chr1,120176306,120176549,TSS,False,33,135
ENSG00000163382.11,chr1,156593881,156594299,PAS,True,14,108
ENSG00000136631.14,chr1,150067279,150067950,TSS,True,12,110
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,59,114
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,65,124
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,69,124
ENSG00000116977.18,chr1,236523599,236524061,TSS,True,48,167
ENSG00000159658.10,chr1,46686870,46689586,ES,False,31,137
ENSG00000159658.10,chr1,46675158,46678636,PAS,True,26,166
ENSG00000159658.10,chr1,46685419,46686870,PAS,True,121,142
ENSG00000159658.10,chr1,46717902,46719149,TSS,False,32,174
ENSG00000159658.10,chr1,46684490,46684930,TSS,False,128,148
ENSG00000159346.12,chr1,202951164,202958184,ES,False,688,921
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,16,115
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,24,121
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,105,121
ENSG00000084072.16,chr1,39753286,39756765,PAS,True,21,119
ENSG00000084072.16,chr1,39763688,39766108,PAS,False,105,121
ENSG00000221978.11,chr1,1399018,1399786,TSS,True,119,189
ENSG00000221978.11,chr1,1390765,1392804,TSS,True,93,181
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,165,290
ENSG00000155380.11,chr1,112917177,112918014,TSS,True,187,290
