gene,chr,start,end,splice_type,novel,GM12878_ENCFF219UJG_in_cov,GM12878_ENCFF219UJG_total_cov
ENSG00000064666.14,chr19,1026557,1026724,TSS,True,146,389
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,120,142
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,87,142
ENSG00000083845.8,chr19,58387244,58387339,TSS,False,136,1106
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,29,216
ENSG00000142453.11,chr19,10921127,10921614,ES,False,76,107
ENSG00000142453.11,chr19,10871331,10871922,TSS,True,97,195
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,393,1092
ENSG00000108107.14,chr19,55386573,55386693,TSS,True,817,1092
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,41,258
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,303,558
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,23,118
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,103,118
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,45,111
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,40,111
ENSG00000104960.15,chr19,49860565,49860744,PAS,True,96,111
ENSG00000105397.13,chr19,10353646,10354041,IR,True,253,329
ENSG00000105397.13,chr19,10380379,10380645,TSS,True,214,423
ENSG00000161618.9,chr19,49453136,49453421,TSS,True,31,152
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,84,221
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,55,229
ENSG00000105618.13,chr19,54117239,54118455,TSS,True,204,229
ENSG00000125648.14,chr19,6436070,6436464,PAS,True,121,142
ENSG00000125648.14,chr19,6459472,6459837,TSS,True,66,142
ENSG00000141867.17,chr19,15332289,15332553,TSS,True,69,148
ENSG00000089639.10,chr19,19628916,19630336,PAS,True,11,103
ENSG00000089639.10,chr19,19643510,19643676,TSS,True,40,113
ENSG00000167747.14,chr19,50798958,50799293,IR,False,231,271
ENSG00000167747.14,chr19,50797702,50799357,PAS,True,276,316
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,61,316
ENSG00000167747.14,chr19,50804571,50804922,TSS,True,55,347
ENSG00000105447.12,chr19,48445459,48446192,TSS,False,39,362
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,81,103
ENSG00000032444.16,chr19,7541980,7542670,TSS,True,90,103
ENSG00000032444.16,chr19,7549903,7550112,TSS,True,89,103
ENSG00000167635.11,chr19,36214748,36215155,TSS,True,100,120
ENSG00000167635.11,chr19,36215101,36215196,TSS,True,49,120
ENSG00000133275.15,chr19,1941094,1941418,TSS,False,66,128
ENSG00000269404.6,chr19,50422821,50423037,TSS,True,138,206
ENSG00000269404.6,chr19,50418915,50418985,TSS,True,139,206
ENSG00000130511.15,chr19,18430930,18431646,ES,False,42,106
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,95,135
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,53,150
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,403,1186
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,188,238
ENSG00000105323.16,chr19,41305734,41305867,TSS,True,205,230
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,70,359
ENSG00000099817.11,chr19,1089883,1089958,TSS,True,317,358
ENSG00000104921.14,chr19,7699841,7702018,3AS,True,11,107
ENSG00000104921.14,chr19,7699845,7702018,5AS,False,97,214
ENSG00000104921.14,chr19,7699376,7699640,TSS,False,420,646
ENSG00000104921.14,chr19,7702018,7702144,TSS,True,539,647
ENSG00000104921.14,chr19,7702014,7702135,TSS,True,530,647
ENSG00000105401.8,chr19,10395343,10395434,IR,False,179,209
ENSG00000105401.8,chr19,10395543,10395927,3AS,False,177,204
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,204,405
ENSG00000127663.14,chr19,4969104,4969230,TSS,True,78,104
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,186,479
ENSG00000167468.16,chr19,1105744,1105809,TSS,True,414,477
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,28,155
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,28,147
ENSG00000126457.21,chr19,49677169,49677316,TSS,False,98,699
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,84,172
ENSG00000089351.14,chr19,35026048,35027398,PAS,True,30,161
ENSG00000089351.14,chr19,35010283,35011120,PAS,True,96,108
ENSG00000099783.11,chr19,8465362,8465479,IR,False,242,621
ENSG00000099783.11,chr19,8474244,8485602,ES,False,99,628
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,95,757
ENSG00000062650.18,chr10,86472344,86473877,ES,True,44,128
ENSG00000062650.18,chr10,86497301,86499717,3AS,True,30,148
ENSG00000062650.18,chr10,86435255,86437608,PAS,True,79,176
ENSG00000062650.18,chr10,86465930,86467506,PAS,True,131,170
ENSG00000062650.18,chr10,86521364,86521908,TSS,True,20,178
ENSG00000165629.19,chr10,7788096,7788263,TSS,True,40,358
ENSG00000042286.14,chr10,70124097,70132733,3AS,True,74,108
ENSG00000042286.14,chr10,70132733,70132892,TSS,False,38,147
ENSG00000099290.16,chr10,50067890,50068008,TSS,True,22,110
ENSG00000099290.16,chr10,50132805,50133510,PAS,True,21,107
ENSG00000148773.13,chr10,128113602,128116490,ES,False,98,209
ENSG00000148773.13,chr10,128096666,128099255,PAS,False,253,299
ENSG00000148773.13,chr10,128126098,128126453,TSS,True,115,316
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,170,601
ENSG00000154473.17,chr10,123162828,123165046,IR,True,170,204
ENSG00000154473.17,chr10,123154277,123154485,TSS,True,71,648
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,207,639
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,473,644
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,22,102
ENSG00000148700.14,chr10,110077003,110077118,TSS,False,87,102
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,80,115
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,47,115
ENSG00000138279.15,chr10,73398385,73414011,ES,True,29,255
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,64,321
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,285,321
ENSG00000108179.13,chr10,79347429,79347743,TSS,True,87,429
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,21,101
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,28,126
ENSG00000123240.16,chr10,13136744,13138308,PAS,True,25,119
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,98,224
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,188,238
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,78,304
ENSG00000166197.16,chr10,102162110,102163871,PAS,True,35,278
ENSG00000148843.14,chr10,103396624,103396730,TSS,True,117,178
ENSG00000148843.14,chr10,103413118,103413322,TSS,True,130,172
ENSG00000148843.14,chr10,103440086,103440581,TSS,True,86,101
ENSG00000148843.14,chr10,103440548,103440850,TSS,True,88,101
ENSG00000148843.14,chr10,103440289,103440461,PAS,True,76,140
ENSG00000148843.14,chr10,103441825,103441975,PAS,True,151,168
ENSG00000148843.14,chr10,103445377,103446297,PAS,True,95,176
ENSG00000138185.19,chr10,95756122,95756255,TSS,True,155,439
ENSG00000138185.19,chr10,95845431,95845596,TSS,True,359,403
ENSG00000138185.19,chr10,95866176,95869630,PAS,True,56,403
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,92,251
ENSG00000095564.13,chr10,91959154,91959784,5AS,False,51,105
ENSG00000095564.13,chr10,91923757,91924090,TSS,False,13,125
ENSG00000095564.13,chr10,91989153,91990152,PAS,False,20,116
ENSG00000148908.14,chr10,119542589,119543615,TSS,False,19,181
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,82,108
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,35,108
ENSG00000156110.13,chr10,74708320,74711891,PAS,True,13,104
ENSG00000095585.16,chr10,96209907,96216652,ES,False,46,111
ENSG00000095585.16,chr10,96191254,96192092,PAS,True,20,139
ENSG00000095585.16,chr10,96271351,96271608,TSS,True,32,149
ENSG00000138326.19,chr10,78033751,78033904,TSS,False,1703,2045
ENSG00000138326.19,chr10,78037198,78037304,TSS,True,401,2036
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,369,420
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,164,419
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,27,239
ENSG00000150593.17,chr10,110871754,110872018,TSS,True,42,277
ENSG00000170312.15,chr10,60778448,60778570,TSS,True,18,157
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,75,460
ENSG00000138166.5,chr10,110497866,110498500,TSS,False,22,195
ENSG00000172661.18,chr10,45757139,45763387,ES,True,44,103
ENSG00000172661.18,chr10,45792260,45792968,PAS,True,17,111
ENSG00000077150.18,chr10,102398523,102398738,IR,True,290,331
ENSG00000077150.18,chr10,102402159,102402254,3AS,True,192,356
ENSG00000077150.18,chr10,102394141,102394600,TSS,False,256,420
ENSG00000077150.18,chr10,102395664,102395980,TSS,True,373,420
ENSG00000077150.18,chr10,102397486,102397685,TSS,True,369,420
ENSG00000077150.18,chr10,102402254,102402529,PAS,False,202,394
ENSG00000077150.18,chr10,102402251,102402529,PAS,True,228,394
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,158,415
ENSG00000175470.19,chr10,131900657,131901155,TSS,True,59,108
ENSG00000175470.19,chr10,131901002,131901330,TSS,True,94,108
ENSG00000151465.13,chr10,12195956,12196319,TSS,True,78,331
ENSG00000155629.14,chr10,96720381,96720549,TSS,False,196,265
ENSG00000155629.14,chr10,96700802,96700901,TSS,False,136,255
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,126,510
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,89,191
ENSG00000171862.10,chr10,87863538,87864548,TSS,True,43,378
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,246,565
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,440,511
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,390,467
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,142,582
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,168,880
ENSG00000148484.17,chr10,16782084,16817314,ES,False,19,142
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,164,903
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,31,111
ENSG00000122952.16,chr10,56360141,56360292,IR,False,199,238
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,53,291
ENSG00000122952.16,chr10,56358555,56358668,TSS,True,254,291
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,18,102
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,19,102
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,38,251
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,37,118
ENSG00000130640.13,chr10,133293038,133294831,TSS,True,104,118
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,52,115
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,76,115
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,72,138
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,78,105
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,79,141
ENSG00000173915.15,chr10,103396408,103396490,TSS,True,60,287
ENSG00000173915.15,chr10,103392190,103392273,TSS,True,256,287
ENSG00000122882.10,chr10,73167865,73168090,TSS,True,29,102
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,20,171
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,40,197
ENSG00000067082.14,chr10,3780229,3781640,IR,True,97,110
ENSG00000067082.14,chr10,3776552,3779590,PAS,True,12,114
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,29,137
ENSG00000052749.13,chr10,97385894,97385993,TSS,True,144,187
ENSG00000052749.13,chr10,97401092,97401379,TSS,True,125,188
ENSG00000052749.13,chr10,97381714,97381828,TSS,True,142,187
ENSG00000067064.11,chr10,1043393,1048863,ES,False,41,279
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,82,364
ENSG00000108061.11,chr10,110919657,110985627,ES,True,13,113
ENSG00000108061.11,chr10,110919569,110919657,TSS,True,41,160
ENSG00000108061.11,chr10,110964123,110965061,TSS,True,128,156
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,49,103
ENSG00000060339.13,chr10,68771205,68771444,PAS,True,20,102
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,25,148
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,110,137
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,102,141
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,106,130
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,113,136
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,84,499
ENSG00000165678.20,chr10,84139485,84139593,TSS,False,64,566
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,23,103
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,82,101
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,13,107
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,34,186
ENSG00000170525.20,chr10,6144897,6145013,TSS,False,128,150
ENSG00000170525.20,chr10,6202885,6203336,TSS,True,104,149
ENSG00000108010.11,chr10,130136381,130136512,TSS,False,23,192
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,45,176
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,149,189
ENSG00000119969.14,chr10,94545907,94546376,5AS,False,35,112
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,96,131
ENSG00000119969.14,chr10,94545763,94545952,TSS,True,54,131
ENSG00000119969.14,chr10,94562690,94562727,PAS,True,92,117
ENSG00000119969.14,chr10,94601527,94603026,PAS,True,52,117
ENSG00000107937.18,chr10,987862,988527,TSS,True,68,314
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,206,275
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,126,309
ENSG00000122359.17,chr10,80172869,80205342,ES,False,52,152
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,118,273
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,229,273
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,239,273
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,34,124
ENSG00000086475.14,chr10,13344757,13347698,TSS,True,108,124
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,25,115
ENSG00000165733.7,chr10,42830865,42834331,PAS,False,54,109
ENSG00000107949.16,chr10,125823532,125823722,TSS,True,34,193
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,102,170
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,140,191
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,158,185
ENSG00000151923.17,chr10,119596433,119597030,TSS,True,89,118
ENSG00000151923.17,chr10,119576610,119576642,TSS,True,69,118
ENSG00000107874.10,chr10,102432525,102432675,TSS,True,19,135
ENSG00000122884.12,chr10,73006708,73008292,PAS,True,12,102
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,175,836
ENSG00000134453.15,chr10,6112361,6113507,5AS,True,137,162
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,77,242
ENSG00000134453.15,chr10,6115452,6117443,PAS,True,30,213
ENSG00000134453.15,chr10,6104930,6105076,PAS,True,169,191
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,134,166
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,41,167
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,68,160
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,109,160
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,35,145
ENSG00000166295.8,chr10,72220053,72220325,PAS,True,115,143
ENSG00000138180.15,chr10,93496596,93496923,TSS,False,21,100
ENSG00000138180.15,chr10,93496596,93496781,TSS,True,84,100
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,577,984
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,855,984
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,817,984
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,832,984
ENSG00000107551.20,chr10,44970264,44971772,IR,False,182,238
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,174,245
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,101,339
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,207,293
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,110,293
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,36,132
ENSG00000122862.4,chr10,69088101,69088236,TSS,True,297,862
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,109,181
ENSG00000197771.12,chr10,119872526,119872998,TSS,True,35,213
ENSG00000107672.14,chr10,121957065,121957259,PAS,True,14,119
ENSG00000107672.14,chr10,121967377,121967806,PAS,True,96,108
ENSG00000107672.14,chr10,121974003,121975271,TSS,True,102,119
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,39,119
ENSG00000107672.14,chr10,121959323,121959356,TSS,True,94,105
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,121,143
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,28,138
ENSG00000150867.13,chr10,22609619,22609718,TSS,False,157,199
ENSG00000150867.13,chr10,22714182,22714607,TSS,False,82,200
ENSG00000198408.13,chr10,101784442,101786587,PAS,True,54,122
ENSG00000198408.13,chr10,101797028,101798154,PAS,True,85,114
ENSG00000198408.13,chr10,101798847,101799455,PAS,True,97,108
ENSG00000198408.13,chr10,101817823,101818718,TSS,True,30,128
ENSG00000119917.13,chr10,89327997,89328078,TSS,False,179,226
ENSG00000119917.13,chr10,89332527,89332627,TSS,False,66,226
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,37,111
ENSG00000156113.22,chr10,77637264,77638482,TSS,True,29,103
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,68,216
ENSG00000165732.12,chr10,68982542,68985153,PAS,True,49,190
ENSG00000165732.12,chr10,68959805,68960117,PAS,True,123,162
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,46,124
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,94,121
ENSG00000065809.13,chr10,14530515,14604239,ES,False,153,235
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,90,177
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,86,184
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,144,230
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,140,230
ENSG00000148824.18,chr10,133401590,133402148,IR,False,88,109
ENSG00000148824.18,chr10,133394086,133394332,TSS,False,34,142
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,27,136
ENSG00000148824.18,chr10,133399528,133400207,PAS,True,109,125
ENSG00000100519.11,chr14,52707167,52707304,TSS,True,23,151
ENSG00000100664.10,chr14,103334597,103335652,IR,True,272,335
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,66,377
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,238,361
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,164,366
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,103,157
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,60,142
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,443,698
ENSG00000100911.15,chr14,24143584,24143622,TSS,True,792,1033
ENSG00000100911.15,chr14,24146533,24147264,TSS,True,309,1036
ENSG00000277734.7,chr14,22488947,22489543,TSS,True,91,103
ENSG00000277734.7,chr14,22508864,22509406,TSS,True,89,103
ENSG00000277734.7,chr14,22531865,22531998,TSS,True,77,103
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,79,277
ENSG00000258289.8,chr14,64932137,64934347,PAS,True,15,108
ENSG00000155465.18,chr14,22813440,22815319,5AS,False,87,103
ENSG00000155465.18,chr14,22815319,22815897,TSS,True,54,122
ENSG00000155465.18,chr14,22815830,22815915,TSS,True,98,122
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,47,100
ENSG00000100722.19,chr14,88562936,88563169,TSS,True,15,110
ENSG00000211899.10,chr14,105851704,105851974,PAS,False,6943,7850
ENSG00000211899.10,chr14,105854212,105854737,PAS,True,392,2771
ENSG00000211899.10,chr14,105855905,105858100,TSS,False,6810,7872
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,121,240
ENSG00000100796.17,chr14,91456980,91458869,PAS,True,42,257
ENSG00000100796.17,chr14,91460657,91462239,PAS,True,229,255
ENSG00000100796.17,chr14,91509505,91510554,TSS,True,63,281
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,631,799
ENSG00000092199.17,chr14,21234229,21269297,ES,False,237,771
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,90,872
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,85,146
ENSG00000172590.18,chr14,22829899,22830254,TSS,True,128,146
ENSG00000185215.8,chr14,103135351,103135808,IR,False,84,159
ENSG00000185215.8,chr14,103122739,103123951,TSS,True,168,234
ENSG00000185215.8,chr14,103123149,103123483,TSS,False,199,234
ENSG00000185215.8,chr14,103135808,103137440,PAS,True,94,169
ENSG00000185215.8,chr14,103135218,103137439,PAS,True,92,167
ENSG00000213983.11,chr14,23563856,23564045,IR,False,83,102
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,82,102
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,22,117
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,170,264
ENSG00000119707.13,chr14,73099721,73103478,TSS,True,187,213
ENSG00000119707.13,chr14,73105856,73106081,TSS,True,87,198
ENSG00000119707.13,chr14,73099666,73103328,PAS,True,77,105
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,143,259
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,211,263
ENSG00000119707.13,chr14,73103191,73103334,PAS,True,105,118
ENSG00000156127.6,chr14,75522438,75522745,TSS,True,215,295
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,80,379
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,52,397
ENSG00000100804.18,chr14,23034683,23035145,TSS,True,20,109
ENSG00000129559.12,chr14,24232249,24232402,TSS,True,22,123
ENSG00000184990.12,chr14,104753129,104753319,TSS,True,27,158
ENSG00000184990.12,chr14,104759427,104759657,PAS,True,29,158
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,37,118
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,652,970
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,391,962
ENSG00000183648.9,chr14,92121641,92121924,TSS,False,12,119
ENSG00000126787.12,chr14,55148473,55150798,ES,False,156,206
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,49,251
ENSG00000131323.14,chr14,102886269,102891324,ES,False,16,136
ENSG00000131323.14,chr14,102777187,102777675,TSS,True,61,197
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,37,124
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,83,120
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,56,109
ENSG00000078304.19,chr14,101836168,101838469,PAS,True,94,107
ENSG00000100632.10,chr14,69380122,69380640,PAS,True,17,131
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,670,916
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,773,894
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,216,676
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,279,475
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,635,939
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,646,938
ENSG00000015133.18,chr14,91417630,91417885,TSS,True,72,105
ENSG00000140105.17,chr14,100361921,100375282,ES,False,47,374
ENSG00000140105.17,chr14,100361921,100376259,ES,False,46,368
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,692,1063
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,698,1063
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,67,113
ENSG00000042088.13,chr14,89955997,89956800,TSS,True,100,113
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,97,112
ENSG00000042088.13,chr14,89986796,89989090,TSS,True,97,111
ENSG00000126777.17,chr14,55580354,55612018,ES,False,142,181
ENSG00000126777.17,chr14,55650418,55651889,ES,False,15,137
ENSG00000126777.17,chr14,55661612,55667240,ES,False,45,111
ENSG00000126777.17,chr14,55673012,55675834,ES,False,79,108
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,94,201
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,152,189
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,255,792
ENSG00000183484.11,chr14,105065378,105065465,TSS,True,64,133
ENSG00000142208.16,chr14,104792722,104795483,ES,False,565,750
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,34,161
ENSG00000142208.16,chr14,104793304,104795483,ES,True,113,127
ENSG00000142208.16,chr14,104793304,104795483,IR,True,113,134
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,101,875
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,96,135
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,84,134
ENSG00000100749.7,chr14,96797328,96797447,TSS,True,20,123
ENSG00000100749.7,chr14,96881176,96881614,PAS,True,20,114
ENSG00000100749.7,chr14,96860556,96860922,PAS,True,94,105
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,120,340
ENSG00000100906.10,chr14,35403689,35403997,TSS,True,288,340
ENSG00000129562.10,chr14,22588946,22589243,TSS,True,41,206
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,43,168
ENSG00000154001.13,chr14,63371364,63376108,PAS,True,22,168
ENSG00000154001.13,chr14,63379826,63382157,PAS,True,147,168
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,17,110
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,21,194
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,80,136
ENSG00000196497.16,chr14,24186286,24186385,TSS,True,109,136
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,20,125
ENSG00000100614.17,chr14,60249677,60282683,ES,False,124,163
ENSG00000100614.17,chr14,60249197,60249677,TSS,True,28,190
ENSG00000100614.17,chr14,60292452,60299085,PAS,True,28,185
ENSG00000100614.17,chr14,60285623,60288555,PAS,True,156,182
ENSG00000119725.18,chr14,73921105,73923394,ES,False,50,147
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,22,158
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,39,124
ENSG00000100650.15,chr14,69769251,69770466,IR,False,106,130
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,72,148
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,109,148
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,26,135
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,121,135
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,36,212
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,28,121
ENSG00000100823.11,chr14,20455394,20455577,IR,False,85,109
ENSG00000100823.11,chr14,20455703,20455913,IR,False,144,166
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,95,180
ENSG00000100823.11,chr14,20455194,20456101,TSS,True,155,176
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,157,176
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,152,180
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,110,345
ENSG00000100567.12,chr14,58267638,58270485,TSS,True,253,340
ENSG00000100523.14,chr14,53043966,53046949,PAS,True,20,115
ENSG00000100612.13,chr14,60165176,60165454,TSS,True,22,125
ENSG00000155463.12,chr14,22770278,22770460,IR,False,111,128
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,20,136
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,24,113
