gene,chr,start,end,splice_type,novel,mammary_epithelial_cell_ENCFF903XBV_in_cov,mammary_epithelial_cell_ENCFF903XBV_total_cov
ENSG00000139926.15,chr14,51489007,51489420,TSS,True,99,172
ENSG00000100722.19,chr14,88578140,88607242,ES,False,17,138
ENSG00000100722.19,chr14,88596808,88607242,ES,False,43,120
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,64,144
ENSG00000100796.17,chr14,91509505,91510554,TSS,True,17,100
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,642,886
ENSG00000092199.17,chr14,21234229,21269297,ES,False,290,861
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,114,981
ENSG00000184887.13,chr14,105249085,105249156,IR,False,87,109
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,95,115
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,42,115
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,99,115
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,249,286
ENSG00000172590.18,chr14,22829940,22830049,IR,False,249,281
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,148,397
ENSG00000172590.18,chr14,22829940,22830052,IR,False,148,217
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,84,485
ENSG00000100949.14,chr14,24271486,24271659,TSS,True,61,217
ENSG00000100949.14,chr14,24271112,24271597,TSS,True,181,217
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,43,132
ENSG00000119630.13,chr14,74942733,74946378,ES,False,98,179
ENSG00000213983.11,chr14,23561635,23562287,ES,False,17,159
ENSG00000213983.11,chr14,23562066,23562287,IR,False,135,151
ENSG00000213983.11,chr14,23563856,23564045,IR,False,135,167
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,136,166
ENSG00000213983.11,chr14,23565892,23566063,IR,False,119,153
ENSG00000213983.11,chr14,23566419,23567110,ES,False,28,154
ENSG00000213983.11,chr14,23567315,23567738,3AS,False,19,142
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,51,193
ENSG00000119718.10,chr14,75002903,75003153,TSS,True,17,130
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,26,256
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,33,149
ENSG00000100744.14,chr14,96385522,96387288,PAS,True,15,145
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,257,321
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,200,1657
ENSG00000100568.10,chr14,67674374,67674899,TSS,True,20,163
ENSG00000126787.12,chr14,55148473,55150798,ES,False,69,103
ENSG00000214548.16,chr14,100826114,100826217,TSS,True,15,114
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,128,143
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,23,136
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,105,135
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,45,134
ENSG00000119632.3,chr14,94129557,94129676,TSS,True,76,375
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,561,1080
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,464,1020
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,600,1095
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,638,1095
ENSG00000140105.17,chr14,100361921,100375282,ES,False,26,147
ENSG00000140105.17,chr14,100361921,100376259,ES,False,79,434
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,506,944
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,819,944
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,85,131
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,106,131
ENSG00000126777.17,chr14,55580354,55612018,ES,False,190,252
ENSG00000126777.17,chr14,55661612,55667240,ES,False,112,221
ENSG00000126777.17,chr14,55673012,55675834,ES,False,114,229
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,29,289
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,58,287
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,211,262
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,391,1466
ENSG00000142208.16,chr14,104792722,104795483,ES,False,432,532
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,62,603
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,59,102
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,79,102
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,14,104
ENSG00000154001.13,chr14,63542778,63543395,TSS,True,15,119
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,22,196
ENSG00000119650.12,chr14,75985840,75988884,5AS,False,130,147
ENSG00000119650.12,chr14,75985752,75985840,TSS,False,20,153
ENSG00000119650.12,chr14,76083457,76083750,PAS,True,22,152
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,58,327
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,283,327
ENSG00000256053.7,chr14,103562374,103563124,TSS,True,26,169
ENSG00000256053.7,chr14,103563190,103563379,TSS,True,150,169
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,33,111
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,1684,2038
ENSG00000129474.15,chr14,22981260,22982631,TSS,True,107,425
ENSG00000119725.18,chr14,73921105,73923394,ES,False,33,245
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,32,266
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,62,246
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,153,184
ENSG00000100650.15,chr14,69769251,69770466,IR,False,167,246
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,140,293
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,232,293
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,262,293
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,30,274
ENSG00000157227.12,chr14,22836532,22836925,TSS,True,149,174
ENSG00000185650.9,chr14,68788809,68789526,IR,False,30,281
ENSG00000185650.9,chr14,68787661,68790492,PAS,True,32,279
ENSG00000185650.9,chr14,68792881,68793067,TSS,True,189,467
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,18,101
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,147,364
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,300,364
ENSG00000165819.11,chr14,21499137,21499305,IR,False,106,133
ENSG00000165819.11,chr14,21499371,21499491,IR,False,104,133
ENSG00000165819.11,chr14,21498127,21498369,PAS,True,15,146
ENSG00000100526.19,chr14,54397077,54401523,ES,False,19,125
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,152,289
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,152,289
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,215,284
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,84,285
ENSG00000157379.13,chr14,24299580,24299791,TSS,True,25,192
ENSG00000092108.20,chr14,30622399,30630476,ES,False,15,120
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,15,138
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,21,208
ENSG00000092330.16,chr14,24239931,24240063,IR,False,30,179
ENSG00000092330.16,chr14,24240155,24240262,IR,False,54,180
ENSG00000092330.16,chr14,24240330,24240418,IR,False,56,174
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,59,174
ENSG00000092330.16,chr14,24239637,24240155,PAS,True,159,181
ENSG00000092330.16,chr14,24239639,24239931,PAS,True,151,182
ENSG00000092330.16,chr14,24242140,24242656,TSS,True,21,182
ENSG00000259153.1,chr14,70810291,70815110,5AS,True,56,106
ENSG00000259153.1,chr14,70808385,70809287,TSS,True,160,200
ENSG00000259153.1,chr14,70809757,70810291,TSS,False,172,200
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,95,283
ENSG00000075413.17,chr14,103492034,103502881,ES,False,200,291
ENSG00000100445.17,chr14,24440926,24442177,ES,False,14,113
ENSG00000100445.17,chr14,24442260,24442345,IR,False,95,123
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,117,145
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,111,145
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,78,145
ENSG00000100504.16,chr14,50905216,50905556,PAS,True,52,208
ENSG00000100504.16,chr14,50944160,50944580,TSS,True,59,210
ENSG00000090060.17,chr14,96556413,96564954,ES,False,18,136
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,164,301
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,186,289
ENSG00000090060.17,chr14,96531474,96533220,PAS,True,233,288
ENSG00000100926.14,chr14,24192356,24192647,IR,True,138,179
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,51,189
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,143,183
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,34,199
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,15,117
ENSG00000151748.14,chr14,50632478,50635384,PAS,True,21,150
ENSG00000151748.14,chr14,50662510,50665619,PAS,False,124,145
ENSG00000151748.14,chr14,50667873,50668546,TSS,True,70,213
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,41,179
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,149,178
ENSG00000156411.9,chr14,103921469,103921573,TSS,True,186,822
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,49,176
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,273,323
ENSG00000100836.10,chr14,23321906,23322295,TSS,True,287,323
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,20,101
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,255,2069
ENSG00000165516.10,chr14,49767676,49768621,TSS,True,20,185
ENSG00000133961.20,chr14,73277293,73282358,ES,False,53,131
ENSG00000133961.20,chr14,73284365,73287109,3AS,True,19,125
ENSG00000133961.20,chr14,73297285,73323129,ES,False,54,133
ENSG00000133961.20,chr14,73355766,73409936,ES,False,43,118
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,42,155
ENSG00000170779.10,chr14,105020998,105021276,TSS,True,19,163
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,16,103
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,37,298
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,264,298
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,709,956
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,46,260
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,24,174
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,111,273
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,128,179
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,106,205
ENSG00000197249.13,chr14,94388559,94388818,TSS,True,109,741
ENSG00000121957.13,chr1,108877228,108885274,ES,False,137,169
ENSG00000121957.13,chr1,108929700,108931643,PAS,True,28,188
ENSG00000121957.13,chr1,108923999,108924361,PAS,True,164,188
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,167,203
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,45,203
ENSG00000117543.20,chr1,100990628,100992636,3AS,False,12,103
ENSG00000117543.20,chr1,101001544,101013709,3AS,True,11,100
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,14,116
ENSG00000117543.20,chr1,100989625,100990628,PAS,True,103,116
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,26,129
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,51,112
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,89,112
ENSG00000187147.17,chr1,44650703,44651724,PAS,True,21,101
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,45,100
ENSG00000116478.11,chr1,32292072,32292218,TSS,True,25,139
ENSG00000179085.7,chr1,155139890,155140245,PAS,False,33,102
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,23,136
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,43,233
ENSG00000130766.4,chr1,28259474,28259937,TSS,False,41,123
ENSG00000176261.15,chr1,32627544,32633644,ES,False,32,126
ENSG00000176261.15,chr1,32634072,32634767,3AS,False,79,100
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,99,114
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,46,161
ENSG00000188157.14,chr1,1047189,1047895,TSS,True,169,197
ENSG00000116750.13,chr1,193016395,193021096,ES,False,130,145
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,89,172
ENSG00000116750.13,chr1,193023946,193028084,ES,False,151,171
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,48,193
ENSG00000116750.13,chr1,193017723,193018820,PAS,True,149,174
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,29,193
ENSG00000158246.7,chr1,27012406,27012849,TSS,False,13,108
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,108,290
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,106,432
ENSG00000011009.10,chr1,23791220,23792760,TSS,True,376,432
ENSG00000116212.14,chr1,53946549,53951985,ES,False,48,123
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,88,211
ENSG00000116212.14,chr1,53946629,53946688,TSS,True,187,211
ENSG00000081870.11,chr1,53945554,53945821,TSS,True,43,177
ENSG00000081870.11,chr1,53946236,53946316,TSS,True,145,177
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,74,286
ENSG00000143164.15,chr1,168004793,168038370,ES,False,116,157
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,141,367
ENSG00000162585.16,chr1,2189781,2193638,ES,False,115,130
ENSG00000162585.16,chr1,2193910,2194687,ES,False,17,142
ENSG00000162585.16,chr1,2189547,2189781,PAS,True,31,161
ENSG00000162585.16,chr1,2194687,2194783,TSS,True,19,161
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,28,100
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,324,502
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,188,495
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,70,559
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,76,170
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,107,250
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,65,303
ENSG00000117676.13,chr1,26529732,26529983,TSS,True,50,315
ENSG00000160688.18,chr1,154984066,154992712,ES,True,13,123
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,43,180
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,148,180
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,47,179
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,134,175
ENSG00000117595.11,chr1,209785263,209788644,PAS,True,44,363
ENSG00000117595.11,chr1,209779365,209783709,PAS,True,370,412
ENSG00000117595.11,chr1,209805946,209806171,TSS,True,74,412
ENSG00000160691.18,chr1,154962594,154963518,IR,True,60,476
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,160,476
ENSG00000160691.18,chr1,154962283,154963931,PAS,False,63,488
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,258,669
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,312,348
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,43,348
ENSG00000116260.16,chr1,180196599,180197332,IR,False,54,143
ENSG00000116260.16,chr1,180196890,180197332,IR,False,17,107
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,61,203
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,79,168
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,114,189
ENSG00000127483.17,chr1,20779911,20787194,ES,False,57,139
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,25,209
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,86,230
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,57,291
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,63,126
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,94,126
ENSG00000143222.11,chr1,161153758,161154120,TSS,True,14,139
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,152,534
ENSG00000173207.12,chr1,154974662,154974804,TSS,True,251,514
ENSG00000173207.12,chr1,154978083,154978114,TSS,True,316,514
ENSG00000175756.13,chr1,1374790,1374996,IR,False,151,174
ENSG00000175756.13,chr1,1374790,1375074,5AS,False,24,175
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,381,556
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,217,600
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,449,600
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,111,325
ENSG00000123472.12,chr1,46668056,46668547,TSS,True,29,152
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,18,156
ENSG00000158716.8,chr1,159780961,159780993,TSS,False,82,160
ENSG00000158716.8,chr1,159780998,159781367,TSS,True,94,160
ENSG00000154380.17,chr1,225652685,225653366,TSS,True,91,106
ENSG00000163875.15,chr1,37495918,37501803,ES,False,164,190
ENSG00000143862.7,chr1,202144449,202144760,TSS,True,28,123
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,46,299
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,36,264
ENSG00000143179.15,chr1,165827460,165827932,TSS,True,106,224
ENSG00000143179.15,chr1,165890201,165890363,TSS,True,174,224
ENSG00000143179.15,chr1,165903190,165903279,TSS,True,193,224
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,23,168
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,81,208
ENSG00000234741.7,chr1,173864304,173864674,IR,False,57,137
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,427,1026
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,257,322
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,73,321
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,65,116
ENSG00000135862.5,chr1,183133405,183133550,TSS,True,79,110
ENSG00000135862.5,chr1,183130341,183130549,TSS,True,98,110
ENSG00000135862.5,chr1,183142533,183145592,PAS,False,16,102
ENSG00000090273.13,chr1,26921700,26921929,TSS,False,621,1567
ENSG00000090273.13,chr1,26945642,26945686,TSS,True,1065,1567
ENSG00000020129.15,chr1,35557160,35557883,TSS,True,107,141
ENSG00000020129.15,chr1,35557774,35558223,TSS,True,124,141
ENSG00000117525.13,chr1,94541536,94541851,TSS,True,222,1768
ENSG00000188976.10,chr1,944800,945056,5AS,False,348,511
ENSG00000188976.10,chr1,959214,960041,TSS,True,60,548
ENSG00000159166.13,chr1,201399268,201399915,TSS,True,75,611
ENSG00000178585.14,chr1,9877989,9910094,ES,True,240,288
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,16,105
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,117,180
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,62,174
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,535,676
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,84,149
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,90,143
ENSG00000143420.18,chr1,150627049,150627592,PAS,True,120,142
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,49,179
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,107,156
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,96,156
ENSG00000162433.14,chr1,65148140,65149140,TSS,False,136,156
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,369,510
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,192,561
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,423,561
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,465,641
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,17,151
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,35,343
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,206,371
ENSG00000162458.12,chr1,15764547,15764963,5AS,False,77,378
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,106,479
ENSG00000162458.12,chr1,15784547,15786594,PAS,True,49,449
ENSG00000253368.3,chr1,26994612,26999846,5AS,True,311,368
ENSG00000253368.3,chr1,26993691,26994612,TSS,False,108,425
ENSG00000253368.3,chr1,26993690,26994630,TSS,True,371,425
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,138,818
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,717,818
ENSG00000116353.15,chr1,29230730,29230958,TSS,True,95,200
ENSG00000177674.15,chr1,11745837,11747439,ES,False,410,461
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,81,478
ENSG00000177674.15,chr1,11736093,11736235,TSS,True,333,807
ENSG00000058085.14,chr1,183240391,183258721,ES,True,259,600
ENSG00000058085.14,chr1,183185935,183186431,TSS,True,1097,4503
ENSG00000058085.14,chr1,183243146,183244904,PAS,True,904,4219
ENSG00000058085.14,chr1,183258721,183258971,PAS,True,3902,4503
ENSG00000117475.13,chr1,169386996,169389292,PAS,True,14,132
ENSG00000162627.16,chr1,98701903,98760053,ES,False,39,353
ENSG00000158292.6,chr1,6260824,6261174,TSS,False,89,109
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,44,239
ENSG00000160752.14,chr1,155308965,155309788,5AS,False,95,110
ENSG00000160752.14,chr1,155308965,155310042,ES,False,744,835
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,789,1627
ENSG00000160752.14,chr1,155308965,155312254,5AS,False,18,121
ENSG00000160752.14,chr1,155309076,155310063,3AS,False,61,102
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,229,1889
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,28,104
ENSG00000081692.12,chr1,227735011,227735313,TSS,True,16,100
ENSG00000004487.16,chr1,23030634,23050386,ES,False,116,276
ENSG00000004487.16,chr1,23019396,23019947,TSS,True,34,312
ENSG00000143337.18,chr1,179884769,179889312,3AS,False,60,126
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,100,340
ENSG00000001461.16,chr1,24415379,24415904,TSS,True,28,147
ENSG00000001461.16,chr1,24468985,24472979,PAS,True,74,129
ENSG00000001461.16,chr1,24466003,24466706,PAS,False,62,129
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,57,137
ENSG00000117472.9,chr1,46180382,46180658,TSS,True,138,895
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,38,269
ENSG00000066322.14,chr1,43367914,43368075,TSS,True,25,104
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,126,157
ENSG00000117298.15,chr1,21290363,21290473,TSS,True,110,157
ENSG00000178104.19,chr1,148951973,148952154,TSS,False,103,115
ENSG00000178104.19,chr1,148951996,148953905,TSS,True,35,115
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,134,1271
ENSG00000198860.12,chr1,184072826,184074212,PAS,True,26,191
ENSG00000198860.12,chr1,184095689,184095842,PAS,True,172,194
ENSG00000116604.17,chr1,156500485,156500826,TSS,True,132,158
ENSG00000143367.15,chr1,151540426,151562584,ES,False,21,123
ENSG00000143367.15,chr1,151540282,151540426,TSS,True,19,145
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,22,169
ENSG00000117385.15,chr1,42746852,42747271,5AS,False,93,111
ENSG00000117385.15,chr1,42766506,42767125,TSS,True,17,119
ENSG00000117419.15,chr1,44319744,44354891,ES,False,16,145
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,258,311
ENSG00000117419.15,chr1,44354891,44355269,TSS,True,166,311
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,273,311
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,277,311
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,299,372
ENSG00000126088.13,chr1,45012121,45012285,TSS,True,220,592
ENSG00000196878.14,chr1,209652368,209653115,TSS,False,1474,5934
ENSG00000197982.13,chr1,37807794,37808306,TSS,False,142,423
ENSG00000197982.13,chr1,37807795,37808732,TSS,True,366,423
ENSG00000188643.10,chr1,153612951,153613170,TSS,True,312,2434
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,40,368
ENSG00000171735.18,chr1,6785575,6825091,ES,False,68,499
ENSG00000171735.18,chr1,6887653,6888201,PAS,True,453,514
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,64,512
ENSG00000276600.4,chr1,205976734,205978928,PAS,True,11,103
ENSG00000143612.20,chr1,154214574,154220341,ES,False,98,308
ENSG00000117143.13,chr1,162590511,162592734,3AS,False,91,393
ENSG00000137975.7,chr1,86424125,86424433,TSS,False,58,312
ENSG00000175279.21,chr1,10430392,10430568,TSS,True,73,108
ENSG00000175279.21,chr1,10430718,10431401,TSS,True,36,108
ENSG00000175707.8,chr1,26960349,26960403,TSS,True,35,117
ENSG00000175707.8,chr1,26960408,26960478,TSS,True,103,117
ENSG00000117620.14,chr1,99969348,99970162,TSS,True,48,108
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,56,144
ENSG00000157916.19,chr1,2391958,2395783,ES,False,453,530
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,453,510
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,272,805
ENSG00000159363.17,chr1,16986358,16986804,ES,False,20,172
ENSG00000159363.17,chr1,17004411,17004706,5AS,False,58,112
ENSG00000159363.17,chr1,17011728,17012004,TSS,True,49,176
ENSG00000266472.5,chr1,150293898,150294334,IR,True,313,481
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,193,510
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,342,510
ENSG00000163472.18,chr1,156284285,156284406,TSS,True,22,145
ENSG00000117335.19,chr1,207767195,207770320,ES,False,53,300
ENSG00000117335.19,chr1,207785682,207793518,ES,False,195,327
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,74,217
ENSG00000171793.14,chr1,41008673,41008714,TSS,True,176,213
ENSG00000171793.14,chr1,41011657,41013641,PAS,True,23,215
ENSG00000143742.12,chr1,225783368,225789239,ES,False,611,741
ENSG00000009307.15,chr1,114736855,114737962,ES,False,410,473
ENSG00000037637.10,chr1,16352254,16352498,TSS,False,17,103
ENSG00000163156.11,chr1,151166203,151166470,5AS,False,83,112
ENSG00000163156.11,chr1,151165650,151166203,TSS,False,42,125
ENSG00000163156.11,chr1,151166045,151166252,TSS,True,96,125
ENSG00000134717.17,chr1,52056379,52064824,ES,False,35,325
ENSG00000134717.17,chr1,52064938,52086111,ES,False,34,327
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,55,430
ENSG00000154370.15,chr1,228406153,228406852,TSS,True,123,171
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,24,153
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,512,673
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,300,674
ENSG00000116688.16,chr1,11980484,11981973,3AS,True,31,159
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,70,240
ENSG00000120333.4,chr1,175023363,175023430,TSS,False,16,157
ENSG00000116649.9,chr1,11059776,11060069,TSS,True,233,1247
ENSG00000116649.9,chr1,11056010,11056093,TSS,True,1043,1247
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,157,269
ENSG00000235750.9,chr1,175192639,175192807,TSS,True,52,105
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,130,340
ENSG00000116871.15,chr1,36173478,36176198,ES,False,53,214
ENSG00000116871.15,chr1,36176321,36176417,IR,False,70,216
ENSG00000116871.15,chr1,36178201,36178445,3AS,False,24,231
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,203,417
ENSG00000116285.12,chr1,8026157,8026312,TSS,True,77,255
ENSG00000176393.10,chr1,201982590,201983113,TSS,True,46,429
ENSG00000121774.17,chr1,32013701,32014377,TSS,True,44,257
ENSG00000143353.11,chr1,219179246,219210531,ES,False,13,108
ENSG00000143353.11,chr1,219173785,219173981,TSS,True,14,115
ENSG00000116754.13,chr1,70205780,70221614,3AS,False,70,112
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,91,209
