gene,chr,start,end,splice_type,novel,Right_ventricle_myocardium_superior_ENCFF840OVC_in_cov,Right_ventricle_myocardium_superior_ENCFF840OVC_total_cov
ENSG00000032444.16,chr19,7534139,7534239,TSS,True,103,115
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,86,210
ENSG00000133243.8,chr19,1997343,1998286,TSS,True,148,210
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,39,117
ENSG00000167460.15,chr19,16101263,16103005,PAS,True,30,262
ENSG00000167460.15,chr19,16095263,16095528,PAS,True,233,262
ENSG00000105323.16,chr19,41264692,41268222,5AS,False,15,140
ENSG00000105323.16,chr19,41304261,41305675,3AS,False,155,191
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,80,205
ENSG00000161558.10,chr19,48345354,48363290,ES,False,25,146
ENSG00000161558.10,chr19,48363897,48364250,TSS,True,40,173
ENSG00000074219.13,chr19,49355206,49355311,5AS,False,120,166
ENSG00000074219.13,chr19,49355419,49357251,ES,False,61,161
ENSG00000074219.13,chr19,49362372,49362455,TSS,False,62,189
ENSG00000074219.13,chr19,49359843,49361917,TSS,True,156,189
ENSG00000105401.8,chr19,10395343,10395434,IR,False,285,325
ENSG00000197256.10,chr19,11194590,11195621,5AS,False,85,240
ENSG00000197256.10,chr19,11195820,11197484,ES,False,148,219
ENSG00000197256.10,chr19,11197484,11197587,TSS,True,226,470
ENSG00000099797.14,chr19,14529263,14529711,TSS,True,92,177
ENSG00000099797.14,chr19,14562024,14562575,TSS,True,142,177
ENSG00000099797.14,chr19,14563431,14564097,TSS,True,139,177
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,72,383
ENSG00000105538.9,chr19,48728936,48729517,TSS,True,79,100
ENSG00000105538.9,chr19,48738959,48739621,TSS,False,87,100
ENSG00000105538.9,chr19,48740520,48740611,TSS,False,44,100
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,35,324
ENSG00000126457.21,chr19,49677316,49680486,ES,False,114,148
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,15,103
ENSG00000099783.11,chr19,8465362,8465479,IR,False,68,230
ENSG00000099783.11,chr19,8471427,8474166,ES,False,41,230
ENSG00000141858.11,chr19,14089784,14090448,TSS,True,21,105
ENSG00000099290.16,chr10,50091518,50093267,ES,False,23,135
ENSG00000099290.16,chr10,50097802,50104041,ES,True,23,146
ENSG00000099290.16,chr10,50125449,50127582,ES,False,32,146
ENSG00000099290.16,chr10,50126179,50127582,ES,False,102,114
ENSG00000099290.16,chr10,50067890,50068008,TSS,True,23,152
ENSG00000015171.19,chr10,210048,236837,ES,False,33,150
ENSG00000015171.19,chr10,134876,135302,TSS,False,134,160
ENSG00000015171.19,chr10,135381,135559,TSS,True,52,160
ENSG00000120029.12,chr10,102056084,102056255,TSS,False,82,107
ENSG00000120029.12,chr10,101939862,101940019,TSS,True,52,107
ENSG00000120029.12,chr10,101967087,101967262,TSS,True,96,107
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,209,234
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,79,234
ENSG00000107816.17,chr10,100999276,101002946,TSS,True,208,234
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,67,110
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,74,110
ENSG00000108094.14,chr10,35089895,35090373,TSS,True,83,110
ENSG00000138279.15,chr10,73388414,73396518,ES,False,59,429
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,57,431
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,382,431
ENSG00000123240.16,chr10,13100302,13109111,ES,False,514,580
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,120,596
ENSG00000119950.20,chr10,110225977,110226283,TSS,True,78,305
ENSG00000119950.20,chr10,110207575,110208082,TSS,True,259,305
ENSG00000107679.14,chr10,122374562,122374806,TSS,False,31,163
ENSG00000078114.18,chr10,20779972,20785923,PAS,True,20,158
ENSG00000078114.18,chr10,20880793,20880908,TSS,True,225,260
ENSG00000078114.18,chr10,20897124,20897629,TSS,True,217,261
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,121,150
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,76,148
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,93,867
ENSG00000172661.18,chr10,45750838,45752587,ES,False,29,109
ENSG00000172661.18,chr10,45784901,45787034,ES,False,19,104
ENSG00000172661.18,chr10,45727189,45727320,TSS,True,13,120
ENSG00000099250.17,chr10,33197709,33202911,5AS,False,26,109
ENSG00000099250.17,chr10,33177489,33180365,PAS,True,65,121
ENSG00000099250.17,chr10,33194366,33194780,PAS,True,72,115
ENSG00000099250.17,chr10,33196177,33197709,PAS,True,97,114
ENSG00000099250.17,chr10,33334309,33334866,TSS,True,43,131
ENSG00000175470.19,chr10,131901330,131940030,ES,True,12,113
ENSG00000175470.19,chr10,131934555,131940030,ES,False,51,102
ENSG00000175470.19,chr10,131900657,131901155,TSS,True,22,135
ENSG00000048740.18,chr10,11017526,11018163,TSS,True,38,102
ENSG00000172731.13,chr10,70301508,70340552,ES,False,31,249
ENSG00000172731.13,chr10,70382548,70382699,TSS,False,57,304
ENSG00000107959.15,chr10,3147737,3149620,ES,False,32,194
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,44,206
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,49,203
ENSG00000148484.17,chr10,16782084,16817314,ES,False,18,111
ENSG00000107738.19,chr10,71773357,71773569,TSS,False,46,440
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,81,488
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,97,635
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,99,639
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,542,639
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,17,108
ENSG00000148834.12,chr10,104254840,104255271,TSS,True,93,108
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,40,390
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,63,309
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,39,154
ENSG00000130640.13,chr10,133302791,133303016,TSS,True,127,154
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,30,174
ENSG00000173269.13,chr10,86942316,86943985,TSS,True,154,174
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,52,283
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,239,283
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,11,105
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,22,105
ENSG00000122367.19,chr10,86680157,86691895,IR,True,21,102
ENSG00000122367.19,chr10,86666696,86666848,TSS,True,1466,1717
ENSG00000122367.19,chr10,86668408,86668570,TSS,False,941,1717
ENSG00000122367.19,chr10,86709457,86710050,TSS,True,442,502
ENSG00000122367.19,chr10,86716356,86716771,TSS,True,359,485
ENSG00000122367.19,chr10,86717964,86718847,TSS,False,435,484
ENSG00000122367.19,chr10,86732886,86736149,PAS,True,1233,1564
ENSG00000089876.11,chr10,125881071,125896217,ES,True,89,142
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,24,125
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,72,453
ENSG00000095637.22,chr10,95322021,95322745,3AS,True,64,113
ENSG00000095637.22,chr10,95322021,95336520,ES,False,69,115
ENSG00000095637.22,chr10,95322021,95336520,3AS,False,69,110
ENSG00000095637.22,chr10,95336520,95337240,TSS,True,200,296
ENSG00000120049.19,chr10,101829199,101831071,ES,False,119,265
ENSG00000120049.19,chr10,101829199,101843495,ES,False,1451,1727
ENSG00000148719.14,chr10,72334617,72335833,5AS,False,54,112
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,36,148
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,111,147
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,250,917
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,726,917
ENSG00000119938.8,chr10,91632955,91633070,TSS,False,42,245
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,15,122
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,110,123
ENSG00000122359.17,chr10,80172869,80201258,ES,True,43,112
ENSG00000122359.17,chr10,80172869,80205342,ES,False,369,822
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,484,1306
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,1121,1306
ENSG00000165424.6,chr10,79445194,79445639,TSS,False,83,136
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,88,120
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,37,120
ENSG00000150093.18,chr10,32901635,32908367,ES,False,262,756
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,22,156
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,75,166
ENSG00000148677.6,chr10,90915781,90915882,TSS,True,101,157
ENSG00000156502.13,chr10,69208599,69209108,PAS,True,19,131
ENSG00000156502.13,chr10,69191654,69193404,PAS,True,110,129
ENSG00000107562.16,chr10,44384944,44385097,TSS,True,65,103
ENSG00000122884.12,chr10,73030370,73046924,ME,False,82,187
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,18,167
ENSG00000107897.18,chr10,27240474,27240673,3AS,True,25,123
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,170,268
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,145,268
ENSG00000197746.13,chr10,71822007,71825836,3AS,False,299,358
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,52,164
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,128,164
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,43,249
ENSG00000171813.13,chr10,132396157,132397351,TSS,False,25,123
ENSG00000035403.17,chr10,74109156,74114183,ES,False,81,187
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,166,295
ENSG00000166295.8,chr10,72216072,72220053,5AS,True,59,224
ENSG00000166295.8,chr10,72216072,72223887,ES,True,67,125
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,67,338
ENSG00000166295.8,chr10,72216138,72223887,ES,False,113,270
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,152,456
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,322,456
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,139,326
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,274,326
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,285,326
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,293,326
ENSG00000107551.20,chr10,44982663,44983940,3AS,True,85,105
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,187,296
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,25,228
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,18,164
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,116,147
ENSG00000197321.14,chr10,29529704,29529844,TSS,True,142,163
ENSG00000197893.13,chr10,113589079,113589665,3AS,False,386,533
ENSG00000197893.13,chr10,113592301,113597085,ES,True,53,497
ENSG00000197893.13,chr10,113598073,113605761,ES,True,62,420
ENSG00000197893.13,chr10,113588705,113589079,PAS,True,149,535
ENSG00000197893.13,chr10,113588714,113589082,PAS,True,388,535
ENSG00000197893.13,chr10,113604608,113604885,TSS,True,494,587
ENSG00000197893.13,chr10,113663810,113664121,TSS,True,407,589
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,144,305
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,156,286
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,36,319
ENSG00000138162.18,chr10,122228008,122237394,ES,False,12,101
ENSG00000138162.18,chr10,122210526,122211708,TSS,True,88,142
ENSG00000138162.18,chr10,122229356,122229486,TSS,True,117,141
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,42,183
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,23,208
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,73,364
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,62,260
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,222,259
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,80,194
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,41,196
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,85,198
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,118,198
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,69,617
ENSG00000020577.13,chr14,54776436,54776540,TSS,True,98,111
ENSG00000020577.13,chr14,54784356,54784447,TSS,True,95,111
ENSG00000092054.12,chr14,23435619,23435764,TSS,False,12443,19003
ENSG00000092054.12,chr14,23419844,23420234,TSS,True,16842,18940
ENSG00000184601.10,chr14,104579736,104580003,TSS,True,31,108
ENSG00000184601.10,chr14,104581214,104581625,TSS,False,89,108
ENSG00000140092.14,chr14,91936946,91937186,TSS,True,105,144
ENSG00000140092.14,chr14,91947212,91947944,TSS,True,60,144
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,115,158
ENSG00000092199.17,chr14,21234229,21269297,ES,False,15,147
ENSG00000184887.13,chr14,105249085,105249156,IR,False,243,298
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,246,301
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,97,301
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,263,301
ENSG00000100949.14,chr14,24271486,24271659,TSS,True,27,110
ENSG00000100949.14,chr14,24271112,24271597,TSS,True,84,110
ENSG00000073712.14,chr14,52860465,52864400,ES,False,30,129
ENSG00000073712.14,chr14,52881469,52893292,ES,False,29,126
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,35,133
ENSG00000073712.14,chr14,52893292,52893325,TSS,False,114,133
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,105,141
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,91,141
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,104,141
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,42,171
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,135,171
ENSG00000165795.23,chr14,21022497,21023240,ES,False,156,737
ENSG00000165795.23,chr14,21023321,21025028,ES,False,235,510
ENSG00000165795.23,chr14,21023321,21025676,ES,False,82,156
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,290,800
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,644,800
ENSG00000133943.20,chr14,91114283,91157638,ES,False,360,505
ENSG00000133943.20,chr14,91145313,91157638,ES,False,63,163
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,324,642
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,93,645
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,582,673
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,164,673
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,83,189
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,128,186
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,85,176
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,127,175
ENSG00000078304.19,chr14,101836168,101838469,PAS,True,142,167
ENSG00000156381.8,chr14,102508549,102509528,ES,True,244,605
ENSG00000156381.8,chr14,102508846,102509528,3AS,True,316,362
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,361,970
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,713,970
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,132,600
ENSG00000140105.17,chr14,100369258,100375282,ES,False,92,114
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,144,232
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,110,232
ENSG00000054654.16,chr14,64220637,64221575,3AS,False,89,126
ENSG00000054654.16,chr14,64224547,64224998,3AS,False,74,138
ENSG00000054654.16,chr14,64196768,64197104,TSS,True,132,147
ENSG00000054654.16,chr14,64214131,64214470,TSS,True,56,147
ENSG00000126777.17,chr14,55580354,55612018,ES,False,304,379
ENSG00000126777.17,chr14,55661612,55667240,ES,False,150,397
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,392,2666
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,18,138
ENSG00000142208.16,chr14,104792722,104795483,ES,False,880,1002
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,25,111
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,223,438
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,280,438
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,44,217
ENSG00000053254.15,chr14,89180806,89280949,ES,False,69,146
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,135,214
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,175,214
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,18,101
ENSG00000100600.14,chr14,92704361,92706482,ES,True,12,105
ENSG00000100600.14,chr14,92704361,92709671,ES,False,22,130
ENSG00000129515.18,chr14,34603471,34605595,ES,False,287,323
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,56,327
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,279,327
ENSG00000198894.7,chr14,77098214,77098361,TSS,True,33,148
ENSG00000100614.17,chr14,60249677,60282683,ES,False,247,278
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,24,120
ENSG00000100650.15,chr14,69769251,69770466,IR,False,52,121
ENSG00000100650.15,chr14,69771105,69771196,3AS,False,14,124
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,54,128
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,104,128
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,106,128
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,17,126
ENSG00000100650.15,chr14,69771196,69772005,PAS,True,112,126
ENSG00000179364.13,chr14,105368515,105369840,5AS,False,42,206
ENSG00000179364.13,chr14,105382046,105382476,5AS,False,190,215
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,57,257
ENSG00000100823.11,chr14,20455394,20455577,IR,False,90,102
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,41,131
ENSG00000168952.15,chr14,24974850,25049877,ES,False,88,106
ENSG00000168952.15,chr14,25049877,25050164,TSS,False,14,124
ENSG00000182979.17,chr14,105419433,105420063,TSS,True,91,162
ENSG00000182979.17,chr14,105467232,105469498,TSS,False,137,155
ENSG00000182979.17,chr14,105469908,105469992,TSS,True,136,155
ENSG00000182979.17,chr14,105468814,105469160,TSS,False,129,155
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,5641,8272
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,52,432
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,241,454
ENSG00000075413.17,chr14,103405071,103405267,TSS,False,237,454
ENSG00000205476.8,chr14,99603166,99604695,TSS,False,81,105
ENSG00000100445.17,chr14,24442260,24442345,IR,False,84,108
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,121,135
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,57,135
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,122,1068
ENSG00000100626.16,chr14,69352170,69353331,IR,True,300,417
ENSG00000100626.16,chr14,69259592,69260467,TSS,True,107,458
ENSG00000100626.16,chr14,69352030,69354473,PAS,True,318,435
ENSG00000100626.16,chr14,69353331,69354473,PAS,True,133,435
ENSG00000090060.17,chr14,96556413,96562818,ES,False,36,147
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,38,198
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,156,187
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,135,1131
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,24,192
ENSG00000166183.15,chr14,104105450,104107181,ES,False,29,107
ENSG00000166183.15,chr14,104109315,104111919,ES,False,34,107
ENSG00000166183.15,chr14,104085512,104085852,TSS,True,18,114
ENSG00000129538.13,chr14,20802093,20802796,ES,False,163,216
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,73,289
ENSG00000072110.13,chr14,68877240,68879961,ME,False,42,183
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,43,208
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,46,314
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,15,107
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,27,187
ENSG00000126214.21,chr14,103679518,103687080,5AS,False,75,111
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,67,214
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,187,214
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,128,188
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,69,200
ENSG00000066629.17,chr14,99891227,99894628,ES,True,12,114
ENSG00000119723.16,chr14,73950221,73950495,TSS,False,18,160
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,434,2271
ENSG00000070182.20,chr14,64770884,64771067,TSS,True,82,104
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,45,383
ENSG00000078618.21,chr1,51836212,51840225,ES,False,264,305
ENSG00000074800.15,chr1,8868057,8871890,ME,False,148,316
ENSG00000187147.17,chr1,44632208,44632342,5AS,False,103,148
ENSG00000187147.17,chr1,44635588,44636029,5AS,False,112,156
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,58,163
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,118,163
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,150,602
ENSG00000126091.20,chr1,43736380,43814890,ES,False,30,108
ENSG00000174502.18,chr1,205920175,205920363,TSS,True,93,153
ENSG00000174502.18,chr1,205917282,205917398,TSS,True,131,153
ENSG00000174502.18,chr1,205917499,205917591,TSS,True,128,153
ENSG00000117408.10,chr1,43946745,43947684,TSS,True,30,176
ENSG00000117408.10,chr1,43946914,43950153,TSS,True,158,176
ENSG00000074964.16,chr1,17539426,17539950,TSS,False,123,183
ENSG00000074964.16,chr1,17655897,17656102,TSS,True,161,181
ENSG00000074964.16,chr1,17588357,17588479,TSS,True,157,183
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,145,183
ENSG00000160087.20,chr1,1267992,1273665,5AS,False,98,126
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,39,142
ENSG00000160087.20,chr1,1272852,1273837,TSS,True,127,142
ENSG00000187642.9,chr1,976269,976498,IR,True,178,425
ENSG00000187642.9,chr1,975194,976269,PAS,True,247,427
ENSG00000187642.9,chr1,975197,976624,PAS,True,181,427
ENSG00000187642.9,chr1,978880,980936,TSS,True,187,472
ENSG00000187642.9,chr1,982064,982346,TSS,False,332,472
ENSG00000132716.18,chr1,160244034,160262116,ES,False,40,159
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,38,276
ENSG00000132716.18,chr1,160261358,160262116,3AS,True,115,128
ENSG00000132716.18,chr1,160261358,160262275,5AS,False,61,176
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,25,201
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,215,393
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,312,393
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,310,393
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,72,128
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,71,445
ENSG00000116991.10,chr1,232403571,232415493,ES,False,119,138
ENSG00000116991.10,chr1,232460886,232461201,TSS,True,121,140
ENSG00000116991.10,chr1,232629868,232630168,TSS,True,91,145
ENSG00000116991.10,chr1,232445528,232445732,TSS,True,116,140
ENSG00000162599.15,chr1,61406727,61455302,ES,False,38,146
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,45,161
ENSG00000116783.14,chr1,74543905,74544428,PAS,True,28,124
ENSG00000160097.17,chr1,32863776,32864663,3AS,False,51,242
ENSG00000160097.17,chr1,32863776,32864663,IR,True,51,311
ENSG00000160097.17,chr1,32864299,32864663,3AS,True,103,170
ENSG00000160097.17,chr1,32864299,32864663,IR,True,103,363
ENSG00000160097.17,chr1,32864483,32864663,IR,True,78,338
ENSG00000160097.17,chr1,32862268,32864483,PAS,True,446,513
ENSG00000160097.17,chr1,32862268,32864299,PAS,True,399,513
ENSG00000160097.17,chr1,32862268,32864797,PAS,True,252,512
ENSG00000143164.15,chr1,168004793,168022987,ES,False,207,496
ENSG00000143164.15,chr1,168045227,168063620,ES,False,343,550
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,81,562
ENSG00000078808.16,chr1,1228946,1231891,5AS,True,296,360
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,396,479
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,183,479
ENSG00000078808.16,chr1,1231506,1232001,TSS,True,415,479
ENSG00000157184.6,chr1,53196777,53197095,TSS,True,16,133
ENSG00000157184.6,chr1,53210454,53211319,TSS,True,118,133
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,276,613
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,460,613
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,107,122
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,17,106
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,19,122
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,128,909
ENSG00000160679.12,chr1,153636653,153638294,IR,False,97,129
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,62,127
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,60,255
ENSG00000134686.18,chr1,33334292,33349596,ES,True,66,215
ENSG00000134686.18,chr1,33335359,33349596,5AS,True,147,167
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,58,277
ENSG00000117266.15,chr1,205504796,205523146,5AS,False,47,177
ENSG00000117266.15,chr1,205504560,205504796,TSS,True,228,277
ENSG00000117266.15,chr1,205504549,205504878,TSS,True,147,277
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,51,123
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,46,132
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,109,132
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,115,166
ENSG00000116260.16,chr1,180196599,180197332,IR,False,115,205
ENSG00000116260.16,chr1,180196890,180197332,IR,False,50,140
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,83,282
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,163,253
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,115,281
ENSG00000127483.17,chr1,20779911,20787194,ES,False,62,124
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,21,144
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,35,160
ENSG00000159592.10,chr1,45630606,45634095,ES,True,21,128
ENSG00000159592.10,chr1,45661225,45686411,ES,False,25,102
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,29,131
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,21,155
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,175,218
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,131,209
ENSG00000175756.13,chr1,1374790,1375153,IR,False,131,154
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,232,264
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,133,264
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,194,264
ENSG00000143549.19,chr1,154157721,154170399,ES,False,105,119
ENSG00000143549.19,chr1,154170711,154172907,ME,False,83,146
ENSG00000143549.19,chr1,154156355,154157721,PAS,True,29,149
ENSG00000143549.19,chr1,154167465,154167940,PAS,False,121,149
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,28,152
ENSG00000143549.19,chr1,154191901,154192135,TSS,True,130,152
ENSG00000198771.10,chr1,167630215,167630429,TSS,True,17,137
ENSG00000121769.7,chr1,31364015,31365939,PAS,True,518,3845
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,27,188
ENSG00000116521.10,chr1,155260659,155262085,ES,False,13,128
ENSG00000168509.19,chr1,146019734,146021586,ES,False,71,168
