gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF925PCV_in_cov,endodermal_cell_ENCFF925PCV_total_cov
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,233,290
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,66,104
ENSG00000138279.15,chr10,73398385,73414011,ES,True,19,149
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,75,228
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,183,228
ENSG00000156574.9,chr10,70441474,70441681,TSS,False,61,430
ENSG00000127884.4,chr10,133373245,133373402,TSS,False,83,660
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,28,110
ENSG00000166197.16,chr10,102162110,102163871,PAS,True,58,106
ENSG00000166197.16,chr10,102161555,102163870,PAS,True,63,102
ENSG00000107745.18,chr10,72367336,72368355,PAS,True,13,118
ENSG00000095596.11,chr10,93073823,93074123,TSS,True,347,1654
ENSG00000182180.13,chr10,73248844,73250991,PAS,True,18,170
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,106,228
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,126,228
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,118,246
ENSG00000119979.17,chr10,119104051,119104197,TSS,True,34,303
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,43,298
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,68,487
ENSG00000151465.13,chr10,12195956,12196319,TSS,True,260,813
ENSG00000151465.13,chr10,12246144,12246277,TSS,True,563,800
ENSG00000057608.16,chr10,5763578,5766152,PAS,True,15,142
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,45,167
ENSG00000057608.16,chr10,5785851,5786047,TSS,True,146,165
ENSG00000138175.8,chr10,102714272,102714341,TSS,False,52,510
ENSG00000148690.11,chr10,93700106,93702374,ES,True,113,126
ENSG00000148690.11,chr10,93667882,93669868,PAS,True,43,138
ENSG00000148690.11,chr10,93681567,93681598,PAS,True,98,135
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,38,101
ENSG00000171224.8,chr10,69630234,69630313,TSS,True,28,162
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,48,336
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,20,154
ENSG00000122958.14,chr10,69124162,69124280,TSS,True,31,120
ENSG00000122952.16,chr10,56358687,56358908,IR,False,28,118
ENSG00000122952.16,chr10,56360141,56360292,IR,False,95,106
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,18,152
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,89,198
ENSG00000107833.10,chr10,101783272,101783413,TSS,True,20,143
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,22,211
ENSG00000133678.13,chr10,80078659,80078786,TSS,True,28,123
ENSG00000133678.13,chr10,80079022,80079307,TSS,True,104,123
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,30,113
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,55,337
ENSG00000136758.18,chr10,27110166,27112120,PAS,True,40,134
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,36,130
ENSG00000173915.15,chr10,103392466,103396408,ES,False,337,407
ENSG00000265354.3,chr10,45971801,45972730,TSS,False,93,617
ENSG00000265354.3,chr10,45982842,45982930,TSS,True,534,616
ENSG00000165512.4,chr10,45000910,45000978,TSS,False,87,223
ENSG00000067064.11,chr10,1043393,1048863,ES,False,121,297
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,43,340
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,45,180
ENSG00000108055.9,chr10,110583381,110583548,TSS,True,133,152
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,107,155
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,150,179
ENSG00000108055.9,chr10,110583383,110583540,PAS,True,118,136
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,122,155
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,114,155
PB_novel_233527,chr10,107437795,107438878,PAS,True,144,167
PB_novel_233527,chr10,107478788,107479258,PAS,True,150,167
PB_novel_233527,chr10,107380600,107381371,PAS,True,99,164
PB_novel_233527,chr10,107543134,107547351,PAS,True,148,168
PB_novel_233527,chr10,107379595,107380564,PAS,True,147,164
ENSG00000108064.10,chr10,58385400,58385648,TSS,True,107,220
ENSG00000108064.10,chr10,58388688,58388819,TSS,True,179,203
ENSG00000108064.10,chr10,58394354,58394414,TSS,True,142,202
ENSG00000108064.10,chr10,58388669,58388819,PAS,True,100,114
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,89,618
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,544,623
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,80,101
ENSG00000119969.14,chr10,94545763,94545952,TSS,True,49,101
ENSG00000107937.18,chr10,987862,988527,TSS,True,30,121
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,11,108
ENSG00000065154.11,chr10,124418872,124418926,TSS,True,32,178
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,194,406
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,279,409
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,360,408
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,113,532
ENSG00000166228.8,chr10,70885797,70885930,TSS,False,453,532
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,459,669
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,379,656
ENSG00000213551.4,chr10,73241958,73243519,PAS,True,11,103
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,37,114
ENSG00000213551.4,chr10,73246687,73248156,TSS,True,91,114
ENSG00000134453.15,chr10,6104072,6105097,TSS,True,102,144
ENSG00000134453.15,chr10,6112208,6112361,TSS,True,119,144
ENSG00000119953.12,chr10,110293039,110294287,PAS,True,19,143
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,49,118
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,123,211
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,111,211
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,28,201
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,255,373
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,325,373
ENSG00000148803.11,chr10,133355436,133355737,3AS,False,209,256
ENSG00000148803.11,chr10,133354006,133355436,PAS,True,68,277
ENSG00000148803.11,chr10,133355153,133355505,PAS,True,235,277
ENSG00000148803.11,chr10,133357922,133358035,TSS,True,88,277
ENSG00000148803.11,chr10,133357656,133357750,TSS,False,196,277
ENSG00000165637.13,chr10,75210627,75210938,TSS,True,176,1371
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,124,413
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,82,498
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,97,148
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,526,875
ENSG00000096746.17,chr10,68337333,68338502,ES,False,95,880
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,483,911
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,876,1225
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,699,1225
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,15,145
ENSG00000026025.15,chr10,17229230,17229985,TSS,True,19,134
ENSG00000157326.18,chr14,23960003,23967210,ES,False,34,217
ENSG00000157326.18,chr14,23953582,23953916,TSS,True,87,246
ENSG00000157326.18,chr14,23955033,23955212,TSS,True,165,246
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,27,132
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,47,114
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,71,121
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,99,115
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,55,115
ENSG00000100938.17,chr14,24238588,24239244,PAS,True,12,109
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,18,138
ENSG00000020426.10,chr14,60968228,60969960,PAS,True,23,163
ENSG00000100522.9,chr14,52791427,52791684,TSS,True,15,125
ENSG00000165506.14,chr14,49626048,49633286,ES,True,57,126
ENSG00000165506.14,chr14,49623698,49626048,PAS,False,18,144
ENSG00000165506.14,chr14,49633286,49634357,TSS,False,16,146
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,248,281
ENSG00000100883.11,chr14,34982657,34983215,TSS,True,194,348
ENSG00000100883.11,chr14,35022916,35023080,TSS,True,173,341
ENSG00000133997.11,chr14,70592988,70593295,IR,False,115,137
ENSG00000133997.11,chr14,70581252,70584943,PAS,True,21,141
ENSG00000133997.11,chr14,70592479,70593378,PAS,True,120,140
ENSG00000133997.11,chr14,70600615,70600764,TSS,True,22,153
ENSG00000129484.13,chr14,20357149,20357637,ES,False,19,136
ENSG00000129484.13,chr14,20357520,20357637,IR,False,113,129
ENSG00000129484.13,chr14,20343565,20343687,TSS,True,19,157
ENSG00000129484.13,chr14,20357637,20357912,PAS,True,18,154
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1569,1853
ENSG00000092199.17,chr14,21234229,21269297,ES,False,854,1826
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,516,2352
ENSG00000092199.17,chr14,21212959,21213046,TSS,True,1944,2348
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,230,289
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,173,403
ENSG00000172590.18,chr14,22829940,22830052,IR,False,173,252
ENSG00000172590.18,chr14,22829886,22829948,TSS,True,452,506
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,100,506
ENSG00000100591.7,chr14,77458025,77458269,TSS,True,34,234
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,53,268
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,216,241
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,209,244
ENSG00000119707.13,chr14,73103191,73103334,PAS,True,107,224
ENSG00000100908.13,chr14,24139614,24140888,3AS,False,118,145
ENSG00000100908.13,chr14,24141316,24141437,IR,False,67,137
ENSG00000100908.13,chr14,24141106,24141620,TSS,True,84,149
ENSG00000100908.13,chr14,24141437,24141608,TSS,True,81,149
ENSG00000165588.16,chr14,56804339,56805359,3AS,False,490,565
ENSG00000165588.16,chr14,56805359,56805667,TSS,True,252,682
ENSG00000165588.16,chr14,56810375,56810479,TSS,False,503,684
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,84,172
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,151,171
ENSG00000092201.9,chr14,21370798,21372044,PAS,True,146,166
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,47,201
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,120,138
ENSG00000100714.15,chr14,64417883,64418024,TSS,True,109,137
ENSG00000100714.15,chr14,64440149,64440266,TSS,False,62,131
ENSG00000100714.15,chr14,64459758,64460048,PAS,True,14,136
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,32,172
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,214,433
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,199,603
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,419,603
ENSG00000100473.16,chr14,30874591,30874915,IR,False,68,102
ENSG00000100473.16,chr14,30874205,30874972,TSS,True,110,144
ENSG00000100473.16,chr14,30874247,30874591,TSS,True,76,144
ENSG00000100473.16,chr14,30885463,30885620,TSS,True,115,143
ENSG00000100568.10,chr14,67674374,67674899,TSS,True,19,148
ENSG00000165948.10,chr14,94081449,94096886,3AS,False,85,122
ENSG00000165948.10,chr14,94096965,94100738,ES,False,76,114
ENSG00000165948.10,chr14,94101975,94102476,5AS,False,99,116
ENSG00000165795.23,chr14,21022497,21023240,ES,False,40,105
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,64,140
ENSG00000165389.6,chr14,34462095,34462264,TSS,False,29,155
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,35,334
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,224,919
ENSG00000119632.3,chr14,94129557,94129676,TSS,True,34,119
ENSG00000119632.3,chr14,94128513,94128560,TSS,True,107,119
ENSG00000119632.3,chr14,94129261,94129509,TSS,True,98,119
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,1051,1310
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,367,1218
ENSG00000080824.18,chr14,102083792,102084006,TSS,True,362,403
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,151,1281
ENSG00000140025.15,chr14,89954585,89954749,TSS,True,21,149
ENSG00000140105.17,chr14,100361921,100376259,ES,False,19,125
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,37,162
ENSG00000092140.15,chr14,30558730,30559272,TSS,True,50,135
ENSG00000100906.10,chr14,35403689,35403997,TSS,True,59,119
ENSG00000100906.10,chr14,35402393,35402446,TSS,True,104,119
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,44,208
ENSG00000119650.12,chr14,76082367,76082616,IR,False,147,164
ENSG00000119650.12,chr14,75985752,75985840,TSS,False,30,179
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,31,154
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,39,185
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,358,1587
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,739,1849
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,1492,1849
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,196,1677
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,133,437
ENSG00000119688.20,chr14,74289519,74290290,ES,False,15,103
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,47,140
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,136,531
ENSG00000100823.11,chr14,20455338,20455577,IR,False,136,169
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,417,802
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,665,802
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,661,802
PB_novel_215498,chr14,74326220,74349763,ES,True,38,103
PB_novel_215498,chr14,74325343,74325762,PAS,True,16,115
PB_novel_215498,chr14,74314115,74314294,PAS,True,103,116
ENSG00000100526.19,chr14,54397077,54401523,ES,False,22,133
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,179,277
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,118,277
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,193,261
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,75,266
ENSG00000092108.20,chr14,30622399,30630476,ES,False,16,149
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,46,198
ENSG00000092108.20,chr14,30690340,30690577,TSS,True,161,183
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,112,556
ENSG00000155463.12,chr14,22771311,22771348,TSS,True,474,554
ENSG00000165898.13,chr14,74493733,74493845,TSS,True,45,315
ENSG00000092208.17,chr14,39114395,39114828,5AS,False,14,111
ENSG00000092208.17,chr14,39122543,39128279,ES,False,16,108
ENSG00000092208.17,chr14,39114268,39114475,TSS,True,18,113
ENSG00000092208.17,chr14,39114299,39114395,TSS,False,98,113
ENSG00000100445.17,chr14,24442260,24442345,IR,False,207,239
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,97,286
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,28,146
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,21,134
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,41,170
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,49,199
ENSG00000165525.17,chr14,49828787,49829053,3AS,False,15,120
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,27,127
ENSG00000165525.17,chr14,49828695,49828787,PAS,True,112,127
ENSG00000165525.17,chr14,49852694,49853081,TSS,True,26,148
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,120,143
ENSG00000100836.10,chr14,23321906,23322295,TSS,True,113,143
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,105,128
ENSG00000183576.12,chr14,99405204,99405356,TSS,True,31,127
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,18,120
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,20,122
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,104,122
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,117,174
ENSG00000165792.17,chr14,20994901,20995164,IR,False,157,188
ENSG00000165792.17,chr14,20996711,20996784,IR,False,136,181
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,26,197
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,60,197
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,146,191
ENSG00000166165.12,chr14,103522022,103522833,TSS,True,135,178
ENSG00000166165.12,chr14,103521817,103521986,TSS,True,150,178
ENSG00000166165.12,chr14,103520468,103521403,TSS,True,135,178
ENSG00000116478.11,chr1,32292072,32292218,TSS,True,66,251
ENSG00000179085.7,chr1,155140245,155140490,3AS,False,80,114
ENSG00000179085.7,chr1,155139890,155140245,PAS,False,46,126
ENSG00000179085.7,chr1,155139890,155140271,PAS,True,80,114
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,88,108
ENSG00000176261.15,chr1,32627544,32633644,ES,False,80,202
ENSG00000176261.15,chr1,32634072,32634767,5AS,False,109,127
ENSG00000176261.15,chr1,32634072,32634767,3AS,False,109,142
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,145,176
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,63,243
ENSG00000176261.15,chr1,32650428,32650999,TSS,True,215,243
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,131,399
ENSG00000134375.10,chr1,201957279,201957380,TSS,True,306,399
ENSG00000116212.14,chr1,53946549,53951985,ES,False,63,112
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,41,147
ENSG00000131238.17,chr1,40097114,40097257,TSS,False,251,481
ENSG00000131238.17,chr1,40078559,40078658,TSS,True,250,480
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,84,338
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,254,333
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,98,426
ENSG00000152904.11,chr1,235328569,235328778,TSS,True,22,186
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,34,131
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,15,113
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,51,113
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,63,109
ENSG00000118298.11,chr1,150257237,150258207,TSS,True,11,107
ENSG00000118298.11,chr1,150264560,150265085,PAS,True,86,107
ENSG00000118298.11,chr1,150264592,150265083,PAS,True,30,107
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,340,392
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,72,392
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,103,510
ENSG00000143222.11,chr1,161157693,161158411,ES,False,39,364
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,1026,3268
ENSG00000116251.10,chr1,6192929,6193003,TSS,True,2459,3268
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,151,693
ENSG00000067533.5,chr1,218285289,218285455,TSS,True,23,145
ENSG00000116350.16,chr1,29159373,29159483,TSS,True,82,103
ENSG00000274265.4,chr1,149250564,149251069,PAS,False,26,117
ENSG00000158716.8,chr1,159780961,159780993,TSS,False,49,112
ENSG00000158716.8,chr1,159780998,159781367,TSS,True,78,112
ENSG00000158716.8,chr1,159780951,159781000,TSS,True,100,112
ENSG00000143228.12,chr1,163321888,163322066,TSS,True,55,113
ENSG00000143228.12,chr1,163321868,163322212,TSS,True,80,113
ENSG00000143228.12,chr1,163355334,163356014,PAS,True,16,113
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,32,220
ENSG00000163875.15,chr1,37495918,37501803,ES,False,151,168
ENSG00000143183.16,chr1,165768269,165768758,5AS,False,23,209
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,86,267
ENSG00000143183.16,chr1,165759524,165759584,TSS,True,231,265
ENSG00000162755.13,chr1,161098328,161098404,TSS,False,70,103
ENSG00000162755.13,chr1,161098361,161099062,TSS,True,55,103
ENSG00000162755.13,chr1,161098393,161098481,TSS,True,85,103
ENSG00000163879.10,chr1,37556931,37557075,TSS,True,50,128
ENSG00000163879.10,chr1,37562174,37562245,TSS,True,105,128
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,304,427
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,368,427
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,287,427
ENSG00000116670.14,chr1,11676847,11677436,TSS,True,338,427
ENSG00000234741.7,chr1,173864304,173864674,3AS,False,94,105
ENSG00000234741.7,chr1,173864304,173864674,IR,False,94,145
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,470,1267
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,43,253
ENSG00000117650.12,chr1,211663628,211667105,3AS,False,33,146
ENSG00000117650.12,chr1,211662771,211663652,PAS,True,47,160
ENSG00000117650.12,chr1,211662770,211663628,PAS,True,127,160
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,147,229
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,84,224
ENSG00000160049.11,chr1,10472322,10472582,TSS,True,82,243
ENSG00000160049.11,chr1,10467189,10467283,TSS,True,182,242
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,54,367
ENSG00000143033.17,chr1,93079531,93110314,3AS,True,13,117
ENSG00000143033.17,chr1,93127299,93133702,ES,False,21,146
ENSG00000143033.17,chr1,93079194,93079531,TSS,True,95,213
ENSG00000143033.17,chr1,93115463,93115618,TSS,True,139,212
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,97,197
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,144,197
ENSG00000143033.17,chr1,93119332,93120321,PAS,True,167,193
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,117,813
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,548,1175
ENSG00000143420.18,chr1,150629060,150629153,TSS,True,1023,1175
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,47,110
ENSG00000162433.14,chr1,65148140,65149140,TSS,False,86,110
ENSG00000153187.19,chr1,244855423,244855574,TSS,True,40,105
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,192,264
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,50,266
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,225,266
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,146,556
ENSG00000180098.9,chr1,28553004,28553137,TSS,True,24,211
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,200,650
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,579,650
ENSG00000084623.11,chr1,32226463,32226530,TSS,True,551,648
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,98,109
ENSG00000116353.15,chr1,29230730,29230958,TSS,True,17,131
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,34,268
ENSG00000162627.16,chr1,98661552,98661911,TSS,True,75,174
ENSG00000162627.16,chr1,98698760,98698905,TSS,True,106,173
ENSG00000143252.14,chr1,161314378,161314425,TSS,True,73,501
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,29,156
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,301,373
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,333,660
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,333,444
ENSG00000160752.14,chr1,155308965,155310063,IR,False,333,405
ENSG00000160752.14,chr1,155309076,155310063,3AS,False,111,182
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,288,956
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,774,956
ENSG00000004487.16,chr1,23080705,23081573,TSS,True,24,102
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,33,155
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,81,104
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,51,155
ENSG00000067334.13,chr1,93872071,93872236,TSS,True,101,124
ENSG00000067334.13,chr1,93876267,93877864,TSS,True,110,131
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,100,141
ENSG00000116729.13,chr1,68232193,68232566,TSS,True,84,141
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,33,123
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,107,780
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,47,163
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,146,236
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,197,236
ENSG00000117419.15,chr1,44319627,44319746,TSS,False,198,236
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,184,236
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,281,332
ENSG00000171735.18,chr1,6785575,6825091,ES,False,36,227
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,31,235
ENSG00000143612.20,chr1,154214574,154220341,ES,False,184,263
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,65,334
ENSG00000240563.1,chr1,62194704,62194921,TSS,False,23,212
ENSG00000240563.1,chr1,62206518,62207583,PAS,True,126,192
ENSG00000240563.1,chr1,62209782,62212328,PAS,False,134,193
ENSG00000240563.1,chr1,62234867,62235060,PAS,True,186,212
ENSG00000240563.1,chr1,62234778,62235063,PAS,True,177,212
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,20,106
ENSG00000121851.12,chr1,145964627,145964768,TSS,True,21,101
ENSG00000230623.5,chr1,200411962,200473908,ES,False,105,120
ENSG00000230623.5,chr1,200411648,200411962,TSS,True,28,175
ENSG00000230623.5,chr1,200473908,200475184,PAS,True,45,149
ENSG00000230623.5,chr1,200415364,200415550,PAS,False,122,148
ENSG00000132698.14,chr1,156061443,156068269,ES,False,38,215
ENSG00000131778.18,chr1,147242617,147242830,TSS,True,39,113
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,17,112
ENSG00000157916.19,chr1,2391958,2395783,ES,False,130,151
ENSG00000266472.5,chr1,150293898,150294334,IR,True,487,666
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,214,709
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,531,709
ENSG00000049089.14,chr1,40317122,40317379,TSS,True,75,124
ENSG00000117335.19,chr1,207752036,207752309,TSS,True,36,131
ENSG00000117335.19,chr1,207793518,207795515,PAS,True,51,101
ENSG00000117335.19,chr1,207761248,207761282,PAS,True,63,100
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,77,141
ENSG00000171793.14,chr1,41008673,41008714,TSS,True,72,138
ENSG00000143742.12,chr1,225783368,225789239,ES,False,1740,2057
ENSG00000009307.15,chr1,114736855,114737962,ES,False,112,141
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,110,253
ENSG00000009307.15,chr1,114720538,114720718,TSS,True,211,238
ENSG00000121310.16,chr1,52896597,52899173,ES,False,19,105
ENSG00000121310.16,chr1,52894955,52896597,PAS,True,13,121
ENSG00000121310.16,chr1,52921552,52921860,TSS,False,26,122
ENSG00000121310.16,chr1,52907867,52907918,TSS,True,107,119
ENSG00000163156.11,chr1,151166203,151166470,5AS,False,96,111
ENSG00000163156.11,chr1,151165650,151166203,TSS,False,22,119
ENSG00000163156.11,chr1,151166045,151166252,TSS,True,104,119
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,154,1039
ENSG00000159377.10,chr1,151399546,151399727,TSS,True,75,361
ENSG00000159377.10,chr1,151399996,151400187,TSS,True,305,361
ENSG00000069275.12,chr1,205719673,205720500,3AS,True,70,393
ENSG00000069275.12,chr1,205713349,205718479,PAS,True,218,407
ENSG00000069275.12,chr1,205719553,205719676,PAS,True,233,406
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,48,442
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,382,979
