gene,chr,start,end,splice_type,novel,H1_ENCFF730QOA_in_cov,H1_ENCFF730QOA_total_cov
ENSG00000197111.15,chr12,53455458,53455493,TSS,True,389,477
ENSG00000123297.17,chr12,57782746,57782858,TSS,False,36,155
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,89,195
ENSG00000111011.17,chr12,122519029,122521384,3AS,False,147,165
ENSG00000111011.17,chr12,122526847,122527009,TSS,True,52,222
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,27,130
ENSG00000213782.7,chr12,12813342,12813454,TSS,True,33,147
ENSG00000075415.12,chr12,98593740,98593978,IR,False,53,109
ENSG00000111581.9,chr12,68686883,68687073,TSS,True,28,101
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,1378,4888
ENSG00000111716.12,chr12,21654542,21654686,TSS,False,4315,4888
ENSG00000139637.13,chr12,53299694,53299953,TSS,True,13,120
ENSG00000135486.17,chr12,54282874,54283811,ES,False,8485,9537
ENSG00000135486.17,chr12,54280692,54280822,TSS,True,4716,10281
ENSG00000135486.17,chr12,54282571,54282665,TSS,True,9112,10271
ENSG00000135486.17,chr12,54282798,54282874,TSS,True,7734,10271
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,125,312
ENSG00000059804.15,chr12,7925843,7925881,TSS,True,249,304
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,154,205
ENSG00000198015.12,chr12,93467482,93467554,TSS,True,23,228
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,46,107
ENSG00000094916.15,chr12,54252045,54252227,PAS,False,85,107
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,34,115
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,165,909
ENSG00000234608.7,chr12,111840003,111841326,3AS,True,42,100
ENSG00000234608.7,chr12,111841470,111841683,IR,False,16,119
ENSG00000234608.7,chr12,111839767,111840003,PAS,False,68,134
ENSG00000234608.7,chr12,111839767,111840477,PAS,True,74,134
ENSG00000234608.7,chr12,111841326,111841964,TSS,True,30,132
ENSG00000234608.7,chr12,111841683,111841948,TSS,True,114,134
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,88,196
ENSG00000166986.14,chr12,57512022,57512103,TSS,True,160,192
ENSG00000139146.13,chr12,31298224,31326023,ES,True,181,234
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,41,276
ENSG00000111144.9,chr12,96003064,96006313,ES,False,114,430
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,21,150
ENSG00000176485.11,chr11,63614068,63614384,IR,True,71,187
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,91,212
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,140,212
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,299,341
ENSG00000173933.20,chr11,66640123,66646026,ES,False,93,351
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,140,440
ENSG00000110200.8,chr11,72111281,72111411,3AS,False,33,117
ENSG00000110200.8,chr11,72111286,72111441,5AS,False,17,101
ENSG00000110200.8,chr11,72112649,72112788,TSS,True,26,156
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,31,292
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,75,434
ENSG00000133316.15,chr11,62839428,62839506,IR,False,145,167
ENSG00000133316.15,chr11,62839506,62840399,TSS,True,39,182
ENSG00000133316.15,chr11,62839321,62839602,TSS,True,160,182
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,19,188
ENSG00000159063.12,chr11,78139493,78139696,TSS,True,16,116
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,340,2788
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,146,167
ENSG00000149357.9,chr11,72103182,72103310,TSS,True,27,184
ENSG00000150779.11,chr11,112085462,112086639,ES,False,216,249
ENSG00000173992.8,chr11,66599253,66599458,IR,False,94,122
ENSG00000173992.8,chr11,66593128,66593300,TSS,True,16,134
ENSG00000255717.6,chr11,62853833,62854017,IR,False,168,188
ENSG00000255717.6,chr11,62855864,62855922,TSS,False,88,272
ENSG00000148985.19,chr11,3808530,3808651,TSS,True,41,115
ENSG00000137500.9,chr11,83274740,83280140,ES,False,28,104
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,82,119
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,65,119
ENSG00000110619.17,chr11,3001248,3001969,5AS,False,82,112
ENSG00000110619.17,chr11,3000919,3001248,PAS,True,14,126
ENSG00000110619.17,chr11,3057342,3057462,TSS,True,15,129
ENSG00000149257.14,chr11,75562085,75562319,TSS,False,247,324
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,102,141
ENSG00000168000.14,chr11,62707108,62709676,TSS,True,75,141
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,358,401
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,55,413
ENSG00000109929.9,chr11,121292726,121292816,TSS,True,16,112
ENSG00000085063.15,chr11,33722463,33736381,ES,False,87,101
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,31,132
ENSG00000085063.15,chr11,33722378,33722467,TSS,True,110,132
ENSG00000110492.15,chr11,46381653,46381758,TSS,True,64,278
ENSG00000168496.3,chr11,61792650,61793028,TSS,False,17,115
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,47,179
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,146,163
ENSG00000109881.16,chr11,27337119,27339035,PAS,True,50,113
ENSG00000109881.16,chr11,27341392,27341550,PAS,True,99,113
ENSG00000109881.16,chr11,27348471,27350439,PAS,True,81,111
ENSG00000168439.16,chr11,64186053,64186270,TSS,True,36,224
ENSG00000167770.11,chr11,63996648,63996856,IR,False,324,398
ENSG00000109919.9,chr11,47634734,47638698,ES,False,42,342
ENSG00000109919.9,chr11,47642378,47642697,TSS,True,39,352
ENSG00000117984.13,chr11,1763791,1763988,TSS,True,22,113
ENSG00000166181.12,chr11,43311954,43312196,TSS,True,23,106
ENSG00000089597.17,chr11,62626859,62626936,TSS,True,158,207
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,64,166
ENSG00000087365.15,chr11,66068006,66068045,TSS,True,117,144
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,33,163
ENSG00000166333.13,chr11,6603724,6603822,TSS,False,35,124
ENSG00000166333.13,chr11,6603742,6604360,TSS,True,106,124
ENSG00000165916.8,chr11,47426204,47426475,TSS,False,79,521
ENSG00000174547.13,chr11,66438259,66438709,5AS,False,45,128
ENSG00000174547.13,chr11,66438631,66438848,TSS,True,70,151
ENSG00000174547.13,chr11,66438709,66438846,TSS,True,105,151
ENSG00000137513.9,chr11,78574347,78574864,TSS,True,67,129
ENSG00000137513.9,chr11,78574828,78574874,TSS,False,89,129
ENSG00000137513.9,chr11,78571334,78574864,TSS,True,109,129
ENSG00000134333.13,chr11,18394559,18394636,TSS,False,74,287
ENSG00000175334.7,chr11,66002513,66003234,5AS,False,70,535
ENSG00000175334.7,chr11,66001802,66002513,TSS,True,510,581
ENSG00000175334.7,chr11,66002483,66002570,TSS,True,111,581
ENSG00000166012.16,chr11,93729979,93730447,PAS,True,37,115
ENSG00000166012.16,chr11,93735924,93736304,PAS,True,90,103
ENSG00000166012.16,chr11,93741321,93741536,TSS,True,21,120
ENSG00000171204.12,chr11,85628688,85631686,ES,False,122,258
ENSG00000213593.9,chr11,57737668,57738353,ES,False,54,177
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,186,1539
ENSG00000175550.7,chr11,65917434,65919543,TSS,True,20,136
ENSG00000168003.16,chr11,62855997,62856381,TSS,True,68,120
ENSG00000168003.16,chr11,62879988,62881447,TSS,True,70,120
ENSG00000151500.14,chr11,134248484,134249166,ES,False,70,158
ENSG00000151500.14,chr11,134252916,134253226,IR,False,113,145
ENSG00000151500.14,chr11,134252916,134253298,5AS,False,15,128
ENSG00000151500.14,chr11,134252839,134253395,TSS,True,135,166
ENSG00000151500.14,chr11,134253226,134253364,TSS,True,54,167
ENSG00000076043.9,chr11,114439385,114439675,TSS,True,33,218
ENSG00000126432.13,chr11,64321585,64321815,PAS,True,94,850
ENSG00000126432.13,chr11,64320660,64320767,PAS,True,759,847
ENSG00000173465.7,chr11,65570510,65570603,IR,False,104,122
ENSG00000173465.7,chr11,65570458,65570510,TSS,True,19,129
ENSG00000173465.7,chr11,65570462,65570755,TSS,True,113,129
ENSG00000173486.12,chr11,64240954,64241132,TSS,True,48,213
ENSG00000254934.5,chr11,27618023,27618111,IR,True,57,131
ENSG00000254934.5,chr11,27618023,27623949,ES,True,147,228
ENSG00000254934.5,chr11,27618023,27623949,3AS,False,147,242
ENSG00000254934.5,chr11,27618178,27623949,3AS,True,59,154
ENSG00000254934.5,chr11,27616478,27618023,PAS,False,177,418
ENSG00000177697.18,chr11,832731,833026,TSS,True,44,113
ENSG00000177697.18,chr11,832949,833022,TSS,True,98,113
ENSG00000110321.16,chr11,10796816,10797881,PAS,True,36,109
ENSG00000110321.16,chr11,10807347,10807381,PAS,True,90,102
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,30,129
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,578,3904
ENSG00000172757.12,chr11,65855934,65856244,TSS,True,3401,3904
ENSG00000185627.17,chr11,236519,237144,TSS,True,115,418
ENSG00000110435.11,chr11,34916571,34916815,TSS,True,13,102
ENSG00000137509.10,chr11,82900234,82900506,TSS,True,15,121
ENSG00000177830.17,chr11,884169,899339,ES,False,22,116
ENSG00000177830.17,chr11,910774,910894,TSS,True,24,121
ENSG00000181924.6,chr11,73873394,73876756,ES,True,106,126
ENSG00000181924.6,chr11,73876756,73876885,TSS,True,18,145
ENSG00000149136.8,chr11,57327425,57327512,TSS,True,83,126
ENSG00000149136.8,chr11,57328296,57329305,TSS,True,107,126
ENSG00000278615.4,chr11,62665130,62665210,TSS,False,35,306
ENSG00000067048.16,chrY,12904810,12904981,TSS,True,79,101
ENSG00000067048.16,chrY,12917498,12917542,TSS,True,44,101
ENSG00000129824.15,chrY,2841567,2841627,TSS,False,75,405
ENSG00000104907.12,chr19,13105396,13105486,IR,False,83,111
ENSG00000104907.12,chr19,13109838,13110157,ES,False,22,111
ENSG00000104907.12,chr19,13116652,13118797,TSS,False,26,125
ENSG00000257103.8,chr19,34221738,34227364,ES,False,74,109
ENSG00000257103.8,chr19,34172417,34172763,TSS,True,109,143
ENSG00000257103.8,chr19,34221629,34221738,TSS,True,103,143
ENSG00000257103.8,chr19,34219412,34219573,TSS,True,103,143
ENSG00000231205.11,chr19,20409024,20424785,3AS,False,18,118
ENSG00000231205.11,chr19,20409028,20424785,3AS,True,11,100
ENSG00000231205.11,chr19,20404962,20406132,PAS,True,25,126
ENSG00000231205.11,chr19,20338143,20341101,PAS,True,111,126
ENSG00000170906.15,chr19,54106011,54106810,ES,False,377,427
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,90,433
ENSG00000170906.15,chr19,54102871,54103188,TSS,True,361,433
ENSG00000179115.10,chr19,12933549,12933738,TSS,True,31,210
ENSG00000130811.11,chr19,10119839,10120916,TSS,False,64,222
ENSG00000130811.11,chr19,10118867,10119659,TSS,True,174,222
ENSG00000105254.11,chr19,36114962,36115674,TSS,True,23,218
ENSG00000160633.12,chr19,5623030,5623394,TSS,True,31,101
ENSG00000099622.13,chr19,1274440,1274648,IR,False,96,118
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,92,398
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,120,351
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,301,397
ENSG00000130312.6,chr19,17292548,17292854,TSS,True,154,173
ENSG00000130312.6,chr19,17305825,17305957,TSS,True,29,169
ENSG00000130332.14,chr19,2324192,2328386,3AS,False,62,551
ENSG00000130175.9,chr19,11447597,11447692,5AS,False,119,166
ENSG00000130175.9,chr19,11435604,11435706,TSS,True,53,224
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,104,251
ENSG00000105220.15,chr19,34378931,34379005,TSS,False,170,251
ENSG00000105700.10,chr19,18557761,18557914,TSS,True,26,216
ENSG00000142546.13,chr19,49580514,49580578,TSS,True,60,286
ENSG00000142546.13,chr19,49556874,49557011,TSS,True,231,284
ENSG00000179271.2,chr19,12956862,12957224,TSS,False,101,119
ENSG00000183207.13,chr19,48993533,48993923,TSS,True,121,414
ENSG00000183207.13,chr19,49007215,49007368,TSS,True,366,411
ENSG00000105402.7,chr19,47487634,47488389,PAS,True,14,103
ENSG00000105402.7,chr19,47514842,47515101,TSS,True,14,103
ENSG00000087088.19,chr19,48954855,48954962,TSS,False,54,145
ENSG00000105379.9,chr19,51366269,51366403,TSS,True,19,138
ENSG00000170889.13,chr19,54200893,54201159,5AS,False,154,225
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,729,3422
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,70,203
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,50,239
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,880,1058
ENSG00000167658.15,chr19,3977214,3977333,TSS,True,443,1024
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,114,332
ENSG00000104872.10,chr19,49451484,49453483,TSS,True,33,239
ENSG00000105341.18,chr19,41432408,41433536,ES,False,109,159
ENSG00000105341.18,chr19,41433673,41438217,ES,False,44,162
ENSG00000105341.18,chr19,41439881,41439939,TSS,True,114,266
ENSG00000105518.13,chr19,11345628,11346126,3AS,False,143,186
ENSG00000105518.13,chr19,11346126,11346295,TSS,True,48,234
ENSG00000104979.8,chr19,13774454,13774574,TSS,True,41,233
ENSG00000104979.8,chr19,13774459,13774707,TSS,True,204,233
ENSG00000125652.7,chr19,6372762,6373024,TSS,False,19,128
ENSG00000095059.15,chr19,12681559,12681898,TSS,True,40,154
ENSG00000160014.16,chr19,46600992,46601437,TSS,True,41,127
ENSG00000105048.16,chr19,55145565,55146680,ES,False,102,171
ENSG00000105048.16,chr19,55146680,55146986,TSS,True,78,231
ENSG00000172270.19,chr19,572512,572701,TSS,True,297,1667
ENSG00000172270.19,chr19,576314,579656,TSS,True,1403,1667
ENSG00000142230.11,chr19,47130795,47131028,TSS,True,135,577
ENSG00000142230.11,chr19,47203693,47203740,TSS,True,511,570
ENSG00000105373.18,chr19,47753708,47755523,TSS,False,122,136
ENSG00000105373.18,chr19,47756707,47756744,TSS,True,19,136
ENSG00000128626.11,chr19,38930998,38931275,5AS,True,131,238
ENSG00000128626.11,chr19,38930998,38931275,IR,False,131,151
ENSG00000128626.11,chr19,38931171,38931275,IR,False,107,127
ENSG00000128626.11,chr19,38930940,38930998,TSS,False,136,267
ENSG00000128626.11,chr19,38930968,38931171,TSS,False,159,267
ENSG00000105393.15,chr19,17267527,17268793,3AS,False,140,188
ENSG00000105393.15,chr19,17267397,17267527,TSS,True,32,223
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,34,227
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,161,220
ENSG00000129351.17,chr19,10654781,10655123,TSS,False,185,220
ENSG00000129351.17,chr19,10681218,10681457,PAS,True,24,118
ENSG00000129351.17,chr19,10684415,10685772,PAS,True,115,131
ENSG00000129351.17,chr19,10689178,10692419,PAS,True,149,199
ENSG00000089327.14,chr19,35154711,35154809,TSS,True,30,207
ENSG00000127445.13,chr19,9835304,9835402,TSS,True,21,208
ENSG00000161249.20,chr19,35497538,35498715,ES,False,102,144
ENSG00000161249.20,chr19,35497538,35498715,5AS,False,102,124
ENSG00000161249.20,chr19,35500029,35500532,ES,False,140,169
ENSG00000161249.20,chr19,35505986,35509910,ES,False,152,214
ENSG00000161249.20,chr19,35505986,35510183,ES,False,151,372
ENSG00000161249.20,chr19,35510252,35510370,IR,False,141,240
ENSG00000161249.20,chr19,35510252,35510378,5AS,False,152,293
ENSG00000161249.20,chr19,35510252,35510378,IR,False,152,251
ENSG00000161249.20,chr19,35497216,35497538,PAS,True,257,428
ENSG00000161249.20,chr19,35503302,35503447,PAS,True,173,411
ENSG00000161249.20,chr19,35510378,35510543,TSS,True,276,428
ENSG00000161249.20,chr19,35510183,35510522,TSS,True,327,428
ENSG00000161249.20,chr19,35510370,35510544,TSS,True,287,428
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,69,104
ENSG00000079999.13,chr19,10489647,10489795,TSS,True,92,104
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,468,732
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,360,834
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,572,834
ENSG00000133265.10,chr19,55280034,55280365,TSS,False,22,127
ENSG00000129354.11,chr19,10581265,10581371,TSS,True,32,104
ENSG00000105677.11,chr19,35545599,35545816,TSS,True,16,155
ENSG00000205155.7,chr19,35745596,35745700,TSS,True,13,127
ENSG00000167645.16,chr19,38309643,38315746,5AS,False,19,118
ENSG00000167645.16,chr19,38309643,38315868,5AS,False,78,110
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,208,240
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,162,240
ENSG00000167645.16,chr19,38315716,38315855,TSS,True,178,240
ENSG00000167645.16,chr19,38315722,38315909,TSS,False,203,240
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,66,359
ENSG00000104823.8,chr19,38831077,38831273,TSS,True,306,359
ENSG00000079462.7,chr19,42302325,42302436,IR,False,136,289
ENSG00000079462.7,chr19,42302231,42302666,TSS,True,174,328
ENSG00000079462.7,chr19,42302436,42302792,TSS,True,191,328
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,105,953
ENSG00000064666.14,chr19,1026557,1026724,TSS,True,42,174
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,100,158
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,90,158
ENSG00000130724.8,chr19,58554044,58554984,TSS,True,140,157
ENSG00000083845.8,chr19,58387244,58387339,TSS,False,112,949
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,189,1612
ENSG00000142252.10,chr19,45079244,45079279,TSS,True,110,130
ENSG00000142252.10,chr19,45079269,45079377,TSS,True,43,130
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,71,675
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,177,774
ENSG00000130165.10,chr19,11559190,11559260,TSS,True,26,250
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,55,208
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,163,208
ENSG00000167747.14,chr19,50798958,50799293,IR,False,242,269
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,40,299
ENSG00000130208.9,chr19,44914669,44914733,TSS,True,25,170
ENSG00000130208.9,chr19,44914726,44914949,TSS,True,150,170
ENSG00000105401.8,chr19,10395343,10395434,IR,False,171,215
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,42,254
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,17,142
ENSG00000126457.21,chr19,49679925,49680486,5AS,False,126,141
ENSG00000099783.11,chr19,8465362,8465479,IR,False,374,672
ENSG00000099783.11,chr19,8474244,8485602,ES,False,122,811
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,345,1031
ENSG00000099783.11,chr19,8474164,8474244,TSS,True,891,1011
ENSG00000171311.12,chr10,97445954,97446017,TSS,True,15,137
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,220,420
ENSG00000154473.17,chr10,123154277,123154485,TSS,True,64,443
ENSG00000154473.17,chr10,123160439,123160565,TSS,True,393,438
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,237,437
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,221,443
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,59,137
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,116,136
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,59,198
ENSG00000166197.16,chr10,102160490,102161093,TSS,False,140,181
ENSG00000166197.16,chr10,102162110,102163871,PAS,True,56,183
ENSG00000166197.16,chr10,102161555,102163870,PAS,True,143,181
ENSG00000182180.13,chr10,73249318,73251762,3AS,False,16,124
ENSG00000182180.13,chr10,73248844,73250991,PAS,True,18,126
ENSG00000182180.13,chr10,73248842,73249318,PAS,False,110,126
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,80,123
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,45,121
ENSG00000172586.7,chr10,73782049,73782199,TSS,True,32,291
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,101,117
ENSG00000156515.23,chr10,69369439,69369624,TSS,True,102,116
ENSG00000156515.23,chr10,69391884,69392308,TSS,False,93,111
ENSG00000156515.23,chr10,69398677,69398828,TSS,True,57,111
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,79,128
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,16,151
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,80,406
ENSG00000151465.13,chr10,12195956,12196319,TSS,True,213,798
ENSG00000151465.13,chr10,12246144,12246277,TSS,True,605,787
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,27,161
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,71,110
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,73,116
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,113,253
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,33,306
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,18,102
ENSG00000122958.14,chr10,69124162,69124280,TSS,True,15,105
ENSG00000122952.16,chr10,56358185,56358376,IR,False,144,161
ENSG00000122952.16,chr10,56358687,56358908,IR,False,21,147
ENSG00000122952.16,chr10,56359853,56360017,IR,False,133,149
ENSG00000122952.16,chr10,56360141,56360292,IR,False,131,150
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,25,168
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,47,198
ENSG00000107833.10,chr10,101783272,101783413,TSS,True,27,131
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,23,132
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,29,218
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,44,141
ENSG00000173915.15,chr10,103392466,103396408,ES,False,210,257
ENSG00000265354.3,chr10,45971801,45972730,TSS,False,38,368
ENSG00000165512.4,chr10,45000910,45000978,TSS,False,66,202
ENSG00000067064.11,chr10,1043393,1048863,ES,False,107,287
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,42,330
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,45,154
ENSG00000108055.9,chr10,110583381,110583548,TSS,True,113,129
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,97,127
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,114,151
ENSG00000108055.9,chr10,110583383,110583540,PAS,True,94,110
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,109,126
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,88,126
ENSG00000108064.10,chr10,58385400,58385648,TSS,True,74,187
ENSG00000108064.10,chr10,58388688,58388819,TSS,True,140,160
ENSG00000108064.10,chr10,58394354,58394414,TSS,True,126,159
ENSG00000108064.10,chr10,58394927,58399220,PAS,True,28,176
ENSG00000108064.10,chr10,58388669,58388819,PAS,True,90,113
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,62,459
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,405,461
ENSG00000119969.14,chr10,94545907,94546376,5AS,False,50,120
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,88,138
ENSG00000119969.14,chr10,94545763,94545952,TSS,True,69,138
ENSG00000119969.14,chr10,94562690,94562727,PAS,True,74,120
ENSG00000119969.14,chr10,94601527,94603026,PAS,True,85,130
ENSG00000119969.14,chr10,94554125,94554249,PAS,True,102,120
ENSG00000107937.18,chr10,987862,988527,TSS,True,15,118
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,18,111
ENSG00000107937.18,chr10,1012464,1012622,PAS,True,98,109
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,141,237
ENSG00000086475.14,chr10,13344757,13347698,TSS,True,181,237
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,33,178
ENSG00000148688.13,chr10,90905301,90908556,PAS,True,154,178
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,150,310
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,217,317
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,279,313
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,193,385
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,268,375
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,23,117
ENSG00000213551.4,chr10,73246687,73248156,TSS,True,103,117
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,48,122
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,90,122
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,17,117
ENSG00000166295.8,chr10,72223887,72224154,PAS,True,94,106
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,150,168
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,234,384
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,296,384
ENSG00000165637.13,chr10,75210627,75210938,TSS,True,85,640
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,38,113
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,23,138
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,157,309
ENSG00000165732.12,chr10,68982542,68985153,PAS,True,62,183
ENSG00000165732.12,chr10,68959805,68960117,PAS,True,96,153
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,503,964
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,501,1000
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,887,1347
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,841,1347
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,29,100
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,42,129
ENSG00000100938.17,chr14,24238588,24239244,PAS,True,14,126
ENSG00000020426.10,chr14,60734680,60734951,TSS,True,15,142
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,148,1112
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,66,495
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,180,216
ENSG00000119655.10,chr14,74493192,74493346,TSS,True,68,599
ENSG00000100883.11,chr14,34982657,34983215,TSS,True,61,147
ENSG00000100883.11,chr14,35022916,35023080,TSS,True,94,140
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1026,1363
ENSG00000092199.17,chr14,21234229,21269297,ES,False,433,1349
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,250,1611
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,158,185
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,95,253
ENSG00000172590.18,chr14,22829940,22830052,IR,False,95,135
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,55,309
ENSG00000100591.7,chr14,77458025,77458269,TSS,True,45,223
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,32,162
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,134,153
ENSG00000119707.13,chr14,73105858,73106082,PAS,True,127,151
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,123,153
ENSG00000119707.13,chr14,73103191,73103334,PAS,True,84,136
ENSG00000100908.13,chr14,24141106,24141620,TSS,True,59,101
ENSG00000100908.13,chr14,24141437,24141608,TSS,True,49,101
ENSG00000165501.16,chr14,49602468,49614255,ES,False,67,116
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,143,164
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,72,162
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,145,162
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,33,181
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,211,307
