gene,chr,start,end,splice_type,novel,chondrocyte_ENCFF439BVT_in_cov,chondrocyte_ENCFF439BVT_total_cov
ENSG00000100359.20,chr22,40409018,40409249,IR,False,131,166
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,21,191
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,26,180
ENSG00000128245.14,chr22,31944515,31944820,TSS,True,75,520
ENSG00000100239.15,chr22,50372150,50393892,ES,False,120,135
ENSG00000100239.15,chr22,50436452,50437505,ES,False,74,144
ENSG00000197694.15,chr9,128591625,128594174,ES,False,95,113
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,92,181
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,19,128
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,285,536
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,342,595
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,304,595
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,27,143
ENSG00000160408.14,chr9,127896332,127899502,ES,False,76,129
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,22,151
ENSG00000097007.17,chr9,130834777,130835525,TSS,False,50,122
ENSG00000107372.12,chr9,72360787,72364695,ES,False,69,138
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,38,229
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,206,229
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,30,251
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,138,204
ENSG00000148180.19,chr9,121281562,121301962,ME,False,245,278
ENSG00000148180.19,chr9,121281562,121301962,ME,False,244,278
ENSG00000148180.19,chr9,121281562,121301962,ME,False,242,278
ENSG00000148180.19,chr9,121281562,121301962,ME,False,241,278
ENSG00000148180.19,chr9,121281562,121301962,ME,False,241,278
ENSG00000148180.19,chr9,121281562,121301962,ME,False,241,278
ENSG00000148180.19,chr9,121281562,121301962,ME,False,241,278
ENSG00000148180.19,chr9,121281562,121300064,3AS,True,32,247
ENSG00000148180.19,chr9,121281562,121301962,ES,False,719,1013
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,233,1338
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,22,120
ENSG00000165264.10,chr9,32572880,32573189,TSS,True,41,117
ENSG00000165264.10,chr9,32570959,32571042,TSS,True,79,117
ENSG00000153714.5,chr9,12775019,12776027,TSS,True,17,113
ENSG00000153714.5,chr9,12821385,12823059,PAS,False,16,110
ENSG00000147883.10,chr9,22008797,22009305,TSS,False,33,322
ENSG00000148337.20,chr9,128185776,128190328,ES,False,22,170
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,63,215
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,56,416
ENSG00000119487.16,chr9,125484583,125543058,ES,False,69,180
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,153,280
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,236,280
ENSG00000148303.16,chr9,133348920,133350727,TSS,True,250,280
ENSG00000011454.16,chr9,122940989,122941093,TSS,True,118,143
ENSG00000011454.16,chr9,122941000,122941088,TSS,False,126,143
ENSG00000011454.16,chr9,123073898,123074428,TSS,True,82,139
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,32,100
ENSG00000106976.20,chr9,128239779,128242231,ES,False,54,136
ENSG00000106976.20,chr9,128250330,128250724,5AS,True,21,146
ENSG00000106976.20,chr9,128250940,128254008,3AS,True,47,146
ENSG00000106976.20,chr9,128203344,128203631,TSS,True,36,165
ENSG00000106976.20,chr9,128254005,128255256,PAS,True,52,151
ENSG00000106976.20,chr9,128254008,128255256,PAS,False,103,151
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,393,474
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,107,474
ENSG00000147852.15,chr9,2650516,2651873,ES,False,36,181
ENSG00000148120.16,chr9,95003833,95004286,TSS,False,104,116
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,58,116
ENSG00000148120.16,chr9,94921184,94921345,TSS,True,123,148
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,74,149
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,45,101
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,123,168
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,128,168
ENSG00000136930.12,chr9,124415363,124415471,TSS,True,14,104
ENSG00000107341.4,chr9,33817131,33817934,TSS,False,34,103
ENSG00000122707.11,chr9,36122823,36124457,PAS,False,26,120
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,22,173
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,92,249
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,44,348
ENSG00000107164.15,chr9,130632278,130635998,ES,True,39,117
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,31,121
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,187,453
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,156,174
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,188,453
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,266,453
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,244,501
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,345,501
ENSG00000176978.13,chr9,137112230,137112744,IR,True,136,167
ENSG00000176978.13,chr9,137114576,137114646,IR,False,116,162
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,55,171
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,126,171
ENSG00000164975.15,chr9,15461630,15462807,PAS,True,52,102
ENSG00000164975.15,chr9,15459718,15461629,PAS,True,54,102
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,33,144
ENSG00000160445.10,chr9,128755659,128771814,5AS,True,25,134
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,130,156
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,40,156
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,77,120
ENSG00000136813.14,chr9,111484115,111484503,TSS,True,68,120
ENSG00000164985.14,chr9,15510326,15510816,3AS,False,57,101
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,26,125
ENSG00000164985.14,chr9,15510816,15511132,TSS,True,24,125
ENSG00000156052.10,chr9,78031099,78032382,TSS,False,13,106
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,44,187
ENSG00000119408.16,chr9,124257980,124258361,TSS,True,168,187
ENSG00000198467.14,chr9,35684550,35684731,IR,False,135,204
ENSG00000198467.14,chr9,35684807,35685268,ES,True,105,117
ENSG00000198467.14,chr9,35684807,35685268,3AS,False,105,169
ENSG00000198467.14,chr9,35684807,35685268,IR,False,105,123
ENSG00000148341.17,chr9,129010693,129012235,IR,False,154,176
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,61,312
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,117,157
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,111,157
ENSG00000106803.9,chr9,99222263,99222366,TSS,True,37,209
ENSG00000106803.9,chr9,99227958,99228000,TSS,True,178,209
ENSG00000095321.16,chr9,129108077,129110482,ES,False,66,106
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,24,130
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,161,229
ENSG00000095383.19,chr9,98255172,98256104,TSS,True,20,116
ENSG00000147872.9,chr9,19127418,19127535,TSS,True,77,392
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,42,249
ENSG00000135052.16,chr9,86100024,86100232,TSS,True,212,249
ENSG00000130635.15,chr9,134825904,134834970,ME,False,1074,2806
ENSG00000165072.9,chr9,70043733,70044231,TSS,False,29,241
ENSG00000167110.17,chr9,128275892,128276056,TSS,True,198,235
ENSG00000197355.10,chr9,137077422,137077821,TSS,True,30,123
ENSG00000185585.19,chr9,124776772,124777360,TSS,True,90,101
ENSG00000106799.12,chr9,99129100,99132508,3AS,False,211,241
ENSG00000123384.13,chr12,57212151,57212261,TSS,True,202,227
ENSG00000067182.7,chr12,6330711,6333068,ES,False,31,139
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,65,108
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,46,108
ENSG00000092841.18,chr12,56160320,56161386,ES,False,795,2860
ENSG00000092841.18,chr12,56160320,56161386,IR,True,795,886
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,878,3027
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,2336,3026
ENSG00000060138.12,chr12,10704148,10713210,ES,False,217,725
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,81,673
ENSG00000182199.10,chr12,57231000,57231712,ES,False,38,227
ENSG00000182199.10,chr12,57232292,57232452,3AS,False,219,245
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,551,661
ENSG00000182199.10,chr12,57233176,57233345,TSS,True,267,660
ENSG00000120820.12,chr12,103987364,103989577,PAS,True,13,110
ENSG00000177425.10,chr12,79689728,79690580,TSS,True,86,142
ENSG00000177425.10,chr12,79690871,79691356,TSS,False,65,142
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,23,156
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,41,331
ENSG00000072609.17,chr12,132851734,132853430,3AS,False,79,143
ENSG00000072609.17,chr12,132861634,132869618,ES,True,105,119
ENSG00000072609.17,chr12,132861634,132870723,ES,False,13,127
ENSG00000072609.17,chr12,132869798,132870723,3AS,False,80,110
ENSG00000072609.17,chr12,132887546,132887659,TSS,True,41,147
ENSG00000072609.17,chr12,132887195,132887555,TSS,True,112,147
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,49,250
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,630,926
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,475,926
ENSG00000011465.16,chr12,91151653,91151678,TSS,True,830,924
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,140,626
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,507,626
ENSG00000088986.10,chr12,120496110,120496216,TSS,False,19,159
ENSG00000174099.11,chr12,65278865,65326825,ES,False,273,429
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,331,1141
ENSG00000089157.15,chr12,120199309,120199489,TSS,True,937,1141
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,122,157
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,61,119
ENSG00000182196.13,chr12,122981266,122981594,IR,False,61,118
ENSG00000182196.13,chr12,122981809,122982030,IR,False,28,195
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,78,200
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,167,200
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,23,114
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,97,243
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,203,243
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,57,373
ENSG00000089159.16,chr12,120215273,120221622,ES,False,123,150
ENSG00000089159.16,chr12,120265616,120265790,TSS,True,30,181
ENSG00000134294.13,chr12,46367340,46370775,ES,False,51,311
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,91,365
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,34,126
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,96,126
ENSG00000198431.15,chr12,104287109,104311289,ES,False,20,114
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,57,173
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,141,173
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,117,372
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,695,938
ENSG00000135506.15,chr12,57719182,57720405,ES,False,577,957
ENSG00000064115.10,chr12,26975658,26980565,ES,False,13,111
ENSG00000074590.13,chr12,106138413,106139516,TSS,False,112,125
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,223,369
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,185,543
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,57,136
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,58,137
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,79,137
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,202,302
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,131,341
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,239,341
ENSG00000111229.15,chr12,110450254,110450359,TSS,True,23,224
ENSG00000139613.11,chr12,56163765,56164647,5AS,False,88,107
ENSG00000139613.11,chr12,56172701,56173695,3AS,True,12,109
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,13,118
ENSG00000010278.13,chr12,6200320,6200565,TSS,True,15,109
ENSG00000166130.14,chr12,98613404,98614340,PAS,False,91,142
ENSG00000166130.14,chr12,98624248,98626766,PAS,False,52,138
ENSG00000151135.9,chr12,106956065,106967110,ES,False,53,215
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,17,117
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,133,161
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,21,179
ENSG00000111450.13,chr12,130791916,130798524,3AS,True,17,120
ENSG00000111450.13,chr12,130789501,130791977,PAS,True,24,127
ENSG00000111450.13,chr12,130789599,130791916,PAS,True,110,127
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,32,109
ENSG00000175899.14,chr12,9072652,9072872,TSS,True,89,109
ENSG00000111674.8,chr12,6913884,6914659,TSS,True,25,112
ENSG00000257727.5,chr12,56315820,56316149,TSS,True,11,105
ENSG00000110811.19,chr12,6828011,6828938,TSS,False,31,158
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,176,1618
ENSG00000111678.10,chr12,6944565,6945770,5AS,False,18,111
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,18,129
ENSG00000111678.10,chr12,6944566,6944652,TSS,True,115,129
ENSG00000003056.7,chr12,8946387,8949487,3AS,False,28,175
ENSG00000136003.15,chr12,108562736,108564278,IR,False,109,123
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,16,128
ENSG00000136003.15,chr12,108562595,108564392,TSS,True,114,128
ENSG00000135480.15,chr12,52232613,52233620,TSS,True,58,435
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,50,465
ENSG00000110931.18,chr12,121245240,121249786,ES,False,38,102
ENSG00000110931.18,chr12,121296637,121296776,TSS,True,19,113
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,69,666
ENSG00000159335.15,chr12,6766149,6766750,TSS,True,47,206
ENSG00000166226.12,chr12,69585422,69585524,TSS,True,25,248
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,73,281
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,55,168
ENSG00000152137.6,chr12,119178924,119179679,TSS,True,12,106
ENSG00000166888.11,chr12,57111128,57112263,TSS,True,31,101
ENSG00000139641.12,chr12,56133873,56134109,3AS,False,367,447
ENSG00000136051.14,chr12,105166863,105169141,PAS,True,14,110
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,98,117
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,98,117
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,40,101
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,192,220
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,178,409
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,22,146
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,100,124
ENSG00000111652.9,chr12,6724818,6728222,ES,False,29,153
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,57,157
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,135,157
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,134,157
ENSG00000050405.13,chr12,50192561,50195829,3AS,False,207,240
ENSG00000050405.13,chr12,50283419,50283558,TSS,True,222,250
ENSG00000050405.13,chr12,50222020,50222680,TSS,True,38,250
ENSG00000075415.12,chr12,98593740,98593974,IR,False,341,401
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,100,453
ENSG00000075415.12,chr12,98593685,98594135,TSS,True,392,453
ENSG00000175727.13,chr12,122133439,122133987,TSS,True,74,121
ENSG00000175727.13,chr12,122135354,122135666,TSS,False,107,121
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,70,456
ENSG00000135486.17,chr12,54282874,54283811,ES,False,401,447
ENSG00000004700.15,chr12,21499615,21501462,5AS,False,14,130
ENSG00000004700.15,chr12,21501215,21501412,IR,False,39,106
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,108,174
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,123,174
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,127,174
ENSG00000110906.12,chr12,109458078,109460635,3AS,False,106,136
ENSG00000139211.6,chr12,47079065,47079141,IR,True,122,165
ENSG00000139211.6,chr12,47079065,47079146,5AS,False,15,137
ENSG00000139211.6,chr12,47079065,47079461,ES,False,273,408
ENSG00000185633.10,chr12,57235809,57236592,5AS,False,116,138
ENSG00000175582.19,chr11,73716362,73720845,ME,False,103,150
ENSG00000175582.19,chr11,73760565,73761232,TSS,True,24,175
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,13,102
ENSG00000110047.17,chr11,64878060,64878679,TSS,True,14,100
ENSG00000244242.1,chr11,1749014,1749393,TSS,True,85,119
ENSG00000244242.1,chr11,1750358,1750595,TSS,True,99,119
ENSG00000244242.1,chr11,1747666,1748189,TSS,True,96,119
ENSG00000244242.1,chr11,1750065,1750100,TSS,True,89,119
ENSG00000110048.11,chr11,59615302,59615802,TSS,False,16,119
ENSG00000137504.13,chr11,85662457,85663523,IR,False,112,138
ENSG00000137504.13,chr11,85663601,85663814,IR,False,65,132
ENSG00000137504.13,chr11,85659711,85662457,PAS,True,41,140
ENSG00000137504.13,chr11,85663814,85665149,TSS,False,75,140
ENSG00000137504.13,chr11,85663523,85665129,TSS,True,99,140
ENSG00000197702.12,chr11,12377495,12377783,TSS,True,71,166
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,41,195
ENSG00000110717.12,chr11,68030680,68032209,TSS,False,170,195
ENSG00000149091.15,chr11,46347364,46347820,TSS,True,11,102
ENSG00000014216.15,chr11,65181225,65181410,TSS,False,343,386
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,89,386
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,33,135
ENSG00000085733.15,chr11,70420510,70422939,ES,False,21,207
ENSG00000085733.15,chr11,70398392,70398614,TSS,True,48,253
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,54,144
ENSG00000214530.9,chr11,72757766,72757812,TSS,True,107,144
ENSG00000165915.13,chr11,47415159,47415287,IR,False,423,489
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,92,513
ENSG00000165915.13,chr11,47415287,47416590,PAS,False,79,495
ENSG00000165915.13,chr11,47415059,47416586,PAS,False,436,491
ENSG00000126391.13,chr11,65389528,65394040,ES,False,57,161
ENSG00000150687.11,chr11,86823593,86939019,ES,True,88,101
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,97,118
ENSG00000149357.9,chr11,72103182,72103310,TSS,True,38,128
ENSG00000149357.9,chr11,72098288,72098418,TSS,True,93,128
ENSG00000149182.14,chr11,47173840,47175014,3AS,False,119,137
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,18,160
ENSG00000110619.17,chr11,3001248,3001969,5AS,False,240,352
ENSG00000110619.17,chr11,3040984,3042164,3AS,False,266,342
ENSG00000149257.14,chr11,75562085,75562319,TSS,False,92,790
ENSG00000052841.14,chr11,43493772,43494931,PAS,True,22,106
ENSG00000052841.14,chr11,43445930,43447227,PAS,True,84,104
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,159,186
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,31,190
ENSG00000026508.18,chr11,35139014,35139370,TSS,True,30,233
ENSG00000099849.14,chr11,563317,563395,IR,False,14,120
ENSG00000099849.14,chr11,563317,563557,IR,False,15,118
ENSG00000099849.14,chr11,563478,563557,IR,False,15,120
ENSG00000099849.14,chr11,560963,561033,TSS,True,45,141
ENSG00000099849.14,chr11,560997,561892,TSS,True,124,141
ENSG00000099849.14,chr11,561023,561477,TSS,True,120,141
ENSG00000099849.14,chr11,563557,564055,PAS,True,105,136
ENSG00000099849.14,chr11,563188,564025,PAS,True,33,136
ENSG00000085063.15,chr11,33722463,33736381,ES,False,396,550
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,76,626
ENSG00000250644.3,chr11,1748119,1753802,ES,False,83,107
ENSG00000175634.14,chr11,67428427,67428623,TSS,False,30,120
ENSG00000110492.15,chr11,46381653,46381758,TSS,True,22,126
ENSG00000172638.12,chr11,65866712,65866844,5AS,False,86,111
ENSG00000172638.12,chr11,65866712,65866844,IR,False,86,706
ENSG00000172638.12,chr11,65866299,65867079,PAS,True,143,765
ENSG00000172638.12,chr11,65866305,65866712,PAS,True,653,772
ENSG00000019144.18,chr11,118625059,118627307,3AS,False,20,111
ENSG00000019144.18,chr11,118644174,118645355,ES,False,123,140
ENSG00000019144.18,chr11,118607582,118607699,TSS,True,125,163
ENSG00000019144.18,chr11,118620830,118621538,TSS,False,97,163
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,36,158
ENSG00000084234.17,chr11,130122513,130126699,ES,False,761,868
ENSG00000073921.17,chr11,86068650,86069162,TSS,True,30,106
ENSG00000166340.16,chr11,6619383,6619436,TSS,True,16,111
ENSG00000110719.9,chr11,68043031,68043370,IR,False,84,150
ENSG00000110719.9,chr11,68047804,68047881,IR,False,138,161
ENSG00000110719.9,chr11,68038474,68039119,TSS,True,27,167
ENSG00000160695.14,chr11,119067758,119068010,TSS,False,19,120
ENSG00000168439.16,chr11,64186053,64186270,TSS,True,50,273
ENSG00000176973.7,chr11,65572960,65573362,3AS,False,225,297
ENSG00000176973.7,chr11,65573362,65574190,PAS,True,100,326
ENSG00000176973.7,chr11,65573352,65574190,PAS,True,255,326
ENSG00000137710.15,chr11,110296466,110296702,TSS,True,19,164
ENSG00000185201.16,chr11,308116,308438,TSS,True,26,121
ENSG00000166181.12,chr11,43335994,43342432,3AS,False,114,238
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,127,250
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,136,250
ENSG00000177951.17,chr11,207302,207431,TSS,True,17,100
ENSG00000087053.18,chr11,95865676,95888155,ES,False,108,180
ENSG00000087053.18,chr11,95888261,95923874,ES,False,96,175
ENSG00000089597.17,chr11,62646561,62646664,TSS,True,64,146
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,335,455
ENSG00000166333.13,chr11,6603724,6603822,TSS,False,70,525
ENSG00000149792.8,chr11,65122308,65122424,TSS,False,13,110
ENSG00000110108.9,chr11,60914006,60914268,TSS,False,26,186
ENSG00000175334.7,chr11,66001802,66002513,TSS,True,135,153
ENSG00000175334.7,chr11,66002483,66002570,TSS,True,79,153
ENSG00000175334.7,chr11,66003298,66003373,TSS,True,97,153
ENSG00000110092.3,chr11,69641087,69641511,TSS,True,29,136
ENSG00000175482.8,chr11,67353302,67353561,TSS,True,57,105
ENSG00000175482.8,chr11,67352987,67353537,TSS,True,88,105
ENSG00000175482.8,chr11,67353363,67353546,TSS,True,92,105
ENSG00000175482.8,chr11,67353538,67353608,TSS,False,90,105
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,84,244
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,174,244
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,41,242
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,200,241
ENSG00000133884.9,chr11,65333404,65333918,TSS,True,14,111
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,64,554
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,74,437
ENSG00000129083.12,chr11,14498985,14499706,5AS,False,304,355
ENSG00000129083.12,chr11,14498985,14499741,5AS,False,99,454
ENSG00000129083.12,chr11,14499706,14499866,TSS,True,166,470
ENSG00000129083.12,chr11,14499741,14499878,TSS,True,371,470
ENSG00000186318.16,chr11,117315534,117316280,TSS,True,85,144
ENSG00000186318.16,chr11,117296872,117296962,TSS,True,129,144
ENSG00000198561.13,chr11,57761771,57762046,TSS,True,30,114
ENSG00000130600.18,chr11,1996517,1997824,TSS,True,33,132
ENSG00000137478.14,chr11,73141856,73142728,TSS,True,16,117
ENSG00000133816.15,chr11,12110536,12110726,TSS,True,55,127
ENSG00000023191.16,chr11,502181,507112,3AS,False,136,448
ENSG00000023191.16,chr11,507112,507279,TSS,True,123,576
ENSG00000023191.16,chr11,506608,506871,TSS,True,471,576
ENSG00000134910.13,chr11,125592789,125592918,TSS,True,28,125
ENSG00000181830.8,chr11,45804339,45804517,TSS,True,98,129
ENSG00000181830.8,chr11,45805117,45806336,TSS,True,48,129
ENSG00000205531.12,chr11,2945646,2951258,ES,False,148,193
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,73,202
ENSG00000205531.12,chr11,2991793,2992260,TSS,False,160,202
ENSG00000175224.16,chr11,46617890,46644278,ES,False,15,122
ENSG00000177697.18,chr11,833022,834529,5AS,False,43,340
ENSG00000177697.18,chr11,833026,836062,ES,False,259,554
ENSG00000177697.18,chr11,832731,833026,TSS,True,197,753
ENSG00000221968.8,chr11,61876455,61876865,IR,False,526,816
ENSG00000221968.8,chr11,61876963,61877410,IR,True,26,104
ENSG00000221968.8,chr11,61876963,61877510,IR,False,700,778
ENSG00000006118.14,chr11,60930659,60931688,3AS,False,72,144
ENSG00000006118.14,chr11,60935443,60935863,IR,False,128,152
ENSG00000006118.14,chr11,60924431,60924733,TSS,True,40,175
ENSG00000006118.14,chr11,60935863,60937159,PAS,True,27,154
ENSG00000006118.14,chr11,60935251,60937159,PAS,True,131,154
ENSG00000050165.17,chr11,12009171,12009385,TSS,False,1246,2138
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,1152,2138
ENSG00000070081.16,chr11,17282943,17295323,ES,False,143,186
ENSG00000070081.16,chr11,17276685,17276828,TSS,True,86,234
ENSG00000070081.16,chr11,17276963,17277095,TSS,True,206,234
ENSG00000070081.16,chr11,17311192,17311283,TSS,True,195,234
ENSG00000070081.16,chr11,17331411,17334053,PAS,True,35,233
ENSG00000076706.16,chr11,119317034,119317444,TSS,True,149,767
ENSG00000175573.6,chr11,65918215,65918909,3AS,False,80,120
ENSG00000175573.6,chr11,65916809,65918218,PAS,True,81,120
ENSG00000175573.6,chr11,65916813,65918215,PAS,True,40,120
ENSG00000110321.16,chr11,10801087,10802048,ES,False,272,2354
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,255,1663
ENSG00000172732.11,chr11,65863721,65863803,IR,False,87,103
ENSG00000172732.11,chr11,65865894,65865985,IR,False,99,114
ENSG00000172732.11,chr11,65860398,65860888,TSS,True,26,128
ENSG00000172732.11,chr11,65865985,65866444,PAS,True,15,114
ENSG00000166441.12,chr11,8682731,8682816,TSS,False,50,243
ENSG00000166441.12,chr11,8682809,8683265,TSS,True,208,243
ENSG00000263465.4,chr11,95068183,95068654,IR,False,34,129
ENSG00000263465.4,chr11,95067502,95068183,TSS,False,97,132
ENSG00000263465.4,chr11,95068654,95070368,PAS,False,95,132
ENSG00000118181.10,chr11,119018281,119018345,TSS,True,68,434
ENSG00000118181.10,chr11,119017361,119018342,TSS,True,372,434
ENSG00000137507.11,chr11,76658034,76659582,IR,False,32,285
ENSG00000137507.11,chr11,76657523,76658034,PAS,True,325,368
ENSG00000137507.11,chr11,76657523,76661508,PAS,True,42,293
ENSG00000137507.11,chr11,76670613,76670920,TSS,False,177,368
ENSG00000137507.11,chr11,76669761,76670021,TSS,False,274,368
ENSG00000137497.17,chr11,72012894,72016085,TSS,True,71,103
ENSG00000137497.17,chr11,72040958,72041216,TSS,True,71,104
ENSG00000137497.17,chr11,72041822,72042137,TSS,False,91,104
