gene,chr,start,end,splice_type,novel,lower_lobe_of_right_lung_ENCFF767KXS_in_cov,lower_lobe_of_right_lung_ENCFF767KXS_total_cov
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,43,103
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,42,151
ENSG00000173269.13,chr10,86942316,86943985,TSS,True,126,151
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,37,167
ENSG00000107521.18,chr10,98427214,98427272,TSS,True,120,151
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,102,179
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,18,158
ENSG00000065613.13,chr10,103967069,103967895,TSS,False,20,164
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,28,148
ENSG00000065613.13,chr10,104025573,104029231,PAS,False,133,154
ENSG00000107742.12,chr10,72088135,72088593,TSS,True,145,193
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,103,415
ENSG00000067064.11,chr10,1043393,1048863,ES,False,29,113
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,22,135
ENSG00000165886.4,chr10,97498549,97499273,TSS,False,15,121
ENSG00000165678.20,chr10,84139485,84139593,TSS,False,39,389
ENSG00000148719.14,chr10,72334617,72335779,IR,False,75,103
ENSG00000148719.14,chr10,72334617,72335833,5AS,False,24,103
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,40,144
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,104,132
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,26,148
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,130,350
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,246,350
ENSG00000170525.20,chr10,6144897,6145013,TSS,False,94,107
ENSG00000170525.20,chr10,6202885,6203336,TSS,True,61,107
ENSG00000148671.13,chr10,86968478,86968605,TSS,True,50,230
ENSG00000148671.13,chr10,86970475,86970736,PAS,True,49,230
ENSG00000122359.17,chr10,80172869,80205342,ES,False,84,328
ENSG00000122359.17,chr10,80176155,80205342,ES,False,212,244
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,270,598
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,503,598
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,524,596
ENSG00000095787.21,chr10,28533081,28533620,TSS,True,57,113
ENSG00000260314.2,chr10,17809013,17809526,TSS,False,117,419
ENSG00000260314.2,chr10,17881066,17881107,PAS,True,141,373
ENSG00000260314.2,chr10,17910214,17911298,PAS,False,266,409
ENSG00000198682.12,chr10,87659620,87660008,TSS,True,31,128
ENSG00000122884.12,chr10,73030370,73046924,ME,False,26,100
ENSG00000166228.8,chr10,70881079,70882485,PAS,False,97,109
ENSG00000166228.8,chr10,70883509,70884048,PAS,True,14,103
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,15,110
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,3537,4051
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,1394,5248
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,4634,5239
ENSG00000108175.16,chr10,79068929,79069270,TSS,False,150,167
ENSG00000134453.15,chr10,6112361,6113507,IR,True,120,142
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,60,182
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,158,182
ENSG00000134453.15,chr10,6115452,6117443,PAS,True,21,169
ENSG00000134453.15,chr10,6104930,6105076,PAS,True,136,153
ENSG00000108100.17,chr10,35336433,35337207,TSS,True,23,212
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,141,172
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,37,172
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,55,139
ENSG00000171813.13,chr10,132396157,132397351,TSS,False,42,113
ENSG00000171813.13,chr10,132404741,132406289,TSS,True,93,112
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,115,138
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,46,178
ENSG00000166295.8,chr10,72216138,72223887,ES,False,99,132
ENSG00000166295.8,chr10,72216138,72230365,ES,True,24,161
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,107,294
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,219,294
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,38,275
ENSG00000166295.8,chr10,72220053,72220325,PAS,True,235,264
ENSG00000185303.16,chr10,79559506,79559928,IR,True,278,327
ENSG00000185303.16,chr10,79559506,79560363,5AS,True,77,139
ENSG00000185303.16,chr10,79559506,79560363,3AS,True,77,111
ENSG00000185303.16,chr10,79560363,79560429,TSS,True,9371,16019
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,237,272
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,275,515
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,455,515
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,451,515
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,42,118
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,67,100
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,43,100
ENSG00000196139.13,chr10,5094375,5094528,TSS,True,35,119
ENSG00000196139.13,chr10,5105592,5105677,TSS,True,90,118
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,67,105
ENSG00000197771.12,chr10,119872526,119872998,TSS,True,18,115
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,262,299
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,40,291
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,80,140
ENSG00000197142.10,chr10,112374028,112374269,TSS,False,107,140
ENSG00000119917.13,chr10,89327997,89328078,TSS,False,91,299
ENSG00000119917.13,chr10,89332527,89332627,TSS,False,246,299
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,116,265
ENSG00000171206.14,chr10,102656746,102658318,PAS,True,19,175
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,39,132
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,116,129
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,51,104
ENSG00000096746.17,chr10,68337333,68338502,ES,False,11,106
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,12,112
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,77,128
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,77,128
ENSG00000100664.10,chr14,103334597,103335652,IR,True,340,378
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,61,421
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,243,407
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,207,414
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,163,231
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,108,141
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,94,218
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,107,271
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,137,324
ENSG00000100911.15,chr14,24146533,24147264,TSS,True,28,231
ENSG00000258289.8,chr14,64932137,64934347,PAS,True,13,102
ENSG00000258289.8,chr14,64923990,64925694,PAS,True,90,101
ENSG00000131981.15,chr14,55129179,55129300,TSS,True,95,909
ENSG00000155465.18,chr14,22813440,22815319,5AS,False,135,151
ENSG00000155465.18,chr14,22815319,22815897,TSS,True,48,180
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,39,102
ENSG00000100722.19,chr14,88562936,88563169,TSS,True,16,118
ENSG00000100722.19,chr14,88611744,88615473,PAS,True,14,117
ENSG00000211899.10,chr14,105855479,105856639,TSS,True,106,120
ENSG00000140092.14,chr14,91936946,91937186,TSS,True,116,174
ENSG00000140092.14,chr14,91947212,91947944,TSS,True,97,175
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,249,315
ENSG00000092199.17,chr14,21234229,21269297,ES,False,35,307
ENSG00000184887.13,chr14,105249085,105249156,IR,False,200,226
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,220,246
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,62,246
ENSG00000185215.8,chr14,103135351,103135808,IR,False,43,139
ENSG00000185215.8,chr14,103121231,103121499,TSS,True,115,187
ENSG00000185215.8,chr14,103135808,103137440,PAS,True,103,144
ENSG00000185215.8,chr14,103135218,103137439,PAS,True,48,143
ENSG00000213983.11,chr14,23563856,23564045,IR,False,63,114
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,61,111
ENSG00000213983.11,chr14,23565199,23565605,IR,False,90,104
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,44,131
ENSG00000073712.14,chr14,52856948,52858550,PAS,True,30,104
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,46,111
ENSG00000165949.12,chr14,94110797,94111658,3AS,False,90,169
ENSG00000165949.12,chr14,94109372,94110797,TSS,True,35,220
ENSG00000197119.12,chr14,100291110,100293032,PAS,True,26,112
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,133,200
ENSG00000197119.12,chr14,100293293,100294740,TSS,True,156,176
ENSG00000211896.7,chr14,105741892,105742202,TSS,True,244,295
ENSG00000211896.7,chr14,105742776,105743084,TSS,False,220,295
ENSG00000211896.7,chr14,106012074,106269141,TSS,True,261,295
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,31,101
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,26,118
ENSG00000184990.12,chr14,104753129,104753319,TSS,True,13,108
ENSG00000184990.12,chr14,104759427,104759657,PAS,True,17,108
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,350,572
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,260,571
ENSG00000100568.10,chr14,67674374,67674899,TSS,True,23,137
ENSG00000165795.23,chr14,21022497,21023240,ES,False,59,112
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,79,154
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,129,154
ENSG00000229415.9,chr14,36473881,36476970,ES,False,29,157
ENSG00000229415.9,chr14,36473881,36491200,ES,True,52,233
ENSG00000229415.9,chr14,36474873,36491200,ES,False,27,152
ENSG00000229415.9,chr14,36477098,36491200,3AS,False,78,146
ENSG00000229415.9,chr14,36513111,36513932,TSS,True,45,266
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,47,109
ENSG00000133943.20,chr14,91224683,91225632,PAS,True,21,101
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,56,113
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,85,105
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,59,100
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,227,360
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,93,261
ENSG00000080824.18,chr14,102085757,102086118,TSS,True,331,372
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,150,201
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,254,372
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,300,372
ENSG00000140105.17,chr14,100361921,100374135,ES,True,15,126
ENSG00000140105.17,chr14,100361921,100376259,ES,False,19,137
ENSG00000140105.17,chr14,100369258,100375282,ES,False,191,286
ENSG00000140105.17,chr14,100369258,100376259,ES,False,85,114
ENSG00000140105.17,chr14,100374244,100375282,3AS,False,65,102
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,512,649
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,341,649
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,48,103
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,86,103
ENSG00000126777.17,chr14,55580354,55612018,ES,False,114,157
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,21,181
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,94,181
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,97,162
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,79,425
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,98,453
ENSG00000142208.16,chr14,104792722,104795483,ME,True,19,114
ENSG00000142208.16,chr14,104792722,104795483,ME,True,19,114
ENSG00000142208.16,chr14,104792722,104795483,ME,True,19,114
ENSG00000142208.16,chr14,104792722,104795483,ES,False,663,789
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,33,102
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,97,898
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,113,187
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,128,187
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,49,204
ENSG00000119673.14,chr14,73569149,73569883,TSS,True,15,121
ENSG00000071246.10,chr14,76761288,76763130,TSS,True,100,118
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,74,207
ENSG00000100906.10,chr14,35403689,35403997,TSS,True,173,207
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,113,144
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,111,144
ENSG00000211897.9,chr14,105770337,105771111,ES,True,109,145
ENSG00000211897.9,chr14,105769098,105769559,PAS,True,92,165
ENSG00000211897.9,chr14,105668109,105668565,PAS,True,86,173
ENSG00000211897.9,chr14,105986973,105987082,TSS,True,150,173
ENSG00000211897.9,chr14,106062558,106062684,TSS,True,153,173
ENSG00000211895.5,chr14,105707784,105708230,TSS,True,347,395
ENSG00000211895.5,chr14,105708358,105708667,TSS,False,325,396
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,19,106
ENSG00000100600.14,chr14,92748488,92748703,TSS,True,18,133
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,21,181
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,162,181
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,13,116
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,74,117
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,31,133
ENSG00000119725.18,chr14,73921105,73923394,ES,False,40,145
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,31,138
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,93,107
ENSG00000100650.15,chr14,69769251,69770466,IR,False,72,143
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,94,187
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,156,187
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,25,159
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,41,364
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,54,167
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,62,131
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,49,127
ENSG00000179933.5,chr14,23095502,23095619,TSS,True,14,120
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,13,114
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,110,164
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,71,164
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,49,156
ENSG00000151327.12,chr14,35078926,35079020,PAS,False,140,156
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,22,169
ENSG00000203485.12,chr14,104707587,104708002,TSS,False,89,113
ENSG00000203485.12,chr14,104714295,104714856,TSS,True,84,112
ENSG00000092330.16,chr14,24240155,24240262,IR,False,18,160
ENSG00000092330.16,chr14,24240330,24240418,IR,False,18,150
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,21,149
ENSG00000092330.16,chr14,24242140,24242656,TSS,True,22,162
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,38,142
ENSG00000075413.17,chr14,103492034,103502881,ES,False,102,150
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,38,195
ENSG00000075413.17,chr14,103502881,103503836,PAS,True,34,186
ENSG00000213145.9,chr14,105487194,105487299,TSS,True,149,228
ENSG00000213145.9,chr14,105487197,105488388,TSS,True,121,228
ENSG00000100445.17,chr14,24440782,24442711,TSS,True,101,123
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,89,124
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,108,124
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,435,2117
ENSG00000198668.10,chr14,90404688,90408264,PAS,True,305,2012
ENSG00000090060.17,chr14,96556413,96564954,ES,False,11,100
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,19,183
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,77,178
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,128,168
ENSG00000100926.14,chr14,24192356,24192647,IR,True,157,181
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,40,191
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,151,175
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,43,201
ENSG00000100599.15,chr14,92652031,92653075,TSS,False,30,125
ENSG00000100599.15,chr14,92687925,92688995,PAS,True,12,119
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,31,151
ENSG00000196405.12,chr14,100065245,100065511,TSS,True,138,196
ENSG00000196405.12,chr14,100129345,100129684,TSS,True,148,167
ENSG00000196405.12,chr14,100143700,100144237,PAS,True,91,182
ENSG00000129538.13,chr14,20802093,20802796,ES,False,671,792
ENSG00000129538.13,chr14,20802319,20802796,3AS,True,55,121
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,497,1289
ENSG00000100836.10,chr14,23324289,23325246,IR,False,141,174
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,79,225
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,66,206
ENSG00000100836.10,chr14,23324137,23326163,PAS,True,142,174
ENSG00000136352.17,chr14,36518984,36519495,TSS,True,240,464
ENSG00000072110.13,chr14,68877240,68879961,ME,False,157,182
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,101,249
ENSG00000165516.10,chr14,49779675,49779747,IR,False,110,146
ENSG00000165516.10,chr14,49782829,49783186,PAS,True,25,148
ENSG00000133961.20,chr14,73284365,73287109,3AS,True,19,119
ENSG00000133961.20,chr14,73297285,73323129,ES,False,93,124
ENSG00000133961.20,chr14,73355766,73409936,ES,False,44,127
ENSG00000133961.20,chr14,73274405,73277293,PAS,True,19,169
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,78,186
ENSG00000133961.20,chr14,73282358,73282428,TSS,True,147,169
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,36,144
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,33,194
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,27,106
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,86,106
ENSG00000151332.18,chr14,36320459,36320679,TSS,True,11,107
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,84,125
ENSG00000126214.21,chr14,103685809,103687211,TSS,True,90,106
ENSG00000126214.21,chr14,103699580,103700727,TSS,True,77,102
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,24,106
ENSG00000197249.13,chr14,94383241,94390456,ES,False,391,580
ENSG00000197249.13,chr14,94388660,94390456,3AS,False,42,164
ENSG00000197249.13,chr14,94388663,94390456,ES,False,72,122
ENSG00000197249.13,chr14,94390456,94390790,TSS,True,1029,1609
ENSG00000197249.13,chr14,94388559,94388818,TSS,True,771,1609
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,122,541
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,434,541
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,220,285
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,159,285
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,33,317
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,250,317
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,79,317
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,34,117
ENSG00000078618.21,chr1,51839146,51840514,PAS,True,85,100
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,20,117
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,459,1562
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,1196,1561
ENSG00000187147.17,chr1,44632208,44632342,5AS,False,57,103
ENSG00000187147.17,chr1,44635588,44636029,5AS,False,68,107
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,76,135
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,89,135
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,68,134
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,22,160
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,133,155
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,52,312
ENSG00000074964.16,chr1,17655897,17656102,TSS,True,95,110
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,84,122
ENSG00000074964.16,chr1,17696847,17697876,PAS,True,14,102
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,30,117
ENSG00000169291.9,chr1,154469636,154470362,PAS,False,83,100
ENSG00000169291.9,chr1,154501435,154502466,TSS,False,39,105
ENSG00000169291.9,chr1,154489050,154492426,TSS,False,88,104
ENSG00000143543.14,chr1,153976775,153976975,IR,False,163,182
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,38,204
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,34,150
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,122,165
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,124,165
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,131,165
ENSG00000179178.10,chr1,43270085,43270680,3AS,False,252,291
ENSG00000179178.10,chr1,43269914,43270085,TSS,True,73,364
ENSG00000188157.14,chr1,1048010,1048365,TSS,True,124,144
ENSG00000188157.14,chr1,1051251,1051369,TSS,True,115,144
ENSG00000188157.14,chr1,1054823,1056133,PAS,True,13,118
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,57,337
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,29,145
ENSG00000196154.11,chr1,153545752,153545807,TSS,True,43,192
ENSG00000162817.6,chr1,220690376,220690711,TSS,False,15,134
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,35,111
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,51,274
ENSG00000133063.15,chr1,203229611,203229707,TSS,True,106,913
ENSG00000078808.16,chr1,1228946,1231891,5AS,True,207,243
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,317,366
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,159,366
ENSG00000078808.16,chr1,1231506,1232001,TSS,True,329,366
ENSG00000169418.9,chr1,153678441,153679829,TSS,False,71,154
ENSG00000169418.9,chr1,153693351,153694088,PAS,False,14,125
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,32,102
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,89,102
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,72,144
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,76,125
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,33,156
ENSG00000143653.9,chr1,246724058,246724612,TSS,False,14,127
ENSG00000142634.12,chr1,15409879,15410279,TSS,True,87,373
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,291,718
ENSG00000143554.13,chr1,153775244,153776164,TSS,True,58,257
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,66,202
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,64,254
ENSG00000117676.13,chr1,26529732,26529983,TSS,True,222,353
ENSG00000117676.13,chr1,26545817,26546035,TSS,True,237,351
ENSG00000117676.13,chr1,26542269,26543221,TSS,True,308,352
ENSG00000117410.13,chr1,43974897,43975107,TSS,False,35,299
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,50,149
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,150,179
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,111,179
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,133,179
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,117,206
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,106,206
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,81,121
ENSG00000116260.16,chr1,180196599,180197332,IR,False,81,225
ENSG00000116260.16,chr1,180196890,180197332,IR,False,38,182
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,241,388
ENSG00000116260.16,chr1,180194323,180194392,TSS,True,340,383
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,120,264
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,244,365
ENSG00000127483.17,chr1,20779911,20787194,ES,False,36,114
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,44,151
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,96,212
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,114,374
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,45,103
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,92,103
ENSG00000143198.12,chr1,165631186,165631293,TSS,True,16,146
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,47,197
ENSG00000116251.10,chr1,6197651,6199556,TSS,True,175,197
ENSG00000158864.12,chr1,161213921,161214155,IR,False,112,125
ENSG00000158864.12,chr1,161214155,161214399,PAS,True,13,125
ENSG00000143819.12,chr1,225810044,225810169,TSS,False,39,117
ENSG00000143819.12,chr1,225828724,225828912,TSS,False,101,117
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,112,145
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,158,202
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,89,202
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,171,202
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,63,529
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,42,240
ENSG00000158716.8,chr1,159780961,159780993,TSS,False,103,138
ENSG00000158716.8,chr1,159780998,159781367,TSS,True,60,138
ENSG00000158716.8,chr1,159782152,159782543,PAS,False,22,138
ENSG00000142973.13,chr1,46813606,46813911,3AS,False,82,282
ENSG00000142973.13,chr1,46798965,46799261,TSS,True,78,365
ENSG00000142973.13,chr1,46818630,46819350,PAS,True,50,365
ENSG00000143862.7,chr1,202144449,202144760,TSS,True,20,121
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,27,116
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,122,140
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,35,140
ENSG00000116521.10,chr1,155260659,155262085,ES,False,16,114
ENSG00000116521.10,chr1,155255977,155256419,PAS,True,14,136
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,16,132
ENSG00000203747.10,chr1,161548675,161549010,3AS,False,42,406
ENSG00000203747.10,chr1,161549696,161549917,TSS,True,94,496
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,17,167
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,61,118
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,160,243
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,94,242
ENSG00000069424.14,chr1,6026226,6026445,TSS,True,123,202
ENSG00000069424.14,chr1,6098484,6101192,PAS,False,15,125
ENSG00000188976.10,chr1,944800,945056,5AS,False,164,241
ENSG00000188976.10,chr1,959214,960041,TSS,True,48,279
ENSG00000174348.13,chr1,53061729,53062308,TSS,True,65,141
ENSG00000174348.13,chr1,53067092,53070167,TSS,True,123,139
ENSG00000174348.13,chr1,53084512,53085501,PAS,True,14,114
ENSG00000184371.13,chr1,109910618,109911062,TSS,True,50,118
ENSG00000184371.13,chr1,109923549,109924190,TSS,True,95,113
ENSG00000174574.15,chr1,38991243,38991600,TSS,True,21,183
ENSG00000186283.13,chr1,179083053,179087910,ES,False,12,114
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,27,147
ENSG00000162777.16,chr1,111204295,111204589,TSS,True,77,102
ENSG00000162777.16,chr1,111199622,111200210,TSS,True,71,102
ENSG00000160714.9,chr1,154558226,154558851,TSS,True,22,106
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,46,116
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,238,408
