gene,chr,start,end,splice_type,novel,H1_ENCFF207FUA_in_cov,H1_ENCFF207FUA_total_cov
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,173,247
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,76,247
ENSG00000137038.7,chr9,7798637,7799460,5AS,True,301,336
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,52,353
ENSG00000167118.10,chr9,128371415,128378035,3AS,False,132,151
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,1545,8211
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,6863,8211
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,52,231
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,48,239
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,310,937
ENSG00000130707.17,chr9,130444854,130444995,TSS,False,29,181
ENSG00000167112.9,chr9,128322299,128323104,TSS,True,21,115
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,36,157
ENSG00000080608.9,chr9,2834030,2834166,PAS,True,124,141
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,27,158
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,32,109
ENSG00000136819.15,chr9,129833446,129835269,TSS,True,94,109
ENSG00000136950.13,chr9,124874984,124875151,TSS,True,154,186
ENSG00000107371.12,chr9,37780880,37783913,ES,False,37,157
ENSG00000176386.8,chr9,113273410,113275381,3AS,True,31,267
ENSG00000175768.12,chr9,37592411,37592597,TSS,True,58,512
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,175,783
ENSG00000119421.6,chr9,122148277,122159626,ES,True,24,205
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,58,545
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,281,717
ENSG00000165119.20,chr9,83973399,83974516,ES,False,87,558
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,297,734
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,453,734
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1691,1905
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1660,1905
ENSG00000244187.7,chr9,136791424,136791710,3AS,False,95,114
ENSG00000198467.14,chr9,35684550,35685268,ME,False,54,193
ENSG00000198467.14,chr9,35684807,35685268,3AS,False,139,155
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,37,226
ENSG00000086061.15,chr9,33025211,33025383,TSS,True,106,438
ENSG00000086061.15,chr9,33030447,33030667,TSS,True,357,431
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,65,110
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,44,106
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,20,103
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,44,129
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,107,129
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,14,122
ENSG00000136908.17,chr9,127936655,127937433,IR,False,111,126
ENSG00000136908.17,chr9,127937523,127937817,IR,True,92,103
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,37,137
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,113,137
PB_novel_214572,chr9,97215113,97219583,ES,True,147,235
PB_novel_214572,chr9,97215113,97219583,5AS,True,147,173
PB_novel_214572,chr9,97217363,97219583,5AS,True,71,142
PB_novel_214572,chr9,97214704,97215113,TSS,True,81,321
ENSG00000135052.16,chr9,86035367,86035566,TSS,True,30,103
ENSG00000137074.18,chr9,32987731,32988082,IR,False,30,100
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,67,142
ENSG00000160446.18,chr9,128721480,128721650,3AS,False,20,108
ENSG00000160446.18,chr9,128720864,128721502,PAS,True,25,112
ENSG00000160446.18,chr9,128720865,128721480,PAS,False,92,112
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,84,314
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,61,375
ENSG00000111142.13,chr12,95513651,95515839,PAS,True,45,371
ENSG00000111142.13,chr12,95483214,95484490,PAS,True,283,315
ENSG00000023734.10,chr12,15882001,15882819,TSS,True,106,735
ENSG00000186298.11,chr12,110719808,110721165,PAS,True,12,100
ENSG00000186298.11,chr12,110742652,110742937,TSS,True,90,141
ENSG00000186298.11,chr12,110722134,110722269,TSS,True,106,140
ENSG00000167272.10,chr12,120579597,120581114,ES,False,20,122
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,75,143
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,1543,4525
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,3721,4524
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,98,427
ENSG00000139644.12,chr12,49752974,49753081,TSS,True,383,427
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,1014,2280
ENSG00000111786.8,chr12,120463949,120464437,TSS,True,72,151
ENSG00000111786.8,chr12,120465626,120465740,TSS,True,115,152
ENSG00000111057.10,chr12,52949079,52949590,TSS,True,53,264
ENSG00000120837.7,chr12,104138140,104138313,TSS,True,22,146
ENSG00000197728.11,chr12,56042602,56043362,IR,False,93,107
ENSG00000197728.11,chr12,56041883,56042169,TSS,True,16,111
ENSG00000139233.6,chr12,66130704,66130750,TSS,False,32,206
ENSG00000139233.6,chr12,66128895,66129117,TSS,True,181,205
ENSG00000136045.11,chr12,107685765,107685971,TSS,True,52,171
ENSG00000136045.11,chr12,107688614,107688802,TSS,True,141,170
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,43,154
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,113,152
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,160,1460
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,481,693
ENSG00000063046.17,chr12,53033475,53034034,TSS,True,430,687
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,447,3731
ENSG00000133773.11,chr12,82352838,82353312,PAS,True,31,204
ENSG00000133773.11,chr12,82354564,82354594,PAS,True,179,204
ENSG00000133773.11,chr12,82358222,82358798,TSS,True,22,205
ENSG00000089157.15,chr12,120197462,120198853,5AS,True,203,227
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,7280,8361
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,884,2697
ENSG00000110955.8,chr12,56643402,56643588,TSS,True,2380,2687
ENSG00000110955.8,chr12,56643836,56645941,TSS,True,2206,2690
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,292,1731
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,34,298
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,567,2722
ENSG00000178449.8,chr12,50112301,50120035,5AS,True,186,214
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,35,221
ENSG00000178449.8,chr12,50112191,50112497,TSS,True,194,221
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,47,381
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,1050,4495
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,140,1111
ENSG00000110958.15,chr12,56687997,56688372,TSS,True,93,695
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,100,437
ENSG00000134285.10,chr12,48921958,48922201,PAS,True,28,142
ENSG00000134285.10,chr12,48925299,48925547,TSS,True,40,142
ENSG00000134285.10,chr12,48924773,48924977,TSS,False,112,133
ENSG00000008394.12,chr12,16347710,16363794,ME,True,32,100
ENSG00000008394.12,chr12,16347596,16347710,TSS,True,263,2035
ENSG00000184047.17,chr12,122218397,122225964,ME,False,19,105
ENSG00000184047.17,chr12,122225964,122226116,TSS,False,16,131
ENSG00000010278.13,chr12,6200320,6200565,TSS,True,62,345
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,34,159
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,160,194
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,70,194
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,59,587
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,96,648
ENSG00000257727.5,chr12,56313611,56314966,PAS,True,548,619
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,91,715
ENSG00000087502.17,chr12,29381114,29381227,TSS,False,104,183
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,62,159
ENSG00000003056.7,chr12,8945417,8945586,TSS,True,129,158
ENSG00000111231.8,chr12,110468155,110468359,TSS,True,19,180
ENSG00000111371.15,chr12,46183054,46189071,PAS,True,21,199
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,178,224
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,160,224
ENSG00000111371.15,chr12,46197918,46197980,TSS,False,162,215
ENSG00000134283.17,chr12,42326229,42335882,ES,False,141,168
ENSG00000134283.17,chr12,42335974,42355160,ES,False,59,171
ENSG00000134283.17,chr12,42375074,42387455,ES,False,111,154
ENSG00000134283.17,chr12,42441314,42442593,PAS,True,25,175
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,120,197
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,34,127
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,897,6083
ENSG00000135441.7,chr12,55716044,55716196,TSS,True,84,332
ENSG00000135441.7,chr12,55716469,55716717,TSS,True,259,332
ENSG00000111639.7,chr12,6492972,6493716,5AS,False,74,172
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,188,713
ENSG00000111639.7,chr12,6493458,6493799,TSS,False,626,713
ENSG00000111639.7,chr12,6493716,6493800,TSS,False,639,713
ENSG00000136014.11,chr12,95515925,95518353,PAS,True,22,133
ENSG00000136014.11,chr12,95530564,95534326,PAS,True,104,120
ENSG00000136014.11,chr12,95548770,95548871,TSS,False,137,169
ENSG00000136014.11,chr12,95551271,95551474,TSS,False,87,169
ENSG00000187109.13,chr12,76047718,76048392,IR,False,298,390
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,129,421
ENSG00000187109.13,chr12,76047718,76048420,IR,False,129,221
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,593,685
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,273,700
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,561,681
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,100,717
ENSG00000229117.8,chr12,56116659,56116774,IR,False,369,590
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,444,576
ENSG00000229117.8,chr12,56116829,56117188,5AS,False,21,135
ENSG00000229117.8,chr12,56116863,56117188,5AS,True,94,114
ENSG00000229117.8,chr12,56116863,56117188,IR,True,94,109
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,255,627
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,410,627
ENSG00000123349.13,chr12,53295639,53297849,ES,False,79,716
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,67,534
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,350,516
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,190,517
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,325,1717
ENSG00000166598.14,chr12,103947362,103947430,TSS,True,1020,1216
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,501,1704
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,1007,1433
ENSG00000111615.13,chr12,75511512,75511657,TSS,True,15,121
ENSG00000084463.7,chr12,14785547,14787498,PAS,False,21,137
ENSG00000170633.16,chr12,121400218,121416158,ES,False,93,104
ENSG00000170633.16,chr12,121400077,121400218,TSS,True,49,160
ENSG00000170633.16,chr12,121420575,121420778,TSS,True,125,159
ENSG00000135404.11,chr12,55727150,55728975,TSS,True,1803,2259
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,884,2259
ENSG00000196465.10,chr12,56152573,56152631,TSS,True,105,353
ENSG00000094914.12,chr12,53321342,53321624,TSS,True,28,107
ENSG00000094914.12,chr12,53321470,53321635,TSS,True,94,107
ENSG00000004478.7,chr12,2798728,2798826,TSS,False,61,235
ENSG00000004478.7,chr12,2797726,2799244,TSS,True,203,235
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,430,500
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,450,517
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,81,517
ENSG00000175183.9,chr12,76866261,76878962,5AS,False,60,385
ENSG00000175183.9,chr12,76878937,76879019,TSS,True,218,544
ENSG00000175183.9,chr12,76878962,76879019,TSS,True,484,544
ENSG00000175183.9,chr12,76859546,76859590,TSS,True,488,544
ENSG00000175183.9,chr12,76866148,76866262,TSS,True,479,544
ENSG00000111640.14,chr12,6534455,6534569,TSS,True,1029,9622
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,285,443
ENSG00000197111.15,chr12,53462567,53467220,ME,False,191,223
ENSG00000197111.15,chr12,53462567,53465931,ES,False,191,372
ENSG00000197111.15,chr12,53464852,53467220,ES,False,34,228
ENSG00000197111.15,chr12,53467293,53468776,ES,False,141,361
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,87,309
ENSG00000197111.15,chr12,53455882,53456001,TSS,True,415,665
ENSG00000197111.15,chr12,53455458,53455493,TSS,True,574,665
ENSG00000123297.17,chr12,57782746,57782858,TSS,False,58,168
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,76,147
ENSG00000111011.17,chr12,122503584,122505706,PAS,True,22,167
ENSG00000111011.17,chr12,122526847,122527009,TSS,True,42,172
ENSG00000213782.7,chr12,12813342,12813454,TSS,True,42,134
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,140,355
ENSG00000075415.12,chr12,98601203,98601281,TSS,True,308,353
ENSG00000111581.9,chr12,68686883,68687073,TSS,True,84,147
ENSG00000111581.9,chr12,68731735,68732739,TSS,True,112,140
ENSG00000111581.9,chr12,68737260,68741980,TSS,True,113,134
ENSG00000111581.9,chr12,68735319,68735344,TSS,True,111,134
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,15,146
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,2288,6419
ENSG00000111716.12,chr12,21654542,21654686,TSS,False,5575,6419
ENSG00000139637.13,chr12,53299694,53299953,TSS,True,18,125
ENSG00000135486.17,chr12,54280692,54280822,TSS,True,7285,12252
ENSG00000135486.17,chr12,54282571,54282665,TSS,True,10433,12239
ENSG00000135486.17,chr12,54282798,54282874,TSS,True,8355,12239
ENSG00000059804.15,chr12,7919226,7921631,PAS,True,24,208
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,152,298
ENSG00000059804.15,chr12,7925843,7925881,TSS,True,232,286
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,123,206
ENSG00000198015.12,chr12,93467482,93467554,TSS,True,30,237
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,65,170
ENSG00000094916.15,chr12,54252045,54252227,PAS,False,135,167
ENSG00000094916.15,chr12,54271849,54274341,PAS,False,103,118
ENSG00000094916.15,chr12,54271858,54274309,PAS,True,104,118
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,66,184
ENSG00000094916.15,chr12,54259508,54259611,TSS,False,121,153
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,262,957
ENSG00000123353.9,chr12,55818030,55818112,TSS,True,32,101
ENSG00000123353.9,chr12,55818065,55819173,TSS,True,88,101
ENSG00000234608.7,chr12,111841470,111841683,IR,False,14,129
ENSG00000234608.7,chr12,111839767,111840003,PAS,False,60,139
ENSG00000234608.7,chr12,111839767,111840477,PAS,True,86,139
ENSG00000234608.7,chr12,111841326,111841964,TSS,True,29,139
ENSG00000234608.7,chr12,111841683,111841948,TSS,True,115,139
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,134,246
ENSG00000166986.14,chr12,57512022,57512103,TSS,True,206,241
ENSG00000166986.14,chr12,57512156,57512353,TSS,True,206,241
ENSG00000139146.13,chr12,31298224,31326023,ES,True,205,259
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,43,303
ENSG00000111144.9,chr12,96003064,96006313,ES,False,90,406
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,41,137
ENSG00000181929.12,chr12,49003557,49003981,TSS,False,112,133
ENSG00000176485.11,chr11,63614068,63614384,IR,True,78,228
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,123,277
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,198,278
ENSG00000176485.11,chr11,63590099,63590203,TSS,True,245,277
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,263,295
ENSG00000173933.20,chr11,66640123,66646026,ES,False,91,300
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,183,447
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,53,367
ENSG00000110200.8,chr11,72111281,72111411,3AS,False,54,180
ENSG00000110200.8,chr11,72111286,72111441,5AS,False,24,150
ENSG00000110200.8,chr11,72111286,72112649,ES,False,18,152
ENSG00000110200.8,chr11,72112649,72112788,TSS,True,35,237
ENSG00000118363.11,chr11,74949250,74949399,TSS,True,67,170
ENSG00000118363.11,chr11,74976856,74977741,PAS,True,14,103
ENSG00000118363.11,chr11,74965033,74965390,PAS,True,91,103
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,126,549
ENSG00000162191.13,chr11,62677926,62678113,TSS,True,489,549
ENSG00000133316.15,chr11,62839428,62839506,IR,False,156,178
ENSG00000133316.15,chr11,62839506,62840399,TSS,True,44,199
ENSG00000133316.15,chr11,62839321,62839602,TSS,True,174,199
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,44,116
ENSG00000159063.12,chr11,78139493,78139696,TSS,True,18,138
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,543,3327
ENSG00000150779.11,chr11,112085462,112086639,ES,False,434,494
ENSG00000173992.8,chr11,66599253,66599458,IR,False,125,154
ENSG00000173992.8,chr11,66593128,66593300,TSS,True,20,171
ENSG00000156587.15,chr11,57567584,57567838,TSS,False,42,109
ENSG00000178105.10,chr11,108665038,108665339,TSS,True,103,141
ENSG00000178105.10,chr11,108841380,108841476,TSS,True,32,129
ENSG00000178105.10,chr11,108940245,108941014,PAS,True,15,139
ENSG00000255717.6,chr11,62853833,62854518,ES,False,20,180
ENSG00000255717.6,chr11,62854551,62855132,ES,False,30,188
ENSG00000255717.6,chr11,62855864,62855922,TSS,False,59,239
ENSG00000148985.19,chr11,3808530,3808651,TSS,True,89,143
ENSG00000137500.9,chr11,83274740,83280140,ES,False,28,117
ENSG00000137500.9,chr11,83280260,83285872,5AS,False,66,101
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,113,139
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,63,139
ENSG00000154096.13,chr11,119423112,119423224,TSS,True,36,297
ENSG00000110619.17,chr11,3000919,3001248,PAS,True,17,114
ENSG00000110619.17,chr11,3002540,3002601,TSS,True,92,103
ENSG00000110619.17,chr11,3057342,3057462,TSS,True,30,117
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,103,144
ENSG00000168000.14,chr11,62707108,62709676,TSS,True,90,144
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,77,486
ENSG00000109929.9,chr11,121292726,121292816,TSS,True,23,132
ENSG00000197345.12,chr11,68898012,68900547,5AS,False,224,261
ENSG00000167985.6,chr11,61430182,61445940,ES,False,30,177
ENSG00000167325.14,chr11,4094691,4095031,TSS,True,47,107
ENSG00000085063.15,chr11,33722463,33736381,ES,False,86,101
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,34,135
ENSG00000085063.15,chr11,33722378,33722467,TSS,True,111,135
ENSG00000146670.9,chr11,65083932,65084180,TSS,True,83,139
ENSG00000110492.15,chr11,46381653,46381758,TSS,True,124,314
ENSG00000110492.15,chr11,46381683,46382133,TSS,True,254,314
ENSG00000168496.3,chr11,61792650,61793028,TSS,False,24,108
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,46,177
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,146,170
ENSG00000109881.16,chr11,27337119,27339035,PAS,True,77,142
ENSG00000109881.16,chr11,27341392,27341550,PAS,True,121,141
ENSG00000109881.16,chr11,27348471,27350439,PAS,True,89,139
ENSG00000168439.16,chr11,64186053,64186270,TSS,True,59,241
ENSG00000214756.7,chr11,62665332,62665646,IR,True,89,128
ENSG00000214756.7,chr11,62665311,62665332,TSS,True,46,135
ENSG00000214756.7,chr11,62665646,62667064,PAS,True,43,130
ENSG00000167770.11,chr11,63996648,63996856,IR,False,361,414
ENSG00000109919.9,chr11,47634734,47638698,ES,False,55,427
ENSG00000109919.9,chr11,47642378,47642697,TSS,True,57,451
ENSG00000165526.8,chr11,126211449,126211667,TSS,True,65,151
ENSG00000087884.14,chr11,77821241,77842478,ES,False,70,109
ENSG00000087884.14,chr11,77821091,77821241,TSS,True,41,151
ENSG00000166181.12,chr11,43311954,43312196,TSS,True,41,138
ENSG00000110367.12,chr11,118791097,118791184,TSS,True,49,101
ENSG00000110367.12,chr11,118790886,118790989,TSS,True,89,101
ENSG00000089597.17,chr11,62626859,62626936,TSS,True,284,334
ENSG00000087365.15,chr11,66055315,66055537,3AS,False,17,107
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,102,214
ENSG00000087365.15,chr11,66063087,66063542,TSS,True,163,182
ENSG00000087365.15,chr11,66068006,66068045,TSS,True,144,181
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,47,203
ENSG00000087365.15,chr11,66058829,66058869,PAS,True,109,122
ENSG00000166333.13,chr11,6603724,6603822,TSS,False,36,118
ENSG00000166333.13,chr11,6603742,6604360,TSS,True,98,118
ENSG00000165916.8,chr11,47426204,47426475,TSS,False,162,695
ENSG00000174547.13,chr11,66438259,66438709,5AS,False,69,128
ENSG00000174547.13,chr11,66438631,66438848,TSS,True,97,155
ENSG00000174547.13,chr11,66438709,66438846,TSS,True,85,155
ENSG00000134333.13,chr11,18394559,18394636,TSS,False,98,259
ENSG00000134333.13,chr11,18396265,18396610,TSS,False,227,259
ENSG00000175334.7,chr11,66002513,66003234,5AS,False,93,863
ENSG00000175334.7,chr11,66002483,66002570,TSS,True,167,945
ENSG00000166012.16,chr11,93729979,93730447,PAS,True,76,156
ENSG00000166012.16,chr11,93735924,93736304,PAS,True,119,140
ENSG00000166012.16,chr11,93738154,93738499,PAS,True,90,135
ENSG00000166012.16,chr11,93741321,93741536,TSS,True,32,165
ENSG00000166902.4,chr11,59810603,59810816,TSS,True,24,228
ENSG00000171204.12,chr11,85628688,85631686,ME,False,104,118
ENSG00000171204.12,chr11,85628688,85631686,ME,False,104,118
ENSG00000171204.12,chr11,85628688,85631686,ES,False,146,271
ENSG00000213593.9,chr11,57737668,57738353,ES,False,42,135
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,250,1817
ENSG00000175550.7,chr11,65917434,65919543,TSS,True,39,177
ENSG00000172893.15,chr11,71448289,71448424,TSS,True,22,111
ENSG00000151500.14,chr11,134248484,134249166,ES,False,98,232
ENSG00000151500.14,chr11,134252916,134253226,IR,False,162,206
ENSG00000151500.14,chr11,134252916,134253298,5AS,False,30,192
ENSG00000151500.14,chr11,134252839,134253395,TSS,True,202,245
ENSG00000151500.14,chr11,134253226,134253364,TSS,True,83,245
ENSG00000151500.14,chr11,134253298,134253412,TSS,True,215,245
ENSG00000129083.12,chr11,14457501,14457883,PAS,True,13,109
ENSG00000129083.12,chr11,14499706,14499866,TSS,True,88,120
ENSG00000129083.12,chr11,14499741,14499878,TSS,True,103,120
ENSG00000129083.12,chr11,14461185,14462622,TSS,True,87,107
ENSG00000129083.12,chr11,14475784,14475874,TSS,False,99,113
ENSG00000076043.9,chr11,114439385,114439675,TSS,True,58,379
ENSG00000126432.13,chr11,64318386,64320864,ME,True,65,109
ENSG00000126432.13,chr11,64321585,64321815,PAS,True,131,1191
ENSG00000126432.13,chr11,64320660,64320767,PAS,True,1059,1180
ENSG00000173465.7,chr11,65570510,65570603,IR,False,191,215
ENSG00000173465.7,chr11,65570458,65570510,TSS,True,24,219
ENSG00000173465.7,chr11,65570462,65570755,TSS,True,197,219
ENSG00000173486.12,chr11,64240954,64241132,TSS,True,78,263
ENSG00000173486.12,chr11,64241319,64242558,TSS,True,215,263
ENSG00000134910.13,chr11,125592789,125592918,TSS,True,20,131
ENSG00000254934.5,chr11,27618023,27618111,3AS,True,79,113
ENSG00000254934.5,chr11,27618023,27618111,IR,True,79,136
ENSG00000254934.5,chr11,27618023,27623949,ES,True,145,239
ENSG00000254934.5,chr11,27618023,27623949,3AS,False,145,234
ENSG00000254934.5,chr11,27618178,27623949,3AS,True,52,166
ENSG00000254934.5,chr11,27618182,27623949,ES,True,74,114
ENSG00000254934.5,chr11,27616478,27618023,PAS,False,178,426
ENSG00000254934.5,chr11,27634330,27634728,TSS,True,57,474
ENSG00000109861.15,chr11,88287034,88294508,PAS,True,75,499
ENSG00000254986.7,chr11,66480015,66480465,TSS,True,73,116
ENSG00000254986.7,chr11,66495273,66495489,TSS,True,65,112
ENSG00000110321.16,chr11,10796816,10797881,PAS,True,47,163
ENSG00000110321.16,chr11,10807347,10807381,PAS,True,126,149
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,46,188
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,648,3762
ENSG00000172757.12,chr11,65855934,65856244,TSS,True,3220,3762
ENSG00000110104.12,chr11,60842051,60842882,TSS,True,16,102
ENSG00000075239.13,chr11,108121524,108121678,TSS,True,14,104
ENSG00000185627.17,chr11,236519,237144,TSS,True,259,545
ENSG00000137509.10,chr11,82900234,82900506,TSS,True,13,103
ENSG00000176102.12,chr11,33141762,33141884,IR,False,98,111
ENSG00000176102.12,chr11,33084487,33085289,PAS,True,93,126
ENSG00000176102.12,chr11,33139346,33141762,PAS,True,44,120
ENSG00000176102.12,chr11,33141430,33141986,PAS,True,107,120
ENSG00000172531.14,chr11,67401727,67401888,TSS,True,22,151
ENSG00000181924.6,chr11,73873394,73876756,ES,True,209,233
ENSG00000181924.6,chr11,73876756,73876885,TSS,True,44,280
ENSG00000149136.8,chr11,57327425,57327512,TSS,True,198,284
ENSG00000149136.8,chr11,57328296,57329305,TSS,True,251,285
ENSG00000278615.4,chr11,62665130,62665210,TSS,False,82,662
ENSG00000149196.15,chr11,86302221,86302478,TSS,True,40,366
ENSG00000149196.15,chr11,86306243,86306482,TSS,True,329,366
ENSG00000129824.15,chrY,2841567,2841627,TSS,False,135,531
ENSG00000129824.15,chrY,2851881,2854771,TSS,True,456,530
ENSG00000104907.12,chr19,13105396,13105486,IR,False,86,103
ENSG00000104907.12,chr19,13109838,13110157,ES,False,20,100
ENSG00000104907.12,chr19,13116652,13118797,TSS,False,37,124
ENSG00000104907.12,chr19,13116145,13116743,TSS,False,109,124
ENSG00000257103.8,chr19,34221738,34227364,ES,False,94,119
ENSG00000257103.8,chr19,34221629,34221738,TSS,True,109,171
ENSG00000257103.8,chr19,34219412,34219573,TSS,True,117,174
ENSG00000231205.11,chr19,20409024,20424785,3AS,False,16,129
ENSG00000231205.11,chr19,20409028,20424785,3AS,True,15,113
ENSG00000231205.11,chr19,20404962,20406132,PAS,True,43,147
ENSG00000231205.11,chr19,20338143,20341101,PAS,True,125,147
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,143,657
ENSG00000170906.15,chr19,54102871,54103188,TSS,True,542,657
ENSG00000179115.10,chr19,12933549,12933738,TSS,True,38,162
ENSG00000130811.11,chr19,10119839,10120916,TSS,False,109,276
ENSG00000130811.11,chr19,10118867,10119659,TSS,True,194,276
ENSG00000104897.9,chr19,2236443,2236901,TSS,True,27,158
ENSG00000179262.9,chr19,12945837,12946020,TSS,True,54,107
ENSG00000179262.9,chr19,12952769,12952853,TSS,True,59,107
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,153,490
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,87,395
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,407,485
