gene,chr,start,end,splice_type,novel,endothelial_cell_of_umbilical_vein_ENCFF600UQU_in_cov,endothelial_cell_of_umbilical_vein_ENCFF600UQU_total_cov
ENSG00000012061.15,chr19,45423780,45424480,TSS,True,137,214
ENSG00000012061.15,chr19,45423269,45423568,TSS,True,160,214
ENSG00000012061.15,chr19,45423822,45424381,TSS,True,162,214
ENSG00000125753.13,chr19,45522581,45522720,3AS,True,33,209
ENSG00000125753.13,chr19,45506953,45507776,TSS,True,56,246
ENSG00000011422.11,chr19,43648334,43649143,PAS,True,84,459
ENSG00000011422.11,chr19,43645681,43646548,PAS,False,393,473
ENSG00000123159.15,chr19,14480778,14491655,ES,False,38,301
ENSG00000123159.15,chr19,14491743,14496036,ES,False,138,294
ENSG00000123159.15,chr19,14496036,14496297,TSS,True,77,403
ENSG00000071564.14,chr19,1652299,1652646,TSS,True,124,146
ENSG00000141985.9,chr19,4400323,4400567,TSS,True,329,605
ENSG00000213024.11,chr19,49909884,49929325,ES,False,63,149
ENSG00000213024.11,chr19,49929325,49929539,TSS,True,65,214
ENSG00000186111.9,chr19,3700296,3700518,TSS,True,134,219
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,221,589
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,496,589
ENSG00000167491.17,chr19,19405666,19406019,TSS,True,58,103
ENSG00000185236.11,chr19,8403412,8404442,PAS,False,34,325
ENSG00000064490.13,chr19,19194133,19196965,3AS,False,73,152
ENSG00000064490.13,chr19,19197046,19197520,ES,False,18,148
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,186,663
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,75,709
ENSG00000105486.13,chr19,48151336,48153871,3AS,False,23,108
ENSG00000105486.13,chr19,48170240,48170649,TSS,True,60,166
ENSG00000124299.13,chr19,33521743,33521839,TSS,True,41,267
ENSG00000006712.14,chr19,39390817,39391182,TSS,True,50,171
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,647,1447
ENSG00000105063.18,chr19,55258434,55259063,TSS,False,53,113
ENSG00000105063.18,chr19,55236642,55236789,TSS,True,101,113
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,283,1039
ENSG00000065717.14,chr19,3008945,3009577,5AS,True,11,105
ENSG00000065717.14,chr19,3028880,3029363,TSS,True,13,112
ENSG00000130204.12,chr19,44891314,44891406,IR,False,277,423
ENSG00000130204.12,chr19,44891314,44891409,3AS,False,51,328
ENSG00000130204.12,chr19,44891314,44891409,IR,False,51,197
ENSG00000130204.12,chr19,44891224,44891689,TSS,True,342,488
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,160,488
ENSG00000167617.2,chr19,54473063,54473305,TSS,True,15,117
ENSG00000104872.10,chr19,49451484,49453483,TSS,True,22,188
ENSG00000181029.8,chr19,7680878,7682241,5AS,False,319,373
ENSG00000181029.8,chr19,7680841,7680878,TSS,False,152,471
ENSG00000181029.8,chr19,7682241,7682857,PAS,True,103,471
ENSG00000105341.18,chr19,41432408,41433271,IR,False,133,153
ENSG00000105341.18,chr19,41432408,41433536,ES,False,33,166
ENSG00000105341.18,chr19,41433673,41438217,ES,False,23,182
ENSG00000105341.18,chr19,41431316,41432408,PAS,True,22,187
ENSG00000105341.18,chr19,41431317,41433434,PAS,True,167,187
ENSG00000105341.18,chr19,41439881,41439939,TSS,True,25,198
ENSG00000105518.13,chr19,11345628,11346126,3AS,False,115,137
ENSG00000105518.13,chr19,11345628,11346207,5AS,False,26,143
ENSG00000105518.13,chr19,11346126,11346295,TSS,True,53,190
ENSG00000105518.13,chr19,11346207,11346293,TSS,True,162,190
ENSG00000198858.9,chr19,913086,913221,TSS,True,44,100
ENSG00000095059.15,chr19,12681559,12681898,TSS,True,15,106
ENSG00000073008.14,chr19,44658765,44661291,5AS,False,64,240
ENSG00000073008.14,chr19,44643677,44644175,TSS,True,1377,1671
ENSG00000160410.14,chr19,40576841,40576985,TSS,True,41,270
ENSG00000105438.8,chr19,48391267,48391570,TSS,True,60,267
ENSG00000051128.18,chr19,18941050,18941274,TSS,True,49,367
ENSG00000125656.9,chr19,6361434,6361772,TSS,True,60,235
ENSG00000125656.9,chr19,6361767,6361940,TSS,True,191,235
ENSG00000160014.16,chr19,46600992,46601437,TSS,True,109,1047
ENSG00000130479.10,chr19,17719462,17719620,TSS,True,87,322
ENSG00000130479.10,chr19,17726746,17728172,TSS,False,256,322
ENSG00000196961.12,chr19,49766954,49767200,TSS,True,101,154
ENSG00000196961.12,chr19,49801305,49801889,TSS,True,132,154
ENSG00000031823.14,chr19,5978060,5978305,TSS,True,29,121
ENSG00000130816.15,chr19,10136287,10137084,5AS,True,96,110
ENSG00000130816.15,chr19,10194819,10195110,TSS,True,118,200
ENSG00000130816.15,chr19,10135735,10135855,TSS,True,165,197
ENSG00000071626.16,chr19,1418731,1421150,3AS,False,21,103
ENSG00000071626.16,chr19,1432690,1434739,3AS,False,18,113
ENSG00000071626.16,chr19,1407459,1407802,TSS,True,75,157
ENSG00000071626.16,chr19,1415887,1417540,TSS,True,137,157
ENSG00000071626.16,chr19,1434736,1435687,PAS,True,21,116
ENSG00000071626.16,chr19,1434739,1435686,PAS,True,95,116
ENSG00000172270.19,chr19,572512,572701,TSS,True,218,1975
ENSG00000011243.17,chr19,15397855,15399301,IR,True,84,103
ENSG00000011243.17,chr19,15418910,15419049,TSS,True,22,139
ENSG00000142002.17,chr19,4675223,4676656,PAS,True,22,124
ENSG00000142002.17,chr19,4692188,4694823,PAS,True,91,109
ENSG00000142002.17,chr19,4723673,4723971,TSS,True,78,133
ENSG00000142002.17,chr19,4704130,4704379,TSS,False,92,132
ENSG00000142230.11,chr19,47130795,47131028,TSS,True,170,1128
ENSG00000130810.19,chr19,10106412,10106500,IR,True,125,140
ENSG00000130810.19,chr19,10106303,10106412,TSS,False,24,149
ENSG00000130810.19,chr19,10106361,10106671,TSS,True,134,149
ENSG00000105135.15,chr19,15125655,15125819,TSS,False,72,204
ENSG00000105135.15,chr19,15124924,15125709,TSS,True,174,204
ENSG00000141873.10,chr19,2732523,2733485,PAS,True,18,103
ENSG00000141873.10,chr19,2739944,2740059,TSS,True,12,104
ENSG00000005206.16,chr19,2328613,2328775,TSS,True,103,132
ENSG00000068903.19,chr19,38893867,38899505,ES,False,135,181
ENSG00000104976.11,chr19,7920319,7920549,TSS,True,62,113
ENSG00000104976.11,chr19,7921013,7921119,TSS,False,79,113
ENSG00000160570.13,chr19,42217631,42217768,TSS,True,75,125
ENSG00000076928.17,chr19,41883116,41883289,TSS,True,90,187
ENSG00000076928.17,chr19,41883233,41884493,TSS,True,155,187
ENSG00000076928.17,chr19,41901885,41902033,TSS,True,162,187
ENSG00000167674.14,chr19,4501317,4501913,3AS,False,22,109
ENSG00000167674.14,chr19,4472220,4472422,TSS,True,153,224
ENSG00000167674.14,chr19,4501255,4501317,TSS,True,199,224
ENSG00000167674.14,chr19,4501910,4502218,PAS,True,29,115
ENSG00000167674.14,chr19,4501913,4502219,PAS,True,93,115
ENSG00000130309.10,chr19,17555590,17555973,TSS,False,118,377
ENSG00000105373.18,chr19,47745517,47745783,TSS,True,1088,1300
ENSG00000105373.18,chr19,47756707,47756744,TSS,True,258,1300
ENSG00000088256.8,chr19,3094361,3094787,TSS,True,83,389
ENSG00000104824.17,chr19,38836369,38836780,PAS,True,27,155
ENSG00000104824.17,chr19,38842082,38843914,PAS,True,115,134
ENSG00000104824.17,chr19,38849699,38849991,TSS,True,613,733
ENSG00000105669.13,chr19,18899709,18899872,IR,True,82,102
ENSG00000128626.11,chr19,38930998,38931275,5AS,True,146,171
ENSG00000128626.11,chr19,38930940,38930998,TSS,False,39,185
ENSG00000128626.11,chr19,38930968,38931171,TSS,False,162,185
ENSG00000105393.15,chr19,17267527,17268793,3AS,False,218,259
ENSG00000105393.15,chr19,17267397,17267527,TSS,True,42,309
ENSG00000119559.15,chr19,1478905,1479162,5AS,False,88,100
ENSG00000119559.15,chr19,1473201,1475258,PAS,True,17,116
ENSG00000119559.15,chr19,1479162,1479556,TSS,False,33,121
ENSG00000119559.15,chr19,1478773,1479176,TSS,True,108,121
ENSG00000105676.13,chr19,19033565,19033930,TSS,True,35,126
ENSG00000105676.13,chr19,19033582,19034013,TSS,True,111,126
ENSG00000042753.11,chr19,46850763,46850855,TSS,True,107,743
ENSG00000042753.11,chr19,46850133,46850295,TSS,False,666,743
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,155,862
ENSG00000129351.17,chr19,10681329,10681992,IR,False,104,122
ENSG00000129351.17,chr19,10682704,10683136,3AS,False,69,125
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,197,249
ENSG00000129351.17,chr19,10687395,10687708,TSS,False,108,125
ENSG00000129351.17,chr19,10680787,10681130,TSS,True,209,248
ENSG00000129351.17,chr19,10684415,10685772,PAS,True,43,147
ENSG00000129351.17,chr19,10689178,10692419,PAS,True,124,182
ENSG00000105655.18,chr19,18438092,18438179,TSS,True,22,143
ENSG00000115268.9,chr19,1438368,1438428,TSS,True,354,3505
ENSG00000130748.6,chr19,47048406,47048633,TSS,False,525,709
ENSG00000130748.6,chr19,47046592,47046609,TSS,True,268,709
ENSG00000089327.14,chr19,35154711,35154809,TSS,True,58,340
ENSG00000079999.13,chr19,10503240,10503596,TSS,True,155,180
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,92,180
ENSG00000079999.13,chr19,10491576,10492096,TSS,True,158,180
ENSG00000105355.8,chr19,4867608,4867698,TSS,True,85,487
ENSG00000079805.16,chr19,10795439,10798485,ME,False,44,152
ENSG00000079805.16,chr19,10830378,10830980,3AS,False,31,173
ENSG00000079805.16,chr19,10718022,10718403,TSS,True,49,200
ENSG00000079805.16,chr19,10830977,10831906,PAS,True,43,185
ENSG00000079805.16,chr19,10830980,10831905,PAS,False,154,185
ENSG00000074842.7,chr19,4670160,4670409,TSS,True,625,2303
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,133,792
ENSG00000276043.4,chr19,4909349,4909655,TSS,True,82,283
ENSG00000276043.4,chr19,4941447,4941931,TSS,True,254,283
ENSG00000104980.7,chr19,7943606,7943771,TSS,True,26,143
ENSG00000099624.7,chr19,1244440,1244736,IR,False,394,517
ENSG00000099624.7,chr19,1241726,1241991,TSS,True,170,547
ENSG00000099624.7,chr19,1244313,1244440,TSS,True,414,546
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,265,387
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,153,547
ENSG00000123143.12,chr19,14433174,14433542,TSS,True,79,576
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,382,646
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,426,808
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,549,808
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,693,808
ENSG00000130164.13,chr19,11089422,11089615,TSS,True,67,170
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,172,196
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,74,247
ENSG00000071655.17,chr19,1592521,1592894,TSS,True,222,247
ENSG00000133265.10,chr19,55265367,55265885,3AS,True,19,122
ENSG00000133265.10,chr19,55280034,55280365,TSS,False,20,127
ENSG00000105171.9,chr19,29606281,29606325,TSS,False,21,146
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,92,525
ENSG00000254901.7,chr19,19176087,19177460,PAS,True,51,154
ENSG00000254901.7,chr19,19181875,19182683,PAS,True,108,139
ENSG00000254901.7,chr19,19192080,19192684,TSS,True,26,158
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,111,168
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,98,168
ENSG00000198816.6,chr19,7515941,7516249,TSS,False,33,112
ENSG00000011304.19,chr19,805187,806407,ES,False,134,387
ENSG00000011304.19,chr19,797388,797505,TSS,True,253,571
ENSG00000104870.12,chr19,49512750,49513881,ES,False,26,199
ENSG00000104870.12,chr19,49512261,49512750,TSS,True,138,337
ENSG00000104870.12,chr19,49513020,49513473,TSS,True,227,337
ENSG00000125912.10,chr19,3206190,3206264,3AS,False,123,256
ENSG00000125912.10,chr19,3185867,3186214,TSS,True,148,376
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,73,321
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,285,321
ENSG00000131351.14,chr19,17075393,17075624,TSS,True,52,141
ENSG00000121289.17,chr19,32971835,32972034,TSS,True,27,103
ENSG00000125651.13,chr19,6392983,6393444,TSS,True,51,109
ENSG00000125651.13,chr19,6380572,6380655,TSS,True,94,109
ENSG00000125651.13,chr19,6380903,6380985,TSS,True,97,109
ENSG00000127616.18,chr19,11033517,11034122,ES,False,89,108
ENSG00000127616.18,chr19,11035132,11041306,3AS,False,73,103
ENSG00000127616.18,chr19,11041560,11058257,3AS,False,41,121
ENSG00000127616.18,chr19,10960725,10961174,TSS,True,75,169
ENSG00000127616.18,chr19,10984115,10984373,TSS,True,152,169
ENSG00000127616.18,chr19,11061783,11062296,PAS,True,41,166
ENSG00000127616.18,chr19,10996212,10996376,PAS,True,93,131
ENSG00000167645.16,chr19,38309643,38315868,5AS,False,208,277
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,348,417
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,209,417
ENSG00000167645.16,chr19,38315716,38315855,TSS,True,373,417
ENSG00000011485.14,chr19,46347010,46347217,TSS,True,87,266
ENSG00000076944.15,chr19,7637101,7637186,TSS,True,34,136
ENSG00000130254.11,chr19,5622529,5623025,TSS,True,23,100
ENSG00000105483.17,chr19,48215384,48221729,ES,False,29,112
ENSG00000105483.17,chr19,48230697,48230776,3AS,False,20,115
ENSG00000105483.17,chr19,48231810,48234402,ES,False,30,112
ENSG00000105483.17,chr19,48234543,48240961,ES,False,39,117
ENSG00000105483.17,chr19,48241063,48249750,ES,False,96,197
ENSG00000105483.17,chr19,48208085,48211975,PAS,True,105,215
ENSG00000105483.17,chr19,48238261,48238532,PAS,True,127,207
ENSG00000105483.17,chr19,48249750,48249929,TSS,False,28,218
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,234,517
ENSG00000104823.8,chr19,38817064,38817274,TSS,True,355,517
ENSG00000104823.8,chr19,38817315,38818710,TSS,False,458,517
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,261,817
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,618,837
ENSG00000118046.14,chr19,1205705,1207203,TSS,True,27,195
ENSG00000105443.14,chr19,48474949,48478068,5AS,False,71,104
ENSG00000105443.14,chr19,48469218,48469526,TSS,True,27,130
ENSG00000172081.13,chr19,2096225,2096335,TSS,True,33,130
ENSG00000125734.15,chr19,6737456,6737625,TSS,True,34,184
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,101,414
ENSG00000064961.18,chr19,3572968,3573347,TSS,True,367,414
ENSG00000090372.14,chr19,46727546,46727893,3AS,False,104,126
ENSG00000090372.14,chr19,46746148,46747040,TSS,True,43,160
ENSG00000176619.12,chr19,2456669,2456993,TSS,False,206,284
ENSG00000079462.7,chr19,42302325,42302436,IR,False,42,124
ENSG00000079462.7,chr19,42302231,42302666,TSS,True,60,143
ENSG00000079462.7,chr19,42302436,42302792,TSS,True,101,143
ENSG00000005007.12,chr19,18831904,18832440,TSS,True,66,100
ENSG00000005007.12,chr19,18863395,18863612,TSS,True,83,100
ENSG00000005007.12,chr19,18863455,18864251,TSS,True,88,100
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,62,417
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,101,731
ENSG00000142541.16,chr19,49487604,49487644,TSS,True,433,3145
ENSG00000064666.14,chr19,1032696,1036415,ES,False,36,302
ENSG00000064666.14,chr19,1026557,1026724,TSS,True,115,415
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,256,293
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,88,293
ENSG00000185361.8,chr19,4639475,4639629,TSS,True,75,107
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,23,104
ENSG00000142453.11,chr19,10921127,10921614,ES,False,160,187
ENSG00000142252.10,chr19,45079244,45079279,TSS,True,81,126
ENSG00000142252.10,chr19,45079269,45079377,TSS,True,62,126
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,84,365
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,300,365
ENSG00000104960.15,chr19,49860336,49860613,3AS,False,393,476
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,100,486
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,92,486
ENSG00000104960.15,chr19,49860565,49860744,PAS,True,403,486
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,58,427
PB_novel_45212,chr19,44655887,44656000,PAS,True,137,156
PB_novel_45212,chr19,44656863,44659445,TSS,True,137,156
ENSG00000104915.14,chr19,13144486,13144576,IR,False,123,138
ENSG00000104915.14,chr19,13149897,13150138,IR,False,112,137
ENSG00000104915.14,chr19,13144057,13144486,PAS,True,17,140
ENSG00000104915.14,chr19,13150138,13150374,TSS,True,33,147
ENSG00000104915.14,chr19,13149727,13150371,TSS,True,122,147
ENSG00000170892.10,chr19,54190220,54190450,TSS,True,210,279
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,98,279
ENSG00000167747.14,chr19,50798924,50799293,IR,False,11,105
ENSG00000032444.16,chr19,7551437,7553874,3AS,False,55,100
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,66,116
ENSG00000032444.16,chr19,7534716,7534902,TSS,True,103,116
ENSG00000133275.15,chr19,1979093,1979162,IR,False,177,199
ENSG00000133275.15,chr19,1941094,1941418,TSS,False,43,224
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,30,143
ENSG00000105619.13,chr19,54110121,54114441,5AS,True,81,112
ENSG00000105619.13,chr19,54114441,54114702,TSS,True,81,118
ENSG00000105619.13,chr19,54115246,54115677,TSS,True,74,118
ENSG00000105619.13,chr19,54114437,54114583,TSS,True,88,118
ENSG00000105726.16,chr19,19654074,19654542,3AS,False,18,142
ENSG00000105726.16,chr19,19656766,19656846,IR,False,116,134
ENSG00000105726.16,chr19,19663270,19664048,TSS,True,28,158
ENSG00000130511.15,chr19,18430930,18431646,ES,False,206,282
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,221,325
ENSG00000130511.15,chr19,18433932,18434216,IR,True,104,118
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,159,428
ENSG00000130511.15,chr19,18434216,18434563,PAS,False,103,428
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,377,2563
ENSG00000105323.16,chr19,41264692,41268222,5AS,False,25,106
ENSG00000105323.16,chr19,41304261,41305675,3AS,False,170,193
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,199,280
ENSG00000105323.16,chr19,41302662,41302949,TSS,True,234,278
ENSG00000126456.15,chr19,49665634,49665859,TSS,True,101,136
ENSG00000126456.15,chr19,49665630,49665861,TSS,True,81,136
ENSG00000126456.15,chr19,49665671,49665861,TSS,True,119,136
ENSG00000104886.11,chr19,2233905,2233997,IR,False,168,216
ENSG00000104886.11,chr19,2233148,2233905,PAS,True,60,227
ENSG00000104886.11,chr19,2230683,2234061,PAS,True,179,227
ENSG00000104886.11,chr19,2236154,2236651,TSS,False,28,242
ENSG00000105401.8,chr19,10395343,10395434,IR,False,524,632
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,169,785
ENSG00000105401.8,chr19,10393258,10393441,TSS,True,700,785
ENSG00000099797.14,chr19,14529263,14529711,TSS,True,110,396
ENSG00000099797.14,chr19,14563431,14564097,TSS,True,298,395
ENSG00000105538.9,chr19,48740520,48740611,TSS,False,69,337
ENSG00000105058.11,chr19,16185516,16185623,IR,False,352,400
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,74,427
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,378,427
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,58,272
ENSG00000089351.14,chr19,35026048,35027398,PAS,True,55,266
ENSG00000089351.14,chr19,35010283,35011120,PAS,True,176,227
ENSG00000130311.10,chr19,17309510,17309657,TSS,True,46,243
ENSG00000099783.11,chr19,8465362,8465479,IR,False,350,911
ENSG00000099783.11,chr19,8474244,8485602,ES,False,219,927
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,235,1131
ENSG00000099783.11,chr19,8485600,8486405,TSS,True,953,1130
ENSG00000165507.8,chr10,44978617,44978810,TSS,True,192,1139
ENSG00000165629.19,chr10,7802854,7807658,ES,False,180,678
ENSG00000165629.19,chr10,7788096,7788263,TSS,True,78,695
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,193,583
ENSG00000154473.17,chr10,123162828,123165046,IR,True,193,224
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,225,617
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,431,624
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,50,173
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,103,152
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,59,152
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,62,312
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,269,312
ENSG00000152465.17,chr10,15135418,15141421,ES,False,169,205
ENSG00000152465.17,chr10,15104347,15106698,PAS,False,169,225
ENSG00000152465.17,chr10,15107857,15109215,PAS,True,71,220
ENSG00000108179.13,chr10,79347429,79347743,TSS,True,62,153
ENSG00000123240.16,chr10,13100302,13109111,ES,False,154,183
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,38,191
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,834,1018
ENSG00000123240.16,chr10,13133532,13133581,TSS,True,201,1004
ENSG00000107719.8,chr10,70478398,70479059,TSS,False,75,138
ENSG00000152457.17,chr10,14906873,14909330,PAS,True,69,102
ENSG00000152457.17,chr10,14953901,14954463,TSS,True,70,105
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,60,120
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,105,124
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,22,144
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,67,130
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,113,130
ENSG00000196072.11,chr10,100286604,100286703,TSS,True,32,217
ENSG00000196072.11,chr10,100286096,100286358,TSS,True,192,217
ENSG00000107679.14,chr10,122374562,122374806,TSS,False,27,111
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,51,279
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,131,176
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,66,176
ENSG00000138326.19,chr10,78033751,78033904,TSS,False,209,986
ENSG00000138326.19,chr10,78035350,78035417,TSS,True,823,986
ENSG00000165669.13,chr10,118336423,118342269,ES,False,56,126
ENSG00000165669.13,chr10,118342269,118342324,TSS,True,28,161
ENSG00000176986.15,chr10,73744437,73746804,ES,False,109,122
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,123,242
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,174,242
ENSG00000170312.15,chr10,60778448,60778570,TSS,True,43,319
ENSG00000172586.7,chr10,73782049,73782199,TSS,True,17,151
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,74,329
ENSG00000023041.11,chr10,112446704,112446956,TSS,True,13,111
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,49,101
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,30,140
ENSG00000119979.17,chr10,119104763,119104986,PAS,True,106,134
ENSG00000099250.17,chr10,33197709,33202911,5AS,False,35,163
ENSG00000099250.17,chr10,33177489,33180365,PAS,True,67,220
ENSG00000099250.17,chr10,33196177,33197709,PAS,True,174,206
ENSG00000099250.17,chr10,33334309,33334866,TSS,True,83,237
ENSG00000166033.12,chr10,122461426,122462124,TSS,False,48,453
ENSG00000171307.18,chr10,97446353,97451670,ES,False,203,236
ENSG00000171307.18,chr10,97453663,97454713,ES,False,62,193
ENSG00000171307.18,chr10,97454799,97455713,3AS,False,30,198
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,205,495
ENSG00000138175.8,chr10,102714272,102714341,TSS,False,20,180
ENSG00000108219.14,chr10,80454371,80489216,ES,False,84,167
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,143,315
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,30,133
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,60,230
ENSG00000108039.17,chr10,109923401,109923563,TSS,True,32,192
ENSG00000148484.17,chr10,16782084,16817314,ES,False,119,532
ENSG00000148484.17,chr10,16782084,16817314,5AS,True,119,171
ENSG00000148484.17,chr10,16817084,16817314,IR,True,414,467
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,73,608
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,126,172
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,63,191
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,146,191
ENSG00000188690.13,chr10,125789005,125794879,ES,False,98,116
ENSG00000188690.13,chr10,125788574,125789005,PAS,True,23,139
ENSG00000188690.13,chr10,125800578,125803024,PAS,True,122,136
ENSG00000122952.16,chr10,56358687,56358908,IR,False,45,359
ENSG00000122952.16,chr10,56359853,56360017,IR,False,329,383
ENSG00000122952.16,chr10,56360141,56360292,IR,False,319,380
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,77,521
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,142,524
ENSG00000122952.16,chr10,56358555,56358668,TSS,True,392,524
ENSG00000119977.20,chr10,95693643,95693962,TSS,True,36,165
ENSG00000136754.17,chr10,26751783,26759061,ES,False,27,117
ENSG00000136754.17,chr10,26759235,26765217,3AS,False,35,116
ENSG00000136754.17,chr10,26770345,26777064,ES,False,84,118
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,16,105
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,13,100
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,41,228
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,77,248
ENSG00000151929.9,chr10,119672457,119672656,TSS,True,191,245
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,44,231
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,190,231
ENSG00000152804.10,chr10,92689844,92690347,TSS,True,60,226
ENSG00000152804.10,chr10,92690627,92692546,TSS,True,203,226
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,70,651
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,39,105
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,77,538
ENSG00000055950.16,chr10,100981368,100981543,PAS,True,127,165
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,48,160
ENSG00000122861.15,chr10,73911102,73911218,TSS,True,16,103
ENSG00000107521.18,chr10,98429642,98430570,ES,False,69,174
ENSG00000107521.18,chr10,98434091,98435634,ES,False,38,177
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,84,223
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,165,212
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,42,229
ENSG00000107984.9,chr10,52314280,52314677,TSS,False,62,234
ENSG00000107984.9,chr10,52314284,52315085,TSS,True,207,234
ENSG00000107984.9,chr10,52316069,52316435,TSS,True,209,234
ENSG00000231298.6,chr10,4650159,4651203,PAS,True,61,151
ENSG00000231298.6,chr10,4655442,4659680,PAS,True,112,149
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,29,176
ENSG00000148468.16,chr10,15214601,15220943,ES,False,18,119
ENSG00000148468.16,chr10,15370955,15371334,TSS,True,97,211
ENSG00000122882.10,chr10,73167865,73168090,TSS,True,19,143
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,43,232
