gene,chr,start,end,splice_type,novel,mucosa_of_descending_colon_ENCFF171AQO_in_cov,mucosa_of_descending_colon_ENCFF171AQO_total_cov
ENSG00000185800.11,chr19,45783010,45786871,PAS,False,109,123
ENSG00000185800.11,chr19,45782946,45784290,PAS,False,31,128
ENSG00000127445.13,chr19,9835304,9835402,TSS,True,71,197
ENSG00000127445.13,chr19,9834159,9838648,TSS,True,146,197
ENSG00000079999.13,chr19,10503240,10503596,TSS,True,186,242
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,94,242
ENSG00000079805.16,chr19,10830378,10830980,3AS,False,30,151
ENSG00000079805.16,chr19,10718022,10718403,TSS,True,122,223
ENSG00000079805.16,chr19,10829035,10829268,TSS,False,173,197
ENSG00000079805.16,chr19,10830205,10830378,TSS,False,160,196
ENSG00000079805.16,chr19,10830977,10831906,PAS,True,73,194
ENSG00000079805.16,chr19,10830980,10831905,PAS,False,164,194
ENSG00000130734.9,chr19,10544325,10544782,3AS,False,96,120
ENSG00000128016.5,chr19,39406845,39406928,TSS,False,134,471
ENSG00000074842.7,chr19,4670160,4670409,TSS,True,79,154
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,76,340
ENSG00000123144.10,chr19,12731343,12731414,TSS,True,281,338
ENSG00000105699.16,chr19,35259064,35262545,ES,False,205,237
ENSG00000105699.16,chr19,35259064,35266358,ES,False,134,371
ENSG00000105699.16,chr19,35266738,35266838,3AS,False,78,386
ENSG00000105699.16,chr19,35248387,35249131,TSS,True,67,416
ENSG00000099624.7,chr19,1244440,1244736,IR,False,419,575
ENSG00000099624.7,chr19,1241726,1241991,TSS,True,86,588
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,415,571
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,169,588
ENSG00000196365.11,chr19,5719703,5720479,TSS,True,29,148
ENSG00000123143.12,chr19,14433174,14433542,TSS,True,63,433
ENSG00000129968.15,chr19,1877687,1879920,IR,False,155,178
ENSG00000129968.15,chr19,1885351,1885489,TSS,True,65,199
ENSG00000129968.15,chr19,1881234,1885465,TSS,True,154,199
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,179,269
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,116,295
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,207,295
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,123,137
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,47,171
ENSG00000178982.9,chr19,38619078,38619327,TSS,True,142,382
ENSG00000178982.9,chr19,38635045,38635118,TSS,True,252,377
ENSG00000167615.16,chr19,54448602,54449306,TSS,True,100,116
ENSG00000129354.11,chr19,10587189,10587343,TSS,True,15,102
ENSG00000070423.17,chr19,663046,663326,TSS,True,34,148
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,46,211
ENSG00000275395.5,chr19,39863322,39863496,PAS,False,101,504
ENSG00000275395.5,chr19,39875387,39875815,TSS,True,364,418
ENSG00000275395.5,chr19,39872077,39872552,TSS,True,353,410
ENSG00000275395.5,chr19,39877662,39878180,TSS,True,381,432
ENSG00000275395.5,chr19,39876657,39877275,TSS,True,366,422
ENSG00000099875.14,chr19,2046468,2046603,IR,True,240,351
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,142,534
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,196,534
ENSG00000171124.13,chr19,5846564,5851389,3AS,False,29,106
ENSG00000171124.13,chr19,5851389,5851449,TSS,True,39,154
ENSG00000105677.11,chr19,35545599,35545816,TSS,True,60,130
ENSG00000198816.6,chr19,7515941,7516249,TSS,False,66,127
ENSG00000011304.19,chr19,805187,806407,ES,False,23,117
ENSG00000011304.19,chr19,797388,797505,TSS,True,70,161
ENSG00000104870.12,chr19,49512261,49512750,TSS,True,271,400
ENSG00000104870.12,chr19,49513020,49513473,TSS,True,163,400
ENSG00000174886.12,chr19,5903611,5903957,TSS,True,40,240
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,66,402
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,356,402
ENSG00000126934.13,chr19,4123783,4124170,TSS,True,135,510
ENSG00000125651.13,chr19,6381612,6381696,3AS,True,37,106
ENSG00000125651.13,chr19,6392983,6393444,TSS,True,27,120
ENSG00000130881.13,chr19,33206362,33206600,3AS,True,121,138
ENSG00000130881.13,chr19,33194163,33194858,TSS,False,33,154
ENSG00000204936.9,chr19,43353672,43353766,TSS,True,103,692
ENSG00000011485.14,chr19,46347010,46347217,TSS,True,20,105
ENSG00000076944.15,chr19,7637101,7637186,TSS,True,37,142
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,88,450
ENSG00000104823.8,chr19,38831077,38831273,TSS,True,395,450
ENSG00000130202.9,chr19,44846265,44846613,TSS,True,22,159
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,62,148
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,105,158
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,44,107
ENSG00000125734.15,chr19,6737456,6737625,TSS,True,33,150
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,59,257
ENSG00000064961.18,chr19,3572968,3573347,TSS,True,225,257
ENSG00000005007.12,chr19,18831904,18832440,TSS,True,52,114
ENSG00000005007.12,chr19,18854930,18855038,TSS,False,98,114
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,132,432
ENSG00000269858.5,chr19,40800218,40801415,TSS,True,312,432
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,132,157
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,62,195
ENSG00000198258.10,chr19,9827900,9828064,TSS,True,170,195
ENSG00000198258.10,chr19,9827921,9828393,TSS,True,166,195
ENSG00000007306.14,chr19,41674739,41677375,3AS,False,921,1137
ENSG00000007306.14,chr19,41673287,41674759,PAS,True,940,1146
ENSG00000007306.14,chr19,41673297,41674739,PAS,False,223,1146
ENSG00000007306.14,chr19,41688101,41688271,TSS,True,172,1166
ENSG00000007306.14,chr19,41686858,41687223,TSS,True,1041,1161
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,27,138
ENSG00000185361.8,chr19,4639475,4639629,TSS,True,23,105
ENSG00000125733.17,chr19,6744994,6746451,ES,False,84,160
ENSG00000125733.17,chr19,6744994,6746451,3AS,False,84,112
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,34,201
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,154,694
ENSG00000108107.14,chr19,55385914,55386438,TSS,True,613,694
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,44,109
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,17,110
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,96,110
ENSG00000130203.9,chr19,44905408,44905841,TSS,False,22,157
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,58,308
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,37,308
ENSG00000161618.9,chr19,49453136,49453421,TSS,True,21,102
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,47,139
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,23,107
ENSG00000125648.14,chr19,6444301,6453980,ES,False,25,129
ENSG00000125648.14,chr19,6436070,6436464,PAS,True,139,165
ENSG00000125648.14,chr19,6440061,6442159,PAS,True,61,153
ENSG00000125648.14,chr19,6459472,6459837,TSS,True,29,165
ENSG00000104915.14,chr19,13144486,13144576,IR,False,125,144
ENSG00000104915.14,chr19,13149897,13150138,IR,False,97,139
ENSG00000104915.14,chr19,13144057,13144486,PAS,True,21,146
ENSG00000104915.14,chr19,13144057,13144671,PAS,True,124,143
ENSG00000104915.14,chr19,13150138,13150374,TSS,True,55,154
ENSG00000104915.14,chr19,13149727,13150371,TSS,True,113,154
ENSG00000167676.4,chr19,4510445,4512051,TSS,True,137,191
ENSG00000167676.4,chr19,4518384,4518547,TSS,False,153,193
ENSG00000170892.10,chr19,54190220,54190450,TSS,True,96,115
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,47,115
ENSG00000032444.16,chr19,7551437,7553874,3AS,False,76,137
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,126,155
ENSG00000032444.16,chr19,7541450,7541684,TSS,True,138,155
ENSG00000032444.16,chr19,7541980,7542670,TSS,True,130,155
ENSG00000032444.16,chr19,7549903,7550112,TSS,True,137,154
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,73,135
ENSG00000133243.8,chr19,1997343,1998286,TSS,True,101,135
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,68,129
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,19,138
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,128,361
ENSG00000167460.15,chr19,16067021,16067738,TSS,False,299,361
ENSG00000105323.16,chr19,41304261,41305675,3AS,False,103,123
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,47,138
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,36,204
ENSG00000074219.13,chr19,49362372,49362455,TSS,False,56,122
ENSG00000074219.13,chr19,49348702,49348837,TSS,True,109,122
ENSG00000074219.13,chr19,49359843,49361917,TSS,True,105,122
ENSG00000105401.8,chr19,10395343,10395434,IR,False,182,229
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,47,272
ENSG00000197256.10,chr19,11178447,11178552,3AS,False,245,275
ENSG00000197256.10,chr19,11194590,11195621,5AS,False,60,234
ENSG00000197256.10,chr19,11195820,11197484,ES,False,138,205
ENSG00000197256.10,chr19,11164266,11166611,PAS,True,59,446
ENSG00000197256.10,chr19,11197484,11197587,TSS,True,256,489
ENSG00000197256.10,chr19,11174472,11174896,TSS,True,390,434
ENSG00000099797.14,chr19,14529263,14529711,TSS,True,71,156
ENSG00000099797.14,chr19,14563431,14564097,TSS,True,97,156
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,86,321
ENSG00000105058.11,chr19,16185516,16185623,IR,False,121,145
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,29,150
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,125,150
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,48,341
ENSG00000126457.21,chr19,49677169,49677316,TSS,False,17,115
ENSG00000099783.11,chr19,8465362,8465479,IR,False,74,191
ENSG00000099783.11,chr19,8474244,8485602,ES,False,29,188
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,24,208
ENSG00000165629.19,chr10,7802854,7807658,ES,False,55,224
ENSG00000188373.4,chr10,84176569,84184850,3AS,False,20,131
ENSG00000188373.4,chr10,84173799,84173921,TSS,False,17,144
ENSG00000188373.4,chr10,84184680,84185288,PAS,True,24,135
ENSG00000188373.4,chr10,84184850,84185290,PAS,False,114,135
ENSG00000015171.19,chr10,210048,236837,ES,False,40,171
ENSG00000015171.19,chr10,134876,135302,TSS,False,170,190
ENSG00000015171.19,chr10,135381,135559,TSS,True,51,190
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,281,316
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,102,316
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,25,179
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,160,179
ENSG00000123240.16,chr10,13100302,13109111,ES,False,188,230
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,54,237
ENSG00000119950.20,chr10,110225977,110226283,TSS,True,83,288
ENSG00000119950.20,chr10,110207575,110208082,TSS,True,229,288
ENSG00000065618.19,chr10,104085722,104085972,TSS,True,67,100
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,86,140
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,123,140
ENSG00000107796.13,chr10,88952730,88952817,TSS,True,98,773
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,15,113
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,88,107
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,55,107
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,20,165
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,42,354
ENSG00000165828.14,chr10,133351433,133352006,3AS,True,78,100
ENSG00000165828.14,chr10,133352113,133352246,5AS,False,26,104
ENSG00000165828.14,chr10,133347333,133347425,TSS,True,13,119
ENSG00000155256.17,chr10,97737089,97737321,TSS,True,21,106
ENSG00000155256.17,chr10,97737117,97737325,TSS,True,94,106
ENSG00000166033.12,chr10,122461426,122462124,TSS,False,26,211
ENSG00000075073.14,chr10,69414944,69414959,TSS,True,291,386
ENSG00000075073.14,chr10,69415931,69416890,TSS,True,157,386
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,23,132
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,26,110
ENSG00000148484.17,chr10,16782084,16817314,ES,False,16,101
ENSG00000148484.17,chr10,16817084,16817314,IR,True,87,116
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,35,138
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,109,138
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,26,254
ENSG00000066468.22,chr10,121503941,121515122,5AS,False,46,149
ENSG00000066468.22,chr10,121564579,121593708,ES,False,62,138
ENSG00000066468.22,chr10,121478331,121480021,PAS,True,28,167
ENSG00000066468.22,chr10,121597961,121598496,TSS,True,25,168
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,26,115
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,41,137
ENSG00000107521.18,chr10,98441903,98442957,PAS,False,81,100
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,60,143
ENSG00000173848.18,chr10,5446562,5446858,TSS,True,30,110
ENSG00000173848.18,chr10,5454962,5455118,TSS,True,98,110
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,45,329
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,32,128
ENSG00000095637.22,chr10,95561319,95561463,TSS,True,75,101
ENSG00000156510.12,chr10,69232923,69233133,TSS,True,11,100
ENSG00000099282.9,chr10,69451464,69451690,TSS,True,19,153
ENSG00000099282.9,chr10,69506828,69507676,PAS,True,18,148
ENSG00000122359.17,chr10,80172869,80205342,ES,False,108,358
ENSG00000122359.17,chr10,80176155,80205342,ES,False,211,250
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,146,506
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,435,505
ENSG00000165424.6,chr10,79445194,79445639,TSS,False,103,185
ENSG00000148660.20,chr10,73817554,73821681,ES,False,102,138
ENSG00000148660.20,chr10,73824084,73837467,ES,False,20,138
ENSG00000148660.20,chr10,73837511,73842168,ES,False,87,140
ENSG00000148660.20,chr10,73812498,73814505,PAS,True,19,145
ENSG00000148660.20,chr10,73874396,73874623,TSS,True,35,165
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,15,112
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,521,1293
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,32,135
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,120,135
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,32,169
ENSG00000171813.13,chr10,132396157,132397351,TSS,False,22,101
ENSG00000035403.17,chr10,74109156,74114183,ES,False,48,164
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,122,265
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,29,142
ENSG00000166295.8,chr10,72216138,72223887,ES,False,76,113
ENSG00000166295.8,chr10,72216138,72230365,ES,True,26,137
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,58,217
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,172,217
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,34,214
ENSG00000165806.19,chr10,113679630,113679978,TSS,True,21,129
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,195,403
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,354,403
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,329,403
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,187,397
ENSG00000197321.14,chr10,29555051,29555108,PAS,False,131,182
ENSG00000197321.14,chr10,29652987,29658068,PAS,True,156,178
ENSG00000197321.14,chr10,29532739,29533458,PAS,True,146,203
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,173,220
ENSG00000197321.14,chr10,29736684,29737076,TSS,False,252,401
ENSG00000197321.14,chr10,29532528,29533462,TSS,True,218,246
ENSG00000107672.14,chr10,121959410,121959500,IR,False,89,101
ENSG00000107672.14,chr10,121959595,121960357,IR,True,84,100
ENSG00000107672.14,chr10,121974003,121975271,TSS,True,91,112
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,45,112
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,295,363
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,71,352
ENSG00000107872.12,chr10,102421507,102421786,IR,True,72,125
ENSG00000107872.12,chr10,102420835,102421182,TSS,True,84,128
ENSG00000107872.12,chr10,102420834,102420957,TSS,False,110,128
ENSG00000107872.12,chr10,102421205,102421507,TSS,True,104,128
ENSG00000107872.12,chr10,102421449,102422292,TSS,True,92,128
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,120,182
ENSG00000197142.10,chr10,112374028,112374269,TSS,False,87,182
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,30,111
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,24,135
ENSG00000168283.13,chr10,22321077,22321696,TSS,True,17,115
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,43,149
ENSG00000171206.14,chr10,102656746,102658318,PAS,True,14,121
ENSG00000156113.22,chr10,76884876,76887515,PAS,True,108,216
ENSG00000156113.22,chr10,77636204,77636515,PAS,False,160,181
ENSG00000156113.22,chr10,77637264,77638482,TSS,True,83,238
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,26,117
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,99,115
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,69,110
ENSG00000096746.17,chr10,68337333,68338502,ES,False,14,113
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,23,117
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,86,127
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,57,127
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,50,353
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,233,341
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,121,350
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,23,216
ENSG00000166126.10,chr14,102922731,102923710,IR,True,471,554
ENSG00000166126.10,chr14,102922750,102923710,IR,True,21,104
ENSG00000166126.10,chr14,102928975,102929120,IR,False,597,667
ENSG00000166126.10,chr14,102922662,102923829,TSS,True,661,741
ENSG00000166126.10,chr14,102922640,102922731,TSS,False,266,741
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,102,633
ENSG00000100911.15,chr14,24145772,24146207,IR,False,106,119
ENSG00000100934.14,chr14,39031082,39033328,PAS,True,17,159
ENSG00000100796.17,chr14,91465419,91470836,ES,False,103,115
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,72,114
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,18,144
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,129,182
ENSG00000092199.17,chr14,21234229,21269297,ES,False,33,176
ENSG00000184887.13,chr14,105249085,105249156,IR,False,174,207
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,183,216
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,67,216
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,190,216
ENSG00000073712.14,chr14,52856948,52858550,PAS,True,14,108
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,34,109
ENSG00000165949.12,chr14,94110797,94111658,3AS,False,142,236
ENSG00000165949.12,chr14,94114880,94115789,3AS,False,130,256
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,202,449
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,257,447
ENSG00000166166.12,chr14,103529184,103529261,TSS,True,49,152
ENSG00000166166.12,chr14,103529946,103530309,TSS,True,120,152
ENSG00000165795.23,chr14,21022497,21023240,ES,False,100,225
ENSG00000165795.23,chr14,21023321,21025028,ES,False,41,122
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,155,277
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,198,277
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,67,114
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,23,116
ENSG00000133943.20,chr14,91215556,91224683,5AS,False,106,121
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,52,132
ENSG00000133943.20,chr14,91224683,91225632,PAS,True,19,130
ENSG00000156381.8,chr14,102508549,102508640,IR,False,133,156
ENSG00000156381.8,chr14,102508549,102509528,ES,True,99,165
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,146,313
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,241,313
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,97,230
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,121,202
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,134,149
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,69,231
ENSG00000126777.17,chr14,55580354,55612018,ES,False,158,241
ENSG00000126777.17,chr14,55661612,55667240,ES,False,118,191
ENSG00000126777.17,chr14,55673012,55675834,ES,False,130,195
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,72,265
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,194,251
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,22,126
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,81,402
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,119,263
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,190,263
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,88,323
ENSG00000165804.15,chr14,21098311,21098654,TSS,False,282,323
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,26,108
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,55,104
ENSG00000053254.15,chr14,89411933,89412394,TSS,True,91,104
ENSG00000211895.5,chr14,105708358,105708667,TSS,False,239,277
ENSG00000100614.17,chr14,60249677,60282683,ES,False,85,106
ENSG00000100614.17,chr14,60292452,60299085,PAS,True,14,115
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,48,190
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,114,142
ENSG00000100650.15,chr14,69769251,69770466,IR,False,120,190
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,100,215
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,167,215
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,189,215
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,24,203
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,30,119
ENSG00000185650.9,chr14,68787661,68788809,PAS,False,138,166
ENSG00000185650.9,chr14,68787661,68789668,PAS,True,90,101
ENSG00000185650.9,chr14,68792881,68793067,TSS,True,72,166
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,47,124
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,70,121
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,64,121
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,100,115
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,28,115
ENSG00000203485.12,chr14,104689607,104689739,TSS,True,104,135
ENSG00000203485.12,chr14,104707587,104708002,TSS,False,66,101
ENSG00000203485.12,chr14,104713398,104713606,TSS,True,89,100
ENSG00000203485.12,chr14,104714295,104714856,TSS,True,88,100
ENSG00000203485.12,chr14,104718794,104722540,PAS,True,46,105
ENSG00000211890.4,chr14,105588088,105588395,TSS,False,120,174
ENSG00000211890.4,chr14,105587553,105587622,TSS,True,106,174
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,27,127
ENSG00000075413.17,chr14,103492034,103502881,ES,False,29,127
ENSG00000205476.8,chr14,99603166,99604695,TSS,False,101,122
ENSG00000100445.17,chr14,24440782,24442711,TSS,True,101,116
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,98,116
ENSG00000100445.17,chr14,24441673,24442689,TSS,True,100,116
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,93,116
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,94,116
ENSG00000090060.17,chr14,96556413,96564954,ES,False,16,124
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,72,196
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,141,187
ENSG00000100926.14,chr14,24192356,24192647,IR,True,115,128
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,18,134
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,115,128
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,21,139
ENSG00000100628.11,chr14,93954483,93964333,ES,False,18,157
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,25,177
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,25,139
ENSG00000089737.16,chr14,94054995,94055119,TSS,True,118,132
ENSG00000129538.13,chr14,20802093,20802796,ES,False,160,199
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,123,322
ENSG00000100836.10,chr14,23324289,23325246,IR,False,113,134
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,65,181
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,67,181
ENSG00000100836.10,chr14,23324137,23326163,PAS,True,113,133
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,191,794
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,26,139
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,19,130
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,15,105
ENSG00000066629.17,chr14,99891227,99894628,ES,True,94,108
ENSG00000066629.17,chr14,99737687,99737860,TSS,True,63,120
ENSG00000066629.17,chr14,99793097,99793543,TSS,True,69,120
ENSG00000197249.13,chr14,94390456,94390790,TSS,True,19,109
ENSG00000197249.13,chr14,94382591,94383241,TSS,True,97,108
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,1332,3767
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,2993,3759
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,46,360
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,142,860
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,738,858
ENSG00000187147.17,chr1,44635588,44636029,5AS,False,56,100
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,49,111
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,78,111
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,76,129
ENSG00000107404.19,chr1,1338653,1339361,5AS,False,114,205
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,85,260
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,29,110
ENSG00000143543.14,chr1,153976775,153976975,IR,False,148,166
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,22,168
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,87,145
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,117,145
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,111,145
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,70,350
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,309,349
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,18,123
ENSG00000196154.11,chr1,153545752,153545807,TSS,True,32,106
ENSG00000196154.11,chr1,153544653,153545056,TSS,True,94,106
ENSG00000196154.11,chr1,153544957,153545113,TSS,False,95,106
ENSG00000162817.6,chr1,220690376,220690711,TSS,False,16,137
ENSG00000162599.15,chr1,61406727,61455302,ES,False,46,119
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,34,136
ENSG00000084636.17,chr1,31655502,31656399,5AS,False,94,110
ENSG00000084636.17,chr1,31703836,31704526,TSS,True,79,122
