gene,chr,start,end,splice_type,novel,H1_ENCFF217ERK_in_cov,H1_ENCFF217ERK_total_cov
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,141,165
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,27,227
ENSG00000105401.8,chr19,10395343,10395434,IR,False,148,187
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,23,208
ENSG00000126457.21,chr19,49677169,49677316,TSS,False,130,1214
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,109,122
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,182,363
ENSG00000154473.17,chr10,123154277,123154485,TSS,True,55,381
ENSG00000154473.17,chr10,123160439,123160565,TSS,True,336,380
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,197,378
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,199,381
ENSG00000127884.4,chr10,133373245,133373402,TSS,False,31,218
ENSG00000127884.4,chr10,133370559,133370758,TSS,True,194,218
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,44,131
ENSG00000166197.16,chr10,102160490,102161093,TSS,False,89,119
ENSG00000166197.16,chr10,102162110,102163871,PAS,True,34,125
ENSG00000166197.16,chr10,102161555,102163870,PAS,True,99,119
ENSG00000170312.15,chr10,60778448,60778570,TSS,True,35,282
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,106,122
ENSG00000156515.23,chr10,69369439,69369624,TSS,True,107,122
ENSG00000156515.23,chr10,69391884,69392308,TSS,False,100,118
ENSG00000156515.23,chr10,69398677,69398828,TSS,True,55,117
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,85,126
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,19,143
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,57,259
ENSG00000151465.13,chr10,12195956,12196319,TSS,True,238,666
ENSG00000151465.13,chr10,12246144,12246277,TSS,True,436,659
ENSG00000057608.16,chr10,5763578,5766152,PAS,True,13,121
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,26,127
ENSG00000057608.16,chr10,5785851,5786047,TSS,True,106,125
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,84,204
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,26,231
ENSG00000122958.14,chr10,69124162,69124280,TSS,True,16,103
ENSG00000122952.16,chr10,56358185,56358376,IR,False,136,153
ENSG00000122952.16,chr10,56358687,56358908,IR,False,23,143
ENSG00000122952.16,chr10,56359853,56360017,IR,False,117,134
ENSG00000122952.16,chr10,56360141,56360292,IR,False,113,134
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,24,160
ENSG00000122952.16,chr10,56356735,56358459,PAS,True,143,160
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,58,191
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,25,115
ENSG00000055950.16,chr10,100986268,100986572,PAS,True,101,115
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,20,103
ENSG00000173915.15,chr10,103392466,103396408,ES,False,95,114
ENSG00000265354.3,chr10,45971801,45972730,TSS,False,41,299
ENSG00000265354.3,chr10,45982842,45982930,TSS,True,263,299
ENSG00000165512.4,chr10,45000910,45000978,TSS,False,49,161
ENSG00000067064.11,chr10,1043393,1048863,ES,False,64,171
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,21,192
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,45,162
ENSG00000108055.9,chr10,110583381,110583548,TSS,True,122,139
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,106,137
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,123,162
ENSG00000108055.9,chr10,110583383,110583540,PAS,True,106,120
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,106,137
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,105,137
ENSG00000108064.10,chr10,58385400,58385648,TSS,True,67,149
ENSG00000108064.10,chr10,58388688,58388819,TSS,True,106,131
ENSG00000108064.10,chr10,58394354,58394414,TSS,True,98,131
ENSG00000108064.10,chr10,58394927,58399220,PAS,True,18,145
ENSG00000108010.11,chr10,130136381,130136512,TSS,False,37,347
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,46,340
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,307,346
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,118,184
ENSG00000086475.14,chr10,13344757,13347698,TSS,True,125,184
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,27,116
ENSG00000148688.13,chr10,90905301,90908556,PAS,True,95,116
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,126,249
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,166,255
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,226,253
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,166,309
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,206,308
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,201,320
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,254,320
ENSG00000165637.13,chr10,75210627,75210938,TSS,True,68,458
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,11,107
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,145,292
ENSG00000165732.12,chr10,68982542,68985153,PAS,True,70,173
ENSG00000165732.12,chr10,68959805,68960117,PAS,True,86,150
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,410,755
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,389,795
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,757,1102
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,692,1102
ENSG00000100519.11,chr14,52707167,52707304,TSS,True,22,218
ENSG00000020426.10,chr14,60734680,60734951,TSS,True,11,106
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,136,801
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,134,154
ENSG00000119655.10,chr14,74493192,74493346,TSS,True,57,402
ENSG00000100883.11,chr14,34982657,34983215,TSS,True,73,137
ENSG00000100883.11,chr14,35022916,35023080,TSS,True,70,131
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,665,876
ENSG00000092199.17,chr14,21234229,21269297,ES,False,260,861
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,192,1061
ENSG00000092199.17,chr14,21212959,21213046,TSS,True,930,1058
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,96,119
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,58,154
ENSG00000172590.18,chr14,22829886,22829948,TSS,True,176,199
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,43,199
ENSG00000100591.7,chr14,77458025,77458269,TSS,True,33,163
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,22,117
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,93,111
ENSG00000119707.13,chr14,73105858,73106082,PAS,True,88,108
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,100,112
ENSG00000133983.14,chr14,70329236,70359518,ES,False,15,117
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,130,157
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,70,150
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,23,160
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,229,330
ENSG00000100714.15,chr14,64417883,64418024,TSS,True,230,329
ENSG00000100714.15,chr14,64440149,64440266,TSS,False,225,317
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,107,282
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,113,231
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,125,230
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,29,126
ENSG00000126787.12,chr14,55151733,55151941,PAS,True,111,125
ENSG00000126787.12,chr14,55191462,55191620,TSS,True,15,126
PB_novel_215440,chr14,48231586,48234226,PAS,True,22,109
PB_novel_215440,chr14,48233526,48235618,PAS,True,98,109
PB_novel_215440,chr14,48260392,48260687,TSS,True,15,111
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,30,274
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,178,568
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,777,1107
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,405,1043
ENSG00000140105.17,chr14,100361921,100376259,ES,False,38,115
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,61,176
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,142,176
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,46,138
ENSG00000129460.15,chr14,23476993,23477356,TSS,False,116,137
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,24,118
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,145,639
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,302,749
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,604,749
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,70,667
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,37,151
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,89,527
ENSG00000100823.11,chr14,20455338,20455577,IR,False,89,120
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,276,699
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,608,699
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,84,398
ENSG00000155463.12,chr14,22771311,22771348,TSS,True,333,394
ENSG00000165898.13,chr14,74493733,74493845,TSS,True,22,137
ENSG00000100445.17,chr14,24440926,24442177,ES,False,26,138
ENSG00000100445.17,chr14,24441795,24442345,ES,False,14,119
ENSG00000100445.17,chr14,24442260,24442345,IR,False,120,136
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,163,182
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,66,182
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,24,129
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,11,102
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,24,102
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,35,107
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,21,108
ENSG00000116478.11,chr1,32292072,32292218,TSS,True,25,147
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,18,103
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,104,269
ENSG00000134375.10,chr1,201957279,201957380,TSS,True,190,269
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,37,275
ENSG00000230798.5,chr1,63321463,63321590,5AS,True,17,152
ENSG00000230798.5,chr1,63321463,63321624,5AS,True,87,105
ENSG00000230798.5,chr1,63321624,63321664,TSS,True,266,353
ENSG00000230798.5,chr1,63321366,63321463,TSS,True,310,353
ENSG00000230798.5,chr1,63321583,63321642,TSS,True,218,353
ENSG00000131238.17,chr1,40097114,40097257,TSS,False,138,316
ENSG00000131238.17,chr1,40078559,40078658,TSS,True,189,316
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,75,179
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,111,177
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,46,223
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,139,167
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,48,167
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,60,381
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,1066,2679
ENSG00000116251.10,chr1,6192929,6193003,TSS,True,1779,2679
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,83,338
ENSG00000158864.12,chr1,161202367,161203543,TSS,True,289,338
ENSG00000067533.5,chr1,218285289,218285455,TSS,True,23,152
ENSG00000067533.5,chr1,218302293,218302534,PAS,True,114,129
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,39,101
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,203,249
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,207,249
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,214,249
ENSG00000116670.14,chr1,11676847,11677436,TSS,True,155,249
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,233,778
ENSG00000171960.10,chr1,42658344,42658512,TSS,False,15,147
ENSG00000171960.10,chr1,42676583,42676759,PAS,False,16,147
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,20,128
ENSG00000143033.17,chr1,93127299,93133702,ES,False,28,151
ENSG00000143033.17,chr1,93079194,93079531,TSS,True,78,172
ENSG00000143033.17,chr1,93115463,93115618,TSS,True,102,169
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,58,168
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,126,168
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,44,211
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,186,207
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,138,310
ENSG00000143420.18,chr1,150629060,150629153,TSS,True,278,310
ENSG00000153187.19,chr1,244855423,244855574,TSS,True,36,103
ENSG00000153187.19,chr1,244862618,244864513,TSS,True,91,110
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,128,178
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,59,184
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,135,184
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,71,314
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,113,286
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,234,286
ENSG00000084623.11,chr1,32226463,32226530,TSS,True,240,286
ENSG00000143252.14,chr1,161314378,161314425,TSS,True,36,149
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,200,259
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,162,381
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,162,201
ENSG00000160752.14,chr1,155308965,155310063,IR,False,162,222
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,169,558
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,460,558
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,34,131
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,33,131
ENSG00000067334.13,chr1,93876267,93877864,TSS,True,97,108
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,43,338
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,76,171
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,106,131
ENSG00000143320.8,chr1,156705376,156705584,TSS,True,21,209
ENSG00000171735.18,chr1,6785575,6825091,ES,False,40,118
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,13,119
ENSG00000143612.20,chr1,154214574,154220341,ES,False,72,127
ENSG00000143612.20,chr1,154206701,154207648,PAS,True,17,146
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,68,201
ENSG00000240563.1,chr1,62194704,62194921,TSS,False,54,290
ENSG00000240563.1,chr1,62206518,62207583,PAS,True,145,250
ENSG00000240563.1,chr1,62209782,62212328,PAS,False,120,255
ENSG00000143401.14,chr1,150220758,150223185,3AS,False,18,120
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,37,141
ENSG00000143401.14,chr1,150218417,150220758,PAS,True,123,141
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,24,159
ENSG00000230623.5,chr1,200411648,200411962,TSS,True,13,102
ENSG00000035687.9,chr1,244451634,244452120,TSS,False,15,110
ENSG00000266472.5,chr1,150293898,150294334,IR,True,271,371
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,106,382
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,282,382
ENSG00000009307.15,chr1,114736855,114737962,ES,False,193,229
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,101,332
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,62,523
ENSG00000143621.16,chr1,153670917,153671012,TSS,True,104,979
ENSG00000116774.11,chr1,113979442,113979630,TSS,True,15,105
ENSG00000159377.10,chr1,151399546,151399727,TSS,True,26,187
ENSG00000159377.10,chr1,151399996,151400187,TSS,True,163,187
ENSG00000069275.12,chr1,205719673,205720500,3AS,True,24,196
ENSG00000069275.12,chr1,205713349,205718479,PAS,True,92,201
ENSG00000069275.12,chr1,205719553,205719676,PAS,True,124,201
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,27,215
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,133,281
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,438,574
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,271,569
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,273,691
ENSG00000142864.14,chr1,67425082,67425906,TSS,False,543,690
ENSG00000077152.10,chr1,202341894,202341965,TSS,True,36,205
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,16,120
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,435,1016
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,621,1054
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,473,1054
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,113,338
ENSG00000135829.16,chr1,182884783,182884813,TSS,True,77,179
ENSG00000242125.3,chr1,28506042,28506084,TSS,True,22,135
ENSG00000162910.18,chr1,228109148,228109305,TSS,False,51,112
ENSG00000162910.18,chr1,228109260,228109347,TSS,True,69,112
ENSG00000117748.9,chr1,27914433,27914762,TSS,False,17,119
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,26,106
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,95,106
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,56,140
ENSG00000137955.15,chr1,75786274,75787496,ES,False,95,115
ENSG00000137955.15,chr1,75790057,75791284,ES,False,111,129
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,32,149
ENSG00000160075.11,chr1,1574477,1574877,TSS,True,14,105
ENSG00000182004.12,chr1,203861594,203861713,TSS,False,126,784
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,30,210
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,87,162
ENSG00000143799.12,chr1,226392198,226392317,TSS,True,147,169
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,126,169
ENSG00000143799.12,chr1,226390409,226390626,TSS,True,143,168
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,19,158
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,30,110
ENSG00000155366.16,chr1,112705099,112705170,TSS,True,95,110
ENSG00000162493.16,chr1,13614405,13615904,5AS,False,47,100
ENSG00000162493.16,chr1,13583729,13584100,TSS,False,19,111
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,39,222
ENSG00000117448.13,chr1,45551155,45561788,ES,False,160,230
ENSG00000117448.13,chr1,45568177,45568926,ES,False,27,246
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,65,253
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,201,253
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,475,3579
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,38,307
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,16,154
ENSG00000132780.16,chr1,45606591,45613168,ES,False,83,299
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,230,534
ENSG00000132780.16,chr1,45607335,45608337,TSS,True,379,510
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,253,401
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,180,434
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,286,434
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,88,332
ENSG00000162385.10,chr1,53228954,53235576,ES,False,29,173
ENSG00000162385.10,chr1,53238360,53238527,TSS,True,82,256
ENSG00000117523.16,chr1,171512200,171513000,3AS,False,22,107
ENSG00000117523.16,chr1,171514630,171515733,5AS,False,16,123
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,24,131
ENSG00000117523.16,chr1,171509148,171513172,TSS,True,113,130
ENSG00000117523.16,chr1,171532342,171532830,PAS,True,27,127
ENSG00000117523.16,chr1,171524820,171524870,PAS,True,110,126
ENSG00000121766.15,chr1,31297075,31310043,5AS,False,98,109
ENSG00000121766.15,chr1,31310164,31319108,ES,False,94,106
ENSG00000121766.15,chr1,31296964,31297075,TSS,False,45,146
ENSG00000163399.15,chr1,116388137,116388244,TSS,True,95,106
ENSG00000163399.15,chr1,116398618,116398789,TSS,True,95,106
ENSG00000163399.15,chr1,116400160,116401006,TSS,True,74,106
ENSG00000060688.12,chr1,31296610,31296808,TSS,True,19,119
ENSG00000065978.18,chr1,42695254,42696944,TSS,True,227,319
ENSG00000065978.18,chr1,42697187,42697262,TSS,True,205,319
ENSG00000065978.18,chr1,42700997,42701046,TSS,True,244,314
ENSG00000143256.4,chr1,161117951,161118057,TSS,True,93,318
ENSG00000143256.4,chr1,161102286,161102377,TSS,True,245,318
ENSG00000125944.19,chr1,23338608,23344210,ES,False,147,258
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,64,111
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,53,286
ENSG00000125944.19,chr1,23309785,23311322,PAS,True,238,285
ENSG00000125944.19,chr1,23344210,23344650,TSS,True,132,390
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,196,273
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,242,273
ENSG00000131236.16,chr1,40070433,40070512,TSS,False,221,269
ENSG00000131236.16,chr1,40060075,40060170,TSS,True,179,273
ENSG00000092621.12,chr1,119711850,119712160,TSS,True,557,1319
ENSG00000092621.12,chr1,119721166,119721321,TSS,True,864,1319
ENSG00000180198.16,chr1,28518216,28518308,TSS,True,81,147
ENSG00000132485.13,chr1,71069362,71070826,IR,True,89,111
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,39,123
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,102,123
ENSG00000132485.13,chr1,71080939,71081062,TSS,True,19,128
ENSG00000132485.13,chr1,71072471,71072545,TSS,True,105,118
ENSG00000120948.17,chr1,11012634,11012743,TSS,True,321,554
ENSG00000120948.17,chr1,11022123,11025492,PAS,True,25,243
ENSG00000143545.8,chr1,153986112,153986377,TSS,True,64,302
ENSG00000054118.14,chr1,36224276,36224505,TSS,True,44,153
ENSG00000054118.14,chr1,36289059,36289332,PAS,True,14,126
ENSG00000054118.14,chr1,36303795,36305357,PAS,True,125,141
ENSG00000116857.16,chr1,201154444,201154501,TSS,True,48,119
ENSG00000116857.16,chr1,201153857,201154439,TSS,True,98,118
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,81,378
ENSG00000143570.17,chr1,153962528,153962754,TSS,True,331,378
ENSG00000159352.15,chr1,151254726,151254808,TSS,True,26,225
ENSG00000215845.10,chr1,161038075,161038879,ES,False,34,112
ENSG00000031698.12,chr1,109213843,109214128,TSS,True,207,517
ENSG00000031698.12,chr1,109230875,109231021,TSS,True,402,511
ENSG00000117724.12,chr1,214639920,214641747,PAS,True,113,133
ENSG00000117724.12,chr1,214629045,214629158,PAS,True,64,132
ENSG00000117724.12,chr1,214619128,214619173,PAS,True,114,131
ENSG00000117724.12,chr1,214614831,214615000,PAS,True,110,130
ENSG00000113013.13,chr5,138575237,138575684,TSS,True,41,180
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,23,206
ENSG00000164611.12,chr5,160421786,160421891,TSS,True,31,304
ENSG00000170445.13,chr5,140691214,140691393,TSS,True,26,133
ENSG00000170445.13,chr5,140675016,140676102,TSS,True,116,130
PB_novel_213403,chr5,12660807,12667735,ES,True,334,378
ENSG00000172062.16,chr5,70925045,70925184,TSS,True,70,150
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,26,114
ENSG00000213585.10,chr5,134004646,134004776,TSS,True,24,140
ENSG00000145833.15,chr5,134758740,134758955,TSS,True,59,150
ENSG00000145833.15,chr5,134763902,134764092,TSS,True,130,150
ENSG00000145833.15,chr5,134828658,134831112,PAS,True,78,146
ENSG00000145833.15,chr5,134770902,134770991,PAS,True,79,112
ENSG00000145833.15,chr5,134773695,134774552,PAS,True,84,112
ENSG00000048162.20,chr5,176384283,176385220,3AS,False,37,152
ENSG00000048162.20,chr5,176383935,176384374,PAS,True,48,158
ENSG00000048162.20,chr5,176383940,176384283,PAS,True,127,164
ENSG00000048162.20,chr5,176388432,176389037,TSS,True,25,164
ENSG00000172058.15,chr5,70900668,70900876,TSS,True,22,115
ENSG00000113356.11,chr5,90474826,90475020,TSS,True,40,116
ENSG00000051596.9,chr5,175958613,175960132,PAS,True,19,169
ENSG00000051596.9,chr5,175967941,175968304,TSS,True,20,177
ENSG00000131459.12,chr5,180353210,180353374,TSS,True,91,105
ENSG00000131459.12,chr5,180313806,180314401,TSS,True,14,101
ENSG00000197451.11,chr5,178209447,178210552,ES,False,82,295
ENSG00000197451.11,chr5,178209417,178209447,TSS,True,289,582
ENSG00000113328.18,chr5,163437664,163437764,IR,False,74,310
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,88,320
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,246,320
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,64,206
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,79,285
ENSG00000164615.4,chr5,134741523,134750758,ES,True,17,103
ENSG00000164615.4,chr5,134738497,134738792,TSS,True,34,117
ENSG00000164615.4,chr5,134741061,134741523,TSS,True,84,117
ENSG00000120727.12,chr5,139341823,139341980,TSS,True,343,754
ENSG00000120727.12,chr5,139363761,139363922,TSS,True,424,754
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,33,315
ENSG00000153015.15,chr5,65018158,65020537,PAS,True,108,196
ENSG00000153015.15,chr5,64885442,64885537,PAS,True,146,196
ENSG00000153015.15,chr5,64804228,64806271,PAS,True,151,196
ENSG00000113141.17,chr5,140647797,140647924,TSS,True,34,127
ENSG00000113141.17,chr5,140659003,140659164,TSS,False,89,116
ENSG00000164265.8,chr5,147870696,147871679,TSS,False,105,141
ENSG00000164265.8,chr5,147871136,147872321,TSS,False,103,141
ENSG00000174695.9,chr5,83077320,83077466,TSS,True,19,111
ENSG00000204628.11,chr5,181241639,181242169,IR,False,90,111
ENSG00000150753.11,chr5,10250169,10250445,TSS,True,114,672
ENSG00000113552.15,chr5,142012994,142013053,TSS,False,31,117
ENSG00000113552.15,chr5,142006143,142006326,TSS,False,102,116
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,305,2637
ENSG00000145592.13,chr5,40834470,40835213,TSS,True,2369,2637
ENSG00000145741.15,chr5,73498558,73499133,5AS,False,1235,1411
ENSG00000145741.15,chr5,73498430,73498799,TSS,True,1251,1425
ENSG00000145741.15,chr5,73498425,73498558,TSS,True,189,1425
ENSG00000113312.10,chr5,160009190,160010499,5AS,False,13,124
ENSG00000113312.10,chr5,160009107,160009193,TSS,True,30,141
ENSG00000273841.4,chr5,69369462,69369623,TSS,False,32,223
ENSG00000164904.17,chr5,126595006,126595334,TSS,True,97,350
ENSG00000170606.14,chr5,133051928,133052357,TSS,True,91,206
ENSG00000170606.14,chr5,133097161,133097286,TSS,True,145,202
ENSG00000073578.16,chr5,218010,218418,TSS,True,30,105
ENSG00000073578.16,chr5,227460,228333,TSS,True,82,105
ENSG00000169045.17,chr5,179614959,179616125,ES,False,16,153
ENSG00000169045.17,chr5,179623164,179623635,5AS,False,70,117
ENSG00000169045.17,chr5,179623594,179623711,TSS,True,128,175
ENSG00000169045.17,chr5,179623635,179623882,TSS,True,105,175
ENSG00000164587.12,chr5,150447735,150449491,5AS,True,125,317
ENSG00000164587.12,chr5,150449702,150449742,TSS,False,564,3158
ENSG00000205572.9,chr5,70025261,70025458,TSS,True,24,109
ENSG00000205572.9,chr5,70025520,70025731,TSS,True,97,109
ENSG00000169223.14,chr5,177351451,177353179,TSS,False,29,179
ENSG00000134986.13,chr5,111757135,111757224,TSS,True,34,328
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,138,241
ENSG00000127022.14,chr5,179728590,179731653,PAS,True,16,139
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,49,105
