gene,chr,start,end,splice_type,novel,K562_ENCFF645UVN_in_cov,K562_ENCFF645UVN_total_cov
ENSG00000143851.15,chr1,202158117,202158297,TSS,True,225,311
ENSG00000143851.15,chr1,202159280,202159981,TSS,True,252,319
ENSG00000143851.15,chr1,202160544,202162174,TSS,True,260,319
ENSG00000143493.12,chr1,211940310,211942111,PAS,True,28,100
ENSG00000143493.12,chr1,212035343,212035647,TSS,True,32,105
ENSG00000116793.15,chr1,113738799,113757698,ES,True,204,228
ENSG00000116793.15,chr1,113758733,113759022,3AS,False,141,179
ENSG00000116793.15,chr1,113758733,113759022,IR,False,141,208
ENSG00000116793.15,chr1,113758848,113759022,IR,False,38,105
ENSG00000116793.15,chr1,113696407,113697725,PAS,True,230,259
ENSG00000116793.15,chr1,113699864,113700243,PAS,False,211,259
ENSG00000116793.15,chr1,113703540,113706162,PAS,True,140,256
ENSG00000116793.15,chr1,113759022,113759902,TSS,True,80,259
ENSG00000116793.15,chr1,113758658,113759945,TSS,True,191,259
ENSG00000037637.10,chr1,16352254,16352498,TSS,False,43,116
ENSG00000134717.17,chr1,52064938,52086111,ES,False,15,113
ENSG00000134717.17,chr1,52056199,52056379,TSS,True,13,124
ENSG00000116678.19,chr1,65525332,65525818,TSS,False,39,184
ENSG00000116678.19,chr1,65633151,65635430,PAS,True,38,175
ENSG00000116678.19,chr1,65630201,65630436,PAS,False,145,175
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,91,686
ENSG00000143621.16,chr1,153670917,153671012,TSS,True,84,597
ENSG00000159377.10,chr1,151399546,151399727,TSS,True,73,249
ENSG00000159377.10,chr1,151400394,151401355,TSS,True,224,249
ENSG00000171612.6,chr1,9539423,9539747,TSS,False,27,169
ENSG00000154370.15,chr1,228397165,228402065,ES,False,23,137
ENSG00000154370.15,chr1,228393672,228395252,PAS,True,34,160
ENSG00000154370.15,chr1,228393674,228397047,PAS,True,131,157
ENSG00000154370.15,chr1,228406153,228406852,TSS,True,173,325
ENSG00000143514.16,chr1,223845653,223846001,TSS,True,101,164
ENSG00000143514.16,chr1,223795814,223798522,TSS,True,113,158
ENSG00000069275.12,chr1,205719673,205720500,3AS,True,25,153
ENSG00000069275.12,chr1,205719553,205719676,PAS,True,44,160
ENSG00000069275.12,chr1,205719553,205719673,PAS,True,137,162
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,388,496
ENSG00000198837.9,chr1,153932860,153933091,TSS,True,115,128
ENSG00000198837.9,chr1,153933482,153936571,TSS,True,93,128
ENSG00000198837.9,chr1,153937487,153937615,TSS,True,116,131
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,194,945
ENSG00000143226.13,chr1,161505341,161505552,TSS,True,67,114
ENSG00000143226.13,chr1,161506393,161506591,TSS,True,100,114
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,1453,2000
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,983,1984
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,246,2170
ENSG00000116688.16,chr1,11980484,11989164,ES,False,13,103
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,549,652
ENSG00000077152.10,chr1,202341894,202341965,TSS,True,78,301
ENSG00000279457.4,chr1,185350,185490,IR,True,93,106
ENSG00000279457.4,chr1,187287,187379,5AS,True,17,100
ENSG00000279457.4,chr1,184871,185350,PAS,False,19,113
ENSG00000279457.4,chr1,199836,200549,TSS,True,45,113
ENSG00000120333.4,chr1,175023363,175023430,TSS,False,21,127
ENSG00000196550.10,chr1,206199884,206201993,5AS,False,12,113
ENSG00000196550.10,chr1,206201873,206203964,TSS,True,28,127
ENSG00000196550.10,chr1,206201993,206202868,TSS,True,112,127
ENSG00000116649.9,chr1,11059776,11060069,TSS,True,341,1169
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,297,393
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,317,392
ENSG00000157978.11,chr1,25543572,25543786,TSS,False,136,193
ENSG00000117411.16,chr1,43979511,43981108,5AS,False,128,180
ENSG00000117411.16,chr1,43979511,43981113,3AS,True,16,144
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,185,329
ENSG00000117411.16,chr1,43979178,43979616,TSS,True,275,329
ENSG00000117411.16,chr1,43979242,43981473,TSS,True,273,329
ENSG00000116871.15,chr1,36177759,36178201,TSS,True,98,113
ENSG00000117505.12,chr1,93345894,93346865,TSS,True,45,429
ENSG00000176393.10,chr1,201982590,201983113,TSS,True,72,312
ENSG00000143476.17,chr1,212035724,212035942,TSS,True,188,237
ENSG00000143476.17,chr1,212100440,212101084,TSS,True,71,237
ENSG00000143353.11,chr1,219179246,219193129,3AS,False,14,104
ENSG00000143353.11,chr1,219173785,219173981,TSS,True,28,124
ENSG00000143353.11,chr1,219173868,219174304,TSS,True,108,124
ENSG00000116754.13,chr1,70205780,70221614,3AS,False,87,121
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,123,324
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,455,577
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,274,577
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,418,541
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,404,500
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,340,541
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,47,203
ENSG00000117133.10,chr1,84479248,84479509,TSS,True,12,115
ENSG00000117133.10,chr1,84497428,84498337,PAS,False,13,116
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,68,651
ENSG00000143569.18,chr1,154234759,154235195,5AS,False,96,108
ENSG00000143569.18,chr1,154220848,154220975,TSS,True,135,188
ENSG00000143569.18,chr1,154220857,154221040,TSS,True,163,188
ENSG00000143569.18,chr1,154234589,154234759,TSS,True,168,187
ENSG00000143569.18,chr1,154263102,154263505,PAS,True,33,179
ENSG00000184007.20,chr1,31937986,31938382,TSS,True,337,1367
ENSG00000142669.14,chr1,26280064,26280203,TSS,True,39,188
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,212,255
ENSG00000116922.14,chr1,37689883,37690215,5AS,False,129,169
ENSG00000116922.14,chr1,37689883,37690215,3AS,False,129,164
ENSG00000116922.14,chr1,37689883,37690215,IR,False,129,155
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,132,279
ENSG00000116922.14,chr1,37690001,37690529,TSS,True,205,270
ENSG00000116922.14,chr1,37692029,37692290,TSS,True,250,279
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,244,580
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,693,937
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,600,937
ENSG00000213281.4,chr1,114716657,114716775,TSS,False,110,248
ENSG00000162642.13,chr1,85258722,85259357,ES,False,109,146
ENSG00000159479.16,chr1,43389758,43389812,TSS,True,161,384
ENSG00000196187.11,chr1,225877394,225882383,TSS,True,98,116
ENSG00000196187.11,chr1,225882303,225883295,TSS,False,93,116
ENSG00000000460.16,chr1,169794732,169795213,TSS,True,20,108
ENSG00000143793.12,chr1,228100719,228101254,PAS,True,86,167
ENSG00000143793.12,chr1,228100730,228101473,PAS,False,80,161
ENSG00000143793.12,chr1,228103133,228103435,TSS,True,70,176
ENSG00000143793.12,chr1,228102079,228102210,TSS,True,152,176
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,307,1259
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,212,457
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,146,1063
ENSG00000266094.7,chr1,206557132,206557693,TSS,True,28,120
ENSG00000085491.16,chr1,108199955,108200374,TSS,True,20,167
ENSG00000143815.14,chr1,225427953,225428114,TSS,False,293,1241
ENSG00000242125.3,chr1,28506042,28506084,TSS,True,111,379
ENSG00000116273.5,chr1,6613730,6614105,TSS,True,77,180
ENSG00000116273.5,chr1,6620071,6620337,TSS,True,159,180
ENSG00000117308.14,chr1,23796265,23796696,ES,False,53,341
ENSG00000117308.14,chr1,23798730,23799365,ES,False,98,320
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,77,395
ENSG00000162910.18,chr1,228109148,228109305,TSS,False,137,244
ENSG00000162910.18,chr1,228109260,228109347,TSS,True,208,244
ENSG00000077254.14,chr1,77721901,77722023,3AS,False,73,210
ENSG00000077254.14,chr1,77741748,77759642,ES,False,107,196
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,86,223
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,145,222
ENSG00000077254.14,chr1,77759642,77759902,TSS,True,32,228
ENSG00000168118.11,chr1,229271109,229271370,TSS,True,23,108
ENSG00000117748.9,chr1,27914062,27914742,TSS,True,524,759
ENSG00000117748.9,chr1,27914433,27914762,TSS,False,323,760
ENSG00000185104.19,chr1,50959766,50960438,TSS,True,102,910
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,80,160
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,240,456
ENSG00000127054.20,chr1,1319295,1320454,TSS,True,402,456
ENSG00000127054.20,chr1,1320995,1321818,TSS,True,406,456
ENSG00000173436.14,chr1,19596974,19597109,TSS,True,194,1046
ENSG00000116586.11,chr1,156054767,156054957,TSS,True,20,114
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,193,252
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,192,401
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,343,401
ENSG00000136636.12,chr1,215567171,215567768,TSS,False,32,225
ENSG00000143486.15,chr1,206591637,206591845,PAS,False,25,228
ENSG00000143486.15,chr1,206612286,206612528,TSS,True,124,235
ENSG00000143486.15,chr1,206599732,206599770,TSS,False,188,234
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,89,163
ENSG00000070831.15,chr1,22078426,22078583,TSS,True,125,163
ENSG00000117614.9,chr1,25222333,25223431,PAS,True,45,106
ENSG00000117614.9,chr1,25229016,25229123,PAS,False,62,102
ENSG00000117614.9,chr1,25232443,25232528,TSS,True,49,123
ENSG00000117614.9,chr1,25232103,25232493,TSS,True,99,123
ENSG00000198912.10,chr1,3900171,3900300,TSS,True,58,278
ENSG00000183520.11,chr1,38012702,38012865,TSS,True,69,687
ENSG00000183291.16,chr1,86914027,86914371,TSS,False,183,505
ENSG00000183291.16,chr1,86903280,86903449,TSS,False,404,504
ENSG00000090621.13,chr1,39563741,39564422,ES,False,78,298
ENSG00000090621.13,chr1,39563741,39564470,ES,False,29,112
ENSG00000090621.13,chr1,39563922,39564470,5AS,False,87,308
ENSG00000090621.13,chr1,39575758,39577282,TSS,True,106,457
ENSG00000137955.15,chr1,75787604,75789158,IR,False,138,157
ENSG00000137955.15,chr1,75789356,75789951,IR,False,125,161
ENSG00000137955.15,chr1,75790057,75791284,ES,False,121,135
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,121,152
ENSG00000137955.15,chr1,75791571,75792196,3AS,True,24,171
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,170,308
ENSG00000137955.15,chr1,75794207,75794233,TSS,True,202,307
ENSG00000117054.13,chr1,75724817,75732643,ES,False,46,201
ENSG00000117054.13,chr1,75724353,75724817,TSS,True,24,226
ENSG00000143207.20,chr1,176135086,176149005,ES,False,85,351
ENSG00000143207.20,chr1,176162988,176163826,5AS,False,100,365
ENSG00000134371.12,chr1,193120710,193122331,TSS,True,37,280
ENSG00000197785.13,chr1,1512098,1512473,TSS,True,340,1379
ENSG00000173660.11,chr1,46303660,46303820,TSS,True,287,1442
ENSG00000173660.11,chr1,46310174,46310316,TSS,True,1213,1441
ENSG00000196182.10,chr1,36385722,36385936,TSS,True,94,125
ENSG00000203705.10,chr1,212807848,212812250,3AS,False,42,131
ENSG00000203705.10,chr1,212791858,212791987,TSS,True,27,172
ENSG00000157216.15,chr1,54405952,54406884,TSS,True,201,248
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,172,212
ENSG00000198952.8,chr1,156265780,156266301,TSS,True,184,212
ENSG00000198952.8,chr1,156260450,156260627,TSS,True,174,212
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,1057,2136
ENSG00000160075.11,chr1,1541672,1542167,PAS,True,115,617
ENSG00000160075.11,chr1,1574477,1574877,TSS,True,130,640
ENSG00000182004.12,chr1,203861594,203861713,TSS,False,113,747
ENSG00000116497.17,chr1,32817508,32817689,TSS,True,78,118
ENSG00000143416.20,chr1,151369189,151369441,IR,False,88,101
ENSG00000143416.20,chr1,151372637,151372713,TSS,True,27,131
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,130,578
ENSG00000092853.13,chr1,35734237,35736606,PAS,True,97,117
ENSG00000092853.13,chr1,35749756,35749811,PAS,True,85,111
ENSG00000092853.13,chr1,35750419,35751506,PAS,True,89,101
ENSG00000092853.13,chr1,35769846,35770002,TSS,True,43,117
ENSG00000135776.4,chr1,229558135,229559024,TSS,False,79,505
ENSG00000116691.10,chr1,12029281,12029764,IR,False,239,290
ENSG00000116691.10,chr1,12019441,12019552,TSS,False,86,323
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,122,950
ENSG00000143799.12,chr1,226387162,226388755,PAS,False,712,804
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,256,968
ENSG00000162377.5,chr1,52698220,52698347,TSS,False,55,240
ENSG00000040487.12,chr1,19324762,19325525,3AS,False,30,130
ENSG00000040487.12,chr1,19312256,19312358,TSS,True,125,146
ENSG00000040487.12,chr1,19312285,19312889,TSS,True,117,146
ENSG00000040487.12,chr1,19317596,19317841,TSS,True,108,146
ENSG00000040487.12,chr1,19324656,19324762,TSS,False,102,145
ENSG00000040487.12,chr1,19328571,19329299,PAS,True,35,137
ENSG00000040487.12,chr1,19327570,19329295,PAS,False,107,137
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,244,830
ENSG00000155366.16,chr1,112703806,112707077,ES,False,46,119
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,195,314
ENSG00000168275.14,chr1,234373461,234373678,TSS,True,173,299
ENSG00000168275.14,chr1,234373760,234374389,TSS,True,236,299
ENSG00000163041.9,chr1,226062708,226062811,TSS,True,347,1071
ENSG00000163041.9,chr1,226065654,226065809,TSS,True,922,1071
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,217,251
ENSG00000142867.13,chr1,85265780,85267982,PAS,True,20,121
ENSG00000023572.9,chr1,193105263,193105449,TSS,True,39,121
PB_novel_51984,chr1,14777533,14777695,TSS,True,405,501
ENSG00000160753.15,chr1,155325910,155326897,3AS,False,14,138
ENSG00000160753.15,chr1,155324429,155324544,TSS,True,140,166
ENSG00000160753.15,chr1,155324314,155324809,TSS,True,136,166
ENSG00000160753.15,chr1,155324314,155324587,TSS,False,127,166
ENSG00000160753.15,chr1,155325161,155325490,TSS,True,147,166
ENSG00000160753.15,chr1,155326576,155327132,TSS,True,147,166
ENSG00000125459.15,chr1,155610175,155610332,TSS,True,46,113
ENSG00000125459.15,chr1,155613656,155615187,PAS,True,94,105
ENSG00000125459.15,chr1,155614058,155616794,PAS,True,33,106
ENSG00000125459.15,chr1,155614061,155616703,PAS,True,88,106
ENSG00000134748.12,chr1,52404546,52404879,TSS,True,159,438
ENSG00000134748.12,chr1,52408583,52408690,TSS,True,313,438
ENSG00000081019.13,chr1,113811709,113812442,TSS,True,16,107
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,111,507
ENSG00000169241.18,chr1,155136376,155137978,ES,False,16,108
ENSG00000169241.18,chr1,155135809,155135991,TSS,True,52,143
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,460,947
ENSG00000117399.13,chr1,43358981,43359396,TSS,True,644,947
ENSG00000188529.14,chr1,23980190,23980485,TSS,True,74,112
ENSG00000162522.10,chr1,32771779,32772441,TSS,True,93,174
ENSG00000117448.13,chr1,45551155,45561788,ES,False,95,151
ENSG00000117448.13,chr1,45568177,45568926,ES,False,57,169
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,87,184
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,125,184
ENSG00000197965.11,chr1,167773368,167787819,ES,False,95,239
ENSG00000197965.11,chr1,167721942,167722242,TSS,True,72,320
ENSG00000203667.9,chr1,244835756,244842194,ES,False,46,342
ENSG00000203667.9,chr1,244834883,244835756,TSS,True,103,449
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,100,168
ENSG00000049245.12,chr1,7771281,7773198,TSS,False,149,168
ENSG00000214114.8,chr1,38873290,38873382,TSS,True,41,176
ENSG00000214114.8,chr1,38873017,38873341,TSS,True,145,176
ENSG00000134243.11,chr1,109345878,109347482,3AS,False,73,235
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,144,361
ENSG00000186141.8,chr1,145826492,145826605,IR,False,41,203
ENSG00000186141.8,chr1,145842338,145845654,PAS,True,40,215
ENSG00000186141.8,chr1,145840921,145844719,PAS,True,183,215
ENSG00000116213.15,chr1,3631117,3631465,IR,False,111,180
ENSG00000116213.15,chr1,3635074,3635943,ES,False,22,180
ENSG00000116213.15,chr1,3630767,3631117,PAS,False,79,191
ENSG00000116213.15,chr1,3630766,3631657,PAS,True,124,191
ENSG00000116213.15,chr1,3649930,3650119,TSS,True,175,277
ENSG00000116213.15,chr1,3646665,3646785,TSS,True,211,272
ENSG00000159596.6,chr1,45688192,45688275,TSS,True,37,105
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,198,1567
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,3175,4742
ENSG00000142676.14,chr1,23695855,23695908,TSS,True,2253,4715
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,31,299
ENSG00000265241.6,chr1,145927359,145929701,TSS,True,359,656
ENSG00000265241.6,chr1,145926481,145926999,TSS,True,525,654
ENSG00000078369.17,chr1,1825499,1890819,ES,False,127,1253
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,228,1483
ENSG00000168264.10,chr1,234607852,234608494,5AS,True,42,140
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,253,295
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,202,295
ENSG00000143436.10,chr1,151763326,151763597,TSS,True,76,210
ENSG00000187961.13,chr1,959395,960800,TSS,True,73,111
ENSG00000116198.12,chr1,3835092,3837291,ES,True,35,118
ENSG00000116198.12,chr1,3813888,3815517,PAS,True,86,141
ENSG00000116198.12,chr1,3828700,3829373,PAS,True,85,137
ENSG00000116198.12,chr1,3856888,3857404,TSS,True,45,157
ENSG00000134690.10,chr1,37692578,37692675,IR,False,39,240
ENSG00000134690.10,chr1,37692460,37692578,TSS,False,291,330
ENSG00000134690.10,chr1,37692480,37692784,TSS,True,128,330
ENSG00000058804.11,chr1,53832591,53838204,ES,False,15,100
ENSG00000058804.11,chr1,53838204,53838570,TSS,True,154,254
ENSG00000058804.11,chr1,53806424,53806481,TSS,True,210,254
ENSG00000143158.10,chr1,167935732,167936039,TSS,True,56,401
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,101,400
ENSG00000176444.18,chr1,155268792,155269487,3AS,False,46,145
ENSG00000176444.18,chr1,155269713,155270807,3AS,False,42,159
ENSG00000176444.18,chr1,155273200,155273547,TSS,True,32,186
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,240,744
ENSG00000134684.10,chr1,32806481,32806601,TSS,False,653,744
ENSG00000085840.12,chr1,52383569,52384549,ES,True,22,213
ENSG00000085840.12,chr1,52402225,52404245,3AS,False,15,101
ENSG00000085840.12,chr1,52404245,52404506,TSS,True,139,241
ENSG00000085840.12,chr1,52393442,52393624,TSS,True,179,239
ENSG00000076864.19,chr1,21651778,21652014,TSS,True,112,127
ENSG00000076864.19,chr1,21617305,21617482,TSS,True,86,127
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,200,392
ENSG00000133226.16,chr1,24669120,24669587,TSS,False,121,230
ENSG00000133226.16,chr1,24670146,24670315,TSS,True,187,210
ENSG00000133226.16,chr1,24648858,24649029,PAS,False,132,196
ENSG00000133226.16,chr1,24672181,24673281,PAS,True,215,381
ENSG00000133226.16,chr1,24649970,24650049,PAS,True,130,197
ENSG00000265808.3,chr1,120176306,120176549,TSS,False,25,226
ENSG00000163382.11,chr1,156591746,156591986,TSS,True,48,244
ENSG00000116455.13,chr1,111449054,111449292,TSS,False,75,501
ENSG00000156875.13,chr1,100038042,100038316,TSS,False,23,229
ENSG00000215784.5,chr1,145095983,145096999,TSS,False,17,123
ENSG00000132780.16,chr1,45606591,45613168,ES,False,288,393
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,263,651
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,622,790
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,654,1276
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,1107,1276
ENSG00000116977.18,chr1,236523599,236524061,TSS,True,59,124
ENSG00000159346.12,chr1,202958184,202958367,TSS,True,138,725
ENSG00000130939.18,chr1,10032849,10033694,TSS,True,92,110
ENSG00000130939.18,chr1,10130513,10130616,TSS,True,89,100
ENSG00000130939.18,chr1,10137110,10137205,TSS,True,82,100
ENSG00000130939.18,chr1,10179894,10181244,PAS,True,30,102
ENSG00000197622.12,chr1,151059478,151059686,TSS,True,94,381
ENSG00000117360.12,chr1,150321454,150321592,TSS,True,43,111
ENSG00000117360.12,chr1,150328317,150328466,TSS,True,97,111
ENSG00000180667.10,chr1,207050687,207051000,TSS,True,53,205
ENSG00000116406.18,chr1,184710547,184711722,3AS,True,105,122
ENSG00000116406.18,chr1,184690495,184694472,PAS,True,14,130
ENSG00000116406.18,chr1,184754488,184754895,TSS,True,26,148
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,83,478
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,263,649
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,566,649
ENSG00000221978.11,chr1,1390865,1393395,3AS,False,78,119
ENSG00000221978.11,chr1,1385709,1387582,PAS,True,37,231
ENSG00000221978.11,chr1,1390777,1392803,PAS,True,135,154
ENSG00000221978.11,chr1,1399018,1399786,TSS,True,123,252
ENSG00000221978.11,chr1,1390765,1392804,TSS,True,173,229
ENSG00000143771.11,chr1,224356823,224356993,TSS,False,36,179
ENSG00000143811.18,chr1,225924043,225924319,TSS,True,333,585
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,196,413
ENSG00000155380.11,chr1,112917177,112918014,TSS,True,327,413
ENSG00000131591.17,chr1,1116059,1116166,TSS,True,79,112
ENSG00000179163.11,chr1,23867897,23868356,TSS,False,32,113
ENSG00000179163.11,chr1,23867723,23868342,TSS,True,101,113
ENSG00000158195.10,chr1,27489985,27490169,TSS,True,403,466
ENSG00000196352.15,chr1,207321377,207321865,TSS,True,27,201
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,38,265
ENSG00000127463.14,chr1,19251414,19251743,TSS,True,141,367
ENSG00000162714.12,chr1,247331789,247332005,TSS,True,121,135
ENSG00000185420.18,chr1,245863886,245927930,ES,False,16,157
ENSG00000185420.18,chr1,246327199,246507319,TSS,True,229,287
ENSG00000185420.18,chr1,245988393,245988600,TSS,True,226,284
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,39,270
ENSG00000116717.12,chr1,67685156,67685538,TSS,True,101,378
ENSG00000121486.11,chr1,185118084,185120271,PAS,True,14,117
ENSG00000121486.11,chr1,185156477,185156970,TSS,False,16,126
ENSG00000182827.8,chr1,226144678,226146821,PAS,False,17,149
ENSG00000182827.8,chr1,226186389,226186734,TSS,False,34,171
ENSG00000097046.12,chr1,91500877,91501653,5AS,True,15,120
ENSG00000097046.12,chr1,91500807,91500948,TSS,False,86,199
ENSG00000097046.12,chr1,91511597,91511690,TSS,True,173,199
ENSG00000188807.12,chr1,9610529,9610805,TSS,True,90,112
ENSG00000188807.12,chr1,9612985,9614878,PAS,True,103,143
ENSG00000143157.11,chr1,166839325,166839604,TSS,False,149,168
ENSG00000143157.11,chr1,166839444,166839769,TSS,True,147,168
ENSG00000143157.11,chr1,166849026,166850423,TSS,True,86,165
ENSG00000143157.11,chr1,166852584,166854471,PAS,False,37,150
ENSG00000198793.12,chr1,11128854,11128918,TSS,True,173,197
ENSG00000198793.12,chr1,11128453,11128555,TSS,True,173,197
ENSG00000198793.12,chr1,11130528,11132883,TSS,True,176,197
ENSG00000117118.9,chr1,17053947,17054165,TSS,True,90,585
ENSG00000122482.20,chr1,91021989,91022347,TSS,True,55,104
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,53,231
ENSG00000117859.18,chr1,51750195,51760689,ES,False,119,293
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,316,385
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,206,384
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,330,384
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,4423,6101
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,164,247
ENSG00000117523.16,chr1,171591586,171593514,PAS,True,192,221
ENSG00000127481.14,chr1,19074505,19074896,PAS,True,47,134
ENSG00000143093.14,chr1,110047869,110050342,ES,True,14,126
ENSG00000143093.14,chr1,110034482,110034817,TSS,True,28,144
ENSG00000142945.12,chr1,44750564,44753732,ES,False,42,404
ENSG00000142945.12,chr1,44739719,44740002,TSS,False,167,550
ENSG00000053372.4,chr1,19251552,19251863,TSS,False,125,622
ENSG00000163866.8,chr1,34855982,34859676,5AS,False,129,185
ENSG00000163866.8,chr1,34859676,34859812,TSS,False,75,206
ENSG00000163866.8,chr1,34859454,34859726,TSS,True,161,206
ENSG00000215861.5,chr1,149187069,149190531,PAS,True,44,303
ENSG00000215861.5,chr1,149195877,149198171,PAS,False,263,295
ENSG00000215861.5,chr1,149240741,149240837,TSS,True,154,303
ENSG00000215861.5,chr1,149240376,149240861,TSS,True,172,303
ENSG00000121766.15,chr1,31310164,31319108,ES,False,131,146
ENSG00000121766.15,chr1,31296964,31297075,TSS,False,43,188
ENSG00000121766.15,chr1,31364031,31365720,PAS,True,18,166
ENSG00000065526.10,chr1,15847658,15848150,TSS,False,74,133
ENSG00000065526.10,chr1,15939295,15940456,PAS,True,81,124
ENSG00000120942.13,chr1,11273197,11274060,TSS,True,104,198
ENSG00000162819.11,chr1,222711571,222712942,TSS,True,60,138
ENSG00000162819.11,chr1,222713319,222713416,TSS,True,103,138
ENSG00000011007.12,chr1,23743440,23743578,TSS,True,101,272
ENSG00000011007.12,chr1,23750396,23752030,TSS,True,202,238
ENSG00000011007.12,chr1,23750844,23751859,PAS,False,150,177
ENSG00000011007.12,chr1,23759511,23762060,PAS,True,34,236
ENSG00000153936.16,chr1,86914620,86915160,TSS,True,69,172
ENSG00000153936.16,chr1,87104469,87109416,PAS,False,16,122
ENSG00000143258.15,chr1,161164612,161164834,IR,False,95,124
ENSG00000143258.15,chr1,161159442,161159678,TSS,True,78,152
ENSG00000143258.15,chr1,161159483,161161240,TSS,True,108,152
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,681,1059
ENSG00000117394.21,chr1,42929592,42929777,TSS,True,812,1046
ENSG00000169972.11,chr1,1308720,1308914,IR,True,94,140
ENSG00000169972.11,chr1,1308720,1309085,ES,False,48,136
ENSG00000169972.11,chr1,1308557,1308972,TSS,True,228,275
ENSG00000169972.11,chr1,1308554,1308720,TSS,True,133,275
ENSG00000169972.11,chr1,1307998,1309273,TSS,False,240,275
ENSG00000134262.12,chr1,113904941,113905223,TSS,False,92,105
ENSG00000134262.12,chr1,113904604,113905201,TSS,True,48,105
ENSG00000248333.8,chr1,1635225,1635856,PAS,True,52,109
ENSG00000248333.8,chr1,1658913,1659368,TSS,True,87,126
ENSG00000159445.12,chr1,151873577,151874928,PAS,True,11,103
ENSG00000159445.12,chr1,151909359,151909781,TSS,True,32,116
ENSG00000117222.13,chr1,205121854,205122020,TSS,True,44,129
