gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF911RNV_in_cov,right_cardiac_atrium_ENCFF911RNV_total_cov
ENSG00000100814.17,chr14,20329173,20329376,TSS,True,62,102
ENSG00000129521.13,chr14,33950395,33951079,TSS,True,57,522
ENSG00000133943.20,chr14,91114283,91157638,ES,False,514,704
ENSG00000133943.20,chr14,91114528,91157638,ES,False,73,103
ENSG00000133943.20,chr14,91145313,91157638,ES,False,84,218
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,492,920
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,123,930
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,877,980
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,266,980
ENSG00000078304.19,chr14,101912473,101925140,ES,False,59,112
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,49,207
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,65,188
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,148,187
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,93,122
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,74,153
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,119,153
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,119,153
ENSG00000100815.12,chr14,92039546,92040098,TSS,True,20,164
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,118,251
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,207,246
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,101,171
ENSG00000080824.18,chr14,102083792,102084006,TSS,True,156,176
ENSG00000080824.18,chr14,102085757,102086118,TSS,True,217,253
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,137,182
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,184,254
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,220,252
ENSG00000140105.17,chr14,100361921,100375282,ES,False,38,286
ENSG00000140105.17,chr14,100369258,100375282,ES,False,194,239
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,347,613
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,332,613
ENSG00000092036.18,chr14,22955176,22956915,5AS,False,74,102
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,28,130
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,57,132
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,104,132
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,104,132
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,122,167
ENSG00000054654.16,chr14,64225318,64226434,PAS,True,84,163
ENSG00000126777.17,chr14,55580354,55612018,ES,False,97,121
ENSG00000126777.17,chr14,55580354,55616516,ES,True,35,160
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,33,201
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,154,201
ENSG00000126777.17,chr14,55651889,55651927,PAS,True,173,193
ENSG00000126777.17,chr14,55646972,55647007,PAS,True,151,191
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,88,102
ENSG00000142208.16,chr14,104773454,104774871,TSS,True,65,102
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,121,146
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,78,146
ENSG00000071246.10,chr14,76761288,76763130,TSS,True,156,192
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,38,182
ENSG00000053254.15,chr14,89180806,89280949,ES,False,78,148
ENSG00000053254.15,chr14,89411933,89412394,TSS,True,164,246
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,197,246
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,32,114
ENSG00000154001.13,chr14,63371364,63376108,PAS,True,18,117
ENSG00000154001.13,chr14,63379826,63382157,PAS,True,99,117
ENSG00000100600.14,chr14,92748488,92748703,TSS,True,14,127
ENSG00000119650.12,chr14,75985840,75988884,5AS,False,72,101
ENSG00000119650.12,chr14,75985752,75985840,TSS,False,34,112
ENSG00000119650.12,chr14,75985774,75986308,TSS,True,86,112
ENSG00000119650.12,chr14,76083457,76083750,PAS,True,31,112
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,30,264
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,44,418
ENSG00000198894.7,chr14,77098214,77098361,TSS,True,67,211
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,19,136
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,91,140
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,133,152
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,35,152
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,14,136
ENSG00000119725.18,chr14,73921105,73923394,ES,False,36,263
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,33,273
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,133,446
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,255,313
ENSG00000100650.15,chr14,69769251,69770466,IR,False,272,453
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,218,473
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,340,473
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,415,473
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,80,467
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,149,1217
ENSG00000196136.17,chr14,94612443,94614433,5AS,False,105,437
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,262,596
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,491,596
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,458,596
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,166,357
ENSG00000170345.9,chr14,75279659,75280128,TSS,True,308,357
ENSG00000170345.9,chr14,75280557,75280667,TSS,True,261,357
ENSG00000119688.20,chr14,74286529,74286700,IR,False,71,104
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,41,112
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,79,112
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,16,112
ENSG00000179364.13,chr14,105368515,105369840,5AS,False,17,104
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,64,164
ENSG00000179364.13,chr14,105382803,105382913,TSS,True,134,162
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,35,267
ENSG00000100823.11,chr14,20455394,20455577,IR,False,225,254
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,105,331
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,296,331
ENSG00000165819.11,chr14,21499137,21499305,IR,False,72,109
ENSG00000165819.11,chr14,21499371,21499491,IR,False,71,108
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,126,187
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,71,187
ENSG00000151413.16,chr14,31561379,31561547,TSS,True,34,123
ENSG00000151413.16,chr14,31577814,31578025,TSS,True,98,122
ENSG00000197616.11,chr14,23382559,23383224,IR,True,232,282
ENSG00000197616.11,chr14,23383316,23384441,IR,True,151,363
ENSG00000197616.11,chr14,23383320,23384217,IR,True,106,212
ENSG00000197616.11,chr14,23383344,23384441,IR,True,73,179
ENSG00000197616.11,chr14,23387651,23387757,IR,True,127,352
ENSG00000197616.11,chr14,23387653,23387755,IR,True,79,225
ENSG00000197616.11,chr14,23393881,23394067,5AS,True,35,136
ENSG00000197616.11,chr14,23393955,23394067,3AS,True,16,148
ENSG00000197616.11,chr14,23407236,23408252,5AS,True,218,453
ENSG00000197616.11,chr14,23407236,23408252,3AS,True,218,249
ENSG00000197616.11,chr14,23407236,23409538,ES,True,123,250
ENSG00000197616.11,chr14,23379692,23382063,PAS,True,10541,44300
ENSG00000197616.11,chr14,23392930,23393518,PAS,True,30577,34181
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,32031,44300
ENSG00000092330.16,chr14,24240155,24240262,IR,False,31,256
ENSG00000092330.16,chr14,24240330,24240418,IR,False,34,253
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,44,253
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,28,200
ENSG00000075413.17,chr14,103405071,103405267,TSS,False,25,210
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,173,320
ENSG00000092148.12,chr14,31154720,31157010,PAS,True,348,388
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,140,388
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,258,431
ENSG00000092148.12,chr14,31205796,31208419,TSS,True,381,431
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,283,431
ENSG00000100503.23,chr14,50792711,50793746,TSS,True,24,102
ENSG00000100445.17,chr14,24441795,24442177,5AS,False,116,143
ENSG00000100445.17,chr14,24442260,24442345,IR,False,110,159
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,177,200
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,166,200
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,124,200
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,453,1925
ENSG00000100626.16,chr14,69352170,69353331,IR,True,112,197
ENSG00000100626.16,chr14,69259592,69260467,TSS,True,53,225
ENSG00000100626.16,chr14,69352030,69354473,PAS,True,127,211
ENSG00000100626.16,chr14,69353331,69354473,PAS,True,99,211
ENSG00000090060.17,chr14,96556413,96562818,ES,False,37,303
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,106,442
ENSG00000100926.14,chr14,24192356,24192647,IR,True,236,302
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,74,319
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,247,315
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,40,197
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,162,1145
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,141,215
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,112,214
ENSG00000100592.15,chr14,59188622,59188768,TSS,True,77,128
ENSG00000100592.15,chr14,59368649,59371407,PAS,True,60,122
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,48,226
ENSG00000166183.15,chr14,104105450,104107181,ES,False,201,1787
ENSG00000166183.15,chr14,104109315,104111919,ES,False,320,1764
ENSG00000166183.15,chr14,104085512,104085852,TSS,True,306,1861
ENSG00000140043.11,chr14,73851943,73858815,5AS,False,75,148
ENSG00000140043.11,chr14,73852004,73858815,5AS,False,71,101
ENSG00000140043.11,chr14,73851820,73851943,TSS,True,115,191
ENSG00000140043.11,chr14,73851791,73852004,TSS,False,120,191
ENSG00000140043.11,chr14,73851914,73852120,TSS,True,161,191
ENSG00000129538.13,chr14,20802093,20802796,ES,False,87,100
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,21,122
ENSG00000072110.13,chr14,68877240,68879961,ME,False,212,846
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,154,943
ENSG00000133961.20,chr14,73282505,73287109,ES,False,15,131
ENSG00000133961.20,chr14,73284365,73287109,3AS,True,13,116
ENSG00000133961.20,chr14,73297285,73323129,ES,False,96,136
ENSG00000133961.20,chr14,73355766,73409936,ES,False,47,135
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,32,165
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,200,953
ENSG00000183576.12,chr14,99465702,99465816,TSS,True,812,953
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,21,208
ENSG00000119638.12,chr14,75081372,75084686,PAS,True,19,151
ENSG00000119638.12,chr14,75126702,75127076,TSS,True,91,167
ENSG00000119638.12,chr14,75091269,75091464,TSS,True,132,149
ENSG00000213928.8,chr14,24164134,24164613,IR,False,288,321
ENSG00000213928.8,chr14,24164955,24165846,ES,False,231,331
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,44,354
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,21,149
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,47,164
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,142,164
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,81,152
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,77,161
ENSG00000053770.11,chr14,57268450,57269388,TSS,True,20,108
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,15,106
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,87,134
ENSG00000165792.17,chr14,20994901,20995164,IR,False,110,137
ENSG00000165792.17,chr14,20996711,20996784,IR,False,84,130
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,53,137
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,91,137
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,706,1836
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,1426,1836
ENSG00000070182.20,chr14,64746283,64749473,PAS,True,34,221
ENSG00000070182.20,chr14,64786403,64787164,TSS,True,221,259
ENSG00000070182.20,chr14,64772579,64772905,TSS,True,227,253
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,21,125
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,35,125
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,105,125
ENSG00000078618.21,chr1,51836212,51840225,ES,False,378,437
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,53,484
ENSG00000074800.15,chr1,8868057,8871890,ME,False,738,1936
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,13,127
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,165,256
ENSG00000058668.14,chr1,203700797,203703016,PAS,True,55,100
ENSG00000058668.14,chr1,203733222,203733629,PAS,True,81,116
ENSG00000058668.14,chr1,203739545,203744081,PAS,True,103,116
ENSG00000126091.20,chr1,43736380,43814890,ES,False,16,107
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,92,156
ENSG00000187642.9,chr1,976269,976498,IR,True,176,206
ENSG00000187642.9,chr1,975194,976269,PAS,True,30,206
ENSG00000187642.9,chr1,975197,976624,PAS,True,175,205
ENSG00000187642.9,chr1,978880,980936,TSS,True,106,215
ENSG00000187642.9,chr1,982064,982346,TSS,False,120,215
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,11,109
ENSG00000132716.18,chr1,160240370,160262448,ES,True,22,125
ENSG00000132716.18,chr1,160244034,160262116,ES,False,59,190
ENSG00000132716.18,chr1,160244034,160262275,ES,False,30,125
ENSG00000132716.18,chr1,160244034,160262275,5AS,False,30,231
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,61,375
ENSG00000132716.18,chr1,160261358,160262275,5AS,False,99,228
ENSG00000132716.18,chr1,160261358,160262275,IR,True,99,114
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,42,269
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,85,520
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,440,506
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,333,537
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,411,537
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,404,537
ENSG00000157881.13,chr1,2526463,2526624,TSS,True,47,290
ENSG00000157881.13,chr1,2521100,2523002,TSS,True,260,290
ENSG00000121940.15,chr1,108932501,108934624,5AS,True,120,139
ENSG00000121940.15,chr1,108950438,108963360,3AS,True,18,125
ENSG00000121940.15,chr1,108950448,108963360,ES,True,68,107
ENSG00000121940.15,chr1,108963360,108963514,TSS,True,18,149
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,113,214
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,24,215
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,113,271
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,209,271
ENSG00000177000.12,chr1,11802880,11805907,TSS,True,98,114
ENSG00000177000.12,chr1,11803404,11803586,TSS,True,87,114
ENSG00000116991.10,chr1,232403571,232415493,ES,False,137,162
ENSG00000116991.10,chr1,232460886,232461201,TSS,True,127,164
ENSG00000116991.10,chr1,232479626,232479720,TSS,True,144,167
ENSG00000142875.19,chr1,84078000,84078371,TSS,True,20,136
ENSG00000162599.15,chr1,61406727,61455302,ES,False,81,225
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,150,291
ENSG00000162599.15,chr1,61406561,61406727,TSS,False,251,286
ENSG00000116783.14,chr1,74235351,74235491,TSS,False,11,106
ENSG00000116783.14,chr1,74543905,74544428,PAS,True,36,106
ENSG00000084636.17,chr1,31668855,31671614,ES,False,101,138
ENSG00000084636.17,chr1,31672840,31675257,ES,True,16,107
ENSG00000084636.17,chr1,31669810,31670421,TSS,True,163,184
ENSG00000084636.17,chr1,31675257,31675435,TSS,True,128,184
ENSG00000158828.7,chr1,20648632,20648994,IR,False,153,172
ENSG00000158828.7,chr1,20643340,20644672,TSS,True,100,192
ENSG00000158828.7,chr1,20650433,20651510,PAS,True,19,176
ENSG00000143164.15,chr1,168004793,168022987,ES,False,252,611
ENSG00000143164.15,chr1,168045227,168063620,ES,False,441,656
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,252,696
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,475,695
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,142,946
ENSG00000169418.9,chr1,153678441,153679829,TSS,False,26,148
ENSG00000169418.9,chr1,153693351,153694088,PAS,False,23,148
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,157,809
ENSG00000004455.16,chr1,33024567,33036735,ES,False,140,167
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,68,181
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,117,176
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,23,191
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,376,958
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,839,954
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,845,954
ENSG00000160679.12,chr1,153636653,153638294,IR,False,151,180
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,77,174
ENSG00000117461.14,chr1,46040139,46043871,PAS,True,66,159
ENSG00000117461.14,chr1,46055852,46055971,PAS,True,107,159
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,29,176
ENSG00000117410.13,chr1,43975107,43976089,ES,False,23,181
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,17,104
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,91,104
ENSG00000117595.11,chr1,209805946,209806171,TSS,True,36,120
ENSG00000117595.11,chr1,209806108,209806209,TSS,True,100,120
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,105,290
ENSG00000160691.18,chr1,154968031,154968494,ES,False,41,230
ENSG00000160691.18,chr1,154970199,154974247,ES,False,128,147
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,264,322
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,175,325
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,247,322
ENSG00000142599.17,chr1,8355418,8355722,TSS,True,75,101
ENSG00000142599.17,chr1,8358195,8358905,TSS,True,85,101
ENSG00000142599.17,chr1,8356099,8356248,TSS,True,84,101
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,559,769
ENSG00000116260.16,chr1,180196599,180197332,IR,False,559,857
ENSG00000116260.16,chr1,180196890,180197332,IR,False,198,496
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,618,1186
ENSG00000116260.16,chr1,180182171,180182319,TSS,True,917,1182
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,763,1061
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,403,1172
ENSG00000127483.17,chr1,20779911,20787194,ES,False,145,183
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,44,240
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,81,270
ENSG00000159592.10,chr1,45630606,45634095,ES,True,15,110
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,55,120
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,97,120
ENSG00000159592.10,chr1,45660183,45661226,TSS,False,105,117
ENSG00000117791.15,chr1,220781932,220783918,5AS,True,88,115
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,639,1674
ENSG00000143549.19,chr1,154157721,154170399,ES,False,388,473
ENSG00000143549.19,chr1,154170711,154172907,ME,False,289,973
ENSG00000143549.19,chr1,154156355,154157721,PAS,True,548,1022
ENSG00000143549.19,chr1,154167465,154167940,PAS,False,528,1022
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,770,1044
ENSG00000143549.19,chr1,154191901,154192135,TSS,True,329,1047
ENSG00000265491.4,chr1,145823771,145824412,TSS,False,108,199
ENSG00000265491.4,chr1,145784538,145784653,TSS,True,132,199
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,71,144
ENSG00000265107.2,chr1,147773251,147773646,TSS,True,154,355
ENSG00000265107.2,chr1,147760498,147761029,TSS,False,264,351
ENSG00000163875.15,chr1,37495918,37501803,ES,False,83,153
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,15,121
ENSG00000198771.10,chr1,167630215,167630429,TSS,True,38,344
ENSG00000169231.13,chr1,155197213,155197462,IR,True,92,109
ENSG00000169231.13,chr1,155207797,155209114,TSS,True,31,110
ENSG00000121769.7,chr1,31359589,31360830,PAS,True,1745,2221
ENSG00000121769.7,chr1,31364015,31365939,PAS,True,606,2221
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,26,100
ENSG00000054523.17,chr1,10278128,10282321,ES,False,92,158
ENSG00000054523.17,chr1,10278128,10282399,3AS,False,45,203
ENSG00000054523.17,chr1,10296896,10297078,PAS,True,183,235
ENSG00000054523.17,chr1,10297173,10299133,PAS,True,212,238
ENSG00000054523.17,chr1,10303162,10308595,PAS,True,88,238
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,361,404
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,65,404
ENSG00000116521.10,chr1,155260659,155262085,ES,False,21,166
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,30,201
ENSG00000116521.10,chr1,155258825,155258954,TSS,True,178,200
ENSG00000203747.10,chr1,161548675,161549010,3AS,False,19,156
ENSG00000203747.10,chr1,161549696,161549917,TSS,True,53,209
ENSG00000203747.10,chr1,161548420,161549451,TSS,True,178,209
ENSG00000168509.19,chr1,146018700,146019697,5AS,False,34,273
ENSG00000168509.19,chr1,146019734,146021586,ES,False,188,276
ENSG00000143801.16,chr1,226870649,226875364,ES,False,58,170
ENSG00000143801.16,chr1,226891361,226891745,3AS,False,74,216
ENSG00000143801.16,chr1,226870509,226870649,TSS,True,48,220
ENSG00000143801.16,chr1,226870639,226871404,TSS,True,194,220
ENSG00000157064.10,chr1,183418182,183418398,TSS,False,124,165
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,411,692
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,321,682
ENSG00000069248.11,chr1,229440257,229442040,PAS,True,39,147
ENSG00000069248.11,chr1,229456846,229458296,PAS,True,129,146
ENSG00000069248.11,chr1,229508067,229508361,TSS,True,15,148
ENSG00000143363.16,chr1,151017904,151018556,3AS,False,12,109
ENSG00000143363.16,chr1,151027327,151033805,ES,False,14,114
ENSG00000143363.16,chr1,151008399,151008671,TSS,True,17,130
ENSG00000174059.16,chr1,207886537,207887923,PAS,False,27,266
ENSG00000174059.16,chr1,207911001,207911254,TSS,False,80,333
ENSG00000135862.5,chr1,183103416,183103632,TSS,True,132,163
ENSG00000188976.10,chr1,944800,945056,5AS,False,448,719
ENSG00000116237.15,chr1,6233643,6234885,ES,False,101,121
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,30,152
ENSG00000162688.16,chr1,99850059,99850415,TSS,False,123,211
ENSG00000162688.16,chr1,99916597,99916731,TSS,True,101,118
ENSG00000162688.16,chr1,99849887,99850101,TSS,True,175,211
ENSG00000162688.16,chr1,99921533,99924024,PAS,True,93,210
ENSG00000162688.16,chr1,99912404,99912479,PAS,True,124,192
ENSG00000090686.15,chr1,21721163,21721649,3AS,False,56,247
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,45,281
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,126,301
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,253,301
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,266,298
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,68,153
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,88,153
ENSG00000116809.11,chr1,15975982,15976135,TSS,True,17,165
ENSG00000157181.15,chr1,186399043,186406082,5AS,True,18,106
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,117,154
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,93,154
ENSG00000162433.14,chr1,65148140,65149140,TSS,False,131,154
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,31,183
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,59,189
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,592,830
ENSG00000162735.18,chr1,160283109,160285054,ES,False,80,380
ENSG00000077549.17,chr1,19339617,19344357,ES,False,150,725
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,28,114
ENSG00000198626.15,chr1,237593636,237595497,ES,True,285,327
ENSG00000198626.15,chr1,237496560,237496752,TSS,True,574,725
ENSG00000198626.15,chr1,237590072,237590992,TSS,True,488,677
ENSG00000198626.15,chr1,237708989,237709098,TSS,True,181,213
ENSG00000198626.15,chr1,237783826,237784972,TSS,True,168,187
ENSG00000198626.15,chr1,237659984,237660076,PAS,True,234,543
ENSG00000198626.15,chr1,237590639,237590961,PAS,True,173,210
ENSG00000198626.15,chr1,237783674,237784973,PAS,True,569,687
ENSG00000143437.20,chr1,150876542,150876786,TSS,True,29,184
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,41,311
ENSG00000116353.15,chr1,29216685,29230730,ES,False,107,121
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,107,126
ENSG00000116353.15,chr1,29192767,29194179,PAS,True,22,156
ENSG00000116353.15,chr1,29230730,29230958,TSS,True,17,157
ENSG00000047410.13,chr1,186336400,186336694,PAS,True,103,120
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,55,115
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,38,128
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,115,128
ENSG00000117475.13,chr1,169380609,169386996,ES,True,48,114
ENSG00000120937.8,chr1,11857671,11858213,IR,True,293,328
ENSG00000120937.8,chr1,11857463,11857671,PAS,False,36,329
ENSG00000120937.8,chr1,11858701,11858945,TSS,False,50,329
ENSG00000224870.6,chr1,1399685,1400157,IR,False,25,110
ENSG00000224870.6,chr1,1399689,1400157,IR,False,21,104
ENSG00000224870.6,chr1,1400303,1400604,IR,False,79,121
ENSG00000224870.6,chr1,1399522,1399685,TSS,True,106,133
ENSG00000224870.6,chr1,1399521,1399689,TSS,True,110,133
ENSG00000224870.6,chr1,1399519,1400303,TSS,True,96,133
ENSG00000224870.6,chr1,1400604,1402040,PAS,False,42,133
ENSG00000163349.21,chr1,113968482,113968648,TSS,True,129,149
ENSG00000163349.21,chr1,113971920,113971954,TSS,True,131,149
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,17,103
ENSG00000157191.19,chr1,16451857,16452015,TSS,True,90,101
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,64,151
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,22,175
ENSG00000075945.12,chr1,169921781,169954010,ES,True,139,243
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,72,354
ENSG00000066136.20,chr1,40709263,40709616,TSS,True,299,354
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,38,352
ENSG00000077157.21,chr1,202564547,202567780,3AS,True,246,1011
ENSG00000077157.21,chr1,202348692,202349142,TSS,True,1286,1438
ENSG00000077157.21,chr1,202462713,202463097,TSS,False,625,1382
ENSG00000077157.21,chr1,202437820,202439943,PAS,True,136,162
ENSG00000077157.21,chr1,202580473,202588569,PAS,True,151,1160
ENSG00000158859.9,chr1,161195635,161196170,IR,True,160,207
