gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF018PZX_in_cov,heart_right_ventricle_ENCFF018PZX_total_cov
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,106,134
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,92,134
ENSG00000165269.12,chr9,33385231,33385648,IR,False,25,127
ENSG00000165269.12,chr9,33385290,33385648,IR,False,38,140
ENSG00000165269.12,chr9,33385866,33386076,IR,True,106,163
ENSG00000165269.12,chr9,33386541,33395077,ES,False,62,129
ENSG00000165269.12,chr9,33386541,33401236,ES,True,21,116
ENSG00000165269.12,chr9,33383133,33386195,PAS,False,114,166
ENSG00000165269.12,chr9,33383194,33385290,PAS,True,134,172
ENSG00000165269.12,chr9,33383194,33385866,PAS,True,118,166
ENSG00000165269.12,chr9,33383132,33385231,PAS,True,147,172
ENSG00000165269.12,chr9,33402372,33402606,TSS,True,127,235
ENSG00000165269.12,chr9,33395077,33396093,TSS,True,200,235
ENSG00000106771.12,chr9,109073438,109087172,ME,True,29,170
ENSG00000106771.12,chr9,109073438,109085996,ES,True,30,234
ENSG00000106771.12,chr9,109073438,109087172,ME,True,29,170
ENSG00000106771.12,chr9,109080943,109087172,ES,False,143,347
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,31,132
ENSG00000106771.12,chr9,109091152,109106507,3AS,True,64,346
ENSG00000106771.12,chr9,109091155,109106507,ES,True,186,282
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,80,465
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,51,181
ENSG00000092841.18,chr12,56160320,56160625,IR,False,130,167
ENSG00000092841.18,chr12,56160320,56161386,ES,False,58,188
ENSG00000092841.18,chr12,56160670,56161386,IR,True,130,167
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,258,441
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,39,228
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,188,225
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,75,104
ENSG00000060138.12,chr12,10704148,10713210,ES,False,857,1598
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,52,136
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,112,135
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,48,109
ENSG00000120837.7,chr12,104137375,104138101,TSS,False,38,112
ENSG00000120837.7,chr12,104137344,104138060,TSS,True,91,112
ENSG00000130779.20,chr12,122341697,122352725,ES,False,20,117
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,68,120
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,87,118
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,17,121
ENSG00000135469.13,chr12,56266845,56267252,TSS,True,93,143
ENSG00000135469.13,chr12,56267254,56267433,TSS,True,79,143
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,24,121
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,25,127
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,44,179
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,162,710
ENSG00000057294.14,chr12,32877845,32878485,TSS,True,626,698
ENSG00000121361.3,chr12,21774545,21774817,TSS,False,34,133
ENSG00000121361.3,chr12,21773242,21773611,TSS,True,112,133
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,90,571
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,170,697
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,599,697
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,64,250
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,205,250
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,88,102
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,503,1063
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,47,125
ENSG00000182196.13,chr12,122981809,122982030,IR,False,21,156
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,131,178
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,107,178
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,397,1762
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,53,197
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,168,197
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,127,206
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,109,206
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,60,123
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,86,123
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,25,123
ENSG00000089053.12,chr12,121352133,121352462,TSS,True,20,131
ENSG00000080371.5,chr12,71754847,71755288,TSS,False,29,173
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,16,114
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,167,222
ENSG00000135506.15,chr12,57719182,57720405,ES,False,101,227
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,31,241
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,92,572
ENSG00000174233.11,chr12,48788905,48789115,TSS,False,57,100
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,1650,2523
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,364,2885
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,531,848
ENSG00000152556.16,chr12,48122637,48122859,TSS,True,564,848
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,15,130
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,24,130
ENSG00000135424.16,chr12,55697050,55697215,3AS,False,44,425
ENSG00000135424.16,chr12,55694777,55695496,TSS,True,704,793
ENSG00000135424.16,chr12,55697215,55697441,TSS,True,686,793
ENSG00000135424.16,chr12,55707476,55707911,TSS,True,693,797
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,34,278
ENSG00000110841.13,chr12,27654814,27656615,ES,False,13,113
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,32,144
ENSG00000110841.13,chr12,27656615,27658138,PAS,True,97,121
ENSG00000110841.13,chr12,27692795,27695809,PAS,True,65,127
ENSG00000110841.13,chr12,27658815,27659024,PAS,False,104,121
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,22,115
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,27,140
ENSG00000179295.17,chr12,112505824,112509915,PAS,False,14,122
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,32,137
ENSG00000122971.8,chr12,120725794,120725931,TSS,True,53,414
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,199,678
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,246,735
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,72,126
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,70,126
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,131,159
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,116,159
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,35,339
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,591,665
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,108,738
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,113,196
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,76,195
ENSG00000188026.12,chr12,123472682,123484179,ME,True,210,244
ENSG00000188026.12,chr12,123472682,123484179,ME,True,210,245
ENSG00000188026.12,chr12,123472682,123484179,ES,False,46,292
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,82,793
ENSG00000123349.13,chr12,53295639,53297849,ES,False,19,122
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,23,105
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,120,229
ENSG00000159403.16,chr12,7091451,7092447,TSS,True,185,229
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,52,277
ENSG00000166598.14,chr12,103937032,103937806,TSS,True,243,276
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,64,276
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,209,262
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,26,209
ENSG00000111666.10,chr12,101726404,101728900,5AS,True,337,412
ENSG00000111666.10,chr12,101728900,101729074,PAS,True,49,462
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,75,146
ENSG00000086598.10,chr12,123586939,123590341,ES,True,74,200
ENSG00000174437.16,chr12,110281203,110281918,TSS,True,980,1232
ENSG00000174437.16,chr12,110342226,110342448,TSS,True,1014,1227
ENSG00000174437.16,chr12,110345274,110345382,TSS,True,1095,1226
ENSG00000110799.13,chr12,6018364,6019697,TSS,True,156,176
ENSG00000110799.13,chr12,5993861,5994182,TSS,True,143,176
ENSG00000110799.13,chr12,5976110,5976217,TSS,True,154,176
ENSG00000111640.14,chr12,6534455,6534569,TSS,True,425,4192
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,74,120
ENSG00000197111.15,chr12,53462567,53465931,ES,False,45,107
ENSG00000197111.15,chr12,53462567,53467220,ES,False,31,138
ENSG00000197111.15,chr12,53467293,53468776,ES,False,39,125
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,88,161
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,118,161
ENSG00000197111.15,chr12,53462479,53462567,TSS,False,142,161
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,135,180
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,54,234
ENSG00000186815.12,chr12,113221418,113221626,TSS,True,91,108
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,15,102
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,50,118
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,103,118
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,99,118
ENSG00000060237.16,chr12,752536,754324,TSS,True,67,174
ENSG00000060237.16,chr12,859244,859389,PAS,False,64,107
ENSG00000060237.16,chr12,861012,861140,PAS,False,49,111
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,153,919
ENSG00000177169.9,chr12,131915539,131916159,TSS,False,100,119
ENSG00000177169.9,chr12,131918973,131919384,TSS,False,94,119
ENSG00000135486.17,chr12,54282874,54283811,ES,False,344,480
ENSG00000119242.8,chr12,123972528,123972956,TSS,True,59,147
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,11,103
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,49,108
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,91,108
ENSG00000012822.15,chr12,53727403,53727492,TSS,True,22,120
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,39,180
ENSG00000214063.10,chr11,842831,842915,TSS,True,56,107
ENSG00000214063.10,chr11,843185,844186,TSS,True,95,107
ENSG00000214063.10,chr11,844868,847300,TSS,True,92,107
ENSG00000110048.11,chr11,59615302,59615802,TSS,False,17,117
ENSG00000109846.7,chr11,111911523,111911816,TSS,True,191,1108
ENSG00000168056.15,chr11,65539881,65540244,ES,False,57,106
ENSG00000168056.15,chr11,65551401,65552157,TSS,True,89,113
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,89,113
ENSG00000168056.15,chr11,65547438,65547568,TSS,False,97,113
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,118,369
ENSG00000186635.14,chr11,72703079,72705804,ES,False,74,107
ENSG00000186635.14,chr11,72714151,72714323,TSS,True,118,145
ENSG00000186635.14,chr11,72721849,72722565,TSS,True,83,145
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,73,159
ENSG00000129170.9,chr11,19201953,19201989,TSS,True,186,543
ENSG00000129170.9,chr11,19188135,19188295,TSS,True,382,543
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,32,129
ENSG00000214530.9,chr11,72757766,72757812,TSS,True,109,129
ENSG00000177600.8,chr11,809902,810039,TSS,True,77,242
ENSG00000177600.8,chr11,810003,810357,TSS,True,181,242
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,20,151
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,28,118
ENSG00000134571.10,chr11,47346384,47347425,3AS,True,172,1493
ENSG00000134571.10,chr11,47346384,47347425,IR,True,172,234
ENSG00000134571.10,chr11,47352622,47352764,TSS,False,2574,3658
ENSG00000110700.6,chr11,17077618,17077715,TSS,True,51,435
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,320,1903
ENSG00000109906.13,chr11,114059570,114059882,TSS,True,29,145
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,22,123
ENSG00000124942.13,chr11,62433540,62433891,PAS,True,74,100
ENSG00000124942.13,chr11,62546659,62546870,TSS,True,14,101
ENSG00000068976.13,chr11,64759655,64760007,TSS,True,81,114
ENSG00000068976.13,chr11,64757778,64757914,TSS,True,98,114
ENSG00000052841.14,chr11,43414776,43443324,ES,False,16,107
ENSG00000052841.14,chr11,43493772,43494931,PAS,True,25,123
ENSG00000177963.14,chr11,207496,208938,TSS,True,13,109
ENSG00000085063.15,chr11,33722463,33736381,ES,False,125,174
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,197,371
ENSG00000085063.15,chr11,33722378,33722467,TSS,True,313,371
ENSG00000172638.12,chr11,65866712,65866844,IR,False,25,142
ENSG00000172638.12,chr11,65866299,65867079,PAS,True,32,150
ENSG00000172638.12,chr11,65866305,65866712,PAS,True,123,153
ENSG00000172638.12,chr11,65872682,65873622,TSS,True,57,153
ENSG00000172638.12,chr11,65871156,65872019,TSS,False,118,153
ENSG00000167283.7,chr11,118401583,118401717,TSS,True,64,447
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,317,952
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,784,946
ENSG00000084234.17,chr11,130122513,130126699,ES,False,68,240
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,53,295
ENSG00000110665.11,chr11,2301755,2302077,TSS,False,82,106
ENSG00000110665.11,chr11,2302881,2302975,TSS,False,69,106
ENSG00000110665.11,chr11,2300519,2300615,TSS,True,84,106
ENSG00000110665.11,chr11,2299427,2299710,TSS,True,94,106
ENSG00000168439.16,chr11,64186053,64186270,TSS,True,32,149
ENSG00000165912.15,chr11,47183065,47186348,3AS,False,17,162
ENSG00000165912.15,chr11,47186348,47187001,TSS,True,72,234
ENSG00000165912.15,chr11,47183003,47186435,TSS,True,193,234
ENSG00000174080.10,chr11,66568273,66568610,TSS,False,48,283
ENSG00000149743.13,chr11,64226049,64226256,TSS,True,24,102
ENSG00000117984.13,chr11,1763791,1763988,TSS,True,350,889
ENSG00000117984.13,chr11,1761308,1763976,TSS,True,797,889
ENSG00000087365.15,chr11,66055315,66055537,3AS,False,12,115
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,13,126
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,24,126
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,299,388
ENSG00000134333.13,chr11,18394559,18394636,TSS,False,35,342
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,28,129
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,112,129
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,25,127
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,102,126
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,44,225
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,62,228
ENSG00000149823.8,chr11,65096140,65096478,TSS,False,48,237
ENSG00000053918.16,chr11,2444882,2445484,TSS,True,82,111
ENSG00000053918.16,chr11,2461407,2461714,TSS,False,85,111
ENSG00000151502.10,chr11,134224621,134225345,TSS,True,26,168
ENSG00000121691.5,chr11,34438670,34439079,TSS,True,22,122
ENSG00000110651.11,chr11,2377308,2377615,TSS,False,84,313
ENSG00000023191.16,chr11,502181,504823,3AS,False,37,116
ENSG00000023191.16,chr11,502181,507112,3AS,False,178,341
ENSG00000023191.16,chr11,507112,507279,TSS,True,223,576
ENSG00000023191.16,chr11,504823,506849,TSS,True,495,574
ENSG00000078902.15,chr11,1309465,1309673,TSS,True,81,195
ENSG00000205531.12,chr11,2945646,2951258,ES,False,226,336
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,116,367
ENSG00000205531.12,chr11,2991793,2992260,TSS,False,305,367
ENSG00000177697.18,chr11,833022,834529,5AS,False,24,190
ENSG00000177697.18,chr11,833026,836062,ES,False,93,259
ENSG00000177697.18,chr11,832731,833026,TSS,True,151,410
ENSG00000177697.18,chr11,834521,834591,TSS,False,362,410
ENSG00000149294.16,chr11,112961269,112961665,TSS,True,76,115
ENSG00000050165.17,chr11,12009171,12009385,TSS,False,1315,2319
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,1429,2319
ENSG00000070081.16,chr11,17282943,17295323,ES,False,84,101
ENSG00000070081.16,chr11,17276685,17276828,TSS,True,18,105
ENSG00000070081.16,chr11,17276963,17277095,TSS,True,94,105
ENSG00000070081.16,chr11,17331411,17334053,PAS,True,37,105
ENSG00000070081.16,chr11,17310824,17310983,PAS,True,67,102
ENSG00000142089.15,chr11,320564,320898,TSS,True,27,232
ENSG00000174915.11,chr11,450165,450637,TSS,True,20,102
ENSG00000174915.11,chr11,490419,494567,PAS,True,18,101
ENSG00000174915.11,chr11,491120,491400,PAS,False,88,102
ENSG00000175348.10,chr11,8964208,8964948,TSS,True,11,104
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,115,444
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,54,236
ENSG00000149806.10,chr11,65122089,65122217,TSS,False,64,301
ENSG00000166441.12,chr11,8682731,8682816,TSS,False,26,128
ENSG00000166441.12,chr11,8684827,8684892,TSS,True,111,128
ENSG00000118181.10,chr11,119018281,119018345,TSS,True,282,608
ENSG00000118181.10,chr11,119017361,119018342,TSS,True,334,606
ENSG00000177666.16,chr11,819537,819905,TSS,True,108,186
ENSG00000185627.17,chr11,236519,237144,TSS,True,18,118
ENSG00000166313.18,chr11,6401688,6402081,3AS,False,214,260
ENSG00000166313.18,chr11,6418984,6419177,TSS,True,78,279
ENSG00000166313.18,chr11,6410626,6411384,TSS,True,244,279
ENSG00000110435.11,chr11,34916571,34916815,TSS,True,20,155
ENSG00000170242.17,chr11,11842224,11880176,ES,False,95,194
ENSG00000170242.17,chr11,11842224,11884466,ES,False,24,219
ENSG00000170242.17,chr11,11956000,11959323,PAS,True,78,225
ENSG00000170242.17,chr11,11942334,11943323,PAS,True,178,224
ENSG00000170242.17,chr11,11905398,11909565,PAS,True,198,222
ENSG00000172531.14,chr11,67401727,67401888,TSS,True,32,152
ENSG00000172531.14,chr11,67401067,67401856,TSS,True,135,152
ENSG00000142082.14,chr11,216718,218831,5AS,False,94,105
ENSG00000142082.14,chr11,236047,236354,TSS,True,14,108
ENSG00000173511.9,chr11,64237222,64237520,3AS,False,157,224
ENSG00000173511.9,chr11,64234487,64234893,TSS,True,65,255
ENSG00000173511.9,chr11,64236039,64236327,TSS,True,227,255
ENSG00000121671.11,chr11,45847412,45847705,TSS,True,51,115
ENSG00000121671.11,chr11,45862054,45862148,TSS,True,99,112
ENSG00000198692.9,chrY,20592340,20593154,PAS,True,13,106
ENSG00000115286.19,chr19,1393330,1395390,3AS,False,361,402
ENSG00000115286.19,chr19,1393330,1395390,IR,False,361,402
ENSG00000115286.19,chr19,1383866,1383942,TSS,True,142,505
ENSG00000115286.19,chr19,1388832,1388938,TSS,True,454,505
ENSG00000115286.19,chr19,1395390,1395589,PAS,True,82,443
ENSG00000182087.13,chr19,1011195,1011366,IR,False,159,254
ENSG00000182087.13,chr19,1011612,1011740,3AS,False,53,252
ENSG00000182087.13,chr19,1012188,1012462,IR,False,206,252
ENSG00000182087.13,chr19,1020771,1021251,TSS,True,142,384
ENSG00000161281.10,chr19,36152392,36152489,TSS,True,319,1929
ENSG00000257103.8,chr19,34221738,34227364,ES,False,77,124
ENSG00000266964.5,chr19,35138361,35138894,TSS,True,89,131
ENSG00000266964.5,chr19,35139612,35139767,TSS,True,87,131
ENSG00000266964.5,chr19,35142479,35142521,TSS,True,104,131
ENSG00000174917.8,chr19,5680457,5680594,TSS,True,24,107
ENSG00000174917.8,chr19,5679585,5680516,TSS,False,91,107
ENSG00000130528.11,chr19,49151013,49151332,PAS,True,180,1166
ENSG00000141905.18,chr19,3359305,3359685,TSS,True,123,149
ENSG00000141905.18,chr19,3366560,3366666,TSS,True,120,149
ENSG00000129353.14,chr19,10602416,10602561,TSS,True,51,114
ENSG00000129353.14,chr19,10625460,10625670,TSS,True,101,114
ENSG00000129353.14,chr19,10643278,10644560,PAS,True,30,102
ENSG00000129353.14,chr19,10642896,10644559,PAS,True,75,102
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,77,259
ENSG00000170906.15,chr19,54105932,54106011,TSS,False,199,259
ENSG00000130811.11,chr19,10119839,10120916,TSS,False,21,157
ENSG00000065000.17,chr19,2100986,2102268,PAS,True,176,245
ENSG00000065000.17,chr19,2151238,2151618,TSS,True,112,254
ENSG00000006015.17,chr19,18588773,18588900,TSS,True,40,106
ENSG00000006015.17,chr19,18588993,18589683,TSS,False,70,106
ENSG00000132002.7,chr19,14518138,14518397,TSS,True,15,138
ENSG00000186994.11,chr19,8343224,8343268,TSS,False,68,231
ENSG00000186994.11,chr19,8337794,8337886,TSS,True,200,231
ENSG00000104964.14,chr19,3062173,3062531,TSS,True,335,474
ENSG00000105223.19,chr19,40348542,40348768,TSS,True,53,137
ENSG00000072958.8,chr19,16197872,16198068,TSS,True,14,139
ENSG00000104852.14,chr19,49107712,49107821,3AS,False,72,274
ENSG00000104852.14,chr19,49085154,49085636,TSS,True,192,308
ENSG00000104852.14,chr19,49102417,49104735,TSS,True,174,306
ENSG00000104852.14,chr19,49107794,49108613,PAS,True,78,280
ENSG00000104852.14,chr19,49107821,49108613,PAS,True,208,280
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,117,208
ENSG00000179262.9,chr19,12945837,12946020,TSS,True,78,229
ENSG00000179262.9,chr19,12948689,12948813,TSS,False,179,229
ENSG00000104879.4,chr19,45322820,45322876,TSS,False,1859,14201
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,130,223
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,44,222
ENSG00000172009.14,chr19,2785484,2785678,TSS,True,15,119
ENSG00000099622.13,chr19,1272051,1272426,IR,False,116,150
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,52,194
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,49,165
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,134,171
ENSG00000105372.7,chr19,41860210,41860289,TSS,True,28,265
ENSG00000004776.12,chr19,35756810,35757029,TSS,True,70,175
ENSG00000131943.17,chr19,29702977,29715124,ES,False,15,106
ENSG00000131943.17,chr19,29715124,29715535,TSS,True,45,151
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,196,638
ENSG00000099804.8,chr19,531703,532108,TSS,True,40,232
ENSG00000125730.16,chr19,6720515,6720661,TSS,True,188,214
ENSG00000130255.12,chr19,5690266,5690327,TSS,False,37,162
ENSG00000130255.12,chr19,5691427,5691453,TSS,True,138,162
ENSG00000178980.14,chr19,47778284,47778814,TSS,True,593,1054
ENSG00000130726.11,chr19,58544064,58545097,TSS,True,61,210
ENSG00000130726.11,chr19,58544065,58545537,TSS,True,179,210
ENSG00000072954.6,chr19,16660387,16661341,TSS,True,19,128
ENSG00000126247.10,chr19,36140035,36140157,TSS,False,78,158
ENSG00000126247.10,chr19,36140093,36141220,TSS,True,105,158
ENSG00000012061.15,chr19,45413745,45414860,ES,False,23,125
ENSG00000012061.15,chr19,45407327,45409725,PAS,True,38,130
ENSG00000012061.15,chr19,45411816,45413745,PAS,True,93,128
ENSG00000012061.15,chr19,45423780,45424480,TSS,True,100,134
ENSG00000012061.15,chr19,45423269,45423568,TSS,True,91,134
ENSG00000012061.15,chr19,45419097,45419345,TSS,False,117,134
ENSG00000012061.15,chr19,45423822,45424381,TSS,True,115,134
ENSG00000064607.16,chr19,18990886,18991149,PAS,True,25,124
ENSG00000064607.16,chr19,18990887,18993740,PAS,True,105,117
ENSG00000064607.16,chr19,19033436,19033580,TSS,True,34,124
ENSG00000197766.7,chr19,860648,861005,TSS,True,306,343
ENSG00000197766.7,chr19,859524,859744,TSS,False,59,343
ENSG00000130159.13,chr19,11529061,11529194,TSS,True,36,334
ENSG00000123159.15,chr19,14480778,14491655,ES,False,18,130
ENSG00000123159.15,chr19,14491743,14496036,ES,False,46,127
ENSG00000125503.12,chr19,55092865,55093015,3AS,False,109,175
ENSG00000125503.12,chr19,55095600,55095866,3AS,False,50,105
ENSG00000125503.12,chr19,55117222,55117697,TSS,True,167,205
ENSG00000125503.12,chr19,55095444,55095601,TSS,True,174,203
ENSG00000125503.12,chr19,55096050,55096815,TSS,True,157,203
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,108,289
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,239,289
ENSG00000185236.11,chr19,8390213,8390456,TSS,True,33,177
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,126,294
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,41,311
ENSG00000126267.9,chr19,35648323,35648403,TSS,True,70,490
ENSG00000063245.14,chr19,55692796,55692953,3AS,False,46,111
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,59,147
ENSG00000104936.17,chr19,45770640,45771567,ES,False,141,378
ENSG00000104936.17,chr19,45771056,45771349,3AS,False,93,226
ENSG00000104936.17,chr19,45775034,45777341,5AS,False,54,362
ENSG00000104936.17,chr19,45782192,45784134,TSS,True,127,433
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,479,1592
ENSG00000104853.15,chr19,44955344,44955467,TSS,True,28,144
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,56,244
ENSG00000065717.14,chr19,3008945,3009577,5AS,True,28,172
ENSG00000065717.14,chr19,3019463,3019698,3AS,False,59,130
ENSG00000065717.14,chr19,2997637,2997955,PAS,True,37,220
ENSG00000065717.14,chr19,3028880,3029363,TSS,True,86,220
ENSG00000130204.12,chr19,44891314,44891406,IR,False,109,143
ENSG00000130204.12,chr19,44891314,44891409,3AS,False,14,123
ENSG00000130204.12,chr19,44891224,44891689,TSS,True,136,170
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,47,170
ENSG00000099821.13,chr19,633424,633565,TSS,False,115,204
ENSG00000099821.13,chr19,621057,623305,TSS,True,127,203
ENSG00000186010.18,chr19,19516207,19516332,TSS,True,74,519
ENSG00000125652.7,chr19,6372762,6373024,TSS,False,30,108
ENSG00000125652.7,chr19,6374542,6374589,TSS,True,86,108
ENSG00000073008.14,chr19,44643677,44644175,TSS,True,71,171
ENSG00000073008.14,chr19,44661739,44666156,PAS,True,33,115
ENSG00000073008.14,chr19,44658741,44663583,PAS,True,84,114
ENSG00000160014.16,chr19,46600992,46601437,TSS,True,70,271
ENSG00000196961.12,chr19,49802141,49802948,ES,False,21,106
ENSG00000196961.12,chr19,49766954,49767200,TSS,True,90,113
ENSG00000196961.12,chr19,49801345,49801621,TSS,False,88,111
ENSG00000196961.12,chr19,49801305,49801889,TSS,True,71,111
ENSG00000127528.5,chr19,16325328,16326032,TSS,True,41,106
ENSG00000127528.5,chr19,16324821,16324998,TSS,True,78,106
ENSG00000178951.8,chr19,4066681,4067058,TSS,False,65,109
ENSG00000178951.8,chr19,4065429,4065726,TSS,False,89,109
ENSG00000178951.8,chr19,4053970,4054824,TSS,True,93,109
ENSG00000172270.19,chr19,572512,572701,TSS,True,335,1601
ENSG00000011243.17,chr19,15418910,15419049,TSS,True,30,154
ENSG00000129991.12,chr19,55157561,55157733,TSS,True,276,1991
ENSG00000105135.15,chr19,15125655,15125819,TSS,False,216,366
ENSG00000105135.15,chr19,15124924,15125709,TSS,True,272,366
ENSG00000105135.15,chr19,15125379,15125701,TSS,True,314,366
ENSG00000105357.16,chr19,50203609,50203671,TSS,True,89,106
