gene,chr,start,end,splice_type,novel,psoas_muscle_ENCFF698UNA_in_cov,psoas_muscle_ENCFF698UNA_total_cov
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,77,175
ENSG00000148498.15,chr10,34341816,34347964,5AS,False,74,104
ENSG00000148498.15,chr10,34312255,34312382,PAS,True,87,113
ENSG00000148498.15,chr10,34312265,34317338,PAS,True,44,112
ENSG00000148498.15,chr10,34814875,34815591,TSS,True,22,120
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,170,953
ENSG00000177791.11,chr10,73641410,73641864,TSS,False,124,812
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,40,183
ENSG00000175470.19,chr10,131901330,131940030,ES,True,22,142
ENSG00000175470.19,chr10,131934555,131940030,ES,False,94,117
ENSG00000175470.19,chr10,131900657,131901155,TSS,True,36,176
ENSG00000175470.19,chr10,131955683,131956555,PAS,True,17,145
ENSG00000065675.14,chr10,6427135,6428362,PAS,False,13,108
ENSG00000065675.14,chr10,6580210,6580437,TSS,False,83,109
ENSG00000065675.14,chr10,6515320,6515511,TSS,True,47,109
ENSG00000019995.6,chr10,124916851,124917272,TSS,True,38,260
ENSG00000172731.13,chr10,70382548,70382699,TSS,False,74,257
ENSG00000099246.16,chr10,27504185,27504437,TSS,True,12,117
ENSG00000107758.15,chr10,73495804,73496004,TSS,True,71,119
ENSG00000107959.15,chr10,3137723,3138124,PAS,True,16,148
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,32,150
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,180,479
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,399,446
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,359,425
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,84,483
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,44,436
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,33,181
ENSG00000122958.14,chr10,69133047,69157006,ES,False,21,152
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,244,1467
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,398,1654
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,290,1519
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,1276,1519
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,17,104
ENSG00000148834.12,chr10,104254840,104255271,TSS,True,88,104
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,61,436
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,20,103
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,60,158
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,103,158
ENSG00000122367.19,chr10,86716356,86716771,TSS,True,188,247
ENSG00000122367.19,chr10,86717964,86718847,TSS,False,209,247
ENSG00000122367.19,chr10,86732886,86736149,PAS,True,192,331
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,134,706
ENSG00000052749.13,chr10,97385894,97385993,TSS,True,309,430
ENSG00000052749.13,chr10,97401092,97401379,TSS,True,355,433
ENSG00000052749.13,chr10,97381714,97381828,TSS,True,307,424
ENSG00000067064.11,chr10,1043393,1048863,ES,False,89,173
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,39,212
ENSG00000067064.11,chr10,1056308,1056713,TSS,True,187,212
ENSG00000067057.16,chr10,3103978,3105159,TSS,True,45,224
ENSG00000095637.22,chr10,95311770,95315126,PAS,True,41,133
ENSG00000095637.22,chr10,95336520,95337240,TSS,True,86,142
ENSG00000095637.22,chr10,95414493,95414937,TSS,True,151,175
ENSG00000148719.14,chr10,72334617,72335833,5AS,False,78,160
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,27,189
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,22,189
ENSG00000266412.5,chr10,46015266,46030525,ES,False,40,274
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,56,331
ENSG00000119938.8,chr10,91632955,91633070,TSS,False,77,441
ENSG00000170525.20,chr10,6202885,6203336,TSS,True,99,201
ENSG00000170525.20,chr10,6232894,6235535,PAS,True,29,159
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,128,150
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,35,152
ENSG00000122359.17,chr10,80172869,80205342,ES,False,127,265
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,304,569
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,486,566
ENSG00000122359.17,chr10,80201258,80201660,TSS,True,471,567
ENSG00000165424.6,chr10,79445194,79445639,TSS,False,63,104
ENSG00000150093.18,chr10,32901635,32908367,ES,False,43,150
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,32,187
ENSG00000150093.18,chr10,32929916,32930044,PAS,True,139,163
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,29,189
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,181,469
ENSG00000148677.6,chr10,90919181,90919268,PAS,True,219,334
ENSG00000148677.6,chr10,90920168,90920348,PAS,True,277,311
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,553,857
ENSG00000148677.6,chr10,90915781,90915882,TSS,True,575,689
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,61,122
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,94,124
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,104,124
ENSG00000189319.13,chr10,124744012,124744377,TSS,True,196,276
ENSG00000122884.12,chr10,73030370,73046924,ME,False,269,437
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,263,1959
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,55,235
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,660,758
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,116,758
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,34,126
ENSG00000171813.13,chr10,132397298,132404625,5AS,True,14,131
ENSG00000171813.13,chr10,132396157,132397351,TSS,False,28,145
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,442,696
ENSG00000166295.8,chr10,72216072,72220053,5AS,True,34,106
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,34,155
ENSG00000166295.8,chr10,72216138,72223887,ES,False,70,121
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,99,254
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,172,254
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,47,242
ENSG00000166295.8,chr10,72220053,72220325,PAS,True,210,237
ENSG00000150347.15,chr10,62048884,62049483,TSS,False,36,135
ENSG00000150347.15,chr10,62085701,62085902,PAS,True,35,100
ENSG00000150347.15,chr10,62057116,62057266,PAS,False,89,100
ENSG00000150347.15,chr10,62090861,62091809,PAS,True,89,100
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,104,346
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,302,346
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,74,296
ENSG00000197321.14,chr10,29499263,29512734,ES,False,136,154
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,294,636
ENSG00000197321.14,chr10,29555051,29555108,PAS,False,121,199
ENSG00000197321.14,chr10,29532739,29533458,PAS,True,164,263
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,307,363
ENSG00000197321.14,chr10,29529704,29529844,TSS,True,395,442
ENSG00000197321.14,chr10,29634419,29634973,TSS,False,506,644
ENSG00000165887.11,chr10,97572515,97572875,TSS,True,363,1321
ENSG00000197893.13,chr10,113589079,113589665,3AS,False,714,1005
ENSG00000197893.13,chr10,113641472,113645824,ES,False,206,638
ENSG00000197893.13,chr10,113588705,113589079,PAS,True,717,1431
ENSG00000197893.13,chr10,113588714,113589082,PAS,True,1140,1431
ENSG00000197893.13,chr10,113631856,113631964,PAS,True,415,687
ENSG00000197893.13,chr10,113604608,113604885,TSS,True,1247,1586
ENSG00000197893.13,chr10,113663810,113664121,TSS,True,1404,1976
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,35,319
ENSG00000138162.18,chr10,121994521,121994710,TSS,False,120,136
ENSG00000138162.18,chr10,122253990,122254543,PAS,True,41,134
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,68,148
ENSG00000156113.22,chr10,77636204,77636515,PAS,False,66,108
ENSG00000156113.22,chr10,77636198,77636569,PAS,True,92,108
ENSG00000156113.22,chr10,77011973,77012557,PAS,True,94,114
ENSG00000156113.22,chr10,77637264,77638482,TSS,True,23,121
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,29,106
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,86,105
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,132,906
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,490,873
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,425,890
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,111,188
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,77,102
ENSG00000197102.11,chr14,102040595,102040673,TSS,True,88,100
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,94,186
ENSG00000092098.16,chr14,24146909,24147890,TSS,True,54,125
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,79,300
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,36,149
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,119,149
ENSG00000092054.12,chr14,23435619,23435764,TSS,False,5765,8495
ENSG00000092054.12,chr14,23414994,23415046,TSS,True,7041,8226
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,20,175
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,93,109
ENSG00000100934.14,chr14,39031082,39033328,PAS,True,15,125
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,21,128
ENSG00000100796.17,chr14,91509505,91510554,TSS,True,11,101
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,113,800
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,128,184
ENSG00000092199.17,chr14,21234229,21269297,ES,False,53,171
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,23,195
ENSG00000184887.13,chr14,105249085,105249156,IR,False,397,467
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,146,486
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,434,486
ENSG00000178974.9,chr14,55271361,55271537,TSS,True,19,179
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,23,194
ENSG00000196792.11,chr14,30913657,30935162,ES,False,90,102
ENSG00000184990.12,chr14,104753129,104753319,TSS,True,14,125
ENSG00000184990.12,chr14,104759427,104759657,PAS,True,16,125
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,65,136
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,76,135
ENSG00000165795.23,chr14,21023321,21025028,ES,False,96,403
ENSG00000165795.23,chr14,21023321,21025676,ES,False,165,606
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,1043,1446
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,840,1446
ENSG00000133943.20,chr14,91114283,91157638,ES,False,100,140
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,27,154
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,34,174
ENSG00000133943.20,chr14,91224683,91225632,PAS,True,22,175
ENSG00000156381.8,chr14,102508549,102509528,ES,True,322,470
ENSG00000156381.8,chr14,102508846,102509528,3AS,True,131,148
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,131,602
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,530,602
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,172,291
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,246,281
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,91,209
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,121,180
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,147,299
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,117,199
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,122,199
ENSG00000165782.10,chr14,20460845,20461183,5AS,False,69,108
ENSG00000165782.10,chr14,20461162,20461441,TSS,True,83,122
ENSG00000165782.10,chr14,20461183,20461465,TSS,False,53,122
ENSG00000126777.17,chr14,55580354,55612018,ES,False,253,338
ENSG00000126777.17,chr14,55661612,55667240,ES,False,32,235
ENSG00000126777.17,chr14,55673012,55675834,ES,False,191,228
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,62,407
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,182,407
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,237,349
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,58,293
ENSG00000142208.16,chr14,104792722,104795483,ES,False,265,320
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,42,366
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,31,108
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,89,108
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,33,100
ENSG00000165804.15,chr14,21098311,21098654,TSS,False,86,100
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,15,122
ENSG00000129515.18,chr14,34603471,34605595,ES,False,148,192
ENSG00000256053.7,chr14,103574170,103587273,ES,False,149,168
ENSG00000198894.7,chr14,77098214,77098361,TSS,True,34,165
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,45,105
ENSG00000100614.17,chr14,60249677,60282683,ES,False,121,181
ENSG00000100614.17,chr14,60292452,60299085,PAS,True,32,192
ENSG00000100614.17,chr14,60285623,60288555,PAS,True,161,190
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,94,162
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,131,162
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,112,162
ENSG00000179364.13,chr14,105368515,105369840,5AS,False,21,106
ENSG00000179364.13,chr14,105382046,105382476,5AS,False,98,112
ENSG00000179364.13,chr14,105384987,105389960,ES,False,115,128
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,63,165
ENSG00000179364.13,chr14,105382803,105382913,TSS,True,135,153
ENSG00000179364.13,chr14,105394553,105398148,PAS,True,16,146
ENSG00000100823.11,chr14,20455703,20455913,IR,False,112,125
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,46,132
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,116,132
ENSG00000100612.13,chr14,60165176,60165454,TSS,True,134,1324
ENSG00000197616.11,chr14,23387653,23387757,IR,True,170,193
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,462,533
ENSG00000197616.11,chr14,23384441,23384543,TSS,True,412,495
ENSG00000197616.11,chr14,23382427,23382487,TSS,True,300,495
ENSG00000092330.16,chr14,24240155,24240262,IR,False,15,132
ENSG00000092330.16,chr14,24240330,24240418,IR,False,18,131
ENSG00000092330.16,chr14,24241776,24242140,ES,False,21,122
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,19,131
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,22,138
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,152,233
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,50,160
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,121,237
ENSG00000100445.17,chr14,24440782,24442711,TSS,True,74,100
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,66,100
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,279,1429
ENSG00000198668.10,chr14,90404688,90408264,PAS,True,153,1340
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,112,145
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,41,140
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,237,923
ENSG00000089737.16,chr14,94048289,94051462,PAS,True,21,161
ENSG00000089737.16,chr14,94079259,94079747,PAS,True,127,142
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,23,164
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,26,119
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,35,108
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,29,105
ENSG00000100764.13,chr14,90272272,90272625,PAS,True,31,298
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,41,327
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,11,107
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,20,107
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,29,148
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,72,183
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,157,182
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,88,154
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,85,175
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,71,557
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,488,556
ENSG00000070182.20,chr14,64766396,64766801,PAS,True,488,577
ENSG00000070182.20,chr14,64746283,64749473,PAS,True,194,599
ENSG00000070182.20,chr14,64786695,64787160,PAS,True,197,225
ENSG00000070182.20,chr14,64786403,64787164,TSS,True,573,667
ENSG00000070182.20,chr14,64770884,64771067,TSS,True,471,622
ENSG00000121957.13,chr1,108877228,108896863,ES,True,28,106
ENSG00000121957.13,chr1,108929700,108931643,PAS,True,17,110
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,27,161
ENSG00000116685.15,chr1,11922207,11923489,PAS,True,104,117
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,128,161
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,44,161
ENSG00000078618.21,chr1,51836212,51840225,ES,False,312,383
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,55,439
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,46,439
ENSG00000074800.15,chr1,8868057,8870824,ES,False,203,232
ENSG00000074800.15,chr1,8868057,8871890,ME,False,202,375
ENSG00000074800.15,chr1,8870510,8871890,ES,False,173,201
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,94,510
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,434,505
ENSG00000187147.17,chr1,44632208,44632342,5AS,False,71,102
ENSG00000187147.17,chr1,44635588,44636029,5AS,False,70,106
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,43,114
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,83,114
ENSG00000107404.19,chr1,1338653,1339361,5AS,False,320,369
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,176,463
ENSG00000171621.13,chr1,9292875,9293071,TSS,False,19,107
ENSG00000126091.20,chr1,43899727,43930131,ES,False,13,101
ENSG00000126091.20,chr1,43707476,43707693,TSS,True,18,116
ENSG00000117408.10,chr1,43946745,43947684,TSS,True,43,108
ENSG00000117408.10,chr1,43967585,43968025,PAS,True,36,107
ENSG00000074964.16,chr1,17655897,17656102,TSS,True,78,124
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,17,139
ENSG00000187642.9,chr1,981173,982064,3AS,True,204,233
ENSG00000187642.9,chr1,975194,976269,PAS,True,58,579
ENSG00000187642.9,chr1,978880,980936,TSS,True,388,710
ENSG00000187642.9,chr1,982064,982346,TSS,False,475,713
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,12,119
ENSG00000132716.18,chr1,160240370,160261284,ES,False,22,150
ENSG00000132716.18,chr1,160240370,160262448,ES,True,18,113
ENSG00000132716.18,chr1,160244034,160262275,5AS,False,19,119
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,67,225
ENSG00000132716.18,chr1,160261358,160262275,5AS,False,42,108
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,28,135
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,45,330
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,232,343
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,230,343
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,277,343
ENSG00000160678.11,chr1,153630662,153631697,3AS,True,152,184
ENSG00000160678.11,chr1,153628412,153628496,TSS,True,57,239
ENSG00000160678.11,chr1,153631511,153632037,PAS,True,153,185
ENSG00000160678.11,chr1,153631697,153632037,PAS,False,32,185
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,117,486
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,424,486
ENSG00000160097.17,chr1,32862267,32863776,PAS,False,141,181
ENSG00000160097.17,chr1,32862268,32864483,PAS,True,135,162
ENSG00000160097.17,chr1,32862268,32864299,PAS,True,132,162
ENSG00000160097.17,chr1,32862268,32864797,PAS,True,104,161
ENSG00000160097.17,chr1,32870652,32871175,TSS,True,27,181
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,162,1254
ENSG00000143164.15,chr1,168045227,168063620,ES,False,494,674
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,147,712
ENSG00000143164.15,chr1,167993223,167993440,TSS,True,619,704
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,160,706
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,566,704
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,277,318
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,75,318
ENSG00000160712.12,chr1,154405177,154405714,TSS,True,144,274
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,24,174
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,41,187
ENSG00000004455.16,chr1,33024567,33036735,ES,False,78,107
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,115,151
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,37,111
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,43,151
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,567,1644
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,1430,1599
ENSG00000160679.12,chr1,153636653,153638294,IR,False,92,124
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,57,115
ENSG00000160679.12,chr1,153642429,153645063,ES,False,19,123
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,15,145
ENSG00000132768.13,chr1,43969956,43970270,TSS,False,93,104
ENSG00000132768.13,chr1,43969978,43970322,TSS,True,21,104
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,285,827
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,156,940
ENSG00000142599.17,chr1,8352398,8355120,PAS,True,26,133
ENSG00000142599.17,chr1,8355418,8355722,TSS,True,147,173
ENSG00000142599.17,chr1,8358195,8358905,TSS,True,144,176
ENSG00000142599.17,chr1,8360111,8361534,TSS,True,146,182
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,70,132
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,63,132
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,111,130
ENSG00000116260.16,chr1,180196599,180197332,IR,False,111,153
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,136,225
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,123,164
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,87,217
ENSG00000127483.17,chr1,20779911,20787194,ES,False,38,108
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,65,175
ENSG00000127483.17,chr1,20754046,20755404,PAS,True,142,174
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,88,204
ENSG00000127483.17,chr1,20786513,20786669,TSS,False,178,203
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,45,435
ENSG00000175756.13,chr1,1374790,1374996,IR,False,79,102
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,132,222
ENSG00000175756.13,chr1,1374790,1375153,IR,False,132,154
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,249,314
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,182,314
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,234,314
ENSG00000116863.10,chr1,36088875,36089115,TSS,False,17,117
ENSG00000116863.10,chr1,36091615,36091825,TSS,True,104,117
ENSG00000265491.4,chr1,145823771,145824412,TSS,False,93,191
ENSG00000265491.4,chr1,145784538,145784653,TSS,True,123,189
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,65,162
ENSG00000143862.7,chr1,202144449,202144760,TSS,True,19,101
ENSG00000054523.17,chr1,10278128,10282321,ES,False,183,269
ENSG00000054523.17,chr1,10278128,10282399,ES,False,80,113
ENSG00000054523.17,chr1,10278128,10282399,3AS,False,80,348
ENSG00000054523.17,chr1,10279138,10282399,3AS,False,34,120
ENSG00000054523.17,chr1,10210476,10210878,TSS,False,86,474
ENSG00000054523.17,chr1,10303162,10308595,PAS,True,75,436
ENSG00000132128.16,chr1,46276732,46279084,PAS,True,32,192
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,173,195
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,43,195
ENSG00000116521.10,chr1,155258912,155260329,3AS,True,11,105
ENSG00000116521.10,chr1,155260659,155262085,ES,False,20,101
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,13,115
ENSG00000168509.19,chr1,146018700,146019697,5AS,False,63,337
ENSG00000168509.19,chr1,146018700,146021586,ES,False,40,381
ENSG00000168509.19,chr1,146019734,146021586,ES,False,227,339
ENSG00000168509.19,chr1,146020320,146021586,3AS,False,64,118
ENSG00000168509.19,chr1,146021586,146021741,TSS,True,49,434
ENSG00000143632.14,chr1,229434003,229434100,TSS,True,5702,28904
ENSG00000143632.14,chr1,229431720,229431884,TSS,True,25400,28880
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,20,104
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,36,151
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,112,142
PB_novel_53976,chr1,120322886,120323243,TSS,True,100,113
ENSG00000092607.14,chr1,118885516,118899027,ES,False,114,128
ENSG00000092607.14,chr1,118987590,118988343,TSS,False,81,185
ENSG00000092607.14,chr1,118944483,118944697,TSS,True,162,183
ENSG00000188976.10,chr1,944800,945056,5AS,False,282,529
ENSG00000188976.10,chr1,959214,960041,TSS,True,88,576
ENSG00000162688.16,chr1,99850059,99850415,TSS,False,71,109
ENSG00000162688.16,chr1,99850490,99850898,TSS,True,88,109
ENSG00000162688.16,chr1,99921533,99924024,PAS,True,31,108
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,24,142
ENSG00000143028.8,chr1,109466543,109466897,TSS,False,103,175
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,32,274
ENSG00000118197.13,chr1,200644032,200644517,PAS,True,12,102
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,164,302
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,39,343
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,179,346
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,203,342
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,104,139
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,31,143
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,122,143
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,13,115
ENSG00000077549.17,chr1,19339617,19344357,ES,False,26,143
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,23,164
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,52,231
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,201,231
ENSG00000177674.15,chr1,11745837,11747439,ES,False,101,116
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,14,128
ENSG00000004487.16,chr1,23030634,23050386,ES,False,107,277
ENSG00000004487.16,chr1,23077360,23081445,ES,True,36,278
ENSG00000198892.6,chr1,201888488,201889067,TSS,False,57,113
ENSG00000198892.6,chr1,201891460,201891568,TSS,True,99,112
ENSG00000198892.6,chr1,201888629,201888781,TSS,False,99,113
ENSG00000163374.19,chr1,155688658,155688777,TSS,False,38,109
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,63,178
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,114,173
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,78,544
ENSG00000162614.18,chr1,77918273,77926413,ES,False,465,659
