gene,chr,start,end,splice_type,novel,osteocyte_ENCFF558QPF_in_cov,osteocyte_ENCFF558QPF_total_cov
ENSG00000139926.15,chr14,51701135,51702511,5AS,False,131,255
ENSG00000139926.15,chr14,51651855,51651996,TSS,False,128,353
ENSG00000211448.11,chr14,80203288,80211250,ES,False,275,311
ENSG00000211448.11,chr14,80211250,80211506,TSS,True,92,366
ENSG00000100722.19,chr14,88578140,88601923,ES,False,20,140
ENSG00000100722.19,chr14,88578140,88607242,ES,False,42,260
ENSG00000100722.19,chr14,88596808,88607242,ES,False,75,198
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,101,264
ENSG00000119699.7,chr14,75980541,75981995,TSS,True,18,120
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,987,1326
ENSG00000092199.17,chr14,21234229,21269297,ES,False,343,1304
ENSG00000205659.10,chr14,74084660,74084993,TSS,True,24,109
ENSG00000205659.10,chr14,74198921,74201238,PAS,True,23,103
ENSG00000182400.14,chr14,39151839,39158284,ES,False,42,175
ENSG00000182400.14,chr14,39158402,39159482,5AS,False,132,171
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,139,327
ENSG00000073712.14,chr14,52864400,52864597,TSS,False,263,315
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,83,121
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,60,121
ENSG00000081177.18,chr14,69191591,69209423,ES,False,28,109
ENSG00000100461.17,chr14,22906368,22909482,ES,False,253,416
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,231,423
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,307,392
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,324,390
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,52,426
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,12,110
ENSG00000066455.12,chr14,92839365,92839959,PAS,True,39,313
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,1165,1569
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,1213,1703
ENSG00000100644.16,chr14,61738086,61738276,PAS,True,486,1606
ENSG00000139974.15,chr14,60981119,60981382,TSS,True,25,142
ENSG00000139974.15,chr14,61083554,61083733,PAS,True,123,142
ENSG00000139974.15,chr14,61083549,61083733,PAS,True,103,142
ENSG00000139974.15,chr14,61052348,61052656,PAS,True,94,142
ENSG00000126778.9,chr14,60648629,60649482,TSS,True,73,371
ENSG00000257365.7,chr14,64986862,64987097,TSS,True,15,110
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,17,144
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,34,189
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,93,179
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,114,176
ENSG00000078304.19,chr14,101909588,101910397,PAS,True,149,175
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,165,333
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,299,333
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,205,332
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,216,326
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,249,308
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,122,272
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,158,177
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,120,328
ENSG00000140105.17,chr14,100361921,100375282,ES,False,39,291
ENSG00000140105.17,chr14,100361921,100376259,ES,False,33,152
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,656,808
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,523,808
ENSG00000140105.17,chr14,100343274,100344340,TSS,True,700,806
ENSG00000140105.17,chr14,100346745,100346847,TSS,True,599,806
ENSG00000185567.6,chr14,104970455,104970715,TSS,False,49,158
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,37,132
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,86,146
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,109,146
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,111,146
ENSG00000054654.16,chr14,63853080,63909097,5AS,True,16,121
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,40,142
ENSG00000054654.16,chr14,63852922,63853080,TSS,True,126,142
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,95,128
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,74,128
ENSG00000054654.16,chr14,63980985,63981151,PAS,True,115,128
ENSG00000119673.14,chr14,73569396,73573387,5AS,False,22,141
ENSG00000119673.14,chr14,73569149,73569883,TSS,True,23,143
ENSG00000119673.14,chr14,73569035,73569396,TSS,True,121,143
ENSG00000071537.13,chr14,81471548,81477181,PAS,False,16,140
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,41,169
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,39,344
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,201,353
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,341,384
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,77,384
ENSG00000129474.15,chr14,22981260,22982631,TSS,True,134,163
ENSG00000129474.15,chr14,22976644,22977790,TSS,True,91,162
ENSG00000129474.15,chr14,22978343,22979190,TSS,True,139,162
ENSG00000165533.18,chr14,88841196,88843805,ES,False,54,132
ENSG00000119725.18,chr14,73921105,73923394,ES,False,106,640
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,184,520
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,293,336
ENSG00000100650.15,chr14,69769251,69770466,IR,False,304,527
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,246,539
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,355,539
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,118,539
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,459,537
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,69,544
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,58,149
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,100,153
ENSG00000119688.20,chr14,74286529,74286700,IR,False,150,223
ENSG00000119688.20,chr14,74295974,74296332,3AS,True,23,228
ENSG00000119688.20,chr14,74298069,74300149,ES,False,86,172
ENSG00000119688.20,chr14,74298069,74302874,ME,False,82,103
ENSG00000119688.20,chr14,74299675,74302874,ES,False,25,112
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,85,235
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,162,235
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,75,538
ENSG00000100823.11,chr14,20455338,20455577,IR,False,75,128
ENSG00000100823.11,chr14,20455394,20455577,IR,False,442,495
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,237,679
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,604,679
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,29,172
ENSG00000100567.12,chr14,58271850,58272012,PAS,True,30,172
ENSG00000165819.11,chr14,21499137,21499305,IR,False,156,264
ENSG00000165819.11,chr14,21499371,21499491,IR,False,154,263
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,69,121
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,61,121
ENSG00000092108.20,chr14,30622399,30630476,ES,False,73,277
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,36,291
ENSG00000092330.16,chr14,24240155,24240262,IR,False,30,280
ENSG00000092330.16,chr14,24240330,24240418,IR,False,31,277
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,32,277
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,141,161
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,28,121
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,59,161
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,61,400
ENSG00000100926.14,chr14,24192356,24192647,IR,True,255,313
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,75,322
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,256,315
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,41,324
ENSG00000070367.15,chr14,57200503,57208797,PAS,True,197,285
ENSG00000070367.15,chr14,57218034,57218068,PAS,True,103,282
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,33,295
ENSG00000119681.11,chr14,74502652,74502881,TSS,True,122,141
ENSG00000119681.11,chr14,74504982,74505176,TSS,True,123,141
ENSG00000092020.10,chr14,35110629,35121901,ES,False,78,218
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,33,222
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,195,222
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,84,323
ENSG00000050130.17,chr14,59484593,59486730,IR,False,84,101
ENSG00000227051.6,chr14,96039112,96039527,TSS,True,63,102
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,45,153
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,80,258
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,15,101
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,16,144
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,52,321
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,23,102
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,83,102
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,190,228
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,43,230
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,99,166
ENSG00000165792.17,chr14,20994901,20995164,IR,False,131,166
ENSG00000165792.17,chr14,20996711,20996784,IR,False,77,151
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,18,168
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,91,168
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,94,168
ENSG00000119723.16,chr14,73958277,73958970,IR,False,127,143
ENSG00000121957.13,chr1,108877228,108885506,3AS,False,38,126
ENSG00000121957.13,chr1,108876962,108877228,TSS,True,28,172
ENSG00000121957.13,chr1,108929700,108931643,PAS,True,24,167
ENSG00000121957.13,chr1,108923999,108924361,PAS,True,150,167
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,46,453
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,57,453
ENSG00000117543.20,chr1,100990631,100995109,ES,False,17,154
ENSG00000121940.15,chr1,108963360,108963514,TSS,True,28,120
ENSG00000116212.14,chr1,53946549,53951985,ES,False,54,127
ENSG00000196154.11,chr1,153544809,153545752,ES,True,105,140
ENSG00000052723.11,chr1,114780215,114780448,5AS,False,87,101
ENSG00000052723.11,chr1,114780436,114780691,TSS,True,107,121
ENSG00000052723.11,chr1,114780448,114780685,TSS,False,27,121
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,49,354
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,45,359
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,23,128
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,113,128
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,31,147
ENSG00000137942.16,chr1,93551105,93552408,IR,False,125,144
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,22,212
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,77,203
ENSG00000137942.16,chr1,93544106,93544216,PAS,True,160,198
ENSG00000162694.13,chr1,100888828,100894632,3AS,False,99,144
ENSG00000160679.12,chr1,153636653,153638294,IR,False,156,179
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,75,158
ENSG00000160679.12,chr1,153638448,153645063,ES,False,25,181
ENSG00000137959.15,chr1,78620571,78628950,ES,False,27,115
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,16,107
ENSG00000230124.7,chr1,180287602,180288517,PAS,True,14,127
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,21,137
ENSG00000065183.15,chr1,117959291,117960886,PAS,False,16,137
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,106,126
ENSG00000127483.17,chr1,20786648,20786822,TSS,False,97,126
ENSG00000127483.17,chr1,20786513,20786669,TSS,False,111,126
ENSG00000168679.17,chr1,110381795,110389236,ES,False,44,138
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,12,113
ENSG00000163565.18,chr1,159009864,159010161,TSS,True,26,149
ENSG00000163565.18,chr1,158999946,159000395,TSS,False,133,149
ENSG00000163565.18,chr1,159054820,159055156,PAS,True,56,149
ENSG00000163565.18,chr1,159020340,159020529,PAS,False,107,147
ENSG00000163875.15,chr1,37495918,37501803,ES,False,203,265
ENSG00000060718.21,chr1,102876467,102878165,PAS,True,604,853
ENSG00000060718.21,chr1,103022013,103022996,PAS,True,371,607
ENSG00000060718.21,chr1,102987639,102987740,PAS,True,546,634
ENSG00000060718.21,chr1,103108072,103108641,TSS,True,273,862
ENSG00000169231.13,chr1,155207797,155209114,TSS,True,19,142
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,45,299
ENSG00000152332.15,chr1,162497817,162498268,TSS,True,13,119
ENSG00000117228.9,chr1,89051521,89053468,PAS,True,92,255
ENSG00000117228.9,chr1,89055133,89055215,PAS,True,193,255
ENSG00000234741.7,chr1,173864075,173864256,IR,False,149,175
ENSG00000234741.7,chr1,173864304,173864483,IR,False,101,182
ENSG00000234741.7,chr1,173864506,173864674,IR,False,101,182
ENSG00000234741.7,chr1,173864704,173865228,IR,False,111,182
ENSG00000234741.7,chr1,173865282,173865470,IR,False,79,140
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,41,121
ENSG00000234741.7,chr1,173865282,173865509,IR,False,41,102
ENSG00000234741.7,chr1,173865894,173866176,IR,False,147,183
ENSG00000234741.7,chr1,173866567,173866760,IR,False,132,183
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,38,187
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,429,706
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,284,702
ENSG00000069248.11,chr1,229440257,229442040,PAS,True,123,233
ENSG00000069248.11,chr1,229456846,229458296,PAS,True,171,233
ENSG00000069248.11,chr1,229465441,229465519,PAS,True,190,232
ENSG00000284770.1,chr1,235380149,235414432,ES,False,16,121
ENSG00000135862.5,chr1,183142533,183145592,PAS,False,66,157
ENSG00000135862.5,chr1,183137668,183140265,PAS,True,109,153
ENSG00000188976.10,chr1,944800,945056,5AS,False,78,112
ENSG00000092969.11,chr1,218345333,218347047,TSS,True,26,194
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,79,170
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,94,170
ENSG00000157181.15,chr1,186399043,186406082,5AS,True,18,125
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,13,120
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,15,130
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,1111,1565
ENSG00000162735.18,chr1,160283109,160285054,ES,False,56,222
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,183,947
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,777,947
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,102,222
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,78,246
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,203,246
ENSG00000162627.16,chr1,98661911,98684884,ES,False,109,132
ENSG00000162627.16,chr1,98701903,98760053,ES,False,15,138
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,109,178
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,109,137
ENSG00000160752.14,chr1,155308965,155310063,IR,False,109,124
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,50,228
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,185,228
ENSG00000143337.18,chr1,179884769,179889312,3AS,False,105,174
ENSG00000143337.18,chr1,179882222,179882977,TSS,False,20,193
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,80,120
ENSG00000143384.12,chr1,150578243,150578581,TSS,True,95,120
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,358,425
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,146,421
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,234,553
ENSG00000116729.13,chr1,68124864,68126335,PAS,True,356,553
ENSG00000178104.19,chr1,148808268,148808737,TSS,True,124,138
ENSG00000178104.19,chr1,148951996,148953905,TSS,True,96,132
ENSG00000178104.19,chr1,148844420,148844794,TSS,True,80,138
ENSG00000178104.19,chr1,148981269,148986471,PAS,True,64,128
ENSG00000198860.12,chr1,184054863,184072826,ES,False,35,161
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,394,462
ENSG00000126088.13,chr1,45013215,45013291,IR,False,416,472
ENSG00000126088.13,chr1,45013791,45013908,IR,False,421,477
ENSG00000126088.13,chr1,45014070,45014438,IR,False,421,480
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,98,529
ENSG00000143612.20,chr1,154212624,154214456,ES,False,79,603
ENSG00000143612.20,chr1,154214574,154220341,ES,False,100,590
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,15,121
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,167,333
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,67,325
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,155,311
ENSG00000134644.15,chr1,31007099,31028795,3AS,True,28,272
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,54,349
ENSG00000117335.19,chr1,207767195,207770320,ES,False,48,393
ENSG00000117335.19,chr1,207785682,207793518,ES,False,228,424
ENSG00000143742.12,chr1,225783368,225789239,ES,False,899,1113
ENSG00000009307.15,chr1,114738072,114757924,ME,False,29,131
ENSG00000143493.12,chr1,211940310,211942111,PAS,True,12,116
ENSG00000134717.17,chr1,52056379,52064824,ES,False,52,362
ENSG00000116539.12,chr1,155562778,155562855,TSS,False,65,110
ENSG00000116539.12,chr1,155562152,155562788,TSS,True,91,110
ENSG00000116539.12,chr1,155563072,155563169,TSS,True,88,110
ENSG00000116132.11,chr1,170663271,170664459,TSS,True,58,110
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,275,389
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,174,389
ENSG00000120333.4,chr1,175018576,175023363,5AS,True,94,108
ENSG00000120333.4,chr1,175023363,175023430,TSS,False,15,109
ENSG00000120333.4,chr1,175023271,175023425,TSS,True,95,109
ENSG00000142794.18,chr1,21439818,21440348,TSS,True,21,111
ENSG00000142794.18,chr1,21483142,21485017,PAS,True,24,110
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,27,257
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,105,133
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,54,136
ENSG00000116922.14,chr1,37692029,37692290,TSS,True,112,136
ENSG00000058799.14,chr1,53852270,53860055,ES,False,45,136
ENSG00000058799.14,chr1,53888986,53889712,ES,False,74,128
ENSG00000159479.16,chr1,43384552,43385045,IR,False,30,246
ENSG00000159479.16,chr1,43383906,43385106,PAS,True,36,253
ENSG00000159479.16,chr1,43383905,43384552,PAS,False,223,253
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,69,519
ENSG00000135829.16,chr1,182887082,182887982,PAS,True,135,518
ENSG00000135829.16,chr1,182874853,182874928,PAS,True,376,495
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,45,289
ENSG00000184588.17,chr1,66331737,66332620,TSS,True,84,129
ENSG00000184588.17,chr1,66363193,66363266,TSS,True,91,128
ENSG00000184588.17,chr1,66361806,66363571,TSS,True,109,128
ENSG00000143815.14,chr1,225401500,225403463,PAS,True,20,158
ENSG00000143815.14,chr1,225411386,225412645,PAS,True,129,145
ENSG00000143815.14,chr1,225427953,225428114,TSS,False,17,158
ENSG00000077254.14,chr1,77741748,77759642,ES,False,88,109
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,99,149
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,121,147
ENSG00000077254.14,chr1,77722216,77723443,PAS,True,85,119
ENSG00000077254.14,chr1,77725621,77725762,PAS,True,99,119
ENSG00000077254.14,chr1,77759642,77759902,TSS,True,43,152
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,88,684
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,187,250
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,70,263
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,200,263
ENSG00000197429.10,chr1,45698309,45700190,PAS,True,12,112
ENSG00000197429.10,chr1,45750596,45750806,TSS,True,12,114
ENSG00000143486.15,chr1,206591637,206591845,PAS,False,38,329
ENSG00000162604.12,chr1,61681350,61683416,IR,True,79,105
ENSG00000162604.12,chr1,61683546,61694696,ES,False,68,103
ENSG00000162604.12,chr1,61681039,61681350,PAS,True,36,115
ENSG00000162604.12,chr1,61681044,61683546,PAS,True,89,114
ENSG00000162604.12,chr1,61724954,61725151,TSS,True,16,115
ENSG00000137955.15,chr1,75789356,75789951,IR,False,151,171
ENSG00000137955.15,chr1,75790057,75791284,ES,False,114,139
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,114,144
ENSG00000137955.15,chr1,75791571,75792196,3AS,True,24,169
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,22,173
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,153,173
ENSG00000117054.13,chr1,75724817,75732643,ES,False,37,241
ENSG00000117616.17,chr1,25244498,25245149,IR,False,37,139
ENSG00000117616.17,chr1,25242247,25242705,PAS,True,55,163
ENSG00000117616.17,chr1,25243549,25245301,PAS,True,123,160
ENSG00000117616.17,chr1,25247308,25247513,TSS,True,28,152
ENSG00000188641.13,chr1,97077738,97079146,PAS,False,107,226
ENSG00000188641.13,chr1,97728975,97732470,PAS,True,177,213
ENSG00000188641.13,chr1,97920883,97921126,TSS,True,29,227
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,166,1336
ENSG00000154305.16,chr1,222618033,222618243,TSS,True,66,184
ENSG00000154305.16,chr1,222644290,222644586,TSS,True,66,101
ENSG00000154305.16,chr1,222665308,222668006,PAS,True,148,181
ENSG00000154305.16,chr1,222627574,222630233,PAS,True,42,120
ENSG00000135845.9,chr1,172393125,172394410,PAS,False,210,234
ENSG00000135845.9,chr1,172441474,172442830,PAS,True,29,230
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,42,318
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,46,318
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,15,110
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,30,126
ENSG00000117151.12,chr1,84566012,84570581,ES,False,28,202
ENSG00000117151.12,chr1,84498323,84498548,PAS,True,179,207
ENSG00000117151.12,chr1,84553119,84555199,PAS,True,79,207
ENSG00000117151.12,chr1,84561802,84563418,PAS,True,160,207
ENSG00000142867.13,chr1,85265780,85267982,PAS,True,28,140
ENSG00000142867.13,chr1,85276295,85276639,TSS,False,15,141
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,30,264
ENSG00000156171.14,chr1,111119959,111120531,5AS,True,17,161
ENSG00000156171.14,chr1,111137586,111140037,ES,False,62,158
ENSG00000152061.23,chr1,174219184,174220971,5AS,False,17,124
ENSG00000152061.23,chr1,174637373,174990400,PAS,True,25,132
ENSG00000162733.17,chr1,162632405,162632631,TSS,True,139,278
ENSG00000162733.17,chr1,162780111,162784322,PAS,True,23,208
ENSG00000117448.13,chr1,45551155,45561788,ES,False,190,258
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,38,267
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,235,267
ENSG00000117139.17,chr1,202727398,202729173,PAS,True,143,206
ENSG00000117139.17,chr1,202727403,202730027,PAS,True,169,204
ENSG00000117139.17,chr1,202732620,202735587,PAS,True,105,191
ENSG00000117139.17,chr1,202808101,202808523,TSS,True,82,213
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,56,488
ENSG00000186141.8,chr1,145826492,145826605,IR,False,41,221
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,47,405
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,30,229
ENSG00000078369.17,chr1,1789052,1789188,TSS,True,165,218
ENSG00000078369.17,chr1,1804418,1804551,TSS,True,188,218
ENSG00000078369.17,chr1,1790394,1790699,TSS,True,179,218
ENSG00000054267.21,chr1,235220317,235220545,PAS,True,41,144
ENSG00000054267.21,chr1,235221891,235229385,PAS,True,121,144
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,610,822
ENSG00000122218.15,chr1,160297342,160299207,TSS,False,431,796
ENSG00000122218.15,chr1,160297555,160298775,TSS,True,671,796
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,111,526
ENSG00000134684.10,chr1,32810910,32811861,TSS,True,452,526
ENSG00000162407.8,chr1,56578877,56579658,TSS,True,42,197
ENSG00000133226.16,chr1,24646789,24647078,IR,False,49,127
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,41,172
ENSG00000133226.16,chr1,24672181,24673281,PAS,True,141,172
ENSG00000133226.16,chr1,24649970,24650049,PAS,True,49,139
ENSG00000133226.16,chr1,24652433,24652514,PAS,True,122,139
ENSG00000133226.16,chr1,24646666,24649000,PAS,True,117,132
ENSG00000132780.16,chr1,45591270,45602254,ES,False,129,144
ENSG00000132780.16,chr1,45606591,45613168,ES,False,90,121
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,18,163
ENSG00000132780.16,chr1,45618060,45618895,PAS,True,36,162
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,109,200
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,97,206
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,115,206
ENSG00000116977.18,chr1,236523599,236524061,TSS,True,16,112
ENSG00000159346.12,chr1,202958184,202958367,TSS,True,24,109
ENSG00000117360.12,chr1,150352832,150353232,PAS,False,23,186
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,40,177
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,45,181
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,141,181
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,66,365
ENSG00000142871.16,chr1,85580756,85581047,TSS,False,88,234
ENSG00000142871.16,chr1,85580759,85581578,TSS,True,196,234
ENSG00000142871.16,chr1,85581241,85582284,TSS,True,202,234
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,41,338
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,166,909
ENSG00000119280.16,chr1,230843353,230843763,TSS,True,79,100
ENSG00000119280.16,chr1,230868179,230868573,TSS,True,71,106
ENSG00000122482.20,chr1,90915293,90916990,PAS,True,86,110
ENSG00000122482.20,chr1,90937709,90938090,PAS,True,86,104
ENSG00000122482.20,chr1,91021989,91022347,TSS,True,28,113
ENSG00000117859.18,chr1,51652041,51714002,ES,False,59,262
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,95,342
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,393,656
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,404,653
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,558,653
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,66,224
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,161,223
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,22,117
ENSG00000011007.12,chr1,23743440,23743578,TSS,True,20,134
ENSG00000011007.12,chr1,23750844,23751859,PAS,False,74,116
ENSG00000011007.12,chr1,23759511,23762060,PAS,True,44,125
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,103,214
ENSG00000117394.21,chr1,42929592,42929777,TSS,True,192,214
ENSG00000117394.21,chr1,42928931,42929001,TSS,True,190,214
ENSG00000134262.12,chr1,113904941,113905223,TSS,False,97,158
ENSG00000134262.12,chr1,113904604,113905201,TSS,True,66,158
ENSG00000117222.13,chr1,205121854,205122020,TSS,True,11,100
