gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF936VUF_in_cov,endodermal_cell_ENCFF936VUF_total_cov
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,52,357
ENSG00000133678.13,chr10,80078659,80078786,TSS,True,20,134
ENSG00000133678.13,chr10,80079022,80079307,TSS,True,116,134
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,143,375
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,253,375
ENSG00000187522.15,chr10,14871527,14871850,PAS,False,45,149
ENSG00000187522.15,chr10,14870596,14870661,PAS,True,109,149
ENSG00000107938.17,chr10,125763300,125766302,PAS,True,48,131
ENSG00000107938.17,chr10,125753693,125754247,PAS,True,111,131
ENSG00000107521.18,chr10,98429642,98430570,ES,False,68,147
ENSG00000107521.18,chr10,98434091,98435634,ES,False,24,148
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,83,180
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,123,175
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,37,181
ENSG00000148634.15,chr10,67921897,67923139,PAS,True,38,220
ENSG00000136758.18,chr10,27110166,27112120,PAS,True,14,139
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,23,140
ENSG00000165322.17,chr10,31831800,31843460,ES,False,80,125
ENSG00000165322.17,chr10,31852597,31861394,ES,False,59,133
ENSG00000165322.17,chr10,31805436,31807832,PAS,True,45,143
ENSG00000165322.17,chr10,31811688,31812823,PAS,True,119,143
ENSG00000076685.18,chr10,103100019,103101044,ES,False,210,244
ENSG00000076685.18,chr10,103101326,103105705,ES,False,198,244
ENSG00000076685.18,chr10,103106706,103139405,ES,False,184,210
ENSG00000076685.18,chr10,103193235,103194278,TSS,True,174,265
ENSG00000076685.18,chr10,103153290,103153833,TSS,True,190,264
ENSG00000076685.18,chr10,103174857,103174983,TSS,False,230,265
ENSG00000014919.12,chr10,99709894,99714718,PAS,True,15,140
ENSG00000171988.18,chr10,63206696,63208801,PAS,True,84,101
ENSG00000171988.18,chr10,63465494,63466027,TSS,False,84,108
ENSG00000171988.18,chr10,63521737,63522117,TSS,False,82,108
ENSG00000171988.18,chr10,63268662,63269366,TSS,True,65,108
ENSG00000173848.18,chr10,5412528,5412820,TSS,False,101,161
ENSG00000173848.18,chr10,5446562,5446858,TSS,True,70,161
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,78,713
ENSG00000067082.14,chr10,3779590,3780105,IR,True,244,289
ENSG00000067082.14,chr10,3780229,3781640,IR,True,224,278
ENSG00000067082.14,chr10,3776552,3779590,PAS,True,48,300
ENSG00000067082.14,chr10,3779033,3782214,PAS,True,259,299
ENSG00000052749.13,chr10,97401092,97401379,TSS,True,33,191
ENSG00000067064.11,chr10,1043393,1048863,ES,False,84,632
ENSG00000060339.13,chr10,68721282,68722454,5AS,False,191,258
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,110,304
ENSG00000060339.13,chr10,68721163,68721288,TSS,True,256,304
ENSG00000060339.13,chr10,68771205,68771444,PAS,True,97,303
ENSG00000060339.13,chr10,68761006,68761193,PAS,True,240,303
ENSG00000151150.21,chr10,60026301,60029826,PAS,True,52,120
ENSG00000151150.21,chr10,60042710,60042759,PAS,True,99,120
ENSG00000151150.21,chr10,60140351,60141016,TSS,True,72,113
ENSG00000151150.21,chr10,60615186,60733548,TSS,True,62,120
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,94,125
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,113,131
ENSG00000108055.9,chr10,110583383,110583540,PAS,True,110,124
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,98,124
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,98,124
ENSG00000148719.14,chr10,72334617,72335779,IR,False,67,169
ENSG00000148719.14,chr10,72334617,72335785,IR,True,15,117
ENSG00000148719.14,chr10,72334617,72335833,5AS,False,35,125
ENSG00000148719.14,chr10,72334617,72335833,IR,False,35,137
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,105,230
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,127,228
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,415,1473
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,1119,1473
ENSG00000108018.15,chr10,106577285,106579090,3AS,False,17,117
ENSG00000108018.15,chr10,106573665,106577555,PAS,True,59,164
ENSG00000108018.15,chr10,106573904,106577285,PAS,False,145,164
ENSG00000108018.15,chr10,107163965,107165255,TSS,True,20,168
ENSG00000170525.20,chr10,6144897,6145013,TSS,False,55,101
ENSG00000170525.20,chr10,6202885,6203336,TSS,True,52,100
ENSG00000170525.20,chr10,6254177,6254657,PAS,False,86,101
ENSG00000213390.10,chr10,97222173,97226132,PAS,True,37,116
ENSG00000213390.10,chr10,97229833,97229874,PAS,True,86,116
ENSG00000107443.15,chr10,96044462,96056700,ES,True,14,119
ENSG00000107443.15,chr10,96057000,96057123,3AS,False,22,130
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,101,435
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,348,435
ENSG00000119969.14,chr10,94545907,94546376,5AS,False,57,162
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,127,184
ENSG00000119969.14,chr10,94545763,94545952,TSS,True,78,184
ENSG00000119969.14,chr10,94601527,94603026,PAS,True,30,175
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,240,371
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,185,372
ENSG00000107937.18,chr10,1012464,1012622,PAS,True,330,371
ENSG00000227345.8,chr10,49934163,49941508,ES,False,23,221
ENSG00000227345.8,chr10,49816602,49819494,PAS,True,44,267
ENSG00000227345.8,chr10,49941508,49942026,TSS,True,39,267
ENSG00000122359.17,chr10,80172869,80205342,ES,False,138,464
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,42,274
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,93,867
ENSG00000165733.7,chr10,42782830,42784361,5AS,True,399,447
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,72,472
ENSG00000165733.7,chr10,42830865,42834331,PAS,False,302,472
ENSG00000165733.7,chr10,42796473,42797218,PAS,True,219,461
ENSG00000156502.13,chr10,69180562,69185986,ES,False,195,227
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,152,260
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,228,260
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,163,260
ENSG00000122884.12,chr10,73030370,73046924,ME,False,52,274
ENSG00000107771.16,chr10,84470371,84470425,PAS,True,19,109
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,113,334
ENSG00000148730.6,chr10,70419911,70420099,TSS,True,286,334
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,94,523
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,17,107
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,29,127
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,104,127
ENSG00000138346.14,chr10,68414063,68415105,PAS,False,31,120
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,1968,2825
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,1559,2825
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,2531,2825
ENSG00000107779.13,chr10,86838979,86875866,ES,False,163,195
ENSG00000107779.13,chr10,86756495,86756919,TSS,True,27,213
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,28,246
ENSG00000138303.17,chr10,72097450,72128081,ES,False,89,110
ENSG00000138303.17,chr10,72215781,72216234,TSS,True,92,113
ENSG00000138303.17,chr10,72216206,72216306,TSS,False,22,113
ENSG00000185009.12,chr10,74138382,74150754,ES,False,79,160
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,70,229
ENSG00000196177.12,chr10,123008947,123009071,TSS,True,19,154
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,431,751
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,309,766
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,463,781
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,349,781
ENSG00000148824.18,chr10,133401590,133402148,IR,False,310,392
ENSG00000165934.12,chr14,92161651,92164198,PAS,False,48,175
ENSG00000165934.12,chr14,92154357,92154411,PAS,True,132,173
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,58,403
ENSG00000100664.10,chr14,103334236,103334597,TSS,True,362,403
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,256,392
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,161,398
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,104,138
ENSG00000100938.17,chr14,24232977,24233218,IR,False,100,174
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,215,321
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,287,321
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,248,321
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,218,321
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,103,281
ENSG00000197102.11,chr14,102015100,102015332,TSS,True,90,103
ENSG00000197102.11,chr14,101983381,101983510,PAS,True,26,178
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,186,281
ENSG00000166170.9,chr14,103562615,103562886,TSS,True,15,148
ENSG00000186469.8,chr14,51860611,51860790,TSS,True,13,120
ENSG00000198554.11,chr14,54938945,54941690,PAS,True,162,291
ENSG00000198554.11,chr14,54955559,54955694,PAS,True,240,291
ENSG00000198554.11,chr14,54983858,54984860,PAS,True,242,289
ENSG00000185246.17,chr14,45096228,45096886,ES,False,66,108
ENSG00000185246.17,chr14,45096228,45096886,IR,False,66,100
ENSG00000185246.17,chr14,45109780,45110093,ES,False,95,134
ENSG00000185246.17,chr14,45109780,45110093,IR,False,95,107
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,41,166
ENSG00000165506.14,chr14,49626048,49633286,ES,True,29,185
ENSG00000100852.12,chr14,32076917,32077053,TSS,True,49,102
ENSG00000100852.12,chr14,32077255,32077435,TSS,True,83,102
ENSG00000100852.12,chr14,32154620,32159847,PAS,True,90,101
ENSG00000100918.12,chr14,24172365,24172466,IR,False,158,200
ENSG00000100918.12,chr14,24177758,24178090,IR,False,179,201
ENSG00000100918.12,chr14,24171923,24172365,TSS,True,50,218
ENSG00000100918.12,chr14,24171784,24172608,TSS,True,177,218
ENSG00000100722.19,chr14,88578140,88601923,ES,False,38,342
ENSG00000100722.19,chr14,88578140,88607242,ES,False,62,494
ENSG00000100722.19,chr14,88596808,88607242,ES,False,84,401
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,190,494
ENSG00000129484.13,chr14,20357520,20357637,IR,False,134,150
ENSG00000129484.13,chr14,20357637,20357912,PAS,True,19,156
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1238,1498
ENSG00000092199.17,chr14,21234229,21269297,ES,False,488,1481
ENSG00000089916.17,chr14,76151899,76151991,TSS,True,17,120
ENSG00000089916.17,chr14,76201690,76207554,PAS,True,49,112
ENSG00000100949.14,chr14,24271486,24271659,TSS,True,39,107
ENSG00000100949.14,chr14,24271112,24271597,TSS,True,72,107
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,16,108
ENSG00000139990.17,chr14,69152764,69153186,TSS,True,63,121
ENSG00000139990.17,chr14,69152413,69152648,TSS,True,100,121
ENSG00000205659.10,chr14,74084660,74084993,TSS,True,24,118
ENSG00000205659.10,chr14,74198921,74201238,PAS,True,29,118
ENSG00000213983.11,chr14,23563856,23564045,IR,False,219,297
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,231,305
ENSG00000213983.11,chr14,23565701,23566063,ES,False,28,261
ENSG00000213983.11,chr14,23565892,23566063,IR,False,233,271
ENSG00000213983.11,chr14,23567315,23567738,3AS,False,42,250
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,73,323
ENSG00000213983.11,chr14,23567450,23567772,TSS,True,286,323
ENSG00000119707.13,chr14,73099666,73103328,PAS,True,67,124
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,114,130
ENSG00000119707.13,chr14,73105858,73106082,PAS,True,114,128
ENSG00000119707.13,chr14,73103191,73103334,PAS,True,102,127
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,49,295
ENSG00000165588.16,chr14,56804339,56805359,3AS,False,1440,1702
ENSG00000165588.16,chr14,56805359,56805667,TSS,True,402,1964
ENSG00000165588.16,chr14,56810375,56810479,TSS,False,1669,1967
ENSG00000100897.17,chr14,24114924,24115542,3AS,False,149,174
ENSG00000100897.17,chr14,24115726,24116916,5AS,False,46,366
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,254,431
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,284,431
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,361,431
ENSG00000081177.18,chr14,69191480,69191591,TSS,True,76,158
ENSG00000081177.18,chr14,69191770,69192039,TSS,True,130,158
ENSG00000081177.18,chr14,69203913,69204000,TSS,True,132,158
ENSG00000100461.17,chr14,22906368,22909482,ES,False,244,336
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,217,880
ENSG00000100711.13,chr14,103729182,103729792,IR,False,107,119
ENSG00000100711.13,chr14,103729182,103732619,ES,False,80,186
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,487,629
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,180,645
ENSG00000100644.16,chr14,61738086,61738276,PAS,True,474,636
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,18,174
ENSG00000139971.15,chr14,58092815,58096981,PAS,True,115,181
ENSG00000139971.15,chr14,58131210,58131721,PAS,True,161,181
ENSG00000139971.15,chr14,58002333,58004804,PAS,True,131,189
ENSG00000100473.16,chr14,30874591,30874915,IR,False,229,434
ENSG00000100473.16,chr14,30874205,30874972,TSS,True,259,458
ENSG00000100473.16,chr14,30874247,30874591,TSS,True,226,458
ENSG00000126787.12,chr14,55148473,55150798,ES,False,445,524
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,99,624
ENSG00000151445.15,chr14,77454102,77457494,ES,False,120,140
ENSG00000165795.23,chr14,21022497,21023240,ES,False,58,144
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,52,151
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,132,151
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,19,145
ENSG00000129534.13,chr14,45247377,45253034,ES,True,104,132
ENSG00000129534.13,chr14,45203124,45204212,PAS,True,117,144
ENSG00000129534.13,chr14,45222465,45224746,PAS,True,105,136
ENSG00000129534.13,chr14,45224257,45226836,PAS,False,115,136
ENSG00000129534.13,chr14,45227661,45227814,PAS,True,103,136
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,105,197
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,112,197
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,71,153
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,130,153
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,112,152
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,228,355
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,129,311
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,150,167
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,166,350
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,277,350
ENSG00000126804.13,chr14,64504946,64521486,ES,False,101,114
ENSG00000126804.13,chr14,64503720,64504946,TSS,True,12,119
ENSG00000140105.17,chr14,100361921,100376259,ES,False,59,317
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,189,510
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,425,510
ENSG00000140105.17,chr14,100346745,100346847,TSS,True,453,510
ENSG00000092036.18,chr14,22950410,22952327,ES,False,25,183
ENSG00000092036.18,chr14,22955176,22956915,5AS,False,94,137
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,44,182
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,96,191
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,146,191
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,150,191
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,81,161
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,64,101
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,54,101
ENSG00000054654.16,chr14,64225318,64226434,PAS,True,110,161
ENSG00000042088.13,chr14,89955970,89963107,ES,False,80,148
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,88,247
ENSG00000042088.13,chr14,89955997,89956800,TSS,True,209,247
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,215,247
ENSG00000042088.13,chr14,90043069,90044769,PAS,True,27,246
ENSG00000133958.13,chr14,93688557,93688840,TSS,True,20,125
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,19,117
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,91,117
ENSG00000126777.17,chr14,55646972,55647007,PAS,True,100,114
ENSG00000092140.15,chr14,30559272,30586717,ES,False,20,186
ENSG00000092140.15,chr14,30605504,30606520,PAS,False,135,193
ENSG00000092140.15,chr14,30616277,30620174,PAS,True,69,194
ENSG00000165821.11,chr14,21521079,21522244,PAS,True,95,106
ENSG00000165821.11,chr14,21526060,21526304,TSS,True,93,106
ENSG00000165821.11,chr14,21536848,21537210,TSS,True,89,106
ENSG00000100749.7,chr14,96881176,96881614,PAS,True,23,116
ENSG00000100749.7,chr14,96860556,96860922,PAS,True,100,116
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,16,128
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,31,298
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,34,104
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,54,532
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,46,320
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,28,273
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,175,278
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,43,290
ENSG00000119725.18,chr14,73921105,73923394,ES,False,72,319
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,17,145
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,107,465
ENSG00000100650.15,chr14,69767251,69768137,IR,True,107,125
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,314,358
ENSG00000100650.15,chr14,69768896,69769181,IR,False,445,499
ENSG00000100650.15,chr14,69769251,69770466,IR,False,310,498
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,193,508
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,400,508
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,102,508
ENSG00000140153.17,chr14,102140172,102208602,ES,False,18,154
ENSG00000140153.17,chr14,102195120,102208602,ES,False,139,157
ENSG00000140153.17,chr14,102139878,102140172,TSS,True,30,199
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,70,197
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,139,199
ENSG00000119688.20,chr14,74286529,74286700,IR,False,305,366
ENSG00000119688.20,chr14,74295974,74296332,3AS,True,43,355
ENSG00000119688.20,chr14,74298069,74300149,ES,False,127,262
ENSG00000119688.20,chr14,74298069,74302874,ME,False,119,179
ENSG00000119688.20,chr14,74299675,74302874,ES,False,62,188
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,88,393
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,332,393
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,42,393
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,80,603
ENSG00000100823.11,chr14,20455338,20455577,IR,False,80,124
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,285,792
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,702,791
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,711,792
ENSG00000165819.11,chr14,21499137,21499305,IR,False,193,320
ENSG00000165819.11,chr14,21499371,21499491,IR,False,188,320
ENSG00000126773.12,chr14,60133969,60135055,PAS,True,14,109
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,51,139
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,91,139
ENSG00000092108.20,chr14,30622399,30630476,ES,False,19,173
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,29,181
ENSG00000070269.13,chr14,56579775,56580074,TSS,True,13,102
ENSG00000092330.16,chr14,24239931,24240063,IR,False,28,204
ENSG00000092330.16,chr14,24240155,24240262,IR,False,41,204
ENSG00000092330.16,chr14,24240330,24240418,IR,False,43,202
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,47,203
ENSG00000092330.16,chr14,24239639,24239931,PAS,True,176,204
ENSG00000133980.4,chr14,74348455,74348652,TSS,False,99,545
ENSG00000100439.10,chr14,22598248,22598329,TSS,True,28,210
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,130,177
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,55,180
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,65,196
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,148,196
ENSG00000197045.12,chr14,54488924,54489057,TSS,True,53,187
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,81,102
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,79,102
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,65,102
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,140,688
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,598,676
ENSG00000100926.14,chr14,24192356,24192647,IR,True,275,332
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,79,345
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,284,344
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,47,346
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,30,284
ENSG00000092020.10,chr14,35110629,35121901,ES,False,41,112
ENSG00000092020.10,chr14,35085167,35085778,PAS,True,15,121
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,28,115
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,92,120
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,55,202
ENSG00000050130.17,chr14,59484184,59484593,TSS,True,31,237
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,30,116
ENSG00000100890.15,chr14,35124231,35127478,ES,False,22,131
ENSG00000100890.15,chr14,35122348,35122635,TSS,True,63,151
ENSG00000100890.15,chr14,35122544,35122767,TSS,True,134,151
ENSG00000100890.15,chr14,35122542,35122910,TSS,True,134,151
ENSG00000133961.20,chr14,73277293,73282358,ES,False,50,219
ENSG00000133961.20,chr14,73284365,73287109,3AS,True,24,210
ENSG00000133961.20,chr14,73297285,73323129,ES,False,65,220
ENSG00000133961.20,chr14,73355766,73409936,ES,False,73,212
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,34,240
ENSG00000100462.15,chr14,22920731,22920987,IR,False,41,406
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,94,447
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,367,447
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,26,252
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,16,126
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,18,128
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,112,128
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,22,211
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,132,213
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,111,217
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,193,226
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,37,228
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,149,247
ENSG00000165792.17,chr14,20993191,20993968,IR,False,211,246
ENSG00000165792.17,chr14,20994901,20995164,IR,False,173,247
ENSG00000165792.17,chr14,20996711,20996784,IR,False,148,237
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,100,248
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,160,248
ENSG00000121957.13,chr1,108877228,108885274,ES,False,161,200
ENSG00000078618.21,chr1,51836212,51840225,ES,False,663,786
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,115,861
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,751,860
ENSG00000132716.18,chr1,160240370,160262448,ES,True,18,116
ENSG00000132716.18,chr1,160244034,160262116,ES,False,51,118
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,71,256
ENSG00000132716.18,chr1,160261358,160262275,5AS,False,46,107
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,27,134
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,60,350
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,228,357
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,241,357
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,296,357
ENSG00000157881.13,chr1,2510748,2511337,3AS,False,25,127
ENSG00000196418.12,chr1,247157217,247159005,3AS,False,80,126
ENSG00000196418.12,chr1,247154958,247157217,PAS,True,53,133
ENSG00000196418.12,chr1,247154984,247157403,PAS,True,87,133
ENSG00000116750.13,chr1,193016395,193021096,ES,False,100,121
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,79,140
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,24,145
ENSG00000116750.13,chr1,193017723,193018820,PAS,True,129,145
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,180,212
ENSG00000143321.18,chr1,156752228,156752468,TSS,False,85,212
ENSG00000116212.14,chr1,53946549,53951985,ME,False,39,137
ENSG00000116212.14,chr1,53946549,53951985,ES,False,104,242
ENSG00000116830.11,chr1,117081827,117083950,PAS,True,143,203
ENSG00000116830.11,chr1,117101379,117107453,PAS,True,88,205
ENSG00000143164.15,chr1,168004793,168038370,ES,False,89,124
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,46,138
ENSG00000143164.15,chr1,167863537,167863838,TSS,True,100,138
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,36,138
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,114,137
ENSG00000036549.12,chr1,77581888,77581978,3AS,False,73,179
ENSG00000036549.12,chr1,77639602,77641521,ES,False,28,176
ENSG00000036549.12,chr1,77683261,77683840,TSS,True,60,188
ENSG00000036549.12,chr1,77682584,77682675,TSS,True,129,188
ENSG00000204859.12,chr1,6580049,6580540,5AS,False,33,108
ENSG00000204859.12,chr1,6579993,6580136,TSS,True,83,121
ENSG00000204859.12,chr1,6579942,6580049,TSS,False,88,121
ENSG00000204859.12,chr1,6579964,6580070,TSS,True,81,121
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,32,173
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,155,173
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,47,317
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,284,317
ENSG00000137942.16,chr1,93551105,93552408,IR,False,230,334
ENSG00000137942.16,chr1,93550946,93554661,PAS,True,272,377
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,143,377
ENSG00000162694.13,chr1,100888828,100894632,3AS,False,97,128
ENSG00000177628.15,chr1,155244505,155244815,TSS,True,94,112
ENSG00000177628.15,chr1,155241085,155241281,TSS,True,24,112
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,211,422
ENSG00000132768.13,chr1,43970270,43970595,5AS,False,20,181
ENSG00000132768.13,chr1,43969956,43970270,TSS,False,168,188
ENSG00000132768.13,chr1,43969978,43970322,TSS,True,27,188
ENSG00000119285.10,chr1,236547905,236550990,PAS,True,56,111
ENSG00000119285.10,chr1,236572728,236572828,PAS,True,79,102
ENSG00000119285.10,chr1,236604421,236604548,TSS,True,14,111
ENSG00000160688.18,chr1,154983397,154983841,IR,False,172,204
