gene,chr,start,end,splice_type,novel,WTC11_ENCFF388HXU_in_cov,WTC11_ENCFF388HXU_total_cov
ENSG00000089335.20,chr19,34677676,34677833,TSS,True,143,166
ENSG00000089335.20,chr19,34677701,34678813,TSS,True,139,156
ENSG00000089335.20,chr19,34684251,34687060,PAS,True,26,157
ENSG00000161249.20,chr19,35497538,35498715,5AS,False,75,114
ENSG00000161249.20,chr19,35500029,35500532,ES,False,109,130
ENSG00000161249.20,chr19,35500029,35500532,IR,False,109,129
ENSG00000161249.20,chr19,35505986,35509910,ES,False,74,108
ENSG00000161249.20,chr19,35505986,35510183,ES,False,66,183
ENSG00000161249.20,chr19,35510252,35510370,IR,False,59,106
ENSG00000161249.20,chr19,35510252,35510378,5AS,False,86,145
ENSG00000161249.20,chr19,35510252,35510378,IR,False,86,133
ENSG00000161249.20,chr19,35497216,35497538,PAS,True,81,224
ENSG00000161249.20,chr19,35503302,35503447,PAS,True,147,213
ENSG00000161249.20,chr19,35510378,35510543,TSS,True,138,224
ENSG00000161249.20,chr19,35510183,35510522,TSS,True,173,224
ENSG00000161249.20,chr19,35510370,35510544,TSS,True,165,224
ENSG00000079999.13,chr19,10503240,10503596,TSS,True,314,385
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,130,385
ENSG00000079805.16,chr19,10795439,10798485,ME,False,83,102
ENSG00000079805.16,chr19,10830378,10830980,3AS,False,43,129
ENSG00000079805.16,chr19,10718022,10718403,TSS,True,41,142
ENSG00000079805.16,chr19,10830977,10831906,PAS,True,46,132
ENSG00000079805.16,chr19,10830980,10831905,PAS,False,89,132
ENSG00000130734.9,chr19,10544325,10544782,3AS,False,150,183
ENSG00000130734.9,chr19,10545130,10548903,ES,False,22,184
ENSG00000064547.13,chr19,19628091,19628529,TSS,True,51,116
ENSG00000064547.13,chr19,19628427,19628570,TSS,True,93,116
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,50,290
ENSG00000123144.10,chr19,12731343,12731414,TSS,True,243,290
ENSG00000085872.14,chr19,16542353,16542457,TSS,True,93,498
ENSG00000276043.4,chr19,4909349,4909655,TSS,True,208,383
ENSG00000276043.4,chr19,4910083,4910246,TSS,False,240,383
ENSG00000105699.16,chr19,35259064,35262545,ES,False,410,561
ENSG00000105699.16,chr19,35259064,35266358,ES,False,79,640
ENSG00000105699.16,chr19,35266738,35266838,3AS,False,92,659
ENSG00000099624.7,chr19,1244440,1244736,IR,False,161,245
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,160,244
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,87,248
ENSG00000196365.11,chr19,5719703,5720479,TSS,True,99,726
ENSG00000129968.15,chr19,1885351,1885489,TSS,True,36,261
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,176,287
ENSG00000221983.7,chr19,18571909,18573292,5AS,False,106,152
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,247,426
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,317,426
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,351,426
ENSG00000130164.13,chr19,11102786,11106564,ES,False,38,288
ENSG00000130164.13,chr19,11089422,11089615,TSS,True,91,369
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,374,442
ENSG00000071655.17,chr19,1576632,1578158,PAS,True,54,500
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,136,514
ENSG00000071655.17,chr19,1592521,1592894,TSS,True,447,514
ENSG00000131037.14,chr19,55082180,55082274,IR,False,106,119
ENSG00000131037.14,chr19,55083519,55083615,IR,False,85,124
ENSG00000131037.14,chr19,55075774,55075919,TSS,True,89,131
ENSG00000131037.14,chr19,55080349,55080541,TSS,False,97,131
ENSG00000131037.14,chr19,55081668,55081899,TSS,True,104,131
ENSG00000129911.8,chr19,1863040,1863581,TSS,True,47,156
ENSG00000104946.12,chr19,49887834,49888230,3AS,False,176,208
ENSG00000104946.12,chr19,49876283,49877744,TSS,True,102,217
ENSG00000104946.12,chr19,49877696,49878241,TSS,True,128,217
ENSG00000133265.10,chr19,55265367,55265885,3AS,True,27,265
ENSG00000133265.10,chr19,55280034,55280365,TSS,False,55,271
ENSG00000167615.16,chr19,54449306,54451289,5AS,False,82,123
ENSG00000167615.16,chr19,54452752,54454429,ES,False,27,139
ENSG00000167615.16,chr19,54458521,54460765,IR,False,79,178
ENSG00000167615.16,chr19,54448602,54449306,TSS,True,160,245
ENSG00000167615.16,chr19,54449180,54449310,TSS,True,201,245
ENSG00000167615.16,chr19,54460765,54462037,PAS,True,103,182
ENSG00000167615.16,chr19,54458313,54462037,PAS,True,82,181
ENSG00000129354.11,chr19,10579858,10581265,3AS,False,474,569
ENSG00000070423.17,chr19,650296,651691,5AS,False,48,341
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,214,644
ENSG00000142534.6,chr19,49496398,49497325,TSS,True,500,644
ENSG00000099875.14,chr19,2037829,2040133,3AS,False,64,422
ENSG00000099875.14,chr19,2046468,2046603,IR,True,244,362
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,405,469
ENSG00000099875.14,chr19,2037470,2039856,PAS,True,78,434
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,114,469
ENSG00000127527.13,chr19,16355851,16385128,ES,True,68,104
ENSG00000127527.13,chr19,16354897,16355851,PAS,False,58,170
ENSG00000127527.13,chr19,16355250,16361984,PAS,True,122,170
ENSG00000236144.6,chr19,35541584,35541750,IR,False,81,104
ENSG00000236144.6,chr19,35540726,35541584,PAS,True,23,104
ENSG00000236144.6,chr19,35542910,35545541,TSS,True,51,104
ENSG00000236144.6,chr19,35541750,35545290,TSS,True,91,104
ENSG00000105607.12,chr19,12891144,12891202,TSS,True,41,259
ENSG00000105607.12,chr19,12891161,12891395,TSS,True,230,259
ENSG00000011304.19,chr19,805187,806407,ES,False,457,1347
ENSG00000011304.19,chr19,797388,797505,TSS,True,388,1528
ENSG00000125912.10,chr19,3206190,3206264,3AS,False,254,574
ENSG00000125912.10,chr19,3185867,3186214,TSS,True,77,609
ENSG00000174886.12,chr19,5894854,5896452,IR,False,205,250
ENSG00000174886.12,chr19,5894666,5894854,PAS,True,49,256
ENSG00000174886.12,chr19,5894674,5896575,PAS,True,215,256
ENSG00000076984.17,chr19,7903841,7904068,TSS,True,22,110
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,145,541
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,437,541
ENSG00000105321.13,chr19,47256492,47256609,TSS,True,44,115
ENSG00000105321.13,chr19,47257481,47257654,TSS,False,94,115
ENSG00000105321.13,chr19,47271273,47271958,PAS,True,28,112
ENSG00000105321.13,chr19,47273356,47273837,PAS,False,88,115
ENSG00000167601.11,chr19,41218944,41219477,TSS,True,25,107
ENSG00000141994.15,chr19,5791043,5791237,TSS,True,15,129
ENSG00000125651.13,chr19,6392983,6393444,TSS,True,25,225
ENSG00000127616.18,chr19,10961174,10984123,3AS,False,226,703
ENSG00000127616.18,chr19,11035132,11041306,3AS,False,784,974
ENSG00000127616.18,chr19,11041560,11058257,3AS,False,353,1027
ENSG00000127616.18,chr19,10960725,10961174,TSS,True,351,1061
ENSG00000167645.16,chr19,38309643,38315722,5AS,False,49,102
ENSG00000167645.16,chr19,38309643,38315746,5AS,False,31,132
ENSG00000167645.16,chr19,38309643,38315868,5AS,False,135,168
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,287,320
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,185,320
ENSG00000167645.16,chr19,38315716,38315855,TSS,True,269,320
ENSG00000167645.16,chr19,38315722,38315909,TSS,False,271,320
ENSG00000130881.13,chr19,33194163,33194858,TSS,False,38,260
ENSG00000129347.19,chr19,10557682,10557768,IR,False,120,160
ENSG00000129347.19,chr19,10565905,10566110,TSS,True,32,171
ENSG00000062822.13,chr19,50384390,50398850,3AS,False,374,418
ENSG00000062822.13,chr19,50384273,50384390,TSS,True,137,590
ENSG00000130254.11,chr19,5610688,5612539,ES,False,27,205
ENSG00000130254.11,chr19,5622529,5623025,TSS,True,51,252
ENSG00000198131.13,chr19,58230462,58243964,ES,True,108,127
ENSG00000198131.13,chr19,58246427,58246745,3AS,False,55,134
ENSG00000198131.13,chr19,58228426,58228946,TSS,False,63,158
ENSG00000198131.13,chr19,58228906,58229256,TSS,True,128,158
ENSG00000198131.13,chr19,58260850,58264092,PAS,True,22,143
ENSG00000161091.12,chr19,3538266,3538756,PAS,True,62,132
ENSG00000161091.12,chr19,3543770,3544732,PAS,False,75,132
ENSG00000161091.12,chr19,3557105,3557616,TSS,True,17,136
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,850,1388
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,567,1401
ENSG00000095066.11,chr19,12764914,12764998,3AS,True,51,282
ENSG00000095066.11,chr19,12765724,12765926,5AS,True,242,281
ENSG00000095066.11,chr19,12773044,12774668,5AS,False,208,238
ENSG00000095066.11,chr19,12762797,12763431,PAS,True,61,345
ENSG00000095066.11,chr19,12773223,12774741,PAS,True,263,314
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,56,346
ENSG00000076924.11,chr19,7629476,7629552,TSS,False,28,257
ENSG00000105443.14,chr19,48474949,48478068,5AS,False,52,157
ENSG00000105443.14,chr19,48469218,48469526,TSS,True,34,180
ENSG00000105443.14,chr19,48479122,48482315,PAS,True,19,162
ENSG00000105443.14,chr19,48480749,48482315,PAS,False,159,180
ENSG00000171606.17,chr19,58183058,58183442,TSS,True,47,107
ENSG00000171606.17,chr19,58183079,58183998,TSS,True,82,107
ENSG00000167670.15,chr19,4409759,4422565,ES,False,61,584
ENSG00000167670.15,chr19,4402581,4402814,TSS,True,109,663
ENSG00000167670.15,chr19,4442924,4443397,PAS,False,71,660
ENSG00000125734.15,chr19,6731054,6731198,3AS,False,27,130
ENSG00000125734.15,chr19,6737456,6737625,TSS,True,69,138
ENSG00000125734.15,chr19,6736989,6737305,TSS,True,84,138
ENSG00000064961.18,chr19,3573800,3574382,IR,False,308,347
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,69,381
ENSG00000064961.18,chr19,3572968,3573347,TSS,True,338,381
ENSG00000090372.14,chr19,46727546,46727893,3AS,False,573,738
ENSG00000090372.14,chr19,46746148,46747040,TSS,True,96,789
ENSG00000153879.8,chr19,33373697,33373895,TSS,False,34,335
ENSG00000176619.12,chr19,2456669,2456993,TSS,False,304,1404
ENSG00000079462.7,chr19,42302325,42302436,IR,False,74,142
ENSG00000079462.7,chr19,42302231,42302666,TSS,True,92,160
ENSG00000079462.7,chr19,42302436,42302792,TSS,True,86,160
ENSG00000075702.17,chr19,36101317,36102013,ES,True,28,204
ENSG00000075702.17,chr19,36102151,36102736,IR,False,157,190
ENSG00000075702.17,chr19,36102151,36102751,3AS,False,25,184
ENSG00000075702.17,chr19,36054550,36055148,TSS,True,52,238
ENSG00000005007.12,chr19,18853071,18853251,5AS,False,241,277
ENSG00000005007.12,chr19,18831904,18832440,TSS,True,104,359
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,84,625
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,209,240
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,39,249
ENSG00000198258.10,chr19,9827900,9828064,TSS,True,218,249
ENSG00000142541.16,chr19,49487604,49487644,TSS,True,195,1705
ENSG00000077009.13,chr19,3939971,3942082,ES,True,12,101
ENSG00000127526.14,chr19,16571943,16572420,TSS,True,19,102
ENSG00000213339.8,chr19,10712299,10712552,IR,False,87,139
ENSG00000213339.8,chr19,10701399,10701703,TSS,True,17,151
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,85,139
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,79,139
ENSG00000133250.13,chr19,8510577,8510764,PAS,False,37,113
ENSG00000133250.13,chr19,8510586,8511536,PAS,True,82,113
ENSG00000133250.13,chr19,8514043,8514167,TSS,True,22,113
ENSG00000133250.13,chr19,8513028,8514167,TSS,True,95,113
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,38,309
ENSG00000142453.11,chr19,10921127,10921614,ES,False,280,1272
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,82,455
ENSG00000105186.15,chr19,32675070,32675208,TSS,True,35,341
ENSG00000142252.10,chr19,45079244,45079279,TSS,True,96,109
ENSG00000142252.10,chr19,45079269,45079377,TSS,True,39,109
ENSG00000104884.15,chr19,45370535,45370592,TSS,False,60,144
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,62,516
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,57,555
ENSG00000130165.10,chr19,11559190,11559260,TSS,True,20,156
ENSG00000130165.10,chr19,11554231,11554367,TSS,True,140,156
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,147,472
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,348,472
ENSG00000127511.9,chr19,16829382,16829540,TSS,True,72,267
ENSG00000127511.9,chr19,16874819,16876228,TSS,True,127,153
ENSG00000127511.9,chr19,16854142,16857099,PAS,True,99,205
ENSG00000127511.9,chr19,16878496,16880355,PAS,True,114,257
ENSG00000104960.15,chr19,49860336,49860613,3AS,False,397,465
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,104,473
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,76,473
ENSG00000104960.15,chr19,49860565,49860744,PAS,True,406,473
ENSG00000125755.18,chr19,45815421,45815697,PAS,True,34,200
ENSG00000125755.18,chr19,45817445,45821485,PAS,True,157,176
ENSG00000125755.18,chr19,45863057,45863288,TSS,True,53,200
ENSG00000161618.9,chr19,49453136,49453421,TSS,True,18,127
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,72,592
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,56,429
ENSG00000125648.14,chr19,6444301,6453980,ES,False,49,285
ENSG00000125648.14,chr19,6440061,6442159,PAS,True,58,324
ENSG00000141867.17,chr19,15246979,15249290,PAS,False,13,107
ENSG00000141867.17,chr19,15332289,15332553,TSS,True,40,126
ENSG00000104915.14,chr19,13144486,13144576,IR,False,127,143
ENSG00000104915.14,chr19,13149897,13150138,IR,False,84,146
ENSG00000104915.14,chr19,13144057,13144486,PAS,True,18,147
ENSG00000104915.14,chr19,13150138,13150374,TSS,True,63,147
ENSG00000104915.14,chr19,13149727,13150371,TSS,True,86,147
ENSG00000213988.10,chr19,20077948,20078135,TSS,True,73,234
ENSG00000213988.10,chr19,20114515,20121346,TSS,True,76,104
ENSG00000213988.10,chr19,20117780,20122819,PAS,True,75,171
ENSG00000213988.10,chr19,20126751,20127849,PAS,True,157,234
ENSG00000089639.10,chr19,19634190,19634791,ES,False,11,102
ENSG00000089639.10,chr19,19643510,19643676,TSS,True,27,104
ENSG00000105298.13,chr19,3610966,3611899,IR,False,15,128
ENSG00000105298.13,chr19,3610639,3612413,PAS,True,24,136
ENSG00000105298.13,chr19,3610642,3610966,PAS,True,134,149
ENSG00000105298.13,chr19,3626595,3626833,TSS,False,41,149
ENSG00000170892.10,chr19,54190220,54190450,TSS,True,115,137
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,48,137
ENSG00000167747.14,chr19,50798958,50799271,IR,False,35,168
ENSG00000167747.14,chr19,50798958,50799293,IR,False,761,894
ENSG00000167747.14,chr19,50798958,50802216,3AS,False,25,157
ENSG00000167747.14,chr19,50797702,50799357,PAS,True,841,974
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,152,974
ENSG00000223802.7,chr19,18868544,18869390,PAS,True,89,120
ENSG00000223802.7,chr19,18877908,18879039,PAS,True,61,109
ENSG00000223802.7,chr19,18877908,18878098,PAS,False,93,120
ENSG00000223802.7,chr19,18895823,18896199,TSS,True,14,120
ENSG00000032444.16,chr19,7551437,7553874,3AS,False,108,193
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,158,218
ENSG00000032444.16,chr19,7534139,7534239,TSS,True,177,218
ENSG00000032444.16,chr19,7534716,7534902,TSS,True,177,218
ENSG00000167635.11,chr19,36215155,36218121,5AS,True,63,397
ENSG00000167635.11,chr19,36215155,36228747,ES,True,111,175
ENSG00000167635.11,chr19,36215155,36228747,5AS,False,111,679
ENSG00000167635.11,chr19,36215196,36228747,ES,False,211,544
ENSG00000167635.11,chr19,36214748,36215155,TSS,True,694,869
ENSG00000167635.11,chr19,36215101,36215196,TSS,True,324,869
ENSG00000133275.15,chr19,1978511,1978601,IR,False,544,610
ENSG00000133275.15,chr19,1979093,1979162,IR,False,546,622
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,44,432
ENSG00000105726.16,chr19,19654074,19654542,3AS,False,68,488
ENSG00000105726.16,chr19,19663270,19664048,TSS,True,63,514
ENSG00000130511.15,chr19,18430930,18431646,ES,False,95,153
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,118,163
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,33,177
ENSG00000105323.16,chr19,41264692,41268222,5AS,False,67,464
ENSG00000105323.16,chr19,41304261,41305675,3AS,False,732,959
ENSG00000105323.16,chr19,41262495,41262582,TSS,True,731,1008
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,607,1002
ENSG00000126456.15,chr19,49660828,49661947,3AS,False,152,172
ENSG00000126456.15,chr19,49664846,49665634,5AS,True,40,119
ENSG00000126456.15,chr19,49664846,49665671,5AS,False,16,135
ENSG00000126456.15,chr19,49665634,49665859,TSS,True,142,185
ENSG00000126456.15,chr19,49665630,49665861,TSS,True,98,185
ENSG00000117877.10,chr19,45406718,45407093,5AS,False,91,134
ENSG00000117877.10,chr19,45406718,45407093,IR,False,91,125
ENSG00000117877.10,chr19,45406430,45406718,TSS,True,107,198
ENSG00000117877.10,chr19,45406643,45406724,TSS,True,176,198
ENSG00000117877.10,chr19,45406439,45407235,TSS,True,164,198
ENSG00000117877.10,chr19,45406643,45406739,TSS,True,177,198
ENSG00000198093.10,chr19,51904913,51905052,TSS,True,23,149
ENSG00000074219.13,chr19,49342590,49343269,5AS,True,40,238
ENSG00000074219.13,chr19,49355206,49355311,5AS,False,150,196
ENSG00000074219.13,chr19,49355206,49357251,ES,True,28,223
ENSG00000074219.13,chr19,49355419,49357251,ES,False,126,196
ENSG00000074219.13,chr19,49360081,49362372,5AS,False,115,148
ENSG00000074219.13,chr19,49362372,49362455,TSS,False,123,240
ENSG00000074219.13,chr19,49359843,49361917,TSS,True,185,240
ENSG00000074219.13,chr19,49362332,49362409,TSS,True,206,240
ENSG00000105401.8,chr19,10395343,10395434,IR,False,501,632
ENSG00000127663.14,chr19,4969104,4969230,TSS,True,41,140
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,99,483
ENSG00000167468.16,chr19,1104057,1104929,TSS,True,403,483
ENSG00000126457.21,chr19,49679925,49680486,5AS,False,125,139
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,149,1286
ENSG00000099783.11,chr19,8465362,8465479,IR,False,1156,2439
ENSG00000099783.11,chr19,8474244,8485602,ES,False,542,2526
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,279,2649
ENSG00000141858.11,chr19,14089784,14090448,TSS,True,80,107
ENSG00000141858.11,chr19,14089067,14090460,TSS,True,95,107
ENSG00000141858.11,chr19,14090937,14090992,TSS,True,54,107
ENSG00000062650.18,chr10,86497301,86499717,3AS,True,78,412
ENSG00000062650.18,chr10,86521364,86521908,TSS,True,101,488
ENSG00000107929.14,chr10,931427,931776,TSS,True,88,291
ENSG00000198825.13,chr10,119725151,119726359,TSS,True,69,123
ENSG00000198825.13,chr10,119818731,119819539,TSS,True,101,119
ENSG00000099290.16,chr10,50097802,50104041,ES,True,51,162
ENSG00000099290.16,chr10,50126179,50127582,ES,False,21,160
ENSG00000099290.16,chr10,50067890,50068008,TSS,True,27,173
ENSG00000015171.19,chr10,210048,236837,ES,False,39,129
ENSG00000015171.19,chr10,134876,135302,TSS,False,125,153
ENSG00000015171.19,chr10,135381,135559,TSS,True,74,153
ENSG00000015171.19,chr10,252347,254838,PAS,True,15,143
ENSG00000108091.10,chr10,59906121,59906906,TSS,False,90,252
ENSG00000148773.13,chr10,128102578,128104322,TSS,False,48,161
ENSG00000148773.13,chr10,128126098,128126453,TSS,True,146,163
ENSG00000154473.17,chr10,123162828,123163819,IR,True,607,692
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,359,965
ENSG00000154473.17,chr10,123162828,123165046,IR,True,359,444
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,447,1054
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,710,1069
ENSG00000099204.19,chr10,114448020,114451623,3AS,False,93,109
ENSG00000099204.19,chr10,114451671,114465697,ES,False,96,109
ENSG00000099204.19,chr10,114473132,114487957,ES,False,14,107
ENSG00000099204.19,chr10,114526659,114526945,TSS,True,64,159
ENSG00000148840.10,chr10,102144307,102148371,ES,False,43,296
ENSG00000148840.10,chr10,102133014,102133221,TSS,True,85,343
ENSG00000148840.10,chr10,102139210,102142004,TSS,True,294,342
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,78,394
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,312,391
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,176,391
ENSG00000108094.14,chr10,35071339,35090178,5AS,True,115,144
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,196,323
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,182,323
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,209,426
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,246,426
ENSG00000107798.17,chr10,89251736,89251918,TSS,True,25,205
ENSG00000229544.8,chr10,124449729,124450035,TSS,False,29,246
ENSG00000156574.9,chr10,70441474,70441681,TSS,False,75,250
ENSG00000156574.9,chr10,70442030,70442474,TSS,True,207,250
ENSG00000107719.8,chr10,70478398,70479059,TSS,False,55,244
ENSG00000138182.14,chr10,89725158,89726412,3AS,False,199,238
ENSG00000138182.14,chr10,89701534,89701680,TSS,False,74,286
ENSG00000122376.11,chr10,87096989,87151349,ES,True,123,137
ENSG00000122376.11,chr10,87170974,87180074,ES,False,45,159
ENSG00000122376.11,chr10,87095145,87095248,TSS,False,42,173
ENSG00000138160.5,chr10,92593064,92593452,TSS,False,70,302
ENSG00000120008.15,chr10,120851250,120851506,TSS,False,43,152
ENSG00000156521.13,chr10,70143972,70145420,IR,True,76,101
ENSG00000156521.13,chr10,70145420,70146678,TSS,True,63,150
ENSG00000156521.13,chr10,70143841,70146658,TSS,True,126,150
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,523,1162
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,988,1216
ENSG00000165650.11,chr10,117374355,117376020,TSS,True,33,127
ENSG00000065328.16,chr10,13172480,13172627,3AS,False,175,230
ENSG00000065328.16,chr10,13161502,13161606,TSS,True,53,257
ENSG00000148843.14,chr10,103441975,103442212,3AS,False,247,309
ENSG00000148843.14,chr10,103396624,103396730,TSS,True,123,323
ENSG00000152782.16,chr10,89582981,89584465,PAS,True,18,142
ENSG00000152782.16,chr10,89644599,89645241,TSS,False,30,145
ENSG00000175029.16,chr10,125039155,125160318,ES,False,121,303
ENSG00000175029.16,chr10,125039155,125160826,ES,True,36,174
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,421,651
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,469,651
ENSG00000173145.11,chr10,94362829,94362988,TSS,True,24,192
ENSG00000107679.14,chr10,122374806,122393180,ES,True,83,156
ENSG00000107679.14,chr10,122427031,122429623,ES,False,96,136
ENSG00000107679.14,chr10,122427031,122429623,3AS,True,96,114
ENSG00000107679.14,chr10,122374562,122374806,TSS,False,38,194
ENSG00000107679.14,chr10,122429623,122434516,PAS,True,34,173
ENSG00000107679.14,chr10,122428275,122432358,PAS,True,154,173
ENSG00000095564.13,chr10,91959154,91959784,5AS,False,68,111
ENSG00000095564.13,chr10,91923757,91924090,TSS,False,49,159
ENSG00000213341.10,chr10,100190968,100193314,5AS,True,17,151
ENSG00000155229.20,chr10,97466156,97466503,3AS,False,46,326
ENSG00000155229.20,chr10,97478389,97480941,ES,False,256,291
ENSG00000155229.20,chr10,97481042,97498272,ES,False,40,287
ENSG00000155229.20,chr10,97498272,97498639,TSS,True,63,350
ENSG00000156110.13,chr10,74398579,74589281,ES,False,12,115
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,81,124
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,48,124
ENSG00000138326.19,chr10,78033751,78033904,TSS,False,147,502
ENSG00000138326.19,chr10,78035350,78035417,TSS,True,409,502
ENSG00000165669.13,chr10,118342269,118342324,TSS,True,26,128
ENSG00000176986.15,chr10,73744437,73746804,ES,False,352,398
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,109,513
ENSG00000170312.15,chr10,60778448,60778570,TSS,True,72,471
ENSG00000148498.15,chr10,34269899,34317106,ES,False,20,102
ENSG00000148498.15,chr10,34331344,34337274,ES,False,21,147
ENSG00000148498.15,chr10,34336243,34337277,5AS,False,23,149
ENSG00000148498.15,chr10,34336243,34337364,5AS,False,36,185
ENSG00000148498.15,chr10,34341816,34347964,5AS,False,171,206
ENSG00000148498.15,chr10,34360259,34374873,ES,False,111,210
ENSG00000148498.15,chr10,34401917,34470084,ES,False,59,211
ENSG00000148498.15,chr10,34109559,34111562,PAS,True,136,241
ENSG00000148498.15,chr10,34312255,34312382,PAS,True,134,237
ENSG00000148498.15,chr10,34814875,34815591,TSS,True,41,242
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,167,1423
ENSG00000023041.11,chr10,112433281,112434296,IR,True,80,114
ENSG00000023041.11,chr10,112446704,112446956,TSS,True,22,145
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,125,187
ENSG00000182010.10,chr10,62268550,62268908,TSS,False,33,107
ENSG00000172661.18,chr10,45757139,45763387,ES,True,49,175
ENSG00000172661.18,chr10,45785631,45787034,ES,False,47,156
ENSG00000172661.18,chr10,45727189,45727320,TSS,True,27,198
ENSG00000148606.12,chr10,78029363,78029547,TSS,False,58,173
ENSG00000166136.15,chr10,100523739,100523929,PAS,True,45,351
ENSG00000166136.15,chr10,100523740,100526554,PAS,True,306,349
ENSG00000155256.17,chr10,97750470,97751390,3AS,False,81,108
ENSG00000155256.17,chr10,97737089,97737321,TSS,True,52,126
ENSG00000155256.17,chr10,97737117,97737325,TSS,True,102,126
ENSG00000175470.19,chr10,131901330,131940030,ES,True,50,160
ENSG00000175470.19,chr10,131940694,131944094,3AS,False,19,154
ENSG00000175470.19,chr10,131955683,131956555,PAS,True,24,179
ENSG00000166024.13,chr10,98134616,98134706,TSS,True,19,102
ENSG00000171307.18,chr10,97446353,97451670,ES,False,244,280
ENSG00000171307.18,chr10,97453663,97454713,ES,False,126,241
ENSG00000171307.18,chr10,97454799,97455713,3AS,False,30,256
ENSG00000019995.6,chr10,124916851,124917272,TSS,True,22,107
ENSG00000172731.13,chr10,70301508,70340552,ES,False,35,102
ENSG00000172731.13,chr10,70382548,70382699,TSS,False,17,127
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,897,4432
ENSG00000138175.8,chr10,102714272,102714341,TSS,False,18,120
ENSG00000138175.8,chr10,102705345,102705490,TSS,True,107,120
ENSG00000107854.5,chr10,91798360,91798889,TSS,False,96,278
ENSG00000171862.10,chr10,87863538,87864548,TSS,True,19,159
ENSG00000107902.13,chr10,124613263,124614142,PAS,True,15,105
ENSG00000108219.14,chr10,80454371,80489216,ES,False,105,131
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,78,220
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,28,148
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,392,1052
ENSG00000108039.17,chr10,109923401,109923563,TSS,True,32,214
