gene,chr,start,end,splice_type,novel,lower_lobe_of_left_lung_ENCFF779VVX_in_cov,lower_lobe_of_left_lung_ENCFF779VVX_total_cov
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,137,222
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,109,149
ENSG00000080824.18,chr14,102085757,102086118,TSS,True,189,232
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,135,190
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,177,232
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,190,231
ENSG00000140105.17,chr14,100361921,100374135,ES,True,56,462
ENSG00000140105.17,chr14,100361921,100375282,ES,False,186,1665
ENSG00000140105.17,chr14,100361921,100376259,ES,False,284,1544
ENSG00000140105.17,chr14,100369258,100375282,ES,False,1047,1420
ENSG00000140105.17,chr14,100369258,100376259,ES,False,1018,1218
ENSG00000140105.17,chr14,100374244,100375282,3AS,False,218,389
ENSG00000140105.17,chr14,100375406,100376259,3AS,False,140,159
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,1841,3391
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,1898,3391
ENSG00000092036.18,chr14,22955176,22956915,5AS,False,285,346
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,173,520
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,250,537
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,363,537
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,480,537
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,69,158
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,110,123
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,47,121
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,50,384
ENSG00000142208.16,chr14,104773454,104774871,TSS,True,120,156
ENSG00000142208.16,chr14,104794118,104795758,TSS,False,122,156
ENSG00000071537.13,chr14,81471548,81477181,PAS,False,27,112
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,37,118
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,36,307
ENSG00000211897.9,chr14,105769986,105770292,ES,True,601,683
ENSG00000211897.9,chr14,105770337,105771111,ES,True,598,679
ENSG00000211897.9,chr14,105771405,106062144,ME,True,67,119
ENSG00000211897.9,chr14,105771405,106062144,ME,True,37,119
ENSG00000211897.9,chr14,105771405,106062144,ME,True,29,119
ENSG00000211897.9,chr14,105771405,106062144,ME,True,13,119
ENSG00000211897.9,chr14,105769098,105769559,PAS,True,117,708
ENSG00000211897.9,chr14,105668109,105668565,PAS,True,607,710
ENSG00000211895.5,chr14,105708358,105708667,TSS,False,598,699
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,24,137
ENSG00000154001.13,chr14,63371364,63376108,PAS,True,82,139
ENSG00000154001.13,chr14,63379826,63382157,PAS,True,58,139
ENSG00000129460.15,chr14,23475308,23475557,IR,False,103,116
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,12,119
ENSG00000165943.4,chr14,93184713,93184809,IR,True,193,219
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,33,226
ENSG00000165943.4,chr14,93184558,93184864,TSS,True,200,226
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,50,346
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,309,346
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,73,118
ENSG00000196497.16,chr14,24187399,24187580,TSS,True,105,118
ENSG00000196497.16,chr14,24185458,24185666,TSS,True,103,118
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,22,172
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,117,177
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,179,202
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,52,202
ENSG00000119725.18,chr14,73921105,73923394,ES,False,131,471
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,56,483
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,31,118
ENSG00000100603.13,chr14,77731063,77731129,PAS,True,91,108
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,23,118
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,58,200
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,124,142
ENSG00000100650.15,chr14,69769251,69770466,IR,False,139,204
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,86,209
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,151,209
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,57,209
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,160,207
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,178,1049
ENSG00000196136.17,chr14,94612443,94614433,5AS,False,195,1003
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,346,1150
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,955,1150
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,1014,1150
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,134,282
ENSG00000170345.9,chr14,75279659,75280128,TSS,True,244,282
ENSG00000170345.9,chr14,75280557,75280667,TSS,True,225,282
ENSG00000119688.20,chr14,74286529,74286700,IR,False,167,232
ENSG00000119688.20,chr14,74289519,74290290,ES,False,25,222
ENSG00000119688.20,chr14,74296449,74299547,ES,False,20,141
ENSG00000119688.20,chr14,74298069,74300149,ES,False,62,151
ENSG00000119688.20,chr14,74299675,74302874,ES,False,47,141
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,86,253
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,188,253
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,31,253
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,66,391
ENSG00000100823.11,chr14,20455338,20455577,IR,False,66,115
ENSG00000100823.11,chr14,20455394,20455577,IR,False,311,360
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,228,540
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,474,540
ENSG00000165819.11,chr14,21499137,21499305,IR,False,132,187
ENSG00000165819.11,chr14,21499371,21499491,IR,False,131,186
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,105,158
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,65,158
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,17,155
ENSG00000092108.20,chr14,30622399,30630476,ES,False,21,122
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,34,135
ENSG00000203485.12,chr14,104689607,104689739,TSS,True,63,113
ENSG00000203485.12,chr14,104718794,104722540,PAS,True,57,107
ENSG00000092330.16,chr14,24240155,24240262,IR,False,75,563
ENSG00000092330.16,chr14,24240330,24240418,IR,False,77,562
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,84,563
ENSG00000100439.10,chr14,22598248,22598329,TSS,True,22,148
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,181,318
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,65,358
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,192,375
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,237,375
ENSG00000027075.14,chr14,61321147,61322464,TSS,True,62,111
ENSG00000027075.14,chr14,61443135,61443261,TSS,True,75,110
ENSG00000100445.17,chr14,24441795,24442177,5AS,False,104,125
ENSG00000100445.17,chr14,24441795,24442177,IR,False,104,125
ENSG00000100445.17,chr14,24442260,24442345,IR,False,93,158
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,140,178
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,128,178
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,140,178
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,108,182
ENSG00000090060.17,chr14,96547796,96547917,PAS,True,136,188
ENSG00000100926.14,chr14,24192356,24192647,IR,True,531,677
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,206,704
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,543,689
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,96,707
ENSG00000100599.15,chr14,92652031,92653075,TSS,False,25,132
ENSG00000100599.15,chr14,92687925,92688995,PAS,True,21,140
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,71,126
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,68,126
ENSG00000092020.10,chr14,35110629,35121901,ES,False,32,112
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,20,119
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,105,119
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,71,305
ENSG00000089737.16,chr14,94048289,94051462,PAS,True,19,158
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,23,158
ENSG00000032219.18,chr14,58347646,58351107,PAS,True,95,153
ENSG00000032219.18,chr14,58351072,58351303,PAS,True,66,153
ENSG00000129538.13,chr14,20802093,20802796,ES,False,246,281
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,72,354
ENSG00000165525.17,chr14,49852694,49853081,TSS,True,13,105
ENSG00000072110.13,chr14,68877240,68879961,ME,False,179,266
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,59,292
ENSG00000165516.10,chr14,49782829,49783186,PAS,True,64,369
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,31,110
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,90,319
ENSG00000183576.12,chr14,99465702,99465816,TSS,True,259,319
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,63,391
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,112,660
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,46,391
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,48,393
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,347,393
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,122,170
ENSG00000165792.17,chr14,20994901,20995164,IR,False,152,170
ENSG00000165792.17,chr14,20996711,20996784,IR,False,90,159
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,83,173
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,102,171
ENSG00000197249.13,chr14,94383241,94390456,ES,False,898,1302
ENSG00000197249.13,chr14,94388660,94388800,3AS,False,39,130
ENSG00000197249.13,chr14,94388660,94388818,IR,False,21,112
ENSG00000197249.13,chr14,94388660,94390456,ES,False,112,147
ENSG00000197249.13,chr14,94388660,94390456,3AS,False,112,367
ENSG00000197249.13,chr14,94388663,94388818,5AS,False,45,136
ENSG00000197249.13,chr14,94388663,94390456,ES,False,186,255
ENSG00000197249.13,chr14,94390456,94390790,TSS,True,10325,11630
ENSG00000197249.13,chr14,94388559,94388818,TSS,True,1969,11630
ENSG00000119723.16,chr14,73958277,73958970,IR,False,152,169
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,31,237
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,149,508
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,445,508
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,15,125
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,43,125
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,92,125
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,91,184
ENSG00000078618.21,chr1,51814551,51814609,PAS,True,122,169
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,30,184
ENSG00000117543.20,chr1,101025466,101025682,5AS,False,97,109
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,21,122
ENSG00000117543.20,chr1,101025664,101025810,TSS,True,109,122
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,132,613
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,68,337
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,267,334
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,56,324
ENSG00000117450.13,chr1,45522777,45522878,TSS,False,280,324
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,24,103
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,75,163
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,100,156
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,120,169
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,117,169
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,132,169
ENSG00000179178.10,chr1,43270085,43270585,3AS,True,127,226
ENSG00000179178.10,chr1,43270085,43270680,3AS,False,1448,1675
ENSG00000179178.10,chr1,43270584,43270793,TSS,True,1743,2056
ENSG00000179178.10,chr1,43269914,43270085,TSS,True,379,2056
ENSG00000121940.15,chr1,108950448,108963360,ES,True,95,134
ENSG00000121940.15,chr1,108963360,108963514,TSS,True,29,174
ENSG00000116750.13,chr1,193016395,193021096,ES,False,131,161
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,110,173
ENSG00000116750.13,chr1,193023946,193028084,ES,False,154,175
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,20,177
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,104,215
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,165,215
ENSG00000177000.12,chr1,11802880,11805907,TSS,True,86,107
ENSG00000177000.12,chr1,11805887,11806037,TSS,False,77,107
ENSG00000177000.12,chr1,11803404,11803586,TSS,True,88,107
ENSG00000143164.15,chr1,168004793,168038370,ES,False,86,118
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,26,130
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,91,130
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,53,130
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,132,147
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,22,147
ENSG00000157184.6,chr1,53196777,53197095,TSS,True,31,222
ENSG00000157184.6,chr1,53210454,53211319,TSS,True,198,222
ENSG00000160712.12,chr1,154405177,154405714,TSS,True,69,146
ENSG00000160712.12,chr1,154430502,154430606,TSS,True,121,146
ENSG00000117640.17,chr1,25823128,25823643,ES,False,252,285
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,63,311
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,57,318
ENSG00000142751.14,chr1,26879375,26879749,PAS,True,12,115
ENSG00000142751.14,chr1,26889685,26890311,TSS,True,14,122
ENSG00000060642.10,chr1,26787083,26787989,TSS,False,74,139
ENSG00000060642.10,chr1,26787949,26788268,TSS,False,97,139
ENSG00000177628.15,chr1,155238133,155238247,TSS,True,132,158
ENSG00000177628.15,chr1,155241085,155241281,TSS,True,74,158
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,383,1205
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,84,206
ENSG00000132768.13,chr1,43969978,43970322,TSS,True,33,108
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,87,105
ENSG00000134686.18,chr1,33328869,33328992,TSS,True,84,105
ENSG00000117461.14,chr1,46040139,46043871,PAS,True,182,218
ENSG00000117461.14,chr1,46055852,46055971,PAS,True,64,218
ENSG00000117676.13,chr1,26545817,26546035,TSS,True,88,208
ENSG00000160688.18,chr1,154983397,154983841,IR,False,104,120
ENSG00000160688.18,chr1,154988849,154990158,ES,False,18,139
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,47,158
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,120,158
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,18,158
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,138,446
ENSG00000160691.18,chr1,154970199,154974247,ES,False,144,173
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,386,493
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,314,493
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,348,493
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,427,575
ENSG00000116260.16,chr1,180196599,180197332,IR,False,427,581
ENSG00000116260.16,chr1,180196890,180197332,IR,False,131,285
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,557,886
ENSG00000116260.16,chr1,180182171,180182319,TSS,True,650,885
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,570,724
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,289,864
ENSG00000079277.20,chr1,46558800,46561477,ES,False,59,152
ENSG00000079277.20,chr1,46594280,46604226,5AS,False,61,142
ENSG00000079277.20,chr1,46604226,46604304,TSS,True,108,169
ENSG00000079277.20,chr1,46604184,46604289,TSS,True,89,169
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,76,694
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,59,247
ENSG00000162419.12,chr1,28668839,28683585,3AS,False,15,124
ENSG00000162419.12,chr1,28683740,28690103,3AS,False,85,137
ENSG00000162419.12,chr1,28668708,28668839,TSS,True,20,145
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,85,269
ENSG00000054116.11,chr1,36140166,36149336,5AS,False,90,101
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,11,103
ENSG00000054116.11,chr1,36149091,36149503,TSS,True,92,103
ENSG00000142973.13,chr1,46813606,46813911,3AS,False,148,548
ENSG00000142973.13,chr1,46818630,46819350,PAS,True,89,585
ENSG00000142973.13,chr1,46868829,46870045,PAS,True,516,585
ENSG00000198771.10,chr1,167684001,167690048,ES,False,56,240
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,421,485
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,105,485
ENSG00000116521.10,chr1,155260659,155262085,ES,False,55,363
ENSG00000203747.10,chr1,161549696,161549917,TSS,True,259,1152
ENSG00000143801.16,chr1,226870649,226875364,ES,False,55,161
ENSG00000143801.16,chr1,226891361,226891745,3AS,False,75,227
ENSG00000143801.16,chr1,226870509,226870649,TSS,True,69,230
ENSG00000143801.16,chr1,226870639,226871404,TSS,True,184,230
ENSG00000117228.9,chr1,89051521,89053468,PAS,True,40,108
ENSG00000117228.9,chr1,89055133,89055215,PAS,True,89,108
ENSG00000117228.9,chr1,89054680,89054875,PAS,True,90,108
ENSG00000117228.9,chr1,89065159,89065359,TSS,True,14,109
ENSG00000234741.7,chr1,173864075,173864256,IR,False,137,192
ENSG00000234741.7,chr1,173864304,173864483,IR,False,72,202
ENSG00000234741.7,chr1,173864506,173864674,IR,False,77,200
ENSG00000234741.7,chr1,173864704,173865228,IR,False,97,202
ENSG00000234741.7,chr1,173865282,173865470,IR,False,44,133
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,68,112
ENSG00000234741.7,chr1,173865282,173865509,IR,False,68,157
ENSG00000234741.7,chr1,173865547,173865856,IR,True,175,204
ENSG00000234741.7,chr1,173865894,173866176,IR,False,148,202
ENSG00000234741.7,chr1,173866567,173866760,IR,False,121,197
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,74,211
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,498,647
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,181,645
ENSG00000174059.16,chr1,207911001,207911254,TSS,False,27,117
ENSG00000135862.5,chr1,183103416,183103632,TSS,True,104,117
ENSG00000197956.9,chr1,153535948,153536235,TSS,False,17,106
ENSG00000188976.10,chr1,944800,945056,5AS,False,299,464
ENSG00000188976.10,chr1,959214,960041,TSS,True,55,479
ENSG00000159166.13,chr1,201399268,201399915,TSS,True,32,132
ENSG00000159166.13,chr1,201399409,201399597,TSS,False,114,132
ENSG00000090686.15,chr1,21721163,21721649,3AS,False,53,282
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,43,315
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,110,342
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,289,342
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,303,339
ENSG00000162777.16,chr1,111204295,111204589,TSS,True,75,168
ENSG00000162777.16,chr1,111199622,111200210,TSS,True,144,168
ENSG00000162777.16,chr1,111200392,111200796,TSS,True,141,168
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,144,328
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,189,328
ENSG00000116809.11,chr1,15975982,15976135,TSS,True,24,106
ENSG00000157181.15,chr1,186399043,186406082,5AS,True,39,226
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,33,325
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,18,127
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,111,127
ENSG00000196189.12,chr1,156153520,156153764,TSS,True,116,142
ENSG00000196189.12,chr1,156154519,156154717,TSS,True,114,142
ENSG00000196189.12,chr1,156161224,156161518,TSS,True,124,142
ENSG00000196189.12,chr1,156158775,156158824,TSS,True,127,142
ENSG00000116489.12,chr1,112619160,112619883,TSS,True,36,265
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,67,165
ENSG00000153187.19,chr1,244853660,244856158,PAS,True,122,163
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,42,166
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,828,1205
ENSG00000162735.18,chr1,160283109,160285054,ES,False,34,145
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,27,172
ENSG00000185499.16,chr1,155188162,155188889,TSS,True,84,751
ENSG00000117280.12,chr1,205775086,205775373,IR,False,53,168
ENSG00000117280.12,chr1,205775086,205775401,IR,True,15,144
ENSG00000117280.12,chr1,205775091,205775272,IR,True,12,113
ENSG00000117280.12,chr1,205775091,205775373,IR,True,14,115
ENSG00000117280.12,chr1,205774832,205775478,TSS,True,152,252
ENSG00000117280.12,chr1,205775272,205775474,TSS,True,213,252
ENSG00000117280.12,chr1,205775373,205775482,TSS,True,178,252
ENSG00000117280.12,chr1,205775401,205775479,TSS,True,226,252
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,105,904
ENSG00000116353.15,chr1,29216685,29230730,ES,False,93,121
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,93,120
ENSG00000116353.15,chr1,29192767,29194179,PAS,True,19,162
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,58,159
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,53,176
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,153,176
ENSG00000085831.15,chr1,51286310,51288280,PAS,True,37,104
ENSG00000085831.15,chr1,51290002,51290119,PAS,False,73,103
ENSG00000085831.15,chr1,51330436,51330865,TSS,True,35,105
ENSG00000085831.15,chr1,51344990,51345133,TSS,False,92,105
ENSG00000177674.15,chr1,11745837,11747439,ES,False,245,300
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,45,316
ENSG00000224870.6,chr1,1399685,1400157,5AS,False,79,138
ENSG00000224870.6,chr1,1399685,1400157,IR,False,79,229
ENSG00000224870.6,chr1,1399689,1400157,IR,False,59,208
ENSG00000224870.6,chr1,1400303,1400604,IR,False,200,286
ENSG00000224870.6,chr1,1399522,1399685,TSS,True,211,292
ENSG00000224870.6,chr1,1399521,1399689,TSS,True,230,292
ENSG00000224870.6,chr1,1399519,1400303,TSS,True,232,292
ENSG00000224870.6,chr1,1400604,1402040,PAS,False,86,292
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,55,484
ENSG00000143119.13,chr1,110872560,110873248,TSS,True,15,142
ENSG00000160752.14,chr1,155308965,155310042,ES,False,180,246
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,180,221
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,236,484
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,236,289
ENSG00000160752.14,chr1,155308965,155310063,IR,False,236,280
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,146,641
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,546,641
ENSG00000066136.20,chr1,40769415,40770708,3AS,False,201,232
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,46,248
ENSG00000066136.20,chr1,40770396,40771603,PAS,True,218,248
ENSG00000081692.12,chr1,227735011,227735313,TSS,True,23,190
ENSG00000158062.20,chr1,26284482,26285463,IR,False,102,230
ENSG00000158062.20,chr1,26298062,26301693,ES,False,93,173
ENSG00000158062.20,chr1,26298062,26306591,ES,False,31,202
ENSG00000158062.20,chr1,26301722,26306591,ES,False,40,171
ENSG00000158062.20,chr1,26306591,26306786,TSS,True,36,239
ENSG00000001461.16,chr1,24415379,24415904,TSS,True,28,134
ENSG00000001461.16,chr1,24468985,24472979,PAS,True,64,123
ENSG00000001461.16,chr1,24466003,24466706,PAS,False,75,123
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,315,397
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,138,387
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,134,240
ENSG00000116729.13,chr1,68124864,68126335,PAS,True,113,240
ENSG00000178028.13,chr1,44213527,44213708,IR,False,122,188
ENSG00000178028.13,chr1,44213527,44213748,3AS,False,23,151
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,92,242
ENSG00000178028.13,chr1,44213464,44213858,TSS,True,174,242
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,77,168
ENSG00000126709.14,chr1,27668535,27669244,5AS,False,143,169
ENSG00000066322.14,chr1,43367914,43368075,TSS,True,80,496
ENSG00000117298.15,chr1,21217246,21220131,PAS,True,15,139
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,163,197
ENSG00000117298.15,chr1,21290363,21290473,TSS,True,156,194
ENSG00000178104.19,chr1,148951973,148952154,TSS,False,323,379
ENSG00000178104.19,chr1,148951996,148953905,TSS,True,138,379
ENSG00000178104.19,chr1,148844420,148844794,TSS,True,330,385
ENSG00000178104.19,chr1,148981269,148986471,PAS,True,294,385
ENSG00000178104.19,chr1,148974513,148974594,PAS,True,255,385
ENSG00000178104.19,chr1,148966838,148966884,PAS,True,321,380
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,521,4416
ENSG00000198860.12,chr1,184054863,184072826,ES,False,51,190
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,75,104
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,80,104
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,60,104
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,143,180
ENSG00000126088.13,chr1,45013215,45013291,IR,False,165,188
ENSG00000126088.13,chr1,45013791,45013908,IR,False,170,190
ENSG00000196878.14,chr1,209614840,209615407,PAS,True,34,184
ENSG00000196878.14,chr1,209652368,209653115,TSS,False,85,184
ENSG00000116667.13,chr1,184386965,184387368,TSS,True,30,207
ENSG00000158156.7,chr1,27959524,27960362,TSS,False,18,128
ENSG00000067606.16,chr1,2050401,2050701,TSS,True,115,221
ENSG00000067606.16,chr1,2050750,2051012,TSS,False,187,221
ENSG00000171161.12,chr1,248838218,248838551,TSS,True,45,102
ENSG00000188643.10,chr1,153612951,153613170,TSS,True,102,255
ENSG00000188643.10,chr1,153608898,153609036,TSS,True,169,255
ENSG00000182866.16,chr1,32251211,32251371,TSS,True,12,112
ENSG00000143612.20,chr1,154214574,154220341,ES,False,418,1235
ENSG00000117143.13,chr1,162590511,162592734,3AS,False,44,259
ENSG00000117143.13,chr1,162590511,162597791,ES,False,44,300
ENSG00000057252.12,chr1,179293738,179293936,TSS,True,21,103
ENSG00000066056.13,chr1,43300958,43301129,TSS,True,53,107
ENSG00000066056.13,chr1,43312098,43312601,TSS,True,92,107
ENSG00000066056.13,chr1,43322650,43323109,PAS,False,29,106
ENSG00000066056.13,chr1,43314382,43315297,PAS,True,77,101
ENSG00000175707.8,chr1,26960349,26960403,TSS,True,24,116
ENSG00000175707.8,chr1,26951341,26952415,TSS,True,99,116
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,53,169
ENSG00000131778.18,chr1,147285323,147288352,PAS,True,139,169
ENSG00000142686.7,chr1,35718706,35719234,TSS,True,15,147
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,223,274
ENSG00000168710.17,chr1,110003948,110004451,TSS,False,114,274
ENSG00000157916.19,chr1,2391958,2395783,ES,False,220,278
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,54,333
