gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_total_cov
ENSG00000185246.17,chr14,45096228,45096886,5AS,True,127,150
ENSG00000185246.17,chr14,45096228,45096886,IR,False,127,164
ENSG00000185246.17,chr14,45096492,45096595,IR,False,22,115
ENSG00000185246.17,chr14,45096758,45096886,IR,False,91,128
ENSG00000185246.17,chr14,45109780,45110093,ES,False,148,218
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,150,262
ENSG00000185246.17,chr14,45112317,45112503,PAS,True,215,261
ENSG00000185246.17,chr14,45114182,45115594,PAS,True,206,261
ENSG00000100934.14,chr14,39031082,39033328,PAS,True,15,117
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,14,118
ENSG00000100852.12,chr14,32076917,32077053,TSS,True,107,159
ENSG00000100852.12,chr14,32077255,32077435,TSS,True,122,159
ENSG00000100722.19,chr14,88578140,88601923,ES,False,26,196
ENSG00000100722.19,chr14,88578140,88607242,ES,False,50,320
ENSG00000100722.19,chr14,88596808,88607242,ES,False,77,254
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,134,327
ENSG00000100802.14,chr14,23010100,23010160,TSS,True,34,106
ENSG00000100802.14,chr14,23010016,23010175,TSS,True,95,106
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1291,1651
ENSG00000092199.17,chr14,21234229,21269297,ES,False,363,1611
ENSG00000139990.17,chr14,69152764,69153186,TSS,True,68,135
ENSG00000205659.10,chr14,74084660,74084993,TSS,True,37,124
ENSG00000205659.10,chr14,74198921,74201238,PAS,True,34,122
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,28,116
ENSG00000119707.13,chr14,73105858,73106082,PAS,True,91,102
ENSG00000119707.13,chr14,73119712,73122136,PAS,True,103,115
ENSG00000100897.17,chr14,24115392,24115542,IR,False,22,188
ENSG00000100897.17,chr14,24115726,24116916,5AS,False,23,181
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,197,227
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,134,227
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,166,227
ENSG00000100897.17,chr14,24123174,24125248,PAS,True,28,227
ENSG00000081177.18,chr14,69191591,69209423,ES,False,33,108
ENSG00000081177.18,chr14,69191480,69191591,TSS,True,89,201
ENSG00000081177.18,chr14,69191770,69192039,TSS,True,176,201
ENSG00000081177.18,chr14,69203913,69204000,TSS,True,162,201
ENSG00000100596.6,chr14,77616447,77616782,TSS,False,13,123
ENSG00000100461.17,chr14,22906368,22909482,ES,False,453,617
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,256,413
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,300,373
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,290,372
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,68,417
ENSG00000066455.12,chr14,92839365,92839959,PAS,True,22,212
ENSG00000054983.16,chr14,87992969,87993284,TSS,True,26,117
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,365,505
ENSG00000100644.16,chr14,61744813,61746933,ES,False,11,100
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,438,540
ENSG00000100644.16,chr14,61738086,61738276,PAS,True,128,517
ENSG00000257365.7,chr14,64986862,64987097,TSS,True,21,166
ENSG00000257365.7,chr14,65061180,65062654,PAS,True,19,164
ENSG00000139971.15,chr14,58092815,58096981,PAS,True,105,206
ENSG00000139971.15,chr14,58002333,58004804,PAS,True,169,206
ENSG00000139971.15,chr14,58003481,58005182,PAS,True,182,206
ENSG00000100473.16,chr14,30874591,30874915,IR,False,126,192
ENSG00000100473.16,chr14,30874205,30874972,TSS,True,137,201
ENSG00000100473.16,chr14,30874247,30874591,TSS,True,71,201
ENSG00000126787.12,chr14,55148473,55150798,ES,False,129,151
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,115,266
ENSG00000126787.12,chr14,55151733,55151941,PAS,True,195,266
ENSG00000165795.23,chr14,21022497,21023240,ES,False,86,144
ENSG00000165795.23,chr14,21023321,21025028,ES,False,21,102
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,50,152
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,129,152
ENSG00000133943.20,chr14,91114528,91157638,ES,False,144,222
ENSG00000133943.20,chr14,91145313,91157638,ES,False,42,114
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,175,335
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,51,337
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,139,363
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,269,363
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,20,183
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,112,181
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,106,179
ENSG00000078304.19,chr14,101909588,101910397,PAS,True,147,178
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,108,199
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,175,199
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,121,198
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,472,722
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,603,701
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,280,630
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,223,726
ENSG00000126804.13,chr14,64503720,64504946,TSS,True,13,124
ENSG00000140105.17,chr14,100361921,100376259,ES,False,43,213
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,113,328
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,291,328
ENSG00000140105.17,chr14,100346745,100346847,TSS,True,289,326
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,18,117
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,68,130
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,112,130
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,93,130
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,98,356
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,242,312
ENSG00000054654.16,chr14,63986455,63986481,PAS,True,271,312
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,187,311
ENSG00000054654.16,chr14,63980985,63981151,PAS,True,272,311
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,50,149
ENSG00000042088.13,chr14,89955997,89956800,TSS,True,128,149
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,124,149
ENSG00000100749.7,chr14,96881176,96881614,PAS,True,17,110
ENSG00000100749.7,chr14,96860556,96860922,PAS,True,98,110
ENSG00000071537.13,chr14,81471548,81477181,PAS,False,17,133
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,24,142
ENSG00000100600.14,chr14,92704361,92709671,ES,False,53,513
ENSG00000165943.4,chr14,93184713,93184809,IR,True,109,134
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,28,137
ENSG00000165943.4,chr14,93184558,93184864,TSS,True,112,137
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,44,363
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,39,162
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,35,328
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,194,337
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,328,367
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,74,367
ENSG00000165533.18,chr14,88841196,88843805,ES,False,44,141
ENSG00000119725.18,chr14,73921105,73923394,ES,False,74,558
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,19,183
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,19,184
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,123,497
ENSG00000100650.15,chr14,69767251,69768137,IR,True,123,138
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,309,374
ENSG00000100650.15,chr14,69768896,69769181,IR,False,465,522
ENSG00000100650.15,chr14,69769251,69770466,IR,False,402,519
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,218,527
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,404,527
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,462,527
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,99,525
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,470,525
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,43,426
ENSG00000013523.9,chr14,76786152,76786592,PAS,True,91,113
ENSG00000013523.9,chr14,76812763,76812939,TSS,True,57,113
ENSG00000140153.17,chr14,102140172,102208602,ES,False,19,163
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,49,182
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,142,185
ENSG00000119688.20,chr14,74286529,74286700,IR,False,342,464
ENSG00000119688.20,chr14,74289519,74290290,ES,False,52,438
ENSG00000119688.20,chr14,74292869,74295147,ES,False,111,424
ENSG00000119688.20,chr14,74292869,74295147,3AS,False,111,125
ENSG00000119688.20,chr14,74298069,74300149,ES,False,187,333
ENSG00000119688.20,chr14,74298069,74302874,ME,False,182,258
ENSG00000119688.20,chr14,74299675,74302874,ES,False,84,234
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,154,496
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,374,496
ENSG00000100823.11,chr14,20455328,20455577,IR,False,14,109
ENSG00000100823.11,chr14,20455338,20455577,IR,False,56,151
ENSG00000100823.11,chr14,20455389,20455577,IR,False,11,106
ENSG00000100823.11,chr14,20455394,20455577,IR,False,599,694
ENSG00000100823.11,chr14,20455773,20455913,IR,False,22,102
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,229,838
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,39,143
ENSG00000100567.12,chr14,58271850,58272012,PAS,True,37,143
ENSG00000165819.11,chr14,21499137,21499305,IR,False,244,481
ENSG00000165819.11,chr14,21499371,21499491,IR,False,237,481
ENSG00000165819.11,chr14,21498127,21498369,PAS,True,67,563
ENSG00000092108.20,chr14,30622399,30630476,ES,False,27,190
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,41,197
ENSG00000100888.13,chr14,21429335,21431810,5AS,False,13,111
ENSG00000100888.13,chr14,21415835,21415907,PAS,False,57,140
ENSG00000100888.13,chr14,21437193,21437342,TSS,True,113,151
ENSG00000100888.13,chr14,21456031,21456144,TSS,True,70,151
ENSG00000092330.16,chr14,24240155,24240262,IR,False,34,281
ENSG00000092330.16,chr14,24240330,24240418,IR,False,39,281
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,44,281
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,142,168
ENSG00000092148.12,chr14,31154720,31157010,PAS,True,108,129
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,45,128
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,52,169
ENSG00000100557.9,chr14,57471590,57480594,ES,False,171,205
ENSG00000100557.9,chr14,57481657,57483064,3AS,False,139,225
ENSG00000100557.9,chr14,57483151,57490941,3AS,False,91,119
ENSG00000100557.9,chr14,57483151,57490988,5AS,False,66,157
ENSG00000100557.9,chr14,57469307,57471590,PAS,True,78,285
ENSG00000100557.9,chr14,57489968,57491071,PAS,True,222,274
ENSG00000100926.14,chr14,24192356,24192647,IR,True,183,234
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,63,240
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,188,238
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,33,242
ENSG00000070367.15,chr14,57200503,57208797,PAS,True,175,215
ENSG00000070367.15,chr14,57218034,57218068,PAS,True,60,212
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,34,106
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,90,106
ENSG00000092020.10,chr14,35110629,35121901,ES,False,57,174
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,42,175
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,137,176
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,60,230
ENSG00000050130.17,chr14,59484184,59484593,TSS,True,35,280
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,41,104
ENSG00000165525.17,chr14,49822953,49825955,PAS,True,90,104
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,32,125
ENSG00000100890.15,chr14,35124231,35127478,ES,False,20,100
ENSG00000100890.15,chr14,35122348,35122635,TSS,True,75,133
ENSG00000100890.15,chr14,35122544,35122767,TSS,True,114,133
ENSG00000100890.15,chr14,35122542,35122910,TSS,True,104,133
ENSG00000133961.20,chr14,73297285,73323129,ES,False,33,102
ENSG00000133961.20,chr14,73355766,73409936,ES,False,37,103
ENSG00000133961.20,chr14,73274405,73277293,PAS,True,34,131
ENSG00000133961.20,chr14,73286191,73287314,PAS,True,109,124
ENSG00000133961.20,chr14,73321594,73323204,PAS,True,107,121
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,23,136
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,13,112
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,72,494
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,434,494
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,56,495
ENSG00000042317.16,chr14,88391455,88396155,ES,False,17,161
ENSG00000042317.16,chr14,88396203,88416710,ES,False,133,160
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,200,249
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,60,251
ENSG00000165792.17,chr14,20990077,20990229,IR,False,194,228
ENSG00000165792.17,chr14,20990383,20990463,IR,False,197,228
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,119,228
ENSG00000165792.17,chr14,20993191,20993968,IR,False,199,224
ENSG00000165792.17,chr14,20994901,20995164,IR,False,169,227
ENSG00000165792.17,chr14,20996711,20996784,IR,False,97,221
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,35,229
ENSG00000165792.17,chr14,20989766,20990598,TSS,True,204,229
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,132,229
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,105,229
ENSG00000119723.16,chr14,73950221,73950495,TSS,False,17,104
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,31,205
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,110,613
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,90,613
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,11,101
ENSG00000185630.18,chr1,164792491,164792738,TSS,True,117,132
ENSG00000185630.18,chr1,164807545,164807677,TSS,True,116,131
ENSG00000185220.11,chr1,248913879,248917278,3AS,False,33,135
ENSG00000185220.11,chr1,248916601,248919564,PAS,True,44,144
ENSG00000185220.11,chr1,248917278,248920614,PAS,True,108,144
ENSG00000116212.14,chr1,53946549,53951985,ME,False,41,145
ENSG00000116212.14,chr1,53946549,53951985,ES,False,108,254
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,30,282
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,59,321
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,283,321
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,28,225
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,200,225
ENSG00000137942.16,chr1,93522135,93523343,IR,True,178,225
ENSG00000137942.16,chr1,93551105,93552408,IR,False,59,139
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,48,310
ENSG00000137942.16,chr1,93550946,93554661,PAS,True,193,278
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,218,278
ENSG00000137942.16,chr1,93544106,93544216,PAS,True,211,271
ENSG00000043514.16,chr1,39850261,39853969,ES,False,19,142
ENSG00000160679.12,chr1,153636653,153638294,IR,False,163,204
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,94,194
ENSG00000160679.12,chr1,153642429,153645063,ES,False,24,192
ENSG00000117461.14,chr1,46040139,46043871,PAS,True,116,163
ENSG00000117461.14,chr1,46055852,46055971,PAS,True,65,161
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,33,184
ENSG00000065183.15,chr1,117929782,117933287,5AS,False,85,111
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,52,137
ENSG00000065183.15,chr1,117929757,117929924,TSS,True,113,137
ENSG00000065183.15,chr1,117959291,117960886,PAS,False,33,137
ENSG00000065183.15,chr1,117941749,117941824,PAS,False,113,127
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,67,100
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,25,131
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,104,123
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,31,131
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,98,117
ENSG00000127483.17,chr1,20786185,20786668,TSS,True,93,117
ENSG00000127483.17,chr1,20786648,20786822,TSS,False,98,117
ENSG00000143390.17,chr1,151346333,151346488,5AS,False,95,114
ENSG00000143390.17,chr1,151347210,151347374,TSS,False,65,128
ENSG00000143390.17,chr1,151346754,151346887,TSS,True,89,128
ENSG00000163875.15,chr1,37495918,37501803,ES,False,284,343
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,29,234
ENSG00000117593.10,chr1,173857517,173858873,PAS,True,14,124
ENSG00000234741.7,chr1,173864075,173864256,IR,False,101,163
ENSG00000234741.7,chr1,173864304,173864483,IR,False,61,163
ENSG00000234741.7,chr1,173864506,173864674,IR,False,64,162
ENSG00000234741.7,chr1,173864704,173865228,IR,False,82,165
ENSG00000234741.7,chr1,173865282,173865470,IR,False,67,128
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,37,104
ENSG00000234741.7,chr1,173865547,173865856,IR,True,140,169
ENSG00000234741.7,chr1,173865894,173866176,IR,False,125,169
ENSG00000234741.7,chr1,173866206,173866527,IR,False,146,169
ENSG00000234741.7,chr1,173866567,173866760,IR,False,128,169
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,69,170
ENSG00000234741.7,chr1,173863900,173865547,PAS,True,148,169
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,203,246
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,52,244
ENSG00000069248.11,chr1,229440257,229442040,PAS,True,159,255
ENSG00000069248.11,chr1,229456846,229458296,PAS,True,180,255
ENSG00000069248.11,chr1,229465441,229465519,PAS,True,209,254
ENSG00000117697.14,chr1,212736972,212738686,PAS,True,14,137
ENSG00000117650.12,chr1,211663628,211667105,3AS,False,31,155
ENSG00000117650.12,chr1,211662771,211663652,PAS,True,33,159
ENSG00000117650.12,chr1,211662770,211663628,PAS,True,128,159
ENSG00000117525.13,chr1,94530596,94533089,ES,False,18,114
ENSG00000117525.13,chr1,94541536,94541851,TSS,True,14,126
ENSG00000188976.10,chr1,944800,945056,5AS,False,142,188
ENSG00000116237.15,chr1,6232119,6234885,ES,False,13,105
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,13,119
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,61,152
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,97,152
ENSG00000116809.11,chr1,15942420,15942528,3AS,False,98,110
ENSG00000116809.11,chr1,15946294,15948290,ES,True,14,100
ENSG00000157181.15,chr1,186388548,186389587,IR,True,134,149
ENSG00000157181.15,chr1,186399043,186406082,5AS,True,21,151
ENSG00000157181.15,chr1,186419008,186421375,PAS,True,17,157
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,138,211
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,114,211
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,116,129
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,14,127
ENSG00000116489.12,chr1,112669991,112672750,PAS,True,99,678
ENSG00000116489.12,chr1,112649417,112652479,PAS,True,591,669
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,23,132
ENSG00000153187.19,chr1,244858010,244861781,TSS,True,127,143
ENSG00000153187.19,chr1,244862618,244864513,TSS,True,101,144
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,333,483
ENSG00000162735.18,chr1,160283109,160285054,ES,False,26,252
ENSG00000163479.13,chr1,156020887,156020951,TSS,False,35,334
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,100,534
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,438,534
ENSG00000047410.13,chr1,186356449,186357396,IR,True,153,173
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,129,239
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,90,278
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,250,278
ENSG00000122417.15,chr1,86384801,86386914,ES,False,20,137
ENSG00000122417.15,chr1,86358387,86358891,PAS,True,84,165
ENSG00000122417.15,chr1,86370144,86371153,PAS,True,129,164
ENSG00000122417.15,chr1,86396032,86396352,TSS,True,19,173
ENSG00000117475.13,chr1,169386996,169389292,PAS,True,14,107
ENSG00000162627.16,chr1,98661911,98684884,ES,False,109,153
ENSG00000224870.6,chr1,1400249,1400604,5AS,True,13,104
ENSG00000224870.6,chr1,1400303,1400604,IR,False,91,109
ENSG00000224870.6,chr1,1399522,1399685,TSS,True,92,125
ENSG00000224870.6,chr1,1399521,1399689,TSS,True,90,125
ENSG00000224870.6,chr1,1399519,1400303,TSS,True,95,125
ENSG00000224870.6,chr1,1400604,1402040,PAS,False,19,125
ENSG00000188092.14,chr1,147943544,147943996,3AS,False,107,125
ENSG00000188092.14,chr1,147992710,147994163,PAS,True,18,130
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,88,176
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,88,115
ENSG00000160752.14,chr1,155308965,155310063,IR,False,88,101
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,57,237
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,198,237
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,47,155
ENSG00000066136.20,chr1,40709263,40709616,TSS,True,115,155
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,23,155
ENSG00000134255.13,chr1,111140196,111140307,TSS,False,27,119
ENSG00000134255.13,chr1,111138567,111139761,TSS,False,101,119
ENSG00000134255.13,chr1,111184190,111185179,PAS,True,22,119
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,24,125
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,259,331
ENSG00000067334.13,chr1,93873119,93873214,PAS,True,294,330
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,153,328
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,95,151
ENSG00000116729.13,chr1,68124864,68126335,PAS,True,63,150
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,68,132
ENSG00000178028.13,chr1,44213464,44213858,TSS,True,92,132
ENSG00000134240.11,chr1,119748376,119748841,PAS,True,86,769
ENSG00000198860.12,chr1,184054863,184072826,ES,False,30,116
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,122,151
ENSG00000126088.13,chr1,45013215,45013291,IR,False,111,153
ENSG00000126088.13,chr1,45013354,45013593,IR,False,111,145
ENSG00000126088.13,chr1,45013791,45013908,IR,False,96,153
ENSG00000126088.13,chr1,45014070,45014438,IR,False,100,154
ENSG00000126088.13,chr1,45014576,45014735,IR,False,119,156
ENSG00000126088.13,chr1,45014836,45014939,IR,False,131,154
ENSG00000126088.13,chr1,45015006,45015336,IR,False,117,153
ENSG00000126088.13,chr1,45015336,45015576,PAS,True,38,156
ENSG00000196505.10,chr1,117863486,117870616,PAS,True,36,153
ENSG00000143499.13,chr1,214281427,214314761,ES,False,16,110
ENSG00000143612.20,chr1,154212624,154214456,ES,False,82,427
ENSG00000143612.20,chr1,154214574,154220341,ES,False,123,411
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,17,159
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,139,461
ENSG00000131778.18,chr1,147285323,147288352,PAS,True,384,460
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,315,651
ENSG00000134644.15,chr1,30953981,30965981,ES,False,87,648
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,112,639
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,319,622
ENSG00000134644.15,chr1,30980166,30981311,3AS,False,270,303
ENSG00000134644.15,chr1,31007099,31028795,3AS,True,69,548
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,68,675
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,41,111
ENSG00000122484.8,chr1,92387010,92389839,PAS,True,25,105
ENSG00000122484.8,chr1,92323444,92324698,PAS,False,91,105
ENSG00000117335.19,chr1,207767195,207770320,ES,False,109,586
ENSG00000171793.14,chr1,41006094,41008658,ES,False,32,312
ENSG00000143742.12,chr1,225783368,225789239,ES,False,1431,1638
ENSG00000009307.15,chr1,114736855,114737962,ES,False,3424,3941
ENSG00000009307.15,chr1,114738072,114757924,ME,False,34,119
ENSG00000143493.12,chr1,211940310,211942111,PAS,True,32,177
ENSG00000143493.12,chr1,211951325,211952701,PAS,True,157,177
ENSG00000037637.10,chr1,16315435,16352254,ES,True,60,105
ENSG00000134717.17,chr1,52056379,52064824,ES,False,66,588
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,14,104
ENSG00000055732.12,chr1,85034251,85041009,ES,False,87,105
ENSG00000055732.12,chr1,85045362,85048395,ES,False,48,101
ENSG00000055732.12,chr1,85017800,85019257,PAS,True,38,114
ENSG00000055732.12,chr1,85023065,85026088,PAS,True,87,113
ENSG00000055732.12,chr1,85048395,85048932,TSS,True,12,114
ENSG00000116539.12,chr1,155562778,155562855,TSS,False,70,126
ENSG00000116539.12,chr1,155562152,155562788,TSS,True,105,126
ENSG00000116539.12,chr1,155563072,155563169,TSS,True,96,126
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,261,375
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,178,374
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,46,417
ENSG00000219481.10,chr1,16567178,16567351,PAS,True,125,142
ENSG00000219481.10,chr1,16574372,16574692,PAS,True,117,142
ENSG00000219481.10,chr1,16594002,16594661,PAS,True,115,132
ENSG00000219481.10,chr1,16613337,16613610,TSS,True,26,143
ENSG00000142687.17,chr1,35433489,35435081,PAS,True,66,108
ENSG00000142687.17,chr1,35451631,35451776,PAS,False,60,104
ENSG00000142687.17,chr1,35557206,35557434,TSS,True,54,109
ENSG00000142687.17,chr1,35557361,35557457,TSS,True,81,109
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,80,140
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,97,137
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,99,134
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,123,137
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,116,136
ENSG00000116754.13,chr1,70249951,70250048,PAS,True,114,135
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,134,174
ENSG00000116922.14,chr1,37689883,37690215,3AS,False,110,137
ENSG00000116922.14,chr1,37689883,37690333,5AS,False,20,137
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,52,182
ENSG00000116922.14,chr1,37692029,37692290,TSS,True,155,182
ENSG00000213281.4,chr1,114716657,114716775,TSS,False,13,109
ENSG00000058799.14,chr1,53852270,53860055,ES,False,65,172
ENSG00000058799.14,chr1,53888986,53889712,ES,False,141,171
ENSG00000196187.11,chr1,225865967,225866573,IR,True,92,117
ENSG00000196187.11,chr1,225866682,225867111,IR,True,85,116
ENSG00000196187.11,chr1,225867163,225867887,IR,True,113,132
ENSG00000196187.11,chr1,225845518,225846932,PAS,True,72,165
ENSG00000196187.11,chr1,225858344,225860997,PAS,True,105,151
ENSG00000196187.11,chr1,225882303,225883295,TSS,False,47,165
ENSG00000000460.16,chr1,169803309,169804111,3AS,False,13,116
