gene,chr,start,end,splice_type,novel,WTC11_ENCFF373TKM_in_cov,WTC11_ENCFF373TKM_total_cov
ENSG00000050165.17,chr11,12009171,12009385,TSS,False,52,101
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,79,101
ENSG00000050165.17,chr11,12008869,12009151,TSS,True,85,101
ENSG00000133818.13,chr11,14358762,14359188,TSS,True,90,343
ENSG00000133818.13,chr11,14341809,14342358,TSS,False,293,343
ENSG00000011405.13,chr11,17207847,17208379,TSS,True,90,253
ENSG00000162231.13,chr11,62798575,62800376,IR,False,94,107
ENSG00000175274.18,chr11,44950676,44950902,TSS,True,102,200
ENSG00000175274.18,chr11,44950876,44951044,TSS,False,137,200
ENSG00000149532.15,chr11,61416519,61419948,5AS,False,184,312
ENSG00000149532.15,chr11,61429913,61430024,TSS,True,60,341
ENSG00000254986.7,chr11,66480465,66482195,3AS,False,140,234
ENSG00000254986.7,chr11,66480015,66480465,TSS,True,51,285
ENSG00000110395.6,chr11,119206083,119206612,TSS,True,105,156
ENSG00000109854.13,chr11,20363696,20363749,TSS,False,73,102
ENSG00000109854.13,chr11,20363724,20363912,TSS,True,55,102
ENSG00000109854.13,chr11,20363703,20363798,TSS,False,86,102
ENSG00000110075.14,chr11,68460827,68519500,ES,False,387,605
ENSG00000110075.14,chr11,68505249,68519500,5AS,False,43,199
ENSG00000110075.14,chr11,68576043,68587926,ES,False,225,565
ENSG00000110075.14,chr11,68460702,68460827,TSS,True,139,752
ENSG00000174915.11,chr11,450165,450637,TSS,True,18,165
ENSG00000166086.12,chr11,134069013,134069159,TSS,True,20,161
ENSG00000184281.14,chr11,2400537,2400798,TSS,True,30,105
ENSG00000184281.14,chr11,2400753,2402147,TSS,False,88,105
ENSG00000110321.16,chr11,10806047,10808704,ME,False,73,114
ENSG00000110321.16,chr11,10806047,10807254,3AS,True,75,107
ENSG00000172732.11,chr11,65863721,65863803,IR,False,89,115
ENSG00000172732.11,chr11,65864815,65865114,3AS,False,28,116
ENSG00000172732.11,chr11,65865894,65865985,IR,False,112,127
ENSG00000172732.11,chr11,65865985,65866444,PAS,True,16,128
ENSG00000175229.6,chr11,66043677,66049010,ES,True,12,116
ENSG00000172273.12,chr11,119121485,119121639,TSS,True,15,103
ENSG00000166441.12,chr11,8682731,8682816,TSS,False,39,280
ENSG00000175115.11,chr11,66070032,66070842,TSS,True,25,173
ENSG00000120451.10,chr11,130914265,130916489,TSS,True,17,132
ENSG00000110330.8,chr11,102348764,102349877,IR,False,18,146
ENSG00000070047.11,chr11,581597,581961,5AS,True,18,108
ENSG00000070047.11,chr11,581606,581964,3AS,False,33,123
ENSG00000070047.11,chr11,605300,605607,3AS,False,19,172
ENSG00000070047.11,chr11,576092,576592,TSS,True,56,202
ENSG00000070047.11,chr11,607228,609720,TSS,True,177,202
ENSG00000166313.18,chr11,6418984,6419177,TSS,True,19,189
ENSG00000137497.17,chr11,72035975,72069841,ES,False,88,104
ENSG00000137497.17,chr11,72012894,72016085,TSS,True,194,306
ENSG00000137497.17,chr11,72080457,72080693,TSS,True,218,306
ENSG00000134574.11,chr11,47215263,47216335,IR,False,90,103
ENSG00000134574.11,chr11,47214931,47215263,TSS,True,21,111
ENSG00000134574.11,chr11,47214933,47216472,TSS,True,98,111
ENSG00000156599.10,chr11,57667846,57668187,TSS,True,64,461
ENSG00000149269.9,chr11,77323360,77332729,ES,False,585,678
ENSG00000149269.9,chr11,77392538,77411773,3AS,True,31,258
ENSG00000149269.9,chr11,77473551,77474352,TSS,True,355,693
ENSG00000149269.9,chr11,77411773,77412075,TSS,True,432,693
ENSG00000142186.16,chr11,65536750,65537036,3AS,False,119,336
ENSG00000110713.16,chr11,3753408,3760538,5AS,False,204,240
ENSG00000110713.16,chr11,3675008,3676376,PAS,True,37,335
ENSG00000110713.16,chr11,3711556,3712728,PAS,True,266,300
ENSG00000110713.16,chr11,3797399,3797565,TSS,True,100,336
ENSG00000132749.10,chr11,68707439,68708500,PAS,True,78,105
ENSG00000132749.10,chr11,68751419,68751525,TSS,True,70,106
ENSG00000132749.10,chr11,68750189,68751360,TSS,True,45,106
ENSG00000110057.7,chr11,68003947,68004141,TSS,True,22,123
ENSG00000174996.11,chr11,66257871,66258583,3AS,False,170,219
ENSG00000174996.11,chr11,66257650,66257871,TSS,True,46,266
ENSG00000137509.10,chr11,82900234,82900506,TSS,True,14,109
ENSG00000165458.13,chr11,72223960,72224779,5AS,True,69,113
ENSG00000165458.13,chr11,72228847,72229089,3AS,True,186,218
ENSG00000165458.13,chr11,72223854,72223960,TSS,False,230,300
ENSG00000165458.13,chr11,72223503,72224184,TSS,True,249,300
ENSG00000165458.13,chr11,72223380,72225166,TSS,True,236,300
ENSG00000170242.17,chr11,11842224,11884466,ES,False,27,149
ENSG00000170242.17,chr11,11841310,11842224,TSS,True,17,167
ENSG00000176102.12,chr11,33084487,33085289,PAS,True,23,133
ENSG00000176102.12,chr11,33139346,33141762,PAS,True,103,119
ENSG00000176102.12,chr11,33161298,33161504,TSS,True,17,134
ENSG00000173621.8,chr11,66857296,66857734,IR,True,38,194
ENSG00000173621.8,chr11,66856556,66859093,TSS,True,54,209
ENSG00000173621.8,chr11,66856565,66857296,TSS,False,165,209
ENSG00000173153.13,chr11,64305280,64305736,TSS,True,53,176
ENSG00000173153.13,chr11,64305879,64306448,TSS,False,156,176
ENSG00000182934.11,chr11,126268687,126268930,TSS,True,41,278
ENSG00000177030.16,chr11,694758,696635,TSS,False,40,295
ENSG00000162337.11,chr11,68312438,68312805,TSS,True,42,140
ENSG00000185238.12,chr11,20387526,20387774,TSS,False,30,199
ENSG00000142082.14,chr11,216718,218831,5AS,False,93,106
ENSG00000142082.14,chr11,236047,236354,TSS,True,40,106
ENSG00000142082.14,chr11,233342,236357,TSS,True,93,106
ENSG00000142082.14,chr11,236193,236373,TSS,True,87,106
ENSG00000177830.17,chr11,884169,899339,ES,False,57,214
ENSG00000177830.17,chr11,904859,910774,ES,False,125,159
ENSG00000177830.17,chr11,910774,910894,TSS,True,66,225
ENSG00000177830.17,chr11,904705,904864,TSS,True,185,225
ENSG00000166261.10,chr11,123729825,123730490,5AS,True,33,106
ENSG00000166261.10,chr11,123730985,123741548,ES,False,27,109
ENSG00000166261.10,chr11,123741548,123741710,TSS,True,28,144
ENSG00000149554.12,chr11,125625680,125626012,TSS,True,51,119
ENSG00000149554.12,chr11,125626007,125626642,TSS,True,91,119
ENSG00000149554.12,chr11,125655224,125657152,PAS,True,37,115
ENSG00000149554.12,chr11,125675927,125676257,PAS,False,88,119
ENSG00000149136.8,chr11,57335729,57335892,TSS,False,174,787
ENSG00000020922.12,chr11,94492906,94493790,5AS,False,39,103
ENSG00000020922.12,chr11,94493790,94493889,TSS,True,78,118
ENSG00000020922.12,chr11,94493683,94493874,TSS,True,55,118
ENSG00000149809.14,chr11,65111981,65112514,5AS,False,29,169
ENSG00000149809.14,chr11,65112865,65113219,IR,False,150,171
ENSG00000149809.14,chr11,65111854,65112067,TSS,True,46,186
ENSG00000149809.14,chr11,65111861,65111981,TSS,False,157,186
ENSG00000168092.13,chr11,117144280,117144418,TSS,True,53,491
ENSG00000132256.18,chr11,5663227,5665395,PAS,True,11,100
ENSG00000132256.18,chr11,5684867,5685084,TSS,True,48,104
ENSG00000132256.18,chr11,5685015,5685109,TSS,True,66,104
ENSG00000067048.16,chrY,12914982,12915066,IR,True,303,343
ENSG00000067048.16,chrY,12904810,12904981,TSS,True,143,398
ENSG00000067048.16,chrY,12905699,12905815,TSS,False,311,398
ENSG00000012817.15,chrY,19709578,19710375,3AS,True,32,104
ENSG00000012817.15,chrY,19744670,19744951,TSS,True,38,118
ENSG00000131002.11,chrY,19567329,19567570,TSS,True,106,128
ENSG00000131002.11,chrY,19567328,19567482,TSS,True,83,128
ENSG00000131002.11,chrY,19603796,19609844,PAS,True,41,118
ENSG00000129824.15,chrY,2841567,2841627,TSS,False,56,190
ENSG00000129824.15,chrY,2851881,2854771,TSS,True,164,190
ENSG00000214046.8,chr19,16630729,16631724,PAS,True,81,103
ENSG00000214046.8,chr19,16644142,16647261,PAS,True,41,101
ENSG00000214046.8,chr19,16645664,16646800,PAS,True,83,101
ENSG00000115286.19,chr19,1393330,1395390,IR,False,157,191
ENSG00000115286.19,chr19,1395390,1395589,PAS,True,38,195
ENSG00000115286.19,chr19,1393241,1395589,PAS,True,162,195
ENSG00000182087.13,chr19,1011195,1011366,IR,False,699,951
ENSG00000182087.13,chr19,1011612,1011740,3AS,False,213,885
ENSG00000182087.13,chr19,1011612,1011740,IR,False,213,304
ENSG00000182087.13,chr19,1011663,1011740,IR,False,672,763
ENSG00000182087.13,chr19,1012188,1012462,IR,False,572,965
ENSG00000088247.17,chr19,6414120,6415140,IR,True,68,324
ENSG00000088247.17,chr19,6415457,6415608,5AS,False,33,315
ENSG00000088247.17,chr19,6413102,6415301,PAS,True,70,326
ENSG00000088247.17,chr19,6413101,6414120,PAS,True,257,326
ENSG00000088247.17,chr19,6424452,6424852,TSS,True,161,326
ENSG00000105185.11,chr19,32582232,32584949,IR,True,120,139
ENSG00000127452.8,chr19,9811717,9818544,ES,False,106,127
ENSG00000127452.8,chr19,9818617,9818753,5AS,False,29,114
ENSG00000127452.8,chr19,9818753,9819049,TSS,True,105,134
ENSG00000127452.8,chr19,9818727,9819103,TSS,True,46,134
ENSG00000076826.9,chr19,7606571,7608125,ES,False,71,130
ENSG00000076826.9,chr19,7611586,7611737,3AS,True,23,138
ENSG00000076826.9,chr19,7595820,7596150,TSS,False,17,152
ENSG00000104907.12,chr19,13105396,13105486,IR,False,156,215
ENSG00000104907.12,chr19,13109838,13110157,ES,False,33,205
ENSG00000104907.12,chr19,13112817,13112908,5AS,False,22,203
ENSG00000104907.12,chr19,13116652,13118797,TSS,False,56,220
ENSG00000104907.12,chr19,13116145,13116743,TSS,False,190,220
ENSG00000166398.12,chr19,34253668,34254614,TSS,True,30,106
ENSG00000166398.12,chr19,34299675,34300968,TSS,True,94,106
ENSG00000257103.8,chr19,34221738,34227364,ES,False,364,542
ENSG00000104825.16,chr19,38900211,38905070,3AS,False,16,135
ENSG00000104825.16,chr19,38908730,38908894,PAS,True,100,143
ENSG00000104825.16,chr19,38907398,38908894,PAS,True,42,142
ENSG00000231205.11,chr19,20409024,20424785,3AS,False,32,186
ENSG00000231205.11,chr19,20409028,20424785,3AS,True,19,154
ENSG00000231205.11,chr19,20392459,20399038,PAS,True,60,198
ENSG00000231205.11,chr19,20404962,20406132,PAS,True,159,198
ENSG00000104835.14,chr19,38917833,38917920,IR,False,169,191
ENSG00000104835.14,chr19,38921667,38922237,IR,False,158,189
ENSG00000064545.14,chr19,19121421,19121524,IR,False,97,113
ENSG00000064545.14,chr19,19138425,19138493,TSS,True,14,122
ENSG00000130402.11,chr19,38647605,38647907,TSS,True,23,107
ENSG00000129353.14,chr19,10642451,10643278,3AS,False,326,428
ENSG00000129353.14,chr19,10643021,10643278,IR,False,30,141
ENSG00000129353.14,chr19,10602416,10602561,TSS,True,330,474
ENSG00000129353.14,chr19,10625460,10625670,TSS,True,204,474
ENSG00000129353.14,chr19,10643278,10644560,PAS,True,111,468
ENSG00000129353.14,chr19,10642896,10644559,PAS,True,366,468
ENSG00000063177.12,chr19,48619140,48619191,TSS,True,58,313
ENSG00000170906.15,chr19,54106011,54106810,ES,False,104,119
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,16,124
ENSG00000126254.11,chr19,35631405,35633097,ES,True,117,131
ENSG00000126254.11,chr19,35631405,35633097,3AS,False,117,280
ENSG00000170949.17,chr19,53075183,53086261,ES,True,28,144
ENSG00000170949.17,chr19,53085218,53086261,ES,True,68,113
ENSG00000170949.17,chr19,53086321,53091636,ES,False,44,120
ENSG00000170949.17,chr19,53103264,53103480,TSS,True,21,177
ENSG00000254004.6,chr19,36515699,36528218,ES,True,12,100
ENSG00000254004.6,chr19,36528218,36528683,TSS,True,15,117
ENSG00000169169.14,chr19,49691340,49692238,ES,False,85,217
ENSG00000169169.14,chr19,49704787,49705039,3AS,False,35,230
ENSG00000169169.14,chr19,49705114,49705213,IR,False,168,225
ENSG00000160113.5,chr19,17244942,17245938,TSS,False,126,532
ENSG00000160113.5,chr19,17235498,17236042,TSS,True,417,531
ENSG00000065000.17,chr19,2112931,2113335,3AS,False,238,348
ENSG00000065000.17,chr19,2151238,2151618,TSS,True,124,403
ENSG00000123815.11,chr19,40705181,40705324,IR,False,98,109
ENSG00000123815.11,chr19,40716861,40717250,TSS,False,79,128
ENSG00000123815.11,chr19,40716586,40716909,TSS,True,100,128
ENSG00000167685.14,chr19,56158602,56159626,3AS,False,75,185
ENSG00000167685.14,chr19,56141167,56141357,TSS,True,58,191
ENSG00000167685.14,chr19,56144005,56146420,TSS,True,165,191
ENSG00000167685.14,chr19,56159623,56160893,PAS,True,76,186
ENSG00000167685.14,chr19,56159626,56160893,PAS,True,111,186
ENSG00000105223.19,chr19,40348768,40365717,3AS,False,56,224
ENSG00000105223.19,chr19,40348768,40366418,ES,False,28,271
ENSG00000105223.19,chr19,40365585,40366418,5AS,False,21,185
ENSG00000105223.19,chr19,40348542,40348768,TSS,True,519,799
ENSG00000105223.19,chr19,40364079,40365930,TSS,False,356,799
ENSG00000160953.15,chr19,1355020,1356323,5AS,False,168,263
ENSG00000160953.15,chr19,1357094,1358393,IR,False,250,294
ENSG00000160953.15,chr19,1358464,1360135,ES,False,243,288
ENSG00000160953.15,chr19,1354922,1355020,TSS,False,154,330
ENSG00000160953.15,chr19,1354944,1355135,TSS,True,228,330
ENSG00000125505.16,chr19,54178941,54180772,IR,True,303,416
ENSG00000125505.16,chr19,54173410,54174431,PAS,True,68,427
ENSG00000125505.16,chr19,54177900,54181133,PAS,True,354,411
ENSG00000125505.16,chr19,54189337,54189735,TSS,False,44,430
ENSG00000104852.14,chr19,49107712,49107821,3AS,False,171,599
ENSG00000104852.14,chr19,49085154,49085636,TSS,True,71,616
ENSG00000104852.14,chr19,49107794,49108613,PAS,True,174,602
ENSG00000104852.14,chr19,49107821,49108613,PAS,True,431,602
ENSG00000074181.8,chr19,15181801,15184905,ES,False,31,148
ENSG00000074181.8,chr19,15200787,15201001,TSS,True,197,305
ENSG00000088038.18,chr19,54137993,54142928,3AS,False,272,343
ENSG00000088038.18,chr19,54144332,54145597,3AS,False,290,363
ENSG00000088038.18,chr19,54155308,54155707,PAS,True,47,381
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,244,440
ENSG00000180448.10,chr19,1067149,1067495,TSS,True,140,162
ENSG00000180448.10,chr19,1071176,1071358,TSS,False,67,162
ENSG00000104973.17,chr19,49818276,49818475,TSS,True,21,190
ENSG00000104973.17,chr19,49836846,49836981,PAS,True,55,186
ENSG00000104973.17,chr19,49838579,49840384,PAS,False,137,186
ENSG00000123136.14,chr19,14409873,14410215,IR,False,344,391
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,507,868
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,254,874
ENSG00000142039.3,chr19,41310152,41310356,TSS,False,20,111
ENSG00000172009.14,chr19,2785484,2785678,TSS,True,62,472
ENSG00000099622.13,chr19,1272051,1272426,IR,False,206,253
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,41,291
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,115,281
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,221,289
ENSG00000130332.14,chr19,2328560,2328595,TSS,False,42,167
ENSG00000130332.14,chr19,2328386,2328567,TSS,True,127,167
ENSG00000130175.9,chr19,11435706,11436040,5AS,False,366,407
ENSG00000130175.9,chr19,11447597,11447692,5AS,False,234,352
ENSG00000130175.9,chr19,11447618,11447722,3AS,False,87,206
ENSG00000130175.9,chr19,11435604,11435706,TSS,True,89,454
ENSG00000196235.13,chr19,39445562,39445637,TSS,True,124,189
ENSG00000196235.13,chr19,39445632,39445965,TSS,True,157,189
ENSG00000130733.10,chr19,10923174,10923271,3AS,False,120,143
ENSG00000130733.10,chr19,10928440,10928584,5AS,False,16,132
ENSG00000130733.10,chr19,10922184,10923174,PAS,False,23,143
ENSG00000130733.10,chr19,10922185,10923191,PAS,True,120,143
ENSG00000130733.10,chr19,10928510,10928671,TSS,True,28,145
ENSG00000130733.10,chr19,10928584,10928690,TSS,True,129,145
ENSG00000227500.9,chr19,1905355,1905439,TSS,True,15,145
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,167,963
ENSG00000105556.11,chr19,334542,344773,ES,False,18,138
ENSG00000105556.11,chr19,344773,344823,TSS,True,47,189
ENSG00000105173.13,chr19,29812152,29812688,ES,True,25,179
ENSG00000105173.13,chr19,29812776,29812977,3AS,False,26,185
ENSG00000105173.13,chr19,29821817,29822239,ES,False,29,186
ENSG00000130255.12,chr19,5690266,5690327,TSS,False,61,495
ENSG00000183207.13,chr19,48993533,48993923,TSS,True,91,505
ENSG00000178980.14,chr19,47778284,47778814,TSS,True,28,266
ENSG00000105402.7,chr19,47495596,47514842,ES,False,20,196
ENSG00000132024.17,chr19,13919939,13920556,5AS,True,31,122
ENSG00000132024.17,chr19,13919951,13920559,3AS,True,21,112
ENSG00000132024.17,chr19,13928030,13928126,3AS,False,17,161
ENSG00000132024.17,chr19,13906190,13906501,TSS,True,18,169
ENSG00000171649.11,chr19,57583570,57584389,TSS,True,118,165
ENSG00000171649.11,chr19,57584120,57584612,TSS,True,70,165
ENSG00000130726.11,chr19,58544064,58545097,TSS,True,326,2272
ENSG00000126247.10,chr19,36140035,36140157,TSS,False,56,151
ENSG00000126247.10,chr19,36140093,36141220,TSS,True,116,151
ENSG00000104880.17,chr19,7395247,7440343,3AS,False,122,140
ENSG00000104880.17,chr19,7470315,7470536,IR,True,23,179
ENSG00000104880.17,chr19,7395082,7395247,TSS,True,48,189
ENSG00000104880.17,chr19,7470125,7472485,PAS,True,30,181
ENSG00000104880.17,chr19,7470536,7472485,PAS,False,158,181
ENSG00000087088.19,chr19,48954962,48955547,IR,False,253,285
ENSG00000087088.19,chr19,48960914,48961531,IR,False,253,325
ENSG00000087088.19,chr19,48954855,48954962,TSS,False,82,358
ENSG00000087088.19,chr19,48961531,48961799,PAS,True,99,352
ENSG00000087088.19,chr19,48960809,48961798,PAS,True,277,349
ENSG00000126453.9,chr19,49666799,49668850,ES,False,27,148
ENSG00000125753.13,chr19,45522581,45522720,3AS,True,77,362
ENSG00000125753.13,chr19,45523695,45523843,3AS,True,43,364
ENSG00000064607.16,chr19,18991149,18994365,ES,False,276,332
ENSG00000064607.16,chr19,18993740,18994365,IR,False,102,141
ENSG00000064607.16,chr19,18994486,18995143,IR,False,355,398
ENSG00000064607.16,chr19,18990886,18991149,PAS,True,120,467
ENSG00000064607.16,chr19,18990887,18993740,PAS,True,381,436
ENSG00000064607.16,chr19,19033436,19033580,TSS,True,99,467
ENSG00000177051.5,chr19,45730848,45730924,TSS,False,43,138
ENSG00000130844.17,chr19,53520690,53522084,TSS,True,76,226
ENSG00000130844.17,chr19,53538093,53538296,TSS,False,188,212
ENSG00000130299.16,chr19,17338741,17338953,IR,True,137,154
ENSG00000130299.16,chr19,17339026,17339122,IR,False,142,158
ENSG00000130299.16,chr19,17339599,17341043,IR,True,109,125
ENSG00000130299.16,chr19,17339599,17341106,3AS,False,35,144
ENSG00000130299.16,chr19,17337540,17337664,TSS,True,44,169
ENSG00000130299.16,chr19,17336678,17338255,TSS,True,148,169
ENSG00000123159.15,chr19,14491743,14496036,ES,False,130,259
ENSG00000071564.14,chr19,1609599,1611703,3AS,False,37,120
ENSG00000071564.14,chr19,1611369,1611703,IR,False,178,652
ENSG00000071564.14,chr19,1619471,1619779,3AS,False,87,736
ENSG00000071564.14,chr19,1627426,1646354,ES,False,75,681
ENSG00000071564.14,chr19,1609290,1610500,PAS,True,691,768
ENSG00000071564.14,chr19,1609291,1611369,PAS,True,590,768
ENSG00000071564.14,chr19,1609290,1611849,PAS,True,293,767
ENSG00000071564.14,chr19,1652299,1652646,TSS,True,131,794
ENSG00000090661.11,chr19,8209494,8251075,ES,False,24,108
ENSG00000090661.11,chr19,8209141,8209494,TSS,True,19,171
ENSG00000213024.11,chr19,49909884,49929325,ES,False,196,291
ENSG00000213024.11,chr19,49909884,49929349,5AS,True,37,332
ENSG00000213024.11,chr19,49929325,49929539,TSS,True,143,434
ENSG00000213024.11,chr19,49929349,49929504,TSS,True,376,434
ENSG00000168813.16,chr19,32345609,32345783,TSS,True,44,100
ENSG00000186111.9,chr19,3633169,3638883,ES,False,84,190
ENSG00000186111.9,chr19,3700296,3700518,TSS,True,37,216
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,143,491
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,424,491
ENSG00000204673.10,chr19,49876602,49877343,TSS,True,56,123
ENSG00000204673.10,chr19,49877024,49877321,TSS,True,106,123
ENSG00000204673.10,chr19,49872916,49874116,TSS,True,109,123
ENSG00000204673.10,chr19,49877236,49877399,TSS,False,110,123
ENSG00000121413.12,chr19,58098173,58098251,TSS,True,60,103
ENSG00000121413.12,chr19,58098114,58098254,TSS,True,73,103
ENSG00000167491.17,chr19,19406019,19465344,ES,True,122,136
ENSG00000167491.17,chr19,19406019,19465344,3AS,True,122,514
ENSG00000167491.17,chr19,19385620,19386138,TSS,True,624,723
ENSG00000167491.17,chr19,19405666,19406019,TSS,True,192,723
ENSG00000185236.11,chr19,8402565,8403412,IR,True,389,455
ENSG00000185236.11,chr19,8403412,8404442,PAS,False,66,455
ENSG00000185236.11,chr19,8402484,8404434,PAS,True,389,455
ENSG00000099331.13,chr19,17202303,17202844,3AS,False,81,148
ENSG00000099331.13,chr19,17211774,17211894,IR,False,48,132
ENSG00000099331.13,chr19,17211786,17211894,IR,False,19,103
ENSG00000099331.13,chr19,17075727,17075874,TSS,True,64,174
ENSG00000099331.13,chr19,17211894,17213294,PAS,True,103,170
ENSG00000099331.13,chr19,17211646,17213295,PAS,True,85,168
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,421,1174
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,135,1204
ENSG00000126261.12,chr19,34428570,34430575,ES,False,326,370
ENSG00000105486.13,chr19,48151336,48153871,3AS,False,91,366
ENSG00000105486.13,chr19,48170240,48170649,TSS,True,57,426
ENSG00000063245.14,chr19,55692796,55692953,3AS,False,164,367
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,39,371
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,1066,7372
ENSG00000179134.15,chr19,39342576,39354005,ES,False,418,484
ENSG00000179134.15,chr19,39342576,39356688,ES,False,216,704
ENSG00000179134.15,chr19,39383291,39383498,IR,True,533,730
ENSG00000179134.15,chr19,39383291,39383707,IR,True,46,243
ENSG00000179134.15,chr19,39342359,39342576,TSS,True,102,813
ENSG00000179134.15,chr19,39383498,39385704,PAS,False,247,784
ENSG00000179134.15,chr19,39383207,39385703,PAS,True,587,783
ENSG00000105088.8,chr19,9936303,9936558,TSS,True,32,271
ENSG00000105063.18,chr19,55258434,55259063,TSS,False,88,595
ENSG00000213023.10,chr19,50637426,50639024,3AS,False,123,165
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,162,1398
ENSG00000130803.14,chr19,9156748,9157267,IR,False,156,175
ENSG00000130803.14,chr19,9157394,9158825,ES,False,34,182
ENSG00000130803.14,chr19,9140364,9140592,TSS,True,27,202
ENSG00000130204.12,chr19,44891314,44891406,IR,False,671,876
ENSG00000130204.12,chr19,44891314,44891409,3AS,False,177,848
ENSG00000130204.12,chr19,44891314,44891409,IR,False,177,382
ENSG00000130204.12,chr19,44891224,44891689,TSS,True,879,1085
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,237,1085
ENSG00000099821.13,chr19,633424,633565,TSS,False,144,836
ENSG00000104872.10,chr19,49448062,49449474,IR,True,152,170
ENSG00000105341.18,chr19,41432408,41433271,IR,False,119,166
ENSG00000105341.18,chr19,41433673,41438217,ES,False,23,163
ENSG00000105341.18,chr19,41431316,41432408,PAS,True,50,171
ENSG00000105341.18,chr19,41431317,41433434,PAS,True,124,171
ENSG00000105341.18,chr19,41439881,41439939,TSS,True,24,175
ENSG00000105127.8,chr19,15373340,15373785,IR,True,141,162
ENSG00000105127.8,chr19,15379712,15379836,TSS,True,42,189
ENSG00000249115.8,chr19,35613792,35613867,IR,False,110,126
ENSG00000249115.8,chr19,35619758,35620011,IR,False,108,135
ENSG00000188493.14,chr19,40740854,40741439,PAS,True,84,104
ENSG00000188493.14,chr19,40740855,40742770,PAS,True,34,102
ENSG00000188493.14,chr19,40749480,40751867,TSS,True,27,104
ENSG00000188493.14,chr19,40750284,40751831,TSS,True,84,104
ENSG00000198858.9,chr19,913086,913221,TSS,True,31,260
ENSG00000104812.14,chr19,48992994,48993352,TSS,True,37,195
ENSG00000160410.14,chr19,40576841,40576985,TSS,True,51,301
ENSG00000160410.14,chr19,40577089,40577284,TSS,True,268,301
ENSG00000104774.12,chr19,12666542,12666762,TSS,True,14,107
ENSG00000063176.15,chr19,48628277,48628680,IR,True,95,111
ENSG00000063176.15,chr19,48619253,48619543,TSS,False,92,120
ENSG00000063176.15,chr19,48624380,48625076,TSS,True,90,120
ENSG00000063176.15,chr19,48619535,48619689,TSS,True,92,120
ENSG00000063176.15,chr19,48628680,48630706,PAS,True,21,117
ENSG00000063176.15,chr19,48628161,48630406,PAS,True,99,117
ENSG00000051128.18,chr19,18939049,18941192,5AS,True,24,100
ENSG00000051128.18,chr19,18941050,18941274,TSS,True,32,108
ENSG00000051128.18,chr19,18941192,18941283,TSS,False,84,108
ENSG00000196961.12,chr19,49766954,49767200,TSS,True,89,376
ENSG00000031823.14,chr19,5928087,5931418,5AS,False,132,290
ENSG00000031823.14,chr19,5941835,5957917,ES,False,233,260
ENSG00000031823.14,chr19,5978060,5978305,TSS,True,33,310
ENSG00000130816.15,chr19,10136287,10137084,5AS,True,528,621
ENSG00000130816.15,chr19,10177367,10180349,ES,False,379,482
ENSG00000130816.15,chr19,10194819,10195110,TSS,True,165,623
ENSG00000105705.15,chr19,19320462,19321167,TSS,True,15,147
ENSG00000160336.14,chr19,53432028,53446226,ES,True,47,125
ENSG00000160336.14,chr19,53432028,53447195,ES,True,41,178
ENSG00000160336.14,chr19,53449638,53454649,ES,True,152,193
ENSG00000160336.14,chr19,53431937,53432028,TSS,False,35,216
ENSG00000105287.12,chr19,46716130,46717107,TSS,True,78,147
ENSG00000105287.12,chr19,46716814,46717096,TSS,True,122,147
ENSG00000105287.12,chr19,46716950,46717102,TSS,True,129,147
ENSG00000141934.9,chr19,291284,291410,TSS,True,42,150
ENSG00000141934.9,chr19,290951,291222,TSS,False,134,150
ENSG00000105255.10,chr19,4310596,4311841,IR,True,147,170
ENSG00000105255.10,chr19,4304597,4304761,TSS,True,30,181
ENSG00000071626.16,chr19,1418731,1421150,3AS,False,113,526
ENSG00000071626.16,chr19,1432690,1434739,3AS,False,104,543
ENSG00000071626.16,chr19,1407459,1407802,TSS,True,62,575
ENSG00000071626.16,chr19,1434736,1435687,PAS,True,120,565
ENSG00000071626.16,chr19,1434739,1435686,PAS,True,451,565
ENSG00000213096.10,chr19,24033382,24033621,TSS,False,76,119
ENSG00000213096.10,chr19,24087151,24087337,TSS,True,58,119
ENSG00000011243.17,chr19,15397855,15398629,IR,True,108,173
ENSG00000011243.17,chr19,15397855,15399301,ES,False,310,386
ENSG00000011243.17,chr19,15397855,15399301,5AS,False,310,345
ENSG00000011243.17,chr19,15397855,15399301,IR,True,310,363
ENSG00000011243.17,chr19,15398703,15399301,IR,False,17,105
ENSG00000011243.17,chr19,15398766,15399301,IR,False,66,154
ENSG00000011243.17,chr19,15399410,15400294,IR,True,416,475
