gene,chr,start,end,splice_type,novel,adrenal_gland_ENCFF791WUV_in_cov,adrenal_gland_ENCFF791WUV_total_cov
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,128,489
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,394,494
ENSG00000104833.11,chr19,6502155,6502350,TSS,True,29,160
ENSG00000011600.11,chr19,35908167,35908307,TSS,True,16,100
ENSG00000011600.11,chr19,35908174,35908291,TSS,True,85,100
ENSG00000172081.13,chr19,2096225,2096335,TSS,True,18,147
ENSG00000125734.15,chr19,6737456,6737625,TSS,True,90,339
ENSG00000125734.15,chr19,6736989,6737305,TSS,True,286,339
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,28,194
ENSG00000005007.12,chr19,18831904,18832440,TSS,True,38,108
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,221,255
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,44,265
ENSG00000198258.10,chr19,9827900,9828064,TSS,True,231,265
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,129,169
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,57,169
ENSG00000125733.17,chr19,6744994,6746451,ES,False,104,124
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,17,144
ENSG00000142453.11,chr19,10921127,10921614,ES,False,84,107
ENSG00000130203.9,chr19,44905408,44905841,TSS,False,841,6951
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,64,627
ENSG00000105397.13,chr19,10353646,10354041,IR,True,133,166
ENSG00000105397.13,chr19,10380379,10380645,TSS,True,40,177
ENSG00000125648.14,chr19,6440061,6442159,PAS,True,54,164
ENSG00000104915.14,chr19,13144486,13144576,IR,False,116,129
ENSG00000104915.14,chr19,13149897,13150138,IR,False,85,131
ENSG00000104915.14,chr19,13144057,13144486,PAS,True,15,131
ENSG00000104915.14,chr19,13150138,13150374,TSS,True,48,132
ENSG00000104915.14,chr19,13149727,13150371,TSS,True,86,132
ENSG00000170892.10,chr19,54190220,54190450,TSS,True,281,333
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,88,333
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,15,106
ENSG00000032444.16,chr19,7551437,7553874,3AS,False,103,169
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,117,179
ENSG00000032444.16,chr19,7534139,7534239,TSS,True,143,179
ENSG00000032444.16,chr19,7534716,7534902,TSS,True,154,179
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,94,149
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,40,155
ENSG00000130511.15,chr19,18433300,18433613,TSS,True,137,155
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,33,104
ENSG00000105401.8,chr19,10395343,10395434,IR,False,255,300
ENSG00000197256.10,chr19,11197484,11197587,TSS,True,39,113
ENSG00000099797.14,chr19,14529263,14529711,TSS,True,61,439
ENSG00000099797.14,chr19,14563431,14564097,TSS,True,387,438
ENSG00000127663.14,chr19,4969104,4969230,TSS,True,32,103
ENSG00000127663.14,chr19,5151334,5153602,PAS,True,35,100
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,82,511
ENSG00000105538.9,chr19,48740520,48740611,TSS,False,28,111
ENSG00000105058.11,chr19,16185516,16185623,IR,False,133,153
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,22,155
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,135,155
ENSG00000126457.21,chr19,49677316,49680486,ES,False,176,209
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,46,299
ENSG00000099783.11,chr19,8465362,8465479,IR,False,92,270
ENSG00000099783.11,chr19,8474244,8485602,ES,False,40,270
ENSG00000064932.15,chr19,1174171,1174286,TSS,True,95,127
ENSG00000064932.15,chr19,1132089,1132322,TSS,False,86,126
ENSG00000064932.15,chr19,1168693,1169202,TSS,False,110,127
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,34,108
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,54,128
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,95,129
ENSG00000154473.17,chr10,123162611,123165365,PAS,True,108,128
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,474,538
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,130,538
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,72,445
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,382,445
ENSG00000107798.17,chr10,89251736,89251918,TSS,True,22,181
ENSG00000108179.13,chr10,79347429,79347743,TSS,True,43,380
ENSG00000123240.16,chr10,13100302,13109111,ES,False,198,227
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,50,237
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,28,257
ENSG00000156521.13,chr10,70145420,70146678,TSS,True,34,157
ENSG00000119950.20,chr10,110225977,110226283,TSS,True,55,134
ENSG00000119950.20,chr10,110207575,110208082,TSS,True,100,134
ENSG00000166917.10,chr10,133246479,133247050,PAS,True,29,104
ENSG00000166917.10,chr10,133247790,133248085,TSS,True,27,104
ENSG00000107796.13,chr10,88948953,88991021,5AS,False,29,104
ENSG00000107796.13,chr10,88990938,88991345,TSS,True,444,519
ENSG00000107796.13,chr10,88952730,88952817,TSS,True,132,515
ENSG00000148795.6,chr10,102832674,102832990,3AS,True,22,204
ENSG00000148795.6,chr10,102832680,102834784,5AS,True,52,130
ENSG00000148795.6,chr10,102833205,102834035,IR,True,68,177
ENSG00000148795.6,chr10,102833208,102834031,IR,True,39,109
ENSG00000148795.6,chr10,102833208,102834784,IR,True,433,502
ENSG00000148795.6,chr10,102833208,102837064,3AS,True,74,143
ENSG00000148795.6,chr10,102834244,102834784,IR,True,36,169
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,182,332
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,201,332
ENSG00000165655.16,chr10,75401104,75401821,TSS,False,25,139
ENSG00000155256.17,chr10,97737321,97738476,5AS,False,121,145
ENSG00000155256.17,chr10,97750470,97751390,3AS,False,98,146
ENSG00000155256.17,chr10,97737089,97737321,TSS,True,31,152
ENSG00000155256.17,chr10,97737117,97737325,TSS,True,128,152
ENSG00000019995.6,chr10,124916851,124917272,TSS,True,13,112
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,65,386
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,17,101
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,31,164
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,19,117
ENSG00000165449.11,chr10,59684197,59709478,3AS,True,86,519
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,18,158
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,33,217
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,18,106
ENSG00000055950.16,chr10,100981368,100981543,PAS,True,116,151
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,58,148
ENSG00000107521.18,chr10,98429642,98430570,ES,False,23,163
ENSG00000107521.18,chr10,98445413,98446886,5AS,True,20,177
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,39,197
ENSG00000107521.18,chr10,98441903,98442957,PAS,False,169,189
ENSG00000107521.18,chr10,98446886,98446970,TSS,True,178,199
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,35,199
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,12,101
ENSG00000014919.12,chr10,99709894,99714718,PAS,True,18,122
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,24,108
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,12,115
ENSG00000107742.12,chr10,72088135,72088593,TSS,True,33,109
ENSG00000067064.11,chr10,1043393,1048863,ES,False,14,114
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,14,130
ENSG00000095794.19,chr10,35127193,35178888,ES,False,21,104
ENSG00000095794.19,chr10,35127193,35206894,ES,False,22,119
ENSG00000095794.19,chr10,35207051,35211655,3AS,False,20,181
ENSG00000095794.19,chr10,35126841,35127193,TSS,True,76,234
ENSG00000095794.19,chr10,35195843,35196099,TSS,True,162,185
ENSG00000095794.19,chr10,35211253,35212955,PAS,True,73,234
ENSG00000095794.19,chr10,35179133,35179847,PAS,True,137,181
ENSG00000148719.14,chr10,72334617,72335779,IR,False,79,113
ENSG00000148719.14,chr10,72334617,72335833,5AS,False,39,123
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,36,159
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,123,157
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,35,181
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,160,181
ENSG00000170525.20,chr10,6144897,6145013,TSS,False,86,142
ENSG00000170525.20,chr10,6202885,6203336,TSS,True,65,142
ENSG00000214435.7,chr10,102900592,102901192,PAS,True,83,153
ENSG00000214435.7,chr10,102901474,102901896,PAS,False,130,154
ENSG00000214435.7,chr10,102870375,102870570,PAS,True,129,152
ENSG00000122359.17,chr10,80172869,80205342,ES,False,46,138
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,30,169
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,149,169
ENSG00000198682.12,chr10,87659620,87660008,TSS,True,38,341
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,82,116
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,39,116
ENSG00000166272.17,chr10,102743922,102744143,TSS,True,170,224
ENSG00000166272.17,chr10,102834117,102835014,TSS,True,113,126
ENSG00000122884.12,chr10,73030370,73046924,ME,False,75,159
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,19,152
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,1999,4351
ENSG00000134453.15,chr10,6112361,6113507,5AS,True,104,116
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,17,129
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,116,129
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,24,131
ENSG00000148730.6,chr10,70419911,70420099,TSS,True,115,131
ENSG00000171813.13,chr10,132405986,132417060,5AS,False,16,146
ENSG00000171813.13,chr10,132396157,132397351,TSS,False,32,157
ENSG00000171813.13,chr10,132404741,132406289,TSS,True,140,156
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,52,190
ENSG00000166295.8,chr10,72216138,72223887,ES,False,97,138
ENSG00000166295.8,chr10,72216138,72230365,ES,True,35,164
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,85,286
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,206,286
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,42,283
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,193,355
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,291,355
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,271,355
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,19,116
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,15,101
ENSG00000107872.12,chr10,102421507,102421786,IR,True,83,113
ENSG00000107872.12,chr10,102420835,102421182,TSS,True,86,114
ENSG00000107872.12,chr10,102421205,102421507,TSS,True,66,114
ENSG00000107872.12,chr10,102421449,102422292,TSS,True,88,114
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,58,282
ENSG00000134452.19,chr10,5890346,5903019,ES,False,161,182
ENSG00000134452.19,chr10,5890346,5906036,ES,False,32,211
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,68,111
ENSG00000096746.17,chr10,68337333,68338502,ES,False,21,113
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,19,117
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,81,124
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,56,124
ENSG00000148824.18,chr10,133401590,133402148,IR,False,83,103
ENSG00000165801.9,chr14,21087105,21087967,ES,False,32,294
ENSG00000165801.9,chr14,21069646,21070399,TSS,True,84,335
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,50,448
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,45,439
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,104,137
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,104,209
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,176,209
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,171,209
ENSG00000188488.13,chr14,94581490,94587345,ES,False,927,1421
ENSG00000188488.13,chr14,94581638,94587345,5AS,False,88,672
ENSG00000188488.13,chr14,94581373,94581490,TSS,False,572,1994
ENSG00000188488.13,chr14,94587345,94587981,TSS,True,1667,1994
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,90,108
ENSG00000258289.8,chr14,64932137,64934347,PAS,True,14,126
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,352,424
ENSG00000092199.17,chr14,21234229,21269297,ES,False,95,417
ENSG00000100949.14,chr14,24266517,24266775,IR,False,89,104
ENSG00000100949.14,chr14,24268198,24268368,IR,False,89,102
ENSG00000100949.14,chr14,24271486,24271659,TSS,True,26,105
ENSG00000100949.14,chr14,24271112,24271597,TSS,True,87,105
ENSG00000185215.8,chr14,103123483,103126309,5AS,False,25,100
ENSG00000185215.8,chr14,103135351,103135808,IR,False,53,148
ENSG00000185215.8,chr14,103122739,103123951,TSS,True,119,156
ENSG00000185215.8,chr14,103123149,103123483,TSS,False,136,156
ENSG00000185215.8,chr14,103123484,103127629,TSS,True,140,156
ENSG00000185215.8,chr14,103121231,103121499,TSS,True,111,156
ENSG00000185215.8,chr14,103135808,103137440,PAS,True,98,148
ENSG00000185215.8,chr14,103135218,103137439,PAS,True,51,145
ENSG00000213983.11,chr14,23563856,23564045,IR,False,90,114
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,94,118
ENSG00000213983.11,chr14,23565892,23566063,IR,False,87,108
ENSG00000213983.11,chr14,23566419,23567110,ES,False,16,113
ENSG00000213983.11,chr14,23567315,23567738,3AS,False,15,101
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,21,122
ENSG00000133983.14,chr14,70329236,70359518,ES,False,14,127
ENSG00000165949.12,chr14,94109372,94110797,TSS,True,18,111
ENSG00000100897.17,chr14,24115392,24115542,IR,False,28,239
ENSG00000100897.17,chr14,24115726,24116916,5AS,False,48,260
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,268,312
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,175,312
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,241,312
ENSG00000197119.12,chr14,100293377,100298841,ES,False,136,190
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,29,223
ENSG00000100461.17,chr14,22905453,22906194,ES,False,36,137
ENSG00000100461.17,chr14,22906368,22909482,ES,False,99,132
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,375,503
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,170,433
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,286,433
ENSG00000214548.16,chr14,100829749,100831015,3AS,False,95,139
ENSG00000214548.16,chr14,100829749,100831015,IR,False,95,128
ENSG00000214548.16,chr14,100829749,100836166,ME,False,451,510
ENSG00000214548.16,chr14,100829749,100832511,ES,False,140,233
ENSG00000214548.16,chr14,100829749,100836166,ME,False,117,510
ENSG00000214548.16,chr14,100829749,100836166,5AS,False,56,128
ENSG00000214548.16,chr14,100831094,100836166,ES,False,66,155
ENSG00000214548.16,chr14,100831534,100836166,ME,False,55,119
ENSG00000214548.16,chr14,100831534,100836166,ME,False,44,119
ENSG00000214548.16,chr14,100831534,100836166,ES,False,364,530
ENSG00000214548.16,chr14,100832641,100836166,ES,False,169,243
ENSG00000214548.16,chr14,100826114,100826217,TSS,True,286,1168
ENSG00000214548.16,chr14,100831574,100835879,TSS,True,956,1161
ENSG00000165795.23,chr14,21022497,21023240,ES,False,479,1398
ENSG00000165795.23,chr14,21023321,21025028,ES,False,337,1007
ENSG00000165795.23,chr14,21023321,21025676,ES,False,109,201
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,468,1480
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,1279,1480
ENSG00000133943.20,chr14,91114283,91157638,ES,False,103,143
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,88,174
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,33,174
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,161,179
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,35,179
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,91,121
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,36,120
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,52,118
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,76,115
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,31,110
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,93,110
ENSG00000119632.3,chr14,94129557,94129676,TSS,True,19,135
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,109,651
ENSG00000140105.17,chr14,100361921,100376259,ES,False,12,103
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,67,171
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,125,171
ENSG00000126777.17,chr14,55580354,55612018,ES,False,173,227
ENSG00000126777.17,chr14,55661612,55667240,ES,False,139,233
ENSG00000126777.17,chr14,55673012,55675834,ES,False,158,236
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,32,229
ENSG00000142208.16,chr14,104792722,104795483,ME,True,55,151
ENSG00000142208.16,chr14,104792722,104795483,ME,True,55,151
ENSG00000142208.16,chr14,104792722,104795483,ME,True,55,151
ENSG00000142208.16,chr14,104792722,104794118,ES,True,81,103
ENSG00000142208.16,chr14,104792722,104795483,ES,False,1007,1177
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,24,106
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,119,150
ENSG00000165804.15,chr14,21098311,21098654,TSS,False,79,150
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,25,233
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,40,284
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,66,249
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,160,183
ENSG00000100650.15,chr14,69769251,69770466,IR,False,116,244
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,120,278
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,212,278
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,42,100
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,62,102
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,26,169
ENSG00000119688.20,chr14,74286529,74286700,IR,False,119,176
ENSG00000119688.20,chr14,74292869,74295147,ES,False,16,156
ENSG00000119688.20,chr14,74298069,74300149,ES,False,52,149
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,58,177
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,120,177
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,35,191
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,16,122
ENSG00000100823.11,chr14,20455394,20455577,IR,False,103,115
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,73,176
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,149,176
ENSG00000185559.14,chr14,100734428,100734653,3AS,True,41,124
ENSG00000092330.16,chr14,24239931,24240063,IR,False,50,261
ENSG00000092330.16,chr14,24240155,24240262,IR,False,77,262
ENSG00000092330.16,chr14,24240330,24240418,IR,False,77,258
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,81,258
ENSG00000092330.16,chr14,24239639,24239931,PAS,True,213,263
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,72,222
ENSG00000075413.17,chr14,103492034,103502881,ES,False,140,224
ENSG00000100445.17,chr14,24442260,24442345,IR,False,145,165
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,165,184
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,148,184
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,77,184
ENSG00000090060.17,chr14,96556413,96564954,ES,False,28,169
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,99,270
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,186,263
ENSG00000100926.14,chr14,24192356,24192647,IR,True,231,269
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,53,277
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,234,272
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,29,278
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,21,106
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,91,106
ENSG00000129538.13,chr14,20802093,20802796,ES,False,633,748
ENSG00000129538.13,chr14,20802319,20802796,3AS,True,64,115
ENSG00000100836.10,chr14,23324289,23325246,IR,False,120,157
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,34,180
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,37,158
ENSG00000100836.10,chr14,23324137,23326163,PAS,True,121,158
ENSG00000072110.13,chr14,68877240,68879961,ME,False,510,628
ENSG00000165516.10,chr14,49779675,49779747,IR,False,170,192
ENSG00000213928.8,chr14,24164134,24164613,IR,False,169,197
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,79,114
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,49,115
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,80,104
ENSG00000165792.17,chr14,20994901,20995164,IR,False,90,106
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,29,107
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,89,107
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,72,367
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,314,367
ENSG00000107404.19,chr1,1338653,1339361,5AS,False,135,194
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,26,208
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,34,141
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,140,197
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,140,197
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,139,197
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,33,303
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,20,115
ENSG00000011009.10,chr1,23791220,23792760,TSS,True,102,115
ENSG00000143164.15,chr1,168004793,168022987,ES,False,99,128
ENSG00000143164.15,chr1,168004793,168038370,ES,False,304,432
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,67,384
ENSG00000169418.9,chr1,153678441,153679829,TSS,False,13,101
ENSG00000117640.17,chr1,25820349,25823018,5AS,False,12,113
ENSG00000117640.17,chr1,25820414,25823018,5AS,False,33,100
ENSG00000117640.17,chr1,25823128,25823643,ES,False,351,396
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,104,448
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,227,482
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,427,482
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,86,145
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,61,144
ENSG00000060642.10,chr1,26787083,26787989,TSS,False,53,111
ENSG00000060642.10,chr1,26787949,26788268,TSS,False,77,111
ENSG00000060642.10,chr1,26788185,26788394,TSS,True,99,111
ENSG00000143314.12,chr1,156741052,156741132,TSS,False,66,115
ENSG00000143314.12,chr1,156741011,156741118,TSS,True,91,115
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,123,323
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,60,333
ENSG00000117676.13,chr1,26529732,26529983,TSS,True,25,112
ENSG00000117676.13,chr1,26545817,26546035,TSS,True,98,112
ENSG00000116260.16,chr1,180196599,180197332,IR,False,46,243
ENSG00000116260.16,chr1,180196890,180197332,IR,False,34,231
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,42,292
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,81,278
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,211,292
ENSG00000127483.17,chr1,20779911,20787194,ES,False,99,192
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,44,243
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,42,325
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,145,207
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,70,215
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,165,215
ENSG00000163565.18,chr1,159032691,159049431,ES,False,73,107
ENSG00000163565.18,chr1,159032691,159051678,ES,False,23,130
ENSG00000163565.18,chr1,159009864,159010161,TSS,True,30,136
ENSG00000158716.8,chr1,159780961,159780993,TSS,False,163,231
ENSG00000158716.8,chr1,159780998,159781367,TSS,True,79,231
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,50,138
ENSG00000143641.9,chr1,230279302,230282129,PAS,True,18,117
ENSG00000143641.9,chr1,230091588,230092028,PAS,False,91,105
ENSG00000117480.15,chr1,46405794,46406037,IR,False,68,104
ENSG00000117480.15,chr1,46409198,46410397,IR,True,101,114
ENSG00000117480.15,chr1,46410497,46410813,IR,True,99,121
ENSG00000117480.15,chr1,46410854,46411611,IR,True,122,138
ENSG00000117480.15,chr1,46394263,46394543,TSS,True,26,143
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,39,326
ENSG00000203747.10,chr1,161549696,161549917,TSS,True,58,225
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,152,285
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,139,283
ENSG00000082482.13,chr1,215086678,215169198,ES,False,20,184
ENSG00000082482.13,chr1,215082700,215083307,TSS,True,156,198
ENSG00000082482.13,chr1,215082754,215083431,TSS,True,149,198
ENSG00000082482.13,chr1,215005314,215005955,TSS,True,115,198
ENSG00000020129.15,chr1,35557160,35557883,TSS,True,29,105
ENSG00000020129.15,chr1,35557774,35558223,TSS,True,93,105
ENSG00000188976.10,chr1,944800,945056,5AS,False,159,240
ENSG00000184371.13,chr1,109910618,109911062,TSS,True,33,114
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,16,100
ENSG00000090686.15,chr1,21678592,21679439,PAS,True,46,110
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,69,108
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,86,110
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,28,109
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,292,524
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,247,539
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,308,539
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,431,595
ENSG00000162735.18,chr1,160283109,160285054,ES,False,33,164
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,61,108
ENSG00000162458.12,chr1,15764547,15764963,5AS,False,15,120
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,27,135
ENSG00000143437.20,chr1,150814236,150816258,3AS,True,18,101
ENSG00000143437.20,chr1,150839654,150846262,ES,False,20,101
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,58,278
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,243,278
ENSG00000177674.15,chr1,11745837,11747439,ES,False,108,122
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,15,128
ENSG00000177674.15,chr1,11736093,11736235,TSS,True,17,144
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,20,113
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,101,113
ENSG00000004487.16,chr1,23030634,23050386,ES,False,120,273
ENSG00000198892.6,chr1,201888488,201889067,TSS,False,45,160
ENSG00000198892.6,chr1,201888511,201889616,TSS,True,143,160
ENSG00000163374.19,chr1,155668717,155670319,3AS,False,54,103
ENSG00000163374.19,chr1,155659443,155660913,PAS,True,16,108
ENSG00000163374.19,chr1,155688658,155688777,TSS,False,19,108
ENSG00000163374.19,chr1,155688070,155688750,TSS,True,96,108
