gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF830FDH_in_cov,endodermal_cell_ENCFF830FDH_total_cov
ENSG00000148690.11,chr10,93667882,93669868,PAS,True,49,159
ENSG00000148690.11,chr10,93681567,93681598,PAS,True,120,157
ENSG00000148690.11,chr10,93702374,93702602,TSS,False,21,159
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,65,102
ENSG00000171224.8,chr10,69630234,69630313,TSS,True,20,136
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,43,255
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,18,136
ENSG00000122958.14,chr10,69124162,69124280,TSS,True,22,135
ENSG00000122952.16,chr10,56358185,56358376,IR,False,190,215
ENSG00000122952.16,chr10,56358687,56358908,IR,False,41,193
ENSG00000122952.16,chr10,56360141,56360292,IR,False,161,183
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,40,230
ENSG00000122952.16,chr10,56356735,56358459,PAS,True,206,230
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,79,269
ENSG00000107833.10,chr10,101783272,101783413,TSS,True,35,117
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,32,204
ENSG00000133678.13,chr10,80078659,80078786,TSS,True,23,124
ENSG00000133678.13,chr10,80079022,80079307,TSS,True,108,124
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,38,114
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,101,114
ENSG00000055950.16,chr10,100981368,100981543,PAS,True,249,279
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,57,274
ENSG00000136758.18,chr10,27110166,27112120,PAS,True,26,116
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,48,135
ENSG00000173915.15,chr10,103392466,103396408,ES,False,353,406
ENSG00000265354.3,chr10,45971801,45972730,TSS,False,73,496
ENSG00000265354.3,chr10,45982842,45982930,TSS,True,429,496
ENSG00000165512.4,chr10,45000910,45000978,TSS,False,85,219
ENSG00000067064.11,chr10,1043393,1048863,ES,False,68,198
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,28,226
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,69,168
ENSG00000108055.9,chr10,110583381,110583548,TSS,True,134,153
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,89,121
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,108,168
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,91,121
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,94,121
ENSG00000107625.12,chr10,68901240,68901471,TSS,True,49,106
PB_novel_233527,chr10,107367717,107367933,TSS,True,35,178
PB_novel_233527,chr10,107437795,107438878,PAS,True,146,170
PB_novel_233527,chr10,107380600,107381371,PAS,True,104,169
ENSG00000108064.10,chr10,58385400,58385648,TSS,True,104,228
ENSG00000108064.10,chr10,58388688,58388819,TSS,True,173,203
ENSG00000108064.10,chr10,58394354,58394414,TSS,True,145,203
ENSG00000108064.10,chr10,58394927,58399220,PAS,True,25,224
ENSG00000108064.10,chr10,58388669,58388819,PAS,True,105,124
ENSG00000108010.11,chr10,130136381,130136512,TSS,False,60,486
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,64,479
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,428,483
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,82,107
ENSG00000119969.14,chr10,94545763,94545952,TSS,True,38,107
ENSG00000119969.14,chr10,94601527,94603026,PAS,True,70,101
ENSG00000107937.18,chr10,987862,988527,TSS,True,32,127
ENSG00000099284.13,chr10,70052637,70053000,TSS,True,38,116
ENSG00000099284.13,chr10,70075666,70075830,TSS,True,98,116
ENSG00000065154.11,chr10,124418872,124418926,TSS,True,37,160
ENSG00000065154.11,chr10,124408541,124408639,TSS,True,140,158
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,60,114
ENSG00000086475.14,chr10,13344757,13347698,TSS,True,82,114
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,20,175
ENSG00000148688.13,chr10,90905301,90908556,PAS,True,155,175
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,155,352
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,249,353
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,119,506
ENSG00000166228.8,chr10,70885797,70885930,TSS,False,408,506
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,417,744
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,501,740
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,30,108
ENSG00000213551.4,chr10,73246687,73248156,TSS,True,87,108
ENSG00000134453.15,chr10,6104072,6105097,TSS,True,137,168
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,110,176
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,99,176
ENSG00000166295.8,chr10,72230378,72230440,TSS,True,132,153
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,23,167
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,266,390
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,350,390
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,334,390
ENSG00000148803.11,chr10,133355436,133355737,3AS,False,177,217
ENSG00000148803.11,chr10,133354006,133355436,PAS,True,65,245
ENSG00000148803.11,chr10,133355153,133355505,PAS,True,207,245
ENSG00000148803.11,chr10,133357922,133358035,TSS,True,87,245
ENSG00000148803.11,chr10,133357656,133357750,TSS,False,165,245
ENSG00000165637.13,chr10,75210627,75210938,TSS,True,139,879
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,88,341
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,66,413
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,94,168
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,388,685
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,350,717
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,837,1132
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,742,1132
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,12,117
ENSG00000026025.15,chr10,17229230,17229985,TSS,True,19,149
ENSG00000157326.18,chr14,23960003,23967210,ES,False,33,156
ENSG00000157326.18,chr14,23953582,23953916,TSS,True,78,186
ENSG00000157326.18,chr14,23955033,23955212,TSS,True,118,186
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,36,128
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,71,110
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,48,117
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,17,108
ENSG00000020426.10,chr14,60968228,60969960,PAS,True,16,106
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,188,975
ENSG00000100522.9,chr14,52791427,52791684,TSS,True,15,112
ENSG00000165506.14,chr14,49633286,49634357,TSS,False,18,105
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,255,298
ENSG00000119655.10,chr14,74493192,74493346,TSS,True,289,2001
ENSG00000100883.11,chr14,34982657,34983215,TSS,True,168,307
ENSG00000100883.11,chr14,35022916,35023080,TSS,True,158,299
ENSG00000133997.11,chr14,70592988,70593295,IR,False,102,119
ENSG00000133997.11,chr14,70581252,70584943,PAS,True,20,129
ENSG00000133997.11,chr14,70592479,70593378,PAS,True,112,127
ENSG00000133997.11,chr14,70600615,70600764,TSS,True,22,140
ENSG00000129484.13,chr14,20357520,20357637,IR,False,117,136
ENSG00000129484.13,chr14,20357637,20357912,PAS,True,22,154
ENSG00000129484.13,chr14,20357395,20357909,PAS,False,138,154
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1443,1703
ENSG00000092199.17,chr14,21234229,21269297,ES,False,713,1663
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,386,2065
ENSG00000092199.17,chr14,21212959,21213046,TSS,True,1813,2063
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,263,327
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,202,465
ENSG00000172590.18,chr14,22829940,22830052,IR,False,202,292
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,117,587
ENSG00000100591.7,chr14,77458025,77458269,TSS,True,36,206
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,46,133
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,52,206
ENSG00000119707.13,chr14,73099721,73103478,TSS,True,99,112
ENSG00000119707.13,chr14,73099666,73103328,PAS,True,137,158
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,152,187
ENSG00000119707.13,chr14,73105858,73106082,PAS,True,154,179
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,163,195
ENSG00000119707.13,chr14,73103191,73103334,PAS,True,113,166
ENSG00000165588.16,chr14,56804339,56805359,3AS,False,419,514
ENSG00000165588.16,chr14,56805359,56805667,TSS,True,268,620
ENSG00000165588.16,chr14,56810375,56810479,TSS,False,413,624
ENSG00000100442.10,chr14,45115598,45116252,PAS,False,73,529
ENSG00000100442.10,chr14,45121481,45121620,PAS,False,460,527
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,125,146
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,68,138
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,117,138
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,48,165
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,106,147
ENSG00000100714.15,chr14,64417883,64418024,TSS,True,109,146
ENSG00000100714.15,chr14,64440149,64440266,TSS,False,89,140
ENSG00000100714.15,chr14,64459758,64460048,PAS,True,16,146
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,33,168
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,196,472
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,249,537
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,310,535
ENSG00000100473.16,chr14,30874591,30874915,IR,False,68,107
ENSG00000100473.16,chr14,30874205,30874972,TSS,True,111,151
ENSG00000100473.16,chr14,30874247,30874591,TSS,True,81,151
ENSG00000100473.16,chr14,30885463,30885620,TSS,True,121,147
ENSG00000100568.10,chr14,67674374,67674899,TSS,True,22,116
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,21,106
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,65,129
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,114,129
ENSG00000165795.23,chr14,21018762,21018816,TSS,True,115,128
ENSG00000165389.6,chr14,34462095,34462264,TSS,False,35,168
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,55,271
ENSG00000100814.17,chr14,20329173,20329376,TSS,True,230,262
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,352,911
ENSG00000119632.3,chr14,94129557,94129676,TSS,True,38,130
ENSG00000119632.3,chr14,94128513,94128560,TSS,True,109,130
ENSG00000119632.3,chr14,94129261,94129509,TSS,True,114,130
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,1105,1499
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,515,1414
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,170,1495
ENSG00000140105.17,chr14,100361921,100376259,ES,False,18,123
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,27,150
ENSG00000092140.15,chr14,30558730,30559272,TSS,True,52,123
ENSG00000100906.10,chr14,35403689,35403997,TSS,True,72,127
ENSG00000100906.10,chr14,35402393,35402446,TSS,True,107,127
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,62,167
ENSG00000129460.15,chr14,23476993,23477356,TSS,False,132,157
ENSG00000119650.12,chr14,75985752,75985840,TSS,False,17,127
ENSG00000119650.12,chr14,76083457,76083750,PAS,True,14,125
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,29,147
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,15,124
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,24,127
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,287,1285
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,681,1581
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,1293,1581
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,164,1372
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,82,302
ENSG00000119688.20,chr14,74286529,74286700,IR,False,107,119
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,16,123
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,40,130
ENSG00000119688.20,chr14,74349763,74349969,TSS,True,108,130
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,90,436
ENSG00000100823.11,chr14,20455338,20455577,IR,False,90,126
ENSG00000100823.11,chr14,20455394,20455577,IR,False,335,374
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,301,639
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,533,637
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,547,639
PB_novel_215498,chr14,74325343,74325762,PAS,True,22,106
PB_novel_215498,chr14,74314115,74314294,PAS,True,91,106
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,189,241
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,67,241
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,180,229
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,63,233
ENSG00000092108.20,chr14,30622399,30630476,ES,False,26,126
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,39,168
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,20,168
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,97,484
ENSG00000155463.12,chr14,22771311,22771348,TSS,True,400,480
ENSG00000165898.13,chr14,74493733,74493845,TSS,True,40,232
ENSG00000100439.10,chr14,22598248,22598329,TSS,True,17,108
ENSG00000100445.17,chr14,24442260,24442345,IR,False,157,181
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,206,229
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,94,229
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,66,659
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,47,150
ENSG00000090060.17,chr14,96520054,96520228,TSS,True,134,150
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,120,142
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,18,119
ENSG00000092094.10,chr14,20454568,20455093,TSS,True,15,148
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,26,124
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,36,125
ENSG00000165525.17,chr14,49795785,49795944,PAS,True,113,134
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,38,110
ENSG00000165525.17,chr14,49852694,49853081,TSS,True,29,135
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,129,154
ENSG00000100836.10,chr14,23321906,23322295,TSS,True,125,154
ENSG00000100764.13,chr14,90256540,90256600,TSS,True,18,158
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,97,115
ENSG00000183576.12,chr14,99405204,99405356,TSS,True,33,113
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,34,101
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,24,113
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,26,115
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,91,115
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,75,124
ENSG00000165792.17,chr14,20994901,20995164,IR,False,95,134
ENSG00000165792.17,chr14,20996711,20996784,IR,False,89,128
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,19,140
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,51,140
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,96,135
ENSG00000166165.12,chr14,103522022,103522833,TSS,True,120,152
ENSG00000166165.12,chr14,103521817,103521986,TSS,True,131,152
ENSG00000166165.12,chr14,103520468,103521403,TSS,True,118,152
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,45,116
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,32,119
ENSG00000116478.11,chr1,32292072,32292218,TSS,True,46,318
ENSG00000179085.7,chr1,155140245,155140490,3AS,False,92,139
ENSG00000179085.7,chr1,155139890,155140245,PAS,False,52,144
ENSG00000179085.7,chr1,155139890,155140271,PAS,True,93,140
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,74,138
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,139,155
ENSG00000132716.18,chr1,160239696,160240370,TSS,True,104,117
ENSG00000176261.15,chr1,32627544,32633644,ES,False,104,229
ENSG00000176261.15,chr1,32634072,32634767,5AS,False,126,147
ENSG00000176261.15,chr1,32634072,32634767,3AS,False,126,156
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,171,201
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,55,278
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,160,330
ENSG00000134375.10,chr1,201957279,201957380,TSS,True,207,330
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,22,101
ENSG00000131238.17,chr1,40097114,40097257,TSS,False,188,446
ENSG00000131238.17,chr1,40078559,40078658,TSS,True,267,445
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,69,232
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,164,230
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,101,323
ENSG00000152904.11,chr1,235328569,235328778,TSS,True,30,170
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,44,104
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,18,123
ENSG00000160688.18,chr1,154983397,154983841,IR,False,97,110
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,21,120
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,103,120
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,62,119
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,56,118
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,90,105
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,95,107
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,86,107
ENSG00000118298.11,chr1,150257237,150258207,TSS,True,13,102
ENSG00000118298.11,chr1,150264560,150265085,PAS,True,72,100
ENSG00000118298.11,chr1,150264592,150265083,PAS,True,35,100
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,317,375
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,74,375
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,85,470
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,1684,3847
ENSG00000116251.10,chr1,6192929,6193003,TSS,True,2377,3847
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,143,522
ENSG00000158864.12,chr1,161202367,161203543,TSS,True,443,522
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,22,175
ENSG00000067533.5,chr1,218285289,218285455,TSS,True,22,136
ENSG00000067533.5,chr1,218307429,218307632,TSS,True,109,125
ENSG00000143228.12,chr1,163321888,163322066,TSS,True,62,114
ENSG00000143228.12,chr1,163321868,163322212,TSS,True,70,114
ENSG00000143228.12,chr1,163355334,163356014,PAS,True,14,112
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,50,186
ENSG00000163875.15,chr1,37514656,37514816,TSS,False,15,115
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,74,229
ENSG00000143183.16,chr1,165768191,165768271,TSS,True,203,229
ENSG00000143183.16,chr1,165759524,165759584,TSS,True,196,228
ENSG00000163879.10,chr1,37556931,37557075,TSS,True,57,126
ENSG00000163879.10,chr1,37562174,37562245,TSS,True,89,126
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,202,309
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,274,309
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,222,309
ENSG00000116670.14,chr1,11676847,11677436,TSS,True,250,308
ENSG00000234741.7,chr1,173864304,173864674,IR,False,83,136
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,491,1213
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,39,209
ENSG00000117650.12,chr1,211663628,211667105,3AS,False,32,195
ENSG00000117650.12,chr1,211662771,211663652,PAS,True,51,215
ENSG00000117650.12,chr1,211662770,211663628,PAS,True,183,215
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,114,198
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,83,187
ENSG00000160049.11,chr1,10472322,10472582,TSS,True,70,209
ENSG00000160049.11,chr1,10467189,10467283,TSS,True,160,207
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,29,230
ENSG00000117122.13,chr1,16980586,16980812,TSS,True,33,266
ENSG00000143033.17,chr1,93127299,93133702,ES,False,32,185
ENSG00000143033.17,chr1,93079194,93079531,TSS,True,115,239
ENSG00000143033.17,chr1,93115463,93115618,TSS,True,139,235
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,93,230
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,178,230
ENSG00000143033.17,chr1,93119332,93120321,PAS,True,200,227
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,84,636
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,567,1044
ENSG00000143420.18,chr1,150629060,150629153,TSS,True,911,1044
ENSG00000153187.19,chr1,244855423,244855574,TSS,True,52,145
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,132,187
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,46,188
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,148,188
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,200,520
ENSG00000180098.9,chr1,28553004,28553137,TSS,True,21,166
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,148,490
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,431,490
ENSG00000084623.11,chr1,32226463,32226530,TSS,True,419,490
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,36,101
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,38,229
ENSG00000130770.17,chr1,28236099,28236270,TSS,True,122,1036
ENSG00000162627.16,chr1,98701903,98760053,ES,False,16,156
ENSG00000162627.16,chr1,98661552,98661911,TSS,True,74,156
ENSG00000162627.16,chr1,98698760,98698905,TSS,True,87,156
ENSG00000143252.14,chr1,161314378,161314425,TSS,True,96,386
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,24,135
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,196,256
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,249,460
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,249,319
ENSG00000160752.14,chr1,155308965,155310063,IR,False,249,311
ENSG00000160752.14,chr1,155309076,155310063,3AS,False,70,130
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,245,715
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,585,715
ENSG00000004487.16,chr1,23056515,23057565,TSS,True,102,116
ENSG00000004487.16,chr1,23080705,23081573,TSS,True,33,116
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,43,177
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,105,122
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,55,177
ENSG00000067334.13,chr1,93872071,93872236,TSS,True,113,142
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,199,233
ENSG00000116729.13,chr1,68232193,68232566,TSS,True,164,233
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,29,104
ENSG00000178028.13,chr1,44213464,44213858,TSS,True,91,104
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,98,764
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,59,147
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,126,184
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,151,184
ENSG00000117419.15,chr1,44319627,44319746,TSS,False,137,184
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,149,184
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,205,234
ENSG00000126088.13,chr1,45012121,45012285,TSS,True,29,263
ENSG00000171735.18,chr1,6785575,6825091,ES,False,31,209
ENSG00000143612.20,chr1,154214574,154220341,ES,False,99,165
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,88,255
ENSG00000240563.1,chr1,62194704,62194921,TSS,False,32,196
ENSG00000240563.1,chr1,62206518,62207583,PAS,True,124,168
ENSG00000240563.1,chr1,62209782,62212328,PAS,False,93,172
ENSG00000240563.1,chr1,62234867,62235060,PAS,True,174,196
ENSG00000143401.14,chr1,150220758,150223185,3AS,False,11,109
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,22,125
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,19,140
ENSG00000230623.5,chr1,200411648,200411962,TSS,True,28,143
ENSG00000230623.5,chr1,200473908,200475184,PAS,True,33,117
ENSG00000230623.5,chr1,200415364,200415550,PAS,False,95,117
ENSG00000035687.9,chr1,244451634,244452120,TSS,False,20,100
ENSG00000132698.14,chr1,156061443,156068269,ES,False,27,153
ENSG00000131778.18,chr1,147242617,147242830,TSS,True,33,120
ENSG00000266472.5,chr1,150293898,150294334,IR,True,495,660
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,193,693
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,528,693
ENSG00000049089.14,chr1,40300486,40301381,PAS,True,33,184
ENSG00000049089.14,chr1,40312211,40312479,PAS,True,132,152
ENSG00000049089.14,chr1,40317122,40317379,TSS,True,117,258
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,48,107
ENSG00000171793.14,chr1,41011657,41013641,PAS,True,18,104
ENSG00000143742.12,chr1,225783368,225789239,ES,False,1238,1432
ENSG00000009307.15,chr1,114736855,114737962,ES,False,166,205
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,126,336
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,125,800
ENSG00000143621.16,chr1,153670917,153671012,TSS,True,188,1405
ENSG00000159377.10,chr1,151399546,151399727,TSS,True,68,315
ENSG00000159377.10,chr1,151399996,151400187,TSS,True,264,315
ENSG00000069275.12,chr1,205719673,205720500,3AS,True,79,542
ENSG00000069275.12,chr1,205713349,205718479,PAS,True,268,552
ENSG00000069275.12,chr1,205719553,205719676,PAS,True,334,551
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,331,756
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,321,448
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,227,448
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,264,585
ENSG00000142864.14,chr1,67415165,67415212,TSS,True,509,578
ENSG00000142864.14,chr1,67425082,67425906,TSS,False,457,584
ENSG00000077152.10,chr1,202341894,202341965,TSS,True,56,375
ENSG00000120333.4,chr1,175023363,175023430,TSS,False,15,140
ENSG00000143353.11,chr1,219173785,219173981,TSS,True,13,106
ENSG00000116754.13,chr1,70228555,70232267,ES,False,153,172
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,59,114
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,144,211
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,111,210
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,139,198
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,149,178
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,143,198
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,158,193
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,150,184
ENSG00000067704.9,chr1,220134440,220134510,TSS,True,68,178
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,626,1572
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,981,1607
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,661,1607
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,157,528
ENSG00000135829.16,chr1,182884783,182884813,TSS,True,129,251
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,49,146
ENSG00000162521.18,chr1,32679639,32683118,PAS,True,31,117
ENSG00000122481.16,chr1,95234315,95246755,ES,False,11,109
