gene,chr,start,end,splice_type,novel,MCF-7_ENCFF118JEI_in_cov,MCF-7_ENCFF118JEI_total_cov
ENSG00000105655.18,chr19,18437859,18438153,TSS,True,118,142
ENSG00000115268.9,chr19,1438368,1438428,TSS,True,177,1011
ENSG00000127445.13,chr19,9835304,9835402,TSS,True,29,105
ENSG00000127445.13,chr19,9834159,9838648,TSS,True,89,105
ENSG00000184162.14,chr19,19202041,19202330,IR,False,55,100
ENSG00000184162.14,chr19,19202398,19202469,IR,False,74,107
ENSG00000184162.14,chr19,19201408,19202041,PAS,True,67,121
ENSG00000184162.14,chr19,19201408,19202398,PAS,True,107,121
ENSG00000184162.14,chr19,19203022,19203422,TSS,True,47,121
ENSG00000184162.14,chr19,19202790,19203430,TSS,True,108,121
ENSG00000079999.13,chr19,10503240,10503596,TSS,True,266,343
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,170,343
ENSG00000079999.13,chr19,10499394,10500081,TSS,True,307,342
ENSG00000105355.8,chr19,4867608,4867698,TSS,True,25,200
ENSG00000079805.16,chr19,10718022,10718403,TSS,True,126,146
ENSG00000079805.16,chr19,10808733,10812377,TSS,True,123,140
ENSG00000079805.16,chr19,10829035,10829268,TSS,False,124,140
ENSG00000079805.16,chr19,10830205,10830378,TSS,False,101,140
ENSG00000079805.16,chr19,10832303,10833505,PAS,True,116,132
ENSG00000074842.7,chr19,4670160,4670409,TSS,True,141,249
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,93,383
ENSG00000123144.10,chr19,12731343,12731414,TSS,True,323,362
ENSG00000276043.4,chr19,4909349,4909655,TSS,True,62,178
ENSG00000105699.16,chr19,35259064,35262545,ES,False,159,205
ENSG00000105699.16,chr19,35259064,35266358,ES,False,203,415
ENSG00000105699.16,chr19,35266738,35266838,3AS,False,69,444
ENSG00000105699.16,chr19,35248387,35249131,TSS,True,151,498
ENSG00000099624.7,chr19,1244440,1244736,IR,False,128,275
ENSG00000099624.7,chr19,1241726,1241991,TSS,True,60,291
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,124,271
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,163,291
ENSG00000196365.11,chr19,5719703,5720479,TSS,True,52,217
ENSG00000123143.12,chr19,14433174,14433542,TSS,True,55,289
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,182,262
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,178,361
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,282,361
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,308,361
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,125,141
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,72,199
ENSG00000178982.9,chr19,38619078,38619327,TSS,True,244,388
ENSG00000178982.9,chr19,38635045,38635118,TSS,True,155,378
ENSG00000133265.10,chr19,55279702,55280034,3AS,False,88,110
ENSG00000133265.10,chr19,55280034,55280365,TSS,False,27,136
ENSG00000129354.11,chr19,10579858,10581265,3AS,False,386,525
ENSG00000129354.11,chr19,10587189,10587343,TSS,True,61,565
ENSG00000070423.17,chr19,663046,663326,TSS,True,48,104
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,190,358
ENSG00000142534.6,chr19,49496398,49497325,TSS,True,265,358
ENSG00000142534.6,chr19,49497919,49498046,TSS,True,311,358
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,59,109
ENSG00000099875.14,chr19,2042426,2042515,TSS,True,98,109
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,79,109
ENSG00000127527.13,chr19,16354897,16355851,PAS,False,75,103
ENSG00000127527.13,chr19,16355250,16361984,PAS,True,78,102
ENSG00000127527.13,chr19,16471912,16472049,TSS,True,48,120
ENSG00000105677.11,chr19,35545599,35545816,TSS,True,107,173
ENSG00000011304.19,chr19,805187,806407,ES,False,119,250
ENSG00000011304.19,chr19,797388,797505,TSS,True,376,492
ENSG00000011304.19,chr19,808522,808762,TSS,True,427,491
ENSG00000174886.12,chr19,5903611,5903957,TSS,True,44,124
ENSG00000216490.3,chr19,18173778,18173973,TSS,True,21,140
ENSG00000216490.3,chr19,18173809,18175222,TSS,True,123,139
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,63,302
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,261,302
ENSG00000126934.13,chr19,4123783,4124170,TSS,True,219,454
ENSG00000127616.18,chr19,10961174,10984123,3AS,False,43,152
ENSG00000127616.18,chr19,11035132,11041306,3AS,False,105,147
ENSG00000127616.18,chr19,11041560,11058257,3AS,False,50,151
ENSG00000127616.18,chr19,10960725,10961174,TSS,True,286,445
ENSG00000127616.18,chr19,11030743,11030893,TSS,False,171,191
ENSG00000127616.18,chr19,11061783,11062296,PAS,True,261,420
ENSG00000127616.18,chr19,10996212,10996376,PAS,True,50,296
ENSG00000130881.13,chr19,33206362,33206600,3AS,True,112,125
ENSG00000130881.13,chr19,33194163,33194858,TSS,False,18,127
ENSG00000011485.14,chr19,46347010,46347217,TSS,True,28,107
ENSG00000062822.13,chr19,50384273,50384390,TSS,True,120,204
ENSG00000062822.13,chr19,50402972,50403219,TSS,False,170,204
ENSG00000062822.13,chr19,50407327,50407415,TSS,True,171,203
ENSG00000087074.7,chr19,48872406,48872651,TSS,False,40,157
ENSG00000087074.7,chr19,48873911,48874898,TSS,True,116,149
ENSG00000076944.15,chr19,7637101,7637186,TSS,True,38,133
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,27,178
ENSG00000130202.9,chr19,44874478,44878552,3AS,False,26,254
ENSG00000130202.9,chr19,44846265,44846613,TSS,True,61,347
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,85,312
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,279,338
ENSG00000095066.11,chr19,12764914,12764998,3AS,True,77,327
ENSG00000095066.11,chr19,12762797,12763431,PAS,True,46,381
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,111,417
ENSG00000118046.14,chr19,1220505,1220580,IR,False,224,250
ENSG00000118046.14,chr19,1205705,1207203,TSS,True,37,294
ENSG00000105443.14,chr19,48474949,48478068,5AS,False,83,137
ENSG00000105443.14,chr19,48469218,48469526,TSS,True,121,229
ENSG00000105443.14,chr19,48479122,48482315,PAS,True,32,181
ENSG00000105443.14,chr19,48480749,48482315,PAS,False,197,229
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,144,362
ENSG00000064961.18,chr19,3572968,3573347,TSS,True,310,362
ENSG00000064961.18,chr19,3573702,3574586,TSS,True,324,362
ENSG00000090372.14,chr19,46746148,46747040,TSS,True,64,124
ENSG00000176619.12,chr19,2426558,2427046,PAS,True,150,229
ENSG00000176619.12,chr19,2428165,2430952,PAS,True,84,146
ENSG00000176619.12,chr19,2456669,2456993,TSS,False,93,229
ENSG00000079462.7,chr19,42302325,42302436,IR,False,42,165
ENSG00000079462.7,chr19,42302231,42302666,TSS,True,98,223
ENSG00000079462.7,chr19,42302436,42302792,TSS,True,181,223
ENSG00000007255.10,chr19,45178092,45178243,TSS,True,104,141
ENSG00000007255.10,chr19,45178134,45178251,TSS,True,118,141
ENSG00000005007.12,chr19,18831904,18832440,TSS,True,100,181
ENSG00000013275.7,chr19,39971130,39971238,TSS,True,41,294
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,166,343
ENSG00000269858.5,chr19,40800218,40801415,TSS,True,194,343
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,106,118
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,146,252
ENSG00000198258.10,chr19,9827921,9828393,TSS,True,198,252
ENSG00000198258.10,chr19,9828854,9828874,TSS,True,194,252
ENSG00000142541.16,chr19,49487604,49487644,TSS,True,418,2749
ENSG00000127526.14,chr19,16571943,16572420,TSS,True,72,176
ENSG00000127526.14,chr19,16555151,16555380,TSS,True,153,171
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,81,171
ENSG00000083845.8,chr19,58387244,58387339,TSS,False,111,977
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,468,1128
ENSG00000108107.14,chr19,55385914,55386438,TSS,True,993,1128
ENSG00000108107.14,chr19,55386573,55386693,TSS,True,876,1128
ENSG00000105186.15,chr19,32644479,32649681,ES,False,17,150
ENSG00000105186.15,chr19,32675070,32675208,TSS,True,25,172
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,29,240
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,281,503
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,29,121
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,100,121
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,92,198
ENSG00000104960.15,chr19,49860270,49860336,TSS,True,162,182
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,46,198
ENSG00000105397.13,chr19,10380379,10380645,TSS,True,69,112
ENSG00000105397.13,chr19,10364613,10365874,TSS,True,100,112
ENSG00000161618.9,chr19,49461800,49462569,ES,False,21,112
ENSG00000161618.9,chr19,49453136,49453421,TSS,True,38,147
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,36,173
ENSG00000105618.13,chr19,54117239,54118455,TSS,True,153,173
ENSG00000223573.7,chr19,5559352,5561399,PAS,True,30,157
ENSG00000223573.7,chr19,5562635,5562949,PAS,False,128,146
ENSG00000223573.7,chr19,5567664,5568019,TSS,True,35,178
ENSG00000141867.17,chr19,15264403,15264662,TSS,True,110,124
ENSG00000141867.17,chr19,15332289,15332553,TSS,True,61,124
ENSG00000170892.10,chr19,54190220,54190450,TSS,True,391,452
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,119,452
ENSG00000167747.14,chr19,50798924,50799293,IR,False,13,105
ENSG00000167747.14,chr19,50798958,50799293,IR,False,439,511
ENSG00000167747.14,chr19,50797702,50799357,PAS,True,491,562
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,90,562
ENSG00000167747.14,chr19,50804571,50804922,TSS,True,110,631
ENSG00000105447.12,chr19,48445459,48446192,TSS,False,26,247
ENSG00000167635.11,chr19,36215155,36218121,5AS,True,21,110
ENSG00000167635.11,chr19,36215155,36228747,5AS,False,18,140
ENSG00000167635.11,chr19,36215196,36228747,ES,False,31,121
ENSG00000167635.11,chr19,36218195,36228747,ES,True,99,111
ENSG00000167635.11,chr19,36214748,36215155,TSS,True,145,185
ENSG00000167635.11,chr19,36215101,36215196,TSS,True,62,185
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,65,154
ENSG00000133243.8,chr19,1997343,1998286,TSS,True,130,153
ENSG00000130511.15,chr19,18430930,18431646,ES,False,92,109
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,82,119
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,29,136
ENSG00000130511.15,chr19,18434216,18434563,PAS,False,17,136
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,293,1000
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,209,255
ENSG00000126456.15,chr19,49659566,49659833,PAS,True,12,111
ENSG00000126456.15,chr19,49664673,49665838,TSS,False,88,109
ENSG00000126456.15,chr19,49665630,49665861,TSS,True,78,117
ENSG00000126456.15,chr19,49665671,49665861,TSS,True,101,117
ENSG00000124466.8,chr19,43465492,43465702,TSS,True,32,145
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,44,212
ENSG00000105401.8,chr19,10395343,10395434,IR,False,202,253
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,237,486
ENSG00000099797.14,chr19,14529263,14529711,TSS,True,180,380
ENSG00000099797.14,chr19,14563431,14564097,TSS,True,224,379
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,179,431
ENSG00000167468.16,chr19,1105744,1105809,TSS,True,352,429
ENSG00000105058.11,chr19,16185516,16185623,IR,False,156,198
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,68,224
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,182,224
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,54,244
ENSG00000126457.21,chr19,49677316,49680486,ES,False,318,371
ENSG00000126457.21,chr19,49677169,49677316,TSS,False,50,428
ENSG00000099783.11,chr19,8465362,8465479,IR,False,139,403
ENSG00000099783.11,chr19,8474244,8485602,ES,False,87,409
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,52,471
ENSG00000141858.11,chr19,14089784,14090448,TSS,True,80,131
ENSG00000062650.18,chr10,86472344,86473877,ES,True,23,107
ENSG00000062650.18,chr10,86497301,86499717,3AS,True,21,122
ENSG00000062650.18,chr10,86435255,86437608,PAS,True,74,148
ENSG00000062650.18,chr10,86465930,86467506,PAS,True,101,143
ENSG00000062650.18,chr10,86521364,86521908,TSS,True,33,155
ENSG00000165629.19,chr10,7788096,7788263,TSS,True,53,418
ENSG00000099290.16,chr10,50067890,50068008,TSS,True,26,109
ENSG00000099290.16,chr10,50132805,50133510,PAS,True,31,108
ENSG00000099290.16,chr10,50130900,50131074,PAS,True,95,108
ENSG00000015171.19,chr10,210048,236837,ES,False,75,332
ENSG00000015171.19,chr10,134876,135302,TSS,False,302,369
ENSG00000015171.19,chr10,135381,135559,TSS,True,154,369
ENSG00000148773.13,chr10,128096666,128099255,PAS,False,100,130
ENSG00000148773.13,chr10,128126098,128126453,TSS,True,73,144
ENSG00000154473.17,chr10,123162828,123163819,IR,True,421,478
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,124,542
ENSG00000154473.17,chr10,123162828,123165046,IR,True,124,180
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,183,604
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,481,606
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,56,100
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,88,100
ENSG00000108094.14,chr10,35008549,35010442,PAS,True,13,112
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,96,114
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,28,114
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,72,299
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,246,299
ENSG00000108179.13,chr10,79347429,79347743,TSS,True,67,326
ENSG00000151892.14,chr10,116271989,116272275,TSS,True,344,447
ENSG00000151892.14,chr10,116273162,116273650,TSS,True,307,448
ENSG00000156521.13,chr10,70143972,70145420,IR,True,102,119
ENSG00000156521.13,chr10,70145420,70146678,TSS,True,42,148
ENSG00000156521.13,chr10,70143841,70146658,TSS,True,130,148
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,47,116
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,116,130
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,55,174
ENSG00000175029.16,chr10,125039155,125160318,ES,False,36,105
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,85,201
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,129,315
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,218,282
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,78,282
ENSG00000138326.19,chr10,78033751,78033904,TSS,False,767,907
ENSG00000138326.19,chr10,78037198,78037304,TSS,True,191,892
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,126,340
ENSG00000170312.15,chr10,60778448,60778570,TSS,True,24,198
ENSG00000148498.15,chr10,34336243,34337277,5AS,False,22,100
ENSG00000148498.15,chr10,34341816,34347964,5AS,False,81,104
ENSG00000148498.15,chr10,34312255,34312382,PAS,True,106,130
ENSG00000148498.15,chr10,34312265,34317338,PAS,True,48,128
ENSG00000148498.15,chr10,34814875,34815591,TSS,True,43,138
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,129,553
ENSG00000099250.17,chr10,33177489,33180365,PAS,True,52,100
ENSG00000099250.17,chr10,33334309,33334866,TSS,True,45,115
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,78,195
ENSG00000155256.17,chr10,97737089,97737321,TSS,True,37,106
ENSG00000155256.17,chr10,97737117,97737325,TSS,True,87,106
ENSG00000175470.19,chr10,131901330,131940030,ES,True,22,109
ENSG00000175470.19,chr10,131900657,131901155,TSS,True,58,158
ENSG00000175470.19,chr10,131940030,131940136,PAS,True,101,113
ENSG00000175470.19,chr10,131955683,131956555,PAS,True,25,113
ENSG00000151465.13,chr10,12195956,12196319,TSS,True,39,160
ENSG00000151465.13,chr10,12250310,12250589,PAS,False,13,127
ENSG00000171307.18,chr10,97446353,97451670,ES,False,90,114
ENSG00000171307.18,chr10,97453663,97454713,ES,False,24,112
ENSG00000171307.18,chr10,97446053,97446353,TSS,True,19,134
ENSG00000019995.6,chr10,124916851,124917272,TSS,True,14,111
ENSG00000099246.16,chr10,27504185,27504437,TSS,True,13,105
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,125,504
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,469,870
ENSG00000171862.10,chr10,87965286,87969406,PAS,False,23,208
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,56,195
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,180,404
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,308,354
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,255,326
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,112,408
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,99,497
ENSG00000148484.17,chr10,16782084,16817314,ES,False,15,123
ENSG00000148484.17,chr10,16817084,16817314,IR,True,108,124
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,34,157
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,141,157
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,28,184
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,35,110
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,95,110
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,63,214
ENSG00000122952.16,chr10,56358185,56358376,IR,False,272,307
ENSG00000122952.16,chr10,56358687,56358908,IR,False,30,274
ENSG00000122952.16,chr10,56359853,56360017,IR,False,226,295
ENSG00000122952.16,chr10,56360141,56360292,IR,False,209,293
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,45,317
ENSG00000122952.16,chr10,56356735,56358459,PAS,True,283,317
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,28,111
ENSG00000107651.12,chr10,119898424,119898959,TSS,True,96,110
ENSG00000107651.12,chr10,119932132,119936564,PAS,True,97,109
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,24,110
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,24,163
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,102,204
ENSG00000151929.9,chr10,119669911,119670177,TSS,True,178,200
ENSG00000151929.9,chr10,119672457,119672656,TSS,True,163,200
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,30,167
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,143,167
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,24,205
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,65,209
ENSG00000169129.14,chr10,114304718,114304957,TSS,True,43,102
ENSG00000055950.16,chr10,100987312,100987511,TSS,True,35,102
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,60,130
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,72,105
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,66,134
ENSG00000107984.9,chr10,52314280,52314677,TSS,False,56,247
ENSG00000107984.9,chr10,52314284,52315085,TSS,True,196,245
ENSG00000173915.15,chr10,103396408,103396490,TSS,True,55,248
ENSG00000173915.15,chr10,103392190,103392273,TSS,True,219,248
ENSG00000089876.11,chr10,125881071,125896217,ES,True,76,111
ENSG00000089876.11,chr10,125836330,125836855,PAS,True,18,123
ENSG00000089876.11,chr10,125896217,125896514,TSS,False,13,124
ENSG00000181192.11,chr10,12068918,12069187,TSS,True,35,121
ENSG00000173848.18,chr10,5412528,5412820,TSS,False,220,270
ENSG00000173848.18,chr10,5446562,5446858,TSS,True,154,270
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,25,183
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,44,205
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,27,108
ENSG00000052749.13,chr10,97385894,97385993,TSS,True,97,133
ENSG00000052749.13,chr10,97401092,97401379,TSS,True,103,135
ENSG00000052749.13,chr10,97381714,97381828,TSS,True,102,133
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,69,350
ENSG00000108061.11,chr10,110919569,110919657,TSS,True,32,108
ENSG00000108061.11,chr10,110964123,110965061,TSS,True,83,104
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,80,101
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,75,493
ENSG00000156398.12,chr10,102714467,102714681,TSS,True,53,119
ENSG00000156398.12,chr10,102726497,102726797,TSS,True,93,116
ENSG00000148719.14,chr10,72334617,72335833,5AS,False,26,123
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,23,146
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,23,146
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,64,270
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,242,270
ENSG00000099282.9,chr10,69451464,69451690,TSS,True,18,137
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,97,199
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,129,204
ENSG00000107937.18,chr10,987862,988527,TSS,True,70,269
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,158,223
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,120,266
ENSG00000122359.17,chr10,80172869,80205342,ES,False,31,118
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,94,212
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,173,212
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,180,212
ENSG00000095787.21,chr10,28590832,28608185,ES,False,49,103
ENSG00000095787.21,chr10,28614685,28616175,3AS,False,29,108
ENSG00000095787.21,chr10,28533081,28533620,TSS,True,66,139
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,60,237
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,208,237
ENSG00000151923.17,chr10,119596433,119597030,TSS,True,71,109
ENSG00000151923.17,chr10,119576610,119576642,TSS,True,76,109
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,1008,1260
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,254,1440
ENSG00000151632.17,chr10,5003751,5003891,TSS,True,37,137
ENSG00000151632.17,chr10,4991830,4991915,TSS,True,103,132
ENSG00000134453.15,chr10,6112361,6113507,5AS,True,194,224
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,99,290
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,250,290
ENSG00000134453.15,chr10,6115452,6117443,PAS,True,32,269
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,161,212
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,56,212
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,56,109
ENSG00000171813.13,chr10,132405986,132417060,5AS,False,46,143
ENSG00000171813.13,chr10,132396157,132397351,TSS,False,48,157
ENSG00000171813.13,chr10,132404741,132406289,TSS,True,139,157
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,56,158
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,123,158
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,23,145
ENSG00000166295.8,chr10,72220053,72220325,PAS,True,123,138
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,862,1285
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,879,1285
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,1091,1285
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,31,149
ENSG00000095739.10,chr10,28677491,28677973,TSS,True,62,612
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,88,162
ENSG00000197771.12,chr10,119872526,119872998,TSS,True,28,186
ENSG00000107672.14,chr10,121959410,121959500,IR,False,90,103
ENSG00000107672.14,chr10,121959595,121960357,IR,True,89,103
ENSG00000107672.14,chr10,121957065,121957259,PAS,True,17,128
ENSG00000107672.14,chr10,121967377,121967806,PAS,True,107,122
ENSG00000107672.14,chr10,121974003,121975271,TSS,True,101,128
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,64,128
ENSG00000107672.14,chr10,121974389,121974816,TSS,False,107,128
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,295,336
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,63,325
ENSG00000150867.13,chr10,22609619,22609718,TSS,False,78,110
ENSG00000150867.13,chr10,22714182,22714607,TSS,False,53,110
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,44,132
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,18,150
ENSG00000198408.13,chr10,101784442,101786587,PAS,True,27,151
ENSG00000198408.13,chr10,101797028,101798154,PAS,True,124,140
ENSG00000198408.13,chr10,101817823,101818718,TSS,True,29,157
ENSG00000168283.13,chr10,22321077,22321696,TSS,True,28,152
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,55,115
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,35,109
ENSG00000134452.19,chr10,5890346,5903019,ES,False,106,121
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,66,205
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,158,202
ENSG00000107485.16,chr10,8058841,8063995,3AS,False,269,1490
ENSG00000107485.16,chr10,8054587,8054891,TSS,True,1594,1895
ENSG00000107485.16,chr10,8058351,8058841,TSS,True,841,1892
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,112,208
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,67,214
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,150,247
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,134,247
ENSG00000148824.18,chr10,133394086,133394332,TSS,False,22,119
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,22,114
ENSG00000148824.18,chr10,133399528,133400207,PAS,True,94,107
ENSG00000151208.16,chr10,77790785,77792543,PAS,True,30,125
ENSG00000151208.16,chr10,77821081,77821794,TSS,False,204,237
ENSG00000100519.11,chr14,52707167,52707304,TSS,True,32,224
ENSG00000100811.12,chr14,100239134,100239923,TSS,True,24,143
ENSG00000157326.18,chr14,23953582,23953916,TSS,True,17,118
ENSG00000157326.18,chr14,23968756,23969279,PAS,True,19,110
ENSG00000100664.10,chr14,103334597,103335652,IR,True,455,511
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,104,579
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,413,562
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,210,569
ENSG00000100938.17,chr14,24238405,24238588,IR,False,99,113
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,75,127
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,96,127
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,103,127
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,110,127
ENSG00000100938.17,chr14,24238588,24239244,PAS,True,21,126
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,141,191
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,83,121
ENSG00000197102.11,chr14,102040631,102041734,TSS,False,108,121
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,72,174
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,524,784
ENSG00000166170.9,chr14,103562615,103562886,TSS,True,37,101
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,28,152
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,128,152
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,97,194
ENSG00000100911.15,chr14,24143584,24143622,TSS,True,323,397
ENSG00000100911.15,chr14,24146533,24147264,TSS,True,108,398
ENSG00000100522.9,chr14,52791427,52791684,TSS,True,35,120
