gene,chr,start,end,splice_type,novel,WTC11_ENCFF586RUA_in_cov,WTC11_ENCFF586RUA_total_cov
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,180,212
PB_novel_214572,chr9,97215113,97219583,ES,True,163,219
PB_novel_214572,chr9,97214704,97215113,TSS,True,36,258
ENSG00000137074.18,chr9,32987731,32988082,IR,False,77,157
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,83,155
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,98,124
ENSG00000137074.18,chr9,33001515,33001612,TSS,True,168,191
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,90,191
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,170,195
ENSG00000164967.9,chr9,34611332,34612063,5AS,True,87,109
ENSG00000164967.9,chr9,34611859,34612092,TSS,True,94,116
ENSG00000164967.9,chr9,34612063,34612106,TSS,False,29,116
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,53,286
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,87,373
ENSG00000186298.11,chr12,110742652,110742937,TSS,True,71,104
ENSG00000186298.11,chr12,110722134,110722269,TSS,True,71,103
ENSG00000167272.10,chr12,120579597,120581114,ES,False,37,186
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,63,195
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,807,3622
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,3197,3619
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,83,402
ENSG00000139644.12,chr12,49752974,49753081,TSS,True,351,402
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,361,2054
ENSG00000110871.14,chr12,120528939,120529174,TSS,True,20,153
ENSG00000110871.14,chr12,120516566,120516698,TSS,False,135,152
ENSG00000120837.7,chr12,104138140,104138313,TSS,True,18,154
ENSG00000136045.11,chr12,107685765,107685971,TSS,True,28,118
ENSG00000136045.11,chr12,107688614,107688802,TSS,True,97,118
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,19,111
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,97,111
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,378,553
ENSG00000063046.17,chr12,53033475,53034034,TSS,True,330,545
ENSG00000184752.12,chr12,94971513,95003594,3AS,True,118,464
ENSG00000184752.12,chr12,94971329,94971620,PAS,True,124,474
ENSG00000184752.12,chr12,94971332,94971513,PAS,True,356,474
ENSG00000133773.11,chr12,82352838,82353312,PAS,True,31,233
ENSG00000133773.11,chr12,82358222,82358798,TSS,True,36,234
ENSG00000133773.11,chr12,82358678,82358804,TSS,True,202,234
ENSG00000089157.15,chr12,120197462,120198853,5AS,True,135,189
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,1515,13658
ENSG00000089157.15,chr12,120200729,120201114,TSS,True,12287,13658
ENSG00000182196.13,chr12,122981809,122982030,IR,False,17,100
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,49,114
ENSG00000182196.13,chr12,122980230,122980385,TSS,True,98,114
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,576,2959
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,492,2799
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,2415,2799
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,2125,2365
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,585,2761
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,25,215
ENSG00000139546.10,chr12,53500905,53501461,TSS,True,33,104
ENSG00000139546.10,chr12,53501575,53501708,TSS,True,76,104
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,691,6367
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,39,389
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,43,123
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,95,122
ENSG00000111726.12,chr12,22046173,22046563,TSS,True,17,163
ENSG00000134285.10,chr12,48921958,48922201,PAS,True,25,143
ENSG00000134285.10,chr12,48925299,48925547,TSS,True,41,143
ENSG00000134285.10,chr12,48924773,48924977,TSS,False,106,132
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,57,136
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,113,136
ENSG00000127314.17,chr12,68648696,68648781,TSS,True,122,136
ENSG00000184047.17,chr12,122218397,122225964,ME,False,23,133
ENSG00000010278.13,chr12,6200320,6200565,TSS,True,94,747
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,27,195
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,186,213
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,46,213
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,97,917
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,16,143
ENSG00000183283.15,chr12,51242329,51243931,PAS,True,25,134
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,83,666
ENSG00000257727.5,chr12,56313611,56314966,PAS,True,579,651
ENSG00000170473.16,chr12,55927724,55927927,TSS,True,61,171
ENSG00000170473.16,chr12,55927075,55927127,TSS,True,128,171
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,57,479
ENSG00000087502.17,chr12,29381114,29381227,TSS,False,49,155
ENSG00000003056.7,chr12,8940360,8941940,PAS,True,15,135
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,39,150
ENSG00000003056.7,chr12,8945417,8945586,TSS,True,128,150
ENSG00000134283.17,chr12,42326229,42335882,ES,False,170,205
ENSG00000134283.17,chr12,42335974,42355160,ES,False,81,208
ENSG00000134283.17,chr12,42375074,42387455,ES,False,148,187
ENSG00000134283.17,chr12,42441314,42442593,PAS,True,27,217
ENSG00000136003.15,chr12,108562736,108564278,ES,False,87,100
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,29,161
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,20,112
ENSG00000135441.7,chr12,55716717,55719090,ES,False,26,131
ENSG00000135441.7,chr12,55716044,55716196,TSS,True,140,411
ENSG00000135441.7,chr12,55716469,55716717,TSS,True,280,411
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,23,115
ENSG00000050426.15,chr12,51048273,51048371,TSS,True,101,115
ENSG00000111639.7,chr12,6492972,6493716,5AS,False,95,192
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,208,781
ENSG00000111639.7,chr12,6493458,6493799,TSS,False,686,781
ENSG00000111639.7,chr12,6493716,6493800,TSS,False,686,781
ENSG00000111596.12,chr12,70319364,70335437,ES,False,15,113
ENSG00000111596.12,chr12,70242806,70243480,TSS,True,18,128
ENSG00000187109.13,chr12,76047718,76048392,IR,False,313,372
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,151,460
ENSG00000187109.13,chr12,76047718,76048420,IR,False,151,210
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,226,690
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,554,667
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,82,699
ENSG00000229117.8,chr12,56116659,56116774,IR,False,471,664
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,517,685
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,244,720
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,530,720
ENSG00000123349.13,chr12,53295639,53297849,ES,False,104,1009
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,385,460
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,83,465
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,299,1377
ENSG00000166598.14,chr12,103947362,103947430,TSS,True,894,1068
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,309,1361
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,848,1106
ENSG00000084463.7,chr12,14803351,14803504,TSS,True,23,158
ENSG00000170633.16,chr12,121400077,121400218,TSS,True,20,140
ENSG00000170633.16,chr12,121420575,121420778,TSS,True,123,137
ENSG00000170633.16,chr12,121423385,121424740,PAS,True,15,140
ENSG00000135404.11,chr12,55727150,55728975,TSS,True,2517,2808
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,584,2808
ENSG00000196465.10,chr12,56152573,56152631,TSS,True,90,342
ENSG00000094914.12,chr12,53320692,53321470,5AS,False,29,149
ENSG00000094914.12,chr12,53321342,53321624,TSS,True,48,163
ENSG00000094914.12,chr12,53321470,53321635,TSS,True,134,163
ENSG00000004478.7,chr12,2798728,2798826,TSS,False,52,191
ENSG00000004478.7,chr12,2797726,2799244,TSS,True,153,191
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,382,451
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,397,465
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,80,465
ENSG00000175183.9,chr12,76878937,76879019,TSS,True,170,724
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,269,380
ENSG00000197111.15,chr12,53462567,53465931,ES,False,150,332
ENSG00000197111.15,chr12,53467293,53468776,ES,False,171,334
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,41,205
ENSG00000197111.15,chr12,53455882,53456001,TSS,True,284,511
ENSG00000197111.15,chr12,53455458,53455493,TSS,True,439,511
ENSG00000123297.17,chr12,57782746,57782858,TSS,False,37,202
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,139,244
ENSG00000111011.17,chr12,122526847,122527009,TSS,True,90,265
ENSG00000111011.17,chr12,122517226,122517432,TSS,True,224,263
ENSG00000213782.7,chr12,12813342,12813454,TSS,True,35,140
ENSG00000198056.13,chr12,56712426,56712552,PAS,True,106,118
ENSG00000198056.13,chr12,56730356,56731734,PAS,True,27,118
ENSG00000075415.12,chr12,98593740,98593978,IR,False,64,118
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,1340,6415
ENSG00000135486.17,chr12,54282874,54283811,ES,False,10834,12106
ENSG00000135486.17,chr12,54280692,54280822,TSS,True,5580,12909
ENSG00000135486.17,chr12,54282571,54282665,TSS,True,11311,12904
ENSG00000135486.17,chr12,54282798,54282874,TSS,True,10016,12904
ENSG00000059804.15,chr12,7919226,7921631,PAS,True,23,190
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,68,231
ENSG00000059804.15,chr12,7925843,7925881,TSS,True,190,214
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,204,293
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,37,228
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,66,241
ENSG00000094916.15,chr12,54259508,54259611,TSS,False,185,216
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,160,1051
ENSG00000174456.13,chr12,110027597,110028589,PAS,False,97,122
ENSG00000174456.13,chr12,110041176,110042459,PAS,False,26,121
ENSG00000123353.9,chr12,55818030,55818112,TSS,True,19,128
ENSG00000234608.7,chr12,111840003,111840332,IR,False,35,100
ENSG00000234608.7,chr12,111840003,111841326,3AS,True,56,116
ENSG00000234608.7,chr12,111841470,111841683,IR,False,23,138
ENSG00000234608.7,chr12,111839767,111840003,PAS,False,66,159
ENSG00000234608.7,chr12,111839767,111840477,PAS,True,96,159
ENSG00000234608.7,chr12,111841326,111841964,TSS,True,44,159
ENSG00000234608.7,chr12,111841683,111841948,TSS,True,124,159
ENSG00000139146.13,chr12,31298224,31326023,ES,True,131,158
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,32,190
ENSG00000111144.9,chr12,96003064,96006313,ES,False,66,415
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,31,180
ENSG00000139168.7,chr12,42312765,42313198,PAS,True,47,155
ENSG00000139168.7,chr12,42313896,42313986,PAS,True,109,154
ENSG00000176485.11,chr11,63614068,63614384,IR,True,157,344
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,179,369
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,209,369
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,397,446
ENSG00000173933.20,chr11,66640123,66646026,ES,False,177,442
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,175,573
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,54,505
ENSG00000110200.8,chr11,72111281,72111411,3AS,False,95,229
ENSG00000110200.8,chr11,72111286,72111441,5AS,False,31,165
ENSG00000110200.8,chr11,72112649,72112788,TSS,True,31,277
ENSG00000255135.3,chr11,76444277,76444693,TSS,False,15,112
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,41,371
ENSG00000149761.8,chr11,64226247,64226297,TSS,False,91,104
ENSG00000149761.8,chr11,64226258,64226427,TSS,True,31,104
ENSG00000149761.8,chr11,64226273,64227132,TSS,True,89,104
ENSG00000162191.13,chr11,62678952,62679038,IR,False,49,426
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,145,517
ENSG00000162191.13,chr11,62677926,62678113,TSS,True,462,517
ENSG00000133316.15,chr11,62839506,62840399,TSS,True,25,239
ENSG00000177600.8,chr11,810039,811596,5AS,True,92,109
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,216,1296
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,220,262
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,65,161
ENSG00000076053.10,chr11,114400028,114400767,TSS,True,18,173
ENSG00000150779.11,chr11,112085462,112086639,ES,False,358,464
ENSG00000173992.8,chr11,66599253,66599458,IR,False,98,132
ENSG00000255717.6,chr11,62854551,62855132,ES,False,41,384
ENSG00000255717.6,chr11,62855466,62855864,3AS,True,313,362
ENSG00000255717.6,chr11,62851978,62852681,PAS,True,45,409
ENSG00000255717.6,chr11,62855864,62855922,TSS,False,66,433
ENSG00000137500.9,chr11,83274740,83280140,ES,False,40,230
ENSG00000137500.9,chr11,83280260,83285872,5AS,False,137,209
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,176,239
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,86,239
ENSG00000149257.14,chr11,75562085,75562319,TSS,False,257,321
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,111,162
ENSG00000168000.14,chr11,62707108,62709676,TSS,True,94,162
ENSG00000109929.9,chr11,121292726,121292816,TSS,True,28,130
ENSG00000168002.11,chr11,62761904,62765181,ME,False,397,478
ENSG00000197345.12,chr11,68898012,68900547,5AS,False,270,320
ENSG00000167985.6,chr11,61430182,61445940,ES,False,42,267
ENSG00000085063.15,chr11,33722463,33736381,ES,False,114,136
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,31,167
ENSG00000085063.15,chr11,33722378,33722467,TSS,True,146,167
ENSG00000110492.15,chr11,46381653,46381758,TSS,True,192,964
ENSG00000172922.9,chr11,65720241,65720797,TSS,True,174,199
ENSG00000172922.9,chr11,65720586,65720851,TSS,True,26,199
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,67,283
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,242,278
ENSG00000109881.16,chr11,27337119,27339035,PAS,True,62,111
ENSG00000109881.16,chr11,27348471,27350439,PAS,True,61,109
ENSG00000168439.16,chr11,64186053,64186270,TSS,True,39,302
ENSG00000167770.11,chr11,63996648,63996856,IR,False,565,653
ENSG00000109919.9,chr11,47634734,47638698,ES,False,79,525
ENSG00000087884.14,chr11,77821241,77842478,ES,False,122,167
ENSG00000087884.14,chr11,77821091,77821241,TSS,True,39,206
ENSG00000089597.17,chr11,62626859,62626936,TSS,True,96,111
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,42,117
ENSG00000087365.15,chr11,66068006,66068045,TSS,True,89,102
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,15,113
ENSG00000174851.15,chr11,66288954,66289146,TSS,True,73,114
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,89,156
ENSG00000166333.13,chr11,6603724,6603822,TSS,False,33,189
ENSG00000166333.13,chr11,6603742,6604360,TSS,True,170,189
ENSG00000174547.13,chr11,66438259,66438709,5AS,False,36,223
ENSG00000174547.13,chr11,66438631,66438848,TSS,True,61,253
ENSG00000174547.13,chr11,66438709,66438846,TSS,True,217,253
ENSG00000137513.9,chr11,78574347,78574864,TSS,True,91,166
ENSG00000137513.9,chr11,78574828,78574874,TSS,False,114,166
ENSG00000137513.9,chr11,78571334,78574864,TSS,True,136,166
ENSG00000134333.13,chr11,18394559,18394636,TSS,False,115,619
ENSG00000175334.7,chr11,66002513,66003234,5AS,False,110,915
ENSG00000175334.7,chr11,66001802,66002513,TSS,True,886,998
ENSG00000175334.7,chr11,66002483,66002570,TSS,True,181,998
ENSG00000166012.16,chr11,93729979,93730447,PAS,True,47,167
ENSG00000166012.16,chr11,93735924,93736304,PAS,True,127,151
ENSG00000166012.16,chr11,93738154,93738499,PAS,True,128,147
ENSG00000166012.16,chr11,93741321,93741536,TSS,True,24,169
ENSG00000171204.12,chr11,85628688,85631686,ES,False,160,269
ENSG00000175482.8,chr11,67353302,67353561,TSS,True,55,106
ENSG00000175482.8,chr11,67352987,67353537,TSS,True,90,106
ENSG00000175482.8,chr11,67353538,67353608,TSS,False,84,106
ENSG00000213593.9,chr11,57737668,57737912,3AS,False,117,131
ENSG00000213593.9,chr11,57737668,57738353,ES,False,34,165
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,275,2090
ENSG00000175550.7,chr11,65917434,65919543,TSS,True,28,270
ENSG00000168003.16,chr11,62855997,62856381,TSS,True,63,110
ENSG00000168003.16,chr11,62879988,62881447,TSS,True,59,110
ENSG00000151500.14,chr11,134248484,134249166,ES,False,86,248
ENSG00000151500.14,chr11,134252916,134253226,IR,False,187,222
ENSG00000151500.14,chr11,134252916,134253298,5AS,False,27,214
ENSG00000151500.14,chr11,134252839,134253395,TSS,True,222,256
ENSG00000151500.14,chr11,134253226,134253364,TSS,True,69,256
ENSG00000151500.14,chr11,134253298,134253412,TSS,True,229,256
ENSG00000110536.13,chr11,47565796,47565905,IR,False,90,131
ENSG00000110536.13,chr11,47565986,47571470,ES,False,19,129
ENSG00000110536.13,chr11,47565587,47565796,TSS,True,44,135
ENSG00000110536.13,chr11,47565593,47565986,TSS,True,95,135
ENSG00000126432.13,chr11,64318386,64320864,ME,True,70,113
ENSG00000175575.12,chr11,73878819,73887353,ES,False,123,149
ENSG00000173486.12,chr11,64240954,64241132,TSS,True,88,387
ENSG00000254934.5,chr11,27618018,27618111,3AS,True,21,169
ENSG00000254934.5,chr11,27618018,27618111,IR,True,21,154
ENSG00000254934.5,chr11,27618023,27618111,3AS,True,114,148
ENSG00000254934.5,chr11,27618023,27618111,IR,True,114,247
ENSG00000254934.5,chr11,27618023,27623949,ME,True,36,120
ENSG00000254934.5,chr11,27618023,27623949,ES,True,245,392
ENSG00000254934.5,chr11,27618023,27623949,3AS,False,245,412
ENSG00000254934.5,chr11,27618037,27618111,IR,True,34,167
ENSG00000254934.5,chr11,27618178,27623949,ES,True,95,106
ENSG00000254934.5,chr11,27618178,27623949,3AS,True,95,287
ENSG00000254934.5,chr11,27618182,27623949,ES,True,148,192
ENSG00000254934.5,chr11,27616478,27618023,PAS,False,385,789
ENSG00000254934.5,chr11,27616676,27618182,PAS,True,706,788
ENSG00000254934.5,chr11,27623846,27624145,PAS,True,666,782
ENSG00000177697.18,chr11,832731,833026,TSS,True,45,133
ENSG00000109861.15,chr11,88287034,88294508,PAS,True,97,559
ENSG00000109861.15,chr11,88326034,88326443,PAS,True,462,547
ENSG00000109854.13,chr11,20363749,20364236,5AS,False,104,129
ENSG00000109854.13,chr11,20363696,20363749,TSS,False,51,158
ENSG00000109854.13,chr11,20363703,20363798,TSS,False,132,158
ENSG00000109854.13,chr11,20363747,20364432,TSS,True,137,158
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,964,5411
ENSG00000172757.12,chr11,65855934,65856244,TSS,True,4515,5410
ENSG00000185627.17,chr11,236519,237144,TSS,True,118,508
ENSG00000134574.11,chr11,47214931,47215263,TSS,True,31,107
ENSG00000134574.11,chr11,47238799,47239236,PAS,True,13,102
ENSG00000148950.10,chr11,31433570,31509518,ES,False,51,106
ENSG00000176102.12,chr11,33141762,33141884,IR,False,84,107
ENSG00000176102.12,chr11,33084487,33085289,PAS,True,98,115
ENSG00000176102.12,chr11,33139346,33141762,PAS,True,45,114
ENSG00000176102.12,chr11,33141430,33141986,PAS,True,90,113
ENSG00000177830.17,chr11,884169,899339,ES,False,47,193
ENSG00000177830.17,chr11,904859,910774,ES,False,132,179
ENSG00000177830.17,chr11,910774,910894,TSS,True,25,204
ENSG00000149136.8,chr11,57327425,57327512,TSS,True,75,114
ENSG00000129824.15,chrY,2841567,2841627,TSS,False,141,635
ENSG00000214046.8,chr19,16646800,16647095,IR,False,15,117
ENSG00000214046.8,chr19,16646800,16647119,IR,False,14,116
ENSG00000214046.8,chr19,16647261,16659394,ES,False,27,146
ENSG00000214046.8,chr19,16630729,16631724,PAS,True,134,150
ENSG00000214046.8,chr19,16644142,16647261,PAS,True,46,148
ENSG00000214046.8,chr19,16645664,16646800,PAS,True,118,148
ENSG00000231205.11,chr19,20409024,20424785,3AS,False,15,139
ENSG00000231205.11,chr19,20404962,20406132,PAS,True,41,150
ENSG00000231205.11,chr19,20338143,20341101,PAS,True,121,150
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,163,834
ENSG00000170906.15,chr19,54102871,54103188,TSS,True,701,834
ENSG00000179115.10,chr19,12933549,12933738,TSS,True,17,144
ENSG00000130811.11,chr19,10119839,10120916,TSS,False,151,353
ENSG00000130811.11,chr19,10118867,10119659,TSS,True,229,353
ENSG00000105254.11,chr19,36114962,36115674,TSS,True,33,240
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,63,104
ENSG00000179262.9,chr19,12945837,12946020,TSS,True,32,139
ENSG00000179262.9,chr19,12952769,12952853,TSS,True,106,138
ENSG00000099622.13,chr19,1274440,1274648,IR,False,263,298
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,124,522
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,290,478
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,256,520
ENSG00000130312.6,chr19,17305825,17305957,TSS,True,46,247
ENSG00000130332.14,chr19,2324192,2328386,3AS,False,149,1455
ENSG00000130332.14,chr19,2328560,2328595,TSS,False,153,1473
ENSG00000130175.9,chr19,11447597,11447692,5AS,False,121,161
ENSG00000130175.9,chr19,11435604,11435706,TSS,True,82,203
ENSG00000130175.9,chr19,11447539,11447597,TSS,False,174,201
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,160,372
ENSG00000105220.15,chr19,34378931,34379005,TSS,False,237,371
ENSG00000105700.10,chr19,18557761,18557914,TSS,True,48,318
ENSG00000142546.13,chr19,49580514,49580578,TSS,True,84,409
ENSG00000142546.13,chr19,49556874,49557011,TSS,True,336,406
ENSG00000063241.7,chr19,55455330,55456348,ES,False,43,102
ENSG00000130255.12,chr19,5690389,5690505,IR,False,35,340
ENSG00000179271.2,chr19,12956862,12957224,TSS,False,89,111
ENSG00000183207.13,chr19,48993533,48993923,TSS,True,140,531
ENSG00000186230.6,chr19,57435593,57438101,5AS,True,66,112
ENSG00000186230.6,chr19,57435324,57435667,TSS,True,69,116
ENSG00000186230.6,chr19,57435321,57435593,TSS,True,50,116
ENSG00000087088.19,chr19,48954855,48954962,TSS,False,94,254
ENSG00000087088.19,chr19,48961531,48961799,PAS,True,26,191
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,1727,8010
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,7033,8010
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,111,292
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,75,347
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,609,698
ENSG00000167658.15,chr19,3977214,3977333,TSS,True,267,686
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,84,328
ENSG00000105341.18,chr19,41433673,41438217,ES,False,21,167
ENSG00000105341.18,chr19,41431316,41432408,PAS,True,21,177
ENSG00000105341.18,chr19,41439881,41439939,TSS,True,92,248
ENSG00000105518.13,chr19,11345628,11346126,3AS,False,200,281
ENSG00000105518.13,chr19,11345628,11346207,IR,False,16,113
ENSG00000105518.13,chr19,11346126,11346295,TSS,True,62,347
ENSG00000104979.8,chr19,13774454,13774574,TSS,True,92,452
ENSG00000104979.8,chr19,13774459,13774707,TSS,True,376,452
ENSG00000125652.7,chr19,6372762,6373024,TSS,False,22,188
ENSG00000095059.15,chr19,12676142,12677290,ES,False,21,174
ENSG00000095059.15,chr19,12681559,12681898,TSS,True,45,223
ENSG00000160014.16,chr19,46600992,46601437,TSS,True,45,193
ENSG00000105048.16,chr19,55141920,55145543,3AS,False,139,163
ENSG00000105048.16,chr19,55145565,55146659,ES,True,94,108
ENSG00000105048.16,chr19,55145565,55146680,5AS,False,39,145
ENSG00000105048.16,chr19,55146680,55146986,TSS,True,179,250
ENSG00000105048.16,chr19,55146659,55146976,TSS,True,144,250
ENSG00000105048.16,chr19,55141185,55141765,TSS,True,221,250
ENSG00000172270.19,chr19,572512,572701,TSS,True,338,1903
ENSG00000172270.19,chr19,576314,579656,TSS,True,1584,1903
ENSG00000129991.12,chr19,55156200,55156982,TSS,True,108,174
ENSG00000129991.12,chr19,55156602,55157014,TSS,True,68,174
ENSG00000142230.11,chr19,47130795,47131028,TSS,True,95,489
ENSG00000105373.18,chr19,47753708,47755523,TSS,False,109,126
ENSG00000105373.18,chr19,47756707,47756744,TSS,True,21,123
ENSG00000105669.13,chr19,18919222,18919459,TSS,True,91,781
ENSG00000105669.13,chr19,18912983,18913492,TSS,False,701,781
ENSG00000128626.11,chr19,38930998,38931275,5AS,True,243,324
ENSG00000128626.11,chr19,38931171,38931275,IR,False,80,105
ENSG00000128626.11,chr19,38930940,38930998,TSS,False,111,354
ENSG00000128626.11,chr19,38930968,38931171,TSS,False,274,354
ENSG00000105393.15,chr19,17267527,17268793,3AS,False,161,240
ENSG00000105393.15,chr19,17267397,17267527,TSS,True,66,316
ENSG00000167461.11,chr19,16111654,16112025,TSS,True,15,101
ENSG00000119559.15,chr19,1478905,1479162,5AS,False,100,115
ENSG00000119559.15,chr19,1479162,1479556,TSS,False,30,131
ENSG00000119559.15,chr19,1478773,1479176,TSS,True,117,131
ENSG00000119559.15,chr19,1479113,1479209,TSS,False,117,131
ENSG00000042753.11,chr19,46850763,46850855,TSS,True,168,1055
ENSG00000042753.11,chr19,46850133,46850295,TSS,False,913,1055
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,35,263
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,88,109
ENSG00000129351.17,chr19,10654781,10655123,TSS,False,98,109
ENSG00000221923.8,chr19,52369091,52369977,TSS,True,21,137
ENSG00000221923.8,chr19,52383848,52386991,PAS,True,88,136
ENSG00000221923.8,chr19,52374483,52374717,PAS,False,106,124
ENSG00000221923.8,chr19,52379420,52381389,PAS,True,76,130
ENSG00000115268.9,chr19,1438428,1438810,IR,False,145,193
ENSG00000089327.14,chr19,35154711,35154809,TSS,True,48,364
ENSG00000142396.10,chr19,58312403,58314747,5AS,True,14,113
ENSG00000161249.20,chr19,35497538,35498715,ES,False,132,195
ENSG00000161249.20,chr19,35497538,35498715,5AS,False,132,169
ENSG00000161249.20,chr19,35502183,35505717,ES,False,24,235
ENSG00000161249.20,chr19,35505986,35509910,ES,False,246,322
ENSG00000161249.20,chr19,35505986,35510183,ES,False,336,679
ENSG00000161249.20,chr19,35510252,35510370,IR,False,281,425
ENSG00000161249.20,chr19,35510252,35510378,5AS,False,290,571
ENSG00000161249.20,chr19,35510252,35510378,IR,False,290,434
ENSG00000161249.20,chr19,35497216,35497538,PAS,True,511,750
ENSG00000161249.20,chr19,35503302,35503447,PAS,True,259,742
ENSG00000161249.20,chr19,35510378,35510543,TSS,True,460,750
ENSG00000161249.20,chr19,35510183,35510522,TSS,True,604,749
ENSG00000161249.20,chr19,35510370,35510544,TSS,True,468,750
