gene,chr,start,end,splice_type,novel,osteocyte_ENCFF925MYC_in_cov,osteocyte_ENCFF925MYC_total_cov
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,182,559
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,326,377
ENSG00000100650.15,chr14,69769251,69770466,IR,False,343,560
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,249,576
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,394,576
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,130,575
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,509,575
ENSG00000140153.17,chr14,102140172,102194937,ES,False,123,137
ENSG00000140153.17,chr14,102139878,102140172,TSS,True,21,172
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,62,170
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,119,172
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,53,434
ENSG00000119688.20,chr14,74286529,74286700,IR,False,159,248
ENSG00000119688.20,chr14,74296449,74299547,ES,False,16,155
ENSG00000119688.20,chr14,74298069,74300149,ES,False,71,187
ENSG00000119688.20,chr14,74299675,74302874,ES,False,32,155
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,97,256
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,167,256
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,91,773
ENSG00000100823.11,chr14,20455338,20455577,IR,False,91,139
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,300,964
ENSG00000165819.11,chr14,21499137,21499305,IR,False,234,375
ENSG00000165819.11,chr14,21499371,21499491,IR,False,231,375
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,66,145
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,86,145
ENSG00000092108.20,chr14,30622399,30630476,ES,False,77,340
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,66,351
ENSG00000198513.11,chr14,50632228,50633040,PAS,True,18,112
ENSG00000165861.13,chr14,72969445,72971114,PAS,True,13,106
ENSG00000165861.13,chr14,73026925,73027165,TSS,True,21,107
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,136,173
ENSG00000092148.12,chr14,31154720,31157010,PAS,True,112,128
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,40,127
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,56,173
ENSG00000197045.12,chr14,54488924,54489057,TSS,True,85,124
ENSG00000100926.14,chr14,24192356,24192647,IR,True,304,369
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,82,381
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,307,377
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,47,381
ENSG00000070367.15,chr14,57200503,57208797,PAS,True,207,333
ENSG00000070367.15,chr14,57218034,57218068,PAS,True,132,327
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,41,344
ENSG00000119681.11,chr14,74502652,74502881,TSS,True,145,162
ENSG00000126814.6,chr14,60979886,60981023,5AS,False,13,110
ENSG00000126814.6,chr14,60980962,60981088,TSS,True,19,113
ENSG00000126814.6,chr14,60981023,60981163,TSS,False,101,113
ENSG00000092020.10,chr14,35110629,35121901,ES,False,113,272
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,45,275
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,236,278
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,107,403
ENSG00000050130.17,chr14,59484593,59486730,IR,False,107,136
ENSG00000227051.6,chr14,96039112,96039527,TSS,True,65,114
ENSG00000213463.4,chr14,70416899,70417083,TSS,True,12,105
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,66,213
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,99,352
ENSG00000133961.20,chr14,73297285,73323129,ES,False,67,132
ENSG00000133961.20,chr14,73355766,73409936,ES,False,40,139
ENSG00000133961.20,chr14,73274405,73277293,PAS,True,35,154
ENSG00000133961.20,chr14,73321594,73323204,PAS,True,135,152
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,16,159
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,45,401
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,46,402
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,36,118
ENSG00000100889.11,chr14,24094308,24097137,TSS,True,106,118
ENSG00000100889.11,chr14,24103509,24104132,PAS,True,15,118
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,23,133
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,26,137
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,114,137
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,229,271
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,49,276
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,132,207
ENSG00000165792.17,chr14,20994901,20995164,IR,False,158,205
ENSG00000165792.17,chr14,20996711,20996784,IR,False,88,194
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,121,209
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,102,208
ENSG00000119723.16,chr14,73958277,73958970,IR,False,140,162
ENSG00000121957.13,chr1,108877228,108885274,ES,False,95,116
ENSG00000121957.13,chr1,108877228,108885506,3AS,False,35,151
ENSG00000121957.13,chr1,108876962,108877228,TSS,True,25,196
ENSG00000121957.13,chr1,108929700,108931643,PAS,True,38,191
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,65,483
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,68,483
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,26,250
ENSG00000143344.15,chr1,183912081,183912268,TSS,True,84,124
ENSG00000143344.15,chr1,183805113,183805324,TSS,False,86,132
ENSG00000143344.15,chr1,183926104,183928531,PAS,False,12,119
ENSG00000121940.15,chr1,108943907,108947610,3AS,False,16,150
ENSG00000121940.15,chr1,108950438,108963360,3AS,True,12,119
ENSG00000121940.15,chr1,108950448,108963360,ES,True,81,107
ENSG00000121940.15,chr1,108963360,108963514,TSS,True,40,164
ENSG00000116212.14,chr1,53946549,53951985,ES,False,71,159
ENSG00000196154.11,chr1,153544809,153545752,ES,True,156,201
ENSG00000196154.11,chr1,153545752,153545807,TSS,True,25,226
ENSG00000052723.11,chr1,114780215,114780448,5AS,False,134,153
ENSG00000052723.11,chr1,114780436,114780691,TSS,True,159,179
ENSG00000052723.11,chr1,114780448,114780685,TSS,False,36,179
ENSG00000036549.12,chr1,77559966,77565784,PAS,True,40,112
ENSG00000036549.12,chr1,77626868,77633405,PAS,True,89,105
ENSG00000036549.12,chr1,77683261,77683840,TSS,True,43,115
ENSG00000036549.12,chr1,77682584,77682675,TSS,True,83,115
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,67,456
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,67,466
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,56,217
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,164,214
ENSG00000137942.16,chr1,93551105,93552408,IR,False,156,179
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,33,269
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,99,255
ENSG00000137942.16,chr1,93544106,93544216,PAS,True,191,245
ENSG00000162694.13,chr1,100888828,100894632,3AS,False,146,227
ENSG00000060642.10,chr1,26787083,26787989,TSS,False,64,145
ENSG00000060642.10,chr1,26787949,26788268,TSS,False,112,145
ENSG00000177628.15,chr1,155244505,155244815,TSS,True,135,161
ENSG00000177628.15,chr1,155241085,155241281,TSS,True,35,161
ENSG00000160679.12,chr1,153636653,153638294,IR,False,198,227
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,88,207
ENSG00000137959.15,chr1,78620571,78628950,ES,False,24,103
ENSG00000117461.14,chr1,46040139,46043871,PAS,True,117,134
ENSG00000117461.14,chr1,46055852,46055971,PAS,True,29,131
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,21,149
ENSG00000230124.7,chr1,180287602,180288517,PAS,True,20,158
ENSG00000065183.15,chr1,117929782,117933287,5AS,False,101,125
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,51,152
ENSG00000065183.15,chr1,117929757,117929924,TSS,True,132,152
ENSG00000065183.15,chr1,117959291,117960886,PAS,False,26,152
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,35,137
ENSG00000127483.17,chr1,20773594,20776750,PAS,True,97,108
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,128,167
ENSG00000127483.17,chr1,20786648,20786822,TSS,False,145,167
ENSG00000127483.17,chr1,20786513,20786669,TSS,False,145,167
ENSG00000168679.17,chr1,110377161,110380981,ES,False,16,150
ENSG00000168679.17,chr1,110381795,110389236,ES,False,32,136
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,20,112
ENSG00000162419.12,chr1,28683740,28690103,3AS,False,78,107
ENSG00000162419.12,chr1,28668708,28668839,TSS,True,26,112
ENSG00000162419.12,chr1,28683581,28683740,TSS,True,93,112
ENSG00000163565.18,chr1,159032691,159051678,ES,False,35,127
ENSG00000163565.18,chr1,159009864,159010161,TSS,True,26,218
ENSG00000163565.18,chr1,159054820,159055156,PAS,True,92,218
ENSG00000163565.18,chr1,159020340,159020529,PAS,False,141,217
ENSG00000163875.15,chr1,37495918,37501803,ES,False,285,372
ENSG00000060718.21,chr1,102876467,102878165,PAS,True,816,1123
ENSG00000060718.21,chr1,103022013,103022996,PAS,True,498,815
ENSG00000060718.21,chr1,102987639,102987740,PAS,True,705,845
ENSG00000060718.21,chr1,103108072,103108641,TSS,True,341,1136
ENSG00000169905.12,chr1,179840911,179846828,PAS,True,74,122
ENSG00000169905.12,chr1,179847594,179847636,PAS,True,88,122
ENSG00000169905.12,chr1,179862438,179865854,PAS,True,81,114
ENSG00000169905.12,chr1,179877692,179877816,TSS,True,15,123
ENSG00000169231.13,chr1,155207797,155209114,TSS,True,14,136
ENSG00000117593.10,chr1,173857517,173858873,PAS,True,19,125
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,50,346
ENSG00000117228.9,chr1,89051521,89053468,PAS,True,89,285
ENSG00000117228.9,chr1,89055133,89055215,PAS,True,235,284
ENSG00000117228.9,chr1,89054680,89054875,PAS,True,254,285
ENSG00000117226.11,chr1,89012027,89014082,ES,True,31,137
ENSG00000117226.11,chr1,89015414,89020531,ES,False,116,144
ENSG00000117226.11,chr1,89006679,89007852,PAS,True,28,156
ENSG00000234741.7,chr1,173864075,173864256,IR,False,219,262
ENSG00000234741.7,chr1,173864304,173864483,IR,False,170,267
ENSG00000234741.7,chr1,173864506,173864674,IR,False,179,268
ENSG00000234741.7,chr1,173864704,173865228,IR,False,201,278
ENSG00000234741.7,chr1,173865282,173865470,IR,False,122,193
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,83,207
ENSG00000234741.7,chr1,173865282,173865509,IR,False,83,154
ENSG00000234741.7,chr1,173865894,173866176,IR,False,227,279
ENSG00000234741.7,chr1,173866567,173866760,IR,False,204,276
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,63,282
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,579,845
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,262,835
ENSG00000069248.11,chr1,229440257,229442040,PAS,True,187,374
ENSG00000069248.11,chr1,229456846,229458296,PAS,True,291,373
ENSG00000069248.11,chr1,229465441,229465519,PAS,True,302,371
ENSG00000284770.1,chr1,235380149,235414432,ES,False,17,136
ENSG00000135862.5,chr1,183142533,183145592,PAS,False,104,209
ENSG00000135862.5,chr1,183137668,183140265,PAS,True,149,203
ENSG00000135862.5,chr1,183134659,183134794,PAS,True,170,193
ENSG00000188976.10,chr1,944800,945056,5AS,False,84,141
ENSG00000188976.10,chr1,959214,960041,TSS,True,16,144
ENSG00000092969.11,chr1,218345333,218347047,TSS,True,45,272
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,27,115
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,92,223
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,138,222
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,85,134
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,82,134
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,148,167
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,21,159
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,18,167
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,1511,2146
ENSG00000162735.18,chr1,160283109,160285054,ES,False,61,305
ENSG00000117280.12,chr1,205774832,205775478,TSS,True,114,139
ENSG00000117280.12,chr1,205775272,205775474,TSS,True,115,139
ENSG00000117280.12,chr1,205775373,205775482,TSS,True,108,139
ENSG00000117280.12,chr1,205775401,205775479,TSS,True,113,139
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,217,1252
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,1043,1252
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,124,246
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,78,282
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,247,283
ENSG00000122417.15,chr1,86358387,86358891,PAS,True,51,117
ENSG00000122417.15,chr1,86370144,86371153,PAS,True,101,117
ENSG00000162627.16,chr1,98661911,98684884,ES,False,125,153
ENSG00000188092.14,chr1,147992710,147994163,PAS,True,12,101
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,141,217
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,141,158
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,31,248
ENSG00000120370.12,chr1,170532284,170539209,ES,False,98,116
ENSG00000120370.12,chr1,170539567,170542490,5AS,False,90,117
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,17,146
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,23,145
ENSG00000143337.18,chr1,179884769,179889312,3AS,False,135,218
ENSG00000134255.13,chr1,111140196,111140307,TSS,False,18,136
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,65,102
ENSG00000143384.12,chr1,150578243,150578581,TSS,True,85,102
ENSG00000001461.16,chr1,24415379,24415904,TSS,True,19,127
ENSG00000001461.16,chr1,24468985,24472979,PAS,True,21,119
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,383,492
ENSG00000067334.13,chr1,93873119,93873214,PAS,True,441,492
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,209,488
ENSG00000116729.13,chr1,68094367,68098753,PAS,False,359,805
ENSG00000116729.13,chr1,68124864,68126335,PAS,True,507,802
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,33,100
ENSG00000178028.13,chr1,44213464,44213858,TSS,True,77,100
ENSG00000178104.19,chr1,148808268,148808737,TSS,True,126,141
ENSG00000178104.19,chr1,148951996,148953905,TSS,True,98,133
ENSG00000178104.19,chr1,148844420,148844794,TSS,True,73,141
ENSG00000178104.19,chr1,148981269,148986471,PAS,True,82,132
ENSG00000178104.19,chr1,148974513,148974594,PAS,True,117,132
ENSG00000198860.12,chr1,184054863,184072826,ES,False,71,296
ENSG00000117385.15,chr1,42766506,42767125,TSS,True,55,114
ENSG00000117385.15,chr1,42762322,42762566,TSS,True,94,114
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,463,566
ENSG00000126088.13,chr1,45013215,45013291,IR,False,505,575
ENSG00000126088.13,chr1,45013791,45013908,IR,False,519,585
ENSG00000126088.13,chr1,45014070,45014438,IR,False,525,586
ENSG00000196505.10,chr1,117863486,117870616,PAS,True,29,104
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,109,664
ENSG00000143612.20,chr1,154212624,154219835,ME,True,110,126
ENSG00000143612.20,chr1,154212624,154214456,ES,False,145,1030
ENSG00000143612.20,chr1,154213946,154220341,ME,True,16,146
ENSG00000143612.20,chr1,154213946,154220341,ME,True,16,146
ENSG00000143612.20,chr1,154214574,154220341,ES,False,165,1010
ENSG00000117143.13,chr1,162590511,162592734,3AS,False,19,109
ENSG00000117143.13,chr1,162590511,162597791,ES,False,19,127
ENSG00000162607.12,chr1,62436379,62437400,TSS,False,17,113
ENSG00000162607.12,chr1,62444737,62445083,PAS,True,39,103
ENSG00000162607.12,chr1,62450245,62451804,PAS,True,68,113
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,19,144
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,50,242
ENSG00000131778.18,chr1,147285323,147288352,PAS,True,214,242
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,214,413
ENSG00000134644.15,chr1,30953981,30965981,ES,False,61,411
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,79,400
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,172,375
ENSG00000134644.15,chr1,30980166,30981311,3AS,False,176,203
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,67,423
ENSG00000122484.8,chr1,92387010,92389839,PAS,True,36,106
ENSG00000122484.8,chr1,92323444,92324698,PAS,False,83,106
ENSG00000157916.19,chr1,2391958,2395783,ES,False,130,153
ENSG00000162687.17,chr1,196225778,196228335,PAS,True,38,103
ENSG00000162687.17,chr1,196608214,196608893,TSS,True,83,104
ENSG00000117335.19,chr1,207767195,207770320,ES,False,78,476
ENSG00000117335.19,chr1,207785682,207793518,ES,False,292,504
ENSG00000143742.12,chr1,225783368,225789239,ES,False,1231,1511
ENSG00000009307.15,chr1,114738072,114757924,ME,False,39,121
ENSG00000143493.12,chr1,211940310,211942111,PAS,True,17,153
ENSG00000134717.17,chr1,52056379,52064824,ES,False,51,457
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,28,276
ENSG00000116539.12,chr1,155562778,155562855,TSS,False,89,164
ENSG00000116539.12,chr1,155562152,155562788,TSS,True,141,164
ENSG00000116539.12,chr1,155563072,155563169,TSS,True,129,164
ENSG00000116132.11,chr1,170663271,170664459,TSS,True,64,137
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,352,467
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,198,466
ENSG00000120333.4,chr1,175023363,175023430,TSS,False,12,118
ENSG00000142794.18,chr1,21439818,21440348,TSS,True,21,124
ENSG00000142794.18,chr1,21483142,21485017,PAS,True,33,124
ENSG00000142794.18,chr1,21454855,21457140,PAS,True,87,107
ENSG00000117505.12,chr1,93345894,93346865,TSS,True,27,101
ENSG00000116754.13,chr1,70228555,70232267,ES,False,101,117
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,102,173
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,115,173
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,121,163
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,148,169
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,135,168
ENSG00000116754.13,chr1,70249951,70250048,PAS,True,140,163
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,120,153
ENSG00000116922.14,chr1,37689883,37690215,3AS,False,81,111
ENSG00000116922.14,chr1,37689883,37690333,5AS,False,23,105
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,51,155
ENSG00000116922.14,chr1,37692029,37692290,TSS,True,120,155
ENSG00000162642.13,chr1,85258722,85259357,ES,False,23,105
ENSG00000058799.14,chr1,53852270,53860055,ES,False,75,193
ENSG00000058799.14,chr1,53888986,53889712,ES,False,106,186
ENSG00000159479.16,chr1,43384552,43385045,IR,False,48,346
ENSG00000159479.16,chr1,43383906,43385106,PAS,True,60,362
ENSG00000159479.16,chr1,43383905,43384552,PAS,False,314,362
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,81,566
ENSG00000135829.16,chr1,182887082,182887982,PAS,True,127,565
ENSG00000135829.16,chr1,182874853,182874928,PAS,True,435,538
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,59,528
ENSG00000184588.17,chr1,66331737,66332620,TSS,True,73,159
ENSG00000184588.17,chr1,66363193,66363266,TSS,True,118,150
ENSG00000143815.14,chr1,225406832,225411336,ES,True,21,172
ENSG00000077254.14,chr1,77741748,77759642,ES,False,114,152
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,128,190
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,158,190
ENSG00000077254.14,chr1,77722216,77723443,PAS,True,116,160
ENSG00000077254.14,chr1,77725621,77725762,PAS,True,141,160
ENSG00000077254.14,chr1,77759642,77759902,TSS,True,40,192
ENSG00000077254.14,chr1,77717866,77718048,TSS,True,99,111
ENSG00000134369.15,chr1,201786444,201786577,TSS,True,198,224
ENSG00000054282.15,chr1,243255274,243256240,TSS,True,17,120
ENSG00000054282.15,chr1,243499755,243500095,PAS,True,95,120
ENSG00000054282.15,chr1,243318036,243318536,PAS,True,104,116
ENSG00000054282.15,chr1,243330539,243330693,PAS,True,77,116
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,276,339
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,75,361
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,299,361
ENSG00000197429.10,chr1,45714354,45716894,3AS,True,22,129
ENSG00000197429.10,chr1,45698309,45700190,PAS,True,18,142
ENSG00000143486.15,chr1,206591637,206591845,PAS,False,60,476
ENSG00000162604.12,chr1,61681350,61683416,IR,True,107,140
ENSG00000162604.12,chr1,61683546,61694696,ES,False,92,139
ENSG00000162604.12,chr1,61681039,61681350,PAS,True,40,147
ENSG00000162604.12,chr1,61681044,61683546,PAS,True,113,146
ENSG00000162604.12,chr1,61724954,61725151,TSS,True,19,147
ENSG00000137955.15,chr1,75790057,75791284,ES,False,171,202
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,171,193
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,31,232
ENSG00000117616.17,chr1,25244224,25244453,IR,False,18,166
ENSG00000117616.17,chr1,25244498,25245149,IR,False,59,169
ENSG00000117616.17,chr1,25242247,25242705,PAS,True,57,204
ENSG00000117616.17,chr1,25243549,25245301,PAS,True,170,200
ENSG00000117616.17,chr1,25247308,25247513,TSS,True,41,188
ENSG00000188641.13,chr1,97077738,97079146,PAS,False,103,219
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,184,1539
ENSG00000154305.16,chr1,222618033,222618243,TSS,True,109,279
ENSG00000154305.16,chr1,222627646,222630389,TSS,True,149,169
ENSG00000154305.16,chr1,222644290,222644586,TSS,True,94,161
ENSG00000154305.16,chr1,222665308,222668006,PAS,True,217,272
ENSG00000154305.16,chr1,222627574,222630233,PAS,True,61,171
ENSG00000118454.12,chr1,70353978,70354993,TSS,True,21,110
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,66,392
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,54,392
ENSG00000155366.16,chr1,112703806,112707077,ES,False,76,149
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,25,174
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,46,199
ENSG00000117151.12,chr1,84566012,84570581,ES,False,31,237
ENSG00000117151.12,chr1,84498323,84498548,PAS,True,202,244
ENSG00000117151.12,chr1,84553119,84555199,PAS,True,88,242
ENSG00000117151.12,chr1,84561802,84563418,PAS,True,200,242
ENSG00000142867.13,chr1,85265780,85267982,PAS,True,31,213
ENSG00000160062.14,chr1,32595223,32600267,3AS,False,26,120
ENSG00000160062.14,chr1,32600267,32601472,PAS,False,99,126
ENSG00000160062.14,chr1,32600086,32602328,PAS,True,28,126
ENSG00000137962.12,chr1,94170651,94174749,PAS,True,91,114
ENSG00000137962.12,chr1,94237414,94237639,TSS,True,42,123
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,57,481
ENSG00000156171.14,chr1,111137586,111140037,ES,False,88,218
ENSG00000156171.14,chr1,111139666,111140037,3AS,False,76,130
ENSG00000152061.23,chr1,174159252,174159657,TSS,True,27,144
ENSG00000152061.23,chr1,174637373,174990400,PAS,True,26,134
ENSG00000162733.17,chr1,162632405,162632631,TSS,True,159,386
ENSG00000117448.13,chr1,45551155,45561788,ES,False,273,369
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,62,380
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,326,380
ENSG00000117139.17,chr1,202727398,202729173,PAS,True,231,296
ENSG00000117139.17,chr1,202727403,202730027,PAS,True,233,290
ENSG00000117139.17,chr1,202732620,202735587,PAS,True,140,283
ENSG00000117139.17,chr1,202808101,202808523,TSS,True,88,301
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,85,759
ENSG00000186141.8,chr1,145826492,145826605,IR,False,47,301
ENSG00000186141.8,chr1,145842338,145845654,PAS,True,33,308
ENSG00000118473.21,chr1,66533952,66534368,TSS,True,60,119
ENSG00000118473.21,chr1,66532707,66533672,TSS,True,92,119
ENSG00000118473.21,chr1,66694438,66695271,PAS,True,92,111
ENSG00000118473.21,chr1,66743072,66745176,PAS,True,77,117
ENSG00000118473.21,chr1,66690189,66695255,PAS,True,87,111
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,71,634
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,34,263
ENSG00000078369.17,chr1,1789052,1789188,TSS,True,174,228
ENSG00000078369.17,chr1,1804418,1804551,TSS,True,192,228
ENSG00000078369.17,chr1,1790394,1790699,TSS,True,195,228
ENSG00000067208.14,chr1,92736627,92784835,ES,True,90,104
ENSG00000067208.14,chr1,92693800,92693899,PAS,True,51,109
ENSG00000067208.14,chr1,92622675,92624334,PAS,True,89,109
ENSG00000067208.14,chr1,92677021,92677218,PAS,True,83,109
ENSG00000067208.14,chr1,92784835,92785465,TSS,True,16,125
ENSG00000054267.21,chr1,235220317,235220545,PAS,True,41,155
ENSG00000054267.21,chr1,235221891,235229385,PAS,True,134,155
ENSG00000160710.16,chr1,154627854,154627976,TSS,True,113,137
ENSG00000163867.16,chr1,34986164,34988935,PAS,False,56,106
ENSG00000163867.16,chr1,35015963,35019602,PAS,True,62,106
ENSG00000163867.16,chr1,35031814,35031994,TSS,True,46,106
ENSG00000163867.16,chr1,35031630,35031743,TSS,False,73,106
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,652,1004
ENSG00000122218.15,chr1,160297342,160299207,TSS,False,611,977
ENSG00000122218.15,chr1,160297555,160298775,TSS,True,836,977
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,97,608
ENSG00000162407.8,chr1,56578877,56579658,TSS,True,54,357
ENSG00000133226.16,chr1,24646789,24647078,IR,False,56,130
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,38,180
ENSG00000133226.16,chr1,24672181,24673281,PAS,True,149,176
ENSG00000133226.16,chr1,24649970,24650049,PAS,True,58,147
ENSG00000133226.16,chr1,24652433,24652514,PAS,True,125,147
ENSG00000133226.16,chr1,24646666,24649000,PAS,True,128,146
ENSG00000132780.16,chr1,45606591,45613168,ES,False,113,155
ENSG00000132780.16,chr1,45618060,45618895,PAS,True,40,191
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,128,236
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,116,244
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,136,244
ENSG00000116977.18,chr1,236542787,236543559,ES,False,106,147
ENSG00000159346.12,chr1,202958184,202958367,TSS,True,27,191
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,56,246
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,63,251
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,195,251
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,70,376
ENSG00000158195.10,chr1,27489985,27490169,TSS,True,100,118
ENSG00000142871.16,chr1,85580756,85581047,TSS,False,79,244
ENSG00000142871.16,chr1,85580759,85581578,TSS,True,210,244
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,63,387
ENSG00000185420.18,chr1,246327199,246507319,TSS,True,20,185
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,150,1179
ENSG00000117500.12,chr1,93149742,93154888,PAS,True,12,107
