gene,chr,start,end,splice_type,novel,WTC11_ENCFF866EVJ_in_cov,WTC11_ENCFF866EVJ_total_cov
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,12,100
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,65,110
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,75,474
ENSG00000148688.13,chr10,90905301,90908556,PAS,True,421,474
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,356,1091
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,877,1101
ENSG00000151923.17,chr10,119596433,119597030,TSS,True,36,123
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,162,396
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,272,385
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,38,299
ENSG00000134453.15,chr10,6104072,6105097,TSS,True,90,132
ENSG00000134453.15,chr10,6112208,6112361,TSS,True,116,132
ENSG00000171160.17,chr10,97619395,97619683,PAS,True,16,101
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,61,185
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,159,185
ENSG00000166295.8,chr10,72230378,72230440,TSS,True,129,152
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,33,179
ENSG00000166295.8,chr10,72223887,72224154,PAS,True,131,156
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,349,400
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,460,811
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,675,811
ENSG00000165637.13,chr10,75210627,75210938,TSS,True,201,1321
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,71,227
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,165,366
ENSG00000165732.12,chr10,68982542,68985153,PAS,True,57,241
ENSG00000165732.12,chr10,68959805,68960117,PAS,True,164,205
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,697,1312
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,720,1369
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,1152,1764
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,1066,1764
ENSG00000148824.18,chr10,133394086,133394332,TSS,False,23,220
ENSG00000157326.18,chr14,23953582,23953916,TSS,True,19,120
ENSG00000157326.18,chr14,23955033,23955212,TSS,True,107,120
ENSG00000157326.18,chr14,23968756,23969279,PAS,True,12,119
ENSG00000100664.10,chr14,103334260,103335652,ES,False,32,236
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,51,296
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,201,262
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,70,282
ENSG00000100938.17,chr14,24232977,24233218,IR,False,120,144
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,190,219
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,197,219
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,99,219
ENSG00000020426.10,chr14,60734680,60734951,TSS,True,45,423
ENSG00000165506.14,chr14,49626048,49633286,ES,True,50,155
ENSG00000165506.14,chr14,49633286,49634357,TSS,False,20,175
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,85,823
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,263,327
ENSG00000258289.8,chr14,64924126,64932137,ES,False,39,363
ENSG00000119655.10,chr14,74493192,74493346,TSS,True,115,989
ENSG00000100883.11,chr14,34982657,34983215,TSS,True,75,248
ENSG00000100883.11,chr14,35022916,35023080,TSS,True,185,245
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,2043,3000
ENSG00000092199.17,chr14,21234229,21269297,ES,False,831,2950
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,454,549
ENSG00000172590.18,chr14,22829940,22830049,IR,False,454,532
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,221,675
ENSG00000172590.18,chr14,22829940,22830052,IR,False,221,394
ENSG00000172590.18,chr14,22829948,22830049,IR,False,78,156
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,197,879
ENSG00000100591.7,chr14,77458025,77458269,TSS,True,53,460
ENSG00000129518.8,chr14,34515937,34516586,PAS,True,23,102
ENSG00000129518.8,chr14,34533441,34533539,PAS,True,87,102
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,22,131
ENSG00000092203.13,chr14,21496545,21499173,PAS,True,16,115
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,46,217
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,168,202
ENSG00000119707.13,chr14,73119712,73122136,PAS,True,181,212
ENSG00000119707.13,chr14,73103191,73103334,PAS,True,77,185
ENSG00000100908.13,chr14,24139614,24140888,3AS,False,190,213
ENSG00000100908.13,chr14,24141316,24141437,IR,False,101,201
ENSG00000100908.13,chr14,24141106,24141620,TSS,True,120,217
ENSG00000100908.13,chr14,24141437,24141608,TSS,True,116,217
ENSG00000133983.14,chr14,70329236,70359518,ES,False,64,462
ENSG00000165501.16,chr14,49602468,49614255,ES,False,108,280
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,34,105
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,245,376
ENSG00000100714.15,chr14,64417883,64418024,TSS,True,269,376
ENSG00000100714.15,chr14,64440149,64440266,TSS,False,253,358
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,31,257
ENSG00000100711.13,chr14,103729182,103732619,ES,False,119,205
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,158,493
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,108,340
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,236,339
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,23,223
ENSG00000214548.16,chr14,100826114,100826217,TSS,True,16,106
ENSG00000165389.6,chr14,34462095,34462264,TSS,False,19,139
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,62,366
ENSG00000131966.13,chr14,58234369,58235640,PAS,True,13,103
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,186,1179
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,1947,3284
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,1175,2924
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,454,3294
ENSG00000140105.17,chr14,100361921,100376259,ES,False,73,208
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,78,286
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,238,286
ENSG00000092140.15,chr14,30558730,30559272,TSS,True,40,117
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,84,446
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,28,201
ENSG00000256053.7,chr14,103563124,103587273,ES,False,34,184
ENSG00000256053.7,chr14,103571820,103587273,ES,False,28,152
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,41,266
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,378,1704
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,1193,1326
ENSG00000100650.15,chr14,69769251,69769510,IR,False,26,121
ENSG00000100650.15,chr14,69770042,69770466,IR,False,19,116
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,653,1846
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,1468,1846
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,214,1748
ENSG00000100575.13,chr14,58411971,58427053,ES,False,16,145
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,58,380
ENSG00000100823.11,chr14,20455328,20455577,IR,False,57,134
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,294,1491
ENSG00000100823.11,chr14,20455338,20455577,IR,False,294,371
ENSG00000100823.11,chr14,20455389,20455577,IR,False,42,124
ENSG00000100823.11,chr14,20455773,20455913,IR,False,59,120
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,725,1899
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,1593,1899
ENSG00000165819.11,chr14,21499137,21499305,IR,False,172,246
ENSG00000165819.11,chr14,21499371,21499491,IR,False,169,243
ENSG00000165819.11,chr14,21511123,21511371,TSS,True,47,268
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,144,207
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,72,207
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,165,200
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,47,203
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,60,254
ENSG00000092108.20,chr14,30690340,30690577,TSS,True,212,238
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,117,623
ENSG00000155463.12,chr14,22771311,22771348,TSS,True,533,617
ENSG00000165898.13,chr14,74493733,74493845,TSS,True,52,424
ENSG00000092208.17,chr14,39122543,39128279,ES,False,22,169
ENSG00000092208.17,chr14,39132068,39136439,ES,False,22,178
ENSG00000100439.10,chr14,22598248,22598329,TSS,True,13,109
ENSG00000100445.17,chr14,24440926,24442177,ES,False,47,279
ENSG00000100445.17,chr14,24441795,24442177,5AS,False,237,266
ENSG00000100445.17,chr14,24441795,24442345,ES,False,36,264
ENSG00000100445.17,chr14,24442260,24442345,IR,False,272,318
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,362,412
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,148,412
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,40,171
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,132,163
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,27,136
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,34,161
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,53,179
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,130,180
ENSG00000066427.22,chr14,92060286,92064414,PAS,True,14,137
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,72,216
ENSG00000089737.16,chr14,94048289,94051462,PAS,True,19,102
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,28,105
ENSG00000140043.11,chr14,73851820,73851943,TSS,True,29,125
ENSG00000165525.17,chr14,49828787,49829053,3AS,False,13,124
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,27,132
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,90,106
ENSG00000100836.10,chr14,23321906,23322295,TSS,True,49,106
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,81,105
ENSG00000183576.12,chr14,99405204,99405356,TSS,True,31,101
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,24,169
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,152,170
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,22,174
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,21,161
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,24,165
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,144,165
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,268,328
ENSG00000165792.17,chr14,20996711,20996784,IR,False,193,323
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,150,343
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,207,337
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,33,129
ENSG00000078618.21,chr1,51839146,51840514,PAS,True,88,112
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,18,130
ENSG00000117543.20,chr1,100990631,100995109,ES,False,28,154
ENSG00000117543.20,chr1,101001544,101021640,3AS,False,16,156
ENSG00000117543.20,chr1,101025466,101025682,5AS,False,143,160
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,20,175
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,29,179
ENSG00000117450.13,chr1,45519047,45521828,IR,True,27,159
ENSG00000117450.13,chr1,45519054,45521634,5AS,True,38,120
ENSG00000117450.13,chr1,45519054,45521638,5AS,True,21,141
ENSG00000179085.7,chr1,155140245,155140490,3AS,False,88,123
ENSG00000179085.7,chr1,155139890,155140245,PAS,False,42,131
ENSG00000179085.7,chr1,155139890,155140271,PAS,True,89,124
ENSG00000176261.15,chr1,32627544,32633644,ES,False,105,300
ENSG00000176261.15,chr1,32634072,32634767,3AS,False,198,243
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,235,285
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,73,339
ENSG00000176261.15,chr1,32650428,32650999,TSS,True,300,339
ENSG00000116750.13,chr1,193016395,193021096,ES,False,137,172
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,111,206
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,39,211
ENSG00000116750.13,chr1,193017723,193018820,PAS,True,177,211
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,22,212
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,286,902
ENSG00000134375.10,chr1,201957279,201957380,TSS,True,676,902
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,99,788
ENSG00000116212.14,chr1,53946549,53951985,ES,False,50,106
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,42,148
ENSG00000116212.14,chr1,53946629,53946688,TSS,True,126,148
ENSG00000081870.11,chr1,53945554,53945821,TSS,True,68,140
ENSG00000081870.11,chr1,53946236,53946316,TSS,True,86,140
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,18,104
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,92,104
ENSG00000230798.5,chr1,63321463,63321590,5AS,True,65,594
ENSG00000230798.5,chr1,63321463,63321624,5AS,True,352,421
ENSG00000230798.5,chr1,63321664,63321942,TSS,True,1147,1299
ENSG00000230798.5,chr1,63321624,63321664,TSS,True,947,1299
ENSG00000230798.5,chr1,63321583,63321642,TSS,True,771,1299
ENSG00000131238.17,chr1,40097114,40097257,TSS,False,137,504
ENSG00000131238.17,chr1,40078559,40078658,TSS,True,381,502
ENSG00000004455.16,chr1,33010833,33013206,ES,False,314,360
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,312,675
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,383,668
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,66,169
ENSG00000132768.13,chr1,43970270,43970595,5AS,False,18,110
ENSG00000132768.13,chr1,43969956,43970270,TSS,False,94,112
ENSG00000132768.13,chr1,43969978,43970322,TSS,True,22,112
ENSG00000143314.12,chr1,156741052,156741132,TSS,False,59,112
ENSG00000143314.12,chr1,156741011,156741118,TSS,True,73,112
ENSG00000160688.18,chr1,154983397,154983841,IR,False,185,212
ENSG00000160688.18,chr1,154984066,154992712,ES,True,13,108
ENSG00000160688.18,chr1,154988849,154990158,ES,False,15,103
ENSG00000160688.18,chr1,154990257,154990338,IR,False,84,100
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,51,241
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,203,241
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,119,241
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,126,236
ENSG00000160691.18,chr1,154962286,154962594,PAS,True,95,119
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,96,119
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,65,119
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,412,481
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,102,481
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,138,745
ENSG00000116251.10,chr1,6197756,6199557,5AS,True,127,197
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,2462,6196
ENSG00000116251.10,chr1,6192929,6193003,TSS,True,4371,6194
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,142,736
ENSG00000158864.12,chr1,161202367,161203543,TSS,True,636,736
ENSG00000067533.5,chr1,218285289,218285455,TSS,True,64,609
ENSG00000158716.8,chr1,159780961,159780993,TSS,False,57,106
ENSG00000158716.8,chr1,159780998,159781367,TSS,True,59,106
ENSG00000143228.12,chr1,163321888,163322066,TSS,True,77,110
ENSG00000143228.12,chr1,163321868,163322212,TSS,True,50,110
ENSG00000054116.11,chr1,36140166,36149336,5AS,False,174,197
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,43,227
ENSG00000054116.11,chr1,36149091,36149503,TSS,True,204,227
ENSG00000142856.16,chr1,63438492,63441103,PAS,True,23,108
ENSG00000142856.16,chr1,63449447,63449815,PAS,False,92,106
ENSG00000163875.15,chr1,37495918,37501803,ES,False,205,237
ENSG00000143183.16,chr1,165768269,165768758,5AS,False,37,352
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,106,403
ENSG00000185842.15,chr1,224967679,224969831,PAS,True,101,127
ENSG00000185842.15,chr1,224969633,224969832,PAS,False,38,127
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,492,719
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,553,719
ENSG00000116670.14,chr1,11680561,11681126,TSS,True,645,719
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,549,719
ENSG00000234741.7,chr1,173864079,173864256,IR,True,75,159
ENSG00000234741.7,chr1,173864304,173864483,IR,False,1569,1794
ENSG00000234741.7,chr1,173864304,173864674,5AS,False,126,158
ENSG00000234741.7,chr1,173864304,173864674,3AS,False,126,166
ENSG00000234741.7,chr1,173864304,173864674,IR,False,126,304
ENSG00000234741.7,chr1,173864304,173865509,IR,True,24,178
ENSG00000234741.7,chr1,173864506,173864674,IR,False,1572,1781
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,873,1833
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,222,1984
ENSG00000188976.10,chr1,944800,945056,5AS,False,72,109
ENSG00000188976.10,chr1,943549,944800,PAS,True,23,132
ENSG00000188976.10,chr1,958066,959081,PAS,True,90,106
ENSG00000188976.10,chr1,959214,960041,TSS,True,48,152
ENSG00000188976.10,chr1,956893,958342,TSS,True,122,136
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,206,254
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,54,252
ENSG00000160049.11,chr1,10472322,10472582,TSS,True,37,257
ENSG00000160049.11,chr1,10467189,10467283,TSS,True,227,257
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,34,255
ENSG00000117122.13,chr1,16980586,16980812,TSS,True,30,285
ENSG00000143033.17,chr1,93127299,93133702,ES,False,50,205
ENSG00000143033.17,chr1,93079194,93079531,TSS,True,70,230
ENSG00000143033.17,chr1,93115463,93115618,TSS,True,169,228
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,41,224
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,197,224
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,181,999
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,321,1176
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,108,440
ENSG00000116489.12,chr1,112619160,112619883,TSS,True,23,118
ENSG00000116489.12,chr1,112669991,112672750,PAS,True,12,105
ENSG00000153187.19,chr1,244855423,244855574,TSS,True,92,162
ENSG00000153187.19,chr1,244862618,244864513,TSS,True,115,165
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,399,523
ENSG00000116209.11,chr1,54047372,54053355,5AS,False,112,135
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,149,525
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,408,525
ENSG00000160818.16,chr1,156601408,156601933,TSS,True,35,227
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,111,605
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,329,884
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,740,884
ENSG00000084623.11,chr1,32226463,32226530,TSS,True,730,883
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,86,113
ENSG00000177674.15,chr1,11745837,11747439,ES,False,222,253
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,54,262
ENSG00000134222.16,chr1,109283062,109283192,TSS,True,56,138
ENSG00000134222.16,chr1,109282679,109283187,TSS,True,117,138
ENSG00000134222.16,chr1,109283073,109283175,TSS,True,120,138
ENSG00000143252.14,chr1,161314378,161314425,TSS,True,41,268
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,722,881
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,576,1343
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,576,706
ENSG00000160752.14,chr1,155308965,155310063,IR,False,576,738
ENSG00000160752.14,chr1,155309076,155310042,ES,True,128,157
ENSG00000160752.14,chr1,155309076,155310063,3AS,False,129,286
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,445,1816
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,1530,1816
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,61,115
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,48,326
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,47,117
ENSG00000178028.13,chr1,44213464,44213858,TSS,True,81,117
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,16,111
ENSG00000159348.12,chr1,202966748,202967259,TSS,True,98,111
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,118,997
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,52,229
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,196,290
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,245,290
ENSG00000117419.15,chr1,44319627,44319746,TSS,False,213,290
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,229,290
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,293,346
ENSG00000126088.13,chr1,45012121,45012285,TSS,True,42,388
ENSG00000171735.18,chr1,6785575,6825091,ES,False,88,365
ENSG00000171735.18,chr1,6887653,6888201,PAS,True,330,382
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,61,380
ENSG00000143612.20,chr1,154212624,154214456,ES,False,53,339
ENSG00000143612.20,chr1,154214574,154220341,ES,False,174,324
ENSG00000143612.20,chr1,154206701,154207648,PAS,True,106,361
ENSG00000143612.20,chr1,154211324,154212378,PAS,True,256,354
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,61,396
ENSG00000240563.1,chr1,62194704,62194921,TSS,False,58,236
ENSG00000240563.1,chr1,62206518,62207583,PAS,True,124,188
ENSG00000240563.1,chr1,62209782,62212328,PAS,False,80,198
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,66,430
ENSG00000230623.5,chr1,200473908,200475184,PAS,True,128,174
ENSG00000230623.5,chr1,200415364,200415550,PAS,False,54,174
ENSG00000131778.18,chr1,147242830,147265931,ES,False,24,104
ENSG00000131778.18,chr1,147276257,147285323,ES,True,15,112
ENSG00000131778.18,chr1,147242617,147242830,TSS,True,15,127
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,14,130
ENSG00000266472.5,chr1,150293898,150294334,IR,True,1112,1384
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,305,1432
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,1161,1432
ENSG00000117335.19,chr1,207752036,207752309,TSS,True,25,123
ENSG00000117335.19,chr1,207793518,207795515,PAS,True,25,104
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,51,153
ENSG00000171793.14,chr1,41008673,41008714,TSS,True,110,148
ENSG00000009307.15,chr1,114736855,114737962,ES,False,205,229
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,110,336
ENSG00000163156.11,chr1,151166203,151166470,5AS,False,144,164
ENSG00000163156.11,chr1,151165650,151166203,TSS,False,27,171
ENSG00000163156.11,chr1,151166045,151166252,TSS,True,150,171
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,383,2245
ENSG00000159377.10,chr1,151399546,151399727,TSS,True,56,324
ENSG00000159377.10,chr1,151399996,151400187,TSS,True,283,324
ENSG00000069275.12,chr1,205719673,205720500,3AS,True,17,111
ENSG00000069275.12,chr1,205713349,205718479,PAS,True,47,114
ENSG00000069275.12,chr1,205719553,205719676,PAS,True,74,114
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,22,131
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,116,498
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,738,1014
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,517,1014
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,308,1150
ENSG00000142864.14,chr1,67425082,67425906,TSS,False,976,1148
ENSG00000120333.4,chr1,175023363,175023430,TSS,False,29,279
ENSG00000055070.16,chr1,16367308,16393230,3AS,False,38,100
ENSG00000117505.12,chr1,93345894,93346865,TSS,True,93,104
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,44,147
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,148,204
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,93,199
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,149,193
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,90,193
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,43,229
ENSG00000097021.19,chr1,6385493,6385833,TSS,False,204,229
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,79,109
ENSG00000067704.9,chr1,220134440,220134510,TSS,True,53,106
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,40,108
ENSG00000116922.14,chr1,37690001,37690529,TSS,True,94,108
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,2559,3588
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,1178,3739
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,2706,3739
ENSG00000162642.13,chr1,85258722,85259357,ES,False,131,171
ENSG00000058799.14,chr1,53852270,53860055,ES,False,66,118
ENSG00000058799.14,chr1,53888986,53889712,ES,False,87,110
ENSG00000135829.16,chr1,182884783,182884813,TSS,True,76,132
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,37,158
ENSG00000162521.18,chr1,32679639,32683118,PAS,True,21,142
ENSG00000117362.12,chr1,150266194,150266532,IR,False,52,102
ENSG00000117362.12,chr1,150265049,150266194,PAS,False,51,103
ENSG00000117362.12,chr1,150265036,150266656,PAS,True,53,103
ENSG00000117362.12,chr1,150268697,150269266,TSS,True,25,123
ENSG00000242125.3,chr1,28506042,28506084,TSS,True,62,522
ENSG00000117308.14,chr1,23798730,23799365,ES,False,23,113
ENSG00000162910.18,chr1,228108318,228108954,ES,False,126,142
ENSG00000162910.18,chr1,228108318,228108954,5AS,False,126,157
ENSG00000162910.18,chr1,228108318,228108954,3AS,False,126,151
ENSG00000162910.18,chr1,228108318,228109148,ES,False,59,154
ENSG00000162910.18,chr1,228108318,228109260,5AS,False,30,205
ENSG00000162910.18,chr1,228109021,228109148,IR,True,101,136
ENSG00000162910.18,chr1,228109021,228109260,5AS,False,74,176
ENSG00000162910.18,chr1,228109021,228109260,IR,True,74,109
ENSG00000162910.18,chr1,228109148,228109305,TSS,False,154,335
ENSG00000162910.18,chr1,228109260,228109347,TSS,True,219,335
ENSG00000127054.20,chr1,1319524,1320455,3AS,False,123,144
ENSG00000127054.20,chr1,1311584,1311924,PAS,True,69,188
ENSG00000127054.20,chr1,1317864,1319524,PAS,True,141,165
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,27,189
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,219,284
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,82,309
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,245,309
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,98,477
ENSG00000137955.15,chr1,75786274,75787496,ES,False,462,525
ENSG00000137955.15,chr1,75790057,75790151,IR,False,65,101
ENSG00000137955.15,chr1,75790057,75791284,ES,False,532,596
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,129,664
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,597,664
ENSG00000117054.13,chr1,75724817,75732643,ES,False,30,249
ENSG00000117054.13,chr1,75724353,75724817,TSS,True,30,279
ENSG00000158793.13,chr1,161118072,161118178,TSS,True,34,125
ENSG00000182004.12,chr1,203861955,203863662,ES,True,111,134
ENSG00000182004.12,chr1,203861955,203863662,5AS,False,111,189
