gene,chr,start,end,splice_type,novel,K562_ENCFF661OEY_in_cov,K562_ENCFF661OEY_total_cov
ENSG00000117592.8,chr1,173477300,173477492,TSS,True,78,731
ENSG00000184007.20,chr1,31937986,31938382,TSS,True,297,1518
ENSG00000142669.14,chr1,26280064,26280203,TSS,True,32,122
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,228,301
ENSG00000116922.14,chr1,37689883,37690215,5AS,False,138,188
ENSG00000116922.14,chr1,37689883,37690215,3AS,False,138,187
ENSG00000116922.14,chr1,37689883,37690215,IR,False,138,166
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,157,326
ENSG00000116922.14,chr1,37690001,37690529,TSS,True,238,316
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,164,372
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,352,517
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,309,517
ENSG00000213281.4,chr1,114716657,114716775,TSS,False,134,312
ENSG00000162642.13,chr1,85258722,85259357,ES,False,103,137
ENSG00000159479.16,chr1,43389758,43389812,TSS,True,118,330
ENSG00000196187.11,chr1,225845518,225846932,PAS,True,12,104
ENSG00000196187.11,chr1,225877394,225882383,TSS,True,102,128
ENSG00000196187.11,chr1,225882303,225883295,TSS,False,108,128
ENSG00000000460.16,chr1,169794732,169795213,TSS,True,27,132
ENSG00000143793.12,chr1,228100719,228101254,PAS,True,64,119
ENSG00000143793.12,chr1,228100730,228101473,PAS,False,52,109
ENSG00000143793.12,chr1,228103133,228103435,TSS,True,42,120
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,157,994
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,273,574
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,162,1126
ENSG00000266094.7,chr1,206584684,206586825,ES,False,23,106
ENSG00000266094.7,chr1,206557132,206557693,TSS,True,33,126
ENSG00000117362.12,chr1,150268697,150269266,TSS,True,60,106
ENSG00000215883.10,chr1,54199975,54200037,TSS,True,98,112
ENSG00000215883.10,chr1,54179148,54179320,TSS,True,64,106
ENSG00000143815.14,chr1,225427953,225428114,TSS,False,330,1476
ENSG00000242125.3,chr1,28506042,28506084,TSS,True,129,340
ENSG00000116273.5,chr1,6613730,6614105,TSS,True,73,223
ENSG00000117308.14,chr1,23796265,23796696,ES,False,45,268
ENSG00000117308.14,chr1,23798730,23799365,ES,False,71,251
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,59,319
ENSG00000162910.18,chr1,228109148,228109305,TSS,False,93,157
ENSG00000162910.18,chr1,228109260,228109347,TSS,True,129,157
ENSG00000116918.13,chr1,231528651,231528826,TSS,True,24,226
ENSG00000077254.14,chr1,77721901,77722023,3AS,False,68,216
ENSG00000077254.14,chr1,77741748,77759642,ES,False,124,211
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,92,233
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,154,231
ENSG00000077254.14,chr1,77759642,77759902,TSS,True,26,237
ENSG00000117748.9,chr1,27914062,27914742,TSS,True,442,650
ENSG00000117748.9,chr1,27914433,27914762,TSS,False,280,652
ENSG00000186063.12,chr1,222712207,222712517,TSS,True,24,222
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,53,128
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,212,386
ENSG00000127054.20,chr1,1320995,1321818,TSS,True,343,386
ENSG00000174021.10,chr1,84506010,84506187,TSS,True,44,330
ENSG00000173436.14,chr1,19596974,19597109,TSS,True,122,674
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,152,194
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,124,286
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,244,286
ENSG00000136636.12,chr1,215567171,215567768,TSS,False,38,269
ENSG00000143486.15,chr1,206591637,206591845,PAS,False,48,224
ENSG00000143486.15,chr1,206591641,206595838,PAS,True,175,219
ENSG00000143486.15,chr1,206612286,206612528,TSS,True,84,226
ENSG00000143486.15,chr1,206599732,206599770,TSS,False,196,226
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,61,134
ENSG00000070831.15,chr1,22078426,22078583,TSS,True,120,134
ENSG00000198912.10,chr1,3900171,3900300,TSS,True,59,262
ENSG00000183291.16,chr1,86914027,86914371,TSS,False,137,461
ENSG00000183291.16,chr1,86903280,86903449,TSS,False,393,459
ENSG00000090621.13,chr1,39563741,39564422,ES,False,89,370
ENSG00000090621.13,chr1,39563741,39564470,ES,False,30,120
ENSG00000090621.13,chr1,39563922,39564470,5AS,False,94,388
ENSG00000090621.13,chr1,39575758,39577282,TSS,True,124,551
ENSG00000137955.15,chr1,75787604,75789158,IR,False,116,146
ENSG00000137955.15,chr1,75789356,75789951,IR,False,102,150
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,99,142
ENSG00000137955.15,chr1,75791571,75792196,3AS,True,27,152
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,131,243
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,217,243
ENSG00000137955.15,chr1,75794207,75794233,TSS,True,181,243
ENSG00000117054.13,chr1,75724817,75732643,ES,False,54,205
ENSG00000143207.20,chr1,176135086,176149005,ES,False,93,357
ENSG00000143207.20,chr1,176135086,176162868,ME,True,87,100
ENSG00000143207.20,chr1,176162988,176163826,5AS,False,93,368
ENSG00000134371.12,chr1,193120710,193122331,TSS,True,30,256
ENSG00000197785.13,chr1,1512098,1512473,TSS,True,272,1436
ENSG00000173660.11,chr1,46303660,46303820,TSS,True,177,1037
ENSG00000173660.11,chr1,46310174,46310316,TSS,True,896,1036
ENSG00000196182.10,chr1,36385722,36385936,TSS,True,114,140
ENSG00000203705.10,chr1,212807848,212812250,3AS,False,33,113
ENSG00000157216.15,chr1,54405952,54406884,TSS,True,309,350
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,192,251
ENSG00000198952.8,chr1,156260450,156260627,TSS,True,186,249
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,1081,2037
ENSG00000154305.16,chr1,222618033,222618243,TSS,True,78,105
ENSG00000154305.16,chr1,222627646,222630389,TSS,True,90,101
ENSG00000160075.11,chr1,1541672,1542167,PAS,True,129,535
ENSG00000160075.11,chr1,1574477,1574877,TSS,True,152,558
ENSG00000182004.12,chr1,203861594,203861713,TSS,False,91,503
ENSG00000116497.17,chr1,32817508,32817689,TSS,True,95,143
ENSG00000198756.11,chr1,184037094,184037788,TSS,False,87,111
ENSG00000143416.20,chr1,151372637,151372713,TSS,True,32,127
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,142,572
ENSG00000092853.13,chr1,35734237,35736606,PAS,True,82,102
ENSG00000092853.13,chr1,35769846,35770002,TSS,True,38,103
ENSG00000135845.9,chr1,172443987,172444109,TSS,True,17,105
ENSG00000135776.4,chr1,229558135,229559024,TSS,False,127,676
ENSG00000116691.10,chr1,12019552,12022094,ES,False,24,235
ENSG00000116691.10,chr1,12029281,12029764,IR,False,224,294
ENSG00000116691.10,chr1,12019441,12019552,TSS,False,93,335
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,312,1234
ENSG00000162377.5,chr1,52698220,52698347,TSS,False,41,271
ENSG00000040487.12,chr1,19324762,19325525,3AS,False,22,121
ENSG00000040487.12,chr1,19312256,19312358,TSS,True,111,141
ENSG00000040487.12,chr1,19312285,19312889,TSS,True,114,141
ENSG00000040487.12,chr1,19317596,19317841,TSS,True,111,141
ENSG00000040487.12,chr1,19324656,19324762,TSS,False,110,141
ENSG00000040487.12,chr1,19328571,19329299,PAS,True,20,132
ENSG00000040487.12,chr1,19327570,19329295,PAS,False,115,131
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,179,668
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,163,256
ENSG00000168275.14,chr1,234373461,234373678,TSS,True,123,223
ENSG00000168275.14,chr1,234373760,234374389,TSS,True,158,223
ENSG00000116698.21,chr1,183545007,183545312,TSS,True,58,109
ENSG00000163041.9,chr1,226062708,226062811,TSS,True,111,616
ENSG00000152382.5,chr1,166876159,166876446,TSS,False,15,143
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,175,198
ENSG00000023572.9,chr1,193105263,193105449,TSS,True,24,108
PB_novel_51984,chr1,14777533,14777695,TSS,True,355,414
ENSG00000160753.15,chr1,155322999,155324943,TSS,True,126,142
ENSG00000160753.15,chr1,155324429,155324544,TSS,True,121,142
ENSG00000160753.15,chr1,155324314,155324809,TSS,True,115,142
ENSG00000160753.15,chr1,155324314,155324587,TSS,False,115,142
ENSG00000125459.15,chr1,155610332,155610424,IR,False,109,122
ENSG00000125459.15,chr1,155612100,155612181,IR,True,120,141
ENSG00000125459.15,chr1,155612570,155612843,IR,True,140,156
ENSG00000125459.15,chr1,155613766,155614058,IR,True,115,129
ENSG00000125459.15,chr1,155613766,155614061,3AS,False,29,151
ENSG00000125459.15,chr1,155610175,155610332,TSS,True,73,183
ENSG00000125459.15,chr1,155614058,155616794,PAS,True,55,178
ENSG00000125459.15,chr1,155614061,155616703,PAS,True,146,178
ENSG00000134748.12,chr1,52404546,52404879,TSS,True,129,373
ENSG00000134748.12,chr1,52408583,52408690,TSS,True,281,373
ENSG00000164010.14,chr1,42825322,42825738,TSS,True,71,104
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,130,441
ENSG00000183726.10,chr1,25338288,25338456,TSS,True,39,281
ENSG00000169241.18,chr1,155135809,155135991,TSS,True,32,118
ENSG00000169241.18,chr1,155138179,155138889,PAS,True,12,113
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,426,926
ENSG00000117399.13,chr1,43358981,43359396,TSS,True,639,926
ENSG00000213190.3,chr1,151060378,151060553,TSS,False,16,152
ENSG00000188529.14,chr1,23980190,23980485,TSS,True,76,126
ENSG00000188529.14,chr1,23974973,23977976,TSS,True,92,108
ENSG00000162522.10,chr1,32771779,32772441,TSS,True,87,239
ENSG00000117448.13,chr1,45551155,45561788,ES,False,65,127
ENSG00000117448.13,chr1,45568177,45568926,ES,False,45,142
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,65,158
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,112,158
ENSG00000197965.11,chr1,167773368,167787819,ES,False,105,273
ENSG00000197965.11,chr1,167721942,167722242,TSS,True,79,365
ENSG00000203667.9,chr1,244835756,244842194,ES,False,39,317
ENSG00000203667.9,chr1,244834883,244835756,TSS,True,84,408
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,109,162
ENSG00000214114.8,chr1,38873290,38873382,TSS,True,25,129
ENSG00000214114.8,chr1,38873017,38873341,TSS,True,114,129
ENSG00000134243.11,chr1,109345878,109347482,3AS,False,105,273
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,170,417
ENSG00000186141.8,chr1,145826492,145826605,IR,False,46,175
ENSG00000186141.8,chr1,145842338,145845654,PAS,True,32,185
ENSG00000186141.8,chr1,145840921,145844719,PAS,True,155,184
ENSG00000116213.15,chr1,3631117,3631465,IR,False,104,186
ENSG00000116213.15,chr1,3635074,3635943,ES,False,28,174
ENSG00000116213.15,chr1,3630767,3631117,PAS,False,89,193
ENSG00000116213.15,chr1,3630766,3631657,PAS,True,112,191
ENSG00000116213.15,chr1,3649930,3650119,TSS,True,158,255
ENSG00000116213.15,chr1,3646665,3646785,TSS,True,191,251
ENSG00000159596.6,chr1,45688192,45688275,TSS,True,39,120
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,119,913
ENSG00000142676.14,chr1,23691829,23692611,IR,False,119,140
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,1563,2476
ENSG00000142676.14,chr1,23695855,23695908,TSS,True,1334,2437
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,25,235
ENSG00000265241.6,chr1,145927359,145929701,TSS,True,161,395
ENSG00000265241.6,chr1,145926481,145926999,TSS,True,345,394
ENSG00000078369.17,chr1,1825499,1890819,ES,False,136,1312
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,223,1540
ENSG00000010072.15,chr1,231337999,231338604,TSS,True,11,103
ENSG00000168264.10,chr1,234607852,234608494,5AS,True,80,187
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,298,378
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,273,378
ENSG00000054267.21,chr1,235327768,235328786,TSS,True,33,102
ENSG00000143436.10,chr1,151760899,151762104,ES,False,20,140
ENSG00000143436.10,chr1,151763326,151763597,TSS,True,35,159
ENSG00000143436.10,chr1,151762375,151763491,TSS,True,142,159
ENSG00000187961.13,chr1,963504,963919,IR,True,65,102
ENSG00000187961.13,chr1,964008,964106,IR,True,96,109
ENSG00000187961.13,chr1,959395,960800,TSS,True,99,141
ENSG00000187961.13,chr1,963301,964530,TSS,True,124,141
ENSG00000116198.12,chr1,3835092,3837291,ES,True,35,124
ENSG00000116198.12,chr1,3813888,3815517,PAS,True,83,155
ENSG00000116198.12,chr1,3828700,3829373,PAS,True,103,148
ENSG00000116198.12,chr1,3856888,3857404,TSS,True,51,166
ENSG00000134690.10,chr1,37692578,37692675,IR,False,36,230
ENSG00000134690.10,chr1,37692460,37692578,TSS,False,320,356
ENSG00000134690.10,chr1,37692480,37692784,TSS,True,163,356
ENSG00000058804.11,chr1,53832591,53838204,ES,False,12,100
ENSG00000058804.11,chr1,53838204,53838570,TSS,True,184,286
ENSG00000058804.11,chr1,53806424,53806481,TSS,True,219,286
ENSG00000143158.10,chr1,167935732,167936039,TSS,True,36,326
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,99,383
ENSG00000176444.18,chr1,155268359,155269487,ES,False,20,126
ENSG00000176444.18,chr1,155268792,155269487,3AS,False,30,107
ENSG00000176444.18,chr1,155269713,155270807,3AS,False,34,127
ENSG00000176444.18,chr1,155273200,155273547,TSS,True,43,167
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,184,739
ENSG00000085840.12,chr1,52402225,52404245,3AS,False,16,127
ENSG00000085840.12,chr1,52404245,52404506,TSS,True,188,315
ENSG00000085840.12,chr1,52393442,52393624,TSS,True,245,313
ENSG00000126070.19,chr1,35930694,35930798,TSS,False,90,109
ENSG00000126070.19,chr1,35930720,35931445,TSS,True,38,109
ENSG00000076864.19,chr1,21598040,21598399,3AS,False,24,123
ENSG00000076864.19,chr1,21599617,21602803,ES,True,17,124
ENSG00000076864.19,chr1,21617305,21617482,TSS,True,71,139
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,206,370
ENSG00000133226.16,chr1,24669120,24669587,TSS,False,102,211
ENSG00000133226.16,chr1,24670146,24670315,TSS,True,174,195
ENSG00000133226.16,chr1,24648858,24649029,PAS,False,114,170
ENSG00000133226.16,chr1,24672181,24673281,PAS,True,214,355
ENSG00000133226.16,chr1,24649970,24650049,PAS,True,108,171
ENSG00000133226.16,chr1,24652433,24652514,PAS,True,155,174
ENSG00000163382.11,chr1,156591746,156591986,TSS,True,35,179
ENSG00000116455.13,chr1,111449054,111449292,TSS,False,75,461
ENSG00000132780.16,chr1,45606591,45613168,ES,False,277,374
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,188,560
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,496,630
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,386,882
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,747,882
ENSG00000159658.10,chr1,46717902,46719149,TSS,False,25,112
ENSG00000160803.7,chr1,156042773,156043078,TSS,True,91,116
ENSG00000160803.7,chr1,156041484,156041613,TSS,True,103,116
ENSG00000160803.7,chr1,156041871,156041990,TSS,True,102,116
ENSG00000159346.12,chr1,202958184,202958367,TSS,True,164,766
ENSG00000130939.18,chr1,10032849,10033694,TSS,True,126,142
ENSG00000130939.18,chr1,10137110,10137205,TSS,True,107,131
ENSG00000130939.18,chr1,10144937,10145039,TSS,True,114,128
ENSG00000130939.18,chr1,10146940,10147090,TSS,True,94,116
ENSG00000130939.18,chr1,10179894,10181244,PAS,True,29,126
ENSG00000197622.12,chr1,151059478,151059686,TSS,True,127,417
ENSG00000117360.12,chr1,150321454,150321592,TSS,True,66,148
ENSG00000117360.12,chr1,150328317,150328466,TSS,True,128,148
ENSG00000117360.12,chr1,150332672,150332767,TSS,True,125,148
ENSG00000180667.10,chr1,207050687,207051000,TSS,True,60,213
ENSG00000116406.18,chr1,184710547,184711722,3AS,True,99,111
ENSG00000116406.18,chr1,184690495,184694472,PAS,True,13,122
ENSG00000116406.18,chr1,184754488,184754895,TSS,True,21,133
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,67,476
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,187,585
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,518,585
ENSG00000221978.11,chr1,1390865,1393395,ES,False,86,103
ENSG00000221978.11,chr1,1390865,1393395,3AS,False,86,154
ENSG00000221978.11,chr1,1385709,1387582,PAS,True,42,317
ENSG00000221978.11,chr1,1399018,1399786,TSS,True,168,338
ENSG00000221978.11,chr1,1390765,1392804,TSS,True,231,312
ENSG00000143771.11,chr1,224356823,224356993,TSS,False,42,187
ENSG00000143811.18,chr1,225924043,225924319,TSS,True,231,461
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,237,543
ENSG00000155380.11,chr1,112917177,112918014,TSS,True,419,543
ENSG00000131591.17,chr1,1116059,1116166,TSS,True,89,115
ENSG00000131591.17,chr1,1083914,1084062,TSS,True,100,113
ENSG00000064703.11,chr1,111755677,111756225,TSS,True,15,130
ENSG00000158195.10,chr1,27489985,27490169,TSS,True,430,500
ENSG00000196352.15,chr1,207321377,207321865,TSS,True,39,183
ENSG00000196352.15,chr1,207321634,207322567,TSS,True,160,183
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,62,364
ENSG00000127463.14,chr1,19251414,19251743,TSS,True,114,431
ENSG00000162714.12,chr1,247331789,247332005,TSS,True,134,153
ENSG00000135775.13,chr1,230642459,230642678,TSS,True,17,152
ENSG00000185420.18,chr1,246327199,246507319,TSS,True,113,148
ENSG00000185420.18,chr1,245988393,245988600,TSS,True,101,145
ENSG00000185420.18,chr1,246186741,246507290,TSS,True,129,147
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,44,256
ENSG00000179051.13,chr1,17406756,17409194,PAS,True,11,106
ENSG00000116717.12,chr1,67685156,67685538,TSS,True,56,276
ENSG00000121486.11,chr1,185118084,185120271,PAS,True,18,108
ENSG00000121486.11,chr1,185124839,185125110,PAS,True,95,108
ENSG00000121486.11,chr1,185156477,185156970,TSS,False,12,112
ENSG00000182827.8,chr1,226144678,226146821,PAS,False,21,163
ENSG00000182827.8,chr1,226186389,226186734,TSS,False,26,178
ENSG00000097046.12,chr1,91500877,91501653,5AS,True,26,152
ENSG00000097046.12,chr1,91500807,91500948,TSS,False,114,255
ENSG00000097046.12,chr1,91500808,91500877,TSS,True,229,255
ENSG00000188807.12,chr1,9610529,9610805,TSS,True,120,153
ENSG00000188807.12,chr1,9612985,9614878,PAS,True,146,206
ENSG00000143157.11,chr1,166839325,166839604,TSS,False,187,218
ENSG00000143157.11,chr1,166839444,166839769,TSS,True,192,218
ENSG00000143157.11,chr1,166849026,166850423,TSS,True,98,215
ENSG00000143157.11,chr1,166852584,166854471,PAS,False,37,200
ENSG00000198793.12,chr1,11128854,11128918,TSS,True,262,298
ENSG00000198793.12,chr1,11128453,11128555,TSS,True,253,298
ENSG00000198793.12,chr1,11130528,11132883,TSS,True,243,298
ENSG00000117118.9,chr1,17053947,17054165,TSS,True,73,488
ENSG00000122482.20,chr1,90915293,90916990,PAS,True,22,145
ENSG00000122482.20,chr1,91021989,91022347,TSS,True,105,150
ENSG00000122482.20,chr1,90938271,90939847,TSS,False,47,133
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,79,242
ENSG00000117859.18,chr1,51750195,51760689,ES,False,144,317
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,325,400
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,234,398
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,318,398
ENSG00000162385.10,chr1,53238360,53238527,TSS,True,21,101
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,2282,3398
ENSG00000142937.11,chr1,44775558,44776140,TSS,True,3025,3398
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,172,250
ENSG00000117523.16,chr1,171532342,171532830,PAS,True,15,102
ENSG00000117523.16,chr1,171591586,171593514,PAS,True,179,225
ENSG00000127481.14,chr1,19074505,19074896,PAS,True,49,166
ENSG00000127481.14,chr1,19084503,19084661,TSS,True,78,117
ENSG00000143093.14,chr1,110049238,110049459,IR,False,120,134
ENSG00000143093.14,chr1,110034482,110034817,TSS,True,39,171
ENSG00000142945.12,chr1,44750564,44753732,ES,False,51,493
ENSG00000142945.12,chr1,44739719,44740002,TSS,False,132,603
ENSG00000053372.4,chr1,19251552,19251863,TSS,False,127,600
ENSG00000163866.8,chr1,34855982,34859676,5AS,False,123,183
ENSG00000163866.8,chr1,34859676,34859812,TSS,False,79,202
ENSG00000163866.8,chr1,34859454,34859726,TSS,True,162,202
ENSG00000215861.5,chr1,149187069,149190531,PAS,True,32,230
ENSG00000215861.5,chr1,149195877,149198171,PAS,False,205,229
ENSG00000215861.5,chr1,149240741,149240837,TSS,True,138,230
ENSG00000215861.5,chr1,149240376,149240861,TSS,True,104,230
ENSG00000121766.15,chr1,31296964,31297075,TSS,False,38,188
ENSG00000121766.15,chr1,31364031,31365720,PAS,True,25,171
ENSG00000065526.10,chr1,15847658,15848150,TSS,False,120,220
ENSG00000065526.10,chr1,15939295,15940456,PAS,True,147,203
ENSG00000120942.13,chr1,11273197,11274060,TSS,True,127,218
ENSG00000162819.11,chr1,222711571,222712942,TSS,True,59,136
ENSG00000162819.11,chr1,222713319,222713416,TSS,True,118,136
ENSG00000011007.12,chr1,23743440,23743578,TSS,True,91,257
ENSG00000011007.12,chr1,23750844,23751859,PAS,False,137,179
ENSG00000011007.12,chr1,23759511,23762060,PAS,True,51,226
ENSG00000153936.16,chr1,87103589,87104469,3AS,True,105,120
ENSG00000153936.16,chr1,86914620,86915160,TSS,True,51,162
ENSG00000153936.16,chr1,87104469,87109416,PAS,False,18,123
ENSG00000153936.16,chr1,87104466,87108192,PAS,True,108,123
ENSG00000143258.15,chr1,161159442,161159678,TSS,True,63,115
ENSG00000143258.15,chr1,161159483,161161240,TSS,True,81,115
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,724,1150
ENSG00000117394.21,chr1,42929592,42929777,TSS,True,996,1143
ENSG00000117394.21,chr1,42929872,42930010,TSS,True,1019,1143
ENSG00000169972.11,chr1,1308720,1308914,IR,True,78,119
ENSG00000169972.11,chr1,1308720,1309085,ES,False,31,106
ENSG00000169972.11,chr1,1308557,1308972,TSS,True,188,228
ENSG00000169972.11,chr1,1308554,1308720,TSS,True,119,228
ENSG00000169972.11,chr1,1307998,1309273,TSS,False,172,228
ENSG00000248333.8,chr1,1635225,1635856,PAS,True,47,121
ENSG00000248333.8,chr1,1658913,1659368,TSS,True,100,131
ENSG00000248333.8,chr1,1649498,1649638,TSS,True,102,114
ENSG00000159445.12,chr1,151873577,151874928,PAS,True,14,105
ENSG00000159445.12,chr1,151909359,151909781,TSS,True,28,112
ENSG00000143751.9,chr1,225999192,225999387,TSS,False,81,309
ENSG00000116906.12,chr1,231240468,231241456,TSS,True,51,465
ENSG00000130764.9,chr1,3795861,3796512,TSS,False,155,659
ENSG00000242485.5,chr1,1407130,1407306,TSS,True,76,375
ENSG00000116984.12,chr1,236795244,236795737,TSS,True,85,111
ENSG00000116791.13,chr1,74724834,74732955,ES,False,123,162
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,186,243
ENSG00000171824.13,chr1,11099720,11099919,TSS,True,193,539
ENSG00000171824.13,chr1,11082687,11082877,TSS,True,405,536
ENSG00000136628.17,chr1,219968597,219968956,PAS,True,893,1089
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,227,1068
ENSG00000136628.17,chr1,220046342,220046692,TSS,True,196,1149
ENSG00000198492.15,chr1,28736478,28737147,TSS,True,161,558
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,194,453
ENSG00000083444.16,chr1,11934647,11934855,TSS,True,236,307
ENSG00000083444.16,chr1,11970740,11970816,TSS,True,269,307
ENSG00000134697.12,chr1,37595758,37595983,TSS,True,70,523
ENSG00000010803.16,chr1,41028726,41037361,ES,False,43,112
ENSG00000010803.16,chr1,41075218,41075399,TSS,True,101,134
ENSG00000010803.16,chr1,41242058,41242330,TSS,True,117,136
ENSG00000010803.16,chr1,41070594,41070721,TSS,False,117,134
ENSG00000010803.16,chr1,41113282,41113460,TSS,True,114,136
ENSG00000010803.16,chr1,41048689,41048870,TSS,False,113,134
ENSG00000135763.9,chr1,229626179,229626356,TSS,False,81,175
ENSG00000135763.9,chr1,229635138,229638247,TSS,True,100,169
ENSG00000163444.11,chr1,203008810,203014891,3AS,True,144,580
ENSG00000163444.11,chr1,203006678,203007574,TSS,False,129,647
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,389,953
ENSG00000065978.18,chr1,42700997,42701046,TSS,True,712,938
ENSG00000152078.9,chr1,95117617,95143890,5AS,False,95,115
ENSG00000152078.9,chr1,95117307,95117617,TSS,False,76,173
ENSG00000152078.9,chr1,95117325,95118091,TSS,False,154,173
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,515,693
ENSG00000116133.12,chr1,54865302,54865664,TSS,True,621,693
ENSG00000162408.10,chr1,6554106,6554583,TSS,True,80,122
ENSG00000162408.10,chr1,6532462,6532756,TSS,True,104,118
ENSG00000163468.14,chr1,156338153,156338331,TSS,True,285,2709
ENSG00000162923.15,chr1,224424654,224431524,5AS,False,71,147
ENSG00000162923.15,chr1,224433683,224434803,TSS,True,21,168
ENSG00000162613.16,chr1,77967098,77967626,3AS,False,459,633
ENSG00000162613.16,chr1,77960343,77960458,TSS,True,702,865
ENSG00000162613.16,chr1,77978884,77979140,TSS,True,283,883
ENSG00000116786.12,chr1,15723892,15725545,TSS,True,244,345
ENSG00000116786.12,chr1,15727010,15727832,TSS,True,253,338
ENSG00000143256.4,chr1,161117951,161118057,TSS,True,41,251
ENSG00000143319.16,chr1,156727769,156728414,IR,False,28,128
ENSG00000143319.16,chr1,156724147,156724314,TSS,True,204,246
ENSG00000143319.16,chr1,156728414,156728564,TSS,False,214,246
ENSG00000143319.16,chr1,156726905,156728444,TSS,True,147,246
ENSG00000010165.19,chr1,171781795,171781987,IR,False,34,333
ENSG00000010165.19,chr1,171781795,171783739,5AS,False,60,359
ENSG00000010165.19,chr1,171787930,171792016,ES,False,47,399
ENSG00000010165.19,chr1,171781628,171782120,TSS,True,181,476
ENSG00000010165.19,chr1,171781658,171781795,TSS,True,381,476
ENSG00000162702.7,chr1,200409945,200410037,TSS,True,127,207
ENSG00000160058.18,chr1,32383997,32386778,3AS,False,89,107
ENSG00000160058.18,chr1,32365102,32366654,PAS,True,19,151
ENSG00000160058.18,chr1,32394403,32394444,TSS,True,112,193
ENSG00000175087.9,chr1,26111052,26111420,TSS,True,132,148
ENSG00000175087.9,chr1,26111810,26111915,TSS,True,40,148
ENSG00000116337.15,chr1,109619806,109620278,TSS,True,138,158
ENSG00000116337.15,chr1,109629391,109629490,TSS,True,132,158
ENSG00000116337.15,chr1,109623233,109625433,TSS,True,141,158
ENSG00000116337.15,chr1,109626724,109626912,TSS,True,142,158
ENSG00000182118.7,chr1,231039920,231040265,TSS,False,16,149
ENSG00000090432.6,chr1,20507904,20508155,TSS,False,20,165
ENSG00000116898.11,chr1,36464145,36464444,TSS,True,25,190
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,250,1009
ENSG00000125944.19,chr1,23321663,23337753,ME,True,40,144
