gene,chr,start,end,splice_type,novel,heart_left_ventricle_ENCFF437SYY_in_cov,heart_left_ventricle_ENCFF437SYY_total_cov
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,267,316
ENSG00000092098.16,chr14,24148248,24148413,TSS,True,66,118
ENSG00000092098.16,chr14,24149401,24149583,TSS,True,85,118
ENSG00000166170.9,chr14,103562615,103562886,TSS,True,15,116
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,67,131
ENSG00000197324.8,chr14,22875163,22875245,TSS,False,114,131
ENSG00000197324.8,chr14,22875496,22876372,TSS,True,115,131
ENSG00000197324.8,chr14,22876939,22878123,PAS,True,17,108
ENSG00000197324.8,chr14,22879198,22881578,PAS,True,115,131
ENSG00000092054.12,chr14,23413890,23414006,IR,True,78,113
ENSG00000092054.12,chr14,23412731,23412871,PAS,False,10263,23754
ENSG00000092054.12,chr14,23421977,23422325,PAS,True,15980,18013
ENSG00000092054.12,chr14,23422598,23424149,PAS,True,14427,17258
ENSG00000092054.12,chr14,23422632,23423723,PAS,True,14286,17643
ENSG00000092054.12,chr14,23435619,23435764,TSS,False,13021,23754
ENSG00000092054.12,chr14,23419844,23420234,TSS,True,12674,14679
ENSG00000184601.10,chr14,104581602,104586414,5AS,True,19,124
ENSG00000184601.10,chr14,104588309,104588577,IR,True,594,827
ENSG00000184601.10,chr14,104588309,104588621,3AS,False,82,681
ENSG00000184601.10,chr14,104588309,104588621,IR,True,82,315
ENSG00000184601.10,chr14,104579736,104580003,TSS,True,260,1029
ENSG00000184601.10,chr14,104581214,104581625,TSS,False,924,1029
ENSG00000184601.10,chr14,104588273,104589846,PAS,True,685,917
ENSG00000184601.10,chr14,104588577,104589846,PAS,True,323,917
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,49,453
ENSG00000100722.19,chr14,88578140,88607242,ES,False,76,155
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,63,157
ENSG00000100722.19,chr14,88611744,88615473,PAS,True,43,203
ENSG00000100722.19,chr14,88586570,88586848,PAS,False,168,197
ENSG00000165410.14,chr14,34713561,34713673,5AS,True,387,449
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,651,2617
ENSG00000165410.14,chr14,34713673,34713796,TSS,False,2239,2617
ENSG00000129484.13,chr14,20357637,20357912,PAS,True,14,100
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,234,336
ENSG00000092199.17,chr14,21234229,21269297,ES,False,49,318
ENSG00000092199.17,chr14,21263336,21269297,3AS,False,235,263
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,36,355
ENSG00000100949.14,chr14,24271486,24271659,TSS,True,36,180
ENSG00000100949.14,chr14,24271112,24271597,TSS,True,161,180
ENSG00000139990.17,chr14,69152764,69153186,TSS,True,64,107
ENSG00000139990.17,chr14,69152943,69153164,TSS,True,83,107
ENSG00000205659.10,chr14,74084660,74084993,TSS,True,15,121
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,61,111
ENSG00000073712.14,chr14,52893292,52893325,TSS,False,69,105
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,240,378
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,215,378
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,335,378
ENSG00000100461.17,chr14,22918998,22919192,TSS,True,13,107
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,90,154
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,122,139
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,81,139
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,21,155
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,119,159
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,19,178
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,81,176
ENSG00000100644.16,chr14,61738086,61738276,PAS,True,90,164
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,28,174
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,151,173
ENSG00000165795.23,chr14,21022497,21023240,ES,False,309,1599
ENSG00000165795.23,chr14,21023321,21025028,ES,False,510,1040
ENSG00000165795.23,chr14,21023321,21025676,ES,False,139,349
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,767,1807
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,1457,1807
ENSG00000139998.15,chr14,64950942,64951010,TSS,True,94,126
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,75,198
ENSG00000100814.17,chr14,20329173,20329376,TSS,True,131,198
ENSG00000129521.13,chr14,33950395,33951079,TSS,True,45,410
ENSG00000133943.20,chr14,91114283,91157638,ES,False,357,505
ENSG00000133943.20,chr14,91145313,91157638,ES,False,61,158
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,316,670
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,73,680
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,633,727
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,217,727
ENSG00000078304.19,chr14,101912473,101925140,ES,False,77,203
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,69,408
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,169,386
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,274,384
ENSG00000078304.19,chr14,101909588,101910397,PAS,True,343,383
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,91,155
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,122,155
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,104,154
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,487,796
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,572,756
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,274,532
ENSG00000080824.18,chr14,102085757,102086118,TSS,True,651,801
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,374,542
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,562,801
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,694,800
ENSG00000140105.17,chr14,100361921,100374135,ES,True,14,114
ENSG00000140105.17,chr14,100361921,100375282,ES,False,61,605
ENSG00000140105.17,chr14,100361921,100376259,ES,False,34,254
ENSG00000140105.17,chr14,100369258,100375282,ES,False,443,528
ENSG00000140105.17,chr14,100369258,100376259,ES,False,185,218
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,651,905
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,315,905
ENSG00000092036.18,chr14,22950410,22952327,ES,False,20,118
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,18,117
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,49,120
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,102,120
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,91,120
ENSG00000054654.16,chr14,64220637,64221575,3AS,False,107,137
ENSG00000054654.16,chr14,64224547,64224998,3AS,False,74,144
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,170,216
ENSG00000054654.16,chr14,64196768,64197104,TSS,True,127,148
ENSG00000054654.16,chr14,64214131,64214470,TSS,True,51,146
ENSG00000054654.16,chr14,64225318,64226434,PAS,True,70,214
ENSG00000126777.17,chr14,55580354,55612018,ES,False,123,139
ENSG00000126777.17,chr14,55580354,55616516,ES,True,47,172
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,48,240
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,192,240
ENSG00000126777.17,chr14,55653558,55653777,PAS,True,211,236
ENSG00000126777.17,chr14,55646972,55647007,PAS,True,191,230
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,268,2635
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,111,128
ENSG00000142208.16,chr14,104792597,104795770,TSS,True,114,128
ENSG00000142208.16,chr14,104773454,104774871,TSS,True,95,128
ENSG00000142208.16,chr14,104780087,104781583,TSS,True,114,128
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,117,134
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,71,134
ENSG00000184916.8,chr14,105148936,105149100,TSS,True,66,107
ENSG00000184916.8,chr14,105148744,105148823,TSS,True,94,107
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,20,103
ENSG00000053254.15,chr14,89180806,89280949,ES,False,109,173
ENSG00000053254.15,chr14,89411933,89412394,TSS,True,144,253
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,195,253
ENSG00000100600.14,chr14,92748488,92748703,TSS,True,26,186
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,42,287
ENSG00000129515.18,chr14,34603471,34605595,ES,False,346,393
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,48,402
ENSG00000198894.7,chr14,77098214,77098361,TSS,True,38,132
ENSG00000198894.7,chr14,77113424,77117287,PAS,True,11,105
ENSG00000119725.18,chr14,73921105,73923394,ES,False,26,227
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,28,228
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,85,279
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,154,194
ENSG00000100650.15,chr14,69769251,69770466,IR,False,219,283
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,137,292
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,207,292
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,254,292
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,38,290
ENSG00000196136.17,chr14,94612443,94614433,5AS,False,24,111
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,75,163
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,139,163
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,116,163
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,77,138
ENSG00000179364.13,chr14,105382803,105382913,TSS,True,109,137
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,40,340
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,114,411
ENSG00000165819.11,chr14,21499137,21499305,IR,False,121,138
ENSG00000165819.11,chr14,21499371,21499491,IR,False,121,138
ENSG00000151320.10,chr14,32203526,32203723,TSS,True,101,113
ENSG00000151320.10,chr14,32418325,32418440,TSS,True,97,113
ENSG00000151320.10,chr14,32495033,32495404,TSS,False,66,113
ENSG00000151320.10,chr14,32829847,32831356,PAS,True,84,111
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,118,210
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,108,210
ENSG00000151413.16,chr14,31561379,31561547,TSS,True,17,106
ENSG00000197616.11,chr14,23379692,23382063,PAS,True,2042,6327
ENSG00000197616.11,chr14,23392930,23393518,PAS,True,3807,4525
ENSG00000197616.11,chr14,23393661,23393908,PAS,True,3933,4442
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,4491,6327
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,29,258
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,52,485
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,169,355
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,63,401
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,264,433
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,245,433
ENSG00000100445.17,chr14,24441795,24442177,5AS,False,130,150
ENSG00000100445.17,chr14,24442260,24442345,IR,False,137,168
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,167,192
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,88,192
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,334,2182
ENSG00000100626.16,chr14,69352170,69353331,IR,True,164,260
ENSG00000100626.16,chr14,69259592,69260467,TSS,True,92,302
ENSG00000100626.16,chr14,69352030,69354473,PAS,True,174,271
ENSG00000100626.16,chr14,69353331,69354473,PAS,True,108,272
ENSG00000090060.17,chr14,96556413,96562818,ES,False,32,106
ENSG00000090060.17,chr14,96556413,96564954,ES,False,12,118
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,128,247
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,183,236
ENSG00000090060.17,chr14,96547796,96547917,PAS,True,205,242
ENSG00000100926.14,chr14,24192356,24192647,IR,True,183,226
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,67,237
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,186,230
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,27,237
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,162,1282
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,102,151
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,65,151
ENSG00000156411.9,chr14,103912290,103912694,PAS,True,26,189
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,13,101
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,83,208
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,46,391
ENSG00000166183.15,chr14,104105450,104107181,ES,False,15,121
ENSG00000166183.15,chr14,104109315,104111919,ES,False,14,123
ENSG00000166183.15,chr14,104085512,104085852,TSS,True,26,129
ENSG00000140043.11,chr14,73851943,73858815,5AS,False,88,125
ENSG00000140043.11,chr14,73851820,73851943,TSS,True,60,148
ENSG00000140043.11,chr14,73851791,73852004,TSS,False,112,148
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,20,119
ENSG00000165525.17,chr14,49852694,49853081,TSS,True,12,101
ENSG00000072110.13,chr14,68877240,68879961,ME,False,44,289
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,45,303
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,138,753
ENSG00000183576.12,chr14,99465702,99465816,TSS,True,663,753
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,21,123
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,48,138
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,117,138
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,76,125
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,54,134
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,148,178
ENSG00000165792.17,chr14,20996711,20996784,IR,False,129,174
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,54,183
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,137,182
ENSG00000066629.17,chr14,99891227,99894628,ES,True,36,103
ENSG00000066629.17,chr14,99737687,99737860,TSS,True,12,116
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,28,271
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,668,1902
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,1546,1902
ENSG00000070182.20,chr14,64786403,64787164,TSS,True,154,177
ENSG00000070182.20,chr14,64770884,64771067,TSS,True,149,176
ENSG00000070182.20,chr14,64772579,64772905,TSS,True,158,176
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,27,179
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,46,179
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,147,179
ENSG00000078618.21,chr1,51836212,51840225,ES,False,267,308
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,73,344
ENSG00000078618.21,chr1,51814551,51814609,PAS,True,276,328
ENSG00000074800.15,chr1,8868057,8871890,ME,False,808,1572
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,110,262
ENSG00000058668.14,chr1,203700797,203703016,PAS,True,89,164
ENSG00000058668.14,chr1,203733222,203733629,PAS,True,103,169
ENSG00000126091.20,chr1,43736380,43814890,ES,False,57,173
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,36,170
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,132,167
ENSG00000074964.16,chr1,17588357,17588479,TSS,True,87,101
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,71,101
ENSG00000187642.9,chr1,976269,976498,IR,True,310,390
ENSG00000187642.9,chr1,975194,976269,PAS,True,82,398
ENSG00000187642.9,chr1,975197,976624,PAS,True,320,396
ENSG00000187642.9,chr1,978880,980936,TSS,True,182,421
ENSG00000187642.9,chr1,982064,982346,TSS,False,269,421
ENSG00000132716.18,chr1,160240370,160261284,ES,False,42,268
ENSG00000132716.18,chr1,160240370,160262448,ES,True,23,139
ENSG00000132716.18,chr1,160244034,160262116,ES,False,70,184
ENSG00000132716.18,chr1,160244034,160262275,5AS,False,28,224
ENSG00000132716.18,chr1,160244034,160262448,ES,False,74,110
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,74,357
ENSG00000132716.18,chr1,160261358,160262275,5AS,False,67,196
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,41,238
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,117,516
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,399,495
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,316,528
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,389,528
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,426,528
ENSG00000157881.13,chr1,2510748,2511337,3AS,False,18,164
ENSG00000157881.13,chr1,2526463,2526624,TSS,True,34,166
ENSG00000157881.13,chr1,2521100,2523002,TSS,True,144,166
ENSG00000121940.15,chr1,108950448,108963360,ES,True,48,100
ENSG00000121940.15,chr1,108963360,108963514,TSS,True,29,146
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,106,188
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,92,249
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,193,249
ENSG00000177000.12,chr1,11802880,11805907,TSS,True,93,112
ENSG00000177000.12,chr1,11803404,11803586,TSS,True,79,112
ENSG00000116991.10,chr1,232460886,232461201,TSS,True,161,196
ENSG00000116991.10,chr1,232445528,232445732,TSS,True,164,196
ENSG00000116991.10,chr1,232425588,232425726,TSS,True,166,196
ENSG00000116991.10,chr1,232479626,232479720,TSS,True,170,197
ENSG00000162599.15,chr1,61406727,61455302,ES,False,79,212
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,93,246
ENSG00000162599.15,chr1,61406561,61406727,TSS,False,205,243
ENSG00000116783.14,chr1,74235351,74235491,TSS,False,34,274
ENSG00000116783.14,chr1,74543905,74544428,PAS,True,116,274
ENSG00000116783.14,chr1,74418167,74418576,PAS,False,222,268
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,292,326
ENSG00000158828.7,chr1,20638107,20639992,TSS,True,291,326
ENSG00000158828.7,chr1,20643340,20644672,TSS,True,163,326
ENSG00000143164.15,chr1,168004793,168022987,ES,False,267,625
ENSG00000143164.15,chr1,168045227,168063620,ES,False,432,652
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,327,688
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,395,688
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,25,137
ENSG00000157184.6,chr1,53196777,53197095,TSS,True,34,276
ENSG00000157184.6,chr1,53210454,53211319,TSS,True,242,276
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,173,864
ENSG00000004455.16,chr1,33024567,33036735,ES,False,141,175
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,119,190
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,77,179
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,23,198
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,14,112
ENSG00000137942.16,chr1,93550946,93554661,PAS,True,84,102
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,29,102
ENSG00000197852.10,chr1,111739185,111739403,TSS,True,30,109
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,560,1372
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,1192,1364
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,1206,1359
ENSG00000160679.12,chr1,153636653,153638294,IR,False,245,287
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,126,283
ENSG00000117461.14,chr1,46040139,46043871,PAS,True,107,176
ENSG00000117461.14,chr1,46055852,46055971,PAS,True,80,175
ENSG00000117461.14,chr1,46131846,46132705,TSS,True,19,188
ENSG00000117410.13,chr1,43975107,43976089,ES,False,22,179
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,17,103
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,92,103
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,12,103
ENSG00000117595.11,chr1,209802043,209806108,5AS,True,11,107
ENSG00000117595.11,chr1,209805946,209806171,TSS,True,37,134
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,53,150
ENSG00000160691.18,chr1,154968031,154968494,ES,False,19,123
ENSG00000160691.18,chr1,154970199,154974247,ES,False,94,106
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,135,159
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,51,159
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,186,235
ENSG00000116260.16,chr1,180196599,180197332,IR,False,186,232
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,148,311
ENSG00000116260.16,chr1,180182171,180182319,TSS,True,247,311
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,231,277
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,74,309
ENSG00000127483.17,chr1,20779911,20787194,ES,False,83,110
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,41,158
ENSG00000127483.17,chr1,20754046,20755404,PAS,True,132,154
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,64,179
ENSG00000159592.10,chr1,45630606,45634095,ES,True,13,123
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,46,128
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,107,128
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,43,364
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,366,1385
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,98,109
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,18,109
ENSG00000048707.15,chr1,12230021,12230120,TSS,True,81,103
ENSG00000143549.19,chr1,154170711,154172907,ME,False,137,280
ENSG00000143549.19,chr1,154156355,154157721,PAS,True,121,294
ENSG00000143549.19,chr1,154167465,154167940,PAS,False,178,294
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,101,300
ENSG00000143549.19,chr1,154191901,154192135,TSS,True,211,300
ENSG00000265491.4,chr1,145784596,145788907,ES,True,50,118
ENSG00000265491.4,chr1,145823771,145824412,TSS,False,135,256
ENSG00000265491.4,chr1,145784538,145784653,TSS,True,140,255
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,45,101
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,13,114
ENSG00000163875.15,chr1,37495918,37501803,ES,False,81,181
ENSG00000121769.7,chr1,31360830,31367392,3AS,True,314,375
ENSG00000121769.7,chr1,31364015,31365939,PAS,True,533,4664
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,60,351
ENSG00000116521.10,chr1,155260659,155262085,ES,False,59,296
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,37,337
ENSG00000168509.19,chr1,146019734,146021586,ES,False,163,255
ENSG00000143801.16,chr1,226870649,226875364,ES,False,22,132
ENSG00000143801.16,chr1,226891361,226891745,3AS,False,72,184
ENSG00000143801.16,chr1,226870509,226870649,TSS,True,53,185
ENSG00000143801.16,chr1,226870639,226871404,TSS,True,155,185
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,392,642
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,261,609
ENSG00000116171.17,chr1,52993257,52994570,PAS,True,258,288
ENSG00000069248.11,chr1,229440257,229442040,PAS,True,22,118
ENSG00000069248.11,chr1,229508067,229508361,TSS,True,13,119
ENSG00000143363.16,chr1,151008399,151008671,TSS,True,19,109
ENSG00000188976.10,chr1,944800,945056,5AS,False,364,689
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,69,121
ENSG00000162688.16,chr1,99850059,99850415,TSS,False,52,105
ENSG00000162688.16,chr1,99849887,99850101,TSS,True,88,105
ENSG00000162688.16,chr1,99921533,99924024,PAS,True,54,104
ENSG00000090686.15,chr1,21721163,21721649,3AS,False,70,261
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,53,295
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,137,310
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,243,310
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,277,309
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,48,144
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,100,143
ENSG00000116809.11,chr1,15975982,15976135,TSS,True,15,114
ENSG00000162433.14,chr1,65147665,65190709,ES,True,17,104
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,185,290
ENSG00000162433.14,chr1,65147658,65148057,TSS,True,258,290
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,183,290
ENSG00000162390.17,chr1,54547993,54548342,TSS,True,52,129
ENSG00000162390.17,chr1,54600355,54601413,TSS,True,111,126
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,581,789
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,92,800
ENSG00000077549.17,chr1,19339617,19344357,ES,False,143,735
ENSG00000117280.12,chr1,205774832,205775478,TSS,True,67,111
ENSG00000117280.12,chr1,205775272,205775474,TSS,True,81,111
ENSG00000117280.12,chr1,205775373,205775482,TSS,True,88,111
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,59,106
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,29,136
ENSG00000198626.15,chr1,237496560,237496752,TSS,True,414,528
ENSG00000198626.15,chr1,237590072,237590992,TSS,True,369,455
ENSG00000198626.15,chr1,237708989,237709098,TSS,True,137,161
ENSG00000198626.15,chr1,237783826,237784972,TSS,True,110,138
ENSG00000198626.15,chr1,237659984,237660076,PAS,True,196,377
ENSG00000198626.15,chr1,237506709,237506807,PAS,True,149,169
ENSG00000198626.15,chr1,237593475,237596504,PAS,True,243,279
ENSG00000198626.15,chr1,237590639,237590961,PAS,True,146,192
ENSG00000198626.15,chr1,237783674,237784973,PAS,True,405,481
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,75,517
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,461,517
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,21,102
ENSG00000143252.14,chr1,161314378,161314425,TSS,True,28,127
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,70,134
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,20,156
ENSG00000130695.15,chr1,26276760,26277135,3AS,False,91,112
ENSG00000130695.15,chr1,26234157,26234310,TSS,True,65,146
ENSG00000130695.15,chr1,26254578,26255865,TSS,True,126,146
ENSG00000130695.15,chr1,26254591,26254832,TSS,False,122,146
ENSG00000130695.15,chr1,26277132,26278810,PAS,True,121,142
ENSG00000130695.15,chr1,26277135,26278810,PAS,True,51,142
ENSG00000130695.15,chr1,26268482,26268515,PAS,True,122,137
ENSG00000075945.12,chr1,169921781,169954010,ES,True,130,193
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,46,216
ENSG00000066136.20,chr1,40709263,40709616,TSS,True,192,216
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,23,214
ENSG00000077157.21,chr1,202564547,202567780,3AS,True,94,420
ENSG00000077157.21,chr1,202569197,202580473,ES,False,355,401
ENSG00000077157.21,chr1,202348692,202349142,TSS,True,536,697
ENSG00000077157.21,chr1,202462713,202463097,TSS,False,376,626
ENSG00000077157.21,chr1,202495292,202495475,PAS,True,418,493
ENSG00000077157.21,chr1,202437820,202439943,PAS,True,143,167
ENSG00000077157.21,chr1,202431479,202431543,PAS,True,148,167
ENSG00000077157.21,chr1,202580473,202588569,PAS,True,187,584
ENSG00000158859.9,chr1,161189730,161191564,PAS,False,24,154
ENSG00000158859.9,chr1,161197994,161199592,TSS,True,65,164
ENSG00000158859.9,chr1,161193934,161194301,TSS,True,118,147
ENSG00000001461.16,chr1,24415379,24415904,TSS,True,16,121
ENSG00000163374.19,chr1,155659443,155660913,PAS,True,49,110
