gene,chr,start,end,splice_type,novel,HL-60_ENCFF600MGT_in_cov,HL-60_ENCFF600MGT_total_cov
ENSG00000167645.16,chr19,38315722,38315909,TSS,False,176,220
ENSG00000129347.19,chr19,10557682,10557768,IR,False,119,138
ENSG00000129347.19,chr19,10565034,10565905,ES,False,16,116
ENSG00000129347.19,chr19,10565905,10566110,TSS,True,23,145
ENSG00000011485.14,chr19,46376574,46383779,ES,False,220,537
ENSG00000062822.13,chr19,50384273,50384390,TSS,True,167,1353
ENSG00000130254.11,chr19,5610688,5611119,IR,False,31,102
ENSG00000130254.11,chr19,5611630,5612539,IR,True,27,104
ENSG00000130254.11,chr19,5613527,5616131,5AS,False,59,106
ENSG00000130254.11,chr19,5600184,5600260,PAS,True,74,108
ENSG00000130254.11,chr19,5604569,5604695,PAS,True,51,108
ENSG00000105483.17,chr19,48215384,48221729,ES,False,32,210
ENSG00000105483.17,chr19,48230697,48230776,3AS,False,34,222
ENSG00000105483.17,chr19,48232493,48234402,ES,False,130,155
ENSG00000105483.17,chr19,48232493,48234402,3AS,False,130,146
ENSG00000105483.17,chr19,48232493,48234402,IR,False,130,160
ENSG00000105483.17,chr19,48234543,48240961,ES,False,110,215
ENSG00000105483.17,chr19,48241063,48249750,ES,False,23,208
ENSG00000105483.17,chr19,48208085,48211975,PAS,True,27,236
ENSG00000105483.17,chr19,48255791,48255930,TSS,True,175,239
ENSG00000105483.17,chr19,48249750,48249929,TSS,False,89,239
ENSG00000105656.12,chr19,18442662,18444868,PAS,True,15,109
ENSG00000105443.14,chr19,48474949,48478068,5AS,False,67,108
ENSG00000171606.17,chr19,58183058,58183442,TSS,True,37,239
ENSG00000171606.17,chr19,58183079,58183998,TSS,True,213,239
ENSG00000099341.11,chr19,38383252,38383841,PAS,True,28,210
ENSG00000172081.13,chr19,2096225,2096335,TSS,True,135,200
ENSG00000172081.13,chr19,2085174,2085431,TSS,True,80,200
ENSG00000125734.15,chr19,6737456,6737625,TSS,True,128,363
ENSG00000125734.15,chr19,6736989,6737305,TSS,True,271,363
ENSG00000197050.10,chr19,37078570,37127127,ES,True,14,134
ENSG00000197050.10,chr19,37127127,37130361,PAS,True,16,140
ENSG00000213339.8,chr19,10712299,10712552,IR,False,41,125
ENSG00000105186.15,chr19,32596999,32598378,PAS,True,97,799
ENSG00000104884.15,chr19,45370535,45370592,TSS,False,39,382
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,45,412
ENSG00000178464.6,chr19,12643427,12643590,IR,True,49,217
ENSG00000178464.6,chr19,12643194,12643427,PAS,True,170,220
ENSG00000178464.6,chr19,12643590,12643960,TSS,True,169,220
ENSG00000105397.13,chr19,10380379,10380645,TSS,True,42,288
ENSG00000104915.14,chr19,13144486,13144576,IR,False,163,200
ENSG00000104915.14,chr19,13149897,13150138,IR,False,132,196
ENSG00000104915.14,chr19,13144057,13144486,PAS,True,40,203
ENSG00000104915.14,chr19,13144057,13144671,PAS,True,166,203
ENSG00000104915.14,chr19,13150138,13150374,TSS,True,69,203
ENSG00000104915.14,chr19,13149727,13150371,TSS,True,140,203
ENSG00000167747.14,chr19,50804571,50804922,TSS,True,93,919
ENSG00000167635.11,chr19,36215155,36218121,5AS,True,55,466
ENSG00000167635.11,chr19,36215155,36228747,ES,True,67,126
ENSG00000167635.11,chr19,36215155,36228747,5AS,False,67,585
ENSG00000167635.11,chr19,36215196,36228747,ES,False,102,505
ENSG00000167635.11,chr19,36214748,36215155,TSS,True,549,675
ENSG00000167635.11,chr19,36215101,36215196,TSS,True,164,675
ENSG00000105726.16,chr19,19654074,19654542,3AS,False,25,224
ENSG00000105726.16,chr19,19656766,19656846,IR,False,192,218
ENSG00000105726.16,chr19,19663270,19664048,TSS,True,24,234
ENSG00000161558.10,chr19,48342809,48343320,IR,False,99,131
ENSG00000161558.10,chr19,48345354,48363290,ES,False,39,127
ENSG00000161558.10,chr19,48332354,48333433,PAS,True,20,139
ENSG00000105401.8,chr19,10395343,10395434,IR,False,788,1022
ENSG00000170909.13,chr19,54100755,54100862,TSS,True,11,102
ENSG00000105058.11,chr19,16185516,16185623,IR,False,507,568
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,65,573
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,512,573
ENSG00000126457.21,chr19,49677316,49680486,ES,False,294,336
ENSG00000099783.11,chr19,8465362,8465479,IR,False,156,214
ENSG00000099783.11,chr19,8474244,8485602,ES,False,52,214
ENSG00000165629.19,chr10,7788263,7797046,ES,False,37,307
ENSG00000165629.19,chr10,7802854,7807658,ES,False,36,235
ENSG00000165629.19,chr10,7807658,7808179,PAS,True,80,316
ENSG00000165629.19,chr10,7802757,7807801,PAS,True,237,314
ENSG00000099290.16,chr10,50097802,50104041,ES,True,15,131
ENSG00000099290.16,chr10,50126179,50127582,ES,False,18,122
ENSG00000099290.16,chr10,50132805,50133510,PAS,True,93,166
ENSG00000099290.16,chr10,50130900,50131074,PAS,True,127,166
ENSG00000099290.16,chr10,50097674,50097804,PAS,True,136,163
ENSG00000154473.17,chr10,123162828,123163819,IR,True,602,726
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,228,829
ENSG00000154473.17,chr10,123162828,123165046,IR,True,228,352
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,356,958
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,733,961
ENSG00000154473.17,chr10,123162611,123165365,PAS,True,834,958
ENSG00000148700.14,chr10,110118736,110119210,IR,True,198,236
ENSG00000148700.14,chr10,110130486,110133325,ES,False,38,223
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,72,218
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,158,218
ENSG00000107719.8,chr10,70539247,70541101,ES,True,16,148
ENSG00000107719.8,chr10,70478398,70479059,TSS,False,37,155
ENSG00000138182.14,chr10,89723963,89724023,PAS,True,62,162
ENSG00000138182.14,chr10,89726412,89726510,PAS,True,139,162
ENSG00000138160.5,chr10,92653664,92655395,PAS,False,20,198
ENSG00000152457.17,chr10,14923069,14928015,ES,False,26,182
ENSG00000152457.17,chr10,14939869,14945104,ES,False,157,185
ENSG00000152457.17,chr10,14945189,14949035,ES,False,107,179
ENSG00000152457.17,chr10,14897681,14899312,PAS,False,163,203
ENSG00000152457.17,chr10,14906873,14909330,PAS,True,63,201
ENSG00000120008.15,chr10,120851506,120852523,5AS,False,89,103
ENSG00000120008.15,chr10,120851250,120851506,TSS,False,31,120
ENSG00000120008.15,chr10,120908555,120909527,PAS,True,23,119
ENSG00000120008.15,chr10,120878352,120880656,PAS,True,96,110
ENSG00000196693.14,chr10,42594699,42631928,ES,False,113,260
ENSG00000196693.14,chr10,42632024,42636919,ES,False,30,271
ENSG00000196693.14,chr10,42579850,42583123,PAS,True,244,294
ENSG00000196693.14,chr10,42589110,42594699,PAS,True,83,291
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,247,503
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,400,516
ENSG00000166197.16,chr10,102162110,102163871,PAS,True,70,557
ENSG00000065328.16,chr10,13172480,13172627,3AS,False,339,438
ENSG00000065328.16,chr10,13209226,13211110,PAS,True,213,445
ENSG00000065328.16,chr10,13201420,13202192,PAS,True,318,445
ENSG00000148843.14,chr10,103396624,103396730,TSS,True,42,261
ENSG00000148843.14,chr10,103440289,103440461,PAS,True,86,255
ENSG00000148843.14,chr10,103445377,103446297,PAS,True,206,261
ENSG00000165983.14,chr10,16511045,16513743,PAS,True,14,104
ENSG00000095564.13,chr10,91951566,91953736,5AS,True,126,143
ENSG00000095564.13,chr10,91959154,91959784,5AS,False,34,139
ENSG00000095564.13,chr10,91923757,91924090,TSS,False,18,164
ENSG00000095564.13,chr10,91989153,91990152,PAS,False,29,154
ENSG00000155229.20,chr10,97466156,97466503,3AS,False,97,723
ENSG00000155229.20,chr10,97466156,97466503,IR,True,97,108
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,224,260
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,43,260
ENSG00000165669.13,chr10,118336423,118342269,ES,False,34,145
ENSG00000165669.13,chr10,118342269,118342324,TSS,True,18,170
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,143,596
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,62,419
ENSG00000023041.11,chr10,112438389,112442191,ES,True,26,116
ENSG00000023041.11,chr10,112446704,112446956,TSS,True,13,123
ENSG00000183605.16,chr10,119160969,119161054,IR,True,180,219
ENSG00000183605.16,chr10,119161081,119162339,IR,True,181,217
ENSG00000183605.16,chr10,119165536,119165748,TSS,True,51,233
ENSG00000183605.16,chr10,119165201,119165700,TSS,True,188,233
ENSG00000172661.18,chr10,45727539,45728905,3AS,True,57,172
ENSG00000172661.18,chr10,45740246,45743389,ES,True,148,180
ENSG00000172661.18,chr10,45790355,45790499,PAS,True,148,189
ENSG00000172661.18,chr10,45792260,45792968,PAS,True,97,189
ENSG00000172661.18,chr10,45757011,45758524,PAS,True,156,186
ENSG00000148606.12,chr10,77973248,77977626,PAS,False,36,155
ENSG00000148606.12,chr10,77990617,77991167,PAS,False,117,150
ENSG00000148444.15,chr10,22318168,22318271,IR,False,123,137
ENSG00000148444.15,chr10,22318306,22318652,IR,False,39,137
ENSG00000148444.15,chr10,22318713,22318805,IR,False,47,138
ENSG00000148444.15,chr10,22318862,22318958,IR,False,51,138
ENSG00000148444.15,chr10,22319018,22319938,IR,False,100,132
ENSG00000148444.15,chr10,22319938,22320314,PAS,True,38,138
ENSG00000148444.15,chr10,22318271,22320302,PAS,True,116,138
ENSG00000155256.17,chr10,97737321,97738476,5AS,False,268,322
ENSG00000155256.17,chr10,97750470,97751390,3AS,False,212,318
ENSG00000155256.17,chr10,97737089,97737321,TSS,True,69,340
ENSG00000155256.17,chr10,97737117,97737325,TSS,True,287,340
ENSG00000165731.18,chr10,43077020,43077331,TSS,True,14,105
ENSG00000165731.18,chr10,43126574,43130351,PAS,True,16,104
ENSG00000048740.18,chr10,11165682,11249152,ES,False,25,190
ENSG00000048740.18,chr10,11257872,11270665,ES,False,58,189
ENSG00000048740.18,chr10,11314258,11321206,5AS,False,145,170
ENSG00000048740.18,chr10,11164964,11165317,TSS,True,133,208
ENSG00000048740.18,chr10,11165057,11165682,TSS,True,86,208
ENSG00000048740.18,chr10,11330455,11334358,PAS,True,77,205
ENSG00000048740.18,chr10,11328925,11336632,PAS,True,151,203
ENSG00000226688.6,chr10,95869241,95875666,PAS,True,17,122
ENSG00000226688.6,chr10,95907777,95908186,TSS,False,60,114
ENSG00000226688.6,chr10,95907662,95908172,TSS,True,61,114
ENSG00000198924.7,chr10,113834723,113835312,PAS,True,22,128
ENSG00000198924.7,chr10,113849296,113850644,PAS,True,107,126
ENSG00000198924.7,chr10,113852722,113854668,TSS,True,108,128
ENSG00000198924.7,chr10,113854353,113854615,TSS,False,27,128
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,79,370
ENSG00000108219.14,chr10,80454371,80489216,ES,False,164,241
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,31,300
ENSG00000107959.15,chr10,3147737,3149620,ES,False,159,348
ENSG00000107959.15,chr10,3147737,3149620,IR,True,159,178
ENSG00000107959.15,chr10,3148063,3148170,IR,False,186,208
ENSG00000107959.15,chr10,3148291,3149620,IR,True,191,213
ENSG00000166169.16,chr10,101583681,101584877,5AS,False,22,194
ENSG00000166169.16,chr10,101578876,101579817,PAS,True,27,230
ENSG00000166169.16,chr10,101588203,101588274,TSS,True,93,232
ENSG00000166169.16,chr10,101587245,101588251,TSS,True,153,232
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,689,837
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,669,819
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,581,815
ENSG00000107581.12,chr10,119056747,119057040,PAS,True,716,809
ENSG00000107581.12,chr10,119058029,119058303,PAS,True,699,808
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,89,838
ENSG00000108039.17,chr10,109907815,109923401,ES,False,88,798
ENSG00000148484.17,chr10,16782084,16817314,ES,False,23,223
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,270,721
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,559,833
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,371,833
ENSG00000188690.13,chr10,125788574,125789005,PAS,True,24,159
ENSG00000122952.16,chr10,56358687,56358908,3AS,True,288,327
ENSG00000122952.16,chr10,56358687,56358908,IR,False,288,695
ENSG00000122952.16,chr10,56359853,56360017,IR,False,512,747
ENSG00000122952.16,chr10,56360141,56360292,IR,False,500,744
ENSG00000136754.17,chr10,26751783,26765217,ES,False,123,273
ENSG00000136754.17,chr10,26759235,26765217,3AS,False,41,148
ENSG00000136754.17,chr10,26770345,26777064,ES,False,191,262
ENSG00000107651.12,chr10,119932132,119936564,PAS,True,103,124
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,69,124
ENSG00000107651.12,chr10,119904083,119905267,PAS,True,109,123
ENSG00000107651.12,chr10,119941111,119942146,PAS,True,103,124
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,94,569
ENSG00000130640.13,chr10,133302791,133303016,TSS,True,506,569
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,270,720
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,521,720
ENSG00000187522.15,chr10,14871527,14871850,PAS,False,60,221
ENSG00000187522.15,chr10,14870596,14870661,PAS,True,168,221
ENSG00000122861.15,chr10,73911102,73911218,TSS,True,33,192
ENSG00000122861.15,chr10,73909152,73909294,TSS,False,164,192
ENSG00000107521.18,chr10,98429642,98430570,ES,False,108,259
ENSG00000107521.18,chr10,98445413,98446886,5AS,True,52,275
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,49,318
ENSG00000107521.18,chr10,98446886,98446970,TSS,True,268,323
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,90,323
ENSG00000148634.15,chr10,67956976,67966682,ES,False,96,107
ENSG00000148634.15,chr10,67921897,67923139,PAS,True,30,131
ENSG00000148634.15,chr10,67964091,67966802,PAS,True,113,129
ENSG00000148634.15,chr10,68075143,68075408,TSS,True,15,131
ENSG00000136758.18,chr10,27134981,27148905,ES,False,19,133
ENSG00000136758.18,chr10,27136385,27145427,ES,False,13,109
ENSG00000136758.18,chr10,27110166,27112120,PAS,True,22,164
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,25,165
ENSG00000076685.18,chr10,103100019,103101044,ES,False,97,133
ENSG00000076685.18,chr10,103101326,103105705,ES,False,111,133
ENSG00000076685.18,chr10,103106706,103139405,ES,False,80,100
ENSG00000076685.18,chr10,103106706,103174857,ES,True,24,132
ENSG00000076685.18,chr10,103174982,103193235,ES,True,59,129
ENSG00000264204.2,chr10,46106730,46108660,TSS,True,124,142
ENSG00000264204.2,chr10,46109258,46109843,TSS,False,39,142
ENSG00000181192.11,chr10,12108015,12117672,ES,True,19,120
ENSG00000173848.18,chr10,5412528,5412820,TSS,False,33,120
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,76,674
ENSG00000052749.13,chr10,97401092,97401379,TSS,True,63,265
ENSG00000067064.11,chr10,1043393,1048863,ES,False,270,796
ENSG00000108061.11,chr10,110919657,110985627,ES,True,25,122
ENSG00000060339.13,chr10,68721282,68722454,5AS,False,160,182
ENSG00000060339.13,chr10,68755536,68756272,IR,True,131,160
ENSG00000060339.13,chr10,68755536,68757293,ES,False,21,152
ENSG00000060339.13,chr10,68756483,68757293,IR,True,134,159
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,34,198
ENSG00000060339.13,chr10,68721163,68721288,TSS,True,178,198
ENSG00000060339.13,chr10,68771205,68771444,PAS,True,68,198
ENSG00000060339.13,chr10,68761006,68761193,PAS,True,151,197
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,82,113
ENSG00000108055.9,chr10,110583383,110583540,PAS,True,99,112
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,86,113
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,87,113
ENSG00000107625.12,chr10,68901471,68906710,ES,False,317,357
ENSG00000198060.9,chr10,92349837,92351090,IR,True,97,146
ENSG00000198060.9,chr10,92351090,92354079,PAS,False,51,155
ENSG00000198060.9,chr10,92349670,92352080,PAS,True,106,155
ENSG00000075407.18,chr10,38095629,38095743,5AS,False,63,101
ENSG00000075407.18,chr10,38117389,38124625,PAS,True,34,109
ENSG00000075407.18,chr10,38115194,38121195,PAS,True,96,109
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,39,107
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,69,107
ENSG00000170525.20,chr10,6232894,6235535,PAS,True,50,104
ENSG00000170525.20,chr10,6254177,6254657,PAS,False,79,105
ENSG00000119929.12,chr10,99747390,99754528,ES,False,34,114
ENSG00000119929.12,chr10,99755624,99758005,PAS,True,15,129
ENSG00000213390.10,chr10,97246337,97259401,ES,False,16,134
ENSG00000213390.10,chr10,97263489,97264825,3AS,True,19,130
ENSG00000213390.10,chr10,97222173,97226132,PAS,True,30,141
ENSG00000213390.10,chr10,97229833,97229874,PAS,True,117,140
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,62,273
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,238,273
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,298,443
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,200,443
ENSG00000136770.10,chr10,21756328,21756755,PAS,False,17,100
ENSG00000198546.14,chr10,133311841,133312787,IR,False,39,157
ENSG00000198546.14,chr10,133308887,133309096,TSS,True,87,166
ENSG00000198546.14,chr10,133308918,133309463,TSS,False,83,166
ENSG00000198546.14,chr10,133312787,133313162,PAS,True,118,162
ENSG00000198546.14,chr10,133311715,133313162,PAS,True,65,162
ENSG00000227345.8,chr10,49934163,49941508,ES,False,40,127
ENSG00000227345.8,chr10,49816602,49819494,PAS,True,21,173
ENSG00000227345.8,chr10,49941508,49942026,TSS,True,38,173
ENSG00000203791.14,chr10,124760503,124765391,ES,False,61,137
ENSG00000203791.14,chr10,124774782,124789042,5AS,False,85,132
ENSG00000122359.17,chr10,80172869,80205342,ES,False,602,1081
ENSG00000148660.20,chr10,73817554,73821681,ES,False,295,389
ENSG00000148660.20,chr10,73824084,73825320,5AS,False,79,307
ENSG00000148660.20,chr10,73824084,73837467,ES,False,85,396
ENSG00000148660.20,chr10,73812498,73814505,PAS,True,53,417
ENSG00000095485.17,chr10,100235764,100238021,ES,True,15,117
ENSG00000095485.17,chr10,100267570,100267696,TSS,True,13,121
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,53,412
ENSG00000165733.7,chr10,42830865,42834331,PAS,False,281,412
ENSG00000165733.7,chr10,42796473,42797218,PAS,True,177,408
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,114,170
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,131,170
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,111,170
ENSG00000122884.12,chr10,73030370,73046924,ME,False,36,146
ENSG00000107897.18,chr10,27219857,27223337,ES,False,112,129
ENSG00000107897.18,chr10,27195213,27197442,PAS,True,34,129
ENSG00000107897.18,chr10,27202679,27204549,PAS,False,99,129
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,79,129
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,65,129
ENSG00000107897.18,chr10,27242058,27242116,TSS,True,114,129
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,31,229
ENSG00000213551.4,chr10,73246687,73248156,TSS,True,203,228
ENSG00000107819.13,chr10,101031234,101031534,TSS,True,117,168
ENSG00000107819.13,chr10,101031258,101032482,TSS,True,57,168
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,78,227
ENSG00000148730.6,chr10,70419911,70420099,TSS,True,189,227
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,16,143
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,60,107
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,49,107
ENSG00000107960.10,chr10,103880124,103882841,PAS,True,16,135
ENSG00000107960.10,chr10,103918099,103918256,TSS,True,18,135
ENSG00000107960.10,chr10,103917461,103918218,TSS,True,118,135
ENSG00000138346.14,chr10,68414063,68415105,PAS,False,48,108
ENSG00000138346.14,chr10,68435820,68437241,PAS,True,93,107
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,1121,1276
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,970,2095
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,1841,2095
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,1723,2095
ENSG00000107551.20,chr10,44970264,44971772,IR,False,432,587
ENSG00000107551.20,chr10,44982663,44983990,3AS,True,76,139
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,460,599
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,537,613
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,99,614
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,31,103
ENSG00000122862.4,chr10,69088101,69088236,TSS,True,20,181
ENSG00000138303.17,chr10,72133181,72161537,ES,False,25,172
ENSG00000138303.17,chr10,72215781,72216234,TSS,True,115,175
ENSG00000138303.17,chr10,72216206,72216306,TSS,False,64,175
ENSG00000107672.14,chr10,121959410,121959500,IR,False,111,135
ENSG00000107672.14,chr10,121959595,121960357,IR,True,111,136
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,20,148
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,29,115
ENSG00000197142.10,chr10,112375093,112375542,TSS,True,89,115
ENSG00000185009.12,chr10,74138382,74150754,ES,False,57,121
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,13,129
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,127,219
ENSG00000096746.17,chr10,68337333,68338502,ES,False,39,223
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,80,226
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,142,233
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,106,233
ENSG00000165934.12,chr14,92161651,92164198,PAS,False,44,141
ENSG00000165934.12,chr14,92154357,92154411,PAS,True,105,139
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,15,116
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,80,108
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,31,110
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,98,153
ENSG00000100938.17,chr14,24233598,24235736,ES,False,770,861
ENSG00000100938.17,chr14,24234241,24235736,IR,True,90,102
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,809,907
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,199,907
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,57,157
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,101,157
ENSG00000166170.9,chr14,103562615,103562886,TSS,True,22,214
ENSG00000198554.11,chr14,55013596,55027027,ES,False,75,191
ENSG00000198554.11,chr14,54938945,54941690,PAS,True,118,200
ENSG00000198554.11,chr14,54955559,54955694,PAS,True,171,200
ENSG00000198554.11,chr14,54962976,54963172,PAS,True,172,200
ENSG00000198554.11,chr14,54983858,54984860,PAS,True,162,199
ENSG00000185246.17,chr14,45095305,45095405,IR,True,38,188
ENSG00000185246.17,chr14,45095419,45096102,5AS,True,19,189
ENSG00000185246.17,chr14,45096228,45096423,IR,False,38,163
ENSG00000185246.17,chr14,45096228,45096886,IR,False,15,124
ENSG00000185246.17,chr14,45096758,45096886,IR,False,65,180
ENSG00000185246.17,chr14,45109780,45109893,IR,False,67,144
ENSG00000185246.17,chr14,45109780,45110093,ES,False,43,103
ENSG00000185246.17,chr14,45109780,45110093,IR,False,43,120
ENSG00000185246.17,chr14,45109993,45110093,IR,False,60,142
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,42,195
ENSG00000100722.19,chr14,88578140,88601923,ES,False,43,124
ENSG00000100722.19,chr14,88578140,88607242,ES,False,62,219
ENSG00000100722.19,chr14,88596808,88607242,ES,False,32,113
ENSG00000100722.19,chr14,88603045,88607242,5AS,False,17,127
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,96,220
ENSG00000129484.13,chr14,20357520,20357637,IR,False,266,420
ENSG00000129484.13,chr14,20357637,20357912,PAS,True,158,429
ENSG00000129484.13,chr14,20357395,20357909,PAS,False,301,429
ENSG00000092199.17,chr14,21234229,21269297,ES,False,720,1493
ENSG00000100949.14,chr14,24266517,24266775,IR,False,138,185
ENSG00000100949.14,chr14,24268198,24268368,IR,False,166,192
ENSG00000100949.14,chr14,24271486,24271659,TSS,True,43,196
ENSG00000100949.14,chr14,24271112,24271597,TSS,True,163,196
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,13,110
ENSG00000213983.11,chr14,23561635,23561961,IR,False,146,165
ENSG00000213983.11,chr14,23562593,23563379,ES,True,113,168
ENSG00000213983.11,chr14,23563856,23564045,IR,False,125,174
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,113,175
ENSG00000213983.11,chr14,23564660,23565118,IR,True,142,179
ENSG00000213983.11,chr14,23565199,23565605,IR,False,98,171
ENSG00000213983.11,chr14,23565892,23566063,IR,False,74,166
ENSG00000213983.11,chr14,23566419,23567110,ES,False,45,162
ENSG00000213983.11,chr14,23567315,23567738,3AS,False,20,155
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,39,194
ENSG00000100897.17,chr14,24114924,24115542,IR,False,252,295
ENSG00000100897.17,chr14,24115726,24116916,5AS,False,99,371
ENSG00000100897.17,chr14,24115726,24116916,IR,True,99,123
ENSG00000100897.17,chr14,24115726,24116971,3AS,False,128,229
ENSG00000100897.17,chr14,24115726,24116971,IR,False,128,424
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,270,552
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,357,552
ENSG00000100461.17,chr14,22906368,22909482,ES,False,175,202
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,200,798
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,680,775
ENSG00000100528.11,chr14,54430404,54436368,ES,False,50,396
ENSG00000150527.17,chr14,39319291,39326863,ES,False,54,111
ENSG00000150527.17,chr14,39350097,39350694,PAS,True,15,125
ENSG00000126787.12,chr14,55148473,55150798,ES,False,105,186
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,54,240
ENSG00000126787.12,chr14,55151733,55151941,PAS,True,212,240
ENSG00000129534.13,chr14,45237721,45242760,ES,True,14,133
ENSG00000129534.13,chr14,45247377,45253034,ES,True,116,139
ENSG00000129534.13,chr14,45222465,45224746,PAS,True,104,151
ENSG00000129534.13,chr14,45224257,45226836,PAS,False,111,151
ENSG00000129534.13,chr14,45227661,45227814,PAS,True,123,151
ENSG00000012963.14,chr14,93210708,93214928,ES,False,31,308
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,56,203
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,105,225
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,153,225
ENSG00000133943.20,chr14,91224683,91225632,PAS,True,36,224
ENSG00000078304.19,chr14,101912473,101925140,ES,False,107,120
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,100,224
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,143,223
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,50,126
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,109,126
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,101,126
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,50,106
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,87,103
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,48,105
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,91,105
