gene,chr,start,end,splice_type,novel,HepG2_ENCFF814ABW_in_cov,HepG2_ENCFF814ABW_total_cov
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,1185,1597
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,1204,1597
ENSG00000107551.20,chr10,44970264,44971772,IR,False,180,227
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,139,208
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,64,297
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,208,276
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,89,276
ENSG00000107779.13,chr10,86838979,86875866,ES,False,77,109
ENSG00000107779.13,chr10,86756495,86756919,TSS,True,16,119
ENSG00000196139.13,chr10,5094375,5094528,TSS,True,66,296
ENSG00000196139.13,chr10,5105592,5105677,TSS,True,239,296
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,69,268
ENSG00000151655.18,chr10,7703209,7703518,TSS,True,627,4875
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,120,209
ENSG00000107672.14,chr10,121959410,121959500,IR,False,98,117
ENSG00000107672.14,chr10,121959595,121960357,IR,True,84,116
ENSG00000107672.14,chr10,121974081,121974873,IR,False,72,119
ENSG00000107672.14,chr10,121974003,121975271,TSS,True,87,134
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,60,134
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,510,626
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,126,596
ENSG00000170759.10,chr10,32015508,32015628,TSS,True,113,128
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,508,604
ENSG00000197142.10,chr10,112394789,112395102,TSS,True,509,602
ENSG00000197142.10,chr10,112374028,112374269,TSS,False,256,604
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,37,125
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,29,154
ENSG00000168283.13,chr10,22321077,22321696,TSS,True,30,187
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,206,698
ENSG00000196177.12,chr10,123008947,123009071,TSS,True,93,195
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,62,322
ENSG00000165732.12,chr10,68982542,68985153,PAS,True,47,304
ENSG00000165732.12,chr10,68959805,68960117,PAS,True,237,273
ENSG00000134452.19,chr10,5890346,5903019,ES,False,165,186
ENSG00000134452.19,chr10,5890346,5906036,ES,False,43,231
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,81,330
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,267,322
ENSG00000138207.13,chr10,93600499,93600662,IR,True,12,101
ENSG00000065809.13,chr10,14530515,14604239,ES,False,114,140
ENSG00000065809.13,chr10,14604239,14604450,TSS,True,28,169
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,61,104
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,36,105
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,74,117
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,56,117
ENSG00000148824.18,chr10,133401590,133402148,IR,False,154,275
ENSG00000148824.18,chr10,133394086,133394332,TSS,False,51,301
ENSG00000023839.11,chr10,99794468,99797096,ES,False,192,219
ENSG00000023839.11,chr10,99813144,99817307,3AS,True,141,232
ENSG00000023839.11,chr10,99817196,99817307,IR,True,13,115
ENSG00000023839.11,chr10,99782597,99782877,TSS,True,109,361
ENSG00000023839.11,chr10,99851501,99853738,PAS,True,49,356
ENSG00000151208.16,chr10,77790785,77792543,PAS,True,24,145
ENSG00000151208.16,chr10,77815769,77816175,PAS,False,104,120
ENSG00000151208.16,chr10,77819894,77821461,TSS,True,168,209
ENSG00000151208.16,chr10,77821081,77821794,TSS,False,165,209
ENSG00000100519.11,chr14,52707167,52707304,TSS,True,29,226
ENSG00000100811.12,chr14,100239134,100239923,TSS,True,17,115
ENSG00000165801.9,chr14,21087105,21087967,ES,False,11,100
ENSG00000165801.9,chr14,21069646,21070399,TSS,True,78,136
ENSG00000165801.9,chr14,21073931,21075180,TSS,True,98,134
ENSG00000165801.9,chr14,21089013,21091304,PAS,True,24,133
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,141,963
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,720,942
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,274,956
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,72,102
ENSG00000100938.17,chr14,24232977,24233218,IR,False,86,227
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,275,347
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,207,347
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,262,347
ENSG00000100938.17,chr14,24238588,24239244,PAS,True,35,335
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,221,311
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,138,206
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,106,294
ENSG00000092098.16,chr14,24146909,24147890,TSS,True,123,197
ENSG00000092098.16,chr14,24148248,24148413,TSS,True,158,197
ENSG00000092098.16,chr14,24149481,24150888,TSS,True,173,197
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,163,290
ENSG00000188488.13,chr14,94581490,94587345,ES,False,803,1490
ENSG00000188488.13,chr14,94581373,94581490,TSS,False,679,2172
ENSG00000188488.13,chr14,94587345,94587981,TSS,True,1758,2172
ENSG00000166126.10,chr14,102922731,102923710,IR,True,367,439
ENSG00000166126.10,chr14,102922750,102923710,IR,True,24,102
ENSG00000166126.10,chr14,102922662,102923829,TSS,True,482,553
ENSG00000166126.10,chr14,102922640,102922731,TSS,False,179,553
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,37,198
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,172,198
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,102,242
ENSG00000100911.15,chr14,24144468,24145057,IR,False,402,452
ENSG00000100911.15,chr14,24145772,24146207,IR,False,342,426
ENSG00000100911.15,chr14,24145896,24146207,IR,False,18,102
ENSG00000100911.15,chr14,24143584,24143622,TSS,True,483,579
ENSG00000100911.15,chr14,24146533,24147264,TSS,True,157,581
ENSG00000100522.9,chr14,52775181,52778458,PAS,True,17,105
ENSG00000100522.9,chr14,52791427,52791684,TSS,True,30,131
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,31,121
ENSG00000100852.12,chr14,32091061,32091308,IR,True,19,157
ENSG00000100852.12,chr14,32076917,32077053,TSS,True,175,224
ENSG00000100852.12,chr14,32077255,32077435,TSS,True,108,224
ENSG00000100852.12,chr14,32090501,32094370,PAS,True,63,169
ENSG00000100852.12,chr14,32154620,32159847,PAS,True,145,212
ENSG00000100722.19,chr14,88578140,88601923,ES,False,17,115
ENSG00000100722.19,chr14,88578140,88607242,ES,False,21,182
ENSG00000100722.19,chr14,88596808,88607242,ES,False,46,148
ENSG00000100722.19,chr14,88603045,88607242,5AS,False,14,131
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,91,198
ENSG00000100796.17,chr14,91465419,91470836,ES,False,288,330
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,186,333
ENSG00000100796.17,chr14,91456980,91458869,PAS,True,71,352
ENSG00000100796.17,chr14,91460657,91462239,PAS,True,301,351
ENSG00000100796.17,chr14,91509505,91510554,TSS,True,37,361
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,381,566
ENSG00000092199.17,chr14,21234229,21269297,ES,False,139,544
ENSG00000258818.3,chr14,20684559,20684758,TSS,True,38,273
ENSG00000100867.14,chr14,23636320,23636772,TSS,True,683,1683
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,40,117
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,122,241
ENSG00000172590.18,chr14,22829899,22830254,TSS,True,215,239
ENSG00000100949.14,chr14,24268198,24268368,IR,False,165,184
ENSG00000100949.14,chr14,24271486,24271659,TSS,True,136,195
ENSG00000100949.14,chr14,24271112,24271597,TSS,True,85,195
ENSG00000100591.7,chr14,77458025,77458269,TSS,True,15,137
ENSG00000129518.8,chr14,34536275,34539554,5AS,True,91,103
ENSG00000129518.8,chr14,34539554,34539736,TSS,False,18,109
ENSG00000129518.8,chr14,34539255,34539781,TSS,True,97,109
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,105,171
ENSG00000092203.13,chr14,21487448,21487693,TSS,True,148,171
ENSG00000092203.13,chr14,21492811,21493257,TSS,True,116,156
ENSG00000092203.13,chr14,21496545,21499173,PAS,True,17,147
ENSG00000092203.13,chr14,21489172,21489247,PAS,True,89,102
ENSG00000119630.13,chr14,74942733,74946378,ES,False,57,111
ENSG00000119630.13,chr14,74955167,74955652,TSS,True,13,118
ENSG00000213983.11,chr14,23562593,23563379,ES,True,358,399
ENSG00000213983.11,chr14,23563502,23563583,IR,False,369,411
ENSG00000213983.11,chr14,23563856,23564045,IR,False,260,399
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,262,402
ENSG00000213983.11,chr14,23565199,23565605,IR,False,334,378
ENSG00000213983.11,chr14,23565701,23566063,ES,False,30,284
ENSG00000213983.11,chr14,23565892,23566063,IR,False,254,331
ENSG00000213983.11,chr14,23566419,23567110,ES,False,39,353
ENSG00000213983.11,chr14,23567315,23567738,3AS,False,52,324
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,120,444
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,122,216
ENSG00000119707.13,chr14,73099721,73103478,TSS,True,151,168
ENSG00000119707.13,chr14,73105856,73106081,TSS,True,85,166
ENSG00000119707.13,chr14,73099666,73103328,PAS,True,71,100
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,131,210
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,177,213
ENSG00000119707.13,chr14,73119712,73122136,PAS,True,169,214
ENSG00000178974.9,chr14,55271361,55271537,TSS,True,14,107
ENSG00000182400.14,chr14,39151839,39158284,ES,False,29,109
ENSG00000182400.14,chr14,39158402,39159482,5AS,False,81,105
ENSG00000100897.17,chr14,24114924,24115542,IR,False,111,133
ENSG00000100897.17,chr14,24115726,24116916,5AS,False,45,348
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,371,494
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,334,494
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,397,492
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,94,588
ENSG00000100711.13,chr14,103715760,103715979,TSS,True,17,101
ENSG00000150527.17,chr14,39319291,39326863,ES,False,155,353
ENSG00000150527.17,chr14,39266670,39267522,TSS,True,159,397
ENSG00000150527.17,chr14,39266609,39266732,TSS,True,353,397
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,170,231
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,27,258
ENSG00000196792.11,chr14,30913657,30935162,ES,False,213,326
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,91,414
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,621,1004
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,460,997
ENSG00000100473.16,chr14,30874591,30874915,IR,False,136,272
ENSG00000100473.16,chr14,30874205,30874972,TSS,True,199,330
ENSG00000100473.16,chr14,30874247,30874591,TSS,True,194,330
ENSG00000166166.12,chr14,103529184,103529261,TSS,True,55,218
ENSG00000166166.12,chr14,103529946,103530309,TSS,True,182,218
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,62,118
ENSG00000100814.17,chr14,20329173,20329376,TSS,True,70,116
ENSG00000186910.3,chr14,94452728,94452876,TSS,False,54,136
ENSG00000186910.3,chr14,94448131,94448664,TSS,True,87,136
ENSG00000198604.10,chr14,34752027,34753704,PAS,True,104,118
ENSG00000198604.10,chr14,34783165,34783232,PAS,True,88,105
ENSG00000198604.10,chr14,34800239,34800390,PAS,True,26,100
ENSG00000198604.10,chr14,34875137,34875401,TSS,False,52,120
ENSG00000198604.10,chr14,34874491,34875319,TSS,True,98,120
ENSG00000100441.9,chr14,24429991,24430713,5AS,False,38,220
ENSG00000100441.9,chr14,24430119,24430713,5AS,True,170,215
ENSG00000100441.9,chr14,24430623,24430713,IR,True,56,111
ENSG00000100441.9,chr14,24429929,24430119,TSS,True,270,450
ENSG00000100441.9,chr14,24429953,24430623,TSS,True,403,450
ENSG00000100441.9,chr14,24429935,24430931,TSS,True,397,450
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,87,118
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,52,114
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,41,104
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,69,101
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,340,539
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,440,523
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,194,408
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,247,348
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,342,563
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,449,562
ENSG00000126804.13,chr14,64503720,64504946,TSS,True,13,100
ENSG00000140105.17,chr14,100361921,100375282,ES,False,30,199
ENSG00000140105.17,chr14,100361921,100376259,ES,False,31,241
ENSG00000140105.17,chr14,100369258,100376259,ES,False,182,203
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,284,527
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,356,527
ENSG00000165782.10,chr14,20460845,20461183,5AS,False,73,138
ENSG00000165782.10,chr14,20461162,20461441,TSS,True,106,172
ENSG00000165782.10,chr14,20460654,20461474,TSS,False,154,172
ENSG00000165782.10,chr14,20461183,20461465,TSS,False,99,172
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,58,104
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,81,104
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,92,104
ENSG00000244306.11,chr14,19337579,19337700,TSS,True,79,112
ENSG00000126777.17,chr14,55580354,55612018,ES,False,402,470
ENSG00000126777.17,chr14,55661612,55667240,ES,False,180,319
ENSG00000126777.17,chr14,55673012,55675834,ES,False,151,316
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,205,522
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,424,486
ENSG00000214274.9,chr14,20684280,20684758,TSS,True,105,243
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,198,700
ENSG00000142208.16,chr14,104792722,104795483,ME,True,26,121
ENSG00000142208.16,chr14,104792722,104795483,ME,True,26,121
ENSG00000142208.16,chr14,104792722,104795483,ME,True,26,121
ENSG00000142208.16,chr14,104792722,104795483,ES,False,1124,1253
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,33,104
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,161,1442
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,50,116
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,86,116
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,133,521
ENSG00000165804.15,chr14,21098311,21098654,TSS,False,458,521
ENSG00000092140.15,chr14,30602131,30607887,ES,False,15,135
ENSG00000092140.15,chr14,30616277,30620174,PAS,True,20,157
ENSG00000119673.14,chr14,73569396,73573387,5AS,False,27,256
ENSG00000119673.14,chr14,73569149,73569883,TSS,True,51,280
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,64,180
ENSG00000100906.10,chr14,35403689,35403997,TSS,True,157,180
ENSG00000053254.15,chr14,89180806,89280949,ES,False,80,150
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,246,336
ENSG00000140044.12,chr14,75427983,75428252,TSS,True,26,140
ENSG00000129562.10,chr14,22588946,22589243,TSS,True,35,346
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,56,206
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,42,354
ENSG00000129460.15,chr14,23478006,23478197,PAS,True,39,349
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,315,562
ENSG00000196497.16,chr14,24186286,24186385,TSS,True,473,562
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,137,229
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,51,254
ENSG00000100614.17,chr14,60249677,60282683,ES,False,135,156
ENSG00000129474.15,chr14,22981260,22982631,TSS,True,295,1355
ENSG00000119725.18,chr14,73921105,73923394,ES,False,55,178
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,24,185
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,15,100
ENSG00000100603.13,chr14,77731063,77731129,PAS,True,88,100
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,53,259
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,142,206
ENSG00000100650.15,chr14,69769251,69770466,IR,False,142,264
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,152,294
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,241,294
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,231,294
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,38,278
ENSG00000196136.17,chr14,94612443,94614433,5AS,False,704,3031
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,2125,4440
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,3732,4440
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,3335,4440
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,51,106
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,69,106
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,32,109
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,60,121
ENSG00000100823.11,chr14,20455394,20455577,IR,False,271,314
ENSG00000100823.11,chr14,20455703,20455913,IR,False,377,420
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,180,452
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,399,446
ENSG00000100665.11,chr14,94561494,94563465,5AS,False,138,158
ENSG00000100665.11,chr14,94561380,94561494,TSS,False,50,189
ENSG00000100665.11,chr14,94561441,94564131,TSS,True,170,189
ENSG00000168952.15,chr14,24809457,24812732,PAS,True,19,123
ENSG00000168952.15,chr14,25049877,25050164,TSS,False,30,126
ENSG00000129514.5,chr14,37594900,37595385,TSS,True,90,215
ENSG00000179933.5,chr14,23095502,23095619,TSS,True,46,263
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,51,152
ENSG00000100567.12,chr14,58267638,58270485,TSS,True,121,147
ENSG00000165819.11,chr14,21499137,21499305,IR,False,111,185
ENSG00000165819.11,chr14,21499371,21499491,IR,False,107,183
ENSG00000165819.11,chr14,21511123,21511371,TSS,True,31,200
ENSG00000182979.17,chr14,105419433,105420063,TSS,True,98,153
ENSG00000182979.17,chr14,105460801,105460953,TSS,True,132,147
ENSG00000182979.17,chr14,105469908,105469992,TSS,True,130,147
ENSG00000182979.17,chr14,105470064,105470730,PAS,True,15,126
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,87,160
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,91,160
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,129,151
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,44,155
ENSG00000185559.14,chr14,100726886,100727135,TSS,True,270,1662
ENSG00000157379.13,chr14,24299580,24299791,TSS,True,46,135
ENSG00000092108.20,chr14,30622399,30630476,ES,False,41,206
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,25,231
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,32,230
ENSG00000203485.12,chr14,104689607,104689739,TSS,True,124,179
ENSG00000203485.12,chr14,104707587,104708002,TSS,False,57,120
ENSG00000203485.12,chr14,104718794,104722540,PAS,True,66,157
ENSG00000225210.10,chr14,19062466,19066235,ES,False,35,122
ENSG00000225210.10,chr14,19062466,19092915,ES,False,15,110
ENSG00000225210.10,chr14,19062300,19062466,TSS,True,34,179
ENSG00000225210.10,chr14,19130635,19133609,PAS,False,142,162
ENSG00000225210.10,chr14,19103676,19107471,PAS,True,40,147
ENSG00000100813.14,chr14,23058562,23059474,PAS,True,53,167
ENSG00000100813.14,chr14,23061309,23061622,PAS,True,104,122
ENSG00000100813.14,chr14,23071426,23071585,TSS,True,144,165
ENSG00000100813.14,chr14,23094974,23095442,TSS,True,134,184
ENSG00000100813.14,chr14,23061297,23061520,TSS,True,102,132
ENSG00000092330.16,chr14,24240330,24240418,IR,False,24,171
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,28,171
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,53,210
ENSG00000075413.17,chr14,103492034,103502881,ES,False,182,232
ENSG00000092148.12,chr14,31121505,31122919,5AS,False,42,248
ENSG00000092148.12,chr14,31129307,31133237,3AS,False,117,254
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,336,610
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,667,846
ENSG00000092148.12,chr14,31114295,31114340,PAS,True,713,821
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,384,717
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,509,846
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,566,846
ENSG00000197045.12,chr14,54488924,54489057,TSS,True,19,123
ENSG00000205476.8,chr14,99603166,99604695,TSS,False,213,252
ENSG00000254505.9,chr14,24213408,24213517,TSS,True,21,200
ENSG00000100445.17,chr14,24441795,24442177,5AS,False,87,115
ENSG00000100445.17,chr14,24441795,24442177,IR,False,87,120
ENSG00000100445.17,chr14,24442260,24442345,IR,False,75,166
ENSG00000100445.17,chr14,24440782,24442711,TSS,True,243,303
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,262,304
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,266,304
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,256,304
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,113,511
ENSG00000198668.10,chr14,90404688,90408264,PAS,True,84,491
ENSG00000174373.16,chr14,35538353,35539690,PAS,True,147,207
ENSG00000174373.16,chr14,35723049,35723264,PAS,True,156,175
ENSG00000174373.16,chr14,35727442,35728510,PAS,True,116,173
ENSG00000174373.16,chr14,35808729,35809323,TSS,True,62,217
ENSG00000100504.16,chr14,50944160,50944580,TSS,True,21,202
ENSG00000090060.17,chr14,96556413,96564954,ES,False,90,437
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,109,546
ENSG00000100926.14,chr14,24192356,24192647,IR,True,715,826
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,169,870
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,731,841
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,118,890
ENSG00000176153.11,chr14,64942504,64942746,TSS,True,90,848
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,23,115
ENSG00000136305.11,chr14,24307817,24308062,TSS,True,22,121
ENSG00000129473.9,chr14,23306816,23306894,TSS,False,74,102
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,65,143
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,88,143
ENSG00000156411.9,chr14,103921469,103921573,TSS,True,34,112
ENSG00000092020.10,chr14,35110629,35121901,ES,False,40,137
ENSG00000092020.10,chr14,35085167,35085778,PAS,True,26,157
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,56,144
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,98,158
ENSG00000165959.11,chr14,95223855,95319710,ES,True,11,109
ENSG00000165959.11,chr14,95188402,95191732,PAS,True,100,122
ENSG00000165959.11,chr14,95196533,95196694,PAS,True,26,120
ENSG00000165959.11,chr14,95319710,95320048,TSS,True,34,143
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,36,103
ENSG00000050130.17,chr14,59484184,59484593,TSS,True,16,120
ENSG00000089737.16,chr14,94048289,94051462,PAS,True,21,196
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,27,199
ENSG00000125378.15,chr14,53953400,53956758,5AS,True,55,259
ENSG00000125378.15,chr14,53956549,53956874,TSS,True,146,355
ENSG00000125378.15,chr14,53956758,53956841,TSS,False,300,355
ENSG00000100836.10,chr14,23324289,23325246,IR,False,330,457
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,212,584
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,129,459
ENSG00000100836.10,chr14,23324137,23326163,PAS,True,334,451
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,215,943
ENSG00000165516.10,chr14,49779675,49779747,IR,False,213,304
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,27,170
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,92,614
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,132,622
ENSG00000100889.11,chr14,24102890,24103509,ES,False,111,979
ENSG00000100889.11,chr14,24102890,24103509,3AS,True,111,131
ENSG00000100889.11,chr14,24102890,24103509,IR,True,111,125
ENSG00000100889.11,chr14,24103255,24103841,IR,True,73,107
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,209,1146
ENSG00000100889.11,chr14,24103509,24104132,PAS,True,149,1131
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,12,104
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,17,110
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,98,110
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,41,107
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,46,101
ENSG00000165792.17,chr14,20990077,20990229,IR,False,117,132
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,82,134
ENSG00000165792.17,chr14,20994901,20995164,IR,False,97,136
ENSG00000165792.17,chr14,20996711,20996784,IR,False,82,120
ENSG00000165792.17,chr14,20996711,20996811,3AS,False,16,100
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,28,145
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,63,145
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,99,136
ENSG00000165792.17,chr14,20996811,20997035,PAS,True,129,145
ENSG00000197249.13,chr14,94382591,94383241,TSS,True,15881,17847
ENSG00000197249.13,chr14,94388559,94388818,TSS,True,2587,17847
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,273,1143
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,899,1143
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,12,107
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,180,272
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,159,272
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,798,931
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,177,932
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,26,169
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,1027,5768
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,4878,5756
ENSG00000187147.17,chr1,44632208,44632342,5AS,False,103,156
ENSG00000187147.17,chr1,44635588,44636029,5AS,False,82,168
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,87,191
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,138,191
ENSG00000171943.11,chr1,121374954,121382703,3AS,False,34,119
ENSG00000171943.11,chr1,121184971,121185124,TSS,True,44,127
ENSG00000171943.11,chr1,121186560,121187513,TSS,True,88,127
ENSG00000107404.19,chr1,1338653,1339361,5AS,False,299,393
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,138,466
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,60,453
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,392,447
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,116,581
ENSG00000074964.16,chr1,17638689,17640201,ES,True,131,148
ENSG00000074964.16,chr1,17655897,17656102,TSS,True,227,255
ENSG00000074964.16,chr1,17580442,17580632,TSS,False,207,267
ENSG00000160087.20,chr1,1267992,1273665,5AS,False,113,136
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,36,156
