gene,chr,start,end,splice_type,novel,mammary_epithelial_cell_ENCFF349CHO_in_cov,mammary_epithelial_cell_ENCFF349CHO_total_cov
ENSG00000188690.13,chr10,125823028,125823288,TSS,True,23,209
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,42,287
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,22,114
ENSG00000122952.16,chr10,56358555,56358668,TSS,True,95,114
ENSG00000119977.20,chr10,95693643,95693962,TSS,True,17,108
ENSG00000136754.17,chr10,26751783,26759061,ES,False,21,102
ENSG00000136754.17,chr10,26751783,26765217,ES,False,23,129
ENSG00000136754.17,chr10,26759235,26765217,3AS,False,44,101
ENSG00000136754.17,chr10,26860746,26861028,TSS,True,23,141
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,33,236
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,92,261
ENSG00000151929.9,chr10,119672457,119672656,TSS,True,204,261
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,33,237
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,204,237
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,38,292
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,98,203
ENSG00000130640.13,chr10,133292498,133293137,TSS,True,173,194
ENSG00000130640.13,chr10,133288128,133288281,TSS,True,154,192
ENSG00000133678.13,chr10,80078659,80078786,TSS,True,67,113
ENSG00000133678.13,chr10,80079022,80079307,TSS,True,60,113
ENSG00000133678.13,chr10,80090796,80092860,PAS,True,12,110
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,86,255
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,202,255
ENSG00000055950.16,chr10,100981368,100981543,PAS,True,124,138
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,26,130
ENSG00000055950.16,chr10,100987089,100987286,TSS,True,117,138
ENSG00000055950.16,chr10,100987312,100987511,TSS,True,29,138
ENSG00000107521.18,chr10,98429642,98430570,ES,False,27,123
ENSG00000107521.18,chr10,98431291,98433982,5AS,False,104,120
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,117,216
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,141,189
ENSG00000107521.18,chr10,98441903,98442957,PAS,False,123,186
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,61,228
ENSG00000107984.9,chr10,52314280,52314677,TSS,False,52,281
ENSG00000107984.9,chr10,52314284,52315085,TSS,True,246,280
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,43,235
ENSG00000173915.15,chr10,103392466,103396408,ME,False,102,115
ENSG00000173915.15,chr10,103392466,103396408,ME,False,102,115
ENSG00000089876.11,chr10,125881071,125896217,ES,True,66,106
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,16,118
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,14,128
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,55,302
ENSG00000067064.11,chr10,1043393,1048863,ES,False,48,107
ENSG00000108061.11,chr10,110919657,110985627,ES,True,16,131
ENSG00000108061.11,chr10,110919569,110919657,TSS,True,20,154
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,47,111
ENSG00000060339.13,chr10,68785388,68786218,TSS,True,78,101
ENSG00000107625.12,chr10,68901471,68906710,ES,False,76,100
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,101,363
ENSG00000169826.7,chr10,43137842,43138567,TSS,False,20,121
ENSG00000148719.14,chr10,72334617,72335833,5AS,False,42,131
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,56,151
ENSG00000148719.14,chr10,72336523,72336853,TSS,True,124,151
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,27,181
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,111,595
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,503,599
ENSG00000265190.6,chr10,47467994,47468906,PAS,True,64,524
ENSG00000265190.6,chr10,47483912,47484159,TSS,True,64,562
ENSG00000122359.17,chr10,80172869,80205342,ES,False,30,122
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,57,179
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,151,179
ENSG00000150093.18,chr10,32935558,32957758,5AS,True,113,131
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,437,2539
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,22,127
ENSG00000148688.13,chr10,90905301,90908556,PAS,True,106,127
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,61,241
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,200,242
ENSG00000165476.13,chr10,63521330,63521577,TSS,False,25,101
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,141,386
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,116,490
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,35,204
ENSG00000213551.4,chr10,73246687,73248156,TSS,True,182,204
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,42,138
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,124,138
ENSG00000108100.17,chr10,35336433,35337207,TSS,True,22,119
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,44,146
ENSG00000148730.6,chr10,70419911,70420099,TSS,True,115,146
ENSG00000166295.8,chr10,72216072,72220053,5AS,True,113,283
ENSG00000166295.8,chr10,72216072,72223887,ES,True,107,177
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,107,274
ENSG00000166295.8,chr10,72216072,72230365,ME,True,104,119
ENSG00000166295.8,chr10,72216072,72230365,ES,True,59,246
ENSG00000166295.8,chr10,72216072,72230365,5AS,False,59,276
ENSG00000166295.8,chr10,72216138,72223887,ES,False,65,166
ENSG00000166295.8,chr10,72216138,72230365,ES,True,49,216
ENSG00000166295.8,chr10,72220379,72230365,ES,True,34,191
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,306,597
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,312,597
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,116,585
ENSG00000166295.8,chr10,72220053,72220325,PAS,True,494,579
ENSG00000107960.10,chr10,103897719,103898876,ES,False,122,142
ENSG00000107960.10,chr10,103918099,103918256,TSS,True,39,164
ENSG00000119986.6,chr10,97679913,97686765,3AS,True,135,264
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,232,267
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,201,434
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,369,434
ENSG00000170430.9,chr10,129467157,129467296,TSS,True,17,116
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,29,110
ENSG00000276850.4,chr10,47991679,47991873,TSS,True,26,104
ENSG00000203837.4,chr10,116428061,116443054,ES,True,74,450
ENSG00000203837.4,chr10,116436865,116443054,ME,True,34,107
ENSG00000203837.4,chr10,116436865,116443054,ES,True,219,370
ENSG00000203837.4,chr10,116437351,116443054,ES,True,73,119
ENSG00000203837.4,chr10,116443174,116444381,5AS,True,409,455
ENSG00000203837.4,chr10,116466168,116471767,ES,True,91,412
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,102,155
ENSG00000197771.12,chr10,119872526,119872998,TSS,True,18,171
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,179,371
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,184,357
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,95,390
ENSG00000170759.10,chr10,32039326,32039429,TSS,True,329,390
ENSG00000148426.12,chr10,11823321,11823470,TSS,True,51,158
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,216,288
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,70,205
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,206,316
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,112,342
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,302,409
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,203,409
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,12,117
ENSG00000148824.18,chr10,133399528,133400207,PAS,True,101,113
ENSG00000157326.18,chr14,23960003,23967210,ES,False,24,131
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,128,1183
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,80,120
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,101,181
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,141,181
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,147,181
ENSG00000197102.11,chr14,102015100,102015332,TSS,True,95,140
ENSG00000197102.11,chr14,102015853,102016086,TSS,True,124,140
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,125,139
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,100,251
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,239,277
ENSG00000139926.15,chr14,51701135,51702511,5AS,False,87,137
ENSG00000139926.15,chr14,51651855,51651996,TSS,False,119,157
ENSG00000139926.15,chr14,51489007,51489420,TSS,True,93,172
ENSG00000100722.19,chr14,88578140,88607242,ES,False,17,107
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,57,113
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1005,1230
ENSG00000092199.17,chr14,21234229,21269297,ES,False,628,1210
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,258,297
ENSG00000172590.18,chr14,22829940,22830049,IR,False,258,287
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,226,484
ENSG00000172590.18,chr14,22829940,22830052,IR,False,226,294
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,82,567
ENSG00000100949.14,chr14,24271486,24271659,TSS,True,68,219
ENSG00000100949.14,chr14,24271112,24271597,TSS,True,176,219
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,65,155
ENSG00000100865.14,chr14,102362844,102362909,TSS,True,13,109
ENSG00000119630.13,chr14,74942733,74946378,ES,False,61,136
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,47,125
ENSG00000119718.10,chr14,75002903,75003153,TSS,True,21,129
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,19,187
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,15,116
ENSG00000150527.17,chr14,39319291,39326863,ES,False,69,126
ENSG00000150527.17,chr14,39266670,39267522,TSS,True,22,131
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,303,402
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,1219,1378
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,201,1378
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,35,113
ENSG00000100814.17,chr14,20329173,20329376,TSS,True,85,113
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,87,112
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,38,106
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,80,101
ENSG00000119632.3,chr14,94129557,94129676,TSS,True,73,391
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,217,443
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,209,418
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,244,454
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,282,454
ENSG00000140105.17,chr14,100361921,100375282,ES,False,36,236
ENSG00000140105.17,chr14,100361921,100376259,ES,False,103,511
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,616,1130
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,905,1130
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,19,102
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,51,123
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,104,123
ENSG00000126777.17,chr14,55580354,55612018,ES,False,200,249
ENSG00000126777.17,chr14,55661612,55667240,ES,False,129,238
ENSG00000126777.17,chr14,55673012,55675834,ES,False,147,248
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,36,289
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,38,288
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,221,254
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,334,1578
ENSG00000142208.16,chr14,104792722,104795483,ES,False,272,341
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,49,396
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,48,316
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,278,316
ENSG00000256053.7,chr14,103563124,103587273,ES,False,22,198
ENSG00000256053.7,chr14,103562374,103563124,TSS,True,36,237
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,25,102
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,1025,1291
ENSG00000129474.15,chr14,22981260,22982631,TSS,True,106,429
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,36,204
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,148,168
ENSG00000100650.15,chr14,69769251,69770466,IR,False,119,213
ENSG00000100650.15,chr14,69771105,69771196,3AS,False,23,219
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,109,257
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,221,257
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,38,229
ENSG00000100650.15,chr14,69771196,69772005,PAS,True,206,229
ENSG00000157227.12,chr14,22836532,22836925,TSS,True,85,101
ENSG00000185650.9,chr14,68788809,68789526,IR,False,27,207
ENSG00000185650.9,chr14,68787661,68790492,PAS,True,29,201
ENSG00000185650.9,chr14,68792881,68793067,TSS,True,315,514
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,17,150
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,73,203
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,177,203
ENSG00000182979.17,chr14,105419433,105420063,TSS,True,63,108
ENSG00000182979.17,chr14,105469908,105469992,TSS,True,92,107
ENSG00000100526.19,chr14,54397077,54401523,ES,False,17,164
ENSG00000100612.13,chr14,60165176,60165454,TSS,True,86,622
ENSG00000100612.13,chr14,60149352,60149561,TSS,True,550,617
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,134,285
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,157,285
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,191,282
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,100,282
ENSG00000092108.20,chr14,30622399,30630476,ES,False,20,159
ENSG00000092330.16,chr14,24239931,24240063,IR,False,49,195
ENSG00000092330.16,chr14,24240155,24240262,IR,False,72,197
ENSG00000092330.16,chr14,24240330,24240418,IR,False,70,189
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,73,187
ENSG00000092330.16,chr14,24239637,24240155,PAS,True,176,197
ENSG00000092330.16,chr14,24239639,24239931,PAS,True,148,197
ENSG00000259153.1,chr14,70810291,70815110,5AS,True,99,174
ENSG00000259153.1,chr14,70808385,70809287,TSS,True,209,274
ENSG00000259153.1,chr14,70809757,70810291,TSS,False,226,274
ENSG00000259153.1,chr14,70809950,70810665,TSS,False,236,271
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,66,285
ENSG00000075413.17,chr14,103492034,103502881,ES,False,230,294
ENSG00000197045.12,chr14,54488924,54489057,TSS,True,30,110
ENSG00000254505.9,chr14,24213408,24213517,TSS,True,45,416
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,94,116
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,94,116
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,61,116
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,182,253
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,138,245
ENSG00000090060.17,chr14,96531474,96533220,PAS,True,174,245
ENSG00000100926.14,chr14,24192356,24192647,IR,True,204,236
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,49,246
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,200,232
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,41,251
ENSG00000099814.15,chr14,104886379,104887978,TSS,True,96,110
ENSG00000151748.14,chr14,50632478,50635384,PAS,True,30,174
ENSG00000151748.14,chr14,50662510,50665619,PAS,False,137,165
ENSG00000151748.14,chr14,50667873,50668546,TSS,True,30,193
ENSG00000168175.14,chr14,55051803,55062617,3AS,True,13,114
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,45,162
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,137,162
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,35,158
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,312,378
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,174,1486
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,26,109
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,46,363
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,324,363
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,533,826
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,46,212
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,15,110
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,28,170
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,91,246
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,145,174
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,69,190
ENSG00000126214.21,chr14,103693552,103697162,PAS,True,166,185
ENSG00000165792.17,chr14,20994901,20995164,IR,False,88,103
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,30,105
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,83,103
ENSG00000197249.13,chr14,94388559,94388818,TSS,True,66,576
ENSG00000121957.13,chr1,108929700,108931643,PAS,True,24,202
ENSG00000121957.13,chr1,108923999,108924361,PAS,True,180,202
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,98,156
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,65,156
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,32,254
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,20,168
ENSG00000117543.20,chr1,100989625,100990628,PAS,True,151,168
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,37,180
ENSG00000179085.7,chr1,155140245,155140490,3AS,False,86,116
ENSG00000179085.7,chr1,155139890,155140245,PAS,False,38,125
ENSG00000179085.7,chr1,155139890,155140271,PAS,True,87,117
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,29,107
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,35,291
ENSG00000130766.4,chr1,28269248,28272283,ES,True,12,108
ENSG00000130766.4,chr1,28259474,28259937,TSS,False,82,188
ENSG00000176261.15,chr1,32627544,32633644,ES,False,33,188
ENSG00000176261.15,chr1,32634072,32634767,3AS,False,84,123
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,126,150
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,71,229
ENSG00000176261.15,chr1,32650428,32650999,TSS,True,205,229
ENSG00000116750.13,chr1,193016395,193021096,ES,False,122,141
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,89,155
ENSG00000116750.13,chr1,193023946,193028084,ES,False,126,155
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,36,177
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,36,177
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,111,325
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,64,224
ENSG00000011009.10,chr1,23791220,23792760,TSS,True,181,224
ENSG00000116212.14,chr1,53946549,53951985,ES,False,45,114
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,52,166
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,58,258
ENSG00000143164.15,chr1,168004793,168038370,ES,False,94,125
ENSG00000036549.12,chr1,77581888,77581978,3AS,False,57,132
ENSG00000036549.12,chr1,77584655,77633114,5AS,True,14,109
ENSG00000036549.12,chr1,77639602,77641521,ES,False,16,109
ENSG00000036549.12,chr1,77683261,77683840,TSS,True,49,138
ENSG00000036549.12,chr1,77682584,77682675,TSS,True,91,138
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,142,350
ENSG00000162585.16,chr1,2189781,2193638,ES,False,159,182
ENSG00000162585.16,chr1,2189547,2189781,PAS,True,41,223
ENSG00000162585.16,chr1,2194687,2194783,TSS,True,45,224
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,32,102
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,89,102
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,444,698
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,256,684
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,102,775
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,90,217
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,92,271
ENSG00000117676.13,chr1,26529732,26529983,TSS,True,26,170
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,36,212
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,189,212
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,35,212
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,173,202
ENSG00000117595.11,chr1,209805946,209806171,TSS,True,52,326
ENSG00000160691.18,chr1,154962594,154963518,IR,True,52,315
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,117,322
ENSG00000160691.18,chr1,154962283,154963931,PAS,False,56,328
ENSG00000160691.18,chr1,154962286,154962594,PAS,True,420,474
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,200,472
ENSG00000065183.15,chr1,117929782,117933287,5AS,False,60,104
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,64,125
ENSG00000065183.15,chr1,117929757,117929924,TSS,True,79,125
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,61,149
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,60,110
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,79,138
ENSG00000127483.17,chr1,20779911,20780349,5AS,False,13,119
ENSG00000127483.17,chr1,20779911,20787194,ES,False,73,152
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,24,217
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,80,234
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,67,147
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,111,147
ENSG00000143222.11,chr1,161153758,161154120,TSS,True,17,139
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,163,542
ENSG00000173207.12,chr1,154974662,154974804,TSS,True,152,471
ENSG00000173207.12,chr1,154978083,154978114,TSS,True,383,471
ENSG00000175756.13,chr1,1374790,1374996,IR,False,107,124
ENSG00000175756.13,chr1,1374790,1375074,5AS,False,15,122
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,324,446
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,155,481
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,374,481
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,45,221
ENSG00000163565.18,chr1,159032691,159051678,ES,False,19,100
ENSG00000163565.18,chr1,159009864,159010161,TSS,True,12,105
ENSG00000173846.12,chr1,44799899,44800673,TSS,True,21,170
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,17,169
ENSG00000158716.8,chr1,159780961,159780993,TSS,False,61,114
ENSG00000158716.8,chr1,159780998,159781367,TSS,True,61,114
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,16,121
ENSG00000143862.7,chr1,202144449,202144760,TSS,True,20,173
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,53,272
ENSG00000116521.10,chr1,155260659,155262085,ES,False,26,206
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,31,239
ENSG00000143179.15,chr1,165827460,165827932,TSS,True,125,223
ENSG00000143179.15,chr1,165890201,165890363,TSS,True,152,223
ENSG00000143179.15,chr1,165903190,165903279,TSS,True,196,223
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,34,110
ENSG00000234741.7,chr1,173864079,173864256,IR,True,94,127
ENSG00000234741.7,chr1,173864304,173864674,IR,False,192,285
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,1361,3463
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,193,250
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,62,250
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,96,169
ENSG00000135862.5,chr1,183133405,183133550,TSS,True,105,154
ENSG00000135862.5,chr1,183142533,183145592,PAS,False,23,153
ENSG00000090273.13,chr1,26921700,26921929,TSS,False,433,1357
ENSG00000090273.13,chr1,26945642,26945686,TSS,True,1010,1357
ENSG00000162909.17,chr1,223712227,223712877,TSS,False,92,116
ENSG00000162909.17,chr1,223772215,223772239,TSS,True,76,113
ENSG00000020129.15,chr1,35557160,35557883,TSS,True,92,117
ENSG00000117525.13,chr1,94541536,94541851,TSS,True,228,1770
ENSG00000188976.10,chr1,944800,945056,5AS,False,323,537
ENSG00000159166.13,chr1,201399268,201399915,TSS,True,70,428
ENSG00000178585.14,chr1,9877989,9910094,ES,True,235,262
ENSG00000186283.13,chr1,179083053,179087910,ES,False,16,156
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,137,230
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,93,225
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,293,395
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,86,166
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,99,161
ENSG00000143420.18,chr1,150627049,150627592,PAS,True,141,157
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,67,207
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,256,366
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,143,399
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,291,399
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,494,715
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,18,163
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,270,413
ENSG00000162458.12,chr1,15764547,15764963,5AS,False,77,432
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,136,551
ENSG00000090020.10,chr1,27153982,27155491,TSS,True,95,111
ENSG00000253368.3,chr1,26994612,26999846,5AS,True,401,496
ENSG00000253368.3,chr1,26993691,26994612,TSS,False,134,539
ENSG00000253368.3,chr1,26993690,26994630,TSS,True,445,539
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,186,744
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,616,744
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,147,167
ENSG00000116353.15,chr1,29230730,29230958,TSS,True,88,266
ENSG00000186501.14,chr1,27330804,27332069,ES,False,93,105
ENSG00000177674.15,chr1,11745837,11747439,ES,False,327,422
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,78,429
ENSG00000177674.15,chr1,11736093,11736235,TSS,True,158,591
ENSG00000058085.14,chr1,183240391,183258721,ES,True,147,368
ENSG00000058085.14,chr1,183185935,183186431,TSS,True,898,3652
ENSG00000058085.14,chr1,183243146,183244904,PAS,True,542,3427
ENSG00000058085.14,chr1,183258721,183258971,PAS,True,3282,3652
ENSG00000117475.13,chr1,169386996,169389292,PAS,True,14,121
ENSG00000162627.16,chr1,98701903,98760053,ES,False,38,301
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,30,175
ENSG00000160752.14,chr1,155308965,155310042,ES,False,186,212
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,257,470
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,257,294
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,83,565
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,27,103
ENSG00000004487.16,chr1,23030634,23050386,ES,False,103,201
ENSG00000198892.6,chr1,201888488,201889067,TSS,False,74,109
ENSG00000198892.6,chr1,201888511,201889616,TSS,True,70,109
ENSG00000198892.6,chr1,201891460,201891568,TSS,True,84,109
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,78,243
ENSG00000001461.16,chr1,24415379,24415904,TSS,True,20,162
