gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF940WVU_in_cov,endodermal_cell_ENCFF940WVU_total_cov
ENSG00000148498.15,chr10,34336243,34337277,5AS,False,20,100
ENSG00000148498.15,chr10,34336243,34337364,5AS,False,14,113
ENSG00000148498.15,chr10,34341816,34347964,5AS,False,99,122
ENSG00000148498.15,chr10,34360259,34374873,ES,False,63,119
ENSG00000148498.15,chr10,34401917,34470084,ES,False,23,113
ENSG00000148498.15,chr10,34109559,34111562,PAS,True,53,141
ENSG00000148498.15,chr10,34312255,34312382,PAS,True,95,137
ENSG00000148498.15,chr10,34814875,34815591,TSS,True,39,143
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,16,142
ENSG00000187164.19,chr10,117005021,117005614,TSS,True,23,125
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,55,126
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,15,140
ENSG00000172661.18,chr10,45750838,45751481,IR,True,93,107
ENSG00000172661.18,chr10,45757139,45763387,ES,True,39,113
ENSG00000166136.15,chr10,100523739,100523929,PAS,True,25,236
ENSG00000048740.18,chr10,11017526,11018163,TSS,True,52,134
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,48,400
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,303,1328
ENSG00000138175.8,chr10,102714272,102714341,TSS,False,28,161
ENSG00000138175.8,chr10,102705345,102705490,TSS,True,139,161
ENSG00000107854.5,chr10,91798360,91798889,TSS,False,30,116
ENSG00000148690.11,chr10,93702374,93702602,TSS,False,22,110
ENSG00000108219.14,chr10,80454371,80489216,ES,False,100,143
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,57,211
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,107,273
ENSG00000148484.17,chr10,16782084,16817314,ES,False,27,101
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,16,126
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,134,178
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,57,194
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,151,194
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,23,187
ENSG00000122952.16,chr10,56358185,56358376,IR,False,123,148
ENSG00000122952.16,chr10,56358687,56358908,IR,False,24,135
ENSG00000122952.16,chr10,56359853,56360017,IR,False,122,141
ENSG00000122952.16,chr10,56360141,56360292,IR,False,122,141
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,31,154
ENSG00000122952.16,chr10,56356735,56358459,PAS,True,130,154
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,16,156
ENSG00000156026.14,chr10,72692100,72692301,TSS,True,14,114
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,17,149
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,15,145
ENSG00000152804.10,chr10,92689844,92690347,TSS,True,36,251
ENSG00000066468.22,chr10,121503941,121515122,5AS,False,35,111
ENSG00000066468.22,chr10,121564579,121593708,ES,False,14,108
ENSG00000066468.22,chr10,121478331,121480021,PAS,True,17,123
ENSG00000066468.22,chr10,121597961,121598496,TSS,True,16,126
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,25,131
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,36,120
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,92,120
ENSG00000076685.18,chr10,103101326,103105705,ES,False,144,166
ENSG00000076685.18,chr10,103106706,103139405,ES,False,114,134
ENSG00000076685.18,chr10,103106706,103174857,ES,True,17,151
ENSG00000076685.18,chr10,103174982,103193235,ES,True,64,132
ENSG00000076685.18,chr10,103193235,103194278,TSS,True,65,198
ENSG00000148468.16,chr10,15370955,15371334,TSS,True,11,107
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,47,363
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,22,159
ENSG00000067064.11,chr10,1043393,1048863,ES,False,28,102
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,18,122
ENSG00000060339.13,chr10,68721282,68722454,5AS,False,82,112
ENSG00000060339.13,chr10,68755536,68757293,ES,False,20,122
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,64,148
ENSG00000060339.13,chr10,68721163,68721288,TSS,True,132,148
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,27,260
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,33,140
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,124,411
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,337,411
ENSG00000108018.15,chr10,106573665,106577555,PAS,True,35,112
ENSG00000108018.15,chr10,107163965,107165255,TSS,True,76,148
ENSG00000213390.10,chr10,97292571,97292668,TSS,True,21,102
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,36,166
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,147,172
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,152,180
ENSG00000119969.14,chr10,94545763,94545952,TSS,True,116,180
ENSG00000107937.18,chr10,987862,988527,TSS,True,15,143
ENSG00000122359.17,chr10,80172869,80205342,ES,False,69,157
ENSG00000095787.21,chr10,28590832,28608185,ES,False,23,103
ENSG00000095787.21,chr10,28614685,28616175,3AS,False,29,109
ENSG00000095787.21,chr10,28533081,28533620,TSS,True,42,120
ENSG00000065154.11,chr10,124418872,124418926,TSS,True,14,107
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,104,251
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,179,251
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,83,465
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,21,101
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,97,197
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,152,202
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,163,202
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,20,116
ENSG00000166228.8,chr10,70885797,70885930,TSS,False,104,116
ENSG00000108100.17,chr10,35336433,35337207,TSS,True,17,156
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,83,386
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,78,282
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,61,127
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,77,127
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,13,126
ENSG00000138180.15,chr10,93496781,93500039,5AS,True,17,101
ENSG00000138180.15,chr10,93496596,93496923,TSS,False,27,111
ENSG00000138180.15,chr10,93496596,93496781,TSS,True,93,111
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,438,548
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,249,548
ENSG00000165637.13,chr10,75210627,75210938,TSS,True,52,353
ENSG00000107779.13,chr10,86756495,86756919,TSS,True,17,100
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,42,155
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,148,239
ENSG00000197771.12,chr10,119872526,119872998,TSS,True,31,257
ENSG00000165997.4,chr10,18659350,18659683,TSS,False,34,100
ENSG00000107672.14,chr10,121974081,121974873,IR,False,99,119
ENSG00000107672.14,chr10,121974003,121975271,TSS,True,117,137
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,38,137
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,62,254
ENSG00000185009.12,chr10,74138382,74150754,ES,False,44,114
ENSG00000185009.12,chr10,74150754,74151085,TSS,False,15,131
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,59,149
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,40,189
ENSG00000198408.13,chr10,101817823,101818718,TSS,True,85,276
ENSG00000196177.12,chr10,123008947,123009071,TSS,True,20,107
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,39,103
ENSG00000107485.16,chr10,8058841,8063995,3AS,False,49,246
ENSG00000107485.16,chr10,8054587,8054891,TSS,True,71,275
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,88,170
ENSG00000096746.17,chr10,68337333,68338502,ES,False,17,168
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,84,176
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,143,225
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,137,225
ENSG00000148824.18,chr10,133394086,133394332,TSS,False,16,113
ENSG00000107554.16,chr10,100009837,100010059,TSS,False,53,109
ENSG00000100519.11,chr14,52707167,52707304,TSS,True,17,159
ENSG00000165801.9,chr14,21069646,21070399,TSS,True,44,131
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,86,561
ENSG00000198554.11,chr14,55027027,55027446,TSS,False,36,162
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,17,151
ENSG00000100522.9,chr14,52775181,52778458,PAS,True,15,120
ENSG00000100522.9,chr14,52791427,52791684,TSS,True,23,139
ENSG00000165506.14,chr14,49633286,49634357,TSS,False,12,109
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,16,150
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,94,107
ENSG00000100918.12,chr14,24172365,24172466,IR,False,91,118
ENSG00000100918.12,chr14,24177758,24178090,IR,False,103,131
ENSG00000100918.12,chr14,24171923,24172365,TSS,True,36,135
ENSG00000100918.12,chr14,24171784,24172608,TSS,True,108,135
ENSG00000100722.19,chr14,88578140,88607242,ES,False,36,271
ENSG00000100722.19,chr14,88596808,88607242,ES,False,43,220
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,112,282
ENSG00000100722.19,chr14,88562936,88563169,TSS,True,49,309
ENSG00000100796.17,chr14,91465419,91470836,ES,False,132,150
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,72,147
ENSG00000100796.17,chr14,91509505,91510554,TSS,True,24,156
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,817,930
ENSG00000092199.17,chr14,21234229,21269297,ES,False,390,897
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,20,105
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,21,121
ENSG00000092203.13,chr14,21496545,21499173,PAS,True,12,116
ENSG00000139990.17,chr14,69118275,69119193,3AS,False,15,116
ENSG00000139990.17,chr14,69118278,69119193,IR,True,101,118
ENSG00000139990.17,chr14,69122360,69152943,5AS,False,13,105
ENSG00000139990.17,chr14,69152764,69153186,TSS,True,76,170
ENSG00000213983.11,chr14,23562066,23562287,IR,False,210,249
ENSG00000213983.11,chr14,23562593,23563199,IR,False,49,104
ENSG00000213983.11,chr14,23562593,23563379,ES,True,163,212
ENSG00000213983.11,chr14,23562593,23563379,3AS,True,163,199
ENSG00000213983.11,chr14,23562593,23563379,IR,False,163,183
ENSG00000213983.11,chr14,23563282,23563379,IR,False,89,109
ENSG00000213983.11,chr14,23563856,23564045,IR,False,162,250
ENSG00000213983.11,chr14,23563856,23564332,3AS,True,13,100
ENSG00000213983.11,chr14,23564159,23564332,3AS,False,179,251
ENSG00000213983.11,chr14,23565199,23565605,IR,False,198,252
ENSG00000213983.11,chr14,23565701,23566063,ES,False,31,142
ENSG00000213983.11,chr14,23565701,23566063,5AS,False,31,104
ENSG00000213983.11,chr14,23565892,23566063,IR,False,111,202
ENSG00000213983.11,chr14,23566029,23566277,3AS,True,20,111
ENSG00000213983.11,chr14,23567315,23567738,3AS,False,21,204
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,80,285
ENSG00000213983.11,chr14,23567450,23567772,TSS,True,250,285
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,88,181
ENSG00000119707.13,chr14,73099721,73103478,TSS,True,135,181
ENSG00000073712.14,chr14,52860465,52864400,ES,False,42,259
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,62,287
ENSG00000165588.16,chr14,56802355,56805359,ES,False,95,669
ENSG00000165588.16,chr14,56804339,56805359,3AS,False,476,577
ENSG00000165588.16,chr14,56805359,56805667,TSS,True,112,738
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,66,106
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,74,106
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,83,106
ENSG00000197119.12,chr14,100293377,100298841,ES,False,77,251
ENSG00000197119.12,chr14,100295697,100298841,3AS,False,66,163
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,103,376
ENSG00000197119.12,chr14,100293293,100294740,TSS,True,315,368
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,77,584
ENSG00000197555.9,chr14,71320346,71320503,TSS,True,59,102
ENSG00000197555.9,chr14,71320464,71321181,TSS,True,89,102
ENSG00000054983.16,chr14,87992969,87993284,TSS,True,31,165
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,266,343
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,68,412
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,36,223
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,147,217
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,76,217
ENSG00000100473.16,chr14,30874591,30874915,IR,False,52,129
ENSG00000100473.16,chr14,30874205,30874972,TSS,True,76,152
ENSG00000100473.16,chr14,30874247,30874591,TSS,True,98,152
ENSG00000126787.12,chr14,55148473,55150798,ES,False,162,197
ENSG00000139998.15,chr14,64950414,64951073,IR,False,114,127
ENSG00000139998.15,chr14,64971952,64972368,TSS,True,16,151
ENSG00000129534.13,chr14,45253034,45253542,TSS,True,26,119
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,73,102
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,42,100
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,178,641
ENSG00000140105.17,chr14,100361921,100376259,ES,False,28,238
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,49,287
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,83,149
ENSG00000042088.13,chr14,89955953,89956278,TSS,True,116,149
ENSG00000042088.13,chr14,89955997,89956800,TSS,True,132,149
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,120,149
ENSG00000126777.17,chr14,55580354,55612018,ES,False,339,429
ENSG00000126777.17,chr14,55661612,55667240,ES,False,199,453
ENSG00000126777.17,chr14,55673012,55675834,ES,False,428,487
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,70,501
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,33,238
ENSG00000100842.12,chr14,23360281,23365007,ES,True,25,140
ENSG00000100842.12,chr14,23365007,23366316,TSS,True,26,167
ENSG00000142208.16,chr14,104792722,104795483,ES,False,318,500
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,42,179
ENSG00000142208.16,chr14,104793304,104795483,IR,True,137,164
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,86,593
ENSG00000092140.15,chr14,30559272,30586717,ES,False,14,117
ENSG00000092140.15,chr14,30558730,30559272,TSS,True,20,137
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,28,105
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,37,176
ENSG00000100906.10,chr14,35403689,35403997,TSS,True,145,176
ENSG00000119650.12,chr14,75985752,75985840,TSS,False,11,106
ENSG00000119650.12,chr14,76083457,76083750,PAS,True,12,105
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,58,254
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,212,254
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,60,109
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,28,127
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,22,198
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,53,281
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,202,228
ENSG00000100650.15,chr14,69769251,69770466,IR,False,239,294
ENSG00000100650.15,chr14,69771105,69771196,3AS,False,38,304
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,125,328
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,275,328
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,48,306
ENSG00000100650.15,chr14,69771196,69772005,PAS,True,268,306
ENSG00000119688.20,chr14,74289519,74290290,ES,False,23,210
ENSG00000119688.20,chr14,74292869,74295147,ES,False,33,191
ENSG00000119688.20,chr14,74298069,74300149,ES,False,59,144
ENSG00000119688.20,chr14,74298069,74302874,ES,True,13,114
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,121,243
ENSG00000119688.20,chr14,74349763,74349969,TSS,True,164,243
ENSG00000179364.13,chr14,105368515,105369840,5AS,False,18,177
ENSG00000179364.13,chr14,105391249,105391630,IR,True,167,189
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,40,213
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,39,180
ENSG00000100823.11,chr14,20455394,20455577,IR,False,137,156
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,135,272
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,217,272
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,232,272
ENSG00000129514.5,chr14,37594900,37595385,TSS,True,16,101
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,32,266
ENSG00000182979.17,chr14,105445511,105450057,ES,False,63,173
ENSG00000182979.17,chr14,105466578,105469466,ES,False,144,189
ENSG00000182979.17,chr14,105419433,105420063,TSS,True,58,232
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,31,111
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,86,111
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,84,105
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,24,107
ENSG00000155463.12,chr14,22770278,22770460,IR,False,98,135
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,15,139
ENSG00000092096.16,chr14,23347212,23347513,5AS,False,118,146
ENSG00000092096.16,chr14,23348306,23348505,IR,True,115,137
ENSG00000092096.16,chr14,23348671,23349271,IR,False,109,131
ENSG00000092096.16,chr14,23352645,23355244,TSS,True,28,159
ENSG00000100813.14,chr14,23064221,23064354,3AS,False,31,152
ENSG00000100813.14,chr14,23064485,23065965,3AS,False,35,146
ENSG00000100813.14,chr14,23071426,23071585,TSS,True,132,187
ENSG00000100813.14,chr14,23094974,23095442,TSS,True,143,187
ENSG00000100813.14,chr14,23071124,23071585,TSS,True,165,187
ENSG00000133980.4,chr14,74348455,74348652,TSS,False,57,217
ENSG00000100439.10,chr14,22598248,22598329,TSS,True,18,127
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,28,165
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,22,190
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,81,101
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,90,101
ENSG00000197045.12,chr14,54488924,54489057,TSS,True,42,188
ENSG00000090060.17,chr14,96556413,96564954,ES,False,48,264
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,53,437
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,159,423
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,261,400
ENSG00000100926.14,chr14,24192356,24192647,IR,True,76,107
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,38,117
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,78,111
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,31,125
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,46,164
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,27,264
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,23,113
ENSG00000050130.17,chr14,59484184,59484593,TSS,True,17,138
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,21,195
ENSG00000100836.10,chr14,23324289,23325246,IR,False,420,480
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,77,507
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,63,480
ENSG00000100836.10,chr14,23324137,23326163,PAS,True,418,477
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,85,496
ENSG00000165516.10,chr14,49782829,49783186,PAS,True,19,151
ENSG00000133961.20,chr14,73277293,73282358,ES,False,49,120
ENSG00000133961.20,chr14,73284365,73287109,3AS,True,16,115
ENSG00000133961.20,chr14,73297285,73323129,ES,False,47,122
ENSG00000133961.20,chr14,73355766,73409936,ES,False,29,113
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,24,141
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,23,171
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,153,171
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,29,171
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,26,149
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,40,176
ENSG00000126214.21,chr14,103699580,103700727,TSS,True,84,101
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,102,151
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,76,169
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,17,154
ENSG00000166165.12,chr14,103521434,103521817,IR,True,812,905
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,118,976
ENSG00000121957.13,chr1,108876962,108877228,TSS,True,26,114
ENSG00000121957.13,chr1,108929700,108931643,PAS,True,19,104
ENSG00000078618.21,chr1,51836212,51840225,ES,False,192,237
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,69,292
ENSG00000187147.17,chr1,44632208,44632342,5AS,False,71,101
ENSG00000187147.17,chr1,44635588,44636029,5AS,False,82,127
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,64,135
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,105,135
ENSG00000187147.17,chr1,44631953,44632385,TSS,True,119,135
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,28,104
ENSG00000116478.11,chr1,32292072,32292218,TSS,True,46,404
ENSG00000160087.20,chr1,1263386,1273665,ES,False,16,106
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,14,123
ENSG00000132716.18,chr1,160218968,160222650,IR,True,176,197
ENSG00000132716.18,chr1,160240370,160261284,ES,False,20,107
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,33,116
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,190,250
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,191,250
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,212,250
ENSG00000132716.18,chr1,160261284,160262547,TSS,True,224,250
ENSG00000132716.18,chr1,160218848,160219977,TSS,True,220,248
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,31,133
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,13,103
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,122,609
ENSG00000253304.1,chr1,29123855,29123939,TSS,False,65,140
ENSG00000162585.16,chr1,2193910,2194687,ES,False,18,143
ENSG00000162585.16,chr1,2194687,2194783,TSS,True,22,165
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,40,181
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,142,180
ENSG00000137942.16,chr1,93551105,93552408,IR,False,96,169
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,59,212
ENSG00000137942.16,chr1,93550946,93554661,PAS,True,100,175
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,77,176
ENSG00000162694.13,chr1,100894632,100895955,TSS,True,17,117
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,54,113
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,15,128
ENSG00000143554.13,chr1,153775244,153776164,TSS,True,16,139
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,13,108
ENSG00000160688.18,chr1,154983397,154983841,IR,False,118,134
ENSG00000160688.18,chr1,154984066,154988104,3AS,False,125,140
ENSG00000160688.18,chr1,154988849,154990158,ES,False,14,109
ENSG00000160688.18,chr1,154990257,154990338,IR,False,82,107
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,29,148
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,124,148
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,37,147
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,118,145
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,173,467
ENSG00000160691.18,chr1,154970199,154974247,ES,False,88,106
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,393,501
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,170,501
ENSG00000162769.12,chr1,212858214,212859190,TSS,True,40,121
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,110,127
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,22,127
ENSG00000116260.16,chr1,180196599,180197332,IR,False,56,237
ENSG00000116260.16,chr1,180196890,180197332,IR,False,28,209
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,50,290
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,83,264
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,201,287
ENSG00000127483.17,chr1,20779911,20787194,ES,False,85,114
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,114,232
ENSG00000127483.17,chr1,20786185,20786668,TSS,True,197,232
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,38,274
ENSG00000159592.10,chr1,45661225,45686411,ES,False,55,117
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,44,161
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,135,161
ENSG00000143390.17,chr1,151346333,151346488,5AS,False,84,105
ENSG00000143390.17,chr1,151347210,151347374,TSS,False,63,115
ENSG00000143390.17,chr1,151346754,151346887,TSS,True,66,115
ENSG00000146463.11,chr1,35268670,35269085,TSS,True,78,156
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,54,282
ENSG00000130762.14,chr1,3454811,3463065,5AS,True,110,148
ENSG00000130762.14,chr1,3478026,3478423,IR,False,138,165
ENSG00000130762.14,chr1,3454458,3454844,TSS,True,148,172
ENSG00000130762.14,chr1,3454458,3454811,TSS,False,62,172
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,198,259
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,87,285
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,238,285
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,24,232
ENSG00000266338.6,chr1,144421375,144423256,PAS,True,25,139
ENSG00000266338.6,chr1,144461380,144461971,TSS,True,86,150
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,31,216
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,25,127
ENSG00000154380.17,chr1,225501070,225507950,ES,False,20,130
ENSG00000154380.17,chr1,225652685,225653366,TSS,True,86,195
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,13,112
ENSG00000117480.15,chr1,46410497,46410813,IR,True,58,107
ENSG00000117480.15,chr1,46410854,46411611,IR,True,70,105
ENSG00000117480.15,chr1,46412251,46413122,3AS,False,13,115
ENSG00000117480.15,chr1,46394263,46394543,TSS,True,36,116
ENSG00000117480.15,chr1,46393753,46393861,TSS,True,95,116
ENSG00000116521.10,chr1,155258912,155260329,3AS,True,16,152
ENSG00000116521.10,chr1,155260659,155262085,ES,False,22,140
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,16,157
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,128,222
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,188,222
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,140,222
ENSG00000234741.7,chr1,173864075,173864256,IR,False,156,174
ENSG00000234741.7,chr1,173864304,173864483,IR,False,133,157
ENSG00000234741.7,chr1,173864506,173864674,IR,False,131,153
ENSG00000234741.7,chr1,173864704,173865228,IR,False,142,161
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,60,151
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,27,183
ENSG00000234741.7,chr1,173867959,173867996,TSS,True,26,183
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,139,185
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,53,184
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,42,129
