gene,chr,start,end,splice_type,novel,GM12878_ENCFF648NAR_in_cov,GM12878_ENCFF648NAR_total_cov
ENSG00000100628.11,chr14,93956765,93957050,TSS,True,286,506
ENSG00000100628.11,chr14,93955107,93955285,TSS,True,324,506
ENSG00000092020.10,chr14,35110629,35121901,ES,False,54,226
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,51,231
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,187,235
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,54,201
ENSG00000089737.16,chr14,94048289,94051462,PAS,True,58,548
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,70,174
ENSG00000165525.17,chr14,49831455,49832277,PAS,True,152,169
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,38,208
ENSG00000133961.20,chr14,73355766,73409936,ES,False,22,101
ENSG00000133961.20,chr14,73274405,73277293,PAS,True,35,128
ENSG00000133961.20,chr14,73286191,73287314,PAS,True,96,119
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,31,136
ENSG00000170779.10,chr14,105020998,105021276,TSS,True,17,162
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,50,421
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,46,323
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,21,100
ENSG00000151332.18,chr14,36300823,36311572,ES,False,13,100
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,21,101
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,80,101
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,202,227
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,29,231
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,187,226
ENSG00000165792.17,chr14,20996711,20996784,IR,False,145,196
ENSG00000165792.17,chr14,20996711,20996811,3AS,False,27,176
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,83,229
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,178,229
ENSG00000165792.17,chr14,20996811,20997035,PAS,True,202,229
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,46,192
ENSG00000078618.21,chr1,51839146,51840514,PAS,True,141,158
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,43,192
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,16,122
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,25,113
ENSG00000153898.12,chr1,84965708,84996795,ES,False,401,487
ENSG00000153898.12,chr1,84996795,84997170,TSS,True,94,615
ENSG00000081870.11,chr1,53945554,53945821,TSS,True,16,119
ENSG00000116830.11,chr1,117060309,117060374,TSS,True,63,147
ENSG00000116830.11,chr1,117081827,117083950,PAS,True,54,116
ENSG00000116830.11,chr1,117101379,117107453,PAS,True,106,143
ENSG00000116830.11,chr1,117074869,117075145,PAS,True,89,103
ENSG00000188404.8,chr1,169690667,169691802,PAS,True,46,400
ENSG00000188404.8,chr1,169703107,169703440,PAS,True,357,398
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,18,100
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,23,102
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,108,550
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,445,544
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,72,588
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,86,201
ENSG00000137959.15,chr1,78620571,78627905,ES,True,345,387
ENSG00000137959.15,chr1,78620571,78628950,ES,False,149,545
ENSG00000117676.13,chr1,26545817,26546035,TSS,True,72,296
ENSG00000215717.5,chr1,109090882,109094416,ES,True,16,126
ENSG00000065183.15,chr1,117929782,117933287,5AS,False,86,146
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,90,176
ENSG00000065183.15,chr1,117929757,117929924,TSS,True,124,176
ENSG00000065183.15,chr1,117933285,117933490,TSS,True,158,176
ENSG00000065183.15,chr1,117959291,117960886,PAS,False,54,176
ENSG00000065183.15,chr1,117941749,117941824,PAS,False,129,167
ENSG00000132773.11,chr1,45342643,45342842,3AS,False,115,132
ENSG00000132773.11,chr1,45339720,45340304,TSS,False,26,151
ENSG00000143390.17,chr1,151346333,151346488,5AS,False,88,103
ENSG00000143390.17,chr1,151347210,151347374,TSS,False,90,120
ENSG00000143390.17,chr1,151347150,151347249,TSS,True,62,120
ENSG00000135842.16,chr1,184791035,184796097,PAS,True,16,130
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,30,144
ENSG00000163565.18,chr1,159032691,159049431,ES,False,257,310
ENSG00000163565.18,chr1,159032691,159051678,ES,False,51,361
ENSG00000163565.18,chr1,159009864,159010161,TSS,True,190,703
ENSG00000163565.18,chr1,159008925,159009225,TSS,False,563,703
ENSG00000163565.18,chr1,159054820,159055156,PAS,True,347,702
ENSG00000163565.18,chr1,159020340,159020529,PAS,False,506,690
ENSG00000163565.18,chr1,159015871,159016530,PAS,True,587,671
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,13,100
ENSG00000143228.12,chr1,163322066,163326031,5AS,False,33,197
ENSG00000143228.12,chr1,163328304,163328845,IR,True,171,208
ENSG00000143228.12,chr1,163321888,163322066,TSS,True,175,214
ENSG00000143228.12,chr1,163321868,163322212,TSS,True,49,214
ENSG00000143228.12,chr1,163355334,163356014,PAS,True,134,215
ENSG00000143228.12,chr1,163343732,163343849,PAS,True,109,215
ENSG00000117593.10,chr1,173857517,173858873,PAS,True,19,188
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,55,210
ENSG00000132128.16,chr1,46331824,46332177,TSS,True,184,210
ENSG00000152332.15,chr1,162497817,162498268,TSS,True,20,155
ENSG00000117228.9,chr1,89051521,89053468,PAS,True,50,128
ENSG00000117228.9,chr1,89055133,89055215,PAS,True,97,127
ENSG00000234741.7,chr1,173864075,173864256,IR,False,317,363
ENSG00000234741.7,chr1,173864304,173864483,IR,False,220,371
ENSG00000234741.7,chr1,173864506,173864674,IR,False,211,370
ENSG00000234741.7,chr1,173864704,173865228,IR,False,271,381
ENSG00000234741.7,chr1,173865282,173865470,IR,False,152,254
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,128,280
ENSG00000234741.7,chr1,173865282,173865509,IR,False,128,230
ENSG00000234741.7,chr1,173865894,173866176,IR,False,332,384
ENSG00000234741.7,chr1,173866567,173866760,IR,False,297,382
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,74,391
ENSG00000069248.11,chr1,229440257,229442040,PAS,True,90,134
ENSG00000069248.11,chr1,229456846,229458296,PAS,True,91,133
ENSG00000069248.11,chr1,229465441,229465519,PAS,True,98,131
ENSG00000069248.11,chr1,229508067,229508361,TSS,True,20,134
ENSG00000284770.1,chr1,235367341,235367504,TSS,True,17,123
ENSG00000117697.14,chr1,212739601,212782371,ES,False,156,177
ENSG00000117650.12,chr1,211663628,211667105,3AS,False,39,166
ENSG00000117650.12,chr1,211662771,211663652,PAS,True,49,176
ENSG00000117650.12,chr1,211662770,211663628,PAS,True,137,176
ENSG00000188976.10,chr1,944800,945056,5AS,False,149,251
ENSG00000116237.15,chr1,6233643,6234885,ES,False,122,142
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,29,169
ENSG00000162777.16,chr1,111199798,111199914,IR,True,28,278
ENSG00000162777.16,chr1,111199622,111200210,TSS,True,637,890
ENSG00000162777.16,chr1,111200392,111200796,TSS,True,414,890
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,122,219
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,102,217
ENSG00000143033.17,chr1,93127299,93133702,ES,False,38,217
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,199,274
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,129,274
ENSG00000118197.13,chr1,200644032,200644517,PAS,True,45,105
ENSG00000118197.13,chr1,200649678,200650676,PAS,True,77,105
ENSG00000118197.13,chr1,200669766,200670002,TSS,True,11,105
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,24,127
ENSG00000153187.19,chr1,244853660,244856158,PAS,True,105,119
ENSG00000153187.19,chr1,244858010,244861781,TSS,True,126,145
ENSG00000153187.19,chr1,244856456,244856627,TSS,True,125,141
ENSG00000153187.19,chr1,244862618,244864513,TSS,True,122,145
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,387,518
ENSG00000117280.12,chr1,205774832,205775478,TSS,True,93,148
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,195,1665
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,1482,1665
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,84,100
ENSG00000116353.15,chr1,29192767,29194179,PAS,True,11,109
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,191,363
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,80,392
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,351,392
ENSG00000143297.18,chr1,157523810,157524557,PAS,True,48,230
ENSG00000143297.18,chr1,157552331,157552541,TSS,True,69,267
ENSG00000143119.13,chr1,110872560,110873248,TSS,True,186,1526
ENSG00000160752.14,chr1,155308965,155310042,ES,False,387,442
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,436,879
ENSG00000075945.12,chr1,170074435,170074793,TSS,True,111,591
ENSG00000075945.12,chr1,170071476,170071562,TSS,True,515,590
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,21,134
ENSG00000134255.13,chr1,111140196,111140307,TSS,False,39,134
ENSG00000134255.13,chr1,111138567,111139761,TSS,False,119,134
ENSG00000134255.13,chr1,111139724,111139914,TSS,True,116,134
ENSG00000134255.13,chr1,111184190,111185179,PAS,True,26,134
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,426,592
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,265,572
ENSG00000126709.14,chr1,27668535,27669244,5AS,False,91,116
ENSG00000198860.12,chr1,184054863,184072826,ES,False,38,208
ENSG00000198860.12,chr1,184072826,184074212,PAS,True,30,239
ENSG00000196505.10,chr1,117863486,117870616,PAS,True,36,108
ENSG00000196505.10,chr1,117876711,117878152,PAS,True,80,108
ENSG00000182866.16,chr1,32276063,32276606,ES,False,20,170
ENSG00000116815.15,chr1,116514533,116514822,PAS,True,177,301
ENSG00000116815.15,chr1,116520434,116521983,PAS,True,163,297
ENSG00000143612.20,chr1,154212624,154214456,ES,False,54,365
ENSG00000143612.20,chr1,154214574,154220341,ES,False,190,349
ENSG00000162607.12,chr1,62436379,62437400,TSS,False,24,209
ENSG00000162607.12,chr1,62444737,62445083,PAS,True,45,192
ENSG00000162607.12,chr1,62450245,62451804,PAS,True,170,205
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,72,246
ENSG00000143401.14,chr1,150226626,150226795,PAS,True,212,240
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,34,263
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,38,250
ENSG00000157916.19,chr1,2391958,2395783,ES,False,278,336
ENSG00000266472.5,chr1,150293898,150294334,IR,True,77,124
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,50,128
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,81,128
ENSG00000160050.14,chr1,32204045,32204597,ES,False,29,244
ENSG00000160050.14,chr1,32200594,32200709,TSS,True,143,259
ENSG00000160050.14,chr1,32201557,32202099,TSS,True,136,259
ENSG00000160050.14,chr1,32205193,32205389,PAS,True,28,259
ENSG00000117335.19,chr1,207767195,207770320,ES,False,15,100
ENSG00000117335.19,chr1,207785682,207793518,ES,False,95,106
ENSG00000117335.19,chr1,207793518,207795515,PAS,True,20,120
ENSG00000143756.11,chr1,224157351,224162046,PAS,True,14,120
ENSG00000118217.5,chr1,161860277,161863200,3AS,True,27,236
ENSG00000143851.15,chr1,202160544,202162174,TSS,True,103,156
ENSG00000143493.12,chr1,211940310,211942111,PAS,True,43,158
ENSG00000143493.12,chr1,211951325,211952701,PAS,True,127,155
ENSG00000143493.12,chr1,212035343,212035647,TSS,True,17,160
ENSG00000163563.7,chr1,158849189,158849506,PAS,True,49,108
ENSG00000163563.7,chr1,158843278,158843315,PAS,True,82,105
ENSG00000163563.7,chr1,158842133,158842418,PAS,True,88,105
ENSG00000134717.17,chr1,52056379,52064824,ES,False,20,192
ENSG00000134717.17,chr1,52064938,52086111,ES,False,22,192
ENSG00000162664.16,chr1,90017316,90017360,PAS,True,84,112
ENSG00000162664.16,chr1,90013125,90013210,PAS,True,89,112
ENSG00000162664.16,chr1,90027353,90033588,PAS,True,90,112
ENSG00000162664.16,chr1,90010087,90010286,PAS,True,85,112
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,558,713
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,344,717
ENSG00000143476.17,chr1,212035724,212035942,TSS,True,24,188
ENSG00000000938.12,chr1,27623144,27623690,IR,True,247,287
ENSG00000000938.12,chr1,27626459,27626599,TSS,False,151,322
ENSG00000000938.12,chr1,27626045,27626279,TSS,True,231,322
ENSG00000121774.17,chr1,32013701,32014377,TSS,True,83,100
ENSG00000116754.13,chr1,70205780,70221614,3AS,False,87,129
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,109,238
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,175,238
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,164,218
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,194,228
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,182,225
ENSG00000116754.13,chr1,70237424,70237556,PAS,True,183,218
ENSG00000116754.13,chr1,70249951,70250048,PAS,True,194,224
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,33,238
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,30,234
ENSG00000026751.16,chr1,160739356,160749820,ES,False,15,148
ENSG00000026751.16,chr1,160750423,160752185,ES,False,23,141
ENSG00000026751.16,chr1,160739247,160739356,TSS,True,51,202
ENSG00000184007.20,chr1,31918969,31919657,TSS,True,74,103
ENSG00000184007.20,chr1,31938262,31938368,TSS,False,83,103
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,86,342
ENSG00000135829.16,chr1,182887082,182887982,PAS,True,209,343
ENSG00000135829.16,chr1,182874853,182874928,PAS,True,117,312
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,71,252
ENSG00000266094.7,chr1,206557132,206557693,TSS,True,72,131
ENSG00000132704.15,chr1,157744506,157746774,PAS,True,18,125
ENSG00000132704.15,chr1,157777042,157777287,TSS,True,14,126
ENSG00000143815.14,chr1,225401500,225403463,PAS,True,58,312
ENSG00000143815.14,chr1,225411386,225412645,PAS,True,202,232
ENSG00000143815.14,chr1,225427953,225428114,TSS,False,103,326
ENSG00000143815.14,chr1,225404403,225404468,TSS,True,202,271
ENSG00000009790.14,chr1,209756025,209756309,TSS,True,147,709
ENSG00000009790.14,chr1,209768040,209768660,TSS,True,546,663
ENSG00000009790.14,chr1,209779314,209779656,PAS,True,393,707
ENSG00000009790.14,chr1,209782055,209782322,PAS,True,433,709
ENSG00000130775.15,chr1,27872499,27872665,TSS,True,41,112
ENSG00000130775.15,chr1,27882024,27883043,TSS,True,89,111
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,354,398
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,56,430
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,386,430
ENSG00000132676.15,chr1,155738156,155739011,PAS,True,45,430
ENSG00000117090.14,chr1,160629545,160634612,3AS,True,95,166
ENSG00000117090.14,chr1,160608108,160610798,PAS,True,340,917
ENSG00000117090.14,chr1,160628107,160629545,PAS,True,818,913
ENSG00000117090.14,chr1,160635588,160637529,PAS,True,773,891
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,40,222
ENSG00000070831.15,chr1,22078426,22078583,TSS,True,192,222
ENSG00000137955.15,chr1,75790057,75791284,ES,False,127,158
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,127,158
ENSG00000137955.15,chr1,75791571,75792196,3AS,True,27,188
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,58,200
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,167,200
ENSG00000117616.17,chr1,25244498,25245149,IR,False,39,100
ENSG00000117616.17,chr1,25242247,25242705,PAS,True,46,132
ENSG00000117616.17,chr1,25247308,25247513,TSS,True,17,115
ENSG00000203705.10,chr1,212791858,212791987,TSS,True,21,105
ENSG00000203705.10,chr1,212794744,212794840,TSS,True,94,105
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,16,100
ENSG00000162511.7,chr1,30757658,30757860,TSS,True,697,2904
ENSG00000143507.17,chr1,221741980,221742141,TSS,True,60,315
ENSG00000154305.16,chr1,222618033,222618243,TSS,True,87,110
ENSG00000154305.16,chr1,222665308,222668006,PAS,True,44,105
ENSG00000024526.16,chr1,68481612,68483949,ES,False,55,109
ENSG00000024526.16,chr1,68474150,68477069,PAS,True,107,123
ENSG00000024526.16,chr1,68474153,68477972,PAS,True,27,123
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,181,686
ENSG00000143799.12,chr1,226387162,226388755,PAS,False,477,574
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,144,689
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,74,167
ENSG00000155366.16,chr1,112705099,112705170,TSS,True,109,167
ENSG00000168275.14,chr1,234373461,234373678,TSS,True,29,112
ENSG00000168275.14,chr1,234373668,234373840,TSS,False,94,112
ENSG00000116560.10,chr1,35190693,35193141,TSS,True,87,180
ENSG00000116560.10,chr1,35191340,35193144,TSS,True,139,180
ENSG00000142867.13,chr1,85265780,85267982,PAS,True,19,124
ENSG00000153029.14,chr1,181050286,181053572,ES,False,59,112
ENSG00000153029.14,chr1,181033938,181034074,TSS,True,13,123
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,90,696
ENSG00000156171.14,chr1,111119959,111120531,5AS,True,17,160
ENSG00000156171.14,chr1,111120693,111126226,ES,False,21,164
ENSG00000156171.14,chr1,111137586,111140037,ES,False,52,131
ENSG00000156171.14,chr1,111140037,111140451,TSS,False,48,179
ENSG00000156171.14,chr1,111127982,111128064,TSS,False,145,178
ENSG00000163568.14,chr1,159060758,159062718,PAS,False,72,155
ENSG00000163568.14,chr1,159063483,159063674,PAS,True,101,151
ENSG00000163568.14,chr1,159063982,159066329,PAS,False,131,151
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,118,468
ENSG00000117399.13,chr1,43358981,43359396,TSS,True,382,468
ENSG00000081721.11,chr1,161750145,161751667,3AS,False,89,117
ENSG00000117448.13,chr1,45551155,45561788,ES,False,244,408
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,65,436
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,387,436
ENSG00000186141.8,chr1,145826492,145826605,IR,False,21,175
ENSG00000116213.15,chr1,3635074,3635943,ES,False,18,151
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,306,2779
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,47,387
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,117,137
ENSG00000078369.17,chr1,1789052,1789188,TSS,True,117,137
ENSG00000078369.17,chr1,1804418,1804551,TSS,True,123,137
ENSG00000078369.17,chr1,1790394,1790699,TSS,True,121,137
ENSG00000054267.21,chr1,235220317,235220545,PAS,True,53,146
ENSG00000054267.21,chr1,235221891,235229385,PAS,True,124,146
ENSG00000054267.21,chr1,235327768,235328786,TSS,True,17,154
ENSG00000134690.10,chr1,37692578,37692675,IR,False,127,387
ENSG00000134690.10,chr1,37692460,37692578,TSS,False,286,413
ENSG00000134690.10,chr1,37692480,37692784,TSS,True,154,413
ENSG00000064886.13,chr1,111229630,111229881,TSS,True,31,203
ENSG00000064886.13,chr1,111243216,111243440,PAS,True,119,321
ENSG00000122218.15,chr1,160297342,160299207,TSS,False,118,344
ENSG00000122218.15,chr1,160297555,160298775,TSS,True,304,344
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,151,470
ENSG00000134684.10,chr1,32810910,32811861,TSS,True,374,470
ENSG00000085840.12,chr1,52402225,52404245,3AS,False,18,165
ENSG00000085840.12,chr1,52370988,52373375,PAS,True,24,188
ENSG00000085840.12,chr1,52404245,52404506,TSS,True,22,188
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,72,177
ENSG00000133226.16,chr1,24648858,24649029,PAS,False,90,106
ENSG00000133226.16,chr1,24672181,24673281,PAS,True,111,172
ENSG00000133226.16,chr1,24649970,24650049,PAS,True,52,107
ENSG00000133226.16,chr1,24652433,24652514,PAS,True,88,108
ENSG00000081237.19,chr1,198692373,198703297,ES,False,41,227
ENSG00000081237.19,chr1,198699704,198703297,ES,False,141,191
ENSG00000081237.19,chr1,198639039,198639137,TSS,True,54,279
ENSG00000081237.19,chr1,198735126,198735253,PAS,False,78,254
ENSG00000116455.13,chr1,111441389,111442024,ES,False,136,155
ENSG00000116455.13,chr1,111449054,111449292,TSS,False,21,159
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,814,1053
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,293,1107
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,870,1107
ENSG00000116977.18,chr1,236542787,236543559,ES,False,29,111
ENSG00000116977.18,chr1,236523599,236524061,TSS,True,19,130
ENSG00000159346.12,chr1,202958184,202958367,TSS,True,18,122
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,54,271
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,61,275
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,221,275
ENSG00000084072.16,chr1,39753286,39756765,PAS,True,45,275
ENSG00000084072.16,chr1,39763688,39766108,PAS,False,239,275
ENSG00000174842.16,chr1,92298924,92299022,TSS,True,17,150
ENSG00000116701.14,chr1,183590359,183590749,5AS,True,22,160
ENSG00000116701.14,chr1,183590155,183590625,TSS,True,446,1420
ENSG00000116701.14,chr1,183590839,183591011,TSS,False,1227,1420
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,42,214
ENSG00000155380.11,chr1,112917177,112918014,TSS,True,179,214
ENSG00000179163.11,chr1,23867897,23868356,TSS,False,101,644
ENSG00000179163.11,chr1,23865490,23865629,TSS,True,551,644
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,19,147
ENSG00000135775.13,chr1,230642459,230642678,TSS,True,22,213
ENSG00000185420.18,chr1,246327199,246507319,TSS,True,36,147
ENSG00000185420.18,chr1,245984468,245984555,TSS,True,123,141
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,27,102
ENSG00000127125.8,chr1,42456628,42457246,5AS,False,16,118
ENSG00000127125.8,chr1,42457350,42459602,5AS,True,103,118
ENSG00000127125.8,chr1,42456536,42457073,TSS,True,28,129
ENSG00000127125.8,chr1,42456530,42456628,TSS,False,113,129
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,100,279
ENSG00000117859.18,chr1,51750195,51760689,ES,False,195,363
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,313,404
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,223,402
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,301,402
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,531,1088
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,582,1085
ENSG00000117523.16,chr1,171512200,171513000,3AS,False,63,224
ENSG00000117523.16,chr1,171514630,171515733,5AS,False,32,216
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,31,254
ENSG00000117523.16,chr1,171532342,171532830,PAS,True,147,232
ENSG00000117523.16,chr1,171515733,171515809,PAS,True,190,228
ENSG00000117523.16,chr1,171524820,171524870,PAS,True,138,232
ENSG00000142945.12,chr1,44750564,44753732,ES,False,86,750
ENSG00000053372.4,chr1,19258680,19260127,PAS,True,28,200
ENSG00000011007.12,chr1,23750844,23751859,PAS,False,151,237
ENSG00000011007.12,chr1,23759511,23762060,PAS,True,89,243
ENSG00000134262.12,chr1,113904604,113905201,TSS,True,41,367
ENSG00000116791.13,chr1,74706994,74710097,ES,False,59,521
ENSG00000116791.13,chr1,74724834,74732955,ES,False,374,505
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,98,126
ENSG00000171824.13,chr1,11066612,11066748,PAS,True,46,206
ENSG00000171824.13,chr1,11099720,11099919,TSS,True,26,206
ENSG00000188739.14,chr1,235131182,235131997,PAS,True,27,117
ENSG00000188739.14,chr1,235154951,235155112,PAS,True,95,115
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,334,980
ENSG00000136628.17,chr1,220007203,220007338,PAS,True,821,974
ENSG00000285417.1,chr1,206052893,206053265,TSS,True,183,204
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,13,112
ENSG00000134697.12,chr1,37566781,37567007,PAS,True,203,768
ENSG00000134697.12,chr1,37568301,37568357,PAS,True,600,768
ENSG00000125703.14,chr1,62784225,62803718,5AS,False,59,129
ENSG00000125703.14,chr1,62784105,62784225,TSS,False,84,146
ENSG00000125703.14,chr1,62784103,62784273,TSS,True,73,146
ENSG00000143702.15,chr1,243255039,243255834,TSS,True,25,101
ENSG00000143702.15,chr1,243255046,243255754,TSS,True,89,101
ENSG00000162613.16,chr1,77967098,77967626,3AS,False,302,452
ENSG00000162613.16,chr1,77944050,77948774,PAS,False,96,472
ENSG00000162613.16,chr1,77964285,77964356,PAS,True,393,461
ENSG00000162600.11,chr1,58530729,58534157,ES,True,17,110
ENSG00000162600.11,chr1,58539310,58546702,5AS,False,32,104
ENSG00000162600.11,chr1,58546689,58546780,TSS,True,102,116
ENSG00000162600.11,chr1,58546663,58546738,TSS,True,54,116
ENSG00000162600.11,chr1,58546702,58546812,TSS,False,82,116
ENSG00000122406.13,chr1,92841765,92841924,PAS,True,768,2356
ENSG00000122406.13,chr1,92840550,92841919,PAS,True,1682,2355
ENSG00000125944.19,chr1,23318688,23321527,3AS,False,746,900
ENSG00000125944.19,chr1,23338608,23344210,ES,False,490,901
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,224,411
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,395,922
ENSG00000125944.19,chr1,23309785,23311322,PAS,True,637,918
ENSG00000117758.13,chr1,27822230,27824451,PAS,False,17,116
ENSG00000131236.16,chr1,40040783,40059336,5AS,False,49,213
ENSG00000131236.16,chr1,40040783,40059336,IR,False,49,101
ENSG00000131236.16,chr1,40040801,40059336,3AS,False,157,209
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,117,333
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,266,333
ENSG00000070785.16,chr1,44848291,44851003,PAS,True,50,221
ENSG00000070785.16,chr1,44873829,44874826,PAS,True,182,221
ENSG00000180198.16,chr1,28529939,28531802,ES,False,125,176
ENSG00000180198.16,chr1,28505990,28506084,TSS,True,152,188
ENSG00000180198.16,chr1,28518216,28518308,TSS,True,49,188
ENSG00000132485.13,chr1,71065137,71066775,ES,False,115,143
ENSG00000132485.13,chr1,71069362,71070826,IR,True,145,201
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,73,220
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,178,218
ENSG00000169403.11,chr1,28176591,28176890,TSS,True,71,313
ENSG00000143774.16,chr1,228140363,228145510,ES,False,77,115
ENSG00000143774.16,chr1,228140225,228140363,TSS,True,18,134
ENSG00000162645.12,chr1,89106134,89108291,PAS,True,28,101
ENSG00000162645.12,chr1,89109789,89109870,PAS,True,79,101
ENSG00000134186.11,chr1,108695770,108696042,5AS,True,98,110
ENSG00000134186.11,chr1,108692296,108692867,TSS,True,41,151
ENSG00000134186.11,chr1,108699161,108702885,PAS,True,24,124
ENSG00000134186.11,chr1,108696276,108697491,PAS,True,87,111
ENSG00000143740.14,chr1,227734200,227735499,TSS,True,34,148
ENSG00000143740.14,chr1,227747683,227748233,TSS,True,116,148
