gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF660UTF_in_cov,heart_right_ventricle_ENCFF660UTF_total_cov
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,18,126
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,111,126
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,92,422
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,39,226
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,12,118
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,52,140
ENSG00000151929.9,chr10,119672457,119672656,TSS,True,123,140
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,24,136
ENSG00000148834.12,chr10,104254840,104255271,TSS,True,117,136
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,33,295
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,56,213
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,33,123
ENSG00000130640.13,chr10,133302791,133303016,TSS,True,109,123
ENSG00000122873.11,chr10,58269123,58269304,TSS,True,30,149
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,26,113
ENSG00000173269.13,chr10,86942316,86943985,TSS,True,95,113
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,51,204
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,163,204
ENSG00000122367.19,chr10,86716356,86716771,TSS,True,435,560
ENSG00000122367.19,chr10,86717964,86718847,TSS,False,488,560
ENSG00000122367.19,chr10,86732886,86736149,PAS,True,867,1164
ENSG00000122367.19,chr10,86699277,86700059,PAS,True,76,219
ENSG00000173915.15,chr10,103396408,103396490,TSS,True,66,650
ENSG00000089876.11,chr10,125896217,125896514,TSS,False,20,119
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,29,145
ENSG00000065613.13,chr10,104025573,104029231,PAS,False,123,147
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,110,441
ENSG00000095637.22,chr10,95322021,95322745,3AS,True,120,205
ENSG00000095637.22,chr10,95322021,95336520,ES,False,82,189
ENSG00000095637.22,chr10,95322021,95336520,3AS,False,82,155
ENSG00000095637.22,chr10,95336520,95337240,TSS,True,238,454
ENSG00000120049.19,chr10,101829199,101843495,ES,False,524,603
ENSG00000120049.19,chr10,101843495,101843846,TSS,True,108,714
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,154,572
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,469,572
ENSG00000119938.8,chr10,91632955,91633070,TSS,False,41,353
ENSG00000122359.17,chr10,80172869,80205342,ES,False,113,275
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,388,664
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,536,664
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,561,664
ENSG00000150093.18,chr10,32901635,32908367,ES,False,159,326
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,76,408
ENSG00000150093.18,chr10,32929916,32930044,PAS,True,329,368
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,55,418
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,189,301
ENSG00000148677.6,chr10,90919181,90919268,PAS,True,141,255
ENSG00000148677.6,chr10,90920168,90920348,PAS,True,181,228
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,938,1148
ENSG00000122884.12,chr10,73030370,73046924,ME,False,81,134
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,23,107
ENSG00000166228.8,chr10,70885797,70885930,TSS,False,96,107
ENSG00000107897.18,chr10,27219857,27223337,ES,False,157,181
ENSG00000107897.18,chr10,27240474,27240673,3AS,True,18,101
ENSG00000107897.18,chr10,27195213,27197442,PAS,True,22,212
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,156,219
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,117,219
ENSG00000197746.13,chr10,71822007,71825836,3AS,False,146,181
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,474,3385
ENSG00000107771.16,chr10,84328541,84328808,TSS,True,29,100
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,36,124
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,630,775
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,153,776
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,77,122
ENSG00000035403.17,chr10,74109156,74114183,ES,False,88,152
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,262,370
ENSG00000166295.8,chr10,72216072,72220053,5AS,True,27,129
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,49,182
ENSG00000166295.8,chr10,72216138,72223887,ES,False,68,132
ENSG00000166295.8,chr10,72216138,72230365,ES,True,20,152
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,125,318
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,235,318
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,66,299
ENSG00000166295.8,chr10,72220053,72220325,PAS,True,232,279
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,86,100
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,94,180
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,139,180
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,33,114
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,89,104
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,22,104
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,34,150
ENSG00000197321.14,chr10,29499263,29508341,ES,True,72,112
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,162,381
ENSG00000197321.14,chr10,29555051,29555108,PAS,False,62,109
ENSG00000197321.14,chr10,29532739,29533458,PAS,True,81,140
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,188,220
ENSG00000197321.14,chr10,29532528,29533462,TSS,True,236,269
ENSG00000197321.14,chr10,29634419,29634973,TSS,False,300,380
ENSG00000197893.13,chr10,113589079,113589665,3AS,False,298,430
ENSG00000197893.13,chr10,113598073,113605761,ES,True,29,260
ENSG00000197893.13,chr10,113588705,113589079,PAS,True,397,695
ENSG00000197893.13,chr10,113588714,113589082,PAS,True,563,695
ENSG00000197893.13,chr10,113631856,113631964,PAS,True,173,404
ENSG00000197893.13,chr10,113604608,113604885,TSS,True,611,739
ENSG00000197893.13,chr10,113663810,113664121,TSS,True,661,1001
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,257,321
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,60,304
ENSG00000138162.18,chr10,122210526,122211708,TSS,True,68,117
ENSG00000138162.18,chr10,122229356,122229486,TSS,True,78,117
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,43,151
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,31,102
ENSG00000134452.19,chr10,5890346,5906036,ES,False,37,192
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,75,275
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,227,274
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,58,395
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,290,378
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,104,390
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,124,156
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,88,119
ENSG00000197102.11,chr14,102040595,102040673,TSS,True,105,119
ENSG00000197102.11,chr14,102040631,102041734,TSS,False,98,119
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,38,151
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,84,186
ENSG00000020577.13,chr14,54784356,54784447,TSS,True,67,101
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,32,140
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,113,140
ENSG00000092054.12,chr14,23413890,23414002,3AS,True,38,144
ENSG00000092054.12,chr14,23413890,23414006,5AS,True,179,217
ENSG00000092054.12,chr14,23413890,23414006,IR,True,179,290
ENSG00000092054.12,chr14,23416990,23417152,IR,True,62,154
ENSG00000092054.12,chr14,23435619,23435764,TSS,False,31018,43504
ENSG00000092054.12,chr14,23414994,23415046,TSS,True,36990,42023
ENSG00000092054.12,chr14,23413758,23413818,TSS,True,36462,42009
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,27,123
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,16,146
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,41,318
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,102,133
ENSG00000092199.17,chr14,21234229,21269297,ES,False,21,120
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,17,140
ENSG00000184887.13,chr14,105249085,105249156,IR,False,180,228
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,65,238
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,199,238
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,87,113
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,77,113
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,82,113
ENSG00000100804.18,chr14,23034683,23035145,TSS,True,19,160
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,120,174
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,69,174
ENSG00000165795.23,chr14,21022497,21023240,ES,False,90,343
ENSG00000165795.23,chr14,21023321,21025028,ES,False,102,208
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,240,448
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,374,448
ENSG00000133943.20,chr14,91114283,91157638,ES,False,209,289
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,152,444
ENSG00000133943.20,chr14,91224683,91225632,PAS,True,44,434
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,86,167
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,101,164
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,62,159
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,133,155
ENSG00000078304.19,chr14,101836168,101838469,PAS,True,128,150
ENSG00000156381.8,chr14,102508549,102509528,ES,True,159,313
ENSG00000156381.8,chr14,102508846,102509528,3AS,True,130,148
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,151,465
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,392,465
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,157,264
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,224,257
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,107,203
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,129,177
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,148,273
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,229,273
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,131,184
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,98,184
ENSG00000126777.17,chr14,55580354,55612018,ES,False,376,440
ENSG00000126777.17,chr14,55661612,55667240,ES,False,160,362
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,177,533
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,434,505
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,378,1135
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,39,142
ENSG00000142208.16,chr14,104792722,104795483,ES,False,598,696
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,91,163
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,115,163
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,24,148
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,113,138
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,23,124
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,18,114
ENSG00000129515.18,chr14,34603471,34605595,ES,False,173,197
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,31,199
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,170,199
ENSG00000100614.17,chr14,60292452,60299085,PAS,True,22,157
ENSG00000100614.17,chr14,60285623,60288555,PAS,True,136,157
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,52,105
ENSG00000179364.13,chr14,105382803,105382913,TSS,True,90,101
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,46,107
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,66,107
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,26,105
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,22,169
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,1190,1532
ENSG00000197616.11,chr14,23382427,23382487,TSS,True,1046,1481
ENSG00000185100.10,chr14,104724172,104724462,TSS,False,30,293
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,42,251
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,137,277
ENSG00000075413.17,chr14,103405071,103405267,TSS,False,159,277
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,28,108
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,102,132
ENSG00000092148.12,chr14,31114295,31114340,PAS,True,113,127
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,48,117
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,106,134
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,54,134
ENSG00000100445.17,chr14,24440782,24442711,TSS,True,96,129
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,96,129
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,258,769
ENSG00000198668.10,chr14,90404688,90408264,PAS,True,140,658
ENSG00000100626.16,chr14,69259592,69260467,TSS,True,51,115
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,53,134
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,97,127
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,146,517
ENSG00000156411.9,chr14,103921469,103921573,TSS,True,73,479
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,25,124
ENSG00000089737.16,chr14,94054995,94055119,TSS,True,105,117
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,123,281
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,41,115
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,45,243
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,20,127
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,53,152
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,129,152
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,75,131
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,63,146
ENSG00000066629.17,chr14,99891227,99894628,ES,True,28,111
ENSG00000066629.17,chr14,99737687,99737860,TSS,True,16,121
ENSG00000119723.16,chr14,73950221,73950495,TSS,False,44,158
ENSG00000119723.16,chr14,73957352,73959078,TSS,True,125,158
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,87,367
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,288,367
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,20,141
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,1016,1604
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,968,1604
ENSG00000070182.20,chr14,64746283,64749473,PAS,True,13,109
ENSG00000070182.20,chr14,64786403,64787164,TSS,True,113,134
ENSG00000070182.20,chr14,64770884,64771067,TSS,True,105,133
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,23,177
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,146,177
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,47,177
ENSG00000078618.21,chr1,51836212,51840225,ES,False,101,120
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,18,142
ENSG00000074800.15,chr1,8868057,8871890,ME,False,103,214
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,54,281
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,237,281
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,102,288
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,19,159
ENSG00000074964.16,chr1,17539426,17539950,TSS,False,115,135
ENSG00000074964.16,chr1,17655897,17656102,TSS,True,114,134
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,112,135
ENSG00000187642.9,chr1,976269,976498,IR,True,175,269
ENSG00000187642.9,chr1,975194,976269,PAS,True,94,272
ENSG00000187642.9,chr1,975197,976624,PAS,True,176,269
ENSG00000187642.9,chr1,978880,980936,TSS,True,210,390
ENSG00000187642.9,chr1,982064,982346,TSS,False,305,390
ENSG00000132716.18,chr1,160240370,160261284,ES,False,22,203
ENSG00000132716.18,chr1,160244034,160262116,ES,False,79,176
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,26,259
ENSG00000132716.18,chr1,160261358,160262275,5AS,False,49,142
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,39,182
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,185,372
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,297,372
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,305,372
ENSG00000160678.11,chr1,153630662,153631697,3AS,True,92,121
ENSG00000160678.11,chr1,153628412,153628496,TSS,True,90,206
ENSG00000160678.11,chr1,153631511,153632037,PAS,True,92,121
ENSG00000160678.11,chr1,153631697,153632037,PAS,False,29,121
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,75,133
ENSG00000116750.13,chr1,193023946,193028084,ES,False,119,134
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,79,327
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,294,327
ENSG00000116991.10,chr1,232397843,232399273,PAS,True,18,104
ENSG00000116991.10,chr1,232629868,232630168,TSS,True,78,107
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,51,111
ENSG00000116783.14,chr1,74235351,74235491,TSS,False,14,100
ENSG00000160097.17,chr1,32862268,32864483,PAS,True,99,117
ENSG00000160097.17,chr1,32862268,32864299,PAS,True,90,117
ENSG00000160097.17,chr1,32862268,32864797,PAS,True,59,115
ENSG00000160097.17,chr1,32870652,32871175,TSS,True,19,126
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,202,1521
ENSG00000143164.15,chr1,168004793,168022987,ES,False,119,379
ENSG00000143164.15,chr1,168045227,168063620,ES,False,250,412
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,105,434
ENSG00000143164.15,chr1,167993223,167993440,TSS,True,370,434
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,102,427
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,338,426
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,399,508
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,161,508
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,188,381
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,294,381
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,94,108
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,34,111
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,123,225
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,182,220
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,192,220
ENSG00000265972.5,chr1,145995143,145996579,TSS,False,192,220
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,23,109
ENSG00000117266.15,chr1,205504560,205504796,TSS,True,98,111
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,78,136
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,58,134
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,25,111
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,46,143
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,37,132
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,128,348
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,87,652
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,116,184
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,200,276
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,159,276
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,217,276
ENSG00000198771.10,chr1,167630215,167630429,TSS,True,13,114
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,16,130
ENSG00000054523.17,chr1,10210476,10210878,TSS,False,17,120
ENSG00000168509.19,chr1,146021586,146021741,TSS,True,22,104
ENSG00000168509.19,chr1,146019174,146019530,TSS,True,93,104
ENSG00000143632.14,chr1,229434003,229434100,TSS,True,638,2345
ENSG00000143632.14,chr1,229431720,229431884,TSS,True,1967,2343
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,80,274
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,184,257
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,64,150
ENSG00000135862.5,chr1,183142533,183145592,PAS,False,24,111
ENSG00000135862.5,chr1,183137668,183140265,PAS,True,93,111
ENSG00000188976.10,chr1,944800,945056,5AS,False,140,260
ENSG00000188976.10,chr1,959214,960041,TSS,True,29,271
ENSG00000178585.14,chr1,9910094,9910358,TSS,True,29,127
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,107,134
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,84,134
ENSG00000162433.14,chr1,65148140,65149140,TSS,False,112,134
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,134,224
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,107,241
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,150,239
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,131,177
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,28,180
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,161,180
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,13,101
ENSG00000077549.17,chr1,19339617,19344357,ES,False,19,133
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,31,153
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,103,152
ENSG00000162458.12,chr1,15774636,15774796,TSS,True,99,152
ENSG00000198626.15,chr1,237610781,237610988,TSS,True,553,650
ENSG00000198626.15,chr1,237660809,237660947,TSS,True,326,366
ENSG00000198626.15,chr1,237700257,237700467,TSS,True,244,297
ENSG00000198626.15,chr1,237783826,237784972,TSS,True,206,247
ENSG00000198626.15,chr1,237659984,237660076,PAS,True,174,443
ENSG00000198626.15,chr1,237593475,237596504,PAS,True,146,163
ENSG00000198626.15,chr1,237667882,237667940,PAS,True,424,488
ENSG00000198626.15,chr1,237783674,237784973,PAS,True,488,606
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,23,101
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,26,102
ENSG00000130770.17,chr1,28236099,28236270,TSS,True,35,252
ENSG00000077157.21,chr1,202564547,202567780,3AS,True,69,219
ENSG00000077157.21,chr1,202462713,202463097,TSS,False,216,386
ENSG00000077157.21,chr1,202580473,202588569,PAS,True,47,269
ENSG00000004487.16,chr1,23030634,23050386,ES,False,65,158
ENSG00000198892.6,chr1,201888488,201889067,TSS,False,98,139
ENSG00000198892.6,chr1,201888511,201889616,TSS,True,113,139
ENSG00000198892.6,chr1,201891460,201891568,TSS,True,120,139
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,17,105
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,77,168
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,21,134
ENSG00000134240.11,chr1,119768740,119768968,TSS,True,17,115
ENSG00000127472.10,chr1,20028204,20028709,TSS,True,97,133
ENSG00000127472.10,chr1,20070161,20070465,TSS,True,84,133
ENSG00000162614.18,chr1,77888144,77888759,TSS,True,490,831
ENSG00000162614.18,chr1,77918135,77918273,TSS,False,435,732
ENSG00000162614.18,chr1,77926413,77926538,PAS,True,404,736
ENSG00000162614.18,chr1,77917565,77917712,PAS,True,268,341
ENSG00000162614.18,chr1,77929315,77931412,PAS,True,614,778
ENSG00000178104.19,chr1,149001696,149002849,5AS,False,75,167
ENSG00000178104.19,chr1,149003042,149003613,3AS,False,72,187
ENSG00000178104.19,chr1,149021153,149026714,ES,False,99,372
ENSG00000178104.19,chr1,149021153,149027400,ME,True,99,130
ENSG00000178104.19,chr1,148889404,148889894,TSS,True,617,1110
ENSG00000178104.19,chr1,149024442,149024684,TSS,True,570,643
ENSG00000178104.19,chr1,149027180,149027627,TSS,True,560,643
ENSG00000178104.19,chr1,148974513,148974594,PAS,True,326,586
ENSG00000178104.19,chr1,149031999,149033019,PAS,True,516,1082
ENSG00000162409.10,chr1,56645314,56645481,TSS,True,87,141
ENSG00000143575.14,chr1,154272510,154272776,TSS,True,30,145
ENSG00000143575.14,chr1,154272623,154273961,TSS,True,119,142
ENSG00000143499.13,chr1,214281427,214314761,ES,False,38,315
ENSG00000171735.18,chr1,6785575,6825091,ES,False,39,165
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,19,169
ENSG00000143612.20,chr1,154214574,154220341,ES,False,24,175
ENSG00000133065.10,chr1,205789091,205791718,PAS,True,44,155
ENSG00000133065.10,chr1,205807650,205811087,PAS,False,85,118
ENSG00000133065.10,chr1,205812807,205813196,TSS,False,112,226
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,45,134
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,75,143
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,120,143
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,304,1009
ENSG00000117335.19,chr1,207767195,207770320,ES,False,109,146
ENSG00000117335.19,chr1,207785682,207793518,ES,False,86,154
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,29,161
ENSG00000143742.12,chr1,225783368,225789239,ES,False,148,168
ENSG00000009307.15,chr1,114736855,114737962,ES,False,895,1028
ENSG00000009307.15,chr1,114739890,114749820,ES,False,121,974
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,368,1137
ENSG00000009307.15,chr1,114749820,114750283,TSS,True,890,1135
ENSG00000118194.18,chr1,201362022,201363295,5AS,True,59,384
ENSG00000118194.18,chr1,201359007,201359255,PAS,True,1549,4485
ENSG00000118194.18,chr1,201363879,201365307,PAS,True,3164,3704
ENSG00000118194.18,chr1,201368161,201368227,PAS,True,2681,3262
ENSG00000118194.18,chr1,201364297,201364375,TSS,True,3121,3507
ENSG00000118194.18,chr1,201372026,201375128,TSS,True,1816,4644
ENSG00000198842.9,chr1,167094063,167094194,TSS,False,122,571
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,106,128
ENSG00000204219.10,chr1,23424564,23424783,TSS,True,28,201
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,111,186
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,86,183
ENSG00000116688.16,chr1,11980484,11981973,3AS,True,46,295
ENSG00000116688.16,chr1,11982114,11989164,ES,False,212,307
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,626,937
ENSG00000116871.15,chr1,36173478,36176198,ES,False,30,111
ENSG00000116871.15,chr1,36176321,36176417,IR,False,52,113
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,161,231
ENSG00000184007.20,chr1,31937986,31938382,TSS,True,22,207
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,142,253
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,190,332
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,221,332
ENSG00000168118.11,chr1,229271370,229295847,ES,False,18,111
ENSG00000168118.11,chr1,229295910,229297519,3AS,False,16,120
ENSG00000142910.15,chr1,31576595,31579203,ES,False,20,193
ENSG00000142910.15,chr1,31576507,31576595,TSS,True,122,324
ENSG00000142910.15,chr1,31576514,31577458,TSS,True,271,324
ENSG00000018625.14,chr1,160115717,160115873,TSS,True,114,128
ENSG00000018625.14,chr1,160135836,160135993,TSS,True,81,127
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,48,144
ENSG00000127054.20,chr1,1319295,1320454,TSS,True,127,144
ENSG00000173436.14,chr1,19596974,19597109,TSS,True,44,341
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,27,107
ENSG00000135744.7,chr1,230714085,230714144,TSS,False,64,107
