gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF875QHC_in_cov,right_cardiac_atrium_ENCFF875QHC_total_cov
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,106,124
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,162,181
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,70,233
ENSG00000248098.11,chr19,41397798,41397935,TSS,True,18,170
ENSG00000178982.9,chr19,38619078,38619327,TSS,True,168,485
ENSG00000178982.9,chr19,38635045,38635118,TSS,True,321,479
ENSG00000133265.10,chr19,55280034,55280365,TSS,False,16,132
ENSG00000070423.17,chr19,650296,651691,5AS,False,11,102
ENSG00000070423.17,chr19,663046,663326,TSS,True,33,138
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,47,131
ENSG00000142534.6,chr19,49496398,49497325,TSS,True,106,131
ENSG00000006016.10,chr19,18594107,18594246,3AS,True,70,106
ENSG00000006016.10,chr19,18606541,18606855,TSS,False,39,117
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,109,186
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,122,186
ENSG00000127527.13,chr19,16354897,16355851,PAS,False,68,107
ENSG00000127527.13,chr19,16355250,16361984,PAS,True,50,107
ENSG00000127527.13,chr19,16471912,16472049,TSS,True,42,124
ENSG00000105677.11,chr19,35545599,35545816,TSS,True,37,158
ENSG00000198816.6,chr19,7515941,7516249,TSS,False,109,217
ENSG00000176490.4,chr19,2721303,2721451,TSS,True,280,384
ENSG00000104870.12,chr19,49512261,49512750,TSS,True,141,231
ENSG00000104870.12,chr19,49513020,49513473,TSS,True,116,231
ENSG00000174886.12,chr19,5903611,5903957,TSS,True,96,584
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,246,1079
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,911,1079
ENSG00000126934.13,chr19,4123783,4124170,TSS,True,121,473
ENSG00000125651.13,chr19,6381612,6381696,3AS,True,29,103
ENSG00000125651.13,chr19,6392983,6393444,TSS,True,29,112
ENSG00000127616.18,chr19,10960725,10961174,TSS,True,64,122
ENSG00000127616.18,chr19,11061783,11062296,PAS,True,83,121
ENSG00000130881.13,chr19,33194163,33194858,TSS,False,22,129
ENSG00000105559.11,chr19,48868082,48868678,TSS,True,46,100
ENSG00000087074.7,chr19,48872406,48872651,TSS,False,69,612
ENSG00000087074.7,chr19,48873911,48874898,TSS,True,532,595
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,117,1101
ENSG00000187550.8,chr19,55528610,55530323,PAS,False,40,357
ENSG00000187550.8,chr19,55537053,55537147,TSS,False,75,357
ENSG00000187550.8,chr19,55536041,55536298,TSS,True,313,357
ENSG00000125734.15,chr19,6737456,6737625,TSS,True,44,113
ENSG00000125734.15,chr19,6736989,6737305,TSS,True,84,113
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,32,146
ENSG00000064961.18,chr19,3572968,3573347,TSS,True,131,146
ENSG00000066044.14,chr19,8005494,8005684,TSS,True,39,329
ENSG00000090372.14,chr19,46746148,46747040,TSS,True,38,105
ENSG00000105429.12,chr19,42353767,42354024,TSS,True,91,135
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,91,299
ENSG00000269858.5,chr19,40800218,40801415,TSS,True,216,299
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,181,208
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,152,333
ENSG00000198258.10,chr19,9827921,9828393,TSS,True,250,333
ENSG00000142541.16,chr19,49487604,49487644,TSS,True,31,274
ENSG00000077009.13,chr19,3938759,3942082,ME,True,45,140
ENSG00000077009.13,chr19,3933384,3933697,TSS,False,231,1562
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,95,112
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,37,112
ENSG00000125733.17,chr19,6744994,6746451,ES,False,88,222
ENSG00000125733.17,chr19,6744994,6746451,3AS,False,88,108
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,42,267
ENSG00000142453.11,chr19,10871331,10871922,TSS,True,14,103
ENSG00000124440.15,chr19,46297005,46297102,TSS,False,83,106
ENSG00000124440.15,chr19,46298295,46298514,TSS,True,71,106
ENSG00000124440.15,chr19,46312292,46312653,TSS,True,91,106
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,93,293
ENSG00000108107.14,chr19,55386573,55386693,TSS,True,236,293
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,15,112
ENSG00000130203.9,chr19,44905408,44905841,TSS,False,41,149
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,61,278
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,28,278
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,116,299
ENSG00000104969.9,chr19,2768968,2769288,TSS,True,268,299
ENSG00000125648.14,chr19,6444301,6453980,ES,False,23,162
ENSG00000125648.14,chr19,6444301,6454322,ES,False,26,199
ENSG00000125648.14,chr19,6436070,6436464,PAS,True,159,230
ENSG00000125648.14,chr19,6440061,6442159,PAS,True,148,209
ENSG00000125648.14,chr19,6459472,6459837,TSS,True,35,230
ENSG00000141867.17,chr19,15332289,15332553,TSS,True,32,163
ENSG00000104915.14,chr19,13150138,13150374,TSS,True,28,103
ENSG00000104915.14,chr19,13149727,13150371,TSS,True,79,103
ENSG00000167676.4,chr19,4510445,4512051,TSS,True,274,368
ENSG00000160392.13,chr19,40321350,40322027,IR,False,102,119
ENSG00000160392.13,chr19,40321059,40322376,PAS,True,99,116
ENSG00000160392.13,chr19,40321051,40321350,PAS,True,19,121
ENSG00000160392.13,chr19,40348323,40348430,TSS,False,85,121
ENSG00000160392.13,chr19,40341838,40341966,TSS,False,69,121
ENSG00000160392.13,chr19,40326333,40326409,TSS,True,102,121
ENSG00000105447.12,chr19,48445459,48446192,TSS,False,12,112
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,106,119
ENSG00000032444.16,chr19,7541450,7541684,TSS,True,96,119
ENSG00000032444.16,chr19,7541980,7542670,TSS,True,100,119
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,80,172
ENSG00000133243.8,chr19,1997343,1998286,TSS,True,126,171
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,54,101
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,21,106
ENSG00000130511.15,chr19,18433300,18433613,TSS,True,95,106
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,35,333
ENSG00000167460.15,chr19,16101263,16103005,PAS,True,114,312
ENSG00000167460.15,chr19,16095263,16095528,PAS,True,201,312
ENSG00000105323.16,chr19,41304261,41305675,3AS,False,136,152
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,124,198
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,46,335
ENSG00000074219.13,chr19,49355206,49355311,5AS,False,69,101
ENSG00000074219.13,chr19,49355419,49357251,ES,False,35,100
ENSG00000074219.13,chr19,49362372,49362455,TSS,False,83,147
ENSG00000074219.13,chr19,49348702,49348837,TSS,True,119,146
ENSG00000074219.13,chr19,49359843,49361917,TSS,True,118,147
ENSG00000105401.8,chr19,10395343,10395434,IR,False,260,292
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,111,394
ENSG00000197256.10,chr19,11194590,11195621,5AS,False,64,155
ENSG00000197256.10,chr19,11195820,11197484,ES,False,75,125
ENSG00000197256.10,chr19,11164266,11166611,PAS,True,38,331
ENSG00000197256.10,chr19,11197484,11197587,TSS,True,237,388
ENSG00000197256.10,chr19,11174472,11174896,TSS,True,315,352
ENSG00000197256.10,chr19,11192830,11194039,TSS,True,334,381
ENSG00000099797.14,chr19,14529263,14529711,TSS,True,120,202
ENSG00000099797.14,chr19,14563431,14564097,TSS,True,113,202
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,138,517
ENSG00000105058.11,chr19,16185516,16185623,IR,False,93,115
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,22,115
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,93,115
ENSG00000171119.2,chr19,5805019,5805451,TSS,True,55,348
ENSG00000171119.2,chr19,5824020,5824334,TSS,False,297,348
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,38,327
ENSG00000126457.21,chr19,49677316,49680486,ES,False,153,184
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,34,107
ENSG00000099783.11,chr19,8465362,8465479,IR,False,92,202
ENSG00000099783.11,chr19,8471427,8474166,ES,False,51,204
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,28,225
ENSG00000099290.16,chr10,50067890,50068008,TSS,True,159,225
ENSG00000099290.16,chr10,50091554,50093386,TSS,True,103,224
ENSG00000099290.16,chr10,50132805,50133510,PAS,True,32,222
ENSG00000015171.19,chr10,210048,236837,ES,False,52,185
ENSG00000015171.19,chr10,134876,135302,TSS,False,170,197
ENSG00000015171.19,chr10,135381,135559,TSS,True,57,197
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,39,103
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,45,109
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,71,110
ENSG00000099204.19,chr10,114431111,114436373,PAS,True,51,120
ENSG00000099204.19,chr10,114631901,114632255,TSS,True,282,314
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,77,210
ENSG00000138279.15,chr10,73388414,73396518,ES,False,76,420
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,78,423
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,353,423
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,86,341
ENSG00000119950.20,chr10,110225977,110226283,TSS,True,57,198
ENSG00000119950.20,chr10,110207575,110208082,TSS,True,174,198
ENSG00000107679.14,chr10,122374562,122374806,TSS,False,14,108
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,24,208
ENSG00000078114.18,chr10,20897124,20897629,TSS,True,143,191
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,128,152
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,70,150
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,244,1271
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,81,426
ENSG00000175470.19,chr10,131900657,131901155,TSS,True,28,127
ENSG00000048740.18,chr10,11314258,11321206,3AS,False,111,135
ENSG00000048740.18,chr10,11314258,11321206,5AS,False,111,141
ENSG00000048740.18,chr10,11017526,11018163,TSS,True,70,210
ENSG00000048740.18,chr10,11330455,11334358,PAS,True,26,192
ENSG00000171307.18,chr10,97446353,97451670,ES,False,89,104
ENSG00000171307.18,chr10,97452503,97453617,3AS,False,22,101
ENSG00000171307.18,chr10,97453663,97454713,ES,False,30,102
ENSG00000099246.16,chr10,27504185,27504437,TSS,True,17,157
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,22,111
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,104,287
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,212,248
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,207,239
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,53,287
ENSG00000107581.12,chr10,119041993,119042695,TSS,True,160,189
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,31,227
ENSG00000148484.17,chr10,16782084,16817314,ES,False,12,109
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,17,126
ENSG00000188690.13,chr10,125788574,125789005,PAS,True,15,131
ENSG00000188690.13,chr10,125823028,125823288,TSS,True,14,139
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,63,432
ENSG00000134463.14,chr10,11763223,11764127,PAS,True,49,425
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,36,205
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,55,489
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,85,528
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,60,504
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,447,504
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,40,171
ENSG00000148834.12,chr10,104254840,104255271,TSS,True,134,171
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,51,435
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,78,286
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,37,134
ENSG00000122873.11,chr10,58269123,58269304,TSS,True,21,168
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,36,155
ENSG00000173269.13,chr10,86942316,86943985,TSS,True,132,155
ENSG00000198728.10,chr10,102109920,102110032,TSS,True,97,108
ENSG00000198728.10,chr10,102109599,102109632,TSS,True,87,104
ENSG00000198728.10,chr10,102120085,102121398,TSS,True,57,108
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,87,328
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,255,328
ENSG00000122367.19,chr10,86668408,86668570,TSS,False,1081,1296
ENSG00000122367.19,chr10,86716356,86716771,TSS,True,689,875
ENSG00000122367.19,chr10,86717964,86718847,TSS,False,783,874
ENSG00000122367.19,chr10,86732886,86736149,PAS,True,424,904
ENSG00000122367.19,chr10,86699277,86700059,PAS,True,107,323
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,34,141
ENSG00000065613.13,chr10,104025573,104029231,PAS,False,120,145
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,112,372
ENSG00000095637.22,chr10,95311770,95315126,PAS,True,34,164
ENSG00000095637.22,chr10,95336520,95337240,TSS,True,137,213
ENSG00000120049.19,chr10,101829199,101831071,ES,False,82,110
ENSG00000120049.19,chr10,101829199,101843495,ES,False,1063,1187
ENSG00000120049.19,chr10,101843495,101843846,TSS,True,160,1357
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,33,123
ENSG00000148719.14,chr10,72332835,72335931,PAS,True,92,117
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,17,126
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,116,669
ENSG00000119938.8,chr10,91632955,91633070,TSS,False,47,291
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,29,141
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,119,141
ENSG00000198546.14,chr10,133312787,133313162,PAS,True,20,105
ENSG00000198546.14,chr10,133311715,133313162,PAS,True,86,105
ENSG00000122359.17,chr10,80172869,80205342,ES,False,371,791
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,469,1260
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,1075,1257
ENSG00000095787.21,chr10,28533081,28533620,TSS,True,50,121
ENSG00000095787.21,chr10,28619536,28623010,PAS,True,11,103
ENSG00000165424.6,chr10,79445194,79445639,TSS,False,99,154
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,98,131
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,46,131
ENSG00000150093.18,chr10,32901635,32908367,ES,False,375,732
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,138,312
ENSG00000148677.6,chr10,90919181,90919268,PAS,True,149,236
ENSG00000148677.6,chr10,90920168,90920348,PAS,True,180,204
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,633,831
ENSG00000107562.16,chr10,44384944,44385097,TSS,True,92,116
ENSG00000189319.13,chr10,124744012,124744377,TSS,True,83,101
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,104,138
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,70,138
ENSG00000107897.18,chr10,27242058,27242116,TSS,True,118,138
ENSG00000197746.13,chr10,71822007,71825836,3AS,False,277,309
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,752,4314
ENSG00000108175.16,chr10,79068929,79069270,TSS,False,143,163
ENSG00000107771.16,chr10,84328541,84328808,TSS,True,45,183
ENSG00000107771.16,chr10,84424843,84425048,TSS,True,153,183
ENSG00000151632.17,chr10,5003751,5003891,TSS,True,56,198
ENSG00000151632.17,chr10,4991830,4991915,TSS,True,157,193
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,22,123
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,110,123
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,426,507
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,87,507
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,61,157
ENSG00000035403.17,chr10,74109156,74114183,ES,False,81,169
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,360,465
ENSG00000166295.8,chr10,72216072,72220053,5AS,True,24,136
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,59,348
ENSG00000166295.8,chr10,72216138,72223887,ES,False,206,288
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,125,479
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,383,479
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,112,341
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,300,341
ENSG00000107551.20,chr10,44970264,44971772,IR,False,200,223
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,168,227
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,39,263
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,208,251
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,60,252
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,32,174
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,136,260
ENSG00000197321.14,chr10,29555051,29555108,PAS,False,84,118
ENSG00000197321.14,chr10,29532739,29533458,PAS,True,60,128
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,88,129
ENSG00000197321.14,chr10,29634419,29634973,TSS,False,177,259
ENSG00000197893.13,chr10,113589079,113589665,3AS,False,84,116
ENSG00000197893.13,chr10,113588705,113589079,PAS,True,89,173
ENSG00000197893.13,chr10,113588714,113589082,PAS,True,141,173
ENSG00000197893.13,chr10,113604608,113604885,TSS,True,122,157
ENSG00000197893.13,chr10,113663810,113664121,TSS,True,139,209
ENSG00000138162.18,chr10,122216828,122224725,5AS,False,54,115
ENSG00000138162.18,chr10,122210526,122211708,TSS,True,95,189
ENSG00000138162.18,chr10,122229356,122229486,TSS,True,140,186
ENSG00000138162.18,chr10,122253990,122254543,PAS,True,40,220
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,43,153
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,25,178
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,72,172
ENSG00000134452.19,chr10,5890346,5906036,ES,False,19,167
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,64,233
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,193,231
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,55,102
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,18,105
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,66,113
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,58,113
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,291,420
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,147,425
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,176,268
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,113,168
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,105,261
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,38,149
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,25,103
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,82,103
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,88,255
ENSG00000092054.12,chr14,23435619,23435764,TSS,False,736,838
ENSG00000092054.12,chr14,23414994,23415046,TSS,True,597,823
ENSG00000092054.12,chr14,23413758,23413818,TSS,True,679,823
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,27,146
ENSG00000184601.10,chr14,104588309,104588577,IR,True,127,179
ENSG00000184601.10,chr14,104588309,104588621,3AS,False,29,156
ENSG00000184601.10,chr14,104579736,104580003,TSS,True,76,252
ENSG00000184601.10,chr14,104588273,104589846,PAS,True,156,208
ENSG00000184601.10,chr14,104588577,104589846,PAS,True,82,208
ENSG00000184601.10,chr14,104588621,104589847,PAS,False,179,208
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,32,285
ENSG00000100722.19,chr14,88578140,88607242,ES,False,35,105
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,48,106
ENSG00000100722.19,chr14,88611744,88615473,PAS,True,30,135
ENSG00000100722.19,chr14,88586570,88586848,PAS,False,110,133
ENSG00000140092.14,chr14,91936946,91937186,TSS,True,119,183
ENSG00000140092.14,chr14,91947212,91947944,TSS,True,100,183
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,54,422
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,187,249
ENSG00000092199.17,chr14,21234229,21269297,ES,False,39,238
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,31,271
ENSG00000184887.13,chr14,105249085,105249156,IR,False,136,175
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,156,182
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,59,182
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,157,182
ENSG00000073712.14,chr14,52856948,52858550,PAS,True,12,101
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,46,102
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,79,104
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,58,104
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,91,104
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,28,228
ENSG00000184990.12,chr14,104753129,104753319,TSS,True,13,109
ENSG00000184990.12,chr14,104759427,104759657,PAS,True,18,109
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,115,221
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,115,220
ENSG00000165795.23,chr14,21022497,21023240,ES,False,223,669
ENSG00000165795.23,chr14,21023321,21025028,ES,False,314,474
ENSG00000165795.23,chr14,21023321,21025676,ES,False,62,116
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,323,798
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,682,798
ENSG00000133943.20,chr14,91114283,91157638,ES,False,237,327
ENSG00000133943.20,chr14,91145313,91157638,ES,False,55,109
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,214,410
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,65,419
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,427,477
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,150,477
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,50,126
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,87,120
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,69,115
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,73,114
ENSG00000156381.8,chr14,102508549,102509528,ES,True,183,360
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,201,562
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,456,562
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,318,638
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,542,623
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,295,516
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,354,430
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,289,651
ENSG00000140105.17,chr14,100361921,100375282,ES,False,16,101
ENSG00000140105.17,chr14,100361921,100376259,ES,False,17,130
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,139,269
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,173,269
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,99,126
ENSG00000054654.16,chr14,63853379,63853654,TSS,True,102,126
ENSG00000054654.16,chr14,64225318,64226434,PAS,True,69,121
ENSG00000126777.17,chr14,55580354,55612018,ES,False,160,194
ENSG00000126777.17,chr14,55580354,55616516,ES,True,18,170
ENSG00000126777.17,chr14,55661612,55667240,ES,False,75,155
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,39,255
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,97,255
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,181,231
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,663,4293
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,48,211
ENSG00000142208.16,chr14,104792722,104795483,ES,False,745,877
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,36,120
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,167,284
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,186,284
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,51,401
ENSG00000053254.15,chr14,89180806,89280949,ES,False,79,142
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,148,226
ENSG00000053254.15,chr14,89411933,89412394,TSS,True,202,226
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,195,226
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,46,131
ENSG00000154001.13,chr14,63371364,63376108,PAS,True,23,135
ENSG00000154001.13,chr14,63379826,63382157,PAS,True,112,135
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,20,136
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,23,170
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,149,170
ENSG00000198894.7,chr14,77098214,77098361,TSS,True,27,110
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,60,115
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,88,115
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,27,106
ENSG00000100650.15,chr14,69771196,69772005,PAS,True,95,106
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,49,488
ENSG00000196136.17,chr14,94612443,94614433,5AS,False,18,111
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,74,167
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,149,167
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,132,167
ENSG00000179364.13,chr14,105368515,105369840,5AS,False,18,114
ENSG00000179364.13,chr14,105382046,105382476,5AS,False,106,119
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,53,159
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,21,141
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,51,171
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,150,171
ENSG00000182979.17,chr14,105419433,105420063,TSS,True,176,211
ENSG00000182979.17,chr14,105467232,105469498,TSS,False,167,198
ENSG00000182979.17,chr14,105469908,105469992,TSS,True,142,198
ENSG00000182979.17,chr14,105468814,105469160,TSS,False,175,198
ENSG00000092096.16,chr14,23352645,23355244,TSS,True,79,104
ENSG00000197616.11,chr14,23382559,23383224,IR,True,108,153
ENSG00000197616.11,chr14,23383316,23384441,IR,True,59,178
ENSG00000197616.11,chr14,23383320,23384217,IR,True,83,118
ENSG00000197616.11,chr14,23387651,23387757,IR,True,22,100
ENSG00000197616.11,chr14,23407236,23408252,5AS,True,54,142
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,33058,37309
ENSG00000197616.11,chr14,23384441,23384543,TSS,True,28032,36320
ENSG00000197616.11,chr14,23382427,23382487,TSS,True,24369,36250
ENSG00000092330.16,chr14,24240155,24240262,IR,False,11,103
ENSG00000092330.16,chr14,24240330,24240418,IR,False,11,103
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,13,103
ENSG00000185100.10,chr14,104724172,104724462,TSS,False,53,500
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,78,325
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,129,358
ENSG00000075413.17,chr14,103405071,103405267,TSS,False,261,354
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,93,111
ENSG00000092148.12,chr14,31114295,31114340,PAS,True,96,107
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,93,111
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,50,111
ENSG00000213145.9,chr14,105487194,105487299,TSS,True,63,109
ENSG00000213145.9,chr14,105487197,105488388,TSS,True,59,109
