gene,chr,start,end,splice_type,novel,heart_left_ventricle_ENCFF502LAB_in_cov,heart_left_ventricle_ENCFF502LAB_total_cov
ENSG00000165238.16,chr9,93300048,93300149,TSS,True,146,169
ENSG00000165238.16,chr9,93320366,93320572,PAS,True,102,181
ENSG00000165238.16,chr9,93317872,93319218,PAS,True,159,181
ENSG00000165238.16,chr9,93318027,93319208,PAS,False,157,181
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,79,389
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,24,107
ENSG00000198467.14,chr9,35684550,35685268,ME,False,164,342
ENSG00000198467.14,chr9,35684550,35685063,ES,True,164,203
ENSG00000198467.14,chr9,35684807,35685268,ES,True,179,219
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,407,509
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,86,418
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,145,509
ENSG00000198467.14,chr9,35682523,35683157,TSS,True,111,130
ENSG00000148341.17,chr9,129010693,129012235,IR,False,89,100
ENSG00000148341.17,chr9,129028091,129028360,TSS,True,12,112
ENSG00000107104.18,chr9,744589,745172,IR,False,126,142
ENSG00000107104.18,chr9,504037,504754,TSS,True,134,149
ENSG00000107104.18,chr9,710797,713464,TSS,True,124,147
ENSG00000107104.18,chr9,738206,738504,TSS,True,113,144
ENSG00000107104.18,chr9,593985,594080,TSS,True,108,147
ENSG00000107104.18,chr9,693679,693786,TSS,True,131,147
ENSG00000107104.18,chr9,745172,746105,PAS,True,23,149
ENSG00000107104.18,chr9,744490,746104,PAS,True,132,148
ENSG00000054148.17,chr9,136850137,136850754,ES,False,251,283
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,121,312
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,255,312
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,271,312
ENSG00000176101.11,chr9,137188778,137189065,IR,False,54,128
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,87,143
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,73,143
ENSG00000095209.11,chr9,105722621,105748072,ES,True,135,155
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,43,120
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,21,171
ENSG00000197958.12,chr9,127447876,127447966,TSS,True,153,171
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,76,151
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,26,234
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,63,259
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,220,263
ENSG00000188986.6,chr9,137255224,137255611,TSS,True,17,148
ENSG00000160539.5,chr9,131289699,131290448,TSS,True,88,201
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,33,278
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,23,106
ENSG00000119326.14,chr9,108990724,108990845,PAS,True,83,102
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,145,162
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,80,162
ENSG00000165269.12,chr9,33385231,33385648,3AS,False,56,149
ENSG00000165269.12,chr9,33385231,33385648,IR,False,56,135
ENSG00000165269.12,chr9,33385290,33385648,IR,False,93,172
ENSG00000165269.12,chr9,33385866,33386076,IR,True,188,223
ENSG00000165269.12,chr9,33386541,33395077,ES,False,20,199
ENSG00000165269.12,chr9,33401287,33402372,ES,False,143,168
ENSG00000165269.12,chr9,33383133,33386195,PAS,False,195,227
ENSG00000165269.12,chr9,33383194,33385290,PAS,True,139,232
ENSG00000165269.12,chr9,33383194,33385866,PAS,True,181,228
ENSG00000165269.12,chr9,33383132,33385231,PAS,True,176,232
ENSG00000165269.12,chr9,33402372,33402606,TSS,True,116,284
ENSG00000165269.12,chr9,33401236,33401415,TSS,True,249,284
ENSG00000106771.12,chr9,109073438,109085996,ES,True,16,148
ENSG00000106771.12,chr9,109073438,109087172,ES,True,25,243
ENSG00000106771.12,chr9,109080943,109087172,ES,False,70,202
ENSG00000106771.12,chr9,109091152,109106507,3AS,True,35,211
ENSG00000106771.12,chr9,109091155,109106507,ES,True,97,176
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,50,278
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,88,118
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,90,120
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,31,120
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,42,189
ENSG00000092841.18,chr12,56158711,56159586,ES,False,111,124
ENSG00000092841.18,chr12,56158711,56159586,3AS,False,111,126
ENSG00000092841.18,chr12,56158711,56159586,IR,False,111,127
ENSG00000092841.18,chr12,56160320,56160625,IR,False,83,132
ENSG00000092841.18,chr12,56160320,56161386,ES,False,47,129
ENSG00000092841.18,chr12,56160670,56161386,IR,True,91,133
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,191,343
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,43,181
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,138,178
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,69,108
ENSG00000060138.12,chr12,10704148,10713210,ES,False,1309,2351
ENSG00000167778.8,chr12,53079310,53079414,TSS,True,20,106
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,55,117
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,93,117
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,66,149
ENSG00000130779.20,chr12,122341697,122352725,ES,False,13,101
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,49,104
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,85,101
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,24,110
ENSG00000135469.13,chr12,56266845,56267252,TSS,True,199,252
ENSG00000135469.13,chr12,56267254,56267433,TSS,True,109,252
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,14,115
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,22,118
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,61,257
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,259,908
ENSG00000057294.14,chr12,32821355,32821902,TSS,True,760,864
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,89,588
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,195,548
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,412,548
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,94,276
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,209,276
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,487,546
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,308,854
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,76,155
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,55,108
ENSG00000182196.13,chr12,122981266,122981594,IR,False,55,108
ENSG00000182196.13,chr12,122981809,122982030,IR,False,31,194
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,132,208
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,138,208
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,474,2583
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,61,275
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,226,275
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,100,113
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,110,216
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,138,216
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,15,119
ENSG00000080371.5,chr12,71754847,71755288,TSS,False,32,244
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,20,155
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,156,201
ENSG00000135506.15,chr12,57719182,57720405,ES,False,115,207
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,34,216
ENSG00000172572.6,chr12,20368515,20370244,TSS,True,49,102
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,159,711
ENSG00000136026.13,chr12,106247368,106248154,TSS,False,27,183
ENSG00000174233.11,chr12,48788905,48789115,TSS,False,63,111
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,708,1055
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,138,1197
ENSG00000152556.16,chr12,48122677,48122766,IR,False,96,521
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,869,1285
ENSG00000152556.16,chr12,48122637,48122859,TSS,True,851,1285
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,15,112
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,23,112
ENSG00000135424.16,chr12,55698917,55700898,ME,False,17,169
ENSG00000135424.16,chr12,55694777,55695496,TSS,True,736,833
ENSG00000135424.16,chr12,55697215,55697441,TSS,True,708,833
ENSG00000135424.16,chr12,55707476,55707911,TSS,True,733,836
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,37,146
ENSG00000110841.13,chr12,27656615,27658138,PAS,True,75,116
ENSG00000110841.13,chr12,27692795,27695809,PAS,True,76,130
ENSG00000110841.13,chr12,27658815,27659024,PAS,False,95,116
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,24,145
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,121,136
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,31,170
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,39,156
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,135,155
ENSG00000122971.8,chr12,120725794,120725931,TSS,True,57,452
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,190,558
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,267,797
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,52,113
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,50,113
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,87,107
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,85,107
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,78,555
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,73,151
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,82,191
ENSG00000123416.15,chr12,49129499,49131393,TSS,True,170,190
ENSG00000188026.12,chr12,123472682,123484179,ME,True,200,241
ENSG00000188026.12,chr12,123472682,123484179,ME,True,200,242
ENSG00000188026.12,chr12,123472682,123484179,ES,False,54,297
ENSG00000188026.12,chr12,123471090,123472682,PAS,True,35,337
ENSG00000074527.11,chr12,95790254,95791334,TSS,True,22,179
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,75,686
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,15,105
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,69,119
ENSG00000159403.16,chr12,7091451,7092447,TSS,True,94,119
ENSG00000159403.16,chr12,7089292,7089435,TSS,True,105,119
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,54,212
ENSG00000166598.14,chr12,103937032,103937806,TSS,True,183,211
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,62,211
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,140,196
ENSG00000111666.10,chr12,101726404,101728900,5AS,True,232,266
ENSG00000111666.10,chr12,101726293,101729070,PAS,True,276,310
ENSG00000111666.10,chr12,101728900,101729074,PAS,True,45,311
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,118,237
ENSG00000086598.10,chr12,123586939,123590341,ES,True,50,206
ENSG00000174437.16,chr12,110281911,110282712,5AS,True,14,129
ENSG00000174437.16,chr12,110281203,110281918,TSS,True,660,774
ENSG00000174437.16,chr12,110342226,110342448,TSS,True,629,772
ENSG00000110799.13,chr12,5993861,5994182,TSS,True,115,135
ENSG00000110799.13,chr12,5976110,5976217,TSS,True,109,135
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,96,150
ENSG00000197111.15,chr12,53462567,53465931,ES,False,53,128
ENSG00000197111.15,chr12,53462567,53467220,ES,False,35,166
ENSG00000197111.15,chr12,53467293,53468776,ES,False,35,150
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,20,135
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,103,188
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,129,187
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,161,221
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,34,255
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,23,135
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,99,112
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,47,146
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,123,146
ENSG00000060237.16,chr12,752536,754324,TSS,True,65,171
ENSG00000060237.16,chr12,859244,859389,PAS,False,57,109
ENSG00000060237.16,chr12,861012,861140,PAS,False,62,112
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,155,1284
ENSG00000135486.17,chr12,54282874,54283811,ES,False,391,542
ENSG00000119242.8,chr12,123972528,123972956,TSS,True,47,137
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,86,175
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,155,174
ENSG00000111275.12,chr12,111766912,111767096,TSS,True,106,1049
ENSG00000012822.15,chr12,53727403,53727492,TSS,True,32,145
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,27,119
ENSG00000182326.14,chr12,7060675,7060877,TSS,True,19,138
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,40,106
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,69,106
ENSG00000110048.11,chr11,59574396,59576719,PAS,False,13,111
ENSG00000110048.11,chr11,59597559,59600627,PAS,True,92,104
ENSG00000110048.11,chr11,59615302,59615802,TSS,False,19,121
ENSG00000109846.7,chr11,111911523,111911816,TSS,True,186,1212
ENSG00000168056.15,chr11,65539881,65540244,ES,False,69,114
ENSG00000168056.15,chr11,65551401,65552157,TSS,True,89,121
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,103,121
ENSG00000168056.15,chr11,65547438,65547568,TSS,False,103,121
ENSG00000168056.15,chr11,65541125,65541281,TSS,True,108,121
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,103,390
ENSG00000014216.15,chr11,65181225,65181410,TSS,False,130,146
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,77,146
ENSG00000129170.9,chr11,19201953,19201989,TSS,True,604,1997
ENSG00000129170.9,chr11,19188135,19188295,TSS,True,1511,1997
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,22,151
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,31,137
ENSG00000214530.9,chr11,72757766,72757812,TSS,True,117,137
ENSG00000177600.8,chr11,809902,810039,TSS,True,46,179
ENSG00000177600.8,chr11,810003,810357,TSS,True,147,179
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,20,176
ENSG00000165915.13,chr11,47412467,47413596,ES,False,17,136
ENSG00000165915.13,chr11,47415159,47415287,IR,False,133,148
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,42,161
ENSG00000165915.13,chr11,47415287,47416590,PAS,False,19,150
ENSG00000165915.13,chr11,47415059,47416586,PAS,False,133,148
ENSG00000134571.10,chr11,47331881,47332078,IR,True,22,148
ENSG00000134571.10,chr11,47346384,47347425,3AS,True,306,2531
ENSG00000134571.10,chr11,47346384,47347425,IR,True,306,374
ENSG00000134571.10,chr11,47352622,47352764,TSS,False,3843,5694
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,275,1828
ENSG00000109906.13,chr11,114059570,114059882,TSS,True,33,147
ENSG00000109906.13,chr11,114063209,114064568,TSS,False,132,147
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,28,140
ENSG00000150779.11,chr11,112085462,112086639,ES,False,90,114
ENSG00000150779.11,chr11,112086639,112086756,TSS,True,16,130
ENSG00000110429.13,chr11,33774393,33774530,TSS,True,16,122
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,24,107
ENSG00000160703.15,chr11,119168721,119169042,TSS,True,81,115
ENSG00000160703.15,chr11,119168724,119168894,TSS,False,103,115
ENSG00000160703.15,chr11,119173490,119174098,TSS,True,94,113
ENSG00000085063.15,chr11,33722463,33736381,ES,False,153,259
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,108,367
ENSG00000175467.14,chr11,65961262,65962093,TSS,True,12,110
ENSG00000172638.12,chr11,65866712,65866844,IR,False,30,163
ENSG00000172638.12,chr11,65871363,65871969,3AS,False,102,115
ENSG00000172638.12,chr11,65866299,65867079,PAS,True,41,176
ENSG00000172638.12,chr11,65866305,65866712,PAS,True,141,178
ENSG00000172638.12,chr11,65872682,65873622,TSS,True,65,178
ENSG00000172638.12,chr11,65871156,65872019,TSS,False,135,178
ENSG00000167283.7,chr11,118401583,118401717,TSS,True,69,516
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,388,1193
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,993,1183
ENSG00000084234.17,chr11,130122513,130126699,ES,False,90,265
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,74,341
ENSG00000165912.15,chr11,47183069,47186348,ES,False,170,194
ENSG00000165912.15,chr11,47186348,47187001,TSS,True,170,384
ENSG00000165912.15,chr11,47183003,47186435,TSS,True,260,384
ENSG00000251562.8,chr11,65502393,65502636,IR,False,11,100
ENSG00000251562.8,chr11,65499044,65502393,TSS,True,96,107
ENSG00000174080.10,chr11,66568273,66568610,TSS,False,34,233
ENSG00000149743.13,chr11,64226049,64226256,TSS,True,21,102
ENSG00000117984.13,chr11,1763791,1763988,TSS,True,412,876
ENSG00000117984.13,chr11,1761308,1763976,TSS,True,756,876
ENSG00000170276.5,chr11,111912736,111912923,TSS,False,36,116
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,18,108
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,21,105
ENSG00000151376.16,chr11,86671761,86672189,TSS,True,35,118
ENSG00000151376.16,chr11,86672323,86672622,TSS,True,102,118
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,415,502
ENSG00000166333.13,chr11,6603724,6603822,TSS,False,64,569
ENSG00000166902.4,chr11,59810603,59810816,TSS,True,14,111
ENSG00000110092.3,chr11,69641087,69641511,TSS,True,77,123
ENSG00000110092.3,chr11,69643025,69643246,TSS,True,93,121
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,31,172
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,46,172
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,128,170
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,46,222
ENSG00000084207.16,chr11,67583815,67584169,TSS,False,199,222
ENSG00000149100.12,chr11,32583783,32583929,TSS,True,15,140
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,44,212
ENSG00000149823.8,chr11,65096140,65096478,TSS,False,60,283
ENSG00000149823.8,chr11,65109320,65109495,TSS,True,252,283
ENSG00000151502.10,chr11,134224621,134225345,TSS,True,29,166
ENSG00000121691.5,chr11,34438670,34439079,TSS,True,14,109
ENSG00000110651.11,chr11,2377308,2377615,TSS,False,66,367
ENSG00000023191.16,chr11,502181,507112,3AS,False,182,346
ENSG00000023191.16,chr11,507112,507279,TSS,True,197,556
ENSG00000023191.16,chr11,504823,506849,TSS,True,498,554
ENSG00000078902.15,chr11,1309465,1309673,TSS,True,59,132
ENSG00000205531.12,chr11,2945646,2951258,ES,False,253,366
ENSG00000205531.12,chr11,2979237,2991793,ES,True,97,112
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,159,393
ENSG00000205531.12,chr11,2991793,2992260,TSS,False,281,393
ENSG00000177697.18,chr11,833026,836062,ES,False,120,375
ENSG00000177697.18,chr11,832731,833026,TSS,True,180,555
ENSG00000177697.18,chr11,834521,834591,TSS,False,480,555
ENSG00000149294.16,chr11,112961269,112961665,TSS,True,84,114
ENSG00000221968.8,chr11,61876455,61876865,IR,False,76,110
ENSG00000221968.8,chr11,61891168,61891638,TSS,True,25,116
ENSG00000050165.17,chr11,12009171,12009385,TSS,False,1499,2720
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,1744,2720
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,112,365
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,63,307
ENSG00000149806.10,chr11,65122089,65122217,TSS,False,53,255
ENSG00000133315.10,chr11,63998687,63998954,ES,False,22,188
ENSG00000166441.12,chr11,8682731,8682816,TSS,False,24,126
ENSG00000118181.10,chr11,119018281,119018345,TSS,True,201,487
ENSG00000118181.10,chr11,119017361,119018342,TSS,True,303,487
ENSG00000177666.16,chr11,819537,819905,TSS,True,128,239
ENSG00000177666.16,chr11,822086,823855,TSS,True,207,239
ENSG00000166313.18,chr11,6418984,6419177,TSS,True,67,297
ENSG00000110435.11,chr11,34916571,34916815,TSS,True,26,206
ENSG00000170242.17,chr11,11842224,11880176,ES,False,103,193
ENSG00000170242.17,chr11,11956000,11959323,PAS,True,71,220
ENSG00000170242.17,chr11,11942334,11943323,PAS,True,169,219
ENSG00000172531.14,chr11,67401727,67401888,TSS,True,32,171
ENSG00000142082.14,chr11,216718,218831,5AS,False,106,125
ENSG00000142082.14,chr11,236047,236354,TSS,True,23,131
ENSG00000173511.9,chr11,64237222,64237520,3AS,False,213,342
ENSG00000173511.9,chr11,64234487,64234893,TSS,True,42,361
ENSG00000149809.14,chr11,65111981,65112514,5AS,False,30,152
ENSG00000149809.14,chr11,65111854,65112067,TSS,True,69,191
ENSG00000149809.14,chr11,65111861,65111981,TSS,False,161,191
ENSG00000115286.19,chr19,1383866,1383942,TSS,True,115,595
ENSG00000115286.19,chr19,1395390,1395589,PAS,True,63,546
ENSG00000182087.13,chr19,1011195,1011366,IR,False,109,175
ENSG00000182087.13,chr19,1011612,1011740,3AS,False,42,169
ENSG00000182087.13,chr19,1012188,1012462,IR,False,109,158
ENSG00000182087.13,chr19,1020771,1021251,TSS,True,134,283
ENSG00000161281.10,chr19,36152392,36152489,TSS,True,251,1849
ENSG00000266964.5,chr19,35138361,35138894,TSS,True,138,186
ENSG00000266964.5,chr19,35139612,35139767,TSS,True,105,186
ENSG00000266964.5,chr19,35142479,35142521,TSS,True,141,186
ENSG00000174917.8,chr19,5680457,5680594,TSS,True,21,102
ENSG00000130528.11,chr19,49151013,49151332,PAS,True,318,1881
ENSG00000141905.18,chr19,3359305,3359685,TSS,True,98,126
ENSG00000141905.18,chr19,3366560,3366666,TSS,True,101,126
ENSG00000129353.14,chr19,10602416,10602561,TSS,True,64,125
ENSG00000129353.14,chr19,10643278,10644560,PAS,True,31,105
ENSG00000129353.14,chr19,10642896,10644559,PAS,True,74,104
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,58,249
ENSG00000170906.15,chr19,54105932,54106011,TSS,False,204,249
ENSG00000130811.11,chr19,10119839,10120916,TSS,False,18,179
ENSG00000099785.10,chr19,8413420,8421788,ES,False,83,148
ENSG00000099785.10,chr19,8413279,8413420,TSS,True,30,178
ENSG00000065000.17,chr19,2100986,2102268,PAS,True,126,174
ENSG00000065000.17,chr19,2151238,2151618,TSS,True,80,180
ENSG00000006015.17,chr19,18588773,18588900,TSS,True,45,112
ENSG00000006015.17,chr19,18588993,18589683,TSS,False,82,112
ENSG00000132002.7,chr19,14518138,14518397,TSS,True,22,139
ENSG00000186994.11,chr19,8334499,8335882,TSS,False,179,209
ENSG00000186994.11,chr19,8343224,8343268,TSS,False,65,209
ENSG00000186994.11,chr19,8337794,8337886,TSS,True,188,209
ENSG00000104964.14,chr19,3062173,3062531,TSS,True,310,528
ENSG00000105223.19,chr19,40348542,40348768,TSS,True,56,119
ENSG00000105223.19,chr19,40364079,40365930,TSS,False,107,119
ENSG00000104852.14,chr19,49107712,49107821,3AS,False,72,222
ENSG00000104852.14,chr19,49085154,49085636,TSS,True,198,269
ENSG00000104852.14,chr19,49102417,49104735,TSS,True,139,268
ENSG00000104852.14,chr19,49107794,49108613,PAS,True,75,225
ENSG00000104852.14,chr19,49107821,49108613,PAS,True,153,225
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,143,249
ENSG00000179262.9,chr19,12945837,12946020,TSS,True,77,268
ENSG00000179262.9,chr19,12948689,12948813,TSS,False,219,268
ENSG00000104879.4,chr19,45315590,45317820,3AS,True,63,115
ENSG00000104879.4,chr19,45322820,45322876,TSS,False,2785,21972
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,81,148
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,33,148
ENSG00000099622.13,chr19,1272051,1272426,IR,False,173,206
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,42,242
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,44,218
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,196,229
ENSG00000004776.12,chr19,35756810,35757029,TSS,True,64,245
ENSG00000131943.17,chr19,29715124,29715535,TSS,True,32,131
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,212,816
ENSG00000099804.8,chr19,531703,532108,TSS,True,40,215
ENSG00000099804.8,chr19,536240,536340,TSS,True,187,215
ENSG00000130255.12,chr19,5690266,5690327,TSS,False,29,153
ENSG00000178980.14,chr19,47778284,47778814,TSS,True,447,847
ENSG00000130726.11,chr19,58544064,58545097,TSS,True,42,172
ENSG00000130726.11,chr19,58544065,58545537,TSS,True,151,172
ENSG00000072954.6,chr19,16660387,16661341,TSS,True,17,115
ENSG00000126247.10,chr19,36140157,36140999,3AS,False,37,149
ENSG00000126247.10,chr19,36140035,36140157,TSS,False,82,231
ENSG00000126247.10,chr19,36140093,36141220,TSS,True,162,231
ENSG00000197766.7,chr19,859524,859744,TSS,False,23,152
ENSG00000130159.13,chr19,11529061,11529194,TSS,True,39,387
ENSG00000123159.15,chr19,14491743,14496036,ES,False,61,160
ENSG00000125503.12,chr19,55092865,55093015,3AS,False,127,220
ENSG00000125503.12,chr19,55095600,55095866,3AS,False,44,101
ENSG00000125503.12,chr19,55117222,55117697,TSS,True,228,263
ENSG00000125503.12,chr19,55095444,55095601,TSS,True,207,259
ENSG00000125503.12,chr19,55096050,55096815,TSS,True,222,259
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,129,346
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,266,346
ENSG00000185236.11,chr19,8390213,8390456,TSS,True,27,248
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,152,346
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,54,365
ENSG00000126267.9,chr19,35648323,35648403,TSS,True,69,534
ENSG00000063245.14,chr19,55692796,55692953,3AS,False,48,114
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,74,155
ENSG00000104936.17,chr19,45770640,45771567,ES,False,155,418
ENSG00000104936.17,chr19,45771056,45771349,3AS,False,109,257
ENSG00000104936.17,chr19,45775034,45777341,5AS,False,61,397
ENSG00000104936.17,chr19,45782192,45784134,TSS,True,112,454
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,496,1529
ENSG00000104853.15,chr19,44955344,44955467,TSS,True,20,101
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,34,180
ENSG00000065717.14,chr19,3008945,3009577,5AS,True,25,127
ENSG00000065717.14,chr19,2997637,2997955,PAS,True,23,160
ENSG00000065717.14,chr19,3028880,3029363,TSS,True,55,160
ENSG00000130204.12,chr19,44891314,44891406,IR,False,90,108
ENSG00000130204.12,chr19,44891314,44891409,3AS,False,12,102
ENSG00000130204.12,chr19,44891224,44891689,TSS,True,107,125
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,23,125
ENSG00000099821.13,chr19,633424,633565,TSS,False,94,149
ENSG00000099821.13,chr19,621057,623305,TSS,True,91,149
ENSG00000186010.18,chr19,19516207,19516332,TSS,True,53,471
ENSG00000125652.7,chr19,6372762,6373024,TSS,False,31,160
ENSG00000125652.7,chr19,6374542,6374589,TSS,True,136,160
