gene,chr,start,end,splice_type,novel,heart_left_ventricle_ENCFF623IBV_in_cov,heart_left_ventricle_ENCFF623IBV_total_cov
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,287,373
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,334,373
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,18,136
ENSG00000089053.12,chr12,121352133,121352462,TSS,True,17,143
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,22,140
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,184,250
ENSG00000135506.15,chr12,57719182,57720405,ES,False,151,263
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,37,268
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,61,432
ENSG00000136026.13,chr12,106247368,106248154,TSS,False,26,216
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,1119,1752
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,239,431
ENSG00000152556.16,chr12,48122637,48122859,TSS,True,306,431
ENSG00000135424.16,chr12,55697050,55697215,3AS,False,60,596
ENSG00000135424.16,chr12,55698917,55700898,ME,False,26,248
ENSG00000135424.16,chr12,55694777,55695496,TSS,True,1035,1181
ENSG00000135424.16,chr12,55697215,55697441,TSS,True,1002,1181
ENSG00000135424.16,chr12,55707476,55707911,TSS,True,1034,1185
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,18,135
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,161,186
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,34,222
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,51,235
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,208,234
ENSG00000122971.8,chr12,120725794,120725931,TSS,True,23,227
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,80,323
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,173,521
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,153,187
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,131,187
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,85,823
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,131,214
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,178,456
ENSG00000188026.12,chr12,123472682,123484179,ME,True,177,207
ENSG00000188026.12,chr12,123472682,123484179,ME,True,177,207
ENSG00000188026.12,chr12,123472682,123484179,ES,False,38,248
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,18,106
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,78,407
ENSG00000166598.14,chr12,103937032,103937806,TSS,True,359,405
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,91,405
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,303,381
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,55,409
ENSG00000111666.10,chr12,101726404,101728900,5AS,True,300,374
ENSG00000111666.10,chr12,101728900,101729074,PAS,True,43,418
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,53,112
ENSG00000086598.10,chr12,123586939,123590341,ES,True,99,223
ENSG00000174437.16,chr12,110281911,110282712,5AS,True,22,152
ENSG00000174437.16,chr12,110281203,110281918,TSS,True,495,621
ENSG00000174437.16,chr12,110342226,110342448,TSS,True,505,617
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,89,120
ENSG00000197111.15,chr12,53462567,53467220,ES,False,35,129
ENSG00000197111.15,chr12,53467293,53468776,ES,False,32,111
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,24,103
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,73,155
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,118,155
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,174,220
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,48,271
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,13,105
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,51,122
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,109,122
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,100,122
ENSG00000060237.16,chr12,752536,754324,TSS,True,59,196
ENSG00000060237.16,chr12,859244,859389,PAS,False,83,137
ENSG00000060237.16,chr12,861012,861140,PAS,False,62,138
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,110,632
ENSG00000075415.12,chr12,98593685,98594135,TSS,True,556,632
ENSG00000135486.17,chr12,54282874,54283811,ES,False,264,371
ENSG00000119242.8,chr12,123972528,123972956,TSS,True,64,159
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,53,115
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,98,115
ENSG00000111275.12,chr12,111766912,111767096,TSS,True,65,641
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,21,147
ENSG00000160613.12,chr11,117205060,117206356,PAS,True,20,106
ENSG00000160613.12,chr11,117232026,117232625,TSS,True,56,106
ENSG00000160613.12,chr11,117206879,117207046,TSS,True,82,100
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,57,212
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,53,177
ENSG00000129170.9,chr11,19201953,19201989,TSS,True,637,1971
ENSG00000129170.9,chr11,19188135,19188295,TSS,True,1442,1971
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,20,126
ENSG00000085733.15,chr11,70398392,70398614,TSS,True,50,116
ENSG00000177600.8,chr11,809902,810039,TSS,True,34,159
ENSG00000177600.8,chr11,810003,810357,TSS,True,138,159
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,43,158
ENSG00000165915.13,chr11,47415287,47416590,PAS,False,15,144
ENSG00000134571.10,chr11,47346384,47347425,3AS,True,119,1058
ENSG00000134571.10,chr11,47346384,47347425,IR,True,119,147
ENSG00000134571.10,chr11,47352622,47352764,TSS,False,1668,2489
ENSG00000110700.6,chr11,17077618,17077715,TSS,True,36,327
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,236,1547
ENSG00000109906.13,chr11,114059570,114059882,TSS,True,18,112
ENSG00000124942.13,chr11,62433540,62433891,PAS,True,61,105
ENSG00000124942.13,chr11,62529948,62534074,PAS,True,45,100
ENSG00000177963.14,chr11,207496,208938,TSS,True,18,134
ENSG00000085063.15,chr11,33722463,33736381,ES,False,130,227
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,266,493
ENSG00000085063.15,chr11,33722378,33722467,TSS,True,410,493
ENSG00000175467.14,chr11,65961262,65962093,TSS,True,14,110
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,174,521
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,410,520
ENSG00000084234.17,chr11,130122513,130126699,ES,False,65,173
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,39,218
ENSG00000168439.16,chr11,64186053,64186270,TSS,True,31,153
ENSG00000149485.18,chr11,61816554,61817199,TSS,True,17,110
ENSG00000167797.7,chr11,67507689,67508000,IR,False,123,137
ENSG00000167797.7,chr11,67508000,67508664,TSS,True,31,154
ENSG00000165912.15,chr11,47183065,47186348,3AS,False,24,190
ENSG00000165912.15,chr11,47186348,47187001,TSS,True,106,296
ENSG00000165912.15,chr11,47183003,47186435,TSS,True,248,296
ENSG00000174080.10,chr11,66567983,66568602,TSS,True,96,109
ENSG00000174080.10,chr11,66568273,66568610,TSS,False,22,109
ENSG00000117984.13,chr11,1763791,1763988,TSS,True,201,554
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,54,101
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,51,101
ENSG00000250303.3,chr11,112290509,112291319,3AS,False,114,136
ENSG00000250303.3,chr11,112290260,112290509,TSS,True,18,154
ENSG00000250303.3,chr11,112291246,112291776,PAS,True,128,151
ENSG00000250303.3,chr11,112291319,112291777,PAS,True,38,151
ENSG00000087365.15,chr11,66055315,66055537,3AS,False,14,101
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,12,112
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,15,111
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,363,480
ENSG00000150768.15,chr11,112025076,112025751,TSS,True,25,247
ENSG00000134333.13,chr11,18394559,18394636,TSS,False,54,526
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,33,133
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,116,133
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,28,131
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,102,130
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,29,213
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,52,249
ENSG00000149823.8,chr11,65096140,65096478,TSS,False,37,201
ENSG00000151502.10,chr11,134224621,134225345,TSS,True,26,171
ENSG00000121691.5,chr11,34438670,34439079,TSS,True,19,117
ENSG00000110651.11,chr11,2377308,2377615,TSS,False,67,342
ENSG00000133816.15,chr11,12244112,12255642,ES,True,67,103
ENSG00000133816.15,chr11,12110536,12110726,TSS,True,64,137
ENSG00000133816.15,chr11,12258531,12258556,TSS,True,108,129
ENSG00000023191.16,chr11,502181,507112,3AS,False,165,318
ENSG00000023191.16,chr11,502249,507112,ES,False,137,153
ENSG00000023191.16,chr11,507112,507279,TSS,True,153,488
ENSG00000078902.15,chr11,1309465,1309673,TSS,True,67,184
ENSG00000205531.12,chr11,2945646,2951258,ES,False,232,348
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,103,379
ENSG00000205531.12,chr11,2991793,2992260,TSS,False,318,379
ENSG00000177697.18,chr11,833026,836062,ES,False,110,350
ENSG00000177697.18,chr11,832731,833026,TSS,True,178,528
ENSG00000177697.18,chr11,834521,834591,TSS,False,449,528
ENSG00000149294.16,chr11,113214511,113231644,ES,False,142,167
ENSG00000149294.16,chr11,112961269,112961665,TSS,True,209,349
ENSG00000221968.8,chr11,61876455,61876865,IR,False,158,224
ENSG00000221968.8,chr11,61876963,61877510,5AS,True,163,185
ENSG00000221968.8,chr11,61876963,61877510,IR,False,163,190
ENSG00000221968.8,chr11,61891168,61891638,TSS,True,45,241
ENSG00000166326.6,chr11,35662710,35663780,TSS,False,12,112
ENSG00000050165.17,chr11,12009171,12009385,TSS,False,601,1232
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,864,1231
ENSG00000142089.15,chr11,320564,320898,TSS,True,11,109
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,125,540
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,88,484
ENSG00000149806.10,chr11,65122089,65122217,TSS,False,40,203
ENSG00000166441.12,chr11,8682731,8682816,TSS,False,38,141
ENSG00000166441.12,chr11,8684827,8684892,TSS,True,123,141
ENSG00000118181.10,chr11,119018281,119018345,TSS,True,218,486
ENSG00000118181.10,chr11,119017361,119018342,TSS,True,279,486
ENSG00000177666.16,chr11,819537,819905,TSS,True,64,103
ENSG00000177666.16,chr11,819065,821860,TSS,True,91,103
ENSG00000177666.16,chr11,822086,823855,TSS,True,89,103
ENSG00000166313.18,chr11,6418984,6419177,TSS,True,62,290
ENSG00000110435.11,chr11,34916571,34916815,TSS,True,22,171
ENSG00000170242.17,chr11,11842224,11880176,ES,False,134,215
ENSG00000170242.17,chr11,11842224,11884466,ES,False,40,256
ENSG00000170242.17,chr11,11956000,11959323,PAS,True,92,264
ENSG00000170242.17,chr11,11942334,11943323,PAS,True,203,264
ENSG00000172531.14,chr11,67401727,67401888,TSS,True,30,214
ENSG00000173511.9,chr11,64237222,64237520,3AS,False,112,161
ENSG00000173511.9,chr11,64234487,64234893,TSS,True,23,171
ENSG00000115286.19,chr19,1393330,1395390,3AS,False,167,193
ENSG00000115286.19,chr19,1393330,1395390,IR,False,167,199
ENSG00000115286.19,chr19,1383866,1383942,TSS,True,59,257
ENSG00000115286.19,chr19,1395390,1395589,PAS,True,59,226
ENSG00000115286.19,chr19,1393241,1395589,PAS,True,193,225
ENSG00000115286.19,chr19,1394417,1395588,PAS,True,201,226
ENSG00000182087.13,chr19,1011195,1011366,IR,False,138,201
ENSG00000182087.13,chr19,1011612,1011740,3AS,False,48,198
ENSG00000182087.13,chr19,1012188,1012462,IR,False,155,193
ENSG00000182087.13,chr19,1020771,1021251,TSS,True,80,262
ENSG00000161281.10,chr19,36152392,36152489,TSS,True,124,881
ENSG00000130528.11,chr19,49151013,49151332,PAS,True,100,576
ENSG00000141905.18,chr19,3359305,3359685,TSS,True,68,104
ENSG00000141905.18,chr19,3366560,3366666,TSS,True,87,104
ENSG00000129353.14,chr19,10602416,10602561,TSS,True,42,120
ENSG00000129353.14,chr19,10643278,10644560,PAS,True,33,109
ENSG00000129353.14,chr19,10642896,10644559,PAS,True,76,109
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,44,152
ENSG00000170906.15,chr19,54105932,54106011,TSS,False,113,152
ENSG00000179115.10,chr19,12933549,12933738,TSS,True,43,109
ENSG00000179115.10,chr19,12930222,12930324,TSS,True,86,108
ENSG00000130811.11,chr19,10119839,10120916,TSS,False,15,145
ENSG00000065000.17,chr19,2100986,2102268,PAS,True,193,275
ENSG00000065000.17,chr19,2151238,2151618,TSS,True,123,284
ENSG00000132002.7,chr19,14518138,14518397,TSS,True,15,111
ENSG00000186994.11,chr19,8334499,8335882,TSS,False,117,135
ENSG00000186994.11,chr19,8343224,8343268,TSS,False,47,136
ENSG00000186994.11,chr19,8337794,8337886,TSS,True,117,136
ENSG00000104964.14,chr19,3062173,3062531,TSS,True,208,344
ENSG00000104852.14,chr19,49104735,49107624,ES,True,154,174
ENSG00000104852.14,chr19,49107712,49107821,3AS,False,48,184
ENSG00000104852.14,chr19,49085154,49085636,TSS,True,134,208
ENSG00000104852.14,chr19,49102417,49104735,TSS,True,116,206
ENSG00000104852.14,chr19,49107794,49108613,PAS,True,52,188
ENSG00000104852.14,chr19,49107821,49108613,PAS,True,140,188
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,107,216
ENSG00000179262.9,chr19,12945837,12946020,TSS,True,73,239
ENSG00000179262.9,chr19,12948689,12948813,TSS,False,191,239
ENSG00000104879.4,chr19,45322820,45322876,TSS,False,839,6968
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,89,150
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,36,149
ENSG00000172009.14,chr19,2785484,2785678,TSS,True,16,140
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,34,120
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,22,103
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,94,110
ENSG00000004776.12,chr19,35756810,35757029,TSS,True,64,217
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,114,378
ENSG00000099804.8,chr19,531703,532108,TSS,True,50,242
ENSG00000099804.8,chr19,536240,536340,TSS,True,209,242
ENSG00000130255.12,chr19,5690266,5690327,TSS,False,33,178
ENSG00000178980.14,chr19,47778284,47778814,TSS,True,286,541
ENSG00000130726.11,chr19,58544064,58545097,TSS,True,43,161
ENSG00000130726.11,chr19,58544065,58545537,TSS,True,137,161
ENSG00000126247.10,chr19,36140035,36140157,TSS,False,54,138
ENSG00000126247.10,chr19,36140093,36141220,TSS,True,97,138
ENSG00000064607.16,chr19,18990886,18991149,PAS,True,34,128
ENSG00000064607.16,chr19,18990887,18993740,PAS,True,95,120
ENSG00000064607.16,chr19,19024618,19026152,TSS,True,109,128
ENSG00000064607.16,chr19,19033436,19033580,TSS,True,42,128
ENSG00000123159.15,chr19,14491743,14496036,ES,False,77,157
ENSG00000125503.12,chr19,55092865,55093015,3AS,False,94,164
ENSG00000125503.12,chr19,55095600,55095866,3AS,False,48,105
ENSG00000125503.12,chr19,55117222,55117697,TSS,True,150,189
ENSG00000125503.12,chr19,55095444,55095601,TSS,True,161,187
ENSG00000125503.12,chr19,55096050,55096815,TSS,True,147,187
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,104,248
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,189,248
ENSG00000185236.11,chr19,8390213,8390456,TSS,True,30,183
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,103,222
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,32,238
ENSG00000126267.9,chr19,35648323,35648403,TSS,True,25,243
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,57,132
ENSG00000104936.17,chr19,45770640,45771567,ES,False,249,905
ENSG00000104936.17,chr19,45771056,45771349,3AS,False,255,625
ENSG00000104936.17,chr19,45775034,45777341,5AS,False,145,857
ENSG00000104936.17,chr19,45782192,45784134,TSS,True,241,1002
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,374,1261
ENSG00000104853.15,chr19,44955344,44955467,TSS,True,24,116
ENSG00000105063.18,chr19,55258434,55259063,TSS,False,40,122
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,78,404
ENSG00000065717.14,chr19,3019463,3019698,3AS,False,52,119
ENSG00000065717.14,chr19,2997637,2997955,PAS,True,22,166
ENSG00000065717.14,chr19,3028880,3029363,TSS,True,43,166
ENSG00000130204.12,chr19,44891314,44891406,IR,False,104,132
ENSG00000130204.12,chr19,44891314,44891409,3AS,False,18,122
ENSG00000130204.12,chr19,44891224,44891689,TSS,True,129,157
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,35,157
ENSG00000099821.13,chr19,633424,633565,TSS,False,77,139
ENSG00000099821.13,chr19,621057,623305,TSS,True,86,139
ENSG00000186010.18,chr19,19516207,19516332,TSS,True,33,290
ENSG00000070404.9,chr19,676373,676526,TSS,False,157,255
ENSG00000073008.14,chr19,44654017,44661291,ES,False,14,135
ENSG00000073008.14,chr19,44657910,44661291,ES,False,13,124
ENSG00000073008.14,chr19,44643677,44644175,TSS,True,83,241
ENSG00000073008.14,chr19,44661739,44666156,PAS,True,43,181
ENSG00000073008.14,chr19,44658741,44663583,PAS,True,141,180
ENSG00000126458.3,chr19,49639945,49640154,TSS,True,19,131
ENSG00000160014.16,chr19,46600992,46601437,TSS,True,48,236
ENSG00000196961.12,chr19,49802141,49802948,ES,False,78,131
ENSG00000196961.12,chr19,49766954,49767200,TSS,True,110,142
ENSG00000196961.12,chr19,49801345,49801621,TSS,False,97,138
ENSG00000196961.12,chr19,49801305,49801889,TSS,True,114,138
ENSG00000105640.12,chr19,17859869,17859974,TSS,True,27,258
ENSG00000105048.16,chr19,55137102,55137182,TSS,False,80,166
ENSG00000105048.16,chr19,55149160,55151594,TSS,True,122,168
ENSG00000172270.19,chr19,572512,572701,TSS,True,211,1056
ENSG00000129991.12,chr19,55157561,55157733,TSS,True,240,1952
ENSG00000105135.15,chr19,15125655,15125819,TSS,False,131,226
ENSG00000105135.15,chr19,15124924,15125709,TSS,True,176,226
ENSG00000105135.15,chr19,15125379,15125701,TSS,True,186,226
ENSG00000105193.8,chr19,39435847,39435986,TSS,True,192,455
ENSG00000105193.8,chr19,39435606,39435710,TSS,True,277,455
ENSG00000068903.19,chr19,38899505,38899814,TSS,True,13,101
ENSG00000130176.7,chr19,11538810,11538990,TSS,True,261,704
ENSG00000167657.13,chr19,3969829,3971021,5AS,True,342,399
ENSG00000167657.13,chr19,3971021,3971121,TSS,False,128,475
ENSG00000167657.13,chr19,3970920,3971079,TSS,True,418,475
ENSG00000105373.18,chr19,47745517,47745783,TSS,True,71,209
ENSG00000105373.18,chr19,47756707,47756744,TSS,True,177,206
ENSG00000088256.8,chr19,3094361,3094787,TSS,True,74,164
ENSG00000104824.17,chr19,38836369,38836780,PAS,True,13,117
ENSG00000104824.17,chr19,38849699,38849991,TSS,True,29,127
ENSG00000125743.10,chr19,45691886,45691969,TSS,True,33,114
ENSG00000214456.8,chr19,4535164,4535230,TSS,True,20,121
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,179,735
ENSG00000105568.17,chr19,52211258,52211492,TSS,True,630,731
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,124,150
ENSG00000185800.11,chr19,45782946,45784290,PAS,False,32,111
ENSG00000185800.11,chr19,45792315,45792844,TSS,True,25,118
ENSG00000115268.9,chr19,1438368,1438428,TSS,True,31,288
ENSG00000127445.13,chr19,9835304,9835402,TSS,True,51,148
ENSG00000127445.13,chr19,9834159,9838648,TSS,True,121,148
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,65,254
ENSG00000079999.13,chr19,10499394,10500081,TSS,True,222,254
ENSG00000105355.8,chr19,4867608,4867698,TSS,True,25,188
ENSG00000079805.16,chr19,10795439,10798485,ME,False,111,141
ENSG00000079805.16,chr19,10802358,10805915,ES,False,113,146
ENSG00000079805.16,chr19,10830378,10830980,3AS,False,35,184
ENSG00000079805.16,chr19,10718022,10718403,TSS,True,90,222
ENSG00000079805.16,chr19,10830205,10830378,TSS,False,183,211
ENSG00000079805.16,chr19,10830977,10831906,PAS,True,59,208
ENSG00000079805.16,chr19,10830980,10831905,PAS,False,173,208
ENSG00000130734.9,chr19,10544325,10544782,3AS,False,105,139
ENSG00000130734.9,chr19,10545130,10547188,ES,False,15,119
ENSG00000130734.9,chr19,10545130,10548903,ES,False,26,149
ENSG00000130734.9,chr19,10543614,10544325,TSS,True,25,165
ENSG00000074842.7,chr19,4670160,4670409,TSS,True,57,104
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,28,139
ENSG00000123144.10,chr19,12731343,12731414,TSS,True,120,138
ENSG00000099624.7,chr19,1244440,1244736,IR,False,267,396
ENSG00000099624.7,chr19,1241726,1241991,TSS,True,63,413
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,265,394
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,146,413
ENSG00000123143.12,chr19,14433174,14433542,TSS,True,53,491
ENSG00000129968.15,chr19,1885351,1885489,TSS,True,29,101
ENSG00000129968.15,chr19,1881234,1885465,TSS,True,84,101
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,177,197
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,70,248
ENSG00000178982.9,chr19,38619078,38619327,TSS,True,139,287
ENSG00000178982.9,chr19,38635045,38635118,TSS,True,155,283
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,74,173
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,90,173
ENSG00000105677.11,chr19,35545599,35545816,TSS,True,72,143
ENSG00000176490.4,chr19,2721303,2721451,TSS,True,160,206
ENSG00000174886.12,chr19,5903611,5903957,TSS,True,50,224
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,103,392
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,310,392
ENSG00000126934.13,chr19,4123783,4124170,TSS,True,96,295
ENSG00000011485.14,chr19,46347010,46347217,TSS,True,17,115
ENSG00000087074.7,chr19,48872406,48872651,TSS,False,34,253
ENSG00000087074.7,chr19,48873911,48874898,TSS,True,211,241
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,77,514
ENSG00000095066.11,chr19,12764914,12764998,3AS,True,31,165
ENSG00000095066.11,chr19,12762797,12763431,PAS,True,22,197
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,49,208
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,26,114
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,74,197
ENSG00000269858.5,chr19,40800218,40801415,TSS,True,130,197
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,92,103
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,43,135
ENSG00000198258.10,chr19,9827921,9828393,TSS,True,118,135
ENSG00000077009.13,chr19,3933384,3933697,TSS,False,102,390
ENSG00000125733.17,chr19,6744994,6746451,ES,False,27,148
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,35,178
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,38,153
ENSG00000108107.14,chr19,55385914,55386438,TSS,True,135,153
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,49,130
ENSG00000125648.14,chr19,6436070,6436464,PAS,True,115,154
ENSG00000125648.14,chr19,6440061,6442159,PAS,True,87,109
ENSG00000125648.14,chr19,6459472,6459837,TSS,True,53,154
ENSG00000167676.4,chr19,4510445,4512051,TSS,True,180,260
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,17,116
ENSG00000167460.15,chr19,16101263,16103005,PAS,True,20,102
ENSG00000167460.15,chr19,16095263,16095528,PAS,True,83,102
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,25,154
ENSG00000074219.13,chr19,49362372,49362455,TSS,False,66,103
ENSG00000074219.13,chr19,49348702,49348837,TSS,True,78,103
ENSG00000074219.13,chr19,49359843,49361917,TSS,True,83,103
ENSG00000105401.8,chr19,10395343,10395434,IR,False,112,125
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,58,182
ENSG00000197256.10,chr19,11194590,11195621,5AS,False,20,101
ENSG00000197256.10,chr19,11197484,11197587,TSS,True,150,251
ENSG00000197256.10,chr19,11174472,11174896,TSS,True,214,243
ENSG00000197256.10,chr19,11192830,11194039,TSS,True,220,247
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,50,171
ENSG00000167468.16,chr19,1105744,1105809,TSS,True,150,171
ENSG00000171119.2,chr19,5805019,5805451,TSS,True,29,114
ENSG00000171119.2,chr19,5824020,5824334,TSS,False,90,114
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,62,310
ENSG00000099783.11,chr19,8465362,8465479,IR,False,34,109
ENSG00000099783.11,chr19,8471427,8474166,ES,False,32,115
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,19,125
ENSG00000015171.19,chr10,210048,236837,ES,False,34,159
ENSG00000015171.19,chr10,134876,135302,TSS,False,145,172
ENSG00000015171.19,chr10,135381,135559,TSS,True,57,172
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,94,108
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,42,108
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,44,233
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,196,233
ENSG00000108179.13,chr10,79347429,79347743,TSS,True,30,299
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,58,265
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,40,281
ENSG00000123240.16,chr10,13136744,13138308,PAS,True,37,274
ENSG00000138347.15,chr10,68166353,68166666,TSS,True,88,104
ENSG00000138347.15,chr10,68174065,68174656,TSS,True,54,103
ENSG00000119950.20,chr10,110225977,110226283,TSS,True,40,155
ENSG00000119950.20,chr10,110207575,110208082,TSS,True,134,155
ENSG00000203867.7,chr10,110780818,110781884,TSS,True,87,100
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,31,154
ENSG00000078114.18,chr10,20779972,20785923,PAS,True,66,117
ENSG00000078114.18,chr10,20897124,20897629,TSS,True,189,239
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,157,177
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,58,173
ENSG00000148498.15,chr10,34341816,34347964,5AS,False,83,100
ENSG00000148498.15,chr10,34109559,34111562,PAS,True,96,117
ENSG00000148498.15,chr10,34312255,34312382,PAS,True,97,113
ENSG00000148498.15,chr10,34312265,34317338,PAS,True,52,113
ENSG00000148498.15,chr10,34814875,34815591,TSS,True,34,121
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,123,853
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,49,172
ENSG00000171314.8,chr10,97426129,97426446,TSS,True,47,442
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,189,365
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,287,335
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,252,322
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,64,366
ENSG00000148484.17,chr10,16782084,16817314,ES,False,12,110
ENSG00000148484.17,chr10,16817084,16817314,IR,True,99,115
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,22,133
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,117,133
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,53,471
