gene,chr,start,end,splice_type,novel,PC-3_ENCFF044LIA_in_cov,PC-3_ENCFF044LIA_total_cov
ENSG00000196968.10,chr10,73772273,73773041,TSS,True,99,150
ENSG00000107758.15,chr10,73495804,73496004,TSS,True,109,146
ENSG00000107758.15,chr10,73495285,73495675,TSS,True,124,146
ENSG00000156650.13,chr10,74975454,74977315,5AS,False,77,258
ENSG00000156650.13,chr10,74975781,74977315,5AS,False,120,180
ENSG00000156650.13,chr10,74825374,74825674,TSS,True,236,481
ENSG00000156650.13,chr10,75022083,75022231,TSS,True,124,155
ENSG00000156650.13,chr10,75021880,75024239,PAS,True,85,344
ENSG00000156650.13,chr10,75028488,75032628,PAS,True,336,386
ENSG00000214655.10,chr10,73800170,73800295,5AS,False,99,161
ENSG00000214655.10,chr10,73800759,73801084,3AS,False,21,159
ENSG00000214655.10,chr10,73785544,73786086,TSS,True,227,259
ENSG00000214655.10,chr10,73799057,73799490,TSS,True,141,198
ENSG00000214655.10,chr10,73795731,73797271,TSS,True,177,198
ENSG00000214655.10,chr10,73801315,73801799,PAS,True,62,245
ENSG00000171314.8,chr10,97426129,97426446,TSS,True,79,723
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,56,144
ENSG00000107959.15,chr10,3163724,3163885,TSS,True,126,142
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,113,323
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,249,287
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,232,267
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,89,330
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,62,254
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,57,101
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,49,100
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,85,435
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,301,921
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,13,101
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,24,141
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,71,171
ENSG00000151929.9,chr10,119669911,119670177,TSS,True,150,167
ENSG00000151929.9,chr10,119672457,119672656,TSS,True,143,167
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,28,147
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,123,147
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,103,238
ENSG00000130640.13,chr10,133293038,133294831,TSS,True,189,228
ENSG00000133678.13,chr10,80078659,80078786,TSS,True,176,292
ENSG00000133678.13,chr10,80079022,80079307,TSS,True,206,292
ENSG00000133678.13,chr10,80090796,80092860,PAS,True,37,251
ENSG00000122873.11,chr10,58269123,58269304,TSS,True,32,102
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,34,135
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,112,135
ENSG00000122861.15,chr10,73911102,73911218,TSS,True,222,703
ENSG00000107984.9,chr10,52314280,52314677,TSS,False,759,2697
ENSG00000107984.9,chr10,52314284,52315085,TSS,True,1995,2695
ENSG00000148634.15,chr10,67921897,67923139,PAS,True,26,175
ENSG00000148634.15,chr10,68075143,68075408,TSS,True,49,177
ENSG00000148634.15,chr10,68073656,68075348,TSS,True,159,177
ENSG00000173915.15,chr10,103396408,103396490,TSS,True,32,132
ENSG00000173915.15,chr10,103392190,103392273,TSS,True,118,132
ENSG00000173915.15,chr10,103392370,103392468,TSS,True,117,132
ENSG00000076685.18,chr10,103101326,103105705,ES,False,113,151
ENSG00000076685.18,chr10,103106706,103139405,ES,False,114,130
ENSG00000076685.18,chr10,103174982,103193235,ES,True,56,147
ENSG00000076685.18,chr10,103193235,103194278,TSS,True,57,206
ENSG00000089876.11,chr10,125881071,125896217,ES,True,48,111
ENSG00000089876.11,chr10,125836330,125836855,PAS,True,15,129
ENSG00000089876.11,chr10,125896217,125896514,TSS,False,21,133
ENSG00000171988.18,chr10,63167220,63168134,PAS,True,100,129
ENSG00000171988.18,chr10,63192938,63193151,PAS,False,99,124
ENSG00000171988.18,chr10,63465494,63466027,TSS,False,113,130
ENSG00000171988.18,chr10,63521737,63522117,TSS,False,104,131
ENSG00000171988.18,chr10,63268662,63269366,TSS,True,103,126
ENSG00000122882.10,chr10,73167865,73168090,TSS,True,52,287
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,46,212
ENSG00000065613.13,chr10,104025573,104029231,PAS,False,174,221
ENSG00000173848.18,chr10,5446562,5446858,TSS,True,127,261
ENSG00000166224.16,chr10,70815892,70816126,TSS,True,111,125
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,31,145
ENSG00000067082.14,chr10,3776552,3779590,PAS,True,12,101
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,32,124
ENSG00000052749.13,chr10,97385894,97385993,TSS,True,114,149
ENSG00000052749.13,chr10,97401092,97401379,TSS,True,120,150
ENSG00000052749.13,chr10,97381714,97381828,TSS,True,112,149
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,11,104
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,48,105
ENSG00000060339.13,chr10,68771205,68771444,PAS,True,23,102
ENSG00000060339.13,chr10,68791206,68793846,PAS,True,94,105
ENSG00000165886.4,chr10,97498549,97499273,TSS,False,27,133
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,58,143
ENSG00000075407.18,chr10,38094318,38094490,TSS,True,34,128
ENSG00000095794.19,chr10,35127193,35178888,ES,False,29,100
ENSG00000095794.19,chr10,35179276,35206894,ES,False,65,107
ENSG00000095794.19,chr10,35126841,35127193,TSS,True,51,179
ENSG00000095794.19,chr10,35127183,35127567,TSS,True,158,179
ENSG00000095794.19,chr10,35211253,35212955,PAS,True,41,175
ENSG00000095794.19,chr10,35179133,35179847,PAS,True,138,156
ENSG00000185745.9,chr10,89392588,89392717,TSS,False,46,339
ENSG00000099282.9,chr10,69451464,69451690,TSS,True,51,425
ENSG00000148671.13,chr10,86968605,86970475,ES,False,57,258
ENSG00000148671.13,chr10,86968478,86968605,TSS,True,53,312
ENSG00000148671.13,chr10,86970475,86970736,PAS,True,53,312
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,31,150
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,123,152
ENSG00000107937.18,chr10,987862,988527,TSS,True,15,126
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,101,120
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,31,124
ENSG00000227345.8,chr10,49816602,49819494,PAS,True,30,218
ENSG00000227345.8,chr10,49941508,49942026,TSS,True,29,218
ENSG00000122359.17,chr10,80172869,80205342,ES,False,186,538
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,620,1167
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,916,1159
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,1001,1159
ENSG00000095787.21,chr10,28533081,28533620,TSS,True,67,131
ENSG00000165424.6,chr10,79445194,79445639,TSS,False,109,153
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,217,2004
ENSG00000148660.20,chr10,73817554,73821681,ES,False,84,112
ENSG00000148660.20,chr10,73824084,73837467,ES,False,23,114
ENSG00000148660.20,chr10,73847347,73847987,IR,True,115,129
ENSG00000148660.20,chr10,73812498,73814505,PAS,True,63,159
ENSG00000148660.20,chr10,73812500,73817117,PAS,True,139,155
ENSG00000148660.20,chr10,73820492,73821730,PAS,True,131,148
ENSG00000148660.20,chr10,73874396,73874623,TSS,True,58,178
ENSG00000156671.13,chr10,75111722,75150513,5AS,False,42,113
ENSG00000156671.13,chr10,75111381,75111722,TSS,False,137,179
ENSG00000156671.13,chr10,75111499,75111778,TSS,True,108,179
ENSG00000165733.7,chr10,42782830,42784361,5AS,True,104,119
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,39,143
ENSG00000165733.7,chr10,42830865,42834331,PAS,False,54,136
ENSG00000165733.7,chr10,42796473,42797218,PAS,True,93,127
ENSG00000156502.13,chr10,69180216,69180562,TSS,True,51,178
ENSG00000122884.12,chr10,73030370,73046924,ME,False,397,845
ENSG00000166228.8,chr10,70883509,70884048,PAS,True,12,102
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,33,111
ENSG00000165476.13,chr10,63521330,63521577,TSS,False,169,523
ENSG00000165476.13,chr10,63620812,63624577,PAS,True,53,398
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,876,2435
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,703,3025
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,2715,3021
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,41,289
ENSG00000148672.8,chr10,87094324,87095174,TSS,False,23,161
ENSG00000134453.15,chr10,6112361,6113507,IR,True,86,104
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,49,142
ENSG00000134453.15,chr10,6115452,6117443,PAS,True,12,118
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,327,424
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,127,426
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,76,169
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,691,951
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,359,399
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,590,950
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,615,950
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,35,140
ENSG00000122862.4,chr10,69088101,69088236,TSS,True,57,169
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,238,307
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,58,286
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,35,314
ENSG00000185009.12,chr10,74138382,74150754,ES,False,108,288
ENSG00000185009.12,chr10,74150754,74151085,TSS,False,60,348
ENSG00000119917.13,chr10,89327997,89328078,TSS,False,39,179
ENSG00000119917.13,chr10,89332527,89332627,TSS,False,158,179
ENSG00000168283.13,chr10,22321077,22321696,TSS,True,40,357
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,106,353
ENSG00000156113.22,chr10,76884876,76887515,PAS,True,295,376
ENSG00000156113.22,chr10,77011968,77012043,PAS,True,291,350
ENSG00000156113.22,chr10,77636204,77636515,PAS,False,269,309
ENSG00000156113.22,chr10,77011973,77012557,PAS,True,311,350
ENSG00000156113.22,chr10,77637264,77638482,TSS,True,143,401
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,61,175
ENSG00000165732.12,chr10,68971739,68973664,TSS,True,133,152
ENSG00000165732.12,chr10,68982542,68985153,PAS,True,25,156
ENSG00000165732.12,chr10,68959805,68960117,PAS,True,110,125
ENSG00000134452.19,chr10,5924508,5925366,ES,False,95,108
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,49,114
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,82,111
ENSG00000138207.13,chr10,93601170,93601785,TSS,False,29,112
ENSG00000065809.13,chr10,14530515,14604239,ES,False,76,107
ENSG00000065809.13,chr10,14604239,14604450,TSS,True,19,127
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,50,101
ENSG00000096746.17,chr10,68337333,68338502,ES,False,29,104
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,48,107
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,98,149
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,99,149
ENSG00000151208.16,chr10,77821081,77821794,TSS,False,499,655
ENSG00000138119.16,chr10,93306422,93307001,PAS,True,73,157
ENSG00000138119.16,chr10,93482106,93482599,TSS,True,100,165
ENSG00000100519.11,chr14,52707167,52707304,TSS,True,34,267
ENSG00000100811.12,chr14,100239134,100239923,TSS,True,43,162
ENSG00000072415.8,chr14,67269783,67279249,3AS,False,34,111
ENSG00000072415.8,chr14,67241294,67241533,TSS,True,24,129
ENSG00000072415.8,chr14,67332779,67335820,PAS,False,24,122
ENSG00000072415.8,chr14,67317407,67317439,PAS,True,106,121
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,106,839
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,570,813
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,288,826
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,281,369
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,202,260
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,112,314
ENSG00000011114.14,chr14,93332819,93333087,TSS,True,78,103
ENSG00000020426.10,chr14,60734680,60734951,TSS,True,32,149
ENSG00000020426.10,chr14,60968228,60969960,PAS,True,19,148
ENSG00000092098.16,chr14,24146909,24147890,TSS,True,84,111
ENSG00000092098.16,chr14,24148248,24148413,TSS,True,87,111
ENSG00000092098.16,chr14,24149481,24150888,TSS,True,99,111
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,543,878
ENSG00000166170.9,chr14,103562615,103562886,TSS,True,22,158
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,43,255
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,224,255
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,18,119
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,294,496
ENSG00000100911.15,chr14,24144468,24145057,IR,False,201,224
ENSG00000100911.15,chr14,24145772,24146207,3AS,False,133,153
ENSG00000100911.15,chr14,24145772,24146207,IR,False,133,191
ENSG00000100911.15,chr14,24143584,24143622,TSS,True,243,324
ENSG00000100911.15,chr14,24146533,24147264,TSS,True,121,325
ENSG00000100522.9,chr14,52775181,52778458,PAS,True,21,199
ENSG00000100522.9,chr14,52791427,52791684,TSS,True,78,269
ENSG00000165506.14,chr14,49633286,49634357,TSS,False,14,100
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,130,331
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,154,173
ENSG00000258289.8,chr14,64924126,64932137,ES,False,36,208
ENSG00000258289.8,chr14,64914433,64914534,TSS,True,28,241
ENSG00000033170.16,chr14,65411847,65411993,TSS,True,148,221
ENSG00000033170.16,chr14,65412679,65413214,TSS,True,100,221
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,57,508
ENSG00000100554.11,chr14,67331957,67338762,PAS,True,15,120
ENSG00000100554.11,chr14,67340436,67340518,PAS,True,107,120
ENSG00000100852.12,chr14,32076917,32077053,TSS,True,114,140
ENSG00000100852.12,chr14,32077255,32077435,TSS,True,56,140
ENSG00000100852.12,chr14,32090501,32094370,PAS,True,40,111
ENSG00000100852.12,chr14,32154620,32159847,PAS,True,96,136
ENSG00000139926.15,chr14,51701135,51702511,5AS,False,217,396
ENSG00000139926.15,chr14,51651855,51651996,TSS,False,142,448
ENSG00000139926.15,chr14,51651948,51652217,TSS,True,402,448
ENSG00000131981.15,chr14,55129179,55129300,TSS,True,29,201
ENSG00000100722.19,chr14,88578140,88601923,ES,False,30,117
ENSG00000100722.19,chr14,88596808,88607242,ES,False,18,110
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,66,173
ENSG00000100722.19,chr14,88562936,88563169,TSS,True,33,188
ENSG00000100796.17,chr14,91465419,91470836,ES,False,143,166
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,112,162
ENSG00000100796.17,chr14,91456980,91458869,PAS,True,29,178
ENSG00000100796.17,chr14,91460657,91462239,PAS,True,158,177
ENSG00000100796.17,chr14,91509505,91510554,TSS,True,31,183
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,250,351
ENSG00000092199.17,chr14,21234229,21269297,ES,False,82,336
ENSG00000092199.17,chr14,21263336,21269297,3AS,False,217,244
ENSG00000184887.13,chr14,105249085,105249156,IR,False,244,279
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,75,296
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,266,296
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,90,141
ENSG00000172590.18,chr14,22829886,22830110,TSS,True,125,141
ENSG00000172590.18,chr14,22829899,22830254,TSS,True,126,141
ENSG00000100591.7,chr14,77458025,77458269,TSS,True,22,109
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,69,108
ENSG00000092203.13,chr14,21487448,21487693,TSS,True,97,108
ENSG00000092203.13,chr14,21488588,21488850,TSS,True,94,107
ENSG00000139990.17,chr14,69152764,69153186,TSS,True,84,151
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,316,405
ENSG00000119707.13,chr14,73099721,73103478,TSS,True,282,349
ENSG00000119707.13,chr14,73105856,73106081,TSS,True,132,328
ENSG00000119707.13,chr14,73099666,73103328,PAS,True,95,111
ENSG00000119707.13,chr14,73106195,73106286,PAS,True,246,393
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,327,398
ENSG00000119707.13,chr14,73119712,73122136,PAS,True,300,404
ENSG00000119707.13,chr14,73100300,73103311,PAS,True,98,117
ENSG00000178974.9,chr14,55271537,55350380,5AS,True,97,113
ENSG00000178974.9,chr14,55271361,55271537,TSS,True,34,135
ENSG00000178974.9,chr14,55271377,55271984,TSS,True,119,135
ENSG00000073712.14,chr14,52892456,52893427,PAS,True,130,149
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,178,279
ENSG00000073712.14,chr14,52893292,52893325,TSS,False,159,258
ENSG00000073712.14,chr14,52950411,52951148,TSS,False,236,277
ENSG00000133983.14,chr14,70329236,70359518,ES,False,44,242
ENSG00000100442.10,chr14,45115598,45116252,PAS,False,13,123
ENSG00000100442.10,chr14,45134348,45134491,TSS,True,21,131
ENSG00000165949.12,chr14,94110797,94114850,ES,False,45,104
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,102,127
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,87,127
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,102,127
ENSG00000081177.18,chr14,69191591,69209423,ES,False,22,112
ENSG00000081177.18,chr14,69191480,69191591,TSS,True,61,176
ENSG00000081177.18,chr14,69191770,69192039,TSS,True,158,176
ENSG00000197119.12,chr14,100293377,100298841,ES,False,99,112
ENSG00000197119.12,chr14,100291110,100293032,PAS,True,19,173
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,118,236
ENSG00000197119.12,chr14,100293293,100294740,TSS,True,183,217
ENSG00000100461.17,chr14,22906368,22909482,ES,False,71,109
ENSG00000100461.17,chr14,22918998,22919192,TSS,True,15,127
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,58,269
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,31,277
ENSG00000029364.11,chr14,69397990,69399465,TSS,True,45,154
ENSG00000029364.11,chr14,69458362,69462390,PAS,True,32,120
ENSG00000100804.18,chr14,23034683,23035145,TSS,True,48,234
ENSG00000066455.12,chr14,92794208,92794456,TSS,False,21,158
ENSG00000150527.17,chr14,39319291,39326863,ES,False,44,106
ENSG00000150527.17,chr14,39266670,39267522,TSS,True,15,119
ENSG00000150527.17,chr14,39350097,39350694,PAS,True,14,118
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,292,370
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,47,417
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,54,151
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,411,614
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,243,609
ENSG00000257365.7,chr14,64986862,64987097,TSS,True,70,146
ENSG00000257365.7,chr14,65053264,65053349,TSS,True,97,117
ENSG00000257365.7,chr14,65061180,65062654,PAS,True,30,142
ENSG00000100568.10,chr14,67674374,67674899,TSS,True,60,353
ENSG00000151338.18,chr14,37198104,37247102,ES,False,54,103
ENSG00000151338.18,chr14,37197700,37198104,TSS,False,34,142
ENSG00000151338.18,chr14,37198078,37198278,TSS,True,116,142
ENSG00000151338.18,chr14,37546904,37553143,PAS,True,42,138
ENSG00000151338.18,chr14,37520957,37522835,PAS,True,122,138
ENSG00000166166.12,chr14,103529184,103529261,TSS,True,66,142
ENSG00000166166.12,chr14,103529946,103530309,TSS,True,112,142
ENSG00000198252.11,chr14,52730137,52730531,TSS,True,25,161
ENSG00000131966.13,chr14,58200080,58200294,TSS,True,32,267
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,66,151
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,108,133
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,76,137
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,87,132
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,117,203
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,142,203
ENSG00000100815.12,chr14,91965993,91969893,PAS,True,90,105
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,34,101
ENSG00000100815.12,chr14,92039546,92040098,TSS,True,16,116
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,402,598
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,524,584
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,147,423
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,213,351
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,502,631
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,437,630
ENSG00000126804.13,chr14,64504946,64521486,ES,False,203,229
ENSG00000126804.13,chr14,64503720,64504946,TSS,True,31,256
ENSG00000126804.13,chr14,64521486,64525054,PAS,True,53,247
ENSG00000126804.13,chr14,64531860,64533689,PAS,False,212,255
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,541,850
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,549,850
ENSG00000165782.10,chr14,20460845,20461183,5AS,False,49,104
ENSG00000165782.10,chr14,20461162,20461441,TSS,True,70,125
ENSG00000165782.10,chr14,20461183,20461465,TSS,False,76,125
ENSG00000185567.6,chr14,104978182,104978374,TSS,False,108,125
ENSG00000012983.11,chr14,50532158,50532447,5AS,False,72,102
ENSG00000012983.11,chr14,50418472,50420106,PAS,True,29,122
ENSG00000012983.11,chr14,50464077,50464133,PAS,False,105,117
ENSG00000012983.11,chr14,50532447,50532918,TSS,True,52,125
ENSG00000012983.11,chr14,50532399,50532680,TSS,True,95,125
ENSG00000126777.17,chr14,55580354,55612018,ES,False,616,719
ENSG00000126777.17,chr14,55661612,55667240,ES,False,301,508
ENSG00000126777.17,chr14,55673012,55675834,ES,False,87,496
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,319,816
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,634,763
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,103,593
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,272,1075
ENSG00000142208.16,chr14,104792722,104795483,ES,False,663,744
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,103,865
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,40,304
ENSG00000129562.10,chr14,22588946,22589243,TSS,True,54,294
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,72,470
ENSG00000154001.13,chr14,63371364,63376108,PAS,True,54,476
ENSG00000154001.13,chr14,63379826,63382157,PAS,True,426,476
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,22,110
ENSG00000129460.15,chr14,23478006,23478197,PAS,True,20,105
ENSG00000257621.7,chr14,58297954,58298245,TSS,True,68,134
ENSG00000256053.7,chr14,103562374,103563124,TSS,True,21,119
ENSG00000023608.4,chr14,61762332,61762588,TSS,False,20,168
ENSG00000023608.4,chr14,61794948,61796428,PAS,False,37,162
ENSG00000023608.4,chr14,61782246,61782352,PAS,True,131,161
ENSG00000196497.16,chr14,24188718,24189697,TSS,True,71,106
ENSG00000196497.16,chr14,24186286,24186385,TSS,True,82,106
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,328,628
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,176,718
ENSG00000072042.12,chr14,67692593,67692933,IR,False,287,329
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,44,383
ENSG00000100614.17,chr14,60249677,60282683,ES,False,219,245
ENSG00000100614.17,chr14,60292452,60299085,PAS,True,26,259
ENSG00000129474.15,chr14,22981260,22982631,TSS,True,112,264
ENSG00000119725.18,chr14,73921105,73923394,ES,False,46,176
ENSG00000119725.18,chr14,73886421,73886915,TSS,True,18,179
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,25,115
ENSG00000100603.13,chr14,77731063,77731129,PAS,True,95,111
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,111,532
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,313,421
ENSG00000100650.15,chr14,69769251,69770466,ES,True,94,108
ENSG00000100650.15,chr14,69769251,69770466,3AS,False,94,109
ENSG00000100650.15,chr14,69769251,69770466,IR,False,94,520
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,332,645
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,534,645
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,538,645
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,83,597
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,121,816
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,63,109
ENSG00000100823.11,chr14,20455394,20455577,IR,False,114,134
ENSG00000100823.11,chr14,20455703,20455913,IR,False,149,168
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,65,180
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,152,179
ENSG00000129514.5,chr14,37589983,37592711,PAS,True,37,301
ENSG00000129514.5,chr14,37594900,37595385,TSS,True,288,556
ENSG00000179933.5,chr14,23095502,23095619,TSS,True,29,135
ENSG00000100567.12,chr14,58244712,58244941,TSS,True,88,333
ENSG00000100567.12,chr14,58267638,58270485,TSS,True,256,320
ENSG00000165819.11,chr14,21499137,21499305,IR,False,83,132
ENSG00000165819.11,chr14,21499371,21499491,IR,False,80,131
ENSG00000165819.11,chr14,21511123,21511371,TSS,True,22,142
ENSG00000182979.17,chr14,105419433,105420063,TSS,True,96,139
ENSG00000182979.17,chr14,105469908,105469992,TSS,True,101,137
ENSG00000100612.13,chr14,60165176,60165454,TSS,True,35,346
ENSG00000151327.12,chr14,35046628,35053277,5AS,False,98,109
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,92,145
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,73,145
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,120,136
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,31,139
ENSG00000157379.13,chr14,24299580,24299791,TSS,True,73,129
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,13,103
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,14,102
ENSG00000155463.12,chr14,22770278,22770460,IR,False,161,192
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,27,201
ENSG00000203485.12,chr14,104689607,104689739,TSS,True,198,260
ENSG00000203485.12,chr14,104707587,104708002,TSS,False,114,175
ENSG00000203485.12,chr14,104714295,104714856,TSS,True,149,174
ENSG00000203485.12,chr14,104718794,104722540,PAS,True,92,189
ENSG00000165861.13,chr14,73026925,73027165,TSS,True,61,120
ENSG00000165861.13,chr14,72993142,72993263,TSS,True,104,119
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,142,324
ENSG00000075413.17,chr14,103492034,103502881,ES,False,284,374
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,75,436
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,52,116
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,129,181
ENSG00000092148.12,chr14,31114295,31114340,PAS,True,152,173
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,78,140
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,131,183
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,117,183
ENSG00000197045.12,chr14,54488924,54489057,TSS,True,33,157
ENSG00000027075.14,chr14,61321147,61322464,TSS,True,35,118
ENSG00000254505.9,chr14,24213408,24213517,TSS,True,13,121
