gene,chr,start,end,splice_type,novel,GM12878_ENCFF225CCJ_in_cov,GM12878_ENCFF225CCJ_total_cov
ENSG00000095585.16,chr10,96209907,96216652,ES,False,91,241
ENSG00000095585.16,chr10,96191254,96192092,PAS,True,99,323
ENSG00000095585.16,chr10,96215856,96216734,PAS,True,272,307
ENSG00000148481.13,chr10,15837318,15841425,ES,False,22,107
ENSG00000148481.13,chr10,15776973,15779141,PAS,True,16,113
ENSG00000165669.13,chr10,118336423,118342269,ES,False,55,150
ENSG00000165669.13,chr10,118305888,118310908,PAS,True,39,180
ENSG00000165669.13,chr10,118335553,118335641,PAS,True,143,178
ENSG00000165669.13,chr10,118342269,118342324,TSS,True,24,183
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,117,144
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,100,142
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,20,169
ENSG00000150593.17,chr10,110871754,110872018,TSS,True,42,187
ENSG00000023041.11,chr10,112446704,112446956,TSS,True,43,300
ENSG00000183605.16,chr10,119160969,119162339,ES,False,35,250
ENSG00000183605.16,chr10,119165536,119165748,TSS,True,66,272
ENSG00000183605.16,chr10,119165201,119165700,TSS,True,210,272
ENSG00000165660.7,chr10,124801783,124801901,TSS,False,14,123
ENSG00000148444.15,chr10,22318306,22318652,IR,False,447,512
ENSG00000152455.15,chr10,14878919,14896845,ES,False,146,200
ENSG00000152455.15,chr10,14878821,14878919,TSS,False,26,229
ENSG00000048740.18,chr10,11314258,11321206,3AS,False,306,345
ENSG00000048740.18,chr10,11314258,11321206,5AS,False,306,470
ENSG00000048740.18,chr10,11164964,11165317,TSS,True,559,622
ENSG00000048740.18,chr10,11165057,11165682,TSS,True,182,622
ENSG00000048740.18,chr10,11330455,11334358,PAS,True,196,576
ENSG00000048740.18,chr10,11328925,11336632,PAS,True,404,553
ENSG00000155629.14,chr10,96591942,96595634,PAS,True,19,181
ENSG00000155629.14,chr10,96700802,96700901,TSS,False,128,230
ENSG00000107959.15,chr10,3137723,3138124,PAS,True,13,127
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,62,127
ENSG00000107959.15,chr10,3163724,3163885,TSS,True,108,127
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,934,1049
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,725,1041
ENSG00000107581.12,chr10,119056747,119057040,PAS,True,824,1040
ENSG00000107581.12,chr10,119058029,119058303,PAS,True,778,1037
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,170,1102
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,20,192
ENSG00000148484.17,chr10,16782084,16817314,ES,False,24,196
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,32,230
ENSG00000122952.16,chr10,56358148,56358376,IR,True,35,130
ENSG00000122952.16,chr10,56358687,56358908,5AS,False,125,181
ENSG00000122952.16,chr10,56358687,56358908,3AS,True,125,159
ENSG00000122952.16,chr10,56360141,56360292,IR,False,1177,1333
ENSG00000136754.17,chr10,26751783,26765217,ES,False,94,164
ENSG00000136754.17,chr10,26860746,26861028,TSS,True,60,185
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,25,124
ENSG00000107651.12,chr10,119932132,119936564,PAS,True,77,119
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,87,121
ENSG00000107651.12,chr10,119904083,119905267,PAS,True,90,106
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,76,227
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,182,227
ENSG00000055950.16,chr10,100981368,100981543,PAS,True,81,103
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,26,101
ENSG00000187522.15,chr10,14871527,14871850,PAS,False,183,488
ENSG00000187522.15,chr10,14870596,14870661,PAS,True,329,488
ENSG00000107938.17,chr10,125725838,125729357,ES,False,41,155
ENSG00000107938.17,chr10,125719560,125719915,TSS,True,26,198
ENSG00000107938.17,chr10,125735643,125735875,PAS,False,103,179
ENSG00000107938.17,chr10,125734071,125735829,PAS,True,151,178
ENSG00000107938.17,chr10,125733634,125733745,PAS,True,154,178
ENSG00000173915.15,chr10,103392466,103396408,ES,False,252,305
ENSG00000014919.12,chr10,99709894,99714718,PAS,True,45,231
ENSG00000171988.18,chr10,63215455,63215552,5AS,True,93,106
ENSG00000171988.18,chr10,63217331,63264650,ES,False,32,106
ENSG00000171988.18,chr10,63212455,63215151,PAS,True,16,111
ENSG00000171988.18,chr10,63521737,63522117,TSS,False,102,136
ENSG00000171988.18,chr10,63268662,63269366,TSS,True,70,136
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,63,379
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,75,433
ENSG00000067064.11,chr10,1043393,1048863,ES,False,235,1403
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,167,1578
ENSG00000060339.13,chr10,68721282,68722454,5AS,False,260,346
ENSG00000060339.13,chr10,68737048,68740628,ES,False,47,367
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,145,416
ENSG00000060339.13,chr10,68721163,68721288,TSS,True,364,416
ENSG00000060339.13,chr10,68771205,68771444,PAS,True,194,411
ENSG00000060339.13,chr10,68761006,68761193,PAS,True,272,410
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,41,300
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,268,298
ENSG00000108055.9,chr10,110583383,110583540,PAS,True,157,264
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,213,264
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,223,265
ENSG00000107625.12,chr10,68946351,68946847,PAS,True,23,145
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,65,464
ENSG00000204161.13,chr10,49161622,49166868,ES,False,38,176
ENSG00000095794.19,chr10,35127193,35178888,ES,False,40,151
ENSG00000095794.19,chr10,35127193,35206894,ES,False,17,154
ENSG00000095794.19,chr10,35148491,35178888,ES,False,94,111
ENSG00000095794.19,chr10,35126841,35127193,TSS,True,45,271
ENSG00000095794.19,chr10,35195132,35195214,TSS,True,177,200
ENSG00000095794.19,chr10,35211253,35212955,PAS,True,93,269
ENSG00000095794.19,chr10,35179133,35179847,PAS,True,158,226
ENSG00000077420.15,chr10,26438165,26438455,TSS,True,121,175
ENSG00000077420.15,chr10,26438654,26438853,TSS,True,58,175
ENSG00000077420.15,chr10,26533438,26534318,PAS,True,96,174
ENSG00000077420.15,chr10,26513538,26513659,PAS,True,112,174
ENSG00000266412.5,chr10,46005087,46006597,PAS,True,39,191
ENSG00000266412.5,chr10,46007610,46011206,PAS,True,139,174
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,36,201
ENSG00000119929.12,chr10,99732356,99736245,5AS,True,17,131
ENSG00000119929.12,chr10,99747390,99754528,ES,False,32,123
ENSG00000119929.12,chr10,99732154,99732409,TSS,False,26,135
ENSG00000119929.12,chr10,99732214,99732356,TSS,True,118,135
ENSG00000119929.12,chr10,99755624,99758005,PAS,True,15,133
ENSG00000108064.10,chr10,58388819,58394357,ES,False,53,190
ENSG00000108064.10,chr10,58394927,58399220,PAS,True,63,255
ENSG00000108064.10,chr10,58388669,58388819,PAS,True,207,252
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,225,778
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,574,778
ENSG00000119969.14,chr10,94545907,94546376,5AS,False,43,114
ENSG00000119969.14,chr10,94545764,94545907,TSS,True,112,155
ENSG00000119969.14,chr10,94545763,94545952,TSS,True,87,155
ENSG00000119969.14,chr10,94562690,94562727,PAS,True,97,116
ENSG00000119969.14,chr10,94601527,94603026,PAS,True,70,142
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,679,1276
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,902,1279
ENSG00000107937.18,chr10,1012464,1012622,PAS,True,1008,1277
ENSG00000203791.14,chr10,124760503,124765391,ES,False,99,171
ENSG00000203791.14,chr10,124774782,124789042,5AS,False,130,162
ENSG00000086475.14,chr10,13338808,13347999,ES,False,19,107
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,20,128
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,88,239
ENSG00000148688.13,chr10,90905301,90908556,PAS,True,173,241
ENSG00000165733.7,chr10,42796473,42797218,PAS,True,99,542
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,322,493
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,340,496
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,411,495
ENSG00000107949.16,chr10,125833771,125836551,PAS,True,424,492
ENSG00000122884.12,chr10,73030370,73046924,ME,False,72,192
ENSG00000122884.12,chr10,73006708,73008292,PAS,True,29,227
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,74,501
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,74,288
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,228,288
ENSG00000134453.15,chr10,6115452,6117443,PAS,True,42,286
ENSG00000134453.15,chr10,6104930,6105076,PAS,True,243,275
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,78,179
ENSG00000166295.8,chr10,72216072,72230365,ES,True,16,100
ENSG00000166295.8,chr10,72216072,72230365,5AS,False,16,148
ENSG00000166295.8,chr10,72216138,72230365,ES,True,29,131
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,111,249
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,146,249
ENSG00000107960.10,chr10,103918099,103918256,TSS,True,30,179
ENSG00000107960.10,chr10,103917461,103918218,TSS,True,159,179
ENSG00000165806.19,chr10,113679161,113679349,TSS,True,506,581
ENSG00000165806.19,chr10,113679630,113679978,TSS,True,95,581
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,2131,3748
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,3054,3748
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,2894,3748
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,127,173
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,38,220
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,164,202
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,48,207
ENSG00000138303.17,chr10,72097450,72128081,ES,False,321,395
ENSG00000138303.17,chr10,72215781,72216234,TSS,True,319,415
ENSG00000138303.17,chr10,72216206,72216306,TSS,False,157,415
ENSG00000138303.17,chr10,72216820,72217191,TSS,False,373,415
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,14,125
ENSG00000185009.12,chr10,74138382,74150754,ES,False,104,194
ENSG00000119917.13,chr10,89327997,89328078,TSS,False,177,238
ENSG00000119917.13,chr10,89332527,89332627,TSS,False,69,238
ENSG00000107968.9,chr10,30433472,30434378,TSS,True,71,135
ENSG00000107968.9,chr10,30434046,30434748,TSS,False,68,135
ENSG00000107968.9,chr10,30438915,30439937,PAS,True,42,133
ENSG00000107968.9,chr10,30460705,30461832,PAS,True,97,135
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,125,201
ENSG00000165732.12,chr10,68967122,68967203,TSS,True,140,158
ENSG00000165732.12,chr10,68982542,68985153,PAS,True,49,149
ENSG00000065809.13,chr10,14604239,14604450,TSS,True,83,125
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,364,619
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,329,635
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,410,664
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,299,664
ENSG00000151474.22,chr10,13664498,13666325,PAS,False,66,100
ENSG00000151474.22,chr10,13707036,13707778,TSS,True,60,103
ENSG00000151474.22,chr10,13740511,13740938,TSS,True,97,108
ENSG00000148824.18,chr10,133394086,133394332,TSS,False,15,130
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,40,129
ENSG00000148824.18,chr10,133399528,133400207,PAS,True,89,127
ENSG00000026025.15,chr10,17229230,17229985,TSS,True,31,196
ENSG00000165934.12,chr14,92121950,92122128,TSS,True,23,219
ENSG00000165934.12,chr14,92161651,92164198,PAS,False,157,213
ENSG00000165934.12,chr14,92154357,92154411,PAS,True,73,209
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,77,674
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,206,646
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,479,652
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,195,240
ENSG00000100938.17,chr14,24232977,24233218,IR,False,139,196
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,245,442
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,397,442
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,385,442
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,304,442
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,72,250
ENSG00000197102.11,chr14,101983381,101983510,PAS,True,27,192
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,198,250
ENSG00000166170.9,chr14,103562615,103562886,TSS,True,21,127
ENSG00000198554.11,chr14,54938945,54941690,PAS,True,198,230
ENSG00000198554.11,chr14,54955559,54955694,PAS,True,184,230
ENSG00000198554.11,chr14,54962976,54963172,PAS,True,165,229
ENSG00000198554.11,chr14,54983858,54984860,PAS,True,183,228
ENSG00000185246.17,chr14,45096228,45096886,ES,False,87,121
ENSG00000185246.17,chr14,45096228,45096886,IR,False,87,113
ENSG00000185246.17,chr14,45109780,45110093,ES,False,87,105
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,105,165
ENSG00000185246.17,chr14,45112317,45112503,PAS,True,140,163
ENSG00000185246.17,chr14,45114182,45115594,PAS,True,147,164
ENSG00000185246.17,chr14,45109615,45111625,PAS,True,132,160
ENSG00000185246.17,chr14,45110548,45112456,PAS,True,141,162
ENSG00000100911.15,chr14,24145896,24146207,IR,False,27,135
ENSG00000277734.7,chr14,22531998,22547505,ES,True,102,115
ENSG00000277734.7,chr14,22473194,22473940,TSS,True,439,492
ENSG00000277734.7,chr14,22531865,22531998,TSS,True,377,492
ENSG00000277734.7,chr14,22534362,22534503,TSS,True,405,492
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,170,196
ENSG00000187790.10,chr14,45137241,45148836,ES,False,13,129
ENSG00000187790.10,chr14,45175070,45176810,PAS,True,52,139
ENSG00000187790.10,chr14,45170588,45170630,PAS,True,118,139
ENSG00000155465.18,chr14,22813440,22815319,5AS,False,149,185
ENSG00000155465.18,chr14,22815319,22815897,TSS,True,173,225
ENSG00000155465.18,chr14,22815830,22815915,TSS,True,107,225
ENSG00000100722.19,chr14,88578140,88607242,ES,False,49,206
ENSG00000100722.19,chr14,88596808,88607242,ES,False,72,153
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,88,212
ENSG00000100722.19,chr14,88611744,88615473,PAS,True,38,249
ENSG00000211899.10,chr14,105851704,105851974,PAS,False,285,371
ENSG00000211899.10,chr14,105854212,105854737,PAS,True,75,317
ENSG00000211899.10,chr14,105855905,105858100,TSS,False,322,372
ENSG00000211899.10,chr14,105854916,105855341,TSS,True,318,372
ENSG00000211899.10,chr14,105861313,105864031,TSS,True,298,373
ENSG00000129484.13,chr14,20357149,20357395,IR,True,192,214
ENSG00000129484.13,chr14,20357520,20357637,IR,False,182,215
ENSG00000129484.13,chr14,20357637,20357912,PAS,True,47,230
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1705,2092
ENSG00000092199.17,chr14,21234229,21269297,ES,False,549,2034
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,26,120
ENSG00000205659.10,chr14,74084660,74084993,TSS,True,32,158
ENSG00000205659.10,chr14,74198921,74201238,PAS,True,37,152
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,35,337
ENSG00000119707.13,chr14,73099666,73103328,PAS,True,201,311
ENSG00000119707.13,chr14,73103191,73103334,PAS,True,179,319
ENSG00000182400.14,chr14,39147808,39150381,PAS,True,15,100
ENSG00000182400.14,chr14,39170014,39170800,TSS,True,12,105
ENSG00000251002.7,chr14,22378846,22381674,PAS,True,134,210
ENSG00000251002.7,chr14,22379746,22382405,PAS,True,187,209
ENSG00000251002.7,chr14,22383742,22383886,TSS,True,29,123
ENSG00000251002.7,chr14,22484018,22484460,TSS,True,133,210
ENSG00000133983.14,chr14,70342729,70359518,ES,True,123,150
ENSG00000165501.16,chr14,49602468,49607399,ES,False,161,199
ENSG00000165501.16,chr14,49602468,49614255,ES,False,63,260
ENSG00000100442.10,chr14,45115598,45116252,PAS,False,66,235
ENSG00000100442.10,chr14,45121481,45121620,PAS,False,174,233
ENSG00000156127.6,chr14,75522438,75522745,TSS,True,27,123
ENSG00000156127.6,chr14,75515537,75515985,TSS,True,101,123
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,627,786
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,541,709
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,488,708
ENSG00000092201.9,chr14,21363695,21365143,PAS,True,596,705
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,128,803
ENSG00000066455.12,chr14,92839365,92839959,PAS,True,31,141
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,325,439
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,54,493
ENSG00000100644.16,chr14,61738086,61738276,PAS,True,56,457
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,31,226
ENSG00000100941.8,chr14,39180502,39182941,PAS,True,55,207
ENSG00000100941.8,chr14,39179090,39182249,PAS,False,171,200
ENSG00000126787.12,chr14,55148473,55150798,ES,False,309,377
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,328,704
ENSG00000126787.12,chr14,55151733,55151941,PAS,True,557,704
ENSG00000151445.15,chr14,77454102,77457494,ES,False,77,102
ENSG00000151445.15,chr14,77457494,77457978,TSS,True,13,117
ENSG00000100814.17,chr14,20326793,20333253,ES,False,29,192
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,26,220
ENSG00000129534.13,chr14,45247377,45253034,ES,True,233,290
ENSG00000129534.13,chr14,45222465,45224746,PAS,True,248,304
ENSG00000129534.13,chr14,45224257,45226836,PAS,False,239,304
ENSG00000129534.13,chr14,45227661,45227814,PAS,True,233,304
ENSG00000129534.13,chr14,45246828,45247377,PAS,False,235,296
ENSG00000129534.13,chr14,45253034,45253542,TSS,True,36,331
ENSG00000131323.14,chr14,102777187,102777675,TSS,True,25,220
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,13,110
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,80,142
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,106,142
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,132,419
ENSG00000078304.19,chr14,101909588,101910397,PAS,True,320,419
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,113,203
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,123,203
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,2522,2964
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,550,646
ENSG00000080824.18,chr14,102082110,102082212,TSS,True,259,482
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,658,3004
ENSG00000126804.13,chr14,64503720,64504946,TSS,True,24,126
ENSG00000140105.17,chr14,100361921,100376259,ES,False,25,161
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,625,788
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,592,788
ENSG00000140105.17,chr14,100343274,100344340,TSS,True,636,783
ENSG00000140105.17,chr14,100346745,100346847,TSS,True,609,783
ENSG00000092036.18,chr14,22955176,22956915,5AS,False,97,110
ENSG00000092036.18,chr14,22955176,22956923,5AS,False,57,167
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,102,199
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,142,199
ENSG00000054654.16,chr14,63853080,63909097,5AS,True,17,157
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,55,186
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,147,173
ENSG00000054654.16,chr14,63986455,63986481,PAS,True,145,172
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,102,172
ENSG00000054654.16,chr14,63980985,63981151,PAS,True,150,172
ENSG00000042088.13,chr14,89955970,89963107,ES,False,155,199
ENSG00000042088.13,chr14,89955854,89955970,TSS,True,87,303
ENSG00000042088.13,chr14,89963104,89963673,TSS,True,266,303
ENSG00000092140.15,chr14,30558730,30559272,TSS,True,23,128
ENSG00000092140.15,chr14,30605504,30606520,PAS,False,66,111
ENSG00000092140.15,chr14,30616277,30620174,PAS,True,62,114
ENSG00000100749.7,chr14,96881176,96881614,PAS,True,125,634
ENSG00000100749.7,chr14,96860556,96860922,PAS,True,538,634
ENSG00000129515.18,chr14,34561084,34563175,PAS,True,65,542
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,17,124
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,83,129
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,130,148
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,40,148
ENSG00000119725.18,chr14,73921105,73923394,ES,False,284,808
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,130,577
ENSG00000100603.13,chr14,77731063,77731129,PAS,True,483,571
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,227,805
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,512,578
ENSG00000100650.15,chr14,69769251,69770466,IR,False,417,767
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,318,832
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,604,832
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,290,831
ENSG00000100650.15,chr14,69770994,69772005,PAS,True,629,831
ENSG00000140153.17,chr14,102139987,102194937,5AS,False,21,181
ENSG00000140153.17,chr14,102195120,102208602,ES,False,133,148
ENSG00000140153.17,chr14,102139878,102140172,TSS,True,38,206
ENSG00000140153.17,chr14,102139827,102139987,TSS,True,180,206
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,56,204
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,174,206
ENSG00000140153.17,chr14,102208861,102210524,PAS,True,181,204
ENSG00000119688.20,chr14,74286529,74286700,IR,False,74,103
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,35,109
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,80,109
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,112,525
ENSG00000100823.11,chr14,20455338,20455577,IR,False,112,133
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,265,658
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,544,658
ENSG00000168952.15,chr14,25032542,25032594,TSS,True,59,157
ENSG00000165819.11,chr14,21499137,21499305,IR,False,390,607
ENSG00000165819.11,chr14,21499371,21499491,IR,False,389,611
ENSG00000092108.20,chr14,30622399,30630476,ES,False,39,221
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,58,244
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,25,190
ENSG00000092208.17,chr14,39132068,39136439,ES,False,24,163
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,87,100
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,31,100
ENSG00000100557.9,chr14,57469307,57471590,PAS,True,45,108
ENSG00000100557.9,chr14,57489968,57491071,PAS,True,88,102
ENSG00000100557.9,chr14,57493492,57493870,TSS,True,25,109
ENSG00000197045.12,chr14,54488924,54489057,TSS,True,115,155
ENSG00000027075.14,chr14,61321147,61322464,TSS,True,111,146
ENSG00000027075.14,chr14,61388875,61389003,TSS,True,125,145
ENSG00000119599.16,chr14,72951877,72954163,3AS,False,53,107
ENSG00000119599.16,chr14,72926354,72926543,TSS,True,25,117
ENSG00000119599.16,chr14,72958611,72959649,PAS,True,12,114
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,78,116
ENSG00000070367.15,chr14,57200503,57208797,PAS,True,159,179
ENSG00000070367.15,chr14,57218034,57218068,PAS,True,23,174
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,29,196
ENSG00000100628.11,chr14,93933782,93934792,PAS,True,25,143
ENSG00000100628.11,chr14,93956765,93957050,TSS,True,68,136
ENSG00000100628.11,chr14,93955107,93955285,TSS,True,93,136
ENSG00000126814.6,chr14,60980962,60981088,TSS,True,19,127
ENSG00000100592.15,chr14,59188768,59263440,5AS,True,79,101
ENSG00000100592.15,chr14,59188622,59188768,TSS,True,50,131
ENSG00000100592.15,chr14,59188692,59188914,TSS,True,109,131
ENSG00000100592.15,chr14,59330500,59330596,PAS,True,23,120
ENSG00000092020.10,chr14,35110629,35121901,ES,False,83,342
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,66,348
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,289,355
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,84,326
ENSG00000089737.16,chr14,94048289,94051462,PAS,True,93,749
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,77,753
ENSG00000196405.12,chr14,100065245,100065511,TSS,True,18,102
ENSG00000165525.17,chr14,49828787,49829053,3AS,False,25,221
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,102,270
ENSG00000133961.20,chr14,73274405,73277293,PAS,True,64,111
ENSG00000133961.20,chr14,73286191,73287314,PAS,True,63,104
ENSG00000133961.20,chr14,73458492,73458601,TSS,True,42,131
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,47,420
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,60,421
ENSG00000213928.8,chr14,24164134,24165846,ES,False,24,171
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,34,191
ENSG00000213928.8,chr14,24161668,24161890,TSS,True,171,191
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,19,146
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,22,149
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,130,149
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,253,289
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,44,294
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,244,294
ENSG00000165792.17,chr14,20996711,20996784,IR,False,182,261
ENSG00000165792.17,chr14,20996711,20996811,3AS,False,27,211
ENSG00000165792.17,chr14,20996711,20996811,IR,False,27,106
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,114,298
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,218,297
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,47,150
ENSG00000078618.21,chr1,51839146,51840514,PAS,True,79,102
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,53,150
ENSG00000117543.20,chr1,100990631,100995109,ES,False,18,160
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,26,187
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,26,188
ENSG00000176261.15,chr1,32627544,32633644,ES,False,42,161
ENSG00000176261.15,chr1,32634072,32634767,3AS,False,118,139
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,138,154
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,27,182
ENSG00000153898.12,chr1,84965708,84996795,ES,False,517,672
ENSG00000153898.12,chr1,84925581,84926721,PAS,True,94,861
ENSG00000153898.12,chr1,84996795,84997170,TSS,True,148,861
ENSG00000052723.11,chr1,114780436,114780691,TSS,True,98,113
ENSG00000052723.11,chr1,114780448,114780685,TSS,False,28,113
ENSG00000081870.11,chr1,53945554,53945821,TSS,True,28,227
ENSG00000116830.11,chr1,117060309,117060374,TSS,True,86,169
ENSG00000116830.11,chr1,117062047,117062473,TSS,True,144,168
ENSG00000116830.11,chr1,117081827,117083950,PAS,True,68,128
ENSG00000116830.11,chr1,117101379,117107453,PAS,True,113,165
ENSG00000116830.11,chr1,117074869,117075145,PAS,True,96,116
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,29,143
