gene,chr,start,end,splice_type,novel,lower_lobe_of_left_lung_ENCFF924HBV_in_cov,lower_lobe_of_left_lung_ENCFF924HBV_total_cov
ENSG00000123143.12,chr19,14433174,14433542,TSS,True,53,244
ENSG00000129968.15,chr19,1885351,1885489,TSS,True,44,112
ENSG00000129968.15,chr19,1881234,1885465,TSS,True,93,112
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,40,105
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,79,105
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,43,120
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,52,101
ENSG00000142534.6,chr19,49496398,49497325,TSS,True,72,101
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,80,162
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,99,162
ENSG00000105519.15,chr19,5915065,5915220,5AS,True,18,120
ENSG00000105519.15,chr19,5914196,5914309,TSS,False,50,142
ENSG00000105519.15,chr19,5914212,5914489,TSS,True,116,142
ENSG00000011304.19,chr19,797388,797505,TSS,True,90,130
ENSG00000011304.19,chr19,799559,804438,TSS,False,116,130
ENSG00000104870.12,chr19,49512261,49512750,TSS,True,90,246
ENSG00000104870.12,chr19,49513020,49513473,TSS,True,184,246
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,79,353
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,307,353
ENSG00000123146.19,chr19,14381137,14381545,TSS,True,80,123
ENSG00000123146.19,chr19,14401676,14401760,TSS,True,107,122
ENSG00000126934.13,chr19,4123783,4124170,TSS,True,47,149
ENSG00000087074.7,chr19,48872406,48872651,TSS,False,35,292
ENSG00000087074.7,chr19,48873911,48874898,TSS,True,244,274
ENSG00000142347.17,chr19,8520777,8521604,PAS,True,17,129
ENSG00000142347.17,chr19,8577306,8577468,TSS,True,64,129
ENSG00000076944.15,chr19,7637101,7637186,TSS,True,54,148
ENSG00000076944.15,chr19,7637120,7640809,TSS,False,125,148
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,21,163
ENSG00000130202.9,chr19,44846265,44846613,TSS,True,13,121
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,20,112
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,101,116
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,38,106
ENSG00000011600.11,chr19,35907261,35907445,3AS,False,30,175
ENSG00000011600.11,chr19,35907445,35907550,TSS,True,105,183
ENSG00000011600.11,chr19,35908167,35908307,TSS,True,100,183
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,149,320
ENSG00000269858.5,chr19,40800218,40801415,TSS,True,191,320
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,98,296
ENSG00000108107.14,chr19,55385914,55386438,TSS,True,259,296
ENSG00000108107.14,chr19,55386573,55386693,TSS,True,258,296
ENSG00000130203.9,chr19,44905408,44905841,TSS,False,53,321
ENSG00000130208.9,chr19,44914669,44914733,TSS,True,30,111
ENSG00000130208.9,chr19,44914726,44914949,TSS,True,95,111
ENSG00000102575.11,chr19,11577592,11577703,TSS,True,189,223
ENSG00000102575.11,chr19,11578843,11579091,TSS,True,131,223
ENSG00000102575.11,chr19,11576242,11576332,TSS,True,158,223
ENSG00000032444.16,chr19,7551437,7553874,3AS,False,98,164
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,162,199
ENSG00000032444.16,chr19,7541450,7541684,TSS,True,177,199
ENSG00000032444.16,chr19,7541980,7542670,TSS,True,173,199
ENSG00000032444.16,chr19,7549903,7550112,TSS,True,171,199
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,79,355
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,34,111
ENSG00000099817.11,chr19,1089883,1089958,TSS,True,95,111
ENSG00000105401.8,chr19,10395343,10395434,IR,False,97,118
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,48,166
ENSG00000197256.10,chr19,11197484,11197587,TSS,True,41,102
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,77,228
ENSG00000167468.16,chr19,1104057,1104929,TSS,True,205,228
ENSG00000167468.16,chr19,1105744,1105809,TSS,True,196,228
ENSG00000086548.8,chr19,41755514,41755702,TSS,True,56,216
ENSG00000086548.8,chr19,41756680,41756959,TSS,True,190,216
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,40,185
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,47,102
ENSG00000099783.11,chr19,8465362,8465479,IR,False,41,121
ENSG00000099783.11,chr19,8474244,8485602,ES,False,19,118
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,16,130
ENSG00000099290.16,chr10,50067890,50068008,TSS,True,19,104
ENSG00000099290.16,chr10,50132805,50133510,PAS,True,21,102
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,19,122
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,106,122
ENSG00000107798.17,chr10,89251736,89251918,TSS,True,14,134
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,13,102
ENSG00000123240.16,chr10,13136744,13138308,PAS,True,17,101
ENSG00000095713.13,chr10,98030448,98030773,TSS,False,20,117
ENSG00000122852.14,chr10,79610978,79611802,IR,True,20,153
ENSG00000122852.14,chr10,79610982,79611284,IR,True,96,198
ENSG00000122852.14,chr10,79610982,79611802,ME,False,281,1656
ENSG00000122852.14,chr10,79610982,79611578,ES,True,134,151
ENSG00000122852.14,chr10,79610982,79611578,3AS,True,134,285
ENSG00000122852.14,chr10,79610982,79611578,IR,True,134,235
ENSG00000122852.14,chr10,79610982,79611581,ES,True,169,197
ENSG00000122852.14,chr10,79610982,79611581,3AS,False,169,471
ENSG00000122852.14,chr10,79610982,79611581,IR,True,169,271
ENSG00000122852.14,chr10,79610982,79611802,ES,False,6570,8406
ENSG00000122852.14,chr10,79610982,79611808,IR,True,45,339
ENSG00000122852.14,chr10,79611138,79611802,IR,True,185,285
ENSG00000122852.14,chr10,79611375,79611802,IR,True,33,146
ENSG00000122852.14,chr10,79611377,79611802,IR,True,85,198
ENSG00000122852.14,chr10,79611385,79611802,IR,True,30,143
ENSG00000122852.14,chr10,79611389,79611802,5AS,True,1253,1403
ENSG00000122852.14,chr10,79611634,79611802,IR,True,20,153
ENSG00000122852.14,chr10,79611641,79611802,IR,True,456,589
ENSG00000122852.14,chr10,79612431,79613059,IR,True,66,173
ENSG00000122852.14,chr10,79612431,79613080,3AS,True,37,104
ENSG00000122852.14,chr10,79612431,79613080,IR,True,37,144
ENSG00000122852.14,chr10,79612431,79613197,IR,True,13,121
ENSG00000122852.14,chr10,79610852,79610982,TSS,True,1649,10171
ENSG00000012779.10,chr10,45443216,45443415,IR,True,169,227
ENSG00000012779.10,chr10,45374157,45374429,TSS,True,46,254
ENSG00000107796.13,chr10,88990938,88991345,TSS,True,175,195
ENSG00000107796.13,chr10,88952730,88952817,TSS,True,40,194
ENSG00000176986.15,chr10,73770471,73770708,IR,False,107,120
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,108,128
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,53,128
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,27,207
ENSG00000172661.18,chr10,45757139,45763387,ES,True,26,139
ENSG00000172661.18,chr10,45727189,45727320,TSS,True,18,151
ENSG00000172661.18,chr10,45790355,45790499,PAS,True,134,150
ENSG00000172661.18,chr10,45792260,45792968,PAS,True,30,150
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,19,151
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,67,170
ENSG00000171314.8,chr10,97426129,97426446,TSS,True,31,195
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,88,211
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,165,193
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,29,212
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,31,239
ENSG00000107438.8,chr10,95290819,95291065,TSS,True,24,164
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,19,145
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,19,119
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,23,115
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,19,102
ENSG00000065613.13,chr10,104025573,104029231,PAS,False,85,105
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,68,235
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,79,209
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,152,209
ENSG00000148671.13,chr10,86970475,86970736,PAS,True,13,123
ENSG00000122359.17,chr10,80172869,80205342,ES,False,44,183
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,127,310
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,268,309
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,259,308
ENSG00000260314.2,chr10,17809013,17809526,TSS,False,42,306
ENSG00000260314.2,chr10,17881066,17881107,PAS,True,126,292
ENSG00000260314.2,chr10,17910214,17911298,PAS,False,209,301
ENSG00000198682.12,chr10,87659620,87660008,TSS,True,23,102
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,32,270
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,1648,1943
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,373,2241
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,59,104
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,39,110
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,77,110
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,15,108
ENSG00000185303.16,chr10,79560363,79560429,TSS,True,1839,3487
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,152,172
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,190,344
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,292,343
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,303,344
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,122,146
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,28,140
ENSG00000119917.13,chr10,89327997,89328078,TSS,False,40,154
ENSG00000119917.13,chr10,89332527,89332627,TSS,False,125,154
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,38,106
ENSG00000077147.15,chr10,96586733,96587362,TSS,True,30,279
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,27,235
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,178,233
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,70,234
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,74,105
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,37,104
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,57,112
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,61,109
ENSG00000100911.15,chr14,24144468,24145057,IR,False,89,102
ENSG00000100911.15,chr14,24146533,24147264,TSS,True,15,108
ENSG00000100796.17,chr14,91465419,91470836,ES,False,103,116
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,83,113
ENSG00000100796.17,chr14,91456980,91458869,PAS,True,27,125
ENSG00000100796.17,chr14,91460657,91462239,PAS,True,109,125
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,122,162
ENSG00000092199.17,chr14,21234229,21269297,ES,False,19,157
ENSG00000184887.13,chr14,105249085,105249156,IR,False,152,177
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,168,187
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,44,187
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,167,187
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,77,131
ENSG00000197119.12,chr14,100293293,100294740,TSS,True,105,120
ENSG00000211896.7,chr14,105741892,105742202,TSS,True,163,197
ENSG00000211896.7,chr14,105742776,105743084,TSS,False,138,197
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,73,171
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,108,168
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,127,212
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,179,206
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,63,143
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,83,137
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,139,218
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,183,218
ENSG00000140105.17,chr14,100369258,100375282,ES,False,103,149
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,209,284
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,126,284
ENSG00000126777.17,chr14,55580354,55612018,ES,False,93,131
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,61,147
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,121,139
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,35,136
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,41,218
ENSG00000142208.16,chr14,104792722,104795483,ES,False,353,433
ENSG00000142208.16,chr14,104795483,104795787,TSS,True,67,508
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,19,101
ENSG00000211895.5,chr14,105707784,105708230,TSS,True,214,243
ENSG00000211895.5,chr14,105708358,105708667,TSS,False,200,243
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,86,100
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,21,100
ENSG00000213145.9,chr14,105487194,105487299,TSS,True,66,115
ENSG00000213145.9,chr14,105487197,105488388,TSS,True,72,114
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,115,854
ENSG00000100926.14,chr14,24192356,24192647,IR,True,88,102
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,30,108
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,92,105
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,17,111
ENSG00000129538.13,chr14,20802093,20802796,ES,False,256,313
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,161,476
ENSG00000136352.17,chr14,36518984,36519495,TSS,True,103,220
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,43,127
ENSG00000197249.13,chr14,94383241,94390456,ES,False,122,183
ENSG00000197249.13,chr14,94390456,94390790,TSS,True,392,575
ENSG00000197249.13,chr14,94382591,94383241,TSS,True,512,575
ENSG00000197249.13,chr14,94388559,94388818,TSS,True,283,575
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,50,261
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,213,261
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,138,211
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,118,211
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,13,116
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,90,116
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,32,116
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,137,905
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,809,905
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,16,151
ENSG00000179178.10,chr1,43270085,43270680,3AS,False,110,125
ENSG00000179178.10,chr1,43270584,43270793,TSS,True,141,159
ENSG00000179178.10,chr1,43269914,43270085,TSS,True,34,159
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,42,198
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,37,174
ENSG00000158828.7,chr1,20643340,20644672,TSS,True,154,174
ENSG00000133063.15,chr1,203217865,203219215,IR,True,323,365
ENSG00000133063.15,chr1,203216073,203217133,PAS,True,45,416
ENSG00000133063.15,chr1,203229611,203229707,TSS,True,46,427
ENSG00000078808.16,chr1,1228946,1231891,5AS,True,151,172
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,205,245
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,93,245
ENSG00000198830.10,chr1,26472415,26472627,TSS,True,31,266
ENSG00000131238.17,chr1,40097114,40097257,TSS,False,19,180
ENSG00000142634.12,chr1,15409879,15410279,TSS,True,27,136
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,73,155
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,130,152
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,133,152
ENSG00000143554.13,chr1,153775244,153776164,TSS,True,26,129
ENSG00000117676.13,chr1,26529732,26529983,TSS,True,170,257
ENSG00000117676.13,chr1,26545817,26546035,TSS,True,141,257
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,92,146
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,86,129
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,33,126
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,24,134
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,20,168
ENSG00000142973.13,chr1,46813606,46813911,3AS,False,53,244
ENSG00000142973.13,chr1,46798965,46799261,TSS,True,54,304
ENSG00000142973.13,chr1,46818630,46819350,PAS,True,38,304
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,18,104
ENSG00000203747.10,chr1,161548675,161549010,3AS,False,22,122
ENSG00000203747.10,chr1,161549696,161549917,TSS,True,19,140
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,73,132
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,65,132
ENSG00000188976.10,chr1,944800,945056,5AS,False,92,152
ENSG00000188976.10,chr1,959214,960041,TSS,True,25,171
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,215,339
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,143,359
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,231,355
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,175,257
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,24,116
ENSG00000185499.16,chr1,155186209,155187224,IR,True,126,150
ENSG00000185499.16,chr1,155185823,155186209,PAS,True,24,151
ENSG00000185499.16,chr1,155185823,155187374,PAS,True,121,143
ENSG00000185499.16,chr1,155188162,155188889,TSS,True,66,166
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,49,129
ENSG00000157191.19,chr1,16451857,16452015,TSS,True,96,124
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,33,104
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,93,104
ENSG00000173372.16,chr1,22636477,22636702,TSS,False,92,258
ENSG00000004487.16,chr1,23030634,23050386,ES,False,52,111
ENSG00000158062.20,chr1,26284482,26285463,IR,False,35,121
ENSG00000158062.20,chr1,26298062,26301693,ES,False,61,100
ENSG00000158062.20,chr1,26306591,26306786,TSS,True,35,145
ENSG00000158062.20,chr1,26284361,26285544,TSS,True,123,144
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,40,376
ENSG00000117472.9,chr1,46180382,46180658,TSS,True,18,122
ENSG00000126709.14,chr1,27668535,27669244,5AS,False,195,222
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,67,502
ENSG00000196878.14,chr1,209652368,209653115,TSS,False,28,103
ENSG00000173369.15,chr1,22653119,22653303,TSS,True,97,363
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,44,132
ENSG00000117335.19,chr1,207767195,207770320,ES,False,53,193
ENSG00000117335.19,chr1,207785682,207793518,ES,False,179,217
ENSG00000143742.12,chr1,225783368,225789239,ES,False,90,102
ENSG00000009307.15,chr1,114736855,114737962,ES,False,343,384
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,68,405
ENSG00000009307.15,chr1,114749820,114750283,TSS,True,356,404
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,97,141
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,55,142
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,17,153
ENSG00000142748.12,chr1,27373263,27373964,ES,False,50,442
ENSG00000142748.12,chr1,27374727,27374830,TSS,True,71,512
ENSG00000184007.20,chr1,31911826,31918969,ES,False,16,146
ENSG00000142669.14,chr1,26280064,26280203,TSS,True,15,143
ENSG00000094963.13,chr1,171210799,171212410,PAS,True,50,141
ENSG00000094963.13,chr1,171208793,171210088,PAS,True,102,136
ENSG00000159176.13,chr1,201507069,201507373,TSS,True,33,117
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,168,466
ENSG00000162511.7,chr1,30757658,30757860,TSS,True,93,249
ENSG00000162511.7,chr1,30739808,30739930,TSS,True,210,249
ENSG00000160075.11,chr1,1541672,1542167,PAS,True,11,105
ENSG00000117318.8,chr1,23558415,23558934,IR,True,96,109
ENSG00000117318.8,chr1,23557922,23558415,PAS,True,13,109
ENSG00000143416.20,chr1,151369156,151369441,IR,True,11,106
ENSG00000143416.20,chr1,151369189,151369441,IR,False,293,388
ENSG00000143416.20,chr1,151372637,151372713,TSS,True,60,439
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,60,271
ENSG00000179403.11,chr1,1435689,1435821,TSS,True,30,171
ENSG00000163041.9,chr1,226062708,226062811,TSS,True,16,127
ENSG00000116560.10,chr1,35182844,35184593,PAS,False,29,143
ENSG00000186517.13,chr1,161069527,161069981,TSS,True,46,124
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,18,109
ENSG00000134243.11,chr1,109345878,109347482,3AS,False,38,146
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,34,175
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,31,236
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,123,359
ENSG00000142676.14,chr1,23695855,23695908,TSS,True,295,356
ENSG00000078369.17,chr1,1825499,1890819,ES,False,55,469
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,84,103
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,83,103
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,21,136
ENSG00000162896.5,chr1,206946335,206946467,TSS,False,379,1572
ENSG00000159346.12,chr1,202958184,202958367,TSS,True,20,199
ENSG00000116701.14,chr1,183566919,183567209,TSS,True,153,178
ENSG00000116701.14,chr1,183590155,183590625,TSS,True,71,181
ENSG00000196352.15,chr1,207339417,207359545,ES,False,161,182
ENSG00000196352.15,chr1,207359545,207360966,PAS,True,28,228
ENSG00000157873.17,chr1,2560714,2561672,3AS,False,131,148
ENSG00000157873.17,chr1,2555742,2556733,TSS,True,90,196
ENSG00000157873.17,chr1,2555781,2556252,TSS,False,174,196
ENSG00000197747.8,chr1,151993751,151993861,TSS,True,86,304
ENSG00000158747.14,chr1,19644187,19644446,TSS,False,54,228
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,116,333
ENSG00000142937.11,chr1,44775558,44776140,TSS,True,294,333
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,44,267
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,225,266
ENSG00000187608.9,chr1,1013455,1013576,TSS,True,30,125
ENSG00000189334.8,chr1,153616294,153616326,TSS,False,31,107
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,93,322
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,37,221
ENSG00000142949.16,chr1,43530824,43531090,TSS,True,92,113
ENSG00000142949.16,chr1,43606261,43606458,TSS,True,93,105
ENSG00000142949.16,chr1,43618290,43619573,TSS,True,88,105
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,280,645
ENSG00000197530.12,chr1,1616614,1623430,3AS,False,64,119
ENSG00000197530.12,chr1,1623679,1623773,5AS,False,14,123
ENSG00000197530.12,chr1,1627444,1627672,IR,False,129,148
ENSG00000197530.12,chr1,1615423,1615633,TSS,True,153,191
ENSG00000197530.12,chr1,1615455,1616100,TSS,True,126,191
ENSG00000197530.12,chr1,1628547,1628722,TSS,False,162,187
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,29,146
ENSG00000125944.19,chr1,23338608,23344210,ES,False,78,107
ENSG00000159189.11,chr1,22643714,22644010,5AS,False,178,200
ENSG00000159189.11,chr1,22643632,22643714,TSS,False,60,240
ENSG00000160789.19,chr1,156114537,156115274,TSS,True,47,363
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,195,341
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,150,351
ENSG00000131236.16,chr1,40040783,40059336,5AS,False,56,155
ENSG00000131236.16,chr1,40040801,40059336,3AS,False,97,130
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,125,257
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,173,257
ENSG00000143774.16,chr1,228140363,228145510,ES,False,120,172
ENSG00000143774.16,chr1,228140225,228140363,TSS,True,45,220
ENSG00000162704.15,chr1,183635516,183635940,TSS,True,28,189
ENSG00000162434.11,chr1,64833220,64834657,PAS,False,16,141
ENSG00000162434.11,chr1,64966332,64966572,TSS,False,39,142
ENSG00000168159.11,chr1,228487361,228487878,TSS,True,26,153
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,37,177
ENSG00000170989.9,chr1,101236898,101237099,TSS,True,42,128
ENSG00000112936.18,chr5,40909273,40909616,TSS,False,38,155
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,81,250
ENSG00000113140.10,chr5,151666360,151666473,TSS,True,210,248
ENSG00000186468.12,chr5,82278319,82278619,TSS,True,20,119
ENSG00000038274.16,chr5,163505565,163505749,TSS,True,11,102
ENSG00000120129.5,chr5,172767199,172769132,PAS,False,44,352
ENSG00000120129.5,chr5,172770585,172771198,TSS,False,52,352
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,35,157
ENSG00000113580.14,chr5,143277933,143282041,PAS,True,78,103
ENSG00000113580.14,chr5,143309090,143310213,PAS,True,45,102
ENSG00000113580.14,chr5,143403210,143403766,TSS,True,33,104
ENSG00000113580.14,chr5,143404375,143404543,TSS,False,88,106
ENSG00000153113.23,chr5,96722698,96727488,ES,False,90,114
ENSG00000153113.23,chr5,96727530,96729611,ES,False,13,114
ENSG00000153113.23,chr5,96662077,96662497,TSS,True,45,125
ENSG00000153113.23,chr5,96702645,96702915,TSS,True,98,122
ENSG00000153113.23,chr5,96772639,96774683,PAS,True,33,121
ENSG00000153113.23,chr5,96742654,96742757,PAS,True,105,118
ENSG00000131446.16,chr5,180802679,180802855,TSS,True,190,279
ENSG00000131446.16,chr5,180803601,180803894,TSS,True,232,279
ENSG00000181163.13,chr5,171410526,171410904,PAS,True,28,226
ENSG00000181163.13,chr5,171406396,171410882,PAS,False,199,225
ENSG00000113648.16,chr5,135346057,135360496,ME,False,112,214
ENSG00000113648.16,chr5,135360604,135369405,3AS,False,129,220
ENSG00000113648.16,chr5,135399061,135399382,TSS,True,29,246
ENSG00000153395.9,chr5,1523709,1524264,TSS,True,221,819
ENSG00000197043.13,chr5,151109846,151117126,ES,False,30,107
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,23,137
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,16,153
ENSG00000019582.14,chr5,150402625,150404679,ES,False,1367,1659
ENSG00000019582.14,chr5,150412624,150412856,TSS,True,201,1804
ENSG00000113282.13,chr5,157789513,157791702,3AS,False,82,172
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,53,118
ENSG00000113712.17,chr5,149513209,149520289,ES,False,116,129
ENSG00000113712.17,chr5,149492981,149496860,PAS,True,17,136
ENSG00000197226.12,chr5,179907703,179908598,TSS,True,53,109
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,52,102
ENSG00000145730.20,chr5,102961229,102990271,ES,False,71,144
ENSG00000145730.20,chr5,102755028,102755348,TSS,False,51,150
ENSG00000145730.20,chr5,102865497,102866284,TSS,True,106,149
ENSG00000172239.13,chr5,43555999,43556818,5AS,False,32,109
ENSG00000172239.13,chr5,43556581,43557126,TSS,True,41,118
ENSG00000172239.13,chr5,43556818,43557178,TSS,True,86,118
ENSG00000044115.20,chr5,138753379,138753510,TSS,True,69,372
ENSG00000072682.18,chr5,132195480,132198878,ME,False,80,101
ENSG00000072682.18,chr5,132227789,132227891,TSS,False,45,102
ENSG00000072682.18,chr5,132227085,132227757,TSS,True,91,102
ENSG00000072682.18,chr5,132227538,132227801,TSS,True,85,102
