gene,chr,start,end,splice_type,novel,left_ventricle_myocardium_inferior_ENCFF132YCF_in_cov,left_ventricle_myocardium_inferior_ENCFF132YCF_total_cov
ENSG00000203867.7,chr10,110812428,110812947,TSS,True,93,104
ENSG00000203867.7,chr10,110821359,110821935,TSS,True,89,104
ENSG00000107679.14,chr10,122374562,122374806,TSS,False,29,123
ENSG00000078114.18,chr10,20880793,20880908,TSS,True,319,356
ENSG00000078114.18,chr10,20897124,20897629,TSS,True,305,356
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,157,193
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,91,192
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,104,943
ENSG00000172661.18,chr10,45727189,45727320,TSS,True,12,103
ENSG00000099250.17,chr10,33197709,33202911,5AS,False,25,117
ENSG00000099250.17,chr10,33177489,33180365,PAS,True,62,131
ENSG00000099250.17,chr10,33194366,33194780,PAS,True,83,125
ENSG00000099250.17,chr10,33334309,33334866,TSS,True,33,139
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,33,243
ENSG00000166033.12,chr10,122461426,122462124,TSS,False,13,102
ENSG00000166033.12,chr10,122502530,122506885,TSS,False,91,102
ENSG00000175470.19,chr10,131900657,131901155,TSS,True,23,118
ENSG00000172731.13,chr10,70301508,70340552,ES,False,31,217
ENSG00000172731.13,chr10,70340702,70382548,ES,False,29,209
ENSG00000172731.13,chr10,70382548,70382699,TSS,False,44,264
ENSG00000171314.8,chr10,97426129,97426446,TSS,True,64,601
ENSG00000107959.15,chr10,3147737,3149620,ES,False,27,179
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,34,187
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,47,284
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,16,149
ENSG00000107738.19,chr10,71773357,71773569,TSS,False,29,223
ENSG00000188690.13,chr10,125823028,125823288,TSS,True,15,117
ENSG00000134463.14,chr10,11742746,11747348,5AS,False,221,246
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,82,303
ENSG00000134463.14,chr10,11749499,11749592,TSS,True,259,303
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,70,422
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,71,427
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,357,427
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,23,121
ENSG00000148834.12,chr10,104254840,104255271,TSS,True,98,121
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,35,339
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,58,232
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,30,109
ENSG00000130640.13,chr10,133302791,133303016,TSS,True,91,109
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,19,157
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,52,207
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,163,207
ENSG00000122367.19,chr10,86692571,86709904,ES,False,86,101
ENSG00000122367.19,chr10,86668408,86668570,TSS,False,815,1449
ENSG00000122367.19,chr10,86709457,86710050,TSS,True,462,534
ENSG00000122367.19,chr10,86716356,86716771,TSS,True,388,523
ENSG00000122367.19,chr10,86732886,86736149,PAS,True,928,1304
ENSG00000122367.19,chr10,86699277,86700059,PAS,True,125,905
ENSG00000089876.11,chr10,125896217,125896514,TSS,False,26,108
ENSG00000089876.11,chr10,125880542,125881313,TSS,True,89,108
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,89,480
ENSG00000095637.22,chr10,95322021,95322745,3AS,True,95,163
ENSG00000095637.22,chr10,95322021,95336520,ES,False,64,131
ENSG00000095637.22,chr10,95322021,95336520,3AS,False,64,121
ENSG00000095637.22,chr10,95336520,95337240,TSS,True,220,337
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,190,719
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,573,719
ENSG00000119938.8,chr10,91632955,91633070,TSS,False,46,287
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,14,106
ENSG00000122359.17,chr10,80172869,80205342,ES,False,222,546
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,307,854
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,747,854
ENSG00000165424.6,chr10,79445194,79445639,TSS,False,69,140
ENSG00000150093.18,chr10,32901635,32908367,ES,False,231,714
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,19,152
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,100,179
ENSG00000148677.6,chr10,90915781,90915882,TSS,True,114,173
ENSG00000107562.16,chr10,44384944,44385097,TSS,True,58,100
ENSG00000189319.13,chr10,124744012,124744377,TSS,True,89,123
ENSG00000189319.13,chr10,124678132,124678203,TSS,True,109,122
ENSG00000122884.12,chr10,73030370,73046924,ME,False,85,164
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,15,117
ENSG00000107897.18,chr10,27219857,27223337,ES,False,150,179
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,115,189
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,104,189
ENSG00000107897.18,chr10,27242058,27242116,TSS,True,169,189
ENSG00000197746.13,chr10,71822007,71825836,3AS,False,134,161
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,40,159
ENSG00000171813.13,chr10,132396157,132397351,TSS,False,19,112
ENSG00000035403.17,chr10,74109156,74114183,ES,False,174,276
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,156,375
ENSG00000166295.8,chr10,72216072,72220053,5AS,True,42,182
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,57,295
ENSG00000166295.8,chr10,72216138,72223887,ES,False,107,237
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,130,398
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,291,398
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,43,389
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,70,185
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,157,185
ENSG00000107551.20,chr10,44970264,44971772,IR,False,212,238
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,148,241
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,38,253
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,25,246
ENSG00000197321.14,chr10,29499263,29508341,ES,True,76,119
ENSG00000197321.14,chr10,29499263,29512734,ES,False,15,134
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,28,261
ENSG00000197321.14,chr10,29506111,29508389,PAS,True,140,160
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,204,233
ENSG00000197321.14,chr10,29530606,29535465,TSS,True,229,257
ENSG00000197321.14,chr10,29529704,29529844,TSS,True,222,257
ENSG00000165887.11,chr10,97572515,97572875,TSS,True,74,423
ENSG00000197893.13,chr10,113589079,113589665,3AS,False,539,705
ENSG00000197893.13,chr10,113598073,113605761,ES,True,76,564
ENSG00000197893.13,chr10,113588705,113589079,PAS,True,169,708
ENSG00000197893.13,chr10,113588714,113589082,PAS,True,542,708
ENSG00000197893.13,chr10,113604608,113604885,TSS,True,754,860
ENSG00000197893.13,chr10,113663810,113664121,TSS,True,543,862
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,117,316
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,193,301
ENSG00000138162.18,chr10,122210526,122211708,TSS,True,84,129
ENSG00000138162.18,chr10,122229356,122229486,TSS,True,106,129
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,43,134
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,55,295
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,49,182
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,154,181
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,49,101
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,17,104
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,56,108
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,59,108
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,82,117
ENSG00000197102.11,chr14,102040631,102041734,TSS,False,102,117
ENSG00000020577.13,chr14,54776436,54776540,TSS,True,109,128
ENSG00000020577.13,chr14,54784356,54784447,TSS,True,102,128
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,46,125
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,83,125
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,29,207
ENSG00000092054.12,chr14,23413890,23414006,IR,True,162,224
ENSG00000092054.12,chr14,23416990,23417152,IR,True,61,101
ENSG00000092054.12,chr14,23435619,23435764,TSS,False,17571,29468
ENSG00000092054.12,chr14,23414994,23415046,TSS,True,26044,29321
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,67,553
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,94,127
ENSG00000092199.17,chr14,21234229,21269297,ES,False,19,111
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,24,138
ENSG00000184887.13,chr14,105249085,105249156,IR,False,188,229
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,197,243
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,80,243
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,93,124
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,76,124
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,99,124
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,99,188
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,100,188
ENSG00000165795.23,chr14,21022497,21023240,ES,False,130,616
ENSG00000165795.23,chr14,21023321,21025028,ES,False,221,444
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,235,679
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,581,679
ENSG00000129521.13,chr14,33950395,33951079,TSS,True,25,204
ENSG00000133943.20,chr14,91114283,91157638,ES,False,314,427
ENSG00000133943.20,chr14,91145313,91157638,ES,False,60,128
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,275,541
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,67,542
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,485,565
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,136,565
ENSG00000078304.19,chr14,101912473,101925140,ES,False,27,105
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,89,175
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,102,173
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,63,168
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,129,167
ENSG00000078304.19,chr14,101836168,101838469,PAS,True,143,159
ENSG00000156381.8,chr14,102508549,102509528,ES,True,243,471
ENSG00000156381.8,chr14,102508846,102509528,3AS,True,198,226
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,284,757
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,553,757
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,91,449
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,109,193
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,105,193
ENSG00000126777.17,chr14,55580354,55612018,ES,False,404,472
ENSG00000126777.17,chr14,55661612,55667240,ES,False,229,521
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,346,2106
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,16,113
ENSG00000142208.16,chr14,104792722,104795483,ES,False,884,1024
ENSG00000142208.16,chr14,104793210,104795483,3AS,False,36,126
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,145,311
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,203,311
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,33,136
ENSG00000165804.15,chr14,21098311,21098654,TSS,False,119,136
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,85,148
ENSG00000129515.18,chr14,34603471,34605595,ES,False,179,203
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,28,204
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,180,204
ENSG00000198894.7,chr14,77098214,77098361,TSS,True,28,156
ENSG00000100614.17,chr14,60249677,60282683,ES,False,147,164
ENSG00000100614.17,chr14,60292452,60299085,PAS,True,24,171
ENSG00000100614.17,chr14,60285623,60288555,PAS,True,147,170
ENSG00000179364.13,chr14,105368515,105369840,5AS,False,19,168
ENSG00000179364.13,chr14,105382046,105382476,5AS,False,155,177
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,53,217
ENSG00000182979.17,chr14,105419433,105420063,TSS,True,90,127
ENSG00000182979.17,chr14,105467232,105469498,TSS,False,104,124
ENSG00000182979.17,chr14,105469908,105469992,TSS,True,108,124
ENSG00000182979.17,chr14,105468814,105469160,TSS,False,96,124
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,2674,3890
ENSG00000197616.11,chr14,23384441,23384543,TSS,True,3440,3855
ENSG00000197616.11,chr14,23382427,23382487,TSS,True,3143,3847
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,47,264
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,95,274
ENSG00000075413.17,chr14,103405071,103405267,TSS,False,189,274
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,90,104
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,54,104
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,90,840
ENSG00000100626.16,chr14,69352170,69353331,IR,True,135,205
ENSG00000100626.16,chr14,69259592,69260467,TSS,True,67,234
ENSG00000100626.16,chr14,69352030,69354473,PAS,True,149,220
ENSG00000100626.16,chr14,69353331,69354473,PAS,True,84,220
ENSG00000090060.17,chr14,96556413,96562818,ES,False,51,199
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,38,254
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,215,246
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,97,710
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,26,153
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,137,153
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,26,208
ENSG00000129538.13,chr14,20802093,20802796,ES,False,152,187
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,74,261
ENSG00000072110.13,chr14,68877240,68879961,ME,False,50,134
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,32,151
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,32,228
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,17,136
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,60,161
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,141,161
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,88,139
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,61,151
ENSG00000066629.17,chr14,99891227,99894628,ES,True,21,103
ENSG00000066629.17,chr14,99737687,99737860,TSS,True,21,109
ENSG00000066629.17,chr14,99793097,99793543,TSS,True,94,109
ENSG00000119723.16,chr14,73950221,73950495,TSS,False,25,127
ENSG00000119723.16,chr14,73957352,73959078,TSS,True,105,126
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,18,107
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,476,1697
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,1480,1697
ENSG00000070182.20,chr14,64770884,64771067,TSS,True,86,106
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,34,323
ENSG00000078618.21,chr1,51836212,51840225,ES,False,176,208
ENSG00000074800.15,chr1,8868057,8871890,ME,False,84,195
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,48,255
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,214,255
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,42,106
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,83,106
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,91,365
ENSG00000117408.10,chr1,43946745,43947684,TSS,True,28,170
ENSG00000117408.10,chr1,43946914,43950153,TSS,True,152,170
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,20,138
ENSG00000074964.16,chr1,17603591,17607801,3AS,True,104,136
ENSG00000074964.16,chr1,17539426,17539950,TSS,False,122,220
ENSG00000074964.16,chr1,17588357,17588479,TSS,True,191,219
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,174,219
ENSG00000187642.9,chr1,976269,976498,IR,True,144,279
ENSG00000187642.9,chr1,975194,976269,PAS,True,136,285
ENSG00000187642.9,chr1,975197,976624,PAS,True,149,284
ENSG00000187642.9,chr1,978880,980936,TSS,True,187,357
ENSG00000187642.9,chr1,982064,982346,TSS,False,245,357
ENSG00000132716.18,chr1,160244034,160262116,ES,False,35,138
ENSG00000132716.18,chr1,160261358,160262275,5AS,False,57,164
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,22,185
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,155,309
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,265,309
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,239,309
ENSG00000157881.13,chr1,2526463,2526624,TSS,True,19,163
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,52,275
ENSG00000116991.10,chr1,232403571,232415493,ES,False,164,195
ENSG00000116991.10,chr1,232629868,232630168,TSS,True,91,204
ENSG00000162599.15,chr1,61406727,61455302,ES,False,25,102
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,28,114
ENSG00000160097.17,chr1,32863776,32864663,3AS,False,39,169
ENSG00000160097.17,chr1,32863776,32864663,IR,True,39,195
ENSG00000160097.17,chr1,32864299,32864663,3AS,True,69,118
ENSG00000160097.17,chr1,32864299,32864663,IR,True,69,225
ENSG00000160097.17,chr1,32864483,32864663,IR,True,57,213
ENSG00000160097.17,chr1,32862267,32863776,PAS,False,300,339
ENSG00000160097.17,chr1,32862268,32864483,PAS,True,282,331
ENSG00000160097.17,chr1,32862268,32864299,PAS,True,254,331
ENSG00000160097.17,chr1,32862268,32864797,PAS,True,175,331
ENSG00000143164.15,chr1,168004793,168022987,ES,False,122,315
ENSG00000143164.15,chr1,168045227,168063620,ES,False,260,361
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,58,371
ENSG00000078808.16,chr1,1228946,1231891,5AS,True,209,256
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,287,346
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,137,346
ENSG00000078808.16,chr1,1231506,1232001,TSS,True,299,346
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,247,533
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,412,533
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,97,114
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,29,114
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,77,391
ENSG00000160679.12,chr1,153636653,153638294,IR,False,93,123
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,56,123
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,52,230
ENSG00000134686.18,chr1,33334292,33349596,ES,True,82,184
ENSG00000134686.18,chr1,33334292,33349596,5AS,True,82,111
ENSG00000134686.18,chr1,33335359,33349596,5AS,True,97,119
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,68,254
ENSG00000117266.15,chr1,205504796,205523146,5AS,False,21,107
ENSG00000117266.15,chr1,205523625,205524231,5AS,False,105,129
ENSG00000117266.15,chr1,205504549,205504878,TSS,True,131,219
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,73,102
ENSG00000116260.16,chr1,180196599,180197332,IR,False,73,178
ENSG00000116260.16,chr1,180196890,180197332,IR,False,29,134
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,47,219
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,101,206
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,116,218
ENSG00000127483.17,chr1,20779911,20787194,ES,False,78,153
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,36,198
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,19,115
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,126,157
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,131,202
ENSG00000175756.13,chr1,1374790,1375153,IR,False,131,149
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,222,261
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,130,261
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,194,261
ENSG00000143549.19,chr1,154170711,154172907,ME,False,52,151
ENSG00000143549.19,chr1,154156355,154157721,PAS,True,71,158
ENSG00000143549.19,chr1,154167465,154167940,PAS,False,89,157
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,70,159
ENSG00000143549.19,chr1,154191901,154192135,TSS,True,95,159
ENSG00000265107.2,chr1,147773251,147773646,TSS,True,188,220
ENSG00000265107.2,chr1,147760498,147761029,TSS,False,60,220
ENSG00000198771.10,chr1,167630215,167630429,TSS,True,15,115
ENSG00000121769.7,chr1,31364015,31365939,PAS,True,530,3603
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,16,112
ENSG00000054523.17,chr1,10210476,10210878,TSS,False,28,133
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,20,161
ENSG00000168509.19,chr1,146019734,146021586,ES,False,57,123
ENSG00000143632.14,chr1,229434003,229434100,TSS,True,1546,9018
ENSG00000143632.14,chr1,229431720,229431884,TSS,True,8003,9015
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,85,240
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,154,232
ENSG00000188976.10,chr1,944800,945056,5AS,False,164,264
ENSG00000188976.10,chr1,959214,960041,TSS,True,35,285
ENSG00000116237.15,chr1,6233643,6234885,ES,False,88,109
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,16,131
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,84,105
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,57,105
ENSG00000162390.17,chr1,54605209,54607133,ES,True,104,116
ENSG00000162390.17,chr1,54547993,54548342,TSS,True,45,123
ENSG00000162390.17,chr1,54600355,54601413,TSS,True,108,122
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,122,206
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,117,239
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,155,239
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,193,245
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,30,247
ENSG00000162735.18,chr1,160283109,160285054,ES,False,23,154
ENSG00000077549.17,chr1,19339617,19344357,ES,False,35,176
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,85,163
ENSG00000162458.12,chr1,15774636,15774796,TSS,True,111,163
ENSG00000198626.15,chr1,237783826,237784972,TSS,True,79,122
ENSG00000198626.15,chr1,237832551,237833988,PAS,True,40,136
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,21,110
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,98,110
ENSG00000130770.17,chr1,28236099,28236270,TSS,True,22,201
ENSG00000130695.15,chr1,26276760,26277135,3AS,False,97,127
ENSG00000130695.15,chr1,26234157,26234310,TSS,True,74,135
ENSG00000130695.15,chr1,26254578,26255865,TSS,True,120,135
ENSG00000130695.15,chr1,26254591,26254832,TSS,False,92,135
ENSG00000130695.15,chr1,26277132,26278810,PAS,True,99,129
ENSG00000130695.15,chr1,26277135,26278810,PAS,True,32,129
ENSG00000075945.12,chr1,169921781,169954010,ES,True,58,131
ENSG00000066136.20,chr1,40769415,40770708,3AS,False,115,128
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,27,142
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,24,139
ENSG00000077157.21,chr1,202462713,202463097,TSS,False,153,189
ENSG00000004487.16,chr1,23030634,23050386,ES,False,81,214
ENSG00000198892.6,chr1,201888488,201889067,TSS,False,66,202
ENSG00000198892.6,chr1,201888511,201889616,TSS,True,178,202
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,13,120
ENSG00000163374.19,chr1,155660913,155661306,IR,False,69,101
ENSG00000163374.19,chr1,155659443,155660913,PAS,True,51,121
ENSG00000163374.19,chr1,155659445,155661423,PAS,True,89,121
ENSG00000163374.19,chr1,155670987,155672731,PAS,True,102,120
ENSG00000163374.19,chr1,155688658,155688777,TSS,False,29,124
ENSG00000163374.19,chr1,155688070,155688750,TSS,True,107,124
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,58,298
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,39,275
ENSG00000127472.10,chr1,20028204,20028709,TSS,True,104,118
ENSG00000127472.10,chr1,20070161,20070465,TSS,True,61,118
ENSG00000162614.18,chr1,77918273,77926413,ES,False,30,253
ENSG00000162614.18,chr1,77942818,77942899,IR,False,78,218
ENSG00000162614.18,chr1,77942460,77943898,PAS,True,130,267
ENSG00000162614.18,chr1,77942899,77943899,PAS,True,193,271
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,73,129
ENSG00000117298.15,chr1,21290363,21290473,TSS,True,112,129
ENSG00000178104.19,chr1,149001696,149002849,5AS,False,160,408
ENSG00000178104.19,chr1,149003042,149003613,3AS,False,173,440
ENSG00000178104.19,chr1,149021153,149026714,ES,False,145,678
ENSG00000178104.19,chr1,149021153,149027400,ME,True,146,172
ENSG00000178104.19,chr1,148889404,148889894,TSS,True,567,941
ENSG00000178104.19,chr1,149004907,149005437,TSS,True,691,816
ENSG00000178104.19,chr1,149031999,149033019,PAS,True,209,930
ENSG00000116604.17,chr1,156500485,156500826,TSS,True,64,118
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,102,134
ENSG00000117419.15,chr1,44354891,44355269,TSS,True,64,134
ENSG00000162520.14,chr1,32702607,32703144,TSS,True,21,119
ENSG00000171161.12,chr1,248838218,248838551,TSS,True,22,158
ENSG00000171735.18,chr1,6785575,6825091,ES,False,32,165
ENSG00000123836.14,chr1,207053231,207053366,TSS,True,75,145
ENSG00000123836.14,chr1,207078953,207081032,PAS,True,14,108
ENSG00000159423.16,chr1,18902461,18902787,TSS,True,104,138
ENSG00000159423.16,chr1,18877415,18877603,TSS,True,98,138
ENSG00000159423.16,chr1,18877207,18877673,TSS,True,114,138
ENSG00000142798.19,chr1,21819798,21823488,PAS,True,16,152
ENSG00000142798.19,chr1,21832494,21832569,TSS,True,134,168
ENSG00000142798.19,chr1,21833267,21833387,TSS,True,150,168
ENSG00000142798.19,chr1,21828834,21830419,TSS,True,142,168
ENSG00000133065.10,chr1,205812807,205813196,TSS,False,256,1102
ENSG00000133065.10,chr1,205810069,205811090,TSS,True,984,1102
ENSG00000157916.19,chr1,2391958,2395783,ES,False,109,122
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,109,143
ENSG00000157916.19,chr1,2391803,2392126,TSS,True,146,175
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,53,175
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,298,1440
PB_novel_89583,chr1,231814291,231822724,5AS,True,79,108
PB_novel_89583,chr1,231814291,231847518,ES,True,17,125
ENSG00000117335.19,chr1,207767195,207770320,ES,False,152,179
ENSG00000117335.19,chr1,207785682,207793518,ES,False,108,192
ENSG00000009307.15,chr1,114736855,114737962,ES,False,898,1019
ENSG00000009307.15,chr1,114739890,114749820,ES,False,114,966
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,130,1094
ENSG00000118194.18,chr1,201362022,201363295,5AS,True,54,288
ENSG00000118194.18,chr1,201364297,201364375,TSS,True,2055,2328
ENSG00000118194.18,chr1,201372026,201375128,TSS,True,1063,2339
ENSG00000198842.9,chr1,167094063,167094194,TSS,False,90,416
ENSG00000204219.10,chr1,23419139,23424564,3AS,True,178,198
ENSG00000116132.11,chr1,170719901,170736047,ES,True,11,107
ENSG00000116132.11,chr1,170726401,170736047,ES,False,45,100
ENSG00000116132.11,chr1,170663271,170664459,TSS,True,18,125
