gene,chr,start,end,splice_type,novel,ovary_ENCFF984RMR_in_cov,ovary_ENCFF984RMR_total_cov
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,65,167
ENSG00000104969.9,chr19,2762505,2762645,TSS,True,147,167
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,24,117
ENSG00000125648.14,chr19,6440061,6442159,PAS,True,17,101
ENSG00000125648.14,chr19,6459472,6459837,TSS,True,12,109
ENSG00000167676.4,chr19,4510445,4512051,TSS,True,77,100
ENSG00000167676.4,chr19,4518384,4518547,TSS,False,86,100
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,37,220
ENSG00000167747.14,chr19,50804571,50804922,TSS,True,18,151
ENSG00000105447.12,chr19,48445459,48446192,TSS,False,16,149
ENSG00000032444.16,chr19,7551437,7553874,3AS,False,58,103
ENSG00000032444.16,chr19,7535693,7536020,TSS,False,91,113
ENSG00000032444.16,chr19,7541980,7542067,TSS,True,96,113
ENSG00000032444.16,chr19,7541980,7542670,TSS,True,98,113
ENSG00000133275.15,chr19,1941094,1941418,TSS,False,20,108
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,136,311
ENSG00000133243.8,chr19,1997343,1998286,TSS,True,223,311
ENSG00000105726.16,chr19,19654074,19654542,3AS,False,25,115
ENSG00000105726.16,chr19,19656766,19656846,IR,False,84,107
ENSG00000105726.16,chr19,19663270,19664048,TSS,True,94,196
ENSG00000105726.16,chr19,19653968,19654146,TSS,True,136,196
ENSG00000130511.15,chr19,18430930,18431646,ES,False,168,197
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,149,226
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,59,239
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,212,1527
ENSG00000105323.16,chr19,41264692,41268222,5AS,False,19,142
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,156,279
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,30,230
ENSG00000105401.8,chr19,10395343,10395434,IR,False,170,225
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,57,279
ENSG00000197256.10,chr19,11178447,11178552,3AS,False,710,802
ENSG00000197256.10,chr19,11194590,11195621,5AS,False,90,566
ENSG00000197256.10,chr19,11194590,11197484,ES,True,96,619
ENSG00000197256.10,chr19,11197484,11197587,TSS,True,407,1038
ENSG00000099797.14,chr19,14529263,14529711,TSS,True,58,131
ENSG00000099797.14,chr19,14563431,14564097,TSS,True,80,131
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,62,204
ENSG00000167468.16,chr19,1105744,1105809,TSS,True,179,204
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,22,207
ENSG00000126457.21,chr19,49677316,49680486,ES,False,144,170
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,55,193
ENSG00000099783.11,chr19,8465362,8465479,IR,False,90,376
ENSG00000099783.11,chr19,8474244,8485602,ES,False,42,382
ENSG00000165507.8,chr10,44978617,44978810,TSS,True,60,386
ENSG00000165629.19,chr10,7802854,7807658,ES,False,60,152
ENSG00000099290.16,chr10,50097802,50104041,ES,True,18,134
ENSG00000099290.16,chr10,50126179,50127582,ES,False,45,130
ENSG00000099290.16,chr10,50067890,50068008,TSS,True,26,143
ENSG00000015171.19,chr10,210048,236837,ES,False,47,171
ENSG00000015171.19,chr10,134876,135302,TSS,False,157,188
ENSG00000015171.19,chr10,135381,135559,TSS,True,81,188
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,27,105
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,38,116
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,89,116
ENSG00000099204.19,chr10,114448020,114451623,3AS,False,38,103
ENSG00000099204.19,chr10,114451671,114465697,ES,False,88,104
ENSG00000099204.19,chr10,114526659,114526945,TSS,True,97,188
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,51,156
ENSG00000148700.14,chr10,110005757,110006151,TSS,False,133,156
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,95,315
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,45,338
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,299,338
ENSG00000123240.16,chr10,13100302,13109111,ES,False,213,248
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,61,260
ENSG00000119950.20,chr10,110225977,110226283,TSS,True,43,150
ENSG00000119950.20,chr10,110207575,110208082,TSS,True,133,150
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,64,135
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,116,135
ENSG00000107796.13,chr10,88952730,88952817,TSS,True,152,1216
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,22,120
ENSG00000176986.15,chr10,73770471,73770708,IR,False,186,208
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,161,223
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,122,223
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,31,299
ENSG00000172661.18,chr10,45727189,45727320,TSS,True,12,106
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,26,159
ENSG00000166033.12,chr10,122461426,122462124,TSS,False,103,822
ENSG00000171862.10,chr10,87965286,87969406,PAS,False,16,148
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,30,111
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,28,103
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,32,262
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,91,563
ENSG00000148484.17,chr10,16782084,16817314,ES,False,47,144
ENSG00000148484.17,chr10,16817084,16817314,IR,True,99,133
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,42,188
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,154,188
ENSG00000107738.19,chr10,71773357,71773569,TSS,False,15,133
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,22,210
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,44,156
ENSG00000130640.13,chr10,133302791,133303016,TSS,True,136,156
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,11,101
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,51,105
ENSG00000138172.10,chr10,103447568,103449399,5AS,True,25,132
ENSG00000138172.10,chr10,103450099,103451082,3AS,True,70,103
ENSG00000138172.10,chr10,103451082,103452376,TSS,True,114,137
ENSG00000138172.10,chr10,103452155,103452498,TSS,True,41,137
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,31,170
ENSG00000148719.14,chr10,72332829,72334617,PAS,True,35,107
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,28,107
ENSG00000148719.14,chr10,72336523,72336853,TSS,True,95,107
ENSG00000165633.12,chr10,49115430,49115546,TSS,False,63,141
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,27,238
ENSG00000148671.13,chr10,86968478,86968605,TSS,True,27,192
ENSG00000148671.13,chr10,86970475,86970736,PAS,True,28,192
ENSG00000122359.17,chr10,80172869,80205342,ES,False,78,216
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,120,339
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,269,339
ENSG00000165424.6,chr10,79445194,79445639,TSS,False,97,169
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,106,136
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,37,136
ENSG00000107562.16,chr10,44384944,44385097,TSS,True,59,101
ENSG00000189319.13,chr10,124744012,124744377,TSS,True,58,103
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,445,2680
ENSG00000134453.15,chr10,6112361,6113507,5AS,True,97,120
ENSG00000134453.15,chr10,6112361,6113507,IR,True,97,110
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,43,136
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,106,136
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,41,204
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,143,369
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,25,109
ENSG00000166295.8,chr10,72216138,72230365,ES,True,20,104
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,48,165
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,130,165
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,19,158
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,189,225
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,211,400
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,283,400
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,25,141
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,16,136
ENSG00000197321.14,chr10,29550596,29551261,TSS,True,112,128
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,106,121
ENSG00000197321.14,chr10,29736684,29737076,TSS,False,112,136
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,75,114
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,44,141
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,95,137
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,58,302
ENSG00000156113.22,chr10,76884876,76887515,PAS,True,58,110
ENSG00000156113.22,chr10,77637264,77638482,TSS,True,19,112
ENSG00000134452.19,chr10,5890346,5906036,ES,False,17,131
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,36,178
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,157,176
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,54,112
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,53,115
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,60,118
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,64,118
ENSG00000165801.9,chr14,21070399,21073931,ES,True,22,155
ENSG00000165801.9,chr14,21070399,21075331,ES,True,19,179
ENSG00000165801.9,chr14,21087105,21087967,ES,False,44,239
ENSG00000165801.9,chr14,21069646,21070399,TSS,True,94,273
ENSG00000165801.9,chr14,21073931,21075180,TSS,True,226,273
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,60,347
ENSG00000100664.10,chr14,103334236,103334597,TSS,True,309,347
ENSG00000092098.16,chr14,24146909,24147890,TSS,True,37,104
ENSG00000092098.16,chr14,24148248,24148413,TSS,True,91,104
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,65,435
ENSG00000100722.19,chr14,88578140,88607242,ES,False,14,110
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,56,112
ENSG00000140092.14,chr14,91936946,91937186,TSS,True,155,217
ENSG00000140092.14,chr14,91947212,91947944,TSS,True,95,217
ENSG00000100796.17,chr14,91465419,91470836,ES,False,102,114
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,46,112
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,228,317
ENSG00000092199.17,chr14,21234229,21269297,ES,False,83,304
ENSG00000092199.17,chr14,21263336,21269297,3AS,False,180,210
ENSG00000184887.13,chr14,105249085,105249156,IR,False,106,146
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,135,152
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,60,152
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,127,152
ENSG00000213983.11,chr14,23567738,23567926,TSS,True,39,104
ENSG00000213983.11,chr14,23567596,23567810,TSS,True,89,104
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,36,135
ENSG00000073712.14,chr14,52893292,52893325,TSS,False,112,131
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,67,135
ENSG00000197119.12,chr14,100293293,100294740,TSS,True,104,131
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,29,172
ENSG00000258498.8,chr14,101557819,101558632,IR,False,49,107
ENSG00000258498.8,chr14,101558834,101559799,IR,False,87,100
ENSG00000258498.8,chr14,101557301,101558834,PAS,True,58,108
ENSG00000258498.8,chr14,101557303,101557819,PAS,True,62,109
ENSG00000258498.8,chr14,101560251,101561265,TSS,False,31,109
ENSG00000258498.8,chr14,101559799,101560364,TSS,True,88,109
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,101,149
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,183,319
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,152,319
ENSG00000214548.16,chr14,100829749,100831420,5AS,False,100,158
ENSG00000214548.16,chr14,100829749,100831420,IR,False,100,121
ENSG00000214548.16,chr14,100829749,100836166,ME,False,41,133
ENSG00000214548.16,chr14,100829749,100836166,5AS,False,14,119
ENSG00000214548.16,chr14,100831534,100836166,ES,False,154,176
ENSG00000214548.16,chr14,100834751,100836166,5AS,False,13,127
ENSG00000214548.16,chr14,100835879,100836166,5AS,False,279,393
ENSG00000214548.16,chr14,100835879,100836166,IR,False,279,331
ENSG00000214548.16,chr14,100836075,100836166,IR,False,128,181
ENSG00000214548.16,chr14,100826114,100826217,TSS,True,546,841
ENSG00000214548.16,chr14,100830191,100836075,TSS,True,687,799
ENSG00000214548.16,chr14,100831574,100835879,TSS,True,527,799
ENSG00000214548.16,chr14,100829033,100832098,PAS,True,265,299
ENSG00000214548.16,chr14,100860690,100861026,PAS,True,84,769
ENSG00000165795.23,chr14,21022497,21023240,ES,False,366,536
ENSG00000165795.23,chr14,21023321,21025028,ES,False,175,343
ENSG00000165795.23,chr14,21023321,21025676,ES,False,90,144
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,293,636
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,492,636
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,60,102
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,51,101
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,40,266
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,220,254
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,49,266
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,27,123
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,110,123
ENSG00000126777.17,chr14,55661612,55667240,ES,False,140,209
ENSG00000126777.17,chr14,55673012,55675834,ES,False,164,217
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,15,133
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,35,253
ENSG00000142208.16,chr14,104792722,104795483,ES,False,582,663
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,53,130
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,96,130
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,20,115
ENSG00000100906.10,chr14,35404417,35405061,TSS,True,18,130
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,16,101
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,20,180
ENSG00000119725.18,chr14,73921105,73923394,ES,False,38,146
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,54,200
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,116,146
ENSG00000100650.15,chr14,69769251,69770466,IR,False,79,203
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,108,225
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,171,225
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,195,225
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,23,219
ENSG00000196136.17,chr14,94612443,94614433,5AS,False,37,172
ENSG00000196136.17,chr14,94612375,94612447,TSS,True,67,203
ENSG00000196136.17,chr14,94612389,94612443,TSS,True,166,203
ENSG00000196136.17,chr14,94614436,94615084,TSS,True,175,203
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,46,152
ENSG00000185650.9,chr14,68788809,68789526,IR,False,23,187
ENSG00000185650.9,chr14,68787661,68790492,PAS,True,24,186
ENSG00000185650.9,chr14,68792881,68793067,TSS,True,147,330
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,34,152
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,34,149
ENSG00000100823.11,chr14,20455394,20455577,IR,False,111,126
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,84,196
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,161,196
ENSG00000185559.14,chr14,100726886,100727135,TSS,True,818,4820
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,39,155
ENSG00000075413.17,chr14,103492034,103502881,ES,False,31,160
ENSG00000075413.17,chr14,103498528,103502881,ES,False,33,128
ENSG00000205978.5,chr14,24398603,24399086,TSS,False,100,116
ENSG00000205978.5,chr14,24399079,24399444,TSS,True,94,116
ENSG00000205978.5,chr14,24405723,24410208,TSS,True,99,115
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,98,116
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,80,116
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,92,116
ENSG00000090060.17,chr14,96556413,96562818,ES,False,39,144
ENSG00000090060.17,chr14,96556413,96564954,ES,False,37,182
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,60,242
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,191,237
ENSG00000100926.14,chr14,24192356,24192647,IR,True,107,128
ENSG00000100926.14,chr14,24195036,24195345,5AS,False,110,123
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,28,142
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,108,132
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,33,147
ENSG00000136305.11,chr14,24310648,24311484,TSS,True,17,102
ENSG00000100968.13,chr14,24376878,24377637,IR,False,67,117
ENSG00000100968.13,chr14,24369496,24370594,TSS,True,88,125
ENSG00000100968.13,chr14,24368058,24368440,TSS,True,87,125
ENSG00000100968.13,chr14,24377637,24379601,PAS,True,52,125
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,26,110
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,95,110
ENSG00000119681.11,chr14,74504982,74505176,TSS,True,123,143
ENSG00000119681.11,chr14,74516821,74516977,TSS,True,120,143
ENSG00000119681.11,chr14,74507972,74508096,TSS,True,128,143
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,21,189
ENSG00000129538.13,chr14,20802093,20802796,ES,False,101,113
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,55,168
ENSG00000100836.10,chr14,23324289,23325246,IR,False,102,122
ENSG00000100836.10,chr14,23321451,23321820,TSS,True,57,154
ENSG00000100836.10,chr14,23323036,23323066,TSS,True,132,154
ENSG00000100836.10,chr14,23325246,23326176,PAS,True,20,123
ENSG00000100836.10,chr14,23324137,23326163,PAS,True,100,120
ENSG00000072110.13,chr14,68877240,68879961,ME,False,155,355
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,78,415
ENSG00000165516.10,chr14,49779675,49779747,IR,False,133,159
ENSG00000133961.20,chr14,73297285,73323129,ES,False,56,113
ENSG00000133961.20,chr14,73355766,73409936,ES,False,42,105
ENSG00000100462.15,chr14,22928615,22929251,5AS,False,113,127
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,34,148
ENSG00000213928.8,chr14,24164134,24164613,IR,False,100,118
ENSG00000213928.8,chr14,24161255,24161338,TSS,True,20,128
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,41,113
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,16,110
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,87,223
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,188,223
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,17,128
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,246,1075
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,857,1075
ENSG00000134201.11,chr1,109711745,109712348,TSS,True,44,250
ENSG00000107404.19,chr1,1338653,1339361,5AS,False,140,174
ENSG00000107404.19,chr1,1339439,1339581,IR,False,154,177
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,57,191
ENSG00000107404.19,chr1,1342362,1342485,TSS,True,170,191
ENSG00000171621.13,chr1,9292875,9293071,TSS,False,15,121
ENSG00000213366.12,chr1,109668019,109668151,TSS,True,33,102
ENSG00000213366.12,chr1,109670103,109671382,TSS,True,86,102
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,24,102
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,14,101
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,103,159
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,133,159
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,122,159
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,64,281
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,248,281
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,15,101
ENSG00000162599.15,chr1,61406727,61455302,ES,False,30,115
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,34,123
ENSG00000189409.13,chr1,1633120,1633187,IR,False,111,166
ENSG00000189409.13,chr1,1633355,1633747,IR,False,132,169
ENSG00000189409.13,chr1,1634099,1634201,IR,False,154,181
ENSG00000189409.13,chr1,1634328,1634450,IR,True,136,162
ENSG00000189409.13,chr1,1631685,1632374,TSS,True,20,181
ENSG00000189409.13,chr1,1634450,1635263,PAS,True,30,181
ENSG00000084636.17,chr1,31679685,31680041,ES,False,77,186
ENSG00000084636.17,chr1,31703836,31704526,TSS,True,107,233
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,37,221
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,278,346
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,102,346
ENSG00000253304.1,chr1,29123855,29123939,TSS,False,38,125
ENSG00000169418.9,chr1,153685880,153686645,ES,True,41,296
ENSG00000169418.9,chr1,153678441,153679829,TSS,False,68,352
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,27,165
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,51,170
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,152,170
ENSG00000004455.16,chr1,33024567,33036735,ES,False,88,108
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,52,123
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,72,111
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,26,135
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,84,474
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,44,225
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,52,250
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,77,242
ENSG00000160691.18,chr1,154974247,154974480,TSS,True,181,260
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,128,260
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,68,146
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,83,146
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,286,433
ENSG00000116260.16,chr1,180196599,180197332,IR,False,286,694
ENSG00000116260.16,chr1,180196890,180197332,IR,False,134,542
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,286,925
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,426,834
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,485,918
ENSG00000127483.17,chr1,20779911,20787194,ES,False,141,175
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,72,251
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,64,456
ENSG00000143819.12,chr1,225810169,225828724,5AS,False,158,181
ENSG00000143819.12,chr1,225810044,225810169,TSS,False,52,210
ENSG00000143819.12,chr1,225810123,225810615,TSS,True,187,210
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,94,125
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,68,125
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,98,125
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,79,155
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,49,261
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,202,329
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,89,231
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,151,228
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,43,105
ENSG00000117525.13,chr1,94540368,94541536,5AS,True,100,144
ENSG00000117525.13,chr1,94541536,94541851,TSS,True,62,166
ENSG00000117525.13,chr1,94540571,94541757,TSS,True,121,165
ENSG00000188976.10,chr1,944800,945056,5AS,False,152,261
ENSG00000174348.13,chr1,53061729,53062308,TSS,True,216,612
ENSG00000174348.13,chr1,53067092,53070167,TSS,True,537,610
ENSG00000184371.13,chr1,109910618,109911062,TSS,True,42,135
ENSG00000184371.13,chr1,109923549,109924190,TSS,True,109,135
ENSG00000184371.13,chr1,109928851,109930996,PAS,True,16,124
ENSG00000184371.13,chr1,109926062,109926941,PAS,False,108,124
ENSG00000186283.13,chr1,179083053,179087910,ES,False,12,108
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,17,124
ENSG00000117122.13,chr1,16975730,16976500,IR,True,207,266
ENSG00000117122.13,chr1,16976794,16976896,IR,False,209,264
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,254,463
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,231,490
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,283,490
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,180,254
ENSG00000162735.18,chr1,160283109,160285054,ES,False,27,122
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,39,266
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,75,116
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,173,289
ENSG00000162458.12,chr1,15774636,15774796,TSS,True,195,289
ENSG00000126107.14,chr1,45010888,45011371,TSS,False,30,147
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,38,162
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,143,162
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,35,176
ENSG00000004487.16,chr1,23030634,23050386,ES,False,179,346
ENSG00000158062.20,chr1,26306591,26306786,TSS,True,11,102
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,20,122
ENSG00000163374.19,chr1,155660913,155661306,IR,False,104,120
ENSG00000163374.19,chr1,155668717,155670319,3AS,False,56,111
ENSG00000163374.19,chr1,155659443,155660913,PAS,True,21,124
ENSG00000163374.19,chr1,155659445,155661423,PAS,True,108,124
ENSG00000163374.19,chr1,155688658,155688777,TSS,False,29,134
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,43,166
ENSG00000127472.10,chr1,20028204,20028709,TSS,True,93,162
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,121,225
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,122,815
ENSG00000117691.9,chr1,212433120,212444338,ES,False,20,129
ENSG00000117385.15,chr1,42754990,42755164,IR,False,84,107
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,88,104
ENSG00000117419.15,chr1,44354891,44355269,TSS,True,61,104
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,87,104
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,87,104
ENSG00000008130.15,chr1,1778288,1778524,TSS,True,39,204
ENSG00000173369.15,chr1,22653119,22653303,TSS,True,25,143
ENSG00000162520.14,chr1,32702607,32703144,TSS,True,72,130
ENSG00000069702.10,chr1,91720227,91721954,3AS,False,39,144
ENSG00000069702.10,chr1,91885877,91886312,TSS,True,86,186
ENSG00000069702.10,chr1,91729804,91729975,TSS,True,164,184
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,32,202
ENSG00000143612.20,chr1,154212624,154214456,ES,False,18,137
ENSG00000143612.20,chr1,154214574,154220341,ES,False,40,133
ENSG00000162576.16,chr1,1354681,1355147,TSS,True,98,139
ENSG00000142798.19,chr1,21832494,21832569,TSS,True,101,136
ENSG00000142798.19,chr1,21833267,21833387,TSS,True,114,136
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,92,172
ENSG00000134644.15,chr1,30953981,30965981,ES,False,23,170
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,31,165
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,78,156
ENSG00000134644.15,chr1,31007099,31028795,3AS,True,14,138
